season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436881,1,13,Leicester_City,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,,3.0,12.0,15.0,,1.0,,1.0,,,,,,,1.0,1.0,,,0.00206292,,,1.0,0.0,,,,,2.0,,,90.0,,,,,,,,,1.0,,,6.7,,,,,,8.0,,,,1.0,,4.0,12.0,16.0,,,0,,29.0,,,,
2024-25,12436881,1,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436881,1,13,Leicester_City,Home,361696,218218,Wout Faes,wout-faes,D,False,,,1.0,4.0,23.0,27.0,1.0,,,1.0,,,,,,1.0,4.0,1.0,,,0.00128893,,,2.0,0.0,,,,,1.0,,,90.0,,1.0,,,,,,,4.0,,,6.7,,,,,,5.0,,,,3.0,,7.0,23.0,30.0,,,0,1.0,42.0,,,,1.0
2024-25,12436881,1,13,Leicester_City,Home,827681,220627,James Justin,james-justin,D,False,2.0,,1.0,14.0,12.0,24.0,1.0,,,6.0,,,1.0,,,1.0,2.0,2.0,,,0.0121993,0.0841,,,0.0,,,,,3.0,,,90.0,,,,,,,,,6.0,,,7.2,,,,,,7.0,,2.0,,2.0,,15.0,16.0,29.0,,,1,1.0,52.0,,1.0,,1.0
2024-25,12436881,1,13,Leicester_City,Home,967722,473341,Caleb Okoli,caleb-okoli,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436881,1,13,Leicester_City,Home,1092409,481510,Victor Kristiansen,victor-kristiansen,D,False,2.0,,1.0,8.0,12.0,18.0,2.0,1.0,,1.0,,,,1.0,,2.0,7.0,5.0,,,0.0322356,,,1.0,0.0,,,,,2.0,,,90.0,,1.0,,,,,,,12.0,,,6.9,,,,,,4.0,1.0,2.0,,4.0,,13.0,12.0,23.0,,,0,2.0,57.0,1.0,2.0,,2.0
2024-25,12436881,1,13,Leicester_City,Home,1391844,501770,Benjamin Nelson,benjamin-nelson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436894,2,13,Leicester_City,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,1.0,9.0,52.0,61.0,1.0,3.0,,1.0,,,1.0,,,,3.0,5.0,,,0.00368069,0.0082,,2.0,0.0,,,,,,,,90.0,,,,,,,,,7.0,,,6.7,,,,,,9.0,,,,4.0,,14.0,54.0,68.0,,,1,2.0,80.0,,,,1.0
2024-25,12436894,2,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436894,2,13,Leicester_City,Away,361696,218218,Wout Faes,wout-faes,D,False,,,2.0,9.0,49.0,58.0,2.0,3.0,,6.0,,,1.0,,,1.0,4.0,3.0,,1.0,0.00295109,0.3341,0.9432,1.0,0.0,1.0,,,,2.0,,,90.0,1.0,3.0,,,,,,,9.0,,,7.9,,,1.0,,,8.0,,,,5.0,,12.0,53.0,65.0,,,3,,87.0,1.0,,,
