playerId,playerName,position,team_name,team_id,nationality,season,punches,penaltyGoalsConceded,successfulLaunches,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,winningGoal,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,unsuccessfulShortPasses,crossesNotClaimed,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,straightRedCards,gkSuccessfulDistribution,openPlayPasses,savesMadeCaught,substituteOn,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,penaltiesFaced,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,aerialDuels,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,groundDuelsLost,totalFoulsWon,duels,drops,groundDuels,aerialDuelsWon,substituteOff,totalTackles,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,totalTouchesInOppositionBox,tacklesLost,lastPlayerTackle,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,tacklesWon,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,throughBalls,goalAssists,goals,offsides,awayGoals,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,throwInsToOppositionPlayer,ownGoalScored,keyPassesAttemptAssists,homeGoals,leftFootGoals,unsuccessfulDribbles,timesTackled,cornersWon,successfulDribbles,unsuccessfulCornersIntoBox,clearancesOffTheLine,hitWoodwork,penaltiesConceded,headedGoals,handballsConceded,unsuccessfulLayoffs,redCards2ndYellow,rightFootGoals,attemptsFromSetPieces,penaltiesTaken,penaltyGoals,foulWonPenalty,secondGoalAssists
80979,Andreas Weimann,Forward,Derby County,24,Austria,2011-12,,3.0,,1.0,12.0,0.0,,35.0,,2.0,22.0,21.0,14.0,,29.0,,14.0,69.0,5.0,11.0,30.0,127.0,,0.0,,127.0,,9.0,74.0,,1.0,,,22.0,2.0,533.0,218.0,,28.0,95.0,,0.0,1.0,5.0,30.0,11.0,8.0,14.0,1.0,11.0,22.0,5.0,44.0,,33.0,3.0,3.0,4.0,15.0,14.0,8.0,29.0,,,8.0,7.0,4.0,,6.0,6.0,48.0,1.0,,4.0,8.0,4.0,1.0,,2.0,4.0,0.0,,,,,,5.0,2.0,,5.0,15.0,7.0,2.0,,,,,,1.0,1.0,,2.0,1.0,,,,
27450,Gabriel Agbonlahor,Forward,Aston Villa,7,England,2011-12,,4.0,1.0,16.0,42.0,0.0,,240.0,,2.0,164.0,108.0,33.0,,179.0,,33.0,417.0,32.0,39.0,195.0,715.0,,0.0,,715.0,,1.0,414.0,,7.0,,,101.0,20.0,2763.0,1189.0,10.0,121.0,500.0,,6.0,16.0,40.0,205.0,109.0,70.0,146.0,3.0,107.0,135.0,43.0,351.0,,242.0,39.0,4.0,32.0,38.0,29.0,63.0,102.0,4.0,,63.0,20.0,28.0,1.0,47.0,12.0,210.0,1.0,18.0,21.0,18.0,10.0,5.0,5.0,5.0,16.0,1.0,,18.0,,,,26.0,4.0,2.0,42.0,85.0,33.0,32.0,,1.0,2.0,,1.0,2.0,8.0,,2.0,,,,2.0,2.0
1765,Emile Heskey,Forward,Bolton Wanderers,30,England,2011-12,,1.0,1.0,19.0,23.0,0.0,,137.0,,2.0,217.0,62.0,28.0,,200.0,,28.0,255.0,18.0,22.0,211.0,566.0,,0.0,,566.0,,10.0,276.0,,3.0,,,102.0,9.0,1458.0,774.0,7.0,101.0,346.0,,3.0,11.0,32.0,116.0,152.0,64.0,136.0,1.0,48.0,52.0,22.0,252.0,,100.0,88.0,12.0,24.0,24.0,37.0,3.0,62.0,7.0,,3.0,15.0,17.0,4.0,26.0,15.0,110.0,,1.0,5.0,9.0,3.0,6.0,,1.0,8.0,0.0,,1.0,,,,9.0,1.0,,5.0,25.0,9.0,2.0,,,1.0,,,1.0,5.0,,1.0,,,,,
10738,Darren Bent,Forward,Derby County,24,England,2011-12,,1.0,,32.0,28.0,0.0,,116.0,,2.0,95.0,30.0,22.0,,109.0,,22.0,234.0,21.0,26.0,118.0,407.0,,0.0,,406.0,,1.0,182.0,,3.0,,,86.0,4.0,1862.0,592.0,1.0,55.0,285.0,,1.0,9.0,7.0,124.0,115.0,75.0,66.0,2.0,26.0,49.0,13.0,190.0,,75.0,40.0,4.0,8.0,39.0,41.0,6.0,92.0,3.0,,6.0,13.0,5.0,1.0,15.0,5.0,110.0,1.0,,4.0,26.0,1.0,2.0,1.0,9.0,39.0,2.0,,,,,,20.0,7.0,1.0,9.0,28.0,11.0,5.0,,1.0,,,,,7.0,,8.0,1.0,2.0,2.0,1.0,
51484,Nathan Delfouneso,Forward,Accrington Stanley,888,England,2011-12,,,,2.0,2.0,0.0,,13.0,,0.0,16.0,12.0,6.0,,14.0,,6.0,21.0,1.0,2.0,14.0,46.0,,0.0,,46.0,,5.0,26.0,,,,,7.0,2.0,163.0,73.0,1.0,11.0,30.0,,0.0,,3.0,15.0,9.0,5.0,10.0,,6.0,10.0,1.0,25.0,,16.0,4.0,,3.0,2.0,1.0,2.0,5.0,,,2.0,1.0,3.0,,5.0,1.0,10.0,,,1.0,1.0,2.0,,,,2.0,,,,,,,2.0,,,3.0,5.0,2.0,2.0,,,,,,,,,,,,,,
106602,Graham Burke,Forward,Shamrock Rovers,1490,Ireland,2011-12,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
