playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,totalTackles,totalShots,substituteOn,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,putthroughBlockedDistributionWon,tacklesLost,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,expectedGoals,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,oboxTarget,unsuccessfulDribbles,redCards2ndYellow,unsuccessfulCrossesAndCorners,successfulDribbles,shotsBlockedOutsideBox,successfulCrossesOpenPlay,overruns,goals,successfulCrossesAndCorners,shotsBlockedInBox,headedGoals,iboxBlocked,handballsConceded,successfulLayoffs,offsides,lastPlayerTackle,clearancesOffTheLine,expectedGoalsFreekick,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throughBalls,rightFootGoals,ownGoalScored,foulWonPenalty,secondGoalAssists,hitWoodwork,leftFootGoals,setPiecesGoals,penaltiesTaken,penaltyGoals
80979,Andreas Weimann,Forward,Derby County,24,Austria,2014-15,84.0,1.4036,0.0,,,89.0,31.0,20.0,107.0,579.0,1.0,,,55.0,4.0,,1777.0,40.0,63.0,1.0,,35.0,48.0,449.0,,1.0,23.6079,3.0,10.0,22.0,44.0,136.0,,14.0,2.0,147.0,2.0,,132.0,67.0,31.0,,,317.0,21.0,92.0,15.0,0.0,,568.0,8.0,184.0,,,158.0,15.0,12.0,23.0,811.0,5.0,160.0,9.0,,5.0,18.0,21.0,24.0,23.0,11.0,54.0,,18.0,25.0,9.0,22.0,11.0,15.0,2.0,153.0,5.0,14.0,2.3355,10.0,12.0,3.0314,2.0,18.0,6.0,2.0,7.0,7.0,2.0,7.0,,20.0,10.0,6.0,5.0,2.0,3.0,5.0,4.0,,4.0,3.0,72.0,6.0,,,,2.0,2.0,,,,2.0,,2.0,,,,,1.0,,,
27450,Gabriel Agbonlahor,Forward,Aston Villa,7,England,2014-15,231.0,1.2297,1.0,,,140.0,34.0,30.0,152.0,601.0,3.0,,,163.0,6.0,,2693.0,117.0,143.0,4.0,,27.0,97.0,433.0,,3.0,37.2406,1.0,17.0,42.0,114.0,181.0,,58.0,1.0,374.0,3.0,,139.0,69.0,34.0,,,344.0,38.0,211.0,46.0,1.0,,569.0,19.0,296.0,,,134.0,41.0,8.0,16.0,967.0,7.0,111.0,21.0,,7.0,12.0,24.0,16.0,38.0,4.0,93.0,,15.0,13.0,5.0,66.0,21.0,11.0,1.0,147.0,3.0,6.0,6.1007,15.0,17.0,5.5805,1.0,30.0,5.0,,11.0,11.0,,21.0,,30.0,24.0,5.0,6.0,8.0,6.0,6.0,10.0,,10.0,3.0,33.0,13.0,,,,,2.0,,,,,,4.0,,,,1.0,2.0,,,
174597,Andre Green,Forward,Rotherham United,72,England,2014-15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10738,Darren Bent,Forward,Derby County,24,England,2014-15,13.0,0.0084,0.0,,,4.0,7.0,,4.0,18.0,0.0,,,15.0,,,78.0,12.0,4.0,,,,1.0,14.0,,,1.6979,,1.0,2.0,1.0,3.0,,1.0,0.0,17.0,0.0,,2.0,,7.0,,,8.0,2.0,2.0,3.0,0.0,,16.0,,4.0,,,6.0,,,,21.0,,6.0,,,0.0,,,,1.0,7.0,2.0,,1.0,,,,1.0,,,7.0,,,0.052,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,1.0,,,,,,,,,,,,,,
54861,Christian Benteke,Forward,Crystal Palace,31,Belgium,2014-15,276.0,1.7041,1.0,,,304.0,29.0,26.0,322.0,966.0,6.0,,,343.0,5.0,,2380.0,155.0,239.0,7.0,,27.0,51.0,615.0,,3.0,38.36,,20.0,42.0,121.0,315.0,,24.0,4.0,515.0,7.0,,223.0,45.0,29.0,,,505.0,35.0,172.0,188.0,1.0,,927.0,27.0,488.0,,,194.0,43.0,3.0,29.0,1323.0,2.0,139.0,7.0,,1.0,18.0,46.0,11.0,64.0,3.0,166.0,,31.0,9.0,4.0,84.0,35.0,7.0,2.0,234.0,1.0,3.0,8.4611,16.0,29.0,10.6234,2.0,6.0,1.0,2.0,14.0,14.0,2.0,30.0,,6.0,17.0,1.0,,8.0,13.0,,15.0,4.0,15.0,2.0,109.0,36.0,,,0.151,,19.0,,2.0,2.0,,3.0,7.0,,,,1.0,2.0,1.0,1.0,1.0
175944,Rushian Hepburn-Murphy,Forward,MK Dons,22,England,2014-15,1.0,,0.0,,,,1.0,,,,0.0,,,,,,7.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,0.0,2.0,0.0,,,3.0,1.0,,,,,2.0,,0.0,,,,3.0,,,,1.0,,,5.0,,,,,0.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171975,Callum Robinson,Forward,Cardiff City,97,Ireland,2014-15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
