playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,penaltiesSaved,savesFromPenalty,keyPassesAttemptAssists,successfulCrossesOpenPlay,blockedShots,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,successfulCrossesAndCorners,aerialDuelsLost,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,successfulDribbles,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,goalAssists,goals,offsides,iboxTarget,shotsOnTargetInBox,rightFootGoals,unsuccessfulDribbles,leftFootGoals,clearancesOffTheLine,handballsConceded,expectedGoalsFreekick,throughBalls,cornersTakenInclShortCorners,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,headedGoals,oboxBlocked,shotsOnTargetOutsideBox,unsuccessfulLayoffs,oboxTarget,shotsBlockedOutsideBox,hitWoodwork,penaltiesTaken,setPiecesGoals,secondGoalAssists,foulWonPenalty,redCards2ndYellow,penaltyGoals
193488,Anwar El Ghazi,Forward,Cardiff City,97,Netherlands,2019-20,151.0,1.9349,0.0,,20.0,,113.0,34.0,26.0,132.0,479.0,0.0,,88.0,2.0,,2061.0,97.0,8.0,,66.0,332.0,,4.0,36.475,,2.0,12.0,48.0,94.0,106.0,,17.0,0.0,248.0,4.0,,114.0,75.0,34.0,,9.0,282.0,40.0,160.0,31.0,0.0,,470.0,19.0,335.0,11.0,,,113.0,20.0,15.0,917.0,17.0,9.0,91.0,8.0,,3.0,19.0,32.0,8.0,,,26.0,18.0,11.0,41.0,23.0,75.0,26.0,57.0,44.0,68.0,,4.0,9.0,81.0,58.0,4.0,21.0,29.0,1.0,13.0,146.0,17.0,6.221,20.0,5.8051,4.0,4.0,12.0,7.0,7.0,4.0,23.0,,,2.0,0.3277,1.0,18.0,7.0,5.0,5.0,5.0,,7.0,9.0,6.0,9.0,7.0,2.0,1.0,,,,,1.0
213345,Wesley,Forward,Stoke City,110,Brazil,2019-20,164.0,0.69,0.0,,15.0,,100.0,21.0,21.0,104.0,367.0,4.0,,162.0,4.0,,1790.0,109.0,4.0,,40.0,251.0,,3.0,27.1417,,,23.0,31.0,71.0,123.0,,14.0,2.0,273.0,1.0,,75.0,26.0,21.0,,7.0,210.0,27.0,111.0,69.0,0.0,,366.0,9.0,202.0,8.0,,,77.0,43.0,12.0,620.0,8.0,1.0,53.0,10.0,,3.0,4.0,11.0,,,,10.0,,8.0,28.0,23.0,7.0,,93.0,19.0,86.0,1.0,8.0,8.0,7.0,30.0,8.0,10.0,11.0,2.0,4.0,92.0,2.0,6.9751,18.0,6.6593,1.0,5.0,14.0,10.0,10.0,5.0,12.0,,,2.0,,,,,,,,,,3.0,7.0,3.0,,1.0,1.0,,,,,
217487,Mbwana Samatta,Forward,PAOK Salonika,237,Tanzania,2019-20,105.0,0.1764,0.0,,6.0,,54.0,14.0,11.0,55.0,172.0,1.0,,114.0,,,946.0,73.0,4.0,,31.0,112.0,,2.0,11.9481,,,6.0,18.0,33.0,53.0,,18.0,0.0,178.0,0.0,,40.0,24.0,14.0,,2.0,104.0,14.0,64.0,42.0,0.0,,171.0,5.0,101.0,4.0,,,31.0,9.0,5.0,306.0,6.0,,14.0,5.0,,1.0,1.0,9.0,3.0,,,10.0,1.0,5.0,12.0,7.0,2.0,1.0,72.0,13.0,34.0,,5.0,7.0,2.0,18.0,5.0,9.0,9.0,,1.0,48.0,1.0,2.2975,3.0,0.4851,,1.0,8.0,2.0,2.0,,6.0,,,1.0,,,,,,,,1.0,,,3.0,,,,,,,,,
221239,Keinan Davis,Forward,Aston Villa,7,England,2019-20,78.0,0.1453,0.0,,1.0,,36.0,18.0,4.0,36.0,136.0,0.0,,73.0,,,538.0,53.0,1.0,,26.0,98.0,,,3.6599,,,3.0,7.0,32.0,27.0,,11.0,0.0,131.0,0.0,,20.0,15.0,18.0,,,73.0,6.0,58.0,27.0,0.0,,134.0,6.0,82.0,1.0,,,37.0,12.0,2.0,251.0,4.0,,27.0,3.0,,0.0,,4.0,14.0,,,5.0,,2.0,15.0,6.0,2.0,,46.0,7.0,30.0,,2.0,4.0,2.0,17.0,2.0,10.0,14.0,,,52.0,1.0,2.7324,5.0,0.8615,,,3.0,5.0,5.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,
