playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,setPiecesGoals,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,penaltiesTaken,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,penaltyGoals,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,foulWonPenalty,ownGoalScored,headedGoals,blocks,lastPlayerTackle,clearancesOffTheLine,penaltiesConceded,forwardPasses,redCards2ndYellow,otherGoals,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalKicks,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,savesMadeParried,savesMadeFromInsideBox
39493,Marek Stech,Goalkeeper,West Ham,21,Czech Republic,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59879,Peter Kurucz,Goalkeeper,West Ham,21,Hungary,2009-10,,,0.0,,,,,,,1.0,,,,,4.0,,5.0,,,,1.0,,,,,17.0,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,,,,,,,,,,,,0.0,2.0,,,4.0,,,,,,,,1.0,6.0,,,,3.0,1.0,,0.0,4.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
1243,Robert Green,Goalkeeper,West Ham,21,England,2009-10,3.0,,0.0,,,1.0,,,22.0,38.0,,,,38.0,672.0,,1173.0,,,,,,3.0,8.0,,3403.0,,,19.0,10.0,16.0,134.0,,,,5.0,1.0,165.0,60.0,66.0,3.0,13.0,0.0,22.0,,477.0,38.0,,,1.0,,,319.0,56.0,,1.0,19.0,3.0,0.0,492.0,,1.0,691.0,,1.0,,,1.0,,,367.0,1679.0,,1.0,,325.0,182.0,,0.0,650.0,56.0,,1.0,,,,,,,,,395.0,230.0,400.0,1.0,67.0,60.0,46.0,6.0,1.0,35.0,122.0,1.0,5.0,2.0,31.0,62.0
