matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561998,11,2025-11-09 14:00:00,36,Brighton,Away,264.0,14.0,1.0,4.0,3.0,1.0,,163.0,6.0,,2.0,5.0,6.0,25.0,423.0,,,10.0,21.0,20.0,6.0,,2.0,1.0,0.0,,,,,,1.0,,,,,5.0,0.0,,,,,,7.0,8.0,2.0,5.0,2.0,63.0,50.0,,1.0,,1.0,10.0,3.0,5.0,,1.0,8.0,7.0,11.0,0.0,13.0,2.0,58.0,49.0,1.0,22.0,14.0,,1.0,0.570557,0.391,,0.3041,0.923,48.0,12.0,9.0,,,1.0,,,136.0,,,,,,,7.0,0.0,2.0,,14.0,,4.0,4.0,1.0,0.0,2.0,152.0,61.0,31.0,4.0,0.0,1.0,5.0,3.0,483.0,1.0,3.0,0.0,35.0,66.0,35.0,,,,,1.0,155.0,155.0,6.0,18.0,23.0,57.8,,,,,17.0,0.0,152.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,4.0,83.0,404.0,10.0,6.0,282.0,33.0,22.0,12.0,8.0,26.0,18.0,106859.66,1.0,114.0,2.0,247.0,2.0,,14.0,7.0,46.0,1.0,503.0,,0.0,7.0,16.0,2.0,17.0,4.0,697.0,28.0,21.0,0.0,4.0,8.0,11.0,0.0
2562007,12,2025-11-22 15:00:00,36,Brighton,Home,286.0,15.0,2.0,3.0,1.0,2.0,,196.0,4.0,1.0,1.0,3.0,7.0,20.0,479.0,,,13.0,9.0,14.0,7.0,1.0,1.0,1.0,0.0,1.0,,,1.0,,,,,,,11.0,0.0,,,,,,5.0,7.0,3.0,8.0,6.0,89.0,56.0,1.0,,1.0,2.0,2.0,1.0,9.0,,,7.0,6.0,6.0,0.0,10.0,2.0,48.0,55.0,2.0,19.0,11.0,,,0.666447,1.2159,0.0516,1.6043,1.8275,59.0,10.0,9.0,1.0,,1.0,,1.0,175.0,1.0,,1.0,1.0,,,7.0,2.0,,,11.0,,8.0,8.0,1.0,0.0,1.0,161.0,70.0,44.0,4.0,0.0,4.0,5.0,5.0,556.0,1.0,1.0,0.0,59.0,58.0,26.0,1.0,2.0,2.0,1.0,,154.0,154.0,4.0,19.0,27.0,64.2,,,3.0,1.0,14.0,0.0,151.0,2.0,1.0,3.0,,1.0,8.0,,1.0,5.0,84.0,464.0,2.0,9.0,314.0,29.0,19.0,20.0,6.0,18.0,12.0,112580.83,1.0,128.0,2.0,280.0,,1.0,14.0,8.0,45.0,,576.0,,0.0,14.0,23.0,,16.0,4.0,764.0,35.0,18.0,0.0,10.0,7.0,10.0,0.0
2562021,13,2025-11-30 14:05:00,36,Brighton,Away,250.0,15.0,2.0,3.0,1.0,1.0,,145.0,8.0,,6.0,2.0,8.0,26.0,392.0,2.0,,11.0,13.0,13.0,8.0,3.0,5.0,,0.0,,,,,,,,,,1.0,9.0,0.0,,,,,1.0,4.0,13.0,6.0,11.0,6.0,84.0,60.0,2.0,2.0,2.0,,9.0,6.0,17.0,,,2.0,,3.0,0.0,12.0,1.0,62.0,48.0,,37.0,21.0,,1.0,0.944279,1.999,,1.7293,0.4003,56.0,10.0,11.0,,,1.0,,,154.0,,,,,,,10.0,2.0,1.0,,21.0,,13.0,13.0,1.0,0.0,7.0,110.0,75.0,42.0,9.0,1.0,4.0,7.0,6.0,452.0,8.0,2.0,0.0,32.0,57.0,21.0,,,,,,130.0,130.0,3.0,22.0,24.0,48.1,,,,,15.0,0.0,128.0,3.0,1.0,3.0,,,5.0,2.0,1.0,5.0,68.0,373.0,9.0,11.0,272.0,27.0,37.0,16.0,2.0,5.0,3.0,118334.92,,106.0,6.0,209.0,1.0,,23.0,9.0,64.0,,476.0,2.0,0.0,17.0,19.0,1.0,16.0,1.0,677.0,28.0,14.0,0.0,6.0,2.0,13.0,0.0
2562027,14,2025-12-03 19:30:00,36,Brighton,Home,223.0,14.0,1.0,4.0,3.0,2.0,,185.0,6.0,,4.0,2.0,11.0,15.0,404.0,,1.0,10.0,10.0,9.0,6.0,1.0,5.0,1.0,0.0,,,1.0,1.0,,,,,,,9.0,0.0,,,,,,6.0,12.0,2.0,12.0,4.0,86.0,48.0,2.0,2.0,1.0,2.0,8.0,3.0,13.0,,,5.0,7.0,5.0,2.0,14.0,3.0,56.0,54.0,2.0,16.0,10.0,,,0.621269,2.2056,0.0645,2.1941,4.4456,54.0,10.0,9.0,,,4.0,2.0,1.0,154.0,2.0,,1.0,2.0,,,6.0,1.0,,,10.0,,9.0,9.0,1.0,0.0,4.0,109.0,62.0,40.0,6.0,0.0,4.0,5.0,7.0,456.0,2.0,1.0,0.0,60.0,59.0,27.0,,,,,,123.0,123.0,7.0,11.0,21.0,56.4,,3.0,,,13.0,0.0,124.0,5.0,1.0,6.0,1.0,1.0,6.0,1.0,0.0,4.0,87.0,388.0,8.0,9.0,235.0,31.0,16.0,22.0,5.0,19.0,14.0,117280.12,1.0,126.0,5.0,257.0,,,10.0,11.0,38.0,4.0,473.0,,0.0,16.0,23.0,3.0,11.0,2.0,671.0,29.0,11.0,0.0,13.0,5.0,13.0,0.0
2562037,15,2025-12-07 14:00:00,36,Brighton,Home,208.0,11.0,4.0,13.0,9.0,3.0,,320.0,11.0,1.0,3.0,1.0,10.0,19.0,515.0,,,15.0,12.0,14.0,12.0,3.0,6.0,,0.0,,,,,,1.0,,,,,15.0,0.0,,,,,,10.0,12.0,2.0,15.0,7.0,88.0,42.0,3.0,2.0,1.0,,3.0,10.0,13.0,,,10.0,14.0,18.0,0.0,7.0,2.0,51.0,40.0,,13.0,4.0,1.0,2.0,1.32422,1.8693,,1.0623,1.5892,59.0,12.0,8.0,,,1.0,,,149.0,1.0,,1.0,,1.0,,12.0,0.0,,,4.0,1.0,9.0,9.0,1.0,0.0,3.0,187.0,34.0,29.0,6.0,1.0,7.0,9.0,4.0,560.0,3.0,3.0,0.0,87.0,70.0,46.0,,,,,,133.0,133.0,3.0,18.0,18.0,68.1,,,1.0,,14.0,0.0,162.0,3.0,1.0,4.0,1.0,,8.0,2.0,0.0,4.0,177.0,490.0,3.0,16.0,223.0,21.0,13.0,13.0,7.0,39.0,32.0,113008.23,,227.0,6.0,402.0,,1.0,4.0,12.0,26.0,1.0,586.0,2.0,0.0,22.0,12.0,1.0,16.0,2.0,777.0,44.0,17.0,0.0,6.0,10.0,7.0,0.0
2562050,16,2025-12-13 15:00:00,36,Brighton,Away,250.0,19.0,,4.0,4.0,,,224.0,8.0,,7.0,3.0,9.0,28.0,470.0,,2.0,6.0,18.0,8.0,11.0,,,1.0,0.0,,,,,,,,,,1.0,14.0,0.0,,,,1.0,,9.0,10.0,8.0,11.0,3.0,79.0,56.0,3.0,3.0,,,6.0,6.0,17.0,,,2.0,9.0,7.0,0.0,8.0,1.0,70.0,36.0,,6.0,3.0,,,1.14106,1.9002,,0.6225,1.2152,62.0,15.0,8.0,,,3.0,,,155.0,,,,,,,8.0,0.0,1.0,2.0,3.0,1.0,6.0,6.0,,0.0,7.0,150.0,46.0,30.0,2.0,0.0,7.0,4.0,1.0,504.0,5.0,3.0,0.0,57.0,54.0,34.0,,,,,,119.0,119.0,7.0,17.0,20.0,51.2,1.0,,,,12.0,0.0,142.0,,2.0,2.0,,1.0,7.0,1.0,0.0,5.0,120.0,451.0,6.0,11.0,259.0,35.0,6.0,21.0,2.0,18.0,16.0,120116.21,1.0,152.0,1.0,285.0,1.0,,12.0,10.0,51.0,,526.0,,0.0,14.0,13.0,3.0,7.0,2.0,694.0,28.0,23.0,0.0,7.0,2.0,7.0,0.0
2562057,17,2025-12-20 15:00:00,36,Brighton,Home,184.0,15.0,1.0,8.0,7.0,3.0,,188.0,6.0,2.0,4.0,2.0,1.0,17.0,364.0,1.0,,21.0,20.0,21.0,13.0,1.0,1.0,1.0,0.0,,,1.0,1.0,,,,,,,14.0,0.0,,,,,,7.0,9.0,5.0,7.0,9.0,56.0,46.0,1.0,1.0,,1.0,7.0,5.0,2.0,,,3.0,16.0,1.0,0.0,7.0,1.0,57.0,59.0,1.0,30.0,14.0,,1.0,1.07205,1.1278,0.0525,0.2371,0.6288,56.0,11.0,13.0,,,4.0,1.0,1.0,148.0,,,,,,,6.0,0.0,,1.0,14.0,,7.0,7.0,,0.0,4.0,118.0,45.0,26.0,4.0,0.0,6.0,8.0,4.0,420.0,4.0,1.0,0.0,43.0,62.0,25.0,,,,,,134.0,134.0,2.0,21.0,17.0,56.8,,,,,14.0,0.0,119.0,4.0,2.0,6.0,2.0,1.0,7.0,1.0,0.0,5.0,98.0,344.0,7.0,14.0,212.0,28.0,30.0,31.0,3.0,21.0,18.0,115938.09,1.0,132.0,6.0,250.0,,2.0,19.0,5.0,42.0,1.0,441.0,1.0,0.0,16.0,12.0,,22.0,2.0,658.0,37.0,16.0,0.0,13.0,3.0,8.0,0.0
2562065,18,2025-12-27 15:00:00,36,Brighton,Away,204.0,18.0,1.0,3.0,2.0,1.0,,135.0,8.0,,7.0,3.0,7.0,23.0,336.0,,,8.0,10.0,18.0,3.0,1.0,1.0,,0.0,,,,,1.0,,,,,,7.0,0.0,,,,1.0,,8.0,22.0,3.0,7.0,1.0,63.0,43.0,,,1.0,2.0,7.0,2.0,10.0,,,2.0,1.0,6.0,0.0,8.0,2.0,46.0,47.0,2.0,28.0,17.0,1.0,2.0,0.550683,0.8512,,1.4234,1.6852,55.0,13.0,7.0,1.0,,,1.0,,130.0,,,,,,,9.0,1.0,1.0,1.0,17.0,1.0,5.0,5.0,2.0,0.0,7.0,103.0,55.0,27.0,7.0,0.0,2.0,2.0,3.0,388.0,9.0,,1.0,37.0,45.0,15.0,,,,,,119.0,119.0,3.0,15.0,15.0,47.3,1.0,,,2.0,9.0,0.0,111.0,4.0,1.0,5.0,1.0,,3.0,,0.0,5.0,56.0,319.0,7.0,4.0,222.0,42.0,28.0,13.0,2.0,10.0,8.0,116209.76,,88.0,2.0,195.0,1.0,1.0,11.0,8.0,50.0,1.0,407.0,,0.0,8.0,16.0,,12.0,3.0,584.0,18.0,22.0,0.0,7.0,2.0,13.0,0.0
2562084,19,2025-12-30 19:30:00,36,Brighton,Away,238.0,21.0,1.0,1.0,1.0,2.0,,229.0,3.0,,7.0,3.0,21.0,21.0,466.0,,,15.0,12.0,18.0,11.0,,1.0,1.0,0.0,1.0,,1.0,1.0,,,,,,,12.0,1.0,1.0,,1.0,,,9.0,10.0,,8.0,8.0,93.0,63.0,1.0,2.0,2.0,1.0,12.0,4.0,4.0,,,5.0,11.0,7.0,1.0,12.0,1.0,58.0,50.0,1.0,24.0,13.0,1.0,,0.404563,2.9414,0.0401,2.7004,1.9461,61.0,18.0,11.0,1.0,,3.0,,1.0,170.0,,,,,,,3.0,0.0,2.0,1.0,13.0,1.0,16.0,16.0,1.0,0.0,7.0,140.0,50.0,31.0,5.0,0.0,3.0,8.0,6.0,526.0,2.0,1.0,0.0,78.0,60.0,33.0,1.0,1.0,1.0,,2.0,140.0,140.0,10.0,18.0,27.0,61.5,1.0,,1.0,1.0,19.0,0.0,138.0,2.0,,2.0,2.0,1.0,6.0,,0.0,5.0,112.0,452.0,12.0,11.0,256.0,34.0,24.0,23.0,5.0,23.0,18.0,117067.52,1.0,154.0,6.0,308.0,2.0,,11.0,21.0,36.0,1.0,541.0,,0.0,16.0,13.0,,16.0,5.0,772.0,31.0,13.0,0.0,8.0,5.0,10.0,0.0
2562087,20,2026-01-03 15:00:00,36,Brighton,Home,326.0,7.0,1.0,4.0,3.0,4.0,1.0,224.0,4.0,,2.0,6.0,6.0,17.0,546.0,,,8.0,13.0,19.0,7.0,2.0,1.0,,0.0,,1.0,,1.0,,,,,,,10.0,0.0,,,,1.0,3.0,5.0,4.0,1.0,9.0,6.0,105.0,43.0,2.0,1.0,1.0,,8.0,4.0,8.0,1.0,,4.0,1.0,3.0,0.0,11.0,1.0,53.0,59.0,,25.0,13.0,,,0.977638,1.4494,0.0547,0.7218,0.1589,39.0,7.0,15.0,,,5.0,3.0,1.0,175.0,1.0,,,1.0,,,4.0,2.0,,,13.0,1.0,6.0,6.0,1.0,0.0,2.0,146.0,62.0,47.0,4.0,2.0,6.0,4.0,4.0,589.0,1.0,1.0,0.0,90.0,54.0,18.0,,,,,,122.0,122.0,6.0,13.0,21.0,59.9,1.0,,,1.0,15.0,0.0,182.0,2.0,1.0,2.0,,,7.0,,0.0,5.0,91.0,529.0,8.0,10.0,348.0,17.0,25.0,22.0,4.0,11.0,7.0,113926.1,,117.0,6.0,271.0,,,15.0,7.0,32.0,3.0,608.0,,0.0,15.0,17.0,,13.0,0.0,801.0,26.0,19.0,0.0,8.0,4.0,10.0,0.0
2562102,21,2026-01-07 19:30:00,36,Brighton,Away,250.0,16.0,1.0,3.0,2.0,4.0,,66.0,8.0,1.0,2.0,5.0,9.0,18.0,313.0,,3.0,18.0,14.0,8.0,3.0,1.0,1.0,,0.0,,,,,,,,,,,5.0,0.0,,,,1.0,,9.0,16.0,5.0,5.0,1.0,73.0,44.0,4.0,5.0,,,8.0,1.0,16.0,2.0,,2.0,5.0,2.0,0.0,10.0,1.0,59.0,38.0,,24.0,10.0,,3.0,1.23926,1.1559,,1.1013,1.707,36.0,16.0,6.0,,,,,,132.0,1.0,,,1.0,,,12.0,1.0,,1.0,10.0,1.0,20.0,20.0,3.0,0.0,2.0,85.0,46.0,23.0,6.0,1.0,2.0,3.0,3.0,377.0,8.0,1.0,0.0,33.0,26.0,12.0,1.0,1.0,1.0,,,131.0,131.0,1.0,24.0,16.0,39.7,1.0,,1.0,,18.0,0.0,109.0,4.0,1.0,3.0,1.0,,3.0,,0.0,4.0,30.0,295.0,8.0,6.0,287.0,35.0,24.0,6.0,2.0,9.0,7.0,119474.64,,60.0,12.0,121.0,,1.0,17.0,11.0,53.0,3.0,399.0,,0.0,6.0,22.0,3.0,22.0,6.0,577.0,15.0,17.0,0.0,2.0,2.0,12.0,0.0
2562106,22,2026-01-19 20:00:00,36,Brighton,Home,219.0,22.0,2.0,5.0,3.0,1.0,,276.0,6.0,,2.0,3.0,11.0,24.0,490.0,,,16.0,20.0,22.0,12.0,2.0,6.0,,0.0,,,,1.0,,,,1.0,,,10.0,0.0,,,,,1.0,6.0,7.0,4.0,12.0,5.0,95.0,50.0,1.0,1.0,,2.0,8.0,7.0,6.0,,,11.0,7.0,8.0,0.0,4.0,1.0,51.0,61.0,2.0,24.0,11.0,,2.0,0.786873,1.0245,0.0405,1.6002,1.0284,74.0,7.0,6.0,,,3.0,1.0,1.0,172.0,1.0,,1.0,1.0,1.0,,6.0,1.0,1.0,,11.0,1.0,2.0,2.0,,0.0,2.0,164.0,55.0,39.0,6.0,0.0,5.0,10.0,5.0,559.0,5.0,1.0,0.0,81.0,88.0,32.0,1.0,1.0,1.0,,,155.0,155.0,3.0,15.0,28.0,66.9,,,1.0,1.0,18.0,0.0,149.0,1.0,,1.0,,,5.0,1.0,1.0,5.0,140.0,471.0,8.0,15.0,239.0,36.0,24.0,26.0,7.0,23.0,16.0,115861.18,,183.0,5.0,364.0,1.0,,8.0,12.0,40.0,1.0,580.0,1.0,0.0,17.0,21.0,,22.0,2.0,796.0,45.0,21.0,0.0,12.0,11.0,10.0,0.0
2562121,23,2026-01-24 15:00:00,36,Brighton,Away,265.0,19.0,3.0,8.0,5.0,1.0,1.0,175.0,8.0,,1.0,1.0,18.0,15.0,432.0,,1.0,12.0,12.0,13.0,6.0,2.0,3.0,1.0,0.0,,,,,,,,,1.0,,10.0,0.0,,,,,,3.0,5.0,7.0,10.0,3.0,97.0,48.0,3.0,4.0,1.0,3.0,13.0,4.0,4.0,,1.0,6.0,11.0,8.0,0.0,6.0,,33.0,45.0,3.0,23.0,15.0,1.0,,1.04802,1.5918,,0.5131,1.0612,47.0,6.0,9.0,1.0,,2.0,1.0,,156.0,1.0,,1.0,1.0,,1.0,8.0,1.0,1.0,,15.0,,12.0,12.0,1.0,0.0,1.0,138.0,73.0,42.0,6.0,1.0,2.0,7.0,5.0,496.0,3.0,1.0,0.0,57.0,42.0,39.0,,,,,,133.0,133.0,5.0,14.0,22.0,50.9,,3.0,,1.0,26.0,0.0,126.0,1.0,1.0,2.0,,1.0,4.0,1.0,0.0,5.0,84.0,413.0,13.0,9.0,279.0,36.0,23.0,12.0,6.0,26.0,20.0,115721.03,1.0,131.0,3.0,264.0,1.0,,25.0,20.0,50.0,3.0,517.0,1.0,0.0,13.0,16.0,3.0,14.0,1.0,708.0,28.0,13.0,0.0,7.0,6.0,9.0,0.0
2562126,24,2026-01-31 15:00:00,36,Brighton,Home,227.0,18.0,1.0,4.0,3.0,2.0,,185.0,9.0,,3.0,2.0,2.0,13.0,408.0,,,10.0,25.0,14.0,7.0,1.0,3.0,,0.0,,,,,,,,,,1.0,8.0,0.0,,,,,,6.0,7.0,,9.0,2.0,66.0,56.0,2.0,2.0,,2.0,8.0,4.0,4.0,,,5.0,5.0,3.0,0.0,11.0,1.0,64.0,50.0,2.0,30.0,16.0,,1.0,0.966634,1.4393,,0.9976,1.5463,50.0,13.0,13.0,,,1.0,,,151.0,1.0,,1.0,1.0,,,9.0,1.0,,1.0,16.0,,9.0,9.0,1.0,0.0,3.0,134.0,69.0,39.0,2.0,1.0,5.0,4.0,2.0,467.0,,,0.0,60.0,47.0,27.0,,,,,,135.0,135.0,5.0,19.0,27.0,53.6,,2.0,,,15.0,0.0,141.0,3.0,,3.0,,,5.0,1.0,0.0,4.0,74.0,386.0,8.0,9.0,246.0,37.0,30.0,16.0,5.0,13.0,8.0,113880.94,,113.0,3.0,259.0,,,20.0,2.0,42.0,3.0,492.0,,0.0,11.0,20.0,1.0,10.0,1.0,687.0,23.0,16.0,0.0,4.0,5.0,9.0,0.0
2562137,25,2026-02-08 14:00:00,36,Brighton,Home,303.0,27.0,1.0,2.0,2.0,,1.0,175.0,6.0,1.0,6.0,7.0,14.0,32.0,476.0,,,10.0,17.0,22.0,3.0,1.0,1.0,,0.0,,,,,,,,,,,5.0,0.0,,,,,1.0,4.0,6.0,1.0,5.0,2.0,82.0,58.0,,1.0,,1.0,10.0,3.0,7.0,,,3.0,6.0,4.0,0.0,11.0,1.0,57.0,53.0,1.0,34.0,23.0,,2.0,0.574828,0.7443,,0.2412,0.8665,61.0,12.0,9.0,,,1.0,2.0,,180.0,,,,,,,9.0,0.0,1.0,,23.0,,3.0,3.0,,0.0,6.0,142.0,80.0,53.0,4.0,0.0,1.0,3.0,2.0,537.0,,1.0,0.0,51.0,58.0,24.0,,,,,,144.0,144.0,3.0,27.0,22.0,63.8,,,,1.0,22.0,0.0,153.0,3.0,,3.0,,,2.0,2.0,0.0,5.0,68.0,460.0,10.0,4.0,327.0,50.0,34.0,15.0,3.0,15.0,12.0,113951.63,,102.0,4.0,245.0,1.0,1.0,17.0,15.0,57.0,3.0,557.0,,0.0,7.0,17.0,,12.0,1.0,755.0,13.0,23.0,0.0,5.0,3.0,7.0,0.0
2562145,26,2026-02-11 19:30:00,36,Brighton,Away,193.0,8.0,,5.0,5.0,4.0,,160.0,10.0,1.0,,6.0,8.0,24.0,348.0,,1.0,17.0,12.0,11.0,7.0,,,1.0,0.0,,,,,1.0,,,,,,6.0,0.0,,,,,,8.0,11.0,5.0,7.0,2.0,63.0,41.0,,,,,11.0,1.0,2.0,,,5.0,14.0,8.0,0.0,4.0,,39.0,41.0,,13.0,7.0,,,0.623651,0.5616,,0.3344,0.0918,57.0,15.0,9.0,,2.0,,,,130.0,,,,,,,11.0,0.0,,1.0,7.0,1.0,13.0,13.0,2.0,0.0,,113.0,53.0,28.0,7.0,0.0,4.0,3.0,3.0,396.0,4.0,1.0,1.0,40.0,65.0,37.0,,,,,,127.0,127.0,3.0,18.0,19.0,50.3,1.0,,,,22.0,0.0,112.0,1.0,,2.0,3.0,1.0,5.0,,0.0,5.0,71.0,329.0,11.0,7.0,210.0,30.0,13.0,12.0,5.0,27.0,22.0,114053.66,1.0,105.0,4.0,235.0,,1.0,20.0,8.0,52.0,3.0,418.0,,0.0,9.0,16.0,1.0,23.0,3.0,592.0,24.0,12.0,0.0,5.0,5.0,10.0,0.0
2562156,27,2026-02-21 15:00:00,36,Brighton,Away,142.0,12.0,1.0,2.0,1.0,1.0,,179.0,8.0,2.0,1.0,10.0,5.0,18.0,319.0,,,10.0,21.0,26.0,6.0,1.0,2.0,,0.0,,,,,,,,,,,9.0,0.0,,,1.0,,,6.0,9.0,4.0,6.0,5.0,79.0,43.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,,,4.0,4.0,5.0,0.0,5.0,1.0,46.0,54.0,1.0,26.0,12.0,,1.0,0.278952,1.0941,,1.3341,0.595,63.0,14.0,9.0,2.0,,2.0,1.0,,145.0,,,,,,,11.0,2.0,2.0,2.0,12.0,1.0,9.0,9.0,1.0,0.0,1.0,101.0,76.0,34.0,6.0,0.0,2.0,5.0,7.0,393.0,,1.0,0.0,56.0,54.0,16.0,,,,,,136.0,136.0,4.0,14.0,17.0,48.1,1.0,,,,10.0,0.0,91.0,1.0,2.0,4.0,2.0,,3.0,,0.0,3.0,80.0,305.0,6.0,7.0,161.0,32.0,26.0,6.0,3.0,13.0,10.0,114945.81,,127.0,7.0,268.0,2.0,2.0,35.0,6.0,60.0,1.0,416.0,,0.0,11.0,16.0,1.0,14.0,2.0,581.0,19.0,14.0,0.0,3.0,4.0,8.0,0.0
2562167,28,2026-03-01 14:00:00,36,Brighton,Home,267.0,14.0,2.0,6.0,4.0,,,192.0,5.0,,3.0,4.0,14.0,25.0,453.0,,1.0,14.0,10.0,17.0,10.0,,2.0,,0.0,,,,,,,,,,1.0,11.0,0.0,,,,,1.0,6.0,7.0,6.0,7.0,7.0,96.0,44.0,2.0,2.0,,,7.0,2.0,11.0,,,4.0,4.0,3.0,0.0,5.0,,41.0,48.0,,20.0,11.0,,,1.29022,1.3187,,1.1792,0.5813,55.0,12.0,12.0,1.0,1.0,2.0,,,151.0,2.0,,1.0,2.0,,,5.0,2.0,,,11.0,,6.0,6.0,,0.0,3.0,141.0,65.0,37.0,4.0,1.0,4.0,8.0,7.0,496.0,6.0,,0.0,46.0,42.0,26.0,,,,,,109.0,109.0,11.0,8.0,18.0,53.5,,,,,15.0,0.0,134.0,2.0,1.0,3.0,,,5.0,,0.0,4.0,103.0,436.0,7.0,12.0,281.0,21.0,20.0,6.0,4.0,11.0,7.0,115626.74,,141.0,4.0,252.0,,,25.0,16.0,53.0,,522.0,,0.0,14.0,17.0,2.0,15.0,3.0,696.0,28.0,24.0,0.0,2.0,4.0,11.0,0.0
2562177,29,2026-03-04 19:30:00,36,Brighton,Home,196.0,22.0,1.0,5.0,4.0,3.0,,194.0,5.0,,1.0,4.0,7.0,23.0,385.0,,,22.0,20.0,18.0,7.0,,,,0.0,,,,,,,,,,1.0,11.0,0.0,,,,,,6.0,6.0,1.0,6.0,5.0,67.0,43.0,1.0,2.0,,,10.0,5.0,5.0,,,4.0,9.0,17.0,0.0,8.0,1.0,55.0,58.0,,28.0,17.0,1.0,1.0,0.592529,0.8199,,0.5554,0.1403,62.0,14.0,12.0,,,1.0,,,144.0,,,,,,,5.0,0.0,,,17.0,,11.0,11.0,1.0,0.0,1.0,135.0,61.0,35.0,3.0,0.0,3.0,4.0,3.0,452.0,1.0,1.0,0.0,61.0,61.0,37.0,,,,,,150.0,150.0,6.0,23.0,13.0,59.9,,,,1.0,20.0,0.0,124.0,1.0,,1.0,,,3.0,,0.0,5.0,99.0,368.0,10.0,7.0,219.0,39.0,28.0,13.0,4.0,30.0,26.0,117995.99,,142.0,7.0,281.0,,,23.0,7.0,52.0,3.0,470.0,1.0,0.0,11.0,23.0,,23.0,4.0,695.0,29.0,19.0,0.0,5.0,4.0,15.0,0.0
2562193,30,2026-03-14 15:00:00,36,Brighton,Away,213.0,9.0,1.0,5.0,4.0,3.0,,163.0,8.0,,1.0,5.0,16.0,15.0,371.0,,1.0,7.0,13.0,16.0,9.0,1.0,5.0,2.0,0.0,,,,,,,,,,,7.0,0.0,,,,,,5.0,8.0,6.0,9.0,3.0,79.0,54.0,1.0,1.0,,1.0,8.0,5.0,9.0,1.0,,3.0,7.0,3.0,0.0,2.0,3.0,40.0,56.0,1.0,43.0,21.0,,2.0,1.39922,1.6776,,1.3338,0.7197,54.0,12.0,7.0,,,,,,165.0,,,,,,,12.0,0.0,1.0,,21.0,,12.0,12.0,1.0,0.0,1.0,122.0,77.0,37.0,7.0,1.0,3.0,6.0,4.0,448.0,6.0,,0.0,31.0,62.0,18.0,,,,,,131.0,131.0,1.0,21.0,24.0,52.0,,,,,13.0,0.0,105.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,4.0,74.0,357.0,8.0,9.0,244.0,23.0,43.0,12.0,3.0,13.0,10.0,113923.44,2.0,113.0,8.0,240.0,1.0,,31.0,19.0,57.0,1.0,471.0,1.0,0.0,12.0,26.0,1.0,9.0,2.0,652.0,31.0,13.0,0.0,7.0,3.0,17.0,0.0
