matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292911,11,2022-10-14 20:00:00,36,Brighton,Away,197.0,22.0,5.0,11.0,6.0,3.0,,334.0,6.0,,5.0,1.0,8.0,28.0,520.0,,2.0,16.0,17.0,15.0,15.0,4.0,6.0,,,,,,,,,,15.0,,,,,,7.0,6.0,1.0,14.0,7.0,86.0,57.0,2.0,2.0,,,6.0,10.0,9.0,1.0,,11.0,13.0,9.0,,5.0,,53.0,52.0,,9.0,6.0,,,18.0,78.0,15.0,11.0,,,1.0,1.0,,201.0,,,,,,,6.0,,,,6.0,,7.0,7.0,,5.0,150.0,54.0,32.0,2.0,,4.0,15.0,7.0,588.0,1.0,,,71.0,69.0,43.0,1.0,1.0,1.0,,,146.0,146.0,5.0,19.0,26.0,72.5,,,,,19.0,0.0,174.0,1.0,,,1.0,,4.0,,,3.0,10.0,180.0,500.0,6.0,19.0,224.0,45.0,9.0,9.0,10.0,33.0,23.0,,224.0,6.0,420.0,,,8.0,9.0,51.0,3.0,611.0,,0.0,21.0,25.0,4.0,20.0,1.0,798.0,39.0,14.0,2.0,11.0,15.0,0.0
2292923,12,2022-10-18 19:30:00,36,Brighton,Home,235.0,19.0,2.0,7.0,5.0,1.0,,313.0,5.0,1.0,3.0,3.0,6.0,33.0,541.0,1.0,,27.0,15.0,16.0,13.0,3.0,4.0,,,,,,,,,,12.0,,1.0,,,2.0,7.0,3.0,,14.0,5.0,68.0,44.0,2.0,3.0,,1.0,22.0,5.0,4.0,,,9.0,9.0,9.0,,5.0,,42.0,42.0,1.0,8.0,4.0,,,19.0,68.0,10.0,13.0,,,3.0,2.0,,173.0,,,,,,,6.0,,,,4.0,1.0,7.0,7.0,1.0,3.0,196.0,65.0,51.0,1.0,,5.0,11.0,7.0,602.0,,1.0,,81.0,93.0,45.0,,,,,,134.0,134.0,4.0,13.0,24.0,70.3,1.0,,,,22.0,0.0,186.0,,,,1.0,,7.0,,,2.0,8.0,147.0,522.0,12.0,16.0,256.0,36.0,8.0,10.0,7.0,27.0,20.0,,189.0,4.0,394.0,,1.0,13.0,7.0,57.0,1.0,623.0,1.0,0.0,19.0,11.0,3.0,28.0,3.0,805.0,41.0,16.0,2.0,9.0,7.0,0.0
2292934,13,2022-10-22 15:00:00,36,Brighton,Away,230.0,22.0,1.0,2.0,1.0,2.0,,170.0,8.0,,6.0,1.0,3.0,26.0,398.0,,,21.0,1.0,8.0,4.0,1.0,1.0,,,,,,,,,,7.0,,,,,,9.0,9.0,1.0,5.0,3.0,75.0,53.0,1.0,1.0,,1.0,4.0,3.0,8.0,,,3.0,7.0,5.0,,7.0,,35.0,42.0,1.0,11.0,6.0,1.0,,22.0,48.0,12.0,11.0,,,2.0,1.0,,158.0,1.0,,,1.0,,,9.0,1.0,,,6.0,,9.0,9.0,2.0,6.0,116.0,53.0,31.0,7.0,1.0,1.0,5.0,2.0,448.0,3.0,,,63.0,51.0,25.0,1.0,1.0,1.0,,,118.0,118.0,4.0,19.0,23.0,51.6,,,,,13.0,0.0,122.0,1.0,,1.0,,,3.0,,,5.0,10.0,94.0,377.0,4.0,6.0,258.0,40.0,11.0,14.0,3.0,16.0,13.0,,126.0,4.0,229.0,,,10.0,4.0,52.0,4.0,471.0,,0.0,8.0,16.0,1.0,22.0,3.0,624.0,14.0,12.0,7.0,3.0,6.0,0.0
2292943,14,2022-10-29 15:00:00,36,Brighton,Home,168.0,18.0,1.0,4.0,3.0,2.0,,112.0,8.0,,7.0,2.0,3.0,22.0,276.0,,1.0,12.0,12.0,11.0,14.0,1.0,4.0,1.0,,,,,,,,,15.0,,,,1.0,,9.0,9.0,6.0,15.0,4.0,60.0,63.0,2.0,1.0,2.0,3.0,16.0,3.0,2.0,,,8.0,8.0,2.0,1.0,5.0,4.0,38.0,43.0,3.0,21.0,7.0,,,16.0,36.0,16.0,6.0,1.0,,1.0,1.0,,126.0,1.0,,,1.0,,,9.0,2.0,1.0,,7.0,1.0,6.0,6.0,,7.0,73.0,44.0,26.0,7.0,,7.0,9.0,9.0,330.0,3.0,2.0,,36.0,39.0,26.0,,,,,,113.0,113.0,7.0,26.0,17.0,41.0,1.0,,,,25.0,0.0,90.0,4.0,2.0,7.0,2.0,1.0,7.0,,,3.0,8.0,58.0,259.0,16.0,16.0,198.0,33.0,21.0,11.0,6.0,17.0,11.0,1.0,85.0,5.0,168.0,2.0,,11.0,3.0,43.0,,349.0,3.0,0.0,19.0,18.0,1.0,14.0,1.0,546.0,30.0,15.0,8.0,8.0,11.0,0.0
2292959,15,2022-11-05 15:00:00,36,Brighton,Away,299.0,12.0,3.0,7.0,4.0,1.0,1.0,297.0,2.0,,7.0,3.0,4.0,22.0,589.0,,,15.0,8.0,15.0,6.0,3.0,2.0,,,1.0,,2.0,3.0,,1.0,,13.0,,,,,1.0,7.0,6.0,2.0,12.0,7.0,103.0,55.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,,1.0,9.0,8.0,2.0,1.0,10.0,1.0,41.0,53.0,1.0,13.0,9.0,,,17.0,62.0,11.0,15.0,,,5.0,1.0,3.0,168.0,2.0,,2.0,2.0,,,2.0,3.0,,2.0,9.0,,5.0,5.0,1.0,7.0,187.0,57.0,41.0,4.0,2.0,4.0,7.0,8.0,635.0,1.0,3.0,,108.0,66.0,34.0,1.0,1.0,1.0,,,109.0,109.0,5.0,23.0,19.0,71.4,,,3.0,1.0,18.0,0.0,195.0,3.0,,3.0,,,7.0,,,4.0,12.0,151.0,571.0,5.0,11.0,320.0,24.0,13.0,17.0,8.0,19.0,11.0,,183.0,4.0,352.0,,,7.0,5.0,35.0,1.0,653.0,,0.0,19.0,14.0,1.0,16.0,0.0,821.0,39.0,10.0,9.0,9.0,11.0,0.0
2292961,16,2022-11-13 14:00:00,36,Brighton,Home,229.0,12.0,,4.0,4.0,,,229.0,4.0,1.0,2.0,3.0,5.0,31.0,454.0,,,23.0,8.0,10.0,4.0,,2.0,,,,,,,,,,5.0,,,,,,7.0,5.0,3.0,4.0,3.0,84.0,56.0,1.0,1.0,1.0,,9.0,4.0,5.0,,,11.0,9.0,7.0,,13.0,,50.0,38.0,,7.0,3.0,1.0,,29.0,65.0,14.0,11.0,,,2.0,2.0,,145.0,,,,,,,4.0,1.0,,,3.0,,15.0,15.0,,2.0,147.0,49.0,40.0,4.0,1.0,1.0,3.0,2.0,506.0,3.0,1.0,,69.0,64.0,42.0,1.0,1.0,1.0,,,139.0,139.0,6.0,21.0,27.0,65.1,,3.0,,,16.0,0.0,150.0,,,,1.0,,1.0,,,4.0,11.0,111.0,434.0,9.0,4.0,248.0,25.0,7.0,13.0,8.0,26.0,18.0,,149.0,2.0,304.0,,1.0,8.0,5.0,50.0,3.0,526.0,1.0,0.0,7.0,14.0,,27.0,2.0,714.0,18.0,14.0,3.0,11.0,6.0,0.0
2292979,17,2022-12-26 15:00:00,36,Brighton,Away,390.0,22.0,1.0,6.0,5.0,,1.0,206.0,5.0,,7.0,2.0,2.0,29.0,590.0,,,17.0,14.0,17.0,5.0,,,,,,,,,,,,7.0,,,,,,7.0,10.0,4.0,6.0,1.0,129.0,63.0,1.0,1.0,,1.0,8.0,1.0,10.0,,,2.0,7.0,2.0,,7.0,1.0,49.0,57.0,1.0,12.0,9.0,,,19.0,53.0,10.0,9.0,,,1.0,1.0,,224.0,2.0,,1.0,2.0,,,5.0,2.0,,1.0,9.0,,6.0,6.0,,7.0,151.0,67.0,45.0,4.0,2.0,2.0,5.0,4.0,665.0,3.0,,,72.0,82.0,26.0,,1.0,1.0,1.0,,129.0,129.0,2.0,29.0,24.0,66.4,,,,1.0,22.0,0.0,176.0,3.0,,3.0,,,2.0,,,4.0,12.0,98.0,577.0,8.0,7.0,423.0,40.0,12.0,20.0,2.0,12.0,10.0,,136.0,,269.0,,,10.0,2.0,55.0,1.0,680.0,,0.0,7.0,21.0,,21.0,2.0,843.0,27.0,12.0,11.0,2.0,8.0,0.0
2292981,18,2022-12-31 17:30:00,36,Brighton,Home,295.0,15.0,1.0,5.0,4.0,1.0,,237.0,5.0,,3.0,2.0,2.0,19.0,527.0,,1.0,22.0,8.0,12.0,4.0,1.0,1.0,,,,,,,,,1.0,8.0,,,,,,5.0,14.0,,7.0,2.0,110.0,52.0,1.0,,2.0,1.0,10.0,2.0,5.0,,1.0,7.0,12.0,5.0,,16.0,1.0,38.0,30.0,1.0,5.0,2.0,,,22.0,58.0,7.0,10.0,,,1.0,1.0,,167.0,1.0,,1.0,1.0,,,5.0,2.0,,,2.0,,9.0,9.0,3.0,3.0,147.0,55.0,34.0,4.0,1.0,2.0,4.0,5.0,576.0,4.0,1.0,,81.0,64.0,38.0,,,,,,131.0,131.0,3.0,25.0,20.0,67.8,,,,,14.0,0.0,173.0,3.0,,3.0,,,2.0,,,3.0,10.0,105.0,508.0,10.0,6.0,322.0,34.0,5.0,3.0,6.0,24.0,18.0,,134.0,4.0,299.0,,,5.0,2.0,42.0,5.0,597.0,1.0,0.0,9.0,8.0,2.0,26.0,3.0,765.0,26.0,13.0,,7.0,4.0,0.0
2292995,19,2023-01-03 19:45:00,36,Brighton,Away,263.0,11.0,,2.0,2.0,1.0,,176.0,6.0,,8.0,1.0,14.0,14.0,437.0,,,18.0,4.0,13.0,10.0,2.0,,,,,,,1.0,,,1.0,16.0,,,1.0,,2.0,7.0,7.0,3.0,10.0,9.0,88.0,54.0,2.0,1.0,3.0,1.0,5.0,5.0,3.0,,,2.0,5.0,1.0,,10.0,1.0,33.0,39.0,1.0,13.0,8.0,,,25.0,40.0,10.0,8.0,1.0,,3.0,1.0,1.0,166.0,2.0,,,2.0,,,8.0,4.0,3.0,,8.0,1.0,8.0,8.0,1.0,8.0,139.0,47.0,35.0,5.0,3.0,5.0,9.0,8.0,494.0,1.0,1.0,,71.0,35.0,15.0,1.0,1.0,1.0,,,114.0,114.0,,22.0,24.0,51.1,1.0,,,,24.0,0.0,119.0,1.0,2.0,3.0,1.0,,6.0,,,5.0,14.0,79.0,421.0,5.0,14.0,295.0,27.0,13.0,9.0,2.0,9.0,7.0,,109.0,3.0,226.0,4.0,,4.0,15.0,27.0,,512.0,1.0,0.0,19.0,15.0,1.0,20.0,1.0,675.0,31.0,13.0,3.0,2.0,10.0,0.0
2293002,20,2023-01-14 15:00:00,36,Brighton,Home,382.0,23.0,2.0,2.0,,1.0,,193.0,3.0,,6.0,1.0,10.0,24.0,573.0,,2.0,20.0,5.0,7.0,11.0,2.0,2.0,2.0,,,,,,,,,13.0,,,,,,6.0,5.0,1.0,12.0,4.0,103.0,67.0,2.0,1.0,2.0,,1.0,4.0,5.0,,1.0,7.0,3.0,5.0,,14.0,,38.0,47.0,,7.0,2.0,,,18.0,47.0,9.0,14.0,,,2.0,2.0,,191.0,2.0,,2.0,1.0,1.0,,4.0,2.0,1.0,,2.0,,7.0,7.0,,6.0,182.0,46.0,32.0,1.0,2.0,3.0,12.0,9.0,629.0,1.0,2.0,,64.0,37.0,34.0,,,,,,126.0,126.0,4.0,28.0,26.0,60.8,,,,,9.0,0.0,174.0,2.0,,2.0,,2.0,3.0,,1.0,5.0,9.0,113.0,555.0,1.0,15.0,413.0,33.0,7.0,15.0,6.0,16.0,10.0,2.0,144.0,2.0,253.0,1.0,,5.0,11.0,40.0,4.0,650.0,,0.0,16.0,16.0,2.0,20.0,1.0,825.0,40.0,10.0,10.0,7.0,9.0,0.0
2293015,21,2023-01-21 15:00:00,36,Brighton,Away,256.0,17.0,1.0,3.0,2.0,1.0,,310.0,1.0,,3.0,2.0,13.0,21.0,563.0,,1.0,22.0,12.0,8.0,8.0,1.0,3.0,,,,,,,,,,10.0,,,,,,8.0,8.0,1.0,7.0,6.0,97.0,48.0,3.0,3.0,,2.0,9.0,3.0,3.0,,,6.0,9.0,4.0,,7.0,,40.0,36.0,2.0,8.0,4.0,,,22.0,79.0,9.0,9.0,,,1.0,,,176.0,2.0,,1.0,2.0,,,1.0,2.0,,,4.0,,14.0,14.0,1.0,3.0,190.0,56.0,43.0,5.0,1.0,5.0,6.0,4.0,625.0,5.0,,,99.0,56.0,38.0,,,,,,118.0,118.0,3.0,18.0,24.0,63.4,,2.0,1.0,,23.0,0.0,174.0,,,,,,6.0,,,3.0,15.0,135.0,552.0,9.0,11.0,272.0,36.0,8.0,17.0,6.0,19.0,13.0,,176.0,3.0,384.0,,,8.0,13.0,37.0,2.0,637.0,,0.0,13.0,11.0,1.0,22.0,1.0,804.0,27.0,10.0,8.0,6.0,6.0,0.0
2293022,22,2023-02-04 15:00:00,36,Brighton,Home,263.0,18.0,,3.0,3.0,2.0,,349.0,9.0,2.0,4.0,2.0,4.0,20.0,609.0,,1.0,15.0,17.0,7.0,11.0,,2.0,,,,,,,,,,18.0,,,1.0,,,8.0,8.0,4.0,14.0,6.0,93.0,59.0,2.0,5.0,,1.0,5.0,7.0,9.0,,,7.0,16.0,8.0,,12.0,1.0,59.0,40.0,1.0,4.0,2.0,,,14.0,73.0,14.0,7.0,,,1.0,1.0,,184.0,1.0,,1.0,1.0,,,11.0,1.0,,,2.0,1.0,2.0,2.0,1.0,4.0,197.0,61.0,52.0,3.0,1.0,2.0,10.0,6.0,662.0,3.0,,,74.0,110.0,48.0,,,,,,138.0,138.0,9.0,26.0,20.0,71.8,1.0,,,,10.0,0.0,208.0,1.0,1.0,2.0,,,7.0,,,5.0,2.0,187.0,591.0,5.0,12.0,283.0,37.0,4.0,17.0,6.0,31.0,25.0,,223.0,2.0,430.0,,2.0,7.0,4.0,39.0,,682.0,,0.0,20.0,17.0,1.0,15.0,3.0,850.0,36.0,17.0,9.0,7.0,9.0,0.0
2293032,23,2023-02-11 15:00:00,36,Brighton,Away,360.0,15.0,2.0,7.0,5.0,1.0,,281.0,4.0,,1.0,1.0,16.0,25.0,634.0,,2.0,16.0,10.0,16.0,12.0,1.0,3.0,1.0,,1.0,,,1.0,,,,12.0,,,,,1.0,7.0,5.0,1.0,13.0,4.0,115.0,60.0,5.0,4.0,1.0,,3.0,5.0,8.0,,1.0,6.0,10.0,9.0,,14.0,,48.0,61.0,,17.0,10.0,1.0,1.0,25.0,54.0,11.0,9.0,,,3.0,1.0,1.0,212.0,1.0,,1.0,1.0,,,4.0,1.0,,,10.0,,11.0,11.0,1.0,1.0,180.0,70.0,57.0,1.0,1.0,4.0,10.0,7.0,687.0,3.0,1.0,,76.0,110.0,32.0,,,,,,125.0,125.0,4.0,21.0,34.0,74.2,,2.0,,,12.0,0.0,198.0,,,,,1.0,5.0,1.0,,2.0,14.0,136.0,616.0,3.0,14.0,380.0,23.0,17.0,18.0,5.0,25.0,20.0,1.0,166.0,3.0,350.0,1.0,,4.0,19.0,34.0,2.0,705.0,,0.0,17.0,23.0,4.0,17.0,1.0,893.0,34.0,13.0,13.0,6.0,13.0,0.0
2293042,24,2023-02-18 15:00:00,36,Brighton,Home,307.0,16.0,2.0,4.0,2.0,1.0,,217.0,3.0,,3.0,4.0,12.0,25.0,520.0,1.0,2.0,12.0,11.0,16.0,16.0,2.0,6.0,1.0,,1.0,,,1.0,,,1.0,13.0,,,,,1.0,6.0,4.0,1.0,14.0,7.0,83.0,62.0,5.0,5.0,,,4.0,4.0,9.0,,,10.0,7.0,5.0,,6.0,,44.0,54.0,,3.0,1.0,,,18.0,61.0,12.0,13.0,,,2.0,,1.0,181.0,,,,,,,3.0,,1.0,,1.0,,8.0,8.0,,3.0,174.0,61.0,41.0,2.0,,7.0,11.0,7.0,574.0,3.0,3.0,,69.0,59.0,38.0,,,,,,124.0,124.0,6.0,18.0,33.0,65.3,,,,,7.0,0.0,155.0,,1.0,1.0,3.0,1.0,10.0,1.0,,3.0,7.0,103.0,501.0,4.0,18.0,322.0,34.0,3.0,22.0,9.0,21.0,12.0,1.0,141.0,4.0,292.0,1.0,,11.0,12.0,46.0,4.0,593.0,2.0,0.0,21.0,10.0,4.0,13.0,0.0,756.0,36.0,13.0,15.0,10.0,4.0,0.0
2293057,25,2023-05-18 19:30:00,36,Brighton,Away,309.0,19.0,1.0,2.0,1.0,2.0,,131.0,10.0,1.0,5.0,1.0,13.0,18.0,438.0,,1.0,17.0,15.0,7.0,5.0,1.0,2.0,,,,,,,1.0,,,6.0,,,,,,6.0,20.0,3.0,5.0,3.0,79.0,62.0,1.0,,1.0,,6.0,3.0,11.0,1.0,,1.0,2.0,1.0,,2.0,3.0,53.0,53.0,,16.0,6.0,,,20.0,42.0,16.0,17.0,,1.0,1.0,1.0,,185.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,6.0,,2.0,2.0,,5.0,120.0,51.0,29.0,6.0,1.0,3.0,4.0,2.0,487.0,8.0,1.0,1.0,25.0,40.0,16.0,,,,,,122.0,122.0,2.0,32.0,17.0,66.3,,,,,12.0,0.0,137.0,5.0,1.0,5.0,,,3.0,,,5.0,9.0,58.0,408.0,6.0,7.0,346.0,37.0,16.0,24.0,1.0,5.0,4.0,,89.0,4.0,180.0,1.0,1.0,8.0,13.0,44.0,2.0,521.0,,0.0,8.0,14.0,1.0,20.0,4.0,698.0,8.0,18.0,15.0,1.0,10.0,0.0
2293063,26,2023-03-04 15:00:00,36,Brighton,Home,310.0,24.0,1.0,2.0,1.0,2.0,,333.0,2.0,,4.0,2.0,7.0,30.0,641.0,1.0,,17.0,6.0,8.0,12.0,,3.0,,,,,,,,,,16.0,1.0,,,,,5.0,3.0,,12.0,8.0,139.0,60.0,2.0,,3.0,2.0,6.0,4.0,8.0,,,7.0,10.0,1.0,,4.0,,30.0,47.0,2.0,5.0,4.0,,,18.0,72.0,6.0,7.0,,,1.0,,,201.0,3.0,,2.0,2.0,1.0,,2.0,2.0,,1.0,4.0,1.0,3.0,3.0,,4.0,180.0,63.0,55.0,3.0,2.0,5.0,10.0,9.0,698.0,1.0,,,85.0,65.0,31.0,,,,,1.0,111.0,111.0,2.0,18.0,35.0,65.8,,,,,15.0,0.0,188.0,2.0,,2.0,,,7.0,2.0,2.0,5.0,5.0,145.0,631.0,6.0,15.0,331.0,28.0,5.0,19.0,7.0,18.0,11.0,,174.0,2.0,395.0,,,10.0,7.0,41.0,,708.0,1.0,0.0,20.0,20.0,,18.0,0.0,870.0,38.0,16.0,12.0,7.0,10.0,0.0
2293074,27,2023-03-11 15:00:00,36,Brighton,Away,280.0,28.0,2.0,4.0,2.0,2.0,,258.0,9.0,1.0,4.0,1.0,9.0,28.0,534.0,,1.0,15.0,5.0,12.0,6.0,1.0,3.0,,,,,,,,,,11.0,,,,,1.0,6.0,7.0,5.0,11.0,4.0,97.0,61.0,2.0,1.0,2.0,2.0,8.0,4.0,6.0,,,7.0,12.0,2.0,,4.0,1.0,35.0,62.0,2.0,7.0,2.0,,1.0,19.0,64.0,9.0,12.0,,,2.0,2.0,,192.0,1.0,,1.0,1.0,,,9.0,2.0,,,2.0,,8.0,8.0,,4.0,155.0,60.0,47.0,4.0,2.0,4.0,4.0,3.0,595.0,4.0,1.0,,55.0,63.0,36.0,,,,,,142.0,142.0,7.0,19.0,28.0,62.0,,2.0,,,23.0,0.0,176.0,2.0,,2.0,,,8.0,2.0,,2.0,11.0,129.0,509.0,8.0,8.0,302.0,43.0,7.0,25.0,7.0,23.0,16.0,,176.0,4.0,341.0,,1.0,2.0,9.0,39.0,3.0,620.0,1.0,0.0,15.0,24.0,3.0,16.0,1.0,817.0,38.0,17.0,14.0,7.0,13.0,0.0
2293083,28,2023-05-04 20:00:00,36,Brighton,Home,304.0,16.0,4.0,5.0,1.0,1.0,1.0,187.0,7.0,1.0,2.0,3.0,11.0,33.0,486.0,1.0,1.0,8.0,7.0,12.0,17.0,2.0,2.0,2.0,,,,,,,,1.0,18.0,1.0,,,,1.0,3.0,8.0,8.0,14.0,8.0,88.0,73.0,,1.0,1.0,,14.0,5.0,11.0,,1.0,8.0,4.0,1.0,,8.0,3.0,47.0,50.0,,6.0,3.0,,,23.0,55.0,10.0,13.0,,,4.0,1.0,,193.0,,,,,,,7.0,,,1.0,3.0,1.0,10.0,10.0,,2.0,143.0,68.0,50.0,6.0,1.0,10.0,9.0,6.0,541.0,5.0,2.0,,34.0,47.0,31.0,,,,,1.0,121.0,121.0,6.0,25.0,38.0,59.6,,,,1.0,26.0,0.0,139.0,3.0,2.0,5.0,,2.0,11.0,,,3.0,10.0,85.0,466.0,14.0,19.0,323.0,31.0,6.0,22.0,8.0,14.0,6.0,2.0,126.0,3.0,254.0,,1.0,7.0,12.0,52.0,,563.0,1.0,0.0,22.0,15.0,3.0,8.0,4.0,738.0,37.0,13.0,10.0,8.0,8.0,0.0
2293092,29,2023-04-01 15:00:00,36,Brighton,Home,207.0,18.0,3.0,12.0,9.0,1.0,,312.0,1.0,,3.0,2.0,4.0,28.0,507.0,1.0,3.0,16.0,10.0,16.0,20.0,2.0,8.0,,,,,1.0,1.0,,,,23.0,1.0,,,,,11.0,6.0,1.0,19.0,14.0,111.0,48.0,4.0,3.0,3.0,,7.0,10.0,2.0,,1.0,14.0,20.0,9.0,,8.0,,43.0,49.0,,5.0,4.0,,1.0,18.0,51.0,16.0,9.0,1.0,,2.0,,1.0,169.0,2.0,,2.0,2.0,,,1.0,2.0,,,4.0,,2.0,2.0,1.0,3.0,147.0,60.0,38.0,,2.0,6.0,18.0,15.0,561.0,1.0,,,94.0,64.0,47.0,,,,,1.0,131.0,131.0,5.0,17.0,21.0,72.2,,,1.0,,21.0,0.0,155.0,1.0,1.0,2.0,,,8.0,3.0,,3.0,10.0,177.0,488.0,7.0,24.0,229.0,36.0,5.0,23.0,8.0,37.0,29.0,,212.0,3.0,390.0,,,6.0,5.0,44.0,2.0,582.0,1.0,0.0,33.0,9.0,3.0,17.0,2.0,767.0,50.0,12.0,15.0,14.0,6.0,0.0
2293108,30,2023-04-08 15:00:00,36,Brighton,Away,213.0,27.0,3.0,9.0,6.0,1.0,1.0,281.0,8.0,,3.0,,4.0,29.0,485.0,,1.0,14.0,9.0,18.0,13.0,3.0,3.0,,,,,,,,,,13.0,,,,,1.0,9.0,7.0,2.0,12.0,5.0,79.0,54.0,2.0,1.0,1.0,,5.0,8.0,8.0,,1.0,7.0,8.0,7.0,1.0,11.0,1.0,46.0,59.0,,12.0,8.0,,,19.0,55.0,15.0,15.0,,,2.0,1.0,,171.0,1.0,1.0,1.0,,1.0,,8.0,,,3.0,8.0,1.0,4.0,4.0,,3.0,141.0,67.0,50.0,3.0,,5.0,12.0,4.0,528.0,2.0,,,55.0,67.0,35.0,,,,,,121.0,121.0,5.0,15.0,29.0,64.8,,,,,24.0,0.0,166.0,1.0,,1.0,,,5.0,,,3.0,10.0,141.0,460.0,5.0,17.0,225.0,39.0,12.0,14.0,6.0,22.0,16.0,,177.0,4.0,354.0,,,3.0,4.0,41.0,1.0,557.0,2.0,0.0,17.0,18.0,3.0,14.0,1.0,730.0,36.0,18.0,8.0,7.0,8.0,0.0
2293111,31,2023-04-15 15:00:00,36,Brighton,Away,233.0,24.0,2.0,4.0,2.0,1.0,,246.0,5.0,,5.0,1.0,10.0,19.0,475.0,1.0,,16.0,9.0,8.0,14.0,1.0,2.0,,,,,,,,,,22.0,,,1.0,,,7.0,4.0,4.0,17.0,9.0,80.0,61.0,1.0,5.0,,,11.0,6.0,9.0,,,8.0,5.0,2.0,,7.0,,47.0,59.0,,11.0,6.0,,,26.0,50.0,11.0,11.0,,,1.0,,,162.0,2.0,,1.0,2.0,,,5.0,2.0,,,6.0,2.0,6.0,6.0,1.0,5.0,162.0,55.0,44.0,2.0,,7.0,10.0,10.0,535.0,1.0,,,58.0,37.0,36.0,,,,,,121.0,121.0,10.0,18.0,27.0,57.3,1.0,,3.0,1.0,21.0,0.0,151.0,1.0,,1.0,,,10.0,,2.0,3.0,12.0,115.0,457.0,11.0,17.0,261.0,32.0,11.0,27.0,7.0,14.0,7.0,,159.0,5.0,308.0,,,9.0,12.0,34.0,1.0,555.0,2.0,0.0,26.0,24.0,3.0,17.0,2.0,745.0,39.0,11.0,16.0,8.0,13.0,0.0
