matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2444571,11,2024-11-09 17:30:00,36,Brighton,Home,255.0,17.0,,4.0,4.0,1.0,,121.0,5.0,1.0,4.0,2.0,7.0,22.0,372.0,,2.0,10.0,5.0,6.0,6.0,,,,,1.0,,,1.0,,,3.0,9.0,,,,,,4.0,12.0,3.0,8.0,2.0,76.0,46.0,6.0,6.0,2.0,,11.0,2.0,15.0,,,,4.0,3.0,,7.0,1.0,44.0,34.0,,21.0,10.0,,,,,,,,34.0,12.0,10.0,,,1.0,1.0,1.0,122.0,1.0,,1.0,1.0,,,7.0,2.0,,,10.0,,12.0,12.0,1.0,,4.0,112.0,53.0,31.0,4.0,,2.0,5.0,4.0,408.0,3.0,1.0,,59.0,21.0,13.0,,,,,92.0,92.0,2.0,24.0,14.0,39.5,,,3.0,,16.0,0.0,116.0,5.0,,5.0,,,,4.0,,2.0,5.0,54.0,358.0,11.0,7.0,271.0,25.0,21.0,7.0,,8.0,8.0,,,72.0,7.0,163.0,1.0,1.0,9.0,8.0,37.0,3.0,426.0,,0.0,10.0,16.0,2.0,12.0,3.0,588.0,20.0,16.0,,2.0,,6.0,0.0
2444580,12,2024-11-23 15:00:00,36,Brighton,Away,192.0,15.0,,2.0,2.0,2.0,1.0,149.0,13.0,,4.0,3.0,7.0,20.0,339.0,,1.0,13.0,8.0,18.0,3.0,1.0,,,,,,,,,,,5.0,,,,,1.0,5.0,14.0,5.0,5.0,1.0,78.0,47.0,1.0,,2.0,3.0,4.0,1.0,5.0,,,,1.0,,,12.0,3.0,43.0,58.0,3.0,31.0,18.0,,,,,,,,51.0,10.0,12.0,,,,1.0,,153.0,1.0,,1.0,1.0,,,18.0,2.0,3.0,,18.0,,6.0,6.0,,,4.0,92.0,65.0,37.0,7.0,2.0,1.0,4.0,4.0,380.0,3.0,3.0,,57.0,32.0,12.0,,,,,126.0,126.0,1.0,22.0,15.0,45.0,,,,1.0,8.0,0.0,98.0,4.0,,4.0,1.0,1.0,,1.0,1.0,,4.0,54.0,312.0,4.0,5.0,209.0,32.0,31.0,16.0,,2.0,2.0,,,92.0,7.0,214.0,3.0,,15.0,11.0,52.0,1.0,421.0,,1.0,6.0,20.0,2.0,18.0,2.0,608.0,14.0,15.0,,8.0,,13.0,0.0
2444591,13,2024-11-29 20:00:00,36,Brighton,Home,193.0,17.0,1.0,11.0,10.0,,2.0,232.0,3.0,,4.0,1.0,6.0,16.0,414.0,,1.0,10.0,9.0,10.0,12.0,3.0,3.0,1.0,,,,,,,,,15.0,,,1.0,,3.0,14.0,8.0,2.0,15.0,7.0,77.0,48.0,2.0,2.0,1.0,,8.0,7.0,12.0,,,7.0,10.0,12.0,,8.0,,57.0,49.0,,16.0,4.0,,,,,,,,43.0,20.0,16.0,,,5.0,4.0,,120.0,1.0,,1.0,1.0,,,3.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,,,5.0,138.0,50.0,40.0,6.0,1.0,7.0,9.0,5.0,439.0,6.0,2.0,,91.0,34.0,44.0,,,,,106.0,106.0,7.0,16.0,16.0,52.3,1.0,2.0,,,17.0,0.0,123.0,1.0,,1.0,,,1.0,10.0,,,5.0,111.0,396.0,8.0,16.0,204.0,27.0,16.0,18.0,6.0,32.0,26.0,,1.0,140.0,,286.0,4.0,,10.0,7.0,30.0,3.0,458.0,,0.0,22.0,14.0,3.0,13.0,2.0,661.0,44.0,15.0,,9.0,7.0,8.0,0.0
2444604,14,2024-12-05 19:30:00,36,Brighton,Away,258.0,17.0,1.0,4.0,3.0,1.0,1.0,184.0,3.0,,3.0,,14.0,25.0,438.0,,4.0,23.0,15.0,13.0,3.0,2.0,3.0,,,1.0,,,1.0,1.0,,,8.0,,,,,1.0,5.0,7.0,,8.0,5.0,92.0,39.0,3.0,3.0,,,10.0,5.0,11.0,,,6.0,8.0,6.0,,7.0,,49.0,42.0,,22.0,7.0,1.0,,,,,,,46.0,8.0,7.0,,,3.0,1.0,1.0,142.0,1.0,,,1.0,,,3.0,1.0,,1.0,7.0,,11.0,11.0,,,3.0,124.0,59.0,41.0,5.0,1.0,3.0,3.0,3.0,488.0,1.0,,1.0,72.0,51.0,31.0,,,,,115.0,115.0,2.0,20.0,14.0,56.6,,,,1.0,20.0,0.0,141.0,,,,,1.0,,5.0,3.0,,5.0,80.0,427.0,10.0,6.0,272.0,32.0,22.0,20.0,6.0,21.0,15.0,,,110.0,3.0,248.0,,,8.0,14.0,47.0,1.0,499.0,,0.0,13.0,11.0,6.0,24.0,2.0,693.0,21.0,19.0,,11.0,6.0,5.0,0.0
2444616,15,2024-12-08 14:00:00,36,Brighton,Away,240.0,17.0,1.0,6.0,5.0,2.0,1.0,132.0,5.0,,3.0,2.0,3.0,21.0,366.0,1.0,,6.0,14.0,11.0,10.0,1.0,,2.0,,1.0,,1.0,2.0,,,,11.0,,,,,3.0,4.0,7.0,3.0,7.0,9.0,70.0,52.0,,,,2.0,11.0,3.0,12.0,,,5.0,6.0,4.0,1.0,10.0,1.0,50.0,50.0,2.0,21.0,7.0,1.0,,,,,,,38.0,10.0,9.0,,,3.0,1.0,2.0,134.0,2.0,,,2.0,,1.0,5.0,2.0,,1.0,7.0,,6.0,6.0,1.0,,3.0,123.0,47.0,28.0,5.0,,5.0,8.0,7.0,412.0,5.0,3.0,,28.0,45.0,22.0,,,,,104.0,104.0,9.0,20.0,18.0,45.1,,2.0,,,21.0,0.0,102.0,1.0,,1.0,,,2.0,6.0,,1.0,5.0,58.0,351.0,11.0,13.0,263.0,35.0,21.0,16.0,4.0,15.0,11.0,110271.27,3.0,85.0,4.0,181.0,,,10.0,4.0,42.0,,429.0,1.0,0.0,16.0,19.0,1.0,10.0,2.0,605.0,24.0,10.0,,11.0,5.0,14.0,0.0
2444622,16,2024-12-15 14:00:00,36,Brighton,Home,242.0,11.0,2.0,6.0,4.0,,2.0,267.0,4.0,,6.0,4.0,11.0,15.0,503.0,1.0,,13.0,15.0,13.0,11.0,2.0,1.0,,,,,,1.0,,,,13.0,,,,,1.0,6.0,11.0,2.0,9.0,8.0,90.0,50.0,1.0,1.0,,,6.0,8.0,5.0,,,8.0,5.0,9.0,,12.0,1.0,56.0,64.0,,11.0,6.0,1.0,,,,,,,71.0,11.0,13.0,,,4.0,3.0,1.0,150.0,,,,,,,4.0,,1.0,,6.0,,5.0,5.0,,,6.0,167.0,50.0,38.0,5.0,,3.0,10.0,5.0,547.0,3.0,2.0,,91.0,51.0,33.0,,,,,127.0,127.0,4.0,14.0,25.0,65.1,,,,1.0,13.0,0.0,163.0,2.0,,2.0,,,,4.0,3.0,,5.0,147.0,481.0,6.0,13.0,255.0,22.0,11.0,29.0,6.0,23.0,17.0,109858.21,,192.0,2.0,338.0,1.0,,12.0,11.0,36.0,1.0,570.0,1.0,0.0,17.0,22.0,4.0,13.0,1.0,775.0,34.0,15.0,,16.0,8.0,16.0,0.0
2444639,17,2024-12-21 15:00:00,36,Brighton,Away,186.0,19.0,,4.0,4.0,1.0,1.0,190.0,2.0,,4.0,5.0,5.0,27.0,372.0,,1.0,13.0,18.0,21.0,10.0,,2.0,,,,,,,,,,9.0,,,,,,14.0,8.0,3.0,10.0,2.0,62.0,54.0,3.0,3.0,1.0,,10.0,4.0,6.0,,,4.0,8.0,9.0,,14.0,2.0,69.0,62.0,,24.0,12.0,,1.0,,,,,,56.0,20.0,14.0,,,3.0,3.0,,152.0,,,,,,,2.0,,,,12.0,1.0,9.0,9.0,1.0,,4.0,100.0,63.0,42.0,8.0,1.0,2.0,8.0,6.0,416.0,4.0,3.0,,57.0,57.0,30.0,,,,,130.0,130.0,3.0,22.0,25.0,54.2,,2.0,,1.0,16.0,0.0,124.0,2.0,1.0,3.0,,1.0,,2.0,1.0,,5.0,98.0,352.0,10.0,10.0,200.0,34.0,24.0,21.0,2.0,22.0,20.0,,,129.0,3.0,260.0,,,13.0,5.0,44.0,1.0,438.0,2.0,0.0,12.0,18.0,3.0,13.0,2.0,652.0,53.0,16.0,,9.0,4.0,10.0,0.0
2444642,18,2024-12-27 19:30:00,36,Brighton,Home,190.0,19.0,,4.0,4.0,1.0,,218.0,2.0,1.0,3.0,4.0,5.0,21.0,404.0,1.0,,10.0,11.0,19.0,15.0,,3.0,,,,,1.0,1.0,,,,18.0,,,,1.0,1.0,3.0,7.0,1.0,15.0,9.0,67.0,67.0,1.0,1.0,,1.0,5.0,5.0,6.0,,,5.0,8.0,6.0,,8.0,,41.0,56.0,1.0,14.0,10.0,,,,,,,,59.0,6.0,12.0,,,1.0,,1.0,171.0,,,,,,,4.0,,1.0,,10.0,1.0,9.0,9.0,,,3.0,133.0,70.0,38.0,3.0,,6.0,9.0,7.0,471.0,3.0,3.0,,47.0,64.0,42.0,,,,,145.0,145.0,6.0,20.0,33.0,58.1,1.0,,,,11.0,0.0,122.0,3.0,,3.0,,,,12.0,,,5.0,118.0,387.0,5.0,15.0,206.0,32.0,14.0,18.0,5.0,19.0,14.0,,,162.0,6.0,306.0,1.0,1.0,21.0,6.0,52.0,,493.0,1.0,0.0,24.0,17.0,,14.0,0.0,689.0,44.0,16.0,,8.0,5.0,13.0,0.0
2444650,19,2024-12-30 19:45:00,36,Brighton,Away,174.0,14.0,2.0,3.0,1.0,2.0,,92.0,6.0,,3.0,3.0,5.0,24.0,263.0,1.0,,11.0,11.0,11.0,7.0,1.0,2.0,1.0,,,,,,,,,11.0,,,,,,6.0,12.0,8.0,7.0,6.0,52.0,50.0,2.0,1.0,1.0,,12.0,5.0,20.0,,,3.0,2.0,5.0,1.0,10.0,,67.0,48.0,,28.0,12.0,,1.0,,,,,,38.0,14.0,9.0,,,2.0,2.0,,105.0,2.0,,1.0,2.0,,,8.0,2.0,1.0,,12.0,,14.0,14.0,4.0,,3.0,91.0,39.0,23.0,12.0,1.0,3.0,7.0,4.0,309.0,9.0,2.0,,36.0,21.0,18.0,1.0,1.0,1.0,,119.0,119.0,2.0,26.0,16.0,40.3,,2.0,1.0,3.0,22.0,0.0,81.0,2.0,,3.0,,,1.0,4.0,,,5.0,47.0,247.0,12.0,10.0,194.0,26.0,28.0,21.0,3.0,12.0,9.0,115540.28,1.0,82.0,7.0,147.0,3.0,,18.0,7.0,49.0,,329.0,1.0,0.0,13.0,19.0,,13.0,3.0,538.0,26.0,18.0,,9.0,3.0,11.0,0.0
2444662,20,2025-01-04 17:30:00,36,Brighton,Home,216.0,16.0,,2.0,2.0,,1.0,154.0,4.0,,5.0,1.0,6.0,18.0,368.0,1.0,,4.0,13.0,13.0,5.0,1.0,1.0,,,1.0,,,1.0,,,,7.0,1.0,,,,1.0,9.0,6.0,3.0,6.0,5.0,76.0,54.0,2.0,2.0,1.0,1.0,6.0,3.0,7.0,,,2.0,5.0,2.0,,5.0,1.0,50.0,49.0,1.0,22.0,13.0,,,,,,,,42.0,17.0,14.0,1.0,,3.0,1.0,1.0,117.0,,,,,,,5.0,,1.0,,13.0,,8.0,8.0,1.0,,5.0,114.0,44.0,22.0,5.0,,3.0,3.0,4.0,405.0,2.0,1.0,,62.0,26.0,17.0,,,,1.0,100.0,100.0,4.0,24.0,19.0,44.9,,,1.0,,8.0,0.0,120.0,1.0,1.0,2.0,,,,4.0,,,4.0,66.0,350.0,6.0,6.0,233.0,29.0,22.0,21.0,2.0,10.0,8.0,,,94.0,2.0,204.0,1.0,,12.0,6.0,38.0,,427.0,1.0,0.0,11.0,11.0,2.0,9.0,2.0,589.0,17.0,13.0,,12.0,2.0,10.0,0.0
2444673,21,2025-01-16 19:30:00,36,Brighton,Away,215.0,8.0,1.0,7.0,6.0,3.0,1.0,188.0,1.0,,1.0,6.0,6.0,17.0,396.0,1.0,,9.0,13.0,16.0,8.0,1.0,2.0,,,,,,,,,,8.0,,,,,1.0,8.0,3.0,2.0,10.0,1.0,91.0,53.0,,,,1.0,10.0,6.0,5.0,,,9.0,5.0,7.0,,11.0,3.0,43.0,53.0,1.0,12.0,4.0,,,,,,,,63.0,14.0,13.0,,,1.0,1.0,,146.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,,4.0,,7.0,7.0,,,1.0,120.0,60.0,34.0,1.0,1.0,,10.0,5.0,451.0,,1.0,,65.0,41.0,32.0,,,,,117.0,117.0,8.0,13.0,26.0,53.7,,,,,18.0,0.0,111.0,1.0,2.0,3.0,,1.0,,,1.0,1.0,5.0,95.0,384.0,10.0,10.0,224.0,23.0,12.0,12.0,9.0,22.0,13.0,,,145.0,5.0,266.0,1.0,,22.0,7.0,46.0,1.0,468.0,1.0,0.0,11.0,14.0,2.0,10.0,2.0,629.0,25.0,14.0,,10.0,9.0,13.0,0.0
2444686,22,2025-01-19 14:00:00,36,Brighton,Away,218.0,18.0,1.0,1.0,,4.0,,138.0,8.0,,1.0,5.0,11.0,22.0,355.0,,,13.0,14.0,12.0,3.0,,,,,,,,,,,,6.0,,,,,,8.0,9.0,1.0,4.0,2.0,79.0,42.0,3.0,1.0,3.0,,13.0,2.0,4.0,,1.0,2.0,3.0,3.0,,6.0,,47.0,57.0,,17.0,7.0,,,,,,,,42.0,12.0,12.0,,,2.0,1.0,,143.0,2.0,,2.0,2.0,,,9.0,3.0,,,7.0,,6.0,6.0,1.0,,1.0,109.0,60.0,26.0,4.0,2.0,1.0,4.0,3.0,411.0,6.0,4.0,,47.0,47.0,16.0,1.0,1.0,1.0,,136.0,136.0,5.0,19.0,16.0,48.5,,,,3.0,18.0,0.0,106.0,,,,,,,1.0,1.0,1.0,5.0,56.0,334.0,13.0,5.0,244.0,34.0,17.0,23.0,2.0,9.0,7.0,,,88.0,7.0,202.0,,,24.0,13.0,55.0,3.0,437.0,,0.0,6.0,22.0,,19.0,3.0,624.0,26.0,15.0,,11.0,2.0,11.0,0.0
2444692,23,2025-01-25 15:00:00,36,Brighton,Home,226.0,14.0,1.0,5.0,4.0,,,339.0,3.0,,1.0,5.0,11.0,25.0,560.0,,,21.0,25.0,20.0,9.0,,1.0,,,,,,,,,,14.0,,,,,1.0,4.0,2.0,1.0,9.0,7.0,104.0,48.0,,,,,6.0,4.0,5.0,,,9.0,10.0,12.0,,15.0,,61.0,62.0,,18.0,13.0,,,,,,,,84.0,8.0,11.0,,,2.0,,,167.0,,,,,,,3.0,,,1.0,13.0,,7.0,7.0,,,1.0,177.0,63.0,37.0,1.0,,7.0,2.0,1.0,623.0,,1.0,,114.0,67.0,50.0,1.0,1.0,1.0,,151.0,151.0,5.0,23.0,18.0,68.9,,,,,12.0,0.0,193.0,,,,,,,11.0,,,5.0,174.0,542.0,6.0,9.0,234.0,36.0,18.0,19.0,8.0,30.0,22.0,113242.99,,233.0,2.0,437.0,,,12.0,11.0,49.0,2.0,641.0,,0.0,16.0,23.0,,22.0,4.0,850.0,32.0,15.0,,8.0,9.0,10.0,0.0
2444708,24,2025-02-01 12:30:00,36,Brighton,Away,255.0,17.0,1.0,5.0,4.0,2.0,,208.0,4.0,1.0,6.0,,5.0,19.0,458.0,,1.0,8.0,16.0,8.0,7.0,,1.0,,,,,1.0,1.0,1.0,,,7.0,,,,,,7.0,12.0,3.0,6.0,4.0,86.0,50.0,1.0,1.0,,2.0,10.0,2.0,15.0,,,6.0,14.0,7.0,,6.0,1.0,63.0,51.0,2.0,11.0,5.0,2.0,2.0,0.909422,0.8801,0.0582,1.3336,4.5034,65.0,13.0,8.0,,,2.0,,1.0,151.0,,,,,,,4.0,,,1.0,5.0,1.0,5.0,5.0,,,6.0,141.0,54.0,31.0,4.0,,2.0,5.0,5.0,512.0,1.0,3.0,1.0,66.0,54.0,40.0,1.0,1.0,1.0,,141.0,141.0,6.0,19.0,19.0,62.6,,,,,21.0,0.0,156.0,2.0,1.0,3.0,,,,3.0,,,4.0,110.0,438.0,10.0,7.0,267.0,31.0,11.0,29.0,4.0,25.0,21.0,110544.17,,156.0,4.0,292.0,,1.0,14.0,5.0,43.0,,534.0,1.0,0.0,10.0,21.0,1.0,10.0,3.0,725.0,31.0,19.0,,14.0,6.0,13.0,0.0
2444711,25,2025-02-14 20:00:00,36,Brighton,Home,175.0,18.0,1.0,2.0,1.0,4.0,1.0,78.0,5.0,,2.0,6.0,9.0,22.0,251.0,,,10.0,13.0,13.0,4.0,2.0,1.0,1.0,,,,,,,,1.0,11.0,,,,,1.0,10.0,6.0,2.0,8.0,5.0,74.0,36.0,4.0,4.0,1.0,1.0,6.0,2.0,9.0,,,2.0,1.0,,2.0,12.0,,53.0,53.0,1.0,32.0,15.0,,,1.27663,1.4197,,1.8313,,34.0,12.0,13.0,,,1.0,1.0,,126.0,3.0,,3.0,3.0,,,8.0,3.0,1.0,,15.0,1.0,13.0,13.0,4.0,,2.0,76.0,50.0,21.0,9.0,1.0,3.0,6.0,5.0,300.0,2.0,1.0,,42.0,19.0,8.0,,,,,108.0,108.0,4.0,17.0,11.0,30.5,,,,1.0,12.0,0.0,51.0,,,1.0,,,1.0,6.0,,,5.0,43.0,232.0,6.0,9.0,203.0,33.0,32.0,14.0,1.0,3.0,2.0,116101.15,1.0,71.0,9.0,127.0,1.0,,23.0,9.0,52.0,2.0,327.0,,0.0,13.0,20.0,,10.0,1.0,502.0,22.0,9.0,,7.0,2.0,11.0,0.0
2444729,26,2025-02-22 15:00:00,36,Brighton,Away,198.0,11.0,1.0,5.0,4.0,1.0,1.0,163.0,5.0,1.0,,5.0,6.0,19.0,356.0,1.0,2.0,13.0,12.0,21.0,12.0,,2.0,2.0,,,,,1.0,,,3.0,14.0,,,,,1.0,8.0,2.0,4.0,15.0,3.0,73.0,53.0,8.0,7.0,3.0,1.0,8.0,3.0,7.0,,,6.0,7.0,3.0,1.0,9.0,1.0,45.0,59.0,1.0,22.0,15.0,,,1.27368,3.9679,0.0868,4.709,0.0284,47.0,12.0,11.0,1.0,,2.0,1.0,1.0,172.0,3.0,1.0,2.0,1.0,2.0,,6.0,2.0,,,15.0,1.0,9.0,9.0,,,,104.0,61.0,33.0,5.0,2.0,2.0,13.0,12.0,415.0,3.0,3.0,,60.0,24.0,30.0,,,,,124.0,124.0,3.0,21.0,24.0,50.1,,,,,10.0,0.0,87.0,1.0,,1.0,,,2.0,3.0,,,5.0,77.0,341.0,8.0,15.0,222.0,23.0,22.0,15.0,4.0,15.0,11.0,113202.53,2.0,111.0,6.0,229.0,,1.0,21.0,6.0,49.0,1.0,436.0,1.0,0.0,18.0,17.0,3.0,15.0,0.0,615.0,39.0,14.0,,10.0,6.0,9.0,0.0
2444731,27,2025-02-25 19:30:00,36,Brighton,Home,131.0,8.0,1.0,3.0,2.0,,1.0,138.0,12.0,,1.0,6.0,1.0,15.0,266.0,,3.0,15.0,26.0,18.0,4.0,1.0,,,,,,,1.0,,,1.0,7.0,1.0,,,1.0,2.0,6.0,12.0,7.0,7.0,4.0,60.0,39.0,3.0,3.0,2.0,,10.0,3.0,14.0,,,1.0,2.0,4.0,,11.0,2.0,76.0,69.0,,33.0,15.0,,1.0,1.16003,2.4221,0.0321,1.6309,1.1327,53.0,12.0,14.0,1.0,,4.0,1.0,1.0,144.0,1.0,,1.0,1.0,,,15.0,1.0,1.0,,15.0,1.0,6.0,6.0,,,1.0,76.0,62.0,21.0,9.0,,3.0,3.0,4.0,335.0,7.0,1.0,,46.0,38.0,21.0,,,,1.0,165.0,165.0,5.0,19.0,10.0,43.3,1.0,,,1.0,17.0,0.0,88.0,3.0,1.0,4.0,,,,4.0,,1.0,5.0,67.0,245.0,10.0,6.0,155.0,29.0,33.0,30.0,1.0,8.0,7.0,112924.9,,110.0,10.0,221.0,2.0,,33.0,1.0,62.0,,368.0,,0.0,11.0,21.0,3.0,27.0,2.0,599.0,25.0,20.0,,16.0,1.0,13.0,0.0
2444741,28,2025-03-08 15:00:00,36,Brighton,Home,217.0,21.0,1.0,4.0,3.0,,1.0,231.0,6.0,,3.0,2.0,6.0,22.0,444.0,,,12.0,13.0,19.0,5.0,,,,,,,,,,,,7.0,1.0,,,,1.0,4.0,6.0,,8.0,1.0,82.0,48.0,2.0,2.0,1.0,1.0,7.0,2.0,12.0,,,3.0,5.0,3.0,1.0,10.0,,53.0,54.0,1.0,24.0,10.0,,,0.926867,1.5384,,1.7506,0.7469,62.0,6.0,11.0,1.0,,2.0,2.0,,138.0,1.0,1.0,1.0,,1.0,,6.0,,2.0,,10.0,,15.0,15.0,2.0,,3.0,152.0,43.0,29.0,7.0,,2.0,4.0,4.0,496.0,2.0,,,91.0,43.0,31.0,,,,1.0,133.0,133.0,5.0,15.0,24.0,53.3,,,3.0,1.0,15.0,0.0,142.0,,,,,,,3.0,,,5.0,111.0,428.0,7.0,6.0,227.0,42.0,24.0,18.0,3.0,13.0,10.0,113750.45,,155.0,3.0,300.0,2.0,,9.0,9.0,38.0,4.0,514.0,,0.0,9.0,18.0,1.0,16.0,0.0,718.0,33.0,24.0,,6.0,3.0,11.0,0.0
2444757,29,2025-03-15 15:00:00,36,Brighton,Away,162.0,12.0,4.0,7.0,3.0,,,90.0,6.0,,1.0,8.0,6.0,20.0,245.0,,,19.0,12.0,12.0,10.0,1.0,3.0,1.0,1.0,,,,1.0,,,,11.0,0.0,,,,,6.0,8.0,3.0,12.0,3.0,55.0,43.0,5.0,6.0,,1.0,4.0,2.0,21.0,,,5.0,4.0,2.0,1.0,11.0,,59.0,54.0,1.0,27.0,9.0,1.0,1.0,0.929452,1.9693,0.0801,0.4396,1.2998,36.0,10.0,9.0,,,1.0,,1.0,110.0,,,,,,,8.0,0.0,,1.0,9.0,,10.0,10.0,1.0,0.0,1.0,82.0,54.0,23.0,4.0,0.0,8.0,3.0,3.0,307.0,1.0,1.0,0.0,25.0,18.0,28.0,1.0,1.0,1.0,,122.0,122.0,5.0,20.0,14.0,39.6,,,1.0,,17.0,0.0,81.0,1.0,,1.0,,,1.0,10.0,,0.0,5.0,50.0,229.0,4.0,12.0,187.0,29.0,27.0,12.0,5.0,11.0,6.0,107877.62,1.0,93.0,3.0,152.0,,,27.0,8.0,55.0,1.0,328.0,1.0,0.0,15.0,27.0,1.0,22.0,5.0,523.0,27.0,13.0,0.0,6.0,5.0,15.0,0.0
2444762,30,2025-04-02 19:45:00,36,Brighton,Home,210.0,15.0,1.0,6.0,5.0,,,193.0,6.0,,4.0,1.0,9.0,11.0,397.0,,,22.0,7.0,16.0,7.0,1.0,1.0,,,,1.0,,1.0,,,,8.0,,,,1.0,,9.0,7.0,1.0,8.0,3.0,74.0,34.0,,,,,7.0,2.0,5.0,,1.0,4.0,15.0,5.0,,10.0,1.0,53.0,49.0,,13.0,7.0,,,0.76474,0.8958,0.0547,0.6648,1.8866,57.0,16.0,11.0,,,1.0,,1.0,133.0,,,,,,,6.0,,,1.0,7.0,1.0,7.0,7.0,,,4.0,137.0,46.0,28.0,,,3.0,5.0,4.0,444.0,,,,84.0,40.0,32.0,,,,,129.0,129.0,7.0,12.0,11.0,55.7,1.0,,,,18.0,0.0,120.0,2.0,,2.0,,,,5.0,1.0,,5.0,100.0,378.0,7.0,8.0,224.0,33.0,13.0,22.0,4.0,24.0,20.0,112025.54,,143.0,3.0,264.0,,,7.0,9.0,31.0,1.0,464.0,,0.0,11.0,16.0,,24.0,2.0,656.0,27.0,15.0,,6.0,4.0,11.0,0.0
2444772,31,2025-04-05 15:00:00,36,Brighton,Away,236.0,13.0,,4.0,4.0,2.0,1.0,230.0,2.0,1.0,2.0,5.0,5.0,24.0,462.0,,,22.0,10.0,19.0,8.0,,,,,,,,,,,,10.0,,,,,1.0,8.0,5.0,3.0,7.0,4.0,70.0,48.0,1.0,1.0,1.0,,8.0,3.0,5.0,,,4.0,7.0,8.0,,15.0,1.0,51.0,58.0,,21.0,8.0,,,0.890529,1.002,,1.595,1.0828,78.0,13.0,10.0,1.0,,3.0,3.0,,150.0,1.0,,1.0,1.0,,,2.0,1.0,2.0,,8.0,,6.0,6.0,,,2.0,159.0,57.0,34.0,2.0,,3.0,6.0,5.0,524.0,4.0,1.0,,60.0,59.0,35.0,,,,,140.0,140.0,3.0,23.0,18.0,62.4,,,,1.0,13.0,0.0,163.0,1.0,,1.0,1.0,,,3.0,,,6.0,118.0,444.0,8.0,9.0,257.0,38.0,21.0,17.0,3.0,21.0,18.0,107558.25,,169.0,3.0,306.0,2.0,1.0,15.0,5.0,48.0,1.0,542.0,,1.0,11.0,21.0,2.0,26.0,1.0,745.0,21.0,13.0,,8.0,4.0,11.0,0.0
