matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210272,1.0,2021-08-14 15:00:00,90,Burnley,Home,76.0,14.0,1.0,5.0,4.0,2.0,,110.0,2.0,,7.0,4.0,3.0,17.0,181.0,,1.0,20.0,20.0,26.0,8.0,,4.0,,,1.0,,1.0,,,,,,,9.0,,,1.0,1.0,,,6.0,12.0,2.0,8.0,6.0,,38.0,59.0,1.0,2.0,1.0,2.0,15.0,3.0,3.0,2.0,,7.0,17.0,12.0,1.0,10.0,,49.0,61.0,2.0,12.0,7.0,,,21.0,46.0,10.0,7.0,,,1.0,,1.0,127.0,1.0,1.0,1.0,,1.0,,4.0,,,,1.0,,,,,7.0,2.0,10.0,10.0,,7.0,46.0,54.0,27.0,6.0,,4.0,5.0,3.0,244.0,,,4.0,1.0,,47.0,48.0,42.0,,,,,141.0,141.0,7.0,19.0,24.0,35.9,2.0,3.0,,,15.0,0.0,,,,48.0,4.0,2.0,4.0,,,8.0,,3.0,10.0,67.0,170.0,5.0,9.0,98.0,32.0,12.0,18.0,7.0,36.0,29.0,,101.0,6.0,197.0,1.0,,19.0,4.0,50.0,1.0,259.0,,0.0,14.0,16.0,2.0,24.0,2.0,463.0,12.0,10.0,12.0,7.0,12.0,0.0
2210286,2.0,2021-08-21 12:30:00,90,Burnley,Away,58.0,13.0,1.0,4.0,3.0,3.0,,120.0,7.0,2.0,1.0,6.0,4.0,33.0,174.0,,,23.0,24.0,24.0,6.0,2.0,1.0,,,,,,,,,,,,6.0,,,,,,2.0,6.0,21.0,6.0,7.0,2.0,,48.0,49.0,2.0,2.0,,4.0,12.0,1.0,4.0,1.0,,4.0,7.0,8.0,,9.0,2.0,54.0,57.0,4.0,20.0,12.0,,,23.0,63.0,12.0,6.0,,,1.0,,,128.0,,,,,,,13.0,,,,2.0,,,,,12.0,,11.0,11.0,2.0,1.0,37.0,71.0,30.0,8.0,,4.0,4.0,3.0,234.0,,,8.0,1.0,,56.0,55.0,33.0,,,,,146.0,146.0,7.0,19.0,12.0,33.5,,,,1.0,12.0,0.0,,,,50.0,6.0,1.0,6.0,,,5.0,,2.0,13.0,62.0,160.0,5.0,8.0,74.0,30.0,20.0,14.0,4.0,19.0,15.0,,107.0,10.0,208.0,2.0,2.0,23.0,4.0,73.0,7.0,263.0,,0.0,9.0,18.0,,27.0,0.0,464.0,17.0,16.0,9.0,4.0,9.0,0.0
2210293,3.0,2021-08-29 14:00:00,90,Burnley,Home,81.0,13.0,1.0,3.0,2.0,4.0,,120.0,5.0,,1.0,11.0,1.0,30.0,198.0,,,12.0,18.0,32.0,7.0,2.0,6.0,,,,,,,,,,,,6.0,,,,,,,5.0,9.0,3.0,9.0,3.0,,49.0,74.0,2.0,1.0,1.0,5.0,18.0,4.0,7.0,,,5.0,4.0,8.0,,12.0,,54.0,72.0,5.0,25.0,11.0,,,20.0,55.0,13.0,9.0,1.0,,2.0,3.0,,139.0,1.0,,,,1.0,,9.0,,,,1.0,,,,1.0,11.0,2.0,8.0,8.0,,1.0,43.0,71.0,37.0,5.0,,5.0,5.0,3.0,268.0,,,5.0,2.0,,38.0,41.0,29.0,,,,,153.0,153.0,8.0,31.0,29.0,35.9,,2.0,,,18.0,0.0,,,,60.0,1.0,,1.0,2.0,,5.0,1.0,2.0,14.0,63.0,184.0,8.0,10.0,103.0,31.0,25.0,13.0,5.0,20.0,15.0,,107.0,8.0,208.0,1.0,,37.0,2.0,72.0,2.0,291.0,,0.0,12.0,23.0,1.0,18.0,4.0,486.0,16.0,16.0,8.0,5.0,16.0,0.0
2210305,4.0,2021-09-13 20:00:00,90,Burnley,Away,141.0,15.0,2.0,7.0,5.0,2.0,,127.0,3.0,,5.0,7.0,1.0,33.0,261.0,,,26.0,26.0,22.0,8.0,1.0,2.0,,,,,,,,,,,,8.0,,,,,,1.0,2.0,8.0,6.0,7.0,4.0,,62.0,66.0,3.0,2.0,1.0,3.0,22.0,2.0,6.0,,,6.0,6.0,8.0,1.0,8.0,2.0,47.0,44.0,3.0,10.0,5.0,,,29.0,68.0,6.0,3.0,,,,1.0,,162.0,1.0,,1.0,,1.0,,5.0,,,,,,,,1.0,5.0,,19.0,19.0,1.0,5.0,84.0,80.0,39.0,4.0,,3.0,7.0,6.0,369.0,,,4.0,3.0,,67.0,58.0,31.0,,,,,166.0,166.0,2.0,30.0,27.0,48.3,,3.0,,,22.0,0.0,,,,76.0,2.0,1.0,3.0,1.0,,3.0,,3.0,14.0,54.0,250.0,7.0,10.0,167.0,48.0,10.0,11.0,6.0,21.0,15.0,,114.0,8.0,238.0,,,27.0,1.0,82.0,2.0,384.0,,0.0,11.0,10.0,,28.0,1.0,563.0,13.0,12.0,9.0,6.0,7.0,0.0
2210313,5.0,2021-09-18 15:00:00,90,Burnley,Home,115.0,24.0,1.0,8.0,7.0,2.0,,184.0,5.0,1.0,9.0,5.0,,34.0,291.0,,,18.0,22.0,29.0,11.0,,4.0,,,,,,,,,,,,11.0,,,,,,3.0,6.0,6.0,7.0,13.0,5.0,,68.0,69.0,,,,,18.0,5.0,5.0,,1.0,8.0,19.0,16.0,,14.0,1.0,54.0,53.0,,15.0,4.0,,,30.0,68.0,9.0,8.0,,,1.0,1.0,,152.0,,,,,,,5.0,,,,,,,,,4.0,,16.0,16.0,1.0,10.0,87.0,75.0,47.0,3.0,,8.0,3.0,3.0,371.0,,,6.0,,,68.0,51.0,56.0,,,,,174.0,174.0,9.0,22.0,25.0,45.0,,,,,18.0,0.0,,,,85.0,2.0,,2.0,,,10.0,,3.0,17.0,97.0,273.0,7.0,11.0,135.0,51.0,15.0,7.0,5.0,41.0,36.0,,155.0,9.0,298.0,,1.0,14.0,4.0,65.0,4.0,392.0,,0.0,18.0,13.0,1.0,22.0,2.0,604.0,35.0,13.0,3.0,8.0,5.0,0.0
2210327,6.0,2021-09-25 15:00:00,90,Burnley,Away,79.0,22.0,,2.0,2.0,3.0,,116.0,5.0,,1.0,8.0,5.0,30.0,193.0,,,17.0,20.0,18.0,5.0,,,,,1.0,,1.0,,,1.0,,,,7.0,,,,,,1.0,6.0,14.0,8.0,4.0,5.0,,58.0,62.0,,,,3.0,11.0,2.0,10.0,1.0,1.0,3.0,2.0,5.0,,8.0,1.0,55.0,47.0,3.0,28.0,13.0,,,23.0,67.0,8.0,10.0,,,3.0,2.0,1.0,140.0,1.0,,1.0,1.0,,,13.0,,,1.0,2.0,,,,,13.0,,11.0,11.0,2.0,1.0,46.0,72.0,31.0,8.0,1.0,1.0,5.0,3.0,258.0,,,12.0,1.0,,58.0,36.0,30.0,,,,,142.0,142.0,4.0,21.0,29.0,32.9,,2.0,,,11.0,0.0,,,,42.0,2.0,1.0,2.0,,,4.0,,3.0,12.0,60.0,181.0,5.0,6.0,93.0,46.0,28.0,15.0,3.0,12.0,9.0,,116.0,10.0,205.0,2.0,,25.0,5.0,78.0,4.0,286.0,,0.0,9.0,13.0,,18.0,4.0,476.0,20.0,16.0,6.0,4.0,5.0,0.0
2210332,7.0,2021-10-02 15:00:00,90,Burnley,Home,107.0,23.0,3.0,10.0,8.0,,1.0,234.0,2.0,1.0,12.0,7.0,4.0,39.0,331.0,,,25.0,15.0,27.0,10.0,1.0,1.0,,,,1.0,1.0,,,,,,,11.0,,,,,,1.0,8.0,5.0,5.0,10.0,4.0,,61.0,77.0,1.0,1.0,,1.0,19.0,7.0,12.0,,,9.0,16.0,19.0,,8.0,2.0,56.0,57.0,1.0,17.0,9.0,,1.0,28.0,79.0,13.0,3.0,,,3.0,2.0,1.0,161.0,,,,,,,4.0,,,,2.0,,,,,9.0,,8.0,8.0,,12.0,105.0,79.0,43.0,5.0,,3.0,8.0,4.0,425.0,,,5.0,1.0,,82.0,70.0,54.0,,,,,171.0,171.0,6.0,27.0,31.0,56.1,,,,1.0,19.0,0.0,,,,105.0,,2.0,2.0,,,3.0,1.0,3.0,12.0,124.0,326.0,4.0,12.0,125.0,67.0,17.0,22.0,9.0,45.0,37.0,,185.0,2.0,352.0,2.0,1.0,14.0,5.0,72.0,2.0,432.0,,0.0,14.0,13.0,1.0,26.0,5.0,651.0,29.0,15.0,14.0,9.0,7.0,0.0
2210346,8.0,2021-10-16 15:00:00,90,Burnley,Away,96.0,27.0,,2.0,2.0,1.0,1.0,134.0,6.0,2.0,3.0,7.0,2.0,34.0,228.0,,1.0,15.0,11.0,17.0,5.0,,,,,,,,,,,,,,6.0,,,1.0,,,1.0,4.0,13.0,2.0,6.0,1.0,,52.0,61.0,2.0,2.0,,2.0,11.0,1.0,9.0,,,2.0,6.0,2.0,,4.0,2.0,36.0,47.0,2.0,22.0,10.0,1.0,1.0,20.0,55.0,5.0,10.0,,,1.0,2.0,,134.0,,,,,,,8.0,,,,,,,,,10.0,1.0,10.0,10.0,2.0,3.0,64.0,75.0,39.0,6.0,,2.0,3.0,2.0,298.0,,,4.0,1.0,,58.0,32.0,21.0,,,,,127.0,127.0,4.0,24.0,22.0,29.4,1.0,,,1.0,11.0,0.0,,,,68.0,3.0,1.0,4.0,1.0,,4.0,,3.0,8.0,62.0,211.0,6.0,5.0,113.0,48.0,22.0,12.0,2.0,12.0,10.0,,104.0,6.0,217.0,,2.0,28.0,2.0,77.0,3.0,318.0,,0.0,7.0,17.0,1.0,15.0,0.0,482.0,15.0,12.0,5.0,2.0,13.0,0.0
2210359,9.0,2021-10-23 15:00:00,90,Burnley,Away,61.0,15.0,,3.0,3.0,6.0,1.0,115.0,6.0,,1.0,10.0,2.0,28.0,173.0,,,22.0,14.0,29.0,5.0,1.0,,1.0,,,,,,,,,,,8.0,,,,,,1.0,4.0,12.0,4.0,4.0,5.0,,41.0,62.0,1.0,,1.0,2.0,17.0,1.0,8.0,,,2.0,6.0,7.0,,8.0,,43.0,57.0,2.0,17.0,4.0,,,30.0,66.0,11.0,10.0,,1.0,3.0,3.0,,168.0,2.0,,1.0,2.0,,,11.0,,,2.0,3.0,,,,,4.0,,15.0,15.0,,4.0,34.0,69.0,35.0,6.0,2.0,3.0,5.0,5.0,259.0,,,5.0,,,69.0,30.0,27.0,,,,,162.0,162.0,5.0,27.0,20.0,38.7,,2.0,1.0,,17.0,0.0,,,,41.0,,2.0,2.0,2.0,1.0,3.0,,3.0,15.0,77.0,159.0,13.0,8.0,89.0,31.0,17.0,9.0,2.0,18.0,16.0,1.0,132.0,13.0,213.0,4.0,,30.0,2.0,65.0,1.0,284.0,,0.0,9.0,12.0,,24.0,3.0,475.0,12.0,18.0,6.0,2.0,6.0,0.0
2210362,10.0,2021-10-30 15:00:00,90,Burnley,Home,120.0,23.0,1.0,4.0,3.0,1.0,,129.0,2.0,1.0,5.0,8.0,7.0,32.0,245.0,,1.0,19.0,17.0,20.0,5.0,1.0,3.0,1.0,,1.0,,1.0,,,,,,1.0,10.0,,,,,,1.0,4.0,6.0,6.0,9.0,6.0,,66.0,79.0,4.0,4.0,1.0,,16.0,,2.0,1.0,1.0,4.0,6.0,4.0,1.0,4.0,2.0,38.0,45.0,,29.0,14.0,,1.0,34.0,63.0,7.0,10.0,2.0,,2.0,1.0,1.0,176.0,2.0,,2.0,2.0,,,3.0,,,3.0,3.0,,,,,14.0,,21.0,21.0,,5.0,66.0,97.0,41.0,2.0,,5.0,3.0,6.0,334.0,,,5.0,,,52.0,64.0,26.0,,,,,159.0,159.0,8.0,27.0,33.0,40.6,,,,,16.0,0.0,,,,48.0,2.0,2.0,3.0,,1.0,9.0,,1.0,16.0,63.0,232.0,9.0,8.0,138.0,58.0,29.0,15.0,4.0,15.0,11.0,1.0,113.0,8.0,233.0,4.0,1.0,22.0,9.0,71.0,3.0,356.0,,0.0,15.0,8.0,3.0,22.0,1.0,556.0,13.0,19.0,7.0,4.0,5.0,0.0
