matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210374,11.0,2021-11-06 15:00:00,90,Burnley,Away,99.0,25.0,1.0,4.0,3.0,1.0,,102.0,7.0,,,2.0,2.0,32.0,197.0,,,10.0,23.0,15.0,3.0,1.0,1.0,,,,,,,,,,,,4.0,,,,,,,6.0,20.0,5.0,3.0,2.0,,54.0,52.0,1.0,,1.0,,20.0,1.0,11.0,,,2.0,5.0,3.0,,6.0,2.0,51.0,39.0,,25.0,11.0,,,18.0,55.0,9.0,6.0,,,,,,122.0,1.0,,1.0,1.0,,,14.0,,,1.0,2.0,,,,,11.0,,15.0,15.0,6.0,,56.0,65.0,34.0,14.0,,2.0,3.0,2.0,262.0,,,10.0,1.0,,50.0,38.0,12.0,,,,,114.0,114.0,5.0,19.0,21.0,30.1,,,1.0,1.0,20.0,0.0,,,,53.0,3.0,,4.0,,,2.0,,3.0,9.0,47.0,186.0,10.0,5.0,119.0,55.0,25.0,3.0,2.0,10.0,8.0,,89.0,12.0,176.0,2.0,,15.0,2.0,70.0,4.0,285.0,,0.0,5.0,17.0,,10.0,4.0,436.0,10.0,7.0,1.0,2.0,9.0,0.0
2210382,12.0,2021-11-20 15:00:00,90,Burnley,Home,97.0,11.0,1.0,7.0,6.0,5.0,2.0,123.0,3.0,1.0,3.0,12.0,3.0,27.0,213.0,,,17.0,16.0,31.0,4.0,2.0,1.0,,,1.0,,1.0,,,,,,1.0,7.0,,,,,,6.0,9.0,12.0,6.0,10.0,5.0,,48.0,61.0,1.0,1.0,,2.0,15.0,2.0,6.0,,,3.0,9.0,6.0,1.0,2.0,,42.0,66.0,2.0,16.0,7.0,,1.0,22.0,55.0,14.0,15.0,2.0,,5.0,6.0,1.0,153.0,3.0,1.0,3.0,1.0,2.0,,5.0,,,1.0,,,,,,7.0,,6.0,6.0,1.0,3.0,63.0,68.0,28.0,6.0,,2.0,7.0,9.0,292.0,,,4.0,,,63.0,50.0,39.0,,,,,142.0,142.0,3.0,25.0,28.0,39.5,,2.0,1.0,1.0,15.0,0.0,,,,47.0,4.0,1.0,5.0,,,4.0,,2.0,13.0,52.0,201.0,5.0,9.0,118.0,34.0,16.0,9.0,3.0,24.0,21.0,,93.0,13.0,217.0,,1.0,33.0,4.0,71.0,1.0,311.0,,0.0,15.0,15.0,1.0,20.0,2.0,488.0,19.0,17.0,5.0,3.0,11.0,0.0
2210394,13.0,2022-02-23 19:30:00,90,Burnley,Home,106.0,12.0,,5.0,5.0,2.0,3.0,158.0,6.0,,,6.0,3.0,26.0,259.0,,,13.0,18.0,17.0,9.0,3.0,4.0,,,,,,,,,,,,6.0,,,,,,4.0,6.0,8.0,4.0,8.0,7.0,,59.0,50.0,2.0,2.0,,4.0,23.0,5.0,13.0,,,3.0,12.0,4.0,1.0,7.0,1.0,54.0,51.0,4.0,35.0,16.0,,,25.0,51.0,8.0,8.0,,,5.0,4.0,,112.0,1.0,1.0,1.0,,1.0,,10.0,,,,,,,,,16.0,,24.0,24.0,3.0,,69.0,59.0,33.0,7.0,,5.0,8.0,4.0,305.0,,,3.0,1.0,,64.0,50.0,28.0,,,,,119.0,119.0,6.0,20.0,21.0,34.1,,,,,23.0,0.0,,,,86.0,2.0,,2.0,,,6.0,,1.0,17.0,71.0,246.0,14.0,13.0,123.0,26.0,35.0,23.0,2.0,22.0,20.0,,100.0,5.0,225.0,,,17.0,6.0,53.0,3.0,326.0,,0.0,15.0,11.0,,15.0,0.0,551.0,20.0,14.0,15.0,3.0,2.0,0.0
2210407,14.0,2021-12-01 19:30:00,90,Burnley,Away,75.0,18.0,1.0,3.0,2.0,4.0,,130.0,5.0,,3.0,9.0,1.0,28.0,202.0,,1.0,7.0,28.0,26.0,5.0,,1.0,,,,,,,,,,,,4.0,,,,,,1.0,4.0,8.0,8.0,2.0,4.0,,49.0,75.0,,,,2.0,19.0,2.0,18.0,,,5.0,9.0,5.0,,8.0,2.0,64.0,60.0,2.0,37.0,18.0,,,35.0,54.0,7.0,5.0,,,1.0,1.0,,150.0,,,,,,,10.0,,,,2.0,,,,1.0,18.0,,9.0,9.0,2.0,3.0,62.0,70.0,26.0,5.0,,2.0,3.0,1.0,289.0,,,5.0,3.0,,53.0,58.0,31.0,,,,,164.0,164.0,4.0,30.0,33.0,34.8,,,,,19.0,0.0,,,,45.0,1.0,1.0,2.0,1.0,,3.0,,3.0,18.0,61.0,192.0,8.0,5.0,99.0,41.0,37.0,16.0,5.0,20.0,15.0,,100.0,9.0,227.0,2.0,,36.0,1.0,73.0,3.0,306.0,,0.0,6.0,19.0,1.0,14.0,3.0,504.0,11.0,16.0,10.0,5.0,10.0,0.0
2210415,15.0,2021-12-04 15:00:00,90,Burnley,Away,128.0,23.0,1.0,3.0,2.0,2.0,,129.0,3.0,3.0,1.0,7.0,3.0,35.0,254.0,,,19.0,27.0,31.0,6.0,1.0,1.0,,,1.0,,2.0,,,,,,,7.0,,,,,,,2.0,12.0,7.0,6.0,4.0,,49.0,63.0,,,,2.0,12.0,4.0,9.0,,,3.0,6.0,4.0,,7.0,1.0,58.0,64.0,2.0,20.0,10.0,1.0,,25.0,73.0,9.0,11.0,,,4.0,3.0,2.0,143.0,,,,,,,6.0,,,,1.0,,,,,10.0,1.0,10.0,10.0,4.0,1.0,91.0,88.0,45.0,10.0,,4.0,3.0,1.0,339.0,,,11.0,,,37.0,55.0,36.0,,,,,152.0,152.0,3.0,28.0,27.0,52.2,,,,1.0,12.0,0.0,,,,73.0,,3.0,3.0,1.0,,5.0,,3.0,11.0,53.0,243.0,9.0,7.0,148.0,61.0,20.0,13.0,3.0,16.0,13.0,,104.0,7.0,224.0,2.0,3.0,18.0,4.0,79.0,1.0,356.0,,0.0,10.0,15.0,1.0,22.0,1.0,543.0,13.0,20.0,7.0,3.0,8.0,0.0
2210424,16.0,2021-12-12 14:00:00,90,Burnley,Home,80.0,19.0,1.0,4.0,3.0,2.0,,123.0,7.0,,5.0,9.0,3.0,32.0,199.0,,,8.0,29.0,24.0,5.0,2.0,2.0,,,,,,,1.0,,,,,6.0,,,,,,1.0,6.0,9.0,7.0,6.0,3.0,,46.0,60.0,,,,2.0,20.0,3.0,10.0,,,6.0,10.0,4.0,,7.0,3.0,61.0,60.0,2.0,29.0,17.0,,,19.0,73.0,13.0,9.0,,,3.0,3.0,,157.0,,,,,,,12.0,,,,2.0,,,,1.0,17.0,,6.0,6.0,1.0,5.0,54.0,78.0,35.0,14.0,,4.0,3.0,1.0,286.0,,,5.0,1.0,,68.0,36.0,29.0,,,,,154.0,154.0,3.0,25.0,24.0,40.1,,,,1.0,20.0,0.0,,,,53.0,3.0,,3.0,,,5.0,1.0,3.0,7.0,70.0,185.0,12.0,7.0,107.0,44.0,29.0,11.0,6.0,23.0,17.0,,124.0,7.0,226.0,2.0,,34.0,5.0,81.0,1.0,310.0,,0.0,9.0,19.0,,10.0,2.0,487.0,13.0,10.0,8.0,6.0,9.0,0.0
2210434,17.0,2022-02-05 18:00:00,90,Burnley,Home,135.0,17.0,1.0,4.0,3.0,1.0,,139.0,1.0,1.0,4.0,8.0,4.0,33.0,270.0,,,21.0,23.0,24.0,7.0,,,1.0,,,,1.0,,,,,,,10.0,,,,,,,9.0,7.0,4.0,7.0,6.0,,62.0,68.0,,,,2.0,15.0,4.0,8.0,,,4.0,2.0,7.0,,6.0,1.0,62.0,57.0,2.0,21.0,11.0,,,29.0,65.0,16.0,8.0,,,2.0,1.0,1.0,171.0,,,,,,,6.0,,,,1.0,,,,,11.0,1.0,6.0,6.0,1.0,4.0,81.0,97.0,42.0,7.0,,5.0,2.0,2.0,375.0,,,2.0,,,34.0,72.0,37.0,,,,,189.0,189.0,5.0,21.0,34.0,51.6,,,,,15.0,0.0,,,,77.0,4.0,1.0,5.0,,1.0,7.0,,1.0,16.0,61.0,264.0,6.0,7.0,159.0,39.0,21.0,21.0,4.0,14.0,10.0,1.0,114.0,6.0,246.0,1.0,1.0,35.0,5.0,81.0,3.0,391.0,,0.0,13.0,14.0,,43.0,1.0,595.0,19.0,17.0,11.0,4.0,6.0,0.0
2210441,18.0,2022-05-19 20:00:00,90,Burnley,Away,71.0,23.0,2.0,4.0,3.0,1.0,1.0,91.0,7.0,,8.0,1.0,2.0,25.0,158.0,,,6.0,14.0,15.0,4.0,2.0,3.0,,,,,,,,,,,,5.0,1.0,,,,,1.0,10.0,12.0,10.0,7.0,3.0,,45.0,41.0,1.0,1.0,1.0,8.0,10.0,3.0,1.0,,2.0,6.0,3.0,4.0,,9.0,4.0,50.0,36.0,8.0,27.0,16.0,,,17.0,48.0,20.0,10.0,1.0,,4.0,2.0,,92.0,,,,,,,14.0,,,,1.0,,,,,16.0,1.0,2.0,2.0,,8.0,43.0,57.0,25.0,13.0,,2.0,4.0,5.0,201.0,,,6.0,,,30.0,35.0,25.0,,,,1.0,112.0,112.0,1.0,14.0,13.0,28.7,,2.0,,1.0,10.0,0.0,,,,51.0,4.0,4.0,8.0,,,2.0,,3.0,7.0,44.0,143.0,3.0,6.0,86.0,47.0,27.0,7.0,6.0,14.0,9.0,,87.0,3.0,159.0,1.0,,6.0,2.0,57.0,,231.0,,1.0,10.0,11.0,,12.0,1.0,389.0,17.0,7.0,,6.0,6.0,0.0
2210453,19.0,2022-04-06 19:30:00,90,Burnley,Home,99.0,19.0,2.0,2.0,,3.0,,124.0,6.0,1.0,4.0,4.0,5.0,25.0,221.0,1.0,,30.0,21.0,30.0,5.0,,1.0,,,,,,,,,,,,10.0,,,,,,2.0,5.0,12.0,4.0,10.0,3.0,,46.0,52.0,3.0,,3.0,2.0,22.0,3.0,12.0,,,9.0,13.0,2.0,1.0,5.0,1.0,63.0,64.0,2.0,27.0,11.0,,,28.0,58.0,11.0,15.0,1.0,,2.0,1.0,,156.0,3.0,1.0,3.0,2.0,1.0,,10.0,,,2.0,2.0,,,,,11.0,,17.0,17.0,4.0,4.0,65.0,75.0,31.0,6.0,1.0,2.0,6.0,4.0,305.0,,,8.0,,,38.0,63.0,34.0,2.0,2.0,2.0,,181.0,181.0,4.0,26.0,15.0,50.9,,,3.0,1.0,22.0,0.0,,,,70.0,1.0,1.0,2.0,,,6.0,,3.0,10.0,70.0,201.0,9.0,8.0,125.0,50.0,27.0,22.0,8.0,24.0,16.0,,133.0,8.0,236.0,3.0,1.0,21.0,6.0,69.0,1.0,337.0,1.0,0.0,13.0,11.0,,36.0,2.0,581.0,40.0,17.0,8.0,9.0,2.0,0.0
2210468,20.0,2021-12-30 20:15:00,90,Burnley,Away,128.0,24.0,2.0,5.0,3.0,3.0,1.0,152.0,2.0,,4.0,8.0,1.0,36.0,275.0,,2.0,11.0,21.0,25.0,4.0,4.0,2.0,,,,,,1.0,,,,,,6.0,,,,,,2.0,5.0,12.0,7.0,9.0,1.0,,63.0,53.0,2.0,2.0,,2.0,19.0,3.0,6.0,,,5.0,15.0,3.0,,4.0,3.0,45.0,45.0,2.0,23.0,16.0,,,19.0,54.0,10.0,5.0,1.0,,1.0,1.0,,140.0,,,,,,,8.0,,,1.0,,,,,,16.0,,8.0,8.0,,4.0,70.0,74.0,35.0,7.0,,3.0,5.0,3.0,334.0,,,3.0,1.0,1.0,69.0,55.0,27.0,,,,,131.0,131.0,3.0,19.0,23.0,42.7,,,,1.0,19.0,0.0,,,,82.0,1.0,3.0,4.0,,,4.0,,3.0,9.0,58.0,264.0,11.0,8.0,147.0,39.0,23.0,5.0,4.0,23.0,19.0,,90.0,8.0,231.0,,,25.0,1.0,72.0,4.0,355.0,,0.0,10.0,14.0,2.0,12.0,0.0,535.0,17.0,19.0,1.0,5.0,6.0,0.0
2210476,21.0,2022-01-02 14:00:00,90,Burnley,Away,66.0,13.0,1.0,4.0,3.0,3.0,,116.0,8.0,1.0,3.0,9.0,3.0,31.0,178.0,,,26.0,23.0,34.0,5.0,1.0,1.0,,1.0,,,1.0,,,,,,,6.0,,,,,,,5.0,13.0,9.0,4.0,4.0,,55.0,59.0,1.0,1.0,,1.0,15.0,2.0,11.0,,,3.0,9.0,4.0,,13.0,2.0,59.0,63.0,1.0,17.0,9.0,1.0,2.0,27.0,83.0,7.0,11.0,,,3.0,,1.0,172.0,,,,,,,13.0,,,,,,,,,9.0,,8.0,8.0,1.0,3.0,28.0,83.0,39.0,9.0,,4.0,2.0,2.0,261.0,,,9.0,2.0,,78.0,24.0,27.0,,,,,173.0,173.0,8.0,24.0,16.0,44.7,,,,,15.0,0.0,,,,42.0,4.0,,4.0,1.0,,4.0,,3.0,15.0,58.0,158.0,6.0,6.0,88.0,28.0,17.0,10.0,2.0,15.0,13.0,,127.0,21.0,224.0,,1.0,43.0,6.0,81.0,1.0,297.0,,0.0,8.0,14.0,,29.0,1.0,486.0,7.0,19.0,5.0,3.0,8.0,0.0
2210483,22.0,2022-03-01 19:45:00,90,Burnley,Home,118.0,23.0,3.0,8.0,5.0,5.0,2.0,120.0,3.0,,2.0,7.0,4.0,34.0,230.0,,1.0,19.0,21.0,25.0,3.0,2.0,2.0,1.0,,,,,,,,,,,5.0,,,,,,2.0,6.0,14.0,8.0,7.0,2.0,,58.0,73.0,1.0,2.0,,,23.0,3.0,5.0,,1.0,6.0,10.0,3.0,,7.0,3.0,48.0,71.0,,15.0,10.0,,1.0,23.0,64.0,10.0,13.0,,,4.0,3.0,,166.0,,,,,,,4.0,,,,2.0,,,,,10.0,,13.0,13.0,2.0,2.0,73.0,84.0,44.0,8.0,,2.0,3.0,2.0,330.0,,,9.0,1.0,,39.0,57.0,28.0,,,,,180.0,180.0,1.0,32.0,36.0,44.8,,,,,23.0,0.0,,,,55.0,4.0,,4.0,,1.0,4.0,,3.0,11.0,51.0,219.0,12.0,5.0,147.0,56.0,15.0,18.0,6.0,22.0,16.0,1.0,112.0,16.0,227.0,2.0,,33.0,4.0,87.0,4.0,352.0,,0.0,9.0,20.0,2.0,26.0,1.0,573.0,29.0,20.0,13.0,6.0,12.0,0.0
2210491,23.0,2022-01-23 14:00:00,90,Burnley,Away,58.0,14.0,1.0,1.0,,3.0,,80.0,3.0,1.0,3.0,6.0,2.0,19.0,137.0,,,5.0,17.0,25.0,7.0,2.0,1.0,2.0,,,,,,,,1.0,,,7.0,,,,,,2.0,7.0,13.0,7.0,5.0,5.0,,36.0,41.0,,,,,8.0,3.0,8.0,,,4.0,2.0,,,4.0,2.0,44.0,58.0,,42.0,27.0,,,22.0,41.0,13.0,8.0,,,1.0,,,99.0,,,,,,,10.0,,,,,,,,1.0,27.0,,7.0,7.0,1.0,3.0,37.0,58.0,22.0,12.0,,5.0,4.0,1.0,188.0,,,6.0,,,36.0,18.0,19.0,,,,,105.0,105.0,3.0,21.0,10.0,24.4,,,,1.0,8.0,0.0,,,,39.0,3.0,2.0,5.0,1.0,2.0,6.0,,1.0,7.0,44.0,129.0,5.0,9.0,70.0,33.0,42.0,10.0,4.0,6.0,2.0,2.0,76.0,6.0,147.0,,1.0,23.0,6.0,58.0,2.0,211.0,,0.0,10.0,18.0,,11.0,2.0,377.0,14.0,11.0,7.0,4.0,8.0,0.0
2210503,24.0,2022-02-08 20:00:00,90,Burnley,Home,71.0,11.0,,4.0,4.0,2.0,2.0,126.0,2.0,,3.0,4.0,1.0,15.0,193.0,,,20.0,22.0,11.0,2.0,1.0,1.0,,,,,,,,,,,,5.0,,,,,,3.0,5.0,16.0,6.0,4.0,5.0,,38.0,53.0,1.0,,1.0,,13.0,1.0,4.0,,,2.0,5.0,4.0,,10.0,2.0,51.0,53.0,,28.0,15.0,,,28.0,40.0,11.0,10.0,1.0,,1.0,3.0,,121.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,1.0,15.0,,7.0,7.0,1.0,3.0,62.0,68.0,29.0,10.0,,2.0,2.0,3.0,269.0,,,12.0,,,67.0,23.0,22.0,,,,,150.0,150.0,2.0,22.0,21.0,35.9,,,1.0,,13.0,0.0,,,,67.0,4.0,,4.0,,,5.0,,2.0,18.0,47.0,186.0,6.0,4.0,93.0,25.0,28.0,12.0,2.0,14.0,12.0,,83.0,7.0,209.0,1.0,,25.0,1.0,57.0,2.0,288.0,,0.0,9.0,25.0,,23.0,2.0,497.0,14.0,25.0,7.0,2.0,14.0,0.0
2210512,25.0,2022-02-13 14:00:00,90,Burnley,Home,121.0,21.0,1.0,2.0,1.0,2.0,,79.0,4.0,,6.0,4.0,,23.0,198.0,,1.0,18.0,16.0,12.0,7.0,1.0,1.0,1.0,,,,,,,,,,,6.0,,,,,,1.0,5.0,8.0,4.0,5.0,3.0,,55.0,64.0,2.0,2.0,,,17.0,,12.0,,,5.0,3.0,4.0,,10.0,1.0,45.0,44.0,,22.0,13.0,,,20.0,62.0,7.0,6.0,,,,1.0,,135.0,,,,,,,8.0,,,,,,,,1.0,13.0,,19.0,19.0,3.0,6.0,47.0,73.0,27.0,8.0,,3.0,5.0,5.0,284.0,,,2.0,2.0,,52.0,27.0,23.0,,,,,155.0,155.0,4.0,27.0,24.0,32.6,,,,,17.0,0.0,,,,66.0,2.0,1.0,3.0,1.0,1.0,3.0,,2.0,9.0,35.0,188.0,6.0,8.0,145.0,62.0,22.0,13.0,5.0,13.0,8.0,1.0,89.0,5.0,171.0,,,16.0,,69.0,7.0,303.0,,0.0,8.0,14.0,3.0,24.0,0.0,495.0,11.0,13.0,12.0,5.0,12.0,0.0
2210523,26.0,2022-02-19 15:00:00,90,Burnley,Away,71.0,10.0,,,,2.0,,92.0,3.0,2.0,4.0,3.0,,19.0,163.0,,,10.0,12.0,13.0,5.0,1.0,,,,,,,,,,,,,9.0,,,1.0,,,1.0,8.0,6.0,5.0,6.0,4.0,,37.0,61.0,1.0,,1.0,3.0,18.0,4.0,3.0,,,4.0,6.0,4.0,,8.0,,40.0,47.0,3.0,19.0,11.0,,,25.0,49.0,12.0,11.0,1.0,,1.0,,,128.0,3.0,,3.0,3.0,,,7.0,,,3.0,2.0,,,,,11.0,1.0,11.0,11.0,2.0,4.0,49.0,53.0,26.0,4.0,2.0,2.0,7.0,4.0,236.0,,,4.0,1.0,,40.0,37.0,21.0,,,,,138.0,138.0,6.0,21.0,24.0,31.1,1.0,,,2.0,18.0,0.0,,,,46.0,,1.0,1.0,1.0,,2.0,,3.0,11.0,41.0,157.0,10.0,9.0,103.0,27.0,19.0,11.0,4.0,14.0,10.0,,87.0,6.0,171.0,2.0,2.0,27.0,,62.0,3.0,260.0,,0.0,10.0,17.0,,14.0,4.0,425.0,15.0,6.0,6.0,4.0,12.0,0.0
2210535,27.0,2022-02-26 15:00:00,90,Burnley,Away,98.0,18.0,1.0,2.0,1.0,2.0,,149.0,2.0,,5.0,14.0,3.0,32.0,245.0,,,18.0,12.0,25.0,,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,13.0,6.0,5.0,2.0,3.0,,50.0,67.0,,,,,13.0,2.0,10.0,,,4.0,6.0,5.0,,9.0,1.0,51.0,48.0,,22.0,10.0,,,33.0,65.0,16.0,5.0,,,3.0,2.0,,163.0,,,,,,,5.0,,,,1.0,,,,,10.0,,20.0,20.0,1.0,5.0,75.0,92.0,45.0,5.0,,1.0,1.0,1.0,351.0,,,5.0,2.0,,51.0,72.0,31.0,,,,,173.0,173.0,7.0,19.0,32.0,40.8,,,1.0,,13.0,0.0,,,,76.0,2.0,1.0,3.0,,,2.0,,3.0,17.0,53.0,238.0,7.0,2.0,120.0,39.0,22.0,10.0,4.0,17.0,13.0,,106.0,10.0,261.0,1.0,,41.0,3.0,77.0,2.0,364.0,1.0,0.0,5.0,12.0,1.0,26.0,2.0,545.0,8.0,14.0,6.0,4.0,5.0,0.0
2210542,28.0,2022-03-05 15:00:00,90,Burnley,Home,76.0,15.0,,2.0,2.0,,1.0,120.0,,,4.0,5.0,3.0,17.0,194.0,,,11.0,15.0,15.0,2.0,1.0,,,,,,1.0,,,,,,,4.0,,,,,,1.0,6.0,5.0,6.0,4.0,2.0,,53.0,66.0,,1.0,,3.0,14.0,3.0,9.0,,,5.0,8.0,4.0,,6.0,1.0,49.0,51.0,3.0,13.0,8.0,1.0,,24.0,57.0,12.0,7.0,,,2.0,2.0,1.0,124.0,,,,,,,2.0,,,,,,,,,8.0,,9.0,9.0,,4.0,58.0,54.0,22.0,2.0,,1.0,2.0,1.0,269.0,,,6.0,,,39.0,65.0,20.0,,,,,137.0,137.0,10.0,27.0,23.0,27.4,,,,,14.0,0.0,,,,50.0,,1.0,1.0,,,2.0,,2.0,14.0,59.0,184.0,6.0,3.0,94.0,37.0,13.0,12.0,3.0,17.0,14.0,,110.0,6.0,208.0,,,21.0,3.0,49.0,1.0,285.0,,0.0,6.0,25.0,,14.0,2.0,452.0,16.0,13.0,4.0,5.0,11.0,0.0
2210552,29.0,2022-03-12 15:00:00,90,Burnley,Away,123.0,17.0,1.0,4.0,3.0,3.0,1.0,119.0,,,2.0,5.0,1.0,22.0,238.0,,,9.0,24.0,23.0,3.0,,1.0,,,1.0,,1.0,,,,,,,5.0,,,1.0,,,,3.0,7.0,6.0,3.0,4.0,,73.0,100.0,1.0,2.0,,,12.0,1.0,3.0,1.0,,9.0,14.0,11.0,,6.0,1.0,52.0,45.0,,20.0,8.0,,1.0,25.0,77.0,10.0,6.0,,,1.0,1.0,1.0,188.0,,,,,,,4.0,,,,2.0,,,,,8.0,1.0,10.0,10.0,,2.0,61.0,96.0,29.0,2.0,,3.0,,1.0,353.0,,,7.0,2.0,,35.0,80.0,45.0,1.0,1.0,1.0,,205.0,205.0,7.0,47.0,38.0,45.1,1.0,,,,12.0,0.0,,,,51.0,1.0,1.0,1.0,,,5.0,,1.0,14.0,65.0,227.0,6.0,3.0,148.0,71.0,20.0,11.0,7.0,33.0,26.0,,135.0,7.0,258.0,2.0,,29.0,2.0,89.0,4.0,373.0,,1.0,7.0,15.0,1.0,15.0,1.0,561.0,22.0,13.0,1.0,9.0,9.0,0.0
2210562,30.0,2022-04-21 19:45:00,90,Burnley,Home,120.0,16.0,4.0,6.0,2.0,,,130.0,3.0,1.0,8.0,2.0,4.0,27.0,244.0,,,20.0,12.0,16.0,8.0,3.0,8.0,,,,,,,,,,,,8.0,,,,,1.0,,4.0,10.0,1.0,11.0,5.0,,58.0,66.0,4.0,5.0,,1.0,23.0,6.0,7.0,,3.0,10.0,7.0,4.0,2.0,10.0,,41.0,48.0,1.0,24.0,17.0,,1.0,20.0,49.0,7.0,7.0,,,1.0,1.0,,151.0,2.0,1.0,1.0,1.0,1.0,,6.0,,,1.0,1.0,,,,,17.0,1.0,6.0,6.0,,8.0,76.0,77.0,29.0,10.0,,4.0,9.0,6.0,337.0,,,4.0,1.0,,57.0,67.0,22.0,,,,,154.0,154.0,1.0,25.0,28.0,43.0,1.0,,,1.0,23.0,0.0,,,,69.0,2.0,1.0,4.0,1.0,,4.0,1.0,3.0,9.0,62.0,234.0,8.0,13.0,146.0,45.0,24.0,15.0,9.0,21.0,12.0,,113.0,5.0,229.0,1.0,1.0,15.0,6.0,68.0,3.0,354.0,1.0,0.0,16.0,15.0,,23.0,2.0,543.0,30.0,7.0,10.0,10.0,8.0,0.0
2210572,31.0,2022-04-02 15:00:00,90,Burnley,Home,89.0,25.0,1.0,2.0,1.0,1.0,,72.0,9.0,,2.0,4.0,1.0,26.0,159.0,,,8.0,13.0,20.0,2.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,7.0,13.0,5.0,2.0,1.0,,33.0,43.0,,,,2.0,25.0,,3.0,,,1.0,2.0,3.0,,6.0,2.0,34.0,37.0,2.0,22.0,9.0,,,20.0,35.0,11.0,5.0,,,2.0,1.0,,106.0,,,,,,,12.0,,,,2.0,,,,,9.0,,7.0,7.0,3.0,2.0,45.0,51.0,24.0,8.0,,2.0,1.0,1.0,208.0,,,3.0,,,26.0,50.0,8.0,,,,,109.0,109.0,4.0,15.0,12.0,23.3,,,,,25.0,0.0,,,,51.0,2.0,2.0,4.0,,,2.0,,3.0,13.0,28.0,145.0,15.0,3.0,105.0,48.0,22.0,4.0,1.0,7.0,6.0,,62.0,6.0,137.0,2.0,,8.0,1.0,52.0,5.0,235.0,,0.0,3.0,11.0,,9.0,1.0,366.0,4.0,15.0,3.0,1.0,10.0,0.0
