matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987797,21,2019-01-02 19:45:00,90,Burnley,Away,169.0,14.0,1.0,6.0,5.0,6.0,1.0,212.0,2.0,1.0,2.0,11.0,11.0,35.0,375.0,,2.0,25.0,42.0,34.0,8.0,2.0,,2.0,,1.0,1.0,,,1.0,10.0,,,,,4.0,4.0,6.0,3.0,11.0,5.0,93.0,71.0,5.0,3.0,2.0,2.0,14.0,1.0,5.0,,,2.0,9.0,7.0,,15.0,,72.0,62.0,2.0,31.0,21.0,,,74.0,9.0,11.0,2.0,,3.0,2.0,1.0,199.0,2.0,,2.0,2.0,,,6.0,2.0,,1.0,21.0,,14.0,14.0,1.0,2.0,108.0,86.0,44.0,5.0,,6.0,6.0,8.0,465.0,4.0,,,93.0,59.0,26.0,,,,,,160.0,160.0,6.0,28.0,33.0,57.1,,,3.0,,14.0,0.0,83.0,,1.0,2.0,,2.0,7.0,,3.0,106.0,366.0,7.0,12.0,192.0,32.0,31.0,13.0,1.0,19.0,18.0,2.0,153.0,10.0,310.0,,1.0,41.0,12.0,78.0,2.0,483.0,1.0,1.0,16.0,10.0,4.0,29.0,4.0,698.0,21.0,15.0,10.0,2.0,6.0,0.0
987803,22,2019-01-12 15:00:00,90,Burnley,Home,130.0,12.0,2.0,4.0,2.0,2.0,,156.0,2.0,,1.0,18.0,6.0,35.0,282.0,,,19.0,31.0,30.0,6.0,1.0,,1.0,,,,,,,10.0,,,1.0,,,1.0,9.0,3.0,5.0,6.0,64.0,75.0,1.0,1.0,,4.0,17.0,5.0,7.0,1.0,,2.0,5.0,5.0,,8.0,1.0,52.0,66.0,4.0,28.0,16.0,,,65.0,5.0,9.0,,,1.0,,,180.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,,16.0,1.0,13.0,13.0,2.0,1.0,92.0,99.0,44.0,6.0,1.0,3.0,5.0,1.0,398.0,4.0,,,72.0,60.0,24.0,,,,,,179.0,179.0,2.0,35.0,32.0,41.8,1.0,,3.0,,17.0,0.0,83.0,1.0,2.0,2.0,,1.0,5.0,1.0,1.0,59.0,270.0,5.0,8.0,162.0,41.0,28.0,7.0,2.0,12.0,10.0,1.0,120.0,13.0,269.0,1.0,,53.0,7.0,94.0,2.0,419.0,,0.0,11.0,22.0,,25.0,1.0,609.0,17.0,16.0,5.0,2.0,15.0,0.0
987820,23,2019-01-19 15:00:00,90,Burnley,Away,97.0,16.0,2.0,7.0,5.0,3.0,,120.0,2.0,1.0,1.0,15.0,6.0,30.0,210.0,,,20.0,39.0,41.0,7.0,1.0,,,1.0,,1.0,,,1.0,8.0,,,,,,4.0,6.0,3.0,9.0,3.0,37.0,71.0,3.0,4.0,,2.0,6.0,2.0,3.0,1.0,1.0,7.0,8.0,10.0,,8.0,3.0,65.0,69.0,2.0,18.0,9.0,,,68.0,9.0,13.0,,,5.0,,1.0,172.0,,,,,,,6.0,,,,9.0,,9.0,9.0,,1.0,65.0,81.0,30.0,1.0,,4.0,4.0,3.0,310.0,3.0,2.0,,48.0,42.0,41.0,,,,,,183.0,183.0,4.0,26.0,35.0,45.2,,,,,6.0,0.0,56.0,3.0,1.0,4.0,,,7.0,1.0,,66.0,199.0,3.0,8.0,126.0,39.0,18.0,14.0,7.0,25.0,18.0,,127.0,10.0,229.0,,1.0,43.0,10.0,80.0,8.0,330.0,,0.0,12.0,12.0,2.0,23.0,2.0,517.0,20.0,15.0,5.0,7.0,5.0,0.0
987826,24,2019-01-29 20:00:00,90,Burnley,Away,74.0,4.0,1.0,2.0,1.0,1.0,,68.0,6.0,1.0,1.0,9.0,3.0,22.0,140.0,,,13.0,19.0,25.0,3.0,1.0,,,,,,,,,5.0,,,,,,3.0,15.0,13.0,3.0,3.0,39.0,46.0,2.0,,2.0,5.0,12.0,2.0,6.0,,,3.0,2.0,3.0,,3.0,5.0,36.0,50.0,5.0,54.0,33.0,,1.0,50.0,9.0,10.0,2.0,,1.0,,,113.0,2.0,,2.0,2.0,,,12.0,2.0,1.0,1.0,33.0,,12.0,12.0,2.0,1.0,36.0,72.0,29.0,11.0,,,6.0,4.0,196.0,8.0,2.0,,32.0,34.0,17.0,1.0,1.0,1.0,,,119.0,119.0,5.0,19.0,12.0,25.6,,2.0,,1.0,12.0,0.0,40.0,3.0,4.0,7.0,,,,1.0,1.0,29.0,126.0,6.0,6.0,92.0,22.0,54.0,3.0,2.0,7.0,5.0,,75.0,7.0,143.0,1.0,1.0,34.0,4.0,72.0,4.0,228.0,,0.0,6.0,13.0,,18.0,3.0,428.0,8.0,12.0,3.0,3.0,5.0,0.0
987833,25,2019-02-02 15:00:00,90,Burnley,Home,127.0,20.0,3.0,8.0,5.0,4.0,,196.0,4.0,,5.0,13.0,5.0,38.0,315.0,,,28.0,35.0,43.0,9.0,2.0,,,,,,,,,10.0,1.0,1.0,,,1.0,5.0,6.0,4.0,14.0,1.0,73.0,85.0,,1.0,1.0,1.0,25.0,6.0,9.0,,1.0,4.0,11.0,12.0,,10.0,2.0,69.0,77.0,1.0,11.0,2.0,,,78.0,10.0,8.0,1.0,,2.0,1.0,,203.0,,,,,,,8.0,,,,2.0,1.0,3.0,3.0,1.0,6.0,89.0,100.0,48.0,2.0,,3.0,8.0,6.0,439.0,3.0,5.0,,91.0,63.0,48.0,,,,,1.0,210.0,210.0,4.0,33.0,36.0,54.2,1.0,,1.0,,25.0,0.0,92.0,3.0,,3.0,1.0,,3.0,2.0,3.0,75.0,305.0,7.0,11.0,159.0,59.0,11.0,23.0,4.0,28.0,24.0,,142.0,10.0,326.0,,,43.0,6.0,92.0,2.0,457.0,,0.0,15.0,11.0,1.0,34.0,3.0,665.0,28.0,17.0,16.0,4.0,3.0,0.0
987842,26,2019-02-09 17:30:00,90,Burnley,Away,73.0,15.0,2.0,2.0,,2.0,,78.0,3.0,,1.0,5.0,,20.0,149.0,,2.0,16.0,43.0,30.0,2.0,1.0,,,,,,,,1.0,6.0,1.0,1.0,,,1.0,3.0,13.0,3.0,6.0,3.0,29.0,53.0,1.0,1.0,2.0,4.0,13.0,2.0,6.0,1.0,,3.0,4.0,,,7.0,4.0,67.0,51.0,4.0,53.0,26.0,,,50.0,7.0,8.0,3.0,,3.0,1.0,,140.0,2.0,,2.0,2.0,,,11.0,2.0,,,26.0,2.0,6.0,6.0,1.0,1.0,47.0,87.0,28.0,9.0,,1.0,4.0,5.0,231.0,7.0,2.0,,62.0,24.0,16.0,,,,,1.0,143.0,143.0,1.0,23.0,26.0,31.8,1.0,,,2.0,13.0,0.0,37.0,5.0,,5.0,1.0,,2.0,,,35.0,139.0,5.0,5.0,98.0,31.0,53.0,6.0,3.0,8.0,5.0,,75.0,4.0,163.0,,,35.0,1.0,78.0,,253.0,1.0,0.0,9.0,11.0,2.0,25.0,1.0,453.0,13.0,11.0,2.0,3.0,5.0,0.0
987854,27,2019-02-23 12:30:00,90,Burnley,Home,43.0,18.0,2.0,3.0,1.0,1.0,1.0,93.0,6.0,2.0,,9.0,5.0,33.0,133.0,,,22.0,22.0,26.0,4.0,1.0,,,,,1.0,,,,6.0,,,,,1.0,8.0,7.0,10.0,8.0,2.0,30.0,52.0,1.0,,1.0,4.0,19.0,3.0,15.0,,,7.0,13.0,2.0,,12.0,3.0,62.0,55.0,4.0,42.0,12.0,,,57.0,9.0,11.0,2.0,,2.0,2.0,1.0,120.0,2.0,1.0,1.0,1.0,1.0,,8.0,1.0,,,12.0,,11.0,11.0,1.0,,34.0,69.0,31.0,6.0,,3.0,4.0,4.0,188.0,6.0,,,43.0,34.0,34.0,,,,,,145.0,145.0,8.0,12.0,22.0,30.5,,,,,19.0,0.0,30.0,3.0,2.0,5.0,,,3.0,,2.0,56.0,116.0,10.0,7.0,54.0,36.0,42.0,10.0,6.0,23.0,17.0,,101.0,7.0,183.0,,2.0,31.0,5.0,72.0,4.0,214.0,1.0,0.0,10.0,12.0,,28.0,1.0,442.0,16.0,18.0,6.0,7.0,7.0,0.0
987870,28,2019-02-26 20:00:00,90,Burnley,Away,140.0,16.0,4.0,5.0,1.0,4.0,,109.0,4.0,2.0,5.0,9.0,3.0,28.0,244.0,,,26.0,35.0,43.0,4.0,3.0,,,,,,,,,5.0,,,,,1.0,3.0,9.0,4.0,11.0,1.0,49.0,68.0,1.0,2.0,,1.0,21.0,4.0,5.0,,,7.0,5.0,5.0,,14.0,1.0,65.0,80.0,1.0,19.0,7.0,,,54.0,8.0,8.0,,,1.0,1.0,,151.0,,,,,,,8.0,,,1.0,7.0,,8.0,8.0,1.0,5.0,87.0,87.0,37.0,4.0,,4.0,3.0,2.0,349.0,1.0,2.0,,65.0,42.0,34.0,,,,,,184.0,184.0,3.0,30.0,25.0,45.7,,,,1.0,21.0,0.0,80.0,1.0,,2.0,,,6.0,,3.0,50.0,233.0,8.0,7.0,177.0,46.0,19.0,10.0,7.0,18.0,11.0,,95.0,12.0,208.0,,2.0,35.0,4.0,78.0,2.0,367.0,,0.0,12.0,25.0,,33.0,3.0,572.0,29.0,18.0,5.0,7.0,14.0,0.0
987874,29,2019-03-02 15:00:00,90,Burnley,Home,138.0,27.0,3.0,10.0,7.0,3.0,,190.0,5.0,1.0,1.0,11.0,,41.0,318.0,,,37.0,27.0,29.0,12.0,2.0,,,1.0,,1.0,1.0,,,13.0,,,,,1.0,5.0,6.0,5.0,13.0,5.0,62.0,53.0,3.0,2.0,1.0,2.0,15.0,4.0,12.0,,,8.0,16.0,16.0,,11.0,2.0,64.0,55.0,2.0,13.0,3.0,,,78.0,9.0,8.0,1.0,,3.0,1.0,1.0,155.0,1.0,,1.0,1.0,,,9.0,1.0,,,3.0,,7.0,7.0,2.0,1.0,110.0,80.0,39.0,5.0,,8.0,7.0,4.0,401.0,2.0,,1.0,55.0,71.0,55.0,,,,,,181.0,181.0,6.0,21.0,22.0,56.3,,,,1.0,15.0,0.0,95.0,1.0,1.0,2.0,,,10.0,1.0,3.0,101.0,304.0,9.0,15.0,157.0,57.0,13.0,9.0,7.0,40.0,33.0,,158.0,7.0,305.0,,1.0,27.0,2.0,87.0,2.0,422.0,,0.0,18.0,16.0,,39.0,1.0,643.0,28.0,26.0,3.0,8.0,8.0,0.0
987888,30,2019-03-10 12:00:00,90,Burnley,Away,83.0,6.0,,2.0,2.0,1.0,,98.0,5.0,1.0,1.0,6.0,1.0,18.0,179.0,,,19.0,20.0,27.0,1.0,,,,,,,,1.0,,2.0,,,,,,3.0,13.0,10.0,1.0,2.0,32.0,68.0,1.0,,1.0,2.0,18.0,1.0,7.0,,,3.0,10.0,2.0,,12.0,1.0,55.0,67.0,2.0,30.0,16.0,1.0,,63.0,7.0,4.0,,,,,,152.0,1.0,,1.0,1.0,,,13.0,1.0,2.0,,16.0,,6.0,6.0,3.0,1.0,58.0,81.0,35.0,7.0,1.0,,2.0,2.0,266.0,10.0,1.0,,51.0,29.0,21.0,,,,,,179.0,179.0,3.0,30.0,29.0,31.4,,3.0,,,18.0,0.0,48.0,1.0,,1.0,,,,,3.0,44.0,165.0,9.0,2.0,110.0,26.0,30.0,19.0,1.0,13.0,12.0,,98.0,8.0,193.0,2.0,1.0,29.0,2.0,68.0,7.0,290.0,,0.0,3.0,27.0,,29.0,0.0,506.0,10.0,18.0,10.0,3.0,12.0,0.0
987894,31,2019-03-16 15:00:00,90,Burnley,Home,148.0,19.0,3.0,6.0,3.0,3.0,,237.0,5.0,,3.0,6.0,3.0,29.0,379.0,,1.0,27.0,18.0,27.0,5.0,2.0,,,,,1.0,,,,9.0,,,,,,4.0,5.0,4.0,9.0,4.0,49.0,66.0,1.0,1.0,,,18.0,4.0,4.0,,1.0,9.0,14.0,14.0,,7.0,,43.0,52.0,,12.0,5.0,,,71.0,9.0,10.0,,,3.0,2.0,1.0,172.0,1.0,,1.0,1.0,,,5.0,1.0,,,5.0,1.0,4.0,4.0,,3.0,138.0,88.0,54.0,3.0,1.0,5.0,3.0,2.0,454.0,5.0,2.0,,99.0,72.0,49.0,,,,,,162.0,162.0,5.0,21.0,36.0,62.2,,,,,18.0,0.0,113.0,1.0,1.0,2.0,,,7.0,,3.0,116.0,362.0,5.0,8.0,163.0,47.0,12.0,8.0,8.0,38.0,30.0,,168.0,7.0,347.0,,,21.0,3.0,65.0,4.0,472.0,1.0,0.0,13.0,12.0,1.0,30.0,1.0,661.0,31.0,16.0,3.0,9.0,8.0,0.0
987904,32,2019-03-30 15:00:00,90,Burnley,Home,112.0,11.0,,2.0,2.0,2.0,2.0,96.0,4.0,1.0,2.0,13.0,1.0,30.0,206.0,,,15.0,27.0,36.0,1.0,1.0,,,,,,,,,2.0,,,1.0,,4.0,4.0,6.0,2.0,5.0,1.0,49.0,52.0,1.0,1.0,,1.0,25.0,2.0,16.0,,,1.0,1.0,2.0,,11.0,1.0,69.0,67.0,1.0,28.0,17.0,,,56.0,12.0,10.0,,1.0,4.0,3.0,,156.0,1.0,,,1.0,,,9.0,1.0,1.0,1.0,17.0,1.0,6.0,6.0,,2.0,63.0,70.0,27.0,5.0,1.0,1.0,2.0,1.0,303.0,4.0,,,78.0,22.0,14.0,,,,,,160.0,160.0,4.0,23.0,19.0,37.2,1.0,,,,25.0,0.0,54.0,1.0,,1.0,1.0,,3.0,,1.0,47.0,195.0,9.0,3.0,144.0,35.0,28.0,11.0,1.0,7.0,6.0,,93.0,5.0,185.0,1.0,1.0,35.0,3.0,76.0,1.0,322.0,,0.0,6.0,15.0,,27.0,1.0,497.0,12.0,9.0,6.0,1.0,10.0,0.0
987912,33,2019-04-06 15:00:00,90,Burnley,Away,80.0,17.0,4.0,7.0,3.0,3.0,,122.0,7.0,,2.0,11.0,2.0,37.0,195.0,,,18.0,35.0,28.0,3.0,2.0,,,,,1.0,1.0,,,5.0,,,,,1.0,7.0,7.0,4.0,7.0,3.0,54.0,59.0,2.0,,2.0,2.0,14.0,3.0,8.0,,,6.0,15.0,5.0,,5.0,1.0,64.0,53.0,2.0,20.0,8.0,,,72.0,16.0,11.0,2.0,,5.0,2.0,1.0,140.0,2.0,1.0,2.0,1.0,1.0,,14.0,2.0,,1.0,8.0,,4.0,4.0,,2.0,49.0,83.0,37.0,3.0,1.0,4.0,3.0,3.0,254.0,2.0,1.0,1.0,61.0,35.0,37.0,,,,,,146.0,146.0,9.0,23.0,21.0,40.1,,,3.0,,14.0,0.0,41.0,1.0,1.0,2.0,3.0,,4.0,,1.0,57.0,181.0,7.0,7.0,93.0,38.0,20.0,7.0,6.0,28.0,22.0,,108.0,7.0,219.0,,,34.0,2.0,89.0,5.0,284.0,,0.0,10.0,12.0,,23.0,3.0,462.0,20.0,19.0,6.0,6.0,7.0,0.0
987923,34,2019-04-13 15:00:00,90,Burnley,Home,69.0,18.0,4.0,8.0,4.0,1.0,1.0,112.0,4.0,1.0,3.0,4.0,4.0,18.0,173.0,,2.0,24.0,38.0,34.0,4.0,4.0,,,,,,,,,6.0,,,1.0,,2.0,1.0,3.0,11.0,11.0,3.0,37.0,57.0,4.0,4.0,2.0,1.0,25.0,1.0,5.0,,,8.0,11.0,3.0,,3.0,1.0,57.0,69.0,1.0,23.0,16.0,,,48.0,7.0,10.0,2.0,,5.0,5.0,,155.0,1.0,1.0,1.0,,1.0,,8.0,1.0,,,16.0,1.0,4.0,4.0,,3.0,53.0,74.0,28.0,4.0,,3.0,6.0,7.0,265.0,5.0,1.0,,52.0,50.0,34.0,,,,,,170.0,170.0,6.0,25.0,20.0,46.0,1.0,,,,25.0,0.0,35.0,,2.0,2.0,,,6.0,1.0,,60.0,168.0,12.0,10.0,97.0,35.0,23.0,17.0,8.0,27.0,19.0,,105.0,8.0,210.0,,1.0,29.0,5.0,59.0,3.0,280.0,,0.0,14.0,15.0,3.0,33.0,2.0,496.0,22.0,22.0,11.0,8.0,11.0,0.0
987935,35,2019-04-22 20:00:00,90,Burnley,Away,67.0,11.0,,1.0,1.0,1.0,,65.0,7.0,,1.0,10.0,3.0,31.0,131.0,,1.0,18.0,25.0,18.0,3.0,,,,,,,,,,3.0,,,,,2.0,3.0,12.0,10.0,4.0,2.0,33.0,68.0,1.0,,1.0,5.0,21.0,1.0,12.0,1.0,,1.0,4.0,,,11.0,3.0,56.0,45.0,5.0,48.0,25.0,,1.0,51.0,4.0,8.0,1.0,,2.0,,,121.0,1.0,,,,1.0,,14.0,,1.0,,25.0,,15.0,15.0,5.0,1.0,31.0,65.0,25.0,10.0,1.0,1.0,3.0,3.0,189.0,6.0,,,43.0,24.0,15.0,,,,,,122.0,122.0,5.0,36.0,15.0,23.6,,2.0,1.0,,21.0,0.0,34.0,5.0,2.0,6.0,1.0,,2.0,,,26.0,116.0,9.0,4.0,89.0,29.0,48.0,9.0,1.0,5.0,4.0,,70.0,11.0,135.0,1.0,,39.0,4.0,86.0,2.0,219.0,,0.0,6.0,15.0,1.0,19.0,1.0,425.0,7.0,12.0,5.0,1.0,6.0,0.0
987943,36,2019-04-28 14:05:00,90,Burnley,Home,79.0,16.0,,1.0,1.0,3.0,,80.0,4.0,,2.0,13.0,1.0,25.0,158.0,,,17.0,26.0,16.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,3.0,17.0,8.0,2.0,,52.0,48.0,,1.0,,4.0,12.0,,11.0,1.0,,,7.0,3.0,,11.0,2.0,55.0,43.0,4.0,31.0,11.0,,,53.0,5.0,6.0,,,2.0,1.0,,141.0,,,,,,,11.0,,1.0,,11.0,,13.0,13.0,3.0,2.0,35.0,75.0,26.0,6.0,,2.0,,,235.0,15.0,,,33.0,50.0,23.0,,,,,,145.0,145.0,,20.0,16.0,30.1,,,,1.0,12.0,0.0,35.0,5.0,1.0,5.0,1.0,,2.0,,2.0,41.0,146.0,2.0,2.0,101.0,44.0,31.0,8.0,,11.0,11.0,,94.0,6.0,173.0,1.0,,34.0,1.0,77.0,2.0,263.0,,0.0,2.0,16.0,,26.0,1.0,442.0,8.0,6.0,6.0,,7.0,0.0
987956,37,2019-05-03 20:00:00,90,Burnley,Away,120.0,21.0,,3.0,3.0,2.0,,152.0,2.0,1.0,4.0,8.0,3.0,38.0,269.0,,1.0,19.0,21.0,29.0,3.0,1.0,,,,,,1.0,,1.0,2.0,,,,,3.0,4.0,11.0,10.0,3.0,2.0,69.0,68.0,2.0,2.0,,2.0,13.0,,10.0,,1.0,1.0,6.0,5.0,,16.0,1.0,59.0,58.0,2.0,34.0,15.0,1.0,1.0,65.0,9.0,7.0,,,2.0,,,153.0,,,,,,,9.0,,,1.0,15.0,,11.0,11.0,5.0,4.0,68.0,83.0,43.0,8.0,,3.0,1.0,1.0,345.0,5.0,1.0,1.0,51.0,55.0,32.0,,,,,,153.0,153.0,7.0,31.0,21.0,39.9,,,,,13.0,0.0,79.0,3.0,2.0,5.0,,,4.0,,3.0,79.0,257.0,3.0,5.0,138.0,40.0,34.0,11.0,1.0,12.0,11.0,,135.0,4.0,243.0,,1.0,29.0,4.0,80.0,2.0,369.0,,0.0,5.0,17.0,3.0,26.0,2.0,565.0,16.0,14.0,7.0,1.0,5.0,0.0
987963,38,2019-05-12 15:00:00,90,Burnley,Home,110.0,18.0,4.0,8.0,4.0,,1.0,162.0,6.0,1.0,8.0,8.0,3.0,33.0,264.0,1.0,1.0,15.0,17.0,20.0,8.0,3.0,,,,,,,,,10.0,,,,1.0,1.0,5.0,12.0,5.0,12.0,2.0,60.0,62.0,1.0,2.0,,3.0,13.0,3.0,5.0,,,4.0,10.0,7.0,,8.0,,43.0,44.0,3.0,21.0,10.0,1.0,,62.0,11.0,3.0,1.0,,,1.0,,111.0,1.0,,1.0,1.0,,,9.0,1.0,,1.0,10.0,1.0,13.0,13.0,5.0,8.0,85.0,68.0,36.0,5.0,,5.0,7.0,5.0,326.0,7.0,,,64.0,46.0,36.0,,,,,,120.0,120.0,7.0,22.0,23.0,39.7,1.0,,,,13.0,0.0,85.0,2.0,1.0,3.0,,,6.0,2.0,3.0,62.0,252.0,9.0,12.0,121.0,39.0,21.0,9.0,4.0,22.0,18.0,,112.0,3.0,242.0,,1.0,23.0,5.0,70.0,4.0,341.0,1.0,0.0,14.0,15.0,2.0,16.0,5.0,527.0,31.0,13.0,6.0,4.0,8.0,0.0
