matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2562004,11,2025-11-08 15:00:00,90,Burnley,Away,226.0,17.0,,3.0,3.0,,,217.0,,,4.0,4.0,10.0,21.0,440.0,,1.0,10.0,9.0,21.0,9.0,,3.0,1.0,0.0,1.0,,1.0,2.0,,,,,,,11.0,0.0,,,,,5.0,8.0,7.0,9.0,7.0,83.0,49.0,2.0,2.0,2.0,2.0,11.0,7.0,6.0,,,4.0,6.0,3.0,0.0,7.0,2.0,41.0,54.0,2.0,28.0,18.0,,1.0,1.06113,1.0573,0.0858,2.3247,3.058,68.0,13.0,14.0,1.0,,3.0,2.0,2.0,141.0,,,,,,,3.0,2.0,1.0,1.0,18.0,,7.0,7.0,2.0,0.0,4.0,151.0,61.0,37.0,7.0,1.0,1.0,8.0,7.0,495.0,8.0,4.0,0.0,52.0,72.0,34.0,,,,,128.0,128.0,3.0,21.0,20.0,57.4,,3.0,,,21.0,0.0,142.0,1.0,2.0,3.0,,1.0,1.0,2.0,,0.0,5.0,94.0,424.0,11.0,10.0,240.0,32.0,28.0,10.0,2.0,13.0,11.0,110481.26,1.0,141.0,2.0,290.0,1.0,,15.0,10.0,50.0,1.0,517.0,3.0,0.0,16.0,16.0,2.0,17.0,2.0,710.0,25.0,15.0,0.0,3.0,4.0,11.0,0.0
2562008,12,2025-11-22 12:30:00,90,Burnley,Home,196.0,12.0,,1.0,1.0,2.0,,134.0,2.0,3.0,3.0,8.0,14.0,21.0,329.0,,,17.0,16.0,14.0,8.0,,,1.0,0.0,,,,,,,,,,,7.0,0.0,,,,1.0,6.0,10.0,5.0,6.0,2.0,74.0,44.0,1.0,1.0,,1.0,4.0,3.0,9.0,,,1.0,2.0,3.0,0.0,9.0,2.0,52.0,39.0,1.0,28.0,10.0,,2.0,0.262202,0.4415,,0.1063,2.3028,48.0,13.0,8.0,,,1.0,1.0,,150.0,,,,,,,9.0,0.0,,1.0,10.0,,12.0,12.0,3.0,0.0,4.0,94.0,62.0,27.0,9.0,0.0,3.0,5.0,2.0,395.0,5.0,,0.0,32.0,51.0,20.0,,,,,121.0,121.0,1.0,18.0,14.0,44.2,,,,5.0,11.0,0.0,100.0,2.0,1.0,3.0,,,1.0,3.0,,0.0,5.0,60.0,318.0,4.0,8.0,215.0,29.0,28.0,7.0,1.0,7.0,6.0,110154.87,1.0,97.0,6.0,210.0,,3.0,29.0,15.0,61.0,,418.0,,0.0,8.0,16.0,1.0,18.0,2.0,577.0,17.0,9.0,0.0,1.0,1.0,7.0,0.0
2562016,13,2025-11-29 15:00:00,90,Burnley,Away,159.0,9.0,,1.0,1.0,2.0,,105.0,4.0,,7.0,6.0,4.0,20.0,263.0,,,9.0,30.0,16.0,2.0,,2.0,,0.0,,,,,,,,,,,1.0,1.0,,,,,2.0,11.0,3.0,2.0,4.0,58.0,44.0,,,1.0,,8.0,3.0,7.0,,,6.0,6.0,3.0,0.0,3.0,,52.0,51.0,,37.0,25.0,1.0,,0.193046,0.9465,,0.9567,2.1461,53.0,7.0,7.0,1.0,1.0,2.0,1.0,,144.0,,,,,,,15.0,0.0,1.0,,25.0,,7.0,7.0,,0.0,7.0,88.0,82.0,30.0,5.0,0.0,,2.0,2.0,352.0,1.0,1.0,0.0,38.0,30.0,32.0,1.0,1.0,1.0,1.0,165.0,165.0,1.0,21.0,11.0,47.9,,,,1.0,20.0,0.0,89.0,,1.0,1.0,,1.0,,1.0,,0.0,5.0,51.0,252.0,8.0,2.0,185.0,34.0,37.0,8.0,6.0,15.0,9.0,107321.2,,103.0,6.0,209.0,1.0,,27.0,5.0,79.0,1.0,379.0,,0.0,6.0,26.0,1.0,21.0,2.0,557.0,13.0,11.0,0.0,2.0,6.0,18.0,0.0
2562028,14,2025-12-03 19:30:00,90,Burnley,Home,276.0,13.0,,5.0,5.0,2.0,,203.0,4.0,,2.0,5.0,9.0,23.0,474.0,,1.0,20.0,28.0,19.0,8.0,,1.0,,0.0,,,,1.0,,,,,,,6.0,0.0,,,,,5.0,3.0,,8.0,3.0,91.0,51.0,2.0,2.0,,,10.0,6.0,1.0,,,3.0,9.0,7.0,0.0,12.0,2.0,55.0,43.0,,42.0,23.0,,,0.648457,0.9537,0.1619,0.4603,1.2797,65.0,9.0,8.0,,,2.0,1.0,1.0,146.0,,,,,,,6.0,0.0,,,23.0,1.0,16.0,16.0,1.0,0.0,2.0,165.0,75.0,43.0,4.0,0.0,1.0,7.0,4.0,549.0,,,0.0,71.0,57.0,37.0,,,,,153.0,153.0,4.0,19.0,25.0,57.6,,,,1.0,20.0,0.0,165.0,2.0,,2.0,,1.0,,1.0,1.0,0.0,5.0,80.0,461.0,10.0,8.0,298.0,39.0,42.0,8.0,2.0,19.0,17.0,116292.56,,127.0,3.0,288.0,,,22.0,13.0,61.0,,567.0,,0.0,11.0,13.0,1.0,29.0,0.0,785.0,29.0,20.0,0.0,3.0,3.0,7.0,0.0
2562042,15,2025-12-06 15:00:00,90,Burnley,Away,97.0,10.0,4.0,6.0,2.0,,,97.0,7.0,,4.0,6.0,8.0,18.0,188.0,,1.0,10.0,16.0,9.0,7.0,1.0,2.0,1.0,0.0,,,,,,,,,,,5.0,1.0,,,,1.0,7.0,6.0,11.0,5.0,4.0,38.0,41.0,2.0,2.0,1.0,1.0,5.0,3.0,9.0,,1.0,9.0,3.0,9.0,0.0,13.0,5.0,54.0,34.0,1.0,28.0,12.0,,1.0,0.708251,1.607,,1.258,2.3592,42.0,11.0,6.0,,,1.0,,,102.0,,,,,,,17.0,0.0,,1.0,12.0,1.0,7.0,7.0,1.0,0.0,4.0,66.0,59.0,27.0,9.0,0.0,3.0,5.0,3.0,226.0,3.0,2.0,0.0,61.0,16.0,26.0,1.0,1.0,1.0,1.0,115.0,115.0,4.0,18.0,12.0,30.5,,,,2.0,12.0,0.0,53.0,1.0,4.0,6.0,,2.0,1.0,3.0,1.0,1.0,5.0,46.0,176.0,5.0,8.0,108.0,25.0,28.0,10.0,8.0,20.0,12.0,114379.16,1.0,85.0,2.0,171.0,,,23.0,9.0,58.0,2.0,259.0,,1.0,9.0,15.0,3.0,13.0,2.0,429.0,19.0,4.0,0.0,4.0,9.0,8.0,0.0
2562047,16,2025-12-13 17:30:00,90,Burnley,Home,226.0,13.0,2.0,3.0,1.0,3.0,,221.0,6.0,,4.0,4.0,5.0,22.0,444.0,,1.0,17.0,18.0,14.0,5.0,4.0,3.0,,0.0,,,,1.0,,,,,,1.0,9.0,0.0,,,,3.0,4.0,6.0,,10.0,6.0,74.0,49.0,3.0,3.0,2.0,1.0,9.0,4.0,4.0,,,10.0,4.0,5.0,0.0,11.0,1.0,52.0,40.0,1.0,10.0,6.0,1.0,1.0,0.805996,2.4554,0.0503,2.702,3.5915,88.0,8.0,7.0,,,2.0,,1.0,177.0,1.0,,1.0,1.0,,,7.0,2.0,1.0,,6.0,,9.0,9.0,,0.0,4.0,144.0,70.0,43.0,4.0,1.0,4.0,6.0,8.0,516.0,1.0,,0.0,75.0,84.0,35.0,,,,,146.0,146.0,6.0,12.0,26.0,52.8,,,,1.0,16.0,0.0,141.0,1.0,,1.0,,1.0,,4.0,,1.0,5.0,115.0,426.0,9.0,10.0,244.0,31.0,10.0,17.0,8.0,17.0,9.0,118125.63,,173.0,8.0,309.0,1.0,,13.0,6.0,48.0,1.0,536.0,,0.0,16.0,13.0,3.0,23.0,1.0,699.0,25.0,11.0,0.0,6.0,10.0,9.0,0.0
2562055,17,2025-12-20 15:00:00,90,Burnley,Away,93.0,14.0,1.0,2.0,1.0,1.0,,87.0,11.0,1.0,2.0,7.0,5.0,30.0,178.0,,,7.0,16.0,21.0,1.0,,3.0,,0.0,,,,,,,,,,,1.0,0.0,,,,,5.0,11.0,5.0,1.0,3.0,34.0,44.0,1.0,,1.0,,13.0,2.0,6.0,,,3.0,5.0,1.0,0.0,9.0,,54.0,47.0,,38.0,17.0,1.0,1.0,0.419607,0.3844,,0.9354,0.3567,57.0,11.0,11.0,,,,,,117.0,1.0,,1.0,,1.0,,18.0,0.0,,,17.0,,10.0,10.0,1.0,0.0,2.0,61.0,73.0,35.0,5.0,0.0,,2.0,1.0,235.0,3.0,2.0,0.0,23.0,60.0,23.0,,,,,160.0,160.0,1.0,19.0,20.0,34.4,,,1.0,2.0,17.0,0.0,57.0,,,,,1.0,,1.0,,1.0,5.0,44.0,156.0,13.0,2.0,114.0,28.0,38.0,14.0,2.0,8.0,6.0,113472.44,,88.0,3.0,163.0,,1.0,34.0,7.0,74.0,2.0,269.0,1.0,0.0,4.0,15.0,2.0,18.0,1.0,465.0,16.0,27.0,0.0,2.0,3.0,10.0,0.0
2562067,18,2025-12-27 15:00:00,90,Burnley,Home,164.0,13.0,,1.0,1.0,2.0,,196.0,6.0,1.0,4.0,10.0,9.0,27.0,359.0,,1.0,16.0,31.0,32.0,9.0,,5.0,1.0,0.0,,,,,,,,,,1.0,8.0,0.0,,,,1.0,2.0,10.0,5.0,9.0,7.0,68.0,42.0,1.0,1.0,,1.0,6.0,7.0,6.0,,,6.0,6.0,5.0,0.0,12.0,4.0,69.0,69.0,1.0,39.0,22.0,,,0.72882,1.4106,,,1.5358,77.0,8.0,8.0,,,1.0,,,187.0,,,,,,,10.0,0.0,,,22.0,,4.0,4.0,1.0,0.0,5.0,108.0,65.0,35.0,5.0,0.0,6.0,3.0,,443.0,3.0,2.0,0.0,56.0,67.0,35.0,,,,,186.0,186.0,,14.0,21.0,54.1,,,,5.0,15.0,0.0,103.0,6.0,,6.0,,,1.0,9.0,1.0,0.0,4.0,92.0,344.0,6.0,9.0,192.0,30.0,39.0,20.0,5.0,16.0,11.0,113961.77,1.0,139.0,9.0,290.0,,2.0,26.0,9.0,62.0,2.0,466.0,,0.0,16.0,22.0,1.0,27.0,0.0,700.0,28.0,23.0,0.0,7.0,6.0,12.0,0.0
2562077,19,2025-12-30 19:30:00,90,Burnley,Home,160.0,19.0,,1.0,1.0,,,190.0,4.0,2.0,4.0,2.0,7.0,16.0,349.0,1.0,,11.0,23.0,22.0,14.0,,,3.0,0.0,,,,,,,,,,,12.0,0.0,1.0,,,,6.0,13.0,7.0,8.0,7.0,79.0,59.0,2.0,2.0,,1.0,8.0,3.0,6.0,2.0,,3.0,6.0,3.0,1.0,7.0,3.0,57.0,51.0,1.0,27.0,17.0,2.0,1.0,0.792824,1.0874,,0.3995,2.4785,54.0,9.0,3.0,,,,,,148.0,1.0,,1.0,,1.0,,7.0,0.0,1.0,,17.0,1.0,11.0,11.0,2.0,0.0,4.0,107.0,68.0,27.0,4.0,0.0,8.0,7.0,4.0,423.0,8.0,1.0,0.0,60.0,57.0,25.0,,,,,147.0,147.0,1.0,23.0,30.0,48.1,1.0,,,1.0,12.0,0.0,105.0,5.0,1.0,4.0,,,3.0,8.0,,0.0,4.0,84.0,337.0,8.0,15.0,175.0,43.0,27.0,17.0,3.0,12.0,9.0,110788.01,3.0,118.0,1.0,276.0,1.0,2.0,19.0,9.0,52.0,1.0,439.0,2.0,0.0,15.0,21.0,,17.0,2.0,637.0,27.0,19.0,0.0,5.0,3.0,14.0,0.0
2562087,20,2026-01-03 15:00:00,90,Burnley,Away,198.0,17.0,,1.0,1.0,1.0,,128.0,6.0,,3.0,4.0,8.0,21.0,325.0,,,18.0,19.0,13.0,2.0,1.0,2.0,,0.0,,,1.0,1.0,,,,,,,2.0,0.0,,,,1.0,9.0,9.0,6.0,4.0,1.0,57.0,42.0,,,,1.0,9.0,,8.0,,,4.0,6.0,6.0,0.0,9.0,1.0,59.0,53.0,1.0,21.0,12.0,1.0,1.0,0.278434,0.2965,0.0369,0.1589,0.7218,43.0,17.0,7.0,,,1.0,,1.0,129.0,,,,,,,8.0,0.0,1.0,2.0,12.0,1.0,3.0,3.0,,0.0,4.0,106.0,50.0,26.0,4.0,0.0,1.0,1.0,3.0,376.0,4.0,,0.0,52.0,53.0,21.0,,,,,124.0,124.0,2.0,23.0,11.0,40.1,,,,1.0,17.0,0.0,104.0,2.0,,2.0,,1.0,,2.0,,0.0,4.0,65.0,309.0,9.0,2.0,220.0,29.0,21.0,16.0,4.0,16.0,12.0,112353.33,,94.0,5.0,192.0,1.0,,15.0,8.0,42.0,1.0,396.0,2.0,0.0,5.0,25.0,,22.0,4.0,570.0,12.0,15.0,0.0,8.0,4.0,13.0,0.0
2562098,21,2026-01-07 20:15:00,90,Burnley,Home,113.0,7.0,1.0,1.0,,1.0,,127.0,6.0,,6.0,7.0,6.0,20.0,240.0,,,10.0,22.0,9.0,5.0,,,,0.0,,,,1.0,,,,,,,6.0,0.0,,,,,3.0,21.0,9.0,6.0,1.0,50.0,55.0,,,,1.0,9.0,5.0,16.0,2.0,,2.0,4.0,1.0,0.0,9.0,3.0,65.0,42.0,1.0,25.0,13.0,,2.0,0.127613,0.2366,0.0685,0.8794,2.3985,36.0,9.0,7.0,,,2.0,,1.0,120.0,1.0,,,1.0,,,18.0,1.0,1.0,,13.0,,7.0,7.0,,0.0,6.0,72.0,59.0,23.0,6.0,0.0,1.0,5.0,1.0,286.0,9.0,2.0,0.0,53.0,47.0,11.0,,,,,128.0,128.0,5.0,21.0,18.0,34.6,,2.0,1.0,1.0,22.0,0.0,73.0,8.0,1.0,6.0,,,,1.0,,1.0,3.0,64.0,229.0,9.0,6.0,132.0,14.0,25.0,20.0,2.0,7.0,5.0,115006.42,,88.0,1.0,190.0,1.0,,23.0,7.0,55.0,3.0,315.0,,0.0,7.0,16.0,,16.0,2.0,507.0,9.0,16.0,0.0,10.0,2.0,10.0,0.0
2562109,22,2026-01-17 15:00:00,90,Burnley,Away,95.0,9.0,,,,,,96.0,5.0,,3.0,2.0,1.0,12.0,191.0,,,8.0,20.0,12.0,2.0,,,1.0,0.0,,,,,,,,,,,5.0,0.0,,,,,2.0,20.0,12.0,5.0,2.0,33.0,44.0,,,,2.0,11.0,2.0,15.0,2.0,,1.0,3.0,3.0,0.0,6.0,5.0,52.0,46.0,2.0,41.0,19.0,,,0.227665,0.3967,,0.0799,2.1689,35.0,10.0,8.0,1.0,,,,,129.0,1.0,,1.0,1.0,,,16.0,1.0,,,19.0,,9.0,9.0,1.0,0.0,3.0,57.0,62.0,19.0,9.0,0.0,1.0,2.0,1.0,246.0,15.0,,0.0,52.0,30.0,15.0,,1.0,1.0,,118.0,118.0,7.0,18.0,10.0,27.1,,,1.0,3.0,15.0,0.0,56.0,5.0,5.0,8.0,,1.0,1.0,4.0,,0.0,5.0,51.0,181.0,11.0,3.0,115.0,19.0,41.0,8.0,1.0,7.0,6.0,113544.97,1.0,82.0,2.0,167.0,,,26.0,1.0,60.0,2.0,275.0,2.0,0.0,7.0,19.0,,12.0,2.0,469.0,15.0,14.0,0.0,7.0,1.0,7.0,0.0
2562118,23,2026-01-24 15:00:00,90,Burnley,Home,139.0,9.0,,2.0,2.0,3.0,,155.0,3.0,1.0,,5.0,6.0,13.0,292.0,,,16.0,16.0,9.0,6.0,,,,0.0,,,,,,,,,,,5.0,0.0,,,,1.0,5.0,11.0,7.0,6.0,3.0,53.0,58.0,2.0,1.0,2.0,,10.0,3.0,17.0,,,1.0,2.0,4.0,1.0,14.0,7.0,66.0,46.0,,20.0,13.0,,,0.700479,1.438,,1.8912,3.3197,44.0,8.0,9.0,,,,,,150.0,1.0,,1.0,,1.0,,8.0,1.0,,1.0,13.0,,16.0,16.0,2.0,0.0,,82.0,71.0,37.0,3.0,0.0,2.0,5.0,4.0,355.0,1.0,1.0,0.0,56.0,43.0,12.0,,,,,143.0,143.0,3.0,27.0,23.0,37.5,,2.0,1.0,2.0,22.0,0.0,94.0,6.0,3.0,9.0,,,,2.0,,1.0,3.0,57.0,280.0,10.0,7.0,167.0,18.0,20.0,21.0,,6.0,6.0,113044.59,,87.0,5.0,218.0,,1.0,27.0,6.0,48.0,3.0,379.0,,0.0,9.0,19.0,,18.0,1.0,571.0,15.0,20.0,0.0,9.0,1.0,13.0,0.0
2562132,24,2026-02-02 20:00:00,90,Burnley,Away,226.0,14.0,,2.0,2.0,2.0,1.0,236.0,9.0,,3.0,4.0,8.0,22.0,460.0,,,22.0,15.0,15.0,3.0,1.0,,1.0,0.0,,,,,1.0,,,,,,3.0,0.0,,,,2.0,4.0,11.0,4.0,2.0,3.0,78.0,35.0,,,,1.0,11.0,2.0,9.0,,,2.0,9.0,7.0,0.0,8.0,1.0,41.0,40.0,1.0,27.0,18.0,1.0,,0.258795,0.0579,,,1.3807,57.0,10.0,11.0,,,2.0,4.0,,157.0,,,,,,,10.0,0.0,,1.0,18.0,,5.0,5.0,,0.0,3.0,140.0,55.0,35.0,1.0,0.0,3.0,1.0,,507.0,2.0,,1.0,83.0,79.0,30.0,,,,,118.0,118.0,3.0,9.0,18.0,55.8,,,,,20.0,0.0,154.0,2.0,1.0,3.0,,3.0,1.0,3.0,,0.0,5.0,102.0,440.0,11.0,4.0,247.0,26.0,27.0,2.0,2.0,22.0,20.0,115259.55,1.0,128.0,3.0,304.0,,,16.0,8.0,47.0,2.0,529.0,,0.0,5.0,14.0,,24.0,4.0,705.0,8.0,16.0,0.0,1.0,2.0,11.0,0.0
2562138,25,2026-02-07 15:00:00,90,Burnley,Home,185.0,9.0,2.0,7.0,5.0,,,222.0,3.0,1.0,8.0,1.0,7.0,15.0,400.0,,1.0,24.0,5.0,11.0,12.0,1.0,2.0,1.0,0.0,,,1.0,1.0,,,,,,,15.0,0.0,,,,,7.0,3.0,3.0,11.0,7.0,67.0,50.0,1.0,2.0,,1.0,7.0,8.0,11.0,,,5.0,18.0,12.0,0.0,9.0,1.0,40.0,44.0,1.0,23.0,13.0,,,1.02688,1.3373,0.0339,0.626,1.0919,57.0,11.0,10.0,,,2.0,1.0,1.0,149.0,,,,,,,5.0,0.0,,1.0,13.0,,2.0,2.0,,0.0,8.0,124.0,55.0,32.0,2.0,0.0,4.0,9.0,5.0,452.0,,1.0,0.0,87.0,70.0,40.0,,,,,132.0,132.0,3.0,20.0,18.0,53.9,,,,1.0,17.0,0.0,130.0,1.0,1.0,2.0,,,1.0,5.0,2.0,0.0,5.0,119.0,385.0,7.0,13.0,203.0,24.0,23.0,12.0,4.0,35.0,31.0,117316.4,1.0,151.0,1.0,302.0,,1.0,10.0,7.0,36.0,,470.0,,0.0,18.0,16.0,5.0,25.0,3.0,687.0,24.0,18.0,0.0,7.0,5.0,9.0,0.0
2562148,26,2026-02-11 19:40:00,90,Burnley,Away,112.0,4.0,1.0,3.0,2.0,1.0,2.0,103.0,4.0,1.0,3.0,5.0,4.0,16.0,212.0,,,9.0,28.0,23.0,2.0,1.0,2.0,,0.0,,,,,,,,,,,4.0,0.0,,,,2.0,3.0,15.0,6.0,4.0,4.0,44.0,57.0,1.0,1.0,,1.0,9.0,1.0,2.0,,,2.0,4.0,3.0,0.0,7.0,1.0,51.0,55.0,1.0,37.0,17.0,,,0.330456,0.5251,,1.5051,1.0492,54.0,8.0,11.0,1.0,,,4.0,,141.0,2.0,,1.0,2.0,,,12.0,2.0,,,17.0,,7.0,7.0,,0.0,3.0,73.0,60.0,23.0,8.0,1.0,1.0,4.0,3.0,292.0,9.0,1.0,0.0,37.0,48.0,23.0,,,,,147.0,147.0,2.0,27.0,23.0,35.5,,,3.0,,22.0,0.0,58.0,1.0,,1.0,,,,4.0,,0.0,4.0,49.0,203.0,9.0,5.0,142.0,14.0,37.0,12.0,2.0,13.0,11.0,113100.24,,94.0,5.0,187.0,,1.0,35.0,4.0,66.0,1.0,316.0,,0.0,8.0,16.0,,15.0,1.0,506.0,19.0,11.0,0.0,5.0,2.0,8.0,0.0
2562157,27,2026-02-21 15:00:00,90,Burnley,Away,132.0,9.0,3.0,5.0,2.0,1.0,,113.0,6.0,,2.0,2.0,6.0,17.0,240.0,1.0,,14.0,11.0,11.0,6.0,2.0,5.0,,0.0,1.0,,,1.0,,,,,,,6.0,0.0,,,,1.0,2.0,6.0,6.0,9.0,3.0,39.0,40.0,1.0,,1.0,,3.0,2.0,8.0,,,5.0,4.0,2.0,0.0,5.0,1.0,43.0,36.0,,20.0,10.0,,3.0,0.530781,0.8455,0.0846,1.1153,1.1619,39.0,11.0,13.0,1.0,,3.0,2.0,1.0,103.0,1.0,1.0,1.0,,1.0,,8.0,0.0,1.0,,10.0,,15.0,15.0,3.0,0.0,2.0,87.0,44.0,25.0,9.0,0.0,4.0,5.0,4.0,279.0,5.0,,0.0,27.0,51.0,20.0,,,,,99.0,99.0,5.0,22.0,11.0,33.5,,,1.0,,10.0,0.0,73.0,,1.0,1.0,,1.0,,6.0,,0.0,5.0,55.0,223.0,3.0,9.0,159.0,21.0,20.0,12.0,3.0,11.0,8.0,105987.12,,76.0,2.0,154.0,1.0,,17.0,7.0,43.0,4.0,302.0,1.0,0.0,12.0,9.0,,15.0,2.0,457.0,15.0,13.0,0.0,4.0,5.0,6.0,0.0
2562168,28,2026-02-28 15:00:00,90,Burnley,Home,128.0,10.0,,5.0,5.0,1.0,,133.0,1.0,,3.0,8.0,5.0,20.0,256.0,,1.0,12.0,29.0,16.0,9.0,,1.0,,0.0,,,,,,,,,,,10.0,0.0,,,,1.0,5.0,13.0,3.0,9.0,3.0,54.0,42.0,1.0,,1.0,3.0,5.0,2.0,15.0,1.0,2.0,4.0,7.0,6.0,0.0,6.0,2.0,66.0,52.0,3.0,39.0,21.0,,,0.775239,0.9715,,1.2825,2.809,47.0,9.0,7.0,2.0,,,,,119.0,2.0,,2.0,2.0,,,6.0,2.0,1.0,1.0,21.0,,4.0,4.0,,0.0,3.0,78.0,64.0,35.0,8.0,0.0,6.0,5.0,3.0,307.0,6.0,3.0,0.0,43.0,51.0,28.0,,,,,122.0,122.0,1.0,18.0,17.0,41.3,,,,2.0,8.0,0.0,75.0,2.0,1.0,2.0,,,,7.0,,0.0,5.0,69.0,245.0,5.0,11.0,144.0,23.0,39.0,24.0,4.0,17.0,13.0,116108.16,,101.0,5.0,199.0,2.0,,25.0,7.0,55.0,2.0,326.0,,0.0,12.0,13.0,1.0,20.0,2.0,531.0,13.0,13.0,0.0,16.0,4.0,8.0,0.0
2562178,29,2026-03-03 19:30:00,90,Burnley,Away,217.0,10.0,1.0,1.0,,1.0,,190.0,2.0,,5.0,2.0,11.0,23.0,407.0,,,17.0,10.0,12.0,4.0,1.0,2.0,1.0,0.0,,,,,,,,,,,3.0,0.0,,,,,6.0,9.0,5.0,3.0,2.0,82.0,53.0,1.0,1.0,,1.0,5.0,1.0,9.0,,,3.0,3.0,1.0,0.0,9.0,1.0,49.0,39.0,1.0,29.0,14.0,,,0.149151,0.7897,,0.5364,1.2279,55.0,12.0,10.0,,,,,,145.0,,,,,,,4.0,0.0,1.0,,14.0,,14.0,14.0,2.0,0.0,5.0,122.0,53.0,27.0,6.0,0.0,2.0,2.0,2.0,456.0,4.0,,0.0,69.0,61.0,21.0,,,,,123.0,123.0,4.0,20.0,22.0,44.6,,,,,11.0,0.0,127.0,2.0,1.0,3.0,,,1.0,2.0,1.0,0.0,4.0,74.0,396.0,5.0,4.0,235.0,31.0,29.0,10.0,3.0,7.0,4.0,117344.84,1.0,112.0,2.0,248.0,1.0,,11.0,12.0,51.0,2.0,476.0,,0.0,5.0,17.0,,22.0,1.0,661.0,11.0,22.0,0.0,1.0,3.0,10.0,0.0
2562187,30,2026-03-14 15:00:00,90,Burnley,Home,87.0,10.0,2.0,6.0,4.0,,1.0,118.0,8.0,1.0,3.0,3.0,5.0,23.0,199.0,,,18.0,22.0,20.0,7.0,3.0,5.0,,0.0,,,,,,,,,1.0,,6.0,0.0,1.0,,,2.0,5.0,14.0,8.0,12.0,3.0,48.0,50.0,3.0,3.0,,2.0,16.0,8.0,10.0,1.0,,5.0,7.0,5.0,0.0,12.0,1.0,63.0,45.0,2.0,38.0,23.0,,1.0,0.60883,1.3971,,0.2056,0.1692,56.0,11.0,5.0,,1.0,2.0,3.0,,127.0,,,,,,,17.0,0.0,,,23.0,1.0,3.0,3.0,1.0,0.0,3.0,58.0,58.0,25.0,8.0,0.0,4.0,6.0,2.0,261.0,10.0,2.0,0.0,53.0,54.0,32.0,,,,,159.0,159.0,4.0,20.0,19.0,38.0,1.0,,,,28.0,0.0,50.0,2.0,1.0,2.0,,2.0,,5.0,2.0,0.0,5.0,61.0,187.0,16.0,10.0,107.0,27.0,38.0,15.0,5.0,20.0,15.0,113048.91,,102.0,7.0,196.0,,1.0,18.0,5.0,57.0,1.0,283.0,1.0,0.0,15.0,13.0,1.0,34.0,1.0,511.0,25.0,21.0,0.0,7.0,5.0,8.0,0.0
