matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367538,1,2023-08-11 20:00:00,90,Burnley,Home,195.0,23.0,2.0,3.0,1.0,1.0,1.0,98.0,3.0,1.0,8.0,,3.0,24.0,290.0,1.0,,12.0,13.0,13.0,4.0,1.0,1.0,,,,,,,,5.0,,,,,,5.0,14.0,3.0,5.0,1.0,71.0,53.0,,,,,7.0,2.0,3.0,,1.0,6.0,1.0,,,5.0,4.0,44.0,36.0,,16.0,12.0,,,29.0,11.0,8.0,,,1.0,1.0,,112.0,,,,,,,5.0,,,,12.0,,7.0,7.0,1.0,8.0,85.0,49.0,22.0,5.0,,2.0,3.0,1.0,347.0,5.0,,,32.0,40.0,17.0,,,,,,112.0,112.0,9.0,18.0,18.0,34.4,,,,,15.0,0.0,97.0,4.0,1.0,5.0,,,,3.0,,,5.0,36.0,276.0,7.0,5.0,216.0,47.0,16.0,15.0,5.0,7.0,2.0,,61.0,1.0,156.0,,1.0,5.0,3.0,53.0,,365.0,2.0,1.0,6.0,12.0,,15.0,0.0,511.0,14.0,13.0,3.0,6.0,8.0,0.0
2367552,2,2023-10-03 19:30:00,90,Burnley,Away,128.0,13.0,2.0,2.0,,1.0,,169.0,3.0,1.0,4.0,5.0,5.0,27.0,295.0,2.0,,12.0,35.0,26.0,4.0,3.0,2.0,,,,,,,,9.0,,,,,2.0,2.0,15.0,3.0,7.0,7.0,94.0,67.0,1.0,,1.0,4.0,9.0,2.0,9.0,1.0,,6.0,6.0,2.0,,6.0,,64.0,59.0,4.0,34.0,17.0,,,65.0,6.0,13.0,1.0,,5.0,,,168.0,2.0,,1.0,2.0,,,12.0,2.0,1.0,,17.0,,7.0,7.0,1.0,4.0,62.0,79.0,30.0,7.0,,5.0,4.0,4.0,377.0,6.0,1.0,,66.0,43.0,18.0,,,,,,168.0,168.0,7.0,30.0,20.0,51.4,,,,,21.0,0.0,88.0,2.0,,1.0,,1.0,,8.0,,1.0,4.0,116.0,278.0,9.0,9.0,160.0,30.0,34.0,16.0,4.0,12.0,8.0,,172.0,5.0,264.0,1.0,1.0,35.0,6.0,79.0,3.0,412.0,2.0,0.0,14.0,15.0,1.0,21.0,2.0,615.0,28.0,14.0,8.0,6.0,9.0,0.0
2367562,3,2023-08-27 14:00:00,90,Burnley,Home,264.0,21.0,2.0,5.0,3.0,,,269.0,4.0,1.0,7.0,1.0,6.0,17.0,528.0,,1.0,13.0,8.0,10.0,6.0,2.0,2.0,,,,,,,,7.0,,,,,,7.0,12.0,4.0,6.0,3.0,110.0,54.0,1.0,1.0,,1.0,,1.0,10.0,,,4.0,9.0,3.0,,9.0,1.0,45.0,35.0,1.0,14.0,7.0,,1.0,66.0,12.0,8.0,1.0,1.0,2.0,1.0,,150.0,1.0,,1.0,1.0,,,4.0,1.0,,,7.0,,11.0,11.0,1.0,7.0,164.0,73.0,50.0,6.0,,6.0,3.0,2.0,574.0,6.0,2.0,,81.0,53.0,26.0,,,,,,111.0,111.0,7.0,21.0,19.0,56.9,,,,1.0,6.0,0.0,170.0,3.0,,3.0,,,,6.0,,,5.0,107.0,509.0,,9.0,272.0,40.0,14.0,14.0,3.0,16.0,13.0,,149.0,1.0,338.0,,1.0,6.0,6.0,33.0,5.0,594.0,,0.0,9.0,10.0,2.0,14.0,2.0,739.0,17.0,10.0,8.0,4.0,4.0,0.0
2367571,4,2023-09-02 15:00:00,90,Burnley,Home,241.0,31.0,2.0,5.0,3.0,1.0,,140.0,4.0,1.0,12.0,3.0,3.0,24.0,376.0,1.0,2.0,20.0,9.0,8.0,8.0,1.0,5.0,1.0,,,1.0,,,,9.0,,,,,1.0,6.0,11.0,10.0,8.0,8.0,87.0,67.0,2.0,1.0,1.0,,5.0,6.0,14.0,,,7.0,6.0,2.0,,7.0,3.0,57.0,53.0,,11.0,3.0,1.0,2.0,35.0,15.0,9.0,1.0,,2.0,,1.0,161.0,2.0,,2.0,2.0,,,7.0,2.0,,,3.0,,8.0,8.0,2.0,12.0,104.0,56.0,24.0,4.0,,4.0,7.0,4.0,442.0,6.0,1.0,,45.0,35.0,17.0,,,,,,133.0,133.0,8.0,22.0,24.0,46.1,,3.0,,,15.0,0.0,115.0,3.0,3.0,6.0,,2.0,1.0,6.0,,1.0,5.0,83.0,356.0,5.0,11.0,273.0,60.0,11.0,21.0,4.0,12.0,8.0,1.0,117.0,1.0,206.0,,1.0,18.0,3.0,59.0,2.0,467.0,1.0,0.0,16.0,27.0,3.0,22.0,4.0,666.0,31.0,11.0,9.0,7.0,16.0,0.0
2367584,5,2023-09-18 19:45:00,90,Burnley,Away,262.0,24.0,2.0,2.0,,2.0,,148.0,3.0,1.0,2.0,3.0,3.0,23.0,408.0,,,12.0,17.0,14.0,2.0,1.0,2.0,,,,,,,,4.0,,,,,1.0,2.0,6.0,8.0,5.0,5.0,80.0,55.0,1.0,1.0,,2.0,7.0,3.0,9.0,,2.0,4.0,9.0,3.0,,7.0,1.0,48.0,46.0,2.0,30.0,15.0,,,49.0,10.0,16.0,,,3.0,2.0,,127.0,1.0,,,1.0,,,6.0,1.0,,1.0,15.0,,7.0,7.0,,2.0,139.0,65.0,33.0,5.0,1.0,1.0,3.0,3.0,462.0,5.0,,,75.0,55.0,26.0,,,,,,133.0,133.0,7.0,20.0,22.0,53.9,,2.0,,,15.0,0.0,141.0,,3.0,3.0,,1.0,,4.0,,,4.0,68.0,387.0,7.0,4.0,275.0,43.0,30.0,13.0,4.0,18.0,14.0,,108.0,4.0,230.0,1.0,1.0,8.0,4.0,51.0,2.0,487.0,2.0,1.0,10.0,10.0,,20.0,3.0,674.0,22.0,15.0,7.0,4.0,7.0,0.0
2367591,6,2023-09-23 20:00:00,90,Burnley,Home,344.0,17.0,1.0,2.0,1.0,,,230.0,3.0,,6.0,,4.0,23.0,572.0,,3.0,6.0,11.0,12.0,8.0,2.0,1.0,,,,,,,,9.0,,,,1.0,2.0,2.0,8.0,3.0,8.0,4.0,125.0,60.0,1.0,1.0,,,10.0,3.0,2.0,,,9.0,12.0,5.0,,4.0,2.0,32.0,47.0,,14.0,7.0,,,46.0,6.0,12.0,,,4.0,2.0,,140.0,,,,,,,3.0,,1.0,,7.0,1.0,7.0,7.0,,6.0,198.0,54.0,38.0,5.0,,4.0,6.0,4.0,625.0,5.0,1.0,,65.0,96.0,30.0,,,,,,124.0,124.0,5.0,26.0,23.0,61.8,1.0,,,,19.0,0.0,184.0,2.0,1.0,3.0,,,,5.0,1.0,,5.0,126.0,552.0,10.0,10.0,373.0,36.0,14.0,19.0,5.0,24.0,19.0,,157.0,3.0,298.0,1.0,,10.0,6.0,46.0,1.0,647.0,,0.0,12.0,13.0,4.0,9.0,1.0,804.0,20.0,9.0,10.0,9.0,6.0,0.0
2367603,7,2023-09-30 15:00:00,90,Burnley,Away,253.0,15.0,1.0,1.0,,,,112.0,6.0,,9.0,4.0,6.0,19.0,364.0,,,17.0,19.0,7.0,5.0,1.0,1.0,1.0,,,,,,,7.0,,,,,,10.0,14.0,6.0,6.0,2.0,98.0,74.0,1.0,1.0,,,8.0,5.0,9.0,1.0,,3.0,2.0,2.0,,9.0,1.0,64.0,36.0,,23.0,14.0,,2.0,26.0,15.0,7.0,,,,,,146.0,,,,,,,9.0,,1.0,,14.0,,4.0,4.0,,9.0,106.0,54.0,24.0,5.0,,,6.0,2.0,441.0,7.0,2.0,,42.0,49.0,13.0,1.0,1.0,1.0,,,145.0,145.0,3.0,28.0,29.0,47.2,,,,,20.0,0.0,113.0,4.0,2.0,5.0,,2.0,1.0,1.0,,,5.0,53.0,347.0,8.0,6.0,293.0,47.0,23.0,21.0,2.0,6.0,4.0,1.0,79.0,2.0,176.0,1.0,,15.0,6.0,58.0,3.0,463.0,1.0,0.0,8.0,13.0,1.0,19.0,3.0,637.0,16.0,13.0,9.0,3.0,6.0,0.0
2367610,8,2023-10-07 15:00:00,90,Burnley,Home,249.0,24.0,,1.0,1.0,,,80.0,2.0,,9.0,2.0,4.0,24.0,328.0,,,15.0,9.0,10.0,6.0,1.0,3.0,,,,1.0,1.0,,,5.0,,,,,,4.0,7.0,3.0,5.0,5.0,97.0,55.0,1.0,1.0,,1.0,4.0,4.0,8.0,,,7.0,5.0,,,10.0,,49.0,50.0,1.0,9.0,5.0,,,24.0,11.0,8.0,1.0,,1.0,,1.0,104.0,1.0,,1.0,1.0,,,5.0,1.0,2.0,1.0,5.0,,4.0,4.0,,9.0,93.0,40.0,23.0,3.0,,2.0,6.0,3.0,365.0,2.0,3.0,1.0,54.0,16.0,17.0,1.0,1.0,1.0,,,117.0,117.0,5.0,17.0,19.0,37.6,,3.0,,,11.0,0.0,96.0,2.0,,2.0,,,,3.0,,,5.0,41.0,309.0,4.0,8.0,275.0,43.0,9.0,20.0,4.0,9.0,5.0,,60.0,1.0,124.0,2.0,,6.0,5.0,43.0,4.0,390.0,,0.0,10.0,24.0,1.0,20.0,2.0,562.0,9.0,13.0,8.0,7.0,15.0,0.0
2367620,9,2023-10-21 15:00:00,90,Burnley,Away,216.0,15.0,,,,,,145.0,4.0,1.0,17.0,6.0,4.0,25.0,361.0,,1.0,12.0,16.0,14.0,5.0,,1.0,1.0,,,,,,,5.0,,,,,,8.0,16.0,7.0,3.0,3.0,84.0,64.0,1.0,1.0,,1.0,8.0,1.0,10.0,1.0,,5.0,5.0,3.0,,9.0,4.0,55.0,43.0,1.0,27.0,18.0,,,41.0,12.0,14.0,,,1.0,1.0,,136.0,,,,,,,9.0,,1.0,,18.0,,11.0,11.0,2.0,17.0,106.0,56.0,23.0,5.0,,3.0,2.0,1.0,408.0,6.0,1.0,,35.0,53.0,17.0,,,,,,131.0,131.0,1.0,19.0,25.0,50.1,,,,1.0,16.0,0.0,111.0,4.0,3.0,6.0,1.0,1.0,1.0,4.0,,,5.0,72.0,342.0,8.0,5.0,240.0,47.0,27.0,17.0,5.0,14.0,9.0,1.0,96.0,1.0,211.0,1.0,1.0,13.0,4.0,59.0,2.0,437.0,1.0,1.0,6.0,7.0,1.0,14.0,2.0,635.0,11.0,19.0,9.0,5.0,4.0,0.0
2367628,10,2023-10-28 15:00:00,90,Burnley,Away,234.0,11.0,,1.0,1.0,1.0,,140.0,4.0,1.0,13.0,3.0,1.0,20.0,373.0,,,22.0,15.0,14.0,4.0,,4.0,,,,,,,,2.0,,,,,,6.0,8.0,5.0,3.0,3.0,100.0,61.0,,1.0,,,8.0,1.0,10.0,,,5.0,7.0,2.0,1.0,14.0,2.0,62.0,43.0,,26.0,11.0,1.0,,47.0,12.0,9.0,,,,,,160.0,1.0,,,,1.0,,11.0,,1.0,,11.0,,9.0,9.0,3.0,13.0,110.0,60.0,28.0,10.0,,1.0,4.0,3.0,441.0,3.0,,,42.0,72.0,15.0,,,,,,148.0,148.0,1.0,24.0,22.0,55.7,,3.0,,2.0,17.0,0.0,100.0,3.0,1.0,4.0,,2.0,,2.0,,,5.0,70.0,353.0,8.0,5.0,273.0,40.0,26.0,19.0,2.0,11.0,9.0,,103.0,5.0,208.0,1.0,1.0,27.0,1.0,65.0,1.0,470.0,3.0,0.0,6.0,12.0,,25.0,3.0,658.0,17.0,12.0,8.0,5.0,9.0,0.0
2367639,11,2023-11-04 15:00:00,90,Burnley,Home,286.0,16.0,3.0,7.0,4.0,4.0,1.0,221.0,,,2.0,5.0,2.0,27.0,500.0,1.0,1.0,22.0,20.0,17.0,10.0,5.0,5.0,,,,,,,,9.0,,,,,3.0,2.0,3.0,1.0,15.0,2.0,110.0,43.0,2.0,3.0,,,6.0,2.0,3.0,,,12.0,12.0,9.0,,6.0,,44.0,52.0,,7.0,1.0,1.0,,62.0,9.0,11.0,,,3.0,1.0,,161.0,,,,,,,,,,,1.0,,8.0,8.0,,2.0,165.0,69.0,36.0,1.0,,9.0,6.0,5.0,574.0,1.0,1.0,,88.0,54.0,39.0,,,,,,148.0,148.0,3.0,17.0,21.0,67.5,,,,,15.0,0.0,155.0,1.0,,1.0,,2.0,,10.0,,,4.0,108.0,484.0,6.0,15.0,311.0,37.0,7.0,17.0,9.0,31.0,22.0,,155.0,7.0,311.0,,,21.0,2.0,56.0,2.0,591.0,3.0,0.0,17.0,15.0,1.0,27.0,0.0,772.0,38.0,11.0,9.0,12.0,8.0,0.0
2367649,12,2023-11-11 15:00:00,90,Burnley,Away,152.0,17.0,2.0,2.0,1.0,,,115.0,5.0,,3.0,3.0,1.0,27.0,265.0,1.0,,12.0,28.0,22.0,5.0,1.0,1.0,,,,,,,,7.0,,,,,,5.0,12.0,4.0,4.0,4.0,48.0,30.0,,,,,6.0,,5.0,,,3.0,3.0,2.0,,6.0,2.0,59.0,45.0,,32.0,19.0,,,40.0,9.0,7.0,,,,1.0,,124.0,,,,,,,8.0,1.0,1.0,,19.0,,10.0,10.0,2.0,3.0,78.0,49.0,21.0,13.0,1.0,3.0,3.0,5.0,311.0,4.0,2.0,,41.0,40.0,15.0,,,,,,108.0,108.0,1.0,12.0,11.0,36.5,,,,2.0,15.0,0.0,84.0,3.0,,3.0,,,,3.0,,,4.0,57.0,248.0,6.0,6.0,173.0,36.0,32.0,14.0,3.0,8.0,6.0,,87.0,5.0,169.0,1.0,,12.0,1.0,57.0,2.0,334.0,1.0,0.0,8.0,13.0,,17.0,1.0,499.0,14.0,7.0,3.0,3.0,8.0,0.0
2367659,13,2023-11-25 15:00:00,90,Burnley,Home,268.0,19.0,1.0,5.0,4.0,3.0,2.0,146.0,1.0,,4.0,10.0,4.0,31.0,409.0,,,11.0,22.0,20.0,5.0,3.0,2.0,1.0,,,,1.0,,,5.0,1.0,,,,3.0,5.0,11.0,1.0,8.0,3.0,92.0,64.0,1.0,1.0,1.0,,13.0,,13.0,,,4.0,5.0,4.0,,11.0,1.0,66.0,48.0,,27.0,12.0,,,45.0,11.0,6.0,1.0,,2.0,2.0,,155.0,,,,,,,6.0,,,,12.0,,5.0,5.0,,4.0,134.0,71.0,34.0,5.0,,6.0,2.0,5.0,482.0,5.0,3.0,1.0,49.0,36.0,18.0,,,,,1.0,143.0,143.0,4.0,26.0,30.0,50.9,,3.0,,2.0,22.0,0.0,115.0,2.0,,2.0,,,1.0,6.0,,,3.0,56.0,402.0,13.0,8.0,297.0,32.0,27.0,14.0,4.0,15.0,11.0,1.0,83.0,6.0,214.0,,,33.0,6.0,71.0,2.0,496.0,,0.0,11.0,17.0,,15.0,1.0,686.0,20.0,17.0,5.0,4.0,11.0,0.0
