matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855372,21,2017-01-14 15:00:00,90,Burnley,Home,92.0,6.0,1.0,1.0,,8.0,,88.0,2.0,2.0,4.0,11.0,7.0,23.0,179.0,1.0,,21.0,32.0,22.0,4.0,2.0,1.0,1.0,1.0,,,1.0,3.0,,,,4.0,,,1.0,8.0,15.0,5.0,2.0,7.0,35.0,66.0,,,,9.0,17.0,2.0,10.0,,,2.0,7.0,5.0,,10.0,1.0,66.0,53.0,9.0,47.0,26.0,,,65.0,14.0,13.0,,,4.0,1.0,3.0,134.0,,,,,,,11.0,,,,26.0,,12.0,12.0,2.0,4.0,69.0,81.0,32.0,7.0,,3.0,3.0,3.0,264.0,8.0,3.0,,52.0,33.0,21.0,,,,,,161.0,161.0,3.0,22.0,33.0,40.9,,,,1.0,17.0,0.0,54.0,3.0,2.0,5.0,,,1.0,4.0,1.0,3.0,47.0,168.0,8.0,6.0,110.0,14.0,47.0,10.0,2.0,15.0,13.0,1.0,109.0,17.0,197.0,,2.0,47.0,8.0,81.0,,292.0,1.0,0.0,9.0,12.0,,27.0,1.0,509.0,8.0,12.0,7.0,2.0,8.0,0.0
855383,22,2017-01-22 14:15:00,90,Burnley,Away,82.0,15.0,2.0,5.0,3.0,1.0,,81.0,3.0,,4.0,12.0,3.0,33.0,158.0,,,6.0,17.0,13.0,5.0,2.0,2.0,,,,,1.0,1.0,,,,8.0,1.0,,1.0,7.0,15.0,9.0,7.0,6.0,29.0,54.0,,,1.0,3.0,8.0,3.0,16.0,,1.0,4.0,6.0,9.0,,10.0,5.0,54.0,53.0,3.0,33.0,19.0,,,60.0,11.0,11.0,1.0,,3.0,1.0,1.0,108.0,,,,,,,11.0,,,,19.0,,15.0,15.0,5.0,4.0,45.0,62.0,23.0,10.0,,1.0,6.0,7.0,206.0,8.0,1.0,,27.0,28.0,34.0,1.0,1.0,1.0,,1.0,124.0,124.0,4.0,27.0,13.0,30.2,,,,,8.0,0.0,55.0,2.0,4.0,6.0,,,,3.0,,3.0,51.0,149.0,7.0,7.0,95.0,20.0,33.0,5.0,4.0,20.0,16.0,,94.0,4.0,162.0,,,40.0,3.0,83.0,,237.0,,0.0,13.0,26.0,1.0,10.0,3.0,431.0,23.0,14.0,4.0,4.0,16.0,0.0
855394,23,2017-01-31 19:45:00,90,Burnley,Home,90.0,26.0,6.0,8.0,2.0,10.0,,204.0,,,3.0,11.0,8.0,39.0,286.0,,,34.0,31.0,52.0,14.0,5.0,10.0,,,,,,,,,,11.0,,,2.0,3.0,7.0,6.0,15.0,9.0,59.0,54.0,1.0,,1.0,3.0,22.0,9.0,7.0,,,10.0,9.0,10.0,,9.0,,53.0,81.0,3.0,38.0,28.0,,2.0,104.0,4.0,8.0,,,2.0,,,192.0,1.0,,1.0,,1.0,,2.0,,1.0,1.0,28.0,,7.0,7.0,,3.0,88.0,106.0,51.0,2.0,,11.0,9.0,3.0,400.0,5.0,2.0,,55.0,57.0,50.0,,,,,,193.0,193.0,1.0,18.0,18.0,59.9,,,,1.0,22.0,0.0,83.0,1.0,4.0,5.0,,,,12.0,1.0,3.0,95.0,278.0,5.0,20.0,114.0,51.0,38.0,8.0,10.0,29.0,19.0,,167.0,18.0,337.0,1.0,,50.0,8.0,98.0,1.0,422.0,,0.0,24.0,16.0,1.0,40.0,1.0,659.0,32.0,15.0,5.0,10.0,9.0,0.0
855410,24,2017-02-04 15:00:00,90,Burnley,Away,122.0,12.0,2.0,3.0,1.0,3.0,,85.0,1.0,,4.0,14.0,3.0,34.0,204.0,,,14.0,25.0,34.0,3.0,2.0,3.0,,,,,1.0,1.0,,,,4.0,1.0,,2.0,6.0,7.0,9.0,5.0,6.0,49.0,80.0,,1.0,1.0,1.0,15.0,3.0,8.0,,,6.0,4.0,4.0,,12.0,3.0,56.0,72.0,1.0,25.0,13.0,,,68.0,10.0,10.0,1.0,,3.0,,1.0,176.0,,,,,,,4.0,,,1.0,13.0,,13.0,13.0,3.0,4.0,56.0,83.0,36.0,3.0,,1.0,4.0,7.0,314.0,6.0,,,28.0,33.0,26.0,,,,,1.0,180.0,180.0,,45.0,26.0,39.6,,,,1.0,15.0,0.0,57.0,3.0,2.0,5.0,,,,1.0,,3.0,35.0,190.0,9.0,5.0,175.0,23.0,25.0,6.0,6.0,13.0,8.0,,87.0,7.0,176.0,,,67.0,4.0,102.0,4.0,338.0,,1.0,11.0,24.0,1.0,22.0,0.0,519.0,8.0,10.0,4.0,6.0,16.0,0.0
855414,25,2017-02-12 13:30:00,90,Burnley,Home,86.0,11.0,,3.0,3.0,5.0,,99.0,6.0,,2.0,10.0,4.0,34.0,182.0,,1.0,14.0,14.0,16.0,4.0,,,,1.0,,,,1.0,,,,6.0,,,,7.0,7.0,6.0,3.0,4.0,38.0,70.0,1.0,2.0,,1.0,17.0,2.0,22.0,,,1.0,3.0,3.0,,10.0,1.0,61.0,38.0,1.0,44.0,19.0,,2.0,63.0,12.0,10.0,,,1.0,,1.0,140.0,,,,,,,10.0,,,1.0,19.0,,19.0,19.0,2.0,2.0,54.0,88.0,34.0,1.0,1.0,1.0,3.0,4.0,266.0,5.0,1.0,,39.0,47.0,19.0,,,,,,154.0,154.0,3.0,29.0,30.0,28.3,,,1.0,,17.0,0.0,59.0,1.0,,1.0,,,,1.0,,2.0,43.0,170.0,11.0,4.0,106.0,26.0,44.0,8.0,1.0,7.0,6.0,,103.0,12.0,192.0,,,48.0,4.0,88.0,3.0,291.0,,0.0,7.0,10.0,1.0,22.0,3.0,479.0,18.0,15.0,4.0,1.0,4.0,0.0
855425,26,2017-02-25 15:00:00,90,Burnley,Away,67.0,15.0,2.0,4.0,2.0,2.0,,73.0,6.0,,2.0,6.0,5.0,25.0,136.0,,,13.0,28.0,20.0,4.0,1.0,2.0,,,,,,2.0,,,,5.0,,,2.0,4.0,10.0,5.0,5.0,6.0,22.0,54.0,1.0,,1.0,3.0,9.0,4.0,6.0,,,3.0,8.0,4.0,1.0,8.0,,55.0,42.0,3.0,32.0,18.0,,,67.0,13.0,8.0,,,3.0,1.0,2.0,145.0,1.0,1.0,1.0,,1.0,,14.0,,2.0,1.0,18.0,1.0,10.0,10.0,,2.0,37.0,90.0,32.0,6.0,,3.0,3.0,3.0,218.0,5.0,1.0,,41.0,20.0,27.0,1.0,1.0,1.0,,,145.0,145.0,4.0,20.0,21.0,33.2,,,1.0,1.0,9.0,0.0,36.0,,,,1.0,1.0,,4.0,,3.0,39.0,127.0,8.0,6.0,79.0,29.0,32.0,6.0,3.0,16.0,13.0,,91.0,12.0,177.0,3.0,,42.0,6.0,80.0,6.0,240.0,,1.0,11.0,9.0,,20.0,1.0,409.0,14.0,6.0,5.0,3.0,3.0,0.0
855437,27,2017-03-04 15:00:00,90,Burnley,Away,79.0,4.0,2.0,3.0,1.0,5.0,,86.0,3.0,,,16.0,10.0,24.0,162.0,,,16.0,24.0,26.0,3.0,,,,,,,,,,,,5.0,1.0,,,6.0,16.0,8.0,4.0,2.0,39.0,46.0,,,1.0,7.0,16.0,,21.0,1.0,1.0,2.0,1.0,2.0,,5.0,4.0,66.0,59.0,7.0,64.0,37.0,,,61.0,13.0,6.0,2.0,,1.0,,,115.0,1.0,,1.0,1.0,,,11.0,1.0,,,37.0,,13.0,13.0,2.0,,53.0,72.0,28.0,10.0,,2.0,2.0,4.0,223.0,5.0,2.0,,33.0,32.0,12.0,,,,,1.0,116.0,116.0,2.0,24.0,15.0,28.7,,3.0,,2.0,16.0,0.0,41.0,3.0,3.0,5.0,,,,2.0,,3.0,39.0,154.0,10.0,4.0,91.0,12.0,64.0,4.0,2.0,5.0,3.0,,89.0,14.0,162.0,,,45.0,10.0,75.0,1.0,248.0,,0.0,6.0,27.0,,20.0,2.0,450.0,7.0,13.0,1.0,2.0,18.0,0.0
855444,2,2016-08-20 15:00:00,90,Burnley,Home,69.0,4.0,,,,3.0,,61.0,7.0,,2.0,10.0,4.0,23.0,130.0,,,8.0,11.0,15.0,1.0,,,,,,,,,,,,3.0,,,,10.0,9.0,17.0,,3.0,35.0,45.0,,,,4.0,22.0,,16.0,,,1.0,,3.0,,15.0,3.0,58.0,39.0,4.0,26.0,15.0,,,50.0,14.0,5.0,2.0,,,,,109.0,2.0,,2.0,2.0,,,16.0,2.0,,1.0,18.0,,18.0,18.0,4.0,2.0,32.0,58.0,19.0,12.0,,1.0,2.0,2.0,186.0,8.0,1.0,,34.0,21.0,7.0,,,,,,118.0,118.0,4.0,17.0,15.0,19.6,,,,1.0,22.0,0.0,34.0,1.0,4.0,5.0,,,,1.0,,3.0,29.0,118.0,14.0,3.0,88.0,15.0,34.0,10.0,,3.0,3.0,,68.0,13.0,125.0,,,30.0,4.0,65.0,3.0,210.0,,0.0,3.0,13.0,1.0,11.0,0.0,380.0,3.0,10.0,7.0,1.0,10.0,0.0
855458,29,2017-03-18 15:00:00,90,Burnley,Away,104.0,7.0,4.0,7.0,3.0,7.0,1.0,175.0,4.0,2.0,2.0,16.0,10.0,40.0,272.0,,1.0,20.0,24.0,31.0,9.0,2.0,3.0,,,1.0,,,1.0,,,,10.0,,,2.0,2.0,7.0,7.0,9.0,7.0,63.0,58.0,1.0,1.0,,2.0,7.0,6.0,4.0,,,5.0,5.0,9.0,,9.0,2.0,50.0,59.0,2.0,37.0,28.0,,,94.0,7.0,13.0,,,4.0,2.0,1.0,168.0,,,,,,,8.0,,1.0,,28.0,,9.0,9.0,1.0,2.0,78.0,95.0,40.0,3.0,,6.0,5.0,3.0,360.0,2.0,2.0,,58.0,49.0,49.0,,,,,,164.0,164.0,3.0,19.0,27.0,56.0,,,,,7.0,0.0,75.0,4.0,1.0,5.0,,1.0,,7.0,,2.0,85.0,260.0,5.0,11.0,117.0,18.0,37.0,13.0,5.0,21.0,16.0,,157.0,19.0,288.0,1.0,2.0,56.0,10.0,92.0,1.0,384.0,,0.0,16.0,9.0,1.0,28.0,1.0,589.0,27.0,12.0,7.0,5.0,4.0,0.0
855463,30,2017-04-01 15:00:00,90,Burnley,Home,93.0,18.0,2.0,8.0,6.0,2.0,,163.0,7.0,,3.0,16.0,9.0,40.0,248.0,,,10.0,17.0,24.0,11.0,,2.0,,,,,,,,,,10.0,,,1.0,6.0,10.0,9.0,5.0,8.0,54.0,63.0,,,,3.0,19.0,5.0,10.0,,,3.0,8.0,9.0,,7.0,3.0,48.0,56.0,3.0,27.0,14.0,,3.0,88.0,9.0,6.0,,,1.0,,,158.0,,,,,,,11.0,,,,14.0,,9.0,9.0,1.0,3.0,80.0,95.0,49.0,7.0,,5.0,6.0,2.0,338.0,5.0,,,61.0,37.0,39.0,,,,,,161.0,161.0,5.0,24.0,26.0,39.0,,,,,19.0,0.0,69.0,3.0,2.0,5.0,,2.0,,6.0,,3.0,85.0,234.0,12.0,11.0,107.0,37.0,27.0,8.0,3.0,20.0,17.0,,150.0,11.0,274.0,,,40.0,11.0,79.0,5.0,361.0,,0.0,13.0,24.0,1.0,23.0,2.0,547.0,14.0,6.0,3.0,3.0,17.0,0.0
855473,31,2017-04-04 19:45:00,90,Burnley,Home,128.0,15.0,,4.0,4.0,3.0,2.0,118.0,5.0,,7.0,13.0,12.0,42.0,242.0,,,17.0,38.0,35.0,2.0,1.0,,,,,,,,,,,6.0,,,1.0,4.0,8.0,7.0,4.0,3.0,56.0,55.0,,,,2.0,14.0,3.0,16.0,,,3.0,5.0,3.0,,8.0,,72.0,68.0,2.0,41.0,24.0,,,87.0,9.0,15.0,,,4.0,2.0,,182.0,1.0,,1.0,1.0,,,13.0,1.0,,,24.0,,24.0,24.0,3.0,7.0,66.0,94.0,41.0,5.0,1.0,1.0,3.0,3.0,339.0,6.0,1.0,,27.0,65.0,28.0,,,,,,175.0,175.0,4.0,24.0,15.0,48.1,,,,,14.0,0.0,68.0,1.0,1.0,2.0,,1.0,,1.0,,3.0,52.0,228.0,8.0,4.0,147.0,46.0,41.0,11.0,3.0,13.0,10.0,,125.0,16.0,238.0,,,36.0,14.0,98.0,4.0,372.0,1.0,0.0,7.0,10.0,1.0,21.0,3.0,580.0,16.0,17.0,9.0,3.0,7.0,0.0
855486,32,2017-04-08 15:00:00,90,Burnley,Away,125.0,7.0,2.0,6.0,4.0,1.0,,140.0,3.0,,2.0,7.0,6.0,33.0,259.0,1.0,,11.0,30.0,17.0,4.0,1.0,1.0,,,1.0,1.0,,2.0,,,,4.0,,1.0,,7.0,8.0,5.0,5.0,2.0,52.0,63.0,1.0,1.0,,2.0,14.0,,8.0,2.0,,3.0,7.0,7.0,,9.0,2.0,60.0,45.0,2.0,22.0,11.0,,,66.0,12.0,8.0,,,2.0,,2.0,133.0,,,,,,,6.0,,1.0,,11.0,1.0,16.0,16.0,5.0,2.0,79.0,84.0,40.0,4.0,,3.0,2.0,2.0,322.0,5.0,2.0,,53.0,50.0,28.0,,,,,,124.0,124.0,4.0,24.0,27.0,42.7,1.0,,,,14.0,0.0,76.0,4.0,1.0,3.0,,,,5.0,,2.0,67.0,250.0,8.0,5.0,136.0,13.0,22.0,8.0,3.0,17.0,14.0,,118.0,7.0,221.0,1.0,,45.0,7.0,80.0,2.0,340.0,1.0,0.0,7.0,16.0,,17.0,3.0,503.0,14.0,10.0,5.0,3.0,12.0,0.0
855493,33,2017-04-15 15:00:00,90,Burnley,Away,87.0,14.0,3.0,5.0,2.0,3.0,,115.0,,,2.0,18.0,6.0,32.0,197.0,,1.0,12.0,17.0,26.0,4.0,1.0,3.0,,,,,,2.0,1.0,1.0,,5.0,1.0,,2.0,7.0,17.0,13.0,7.0,6.0,50.0,56.0,,,1.0,3.0,12.0,3.0,6.0,,,7.0,5.0,9.0,,15.0,2.0,50.0,71.0,3.0,24.0,9.0,,,72.0,14.0,15.0,1.0,,5.0,2.0,2.0,153.0,,,,,,,5.0,,1.0,4.0,9.0,,15.0,15.0,2.0,2.0,53.0,74.0,35.0,6.0,,2.0,3.0,6.0,275.0,13.0,,1.0,51.0,21.0,41.0,,,,,1.0,157.0,157.0,3.0,27.0,20.0,36.8,,,,2.0,12.0,0.0,45.0,5.0,,5.0,,,,4.0,,3.0,68.0,183.0,5.0,5.0,116.0,31.0,24.0,9.0,6.0,22.0,16.0,,120.0,9.0,207.0,1.0,,43.0,7.0,74.0,,301.0,,0.0,13.0,25.0,2.0,21.0,0.0,507.0,18.0,9.0,6.0,7.0,19.0,0.0
855504,34,2017-04-23 14:15:00,90,Burnley,Home,126.0,20.0,3.0,4.0,1.0,4.0,,152.0,5.0,1.0,2.0,14.0,3.0,40.0,274.0,,,18.0,15.0,20.0,6.0,1.0,,,,,,,,,,,5.0,,,3.0,12.0,7.0,5.0,4.0,4.0,47.0,59.0,1.0,1.0,,3.0,15.0,4.0,15.0,,,3.0,11.0,7.0,,12.0,4.0,64.0,76.0,3.0,10.0,4.0,,,77.0,17.0,15.0,,,1.0,1.0,,176.0,,,,,,,11.0,,1.0,,4.0,,6.0,6.0,1.0,2.0,76.0,102.0,49.0,3.0,,4.0,3.0,,354.0,3.0,2.0,,53.0,53.0,36.0,,,,,,180.0,180.0,4.0,19.0,27.0,45.7,,,,,15.0,0.0,86.0,3.0,1.0,4.0,,,,4.0,,3.0,77.0,256.0,11.0,8.0,148.0,33.0,10.0,16.0,3.0,22.0,19.0,,126.0,9.0,259.0,1.0,1.0,42.0,3.0,88.0,3.0,385.0,,0.0,8.0,32.0,,25.0,2.0,590.0,18.0,21.0,10.0,3.0,24.0,0.0
855512,35,2017-04-29 17:30:00,90,Burnley,Away,67.0,13.0,4.0,9.0,5.0,3.0,1.0,118.0,6.0,,,21.0,6.0,40.0,176.0,,1.0,4.0,26.0,30.0,6.0,,,,,,,,,,,,8.0,,,1.0,4.0,11.0,4.0,6.0,3.0,46.0,53.0,2.0,,2.0,5.0,20.0,4.0,18.0,,,4.0,7.0,5.0,,10.0,3.0,68.0,57.0,5.0,51.0,33.0,,,77.0,12.0,10.0,1.0,,2.0,2.0,,138.0,2.0,,2.0,2.0,,,12.0,2.0,,1.0,33.0,,8.0,8.0,2.0,,46.0,84.0,45.0,14.0,,2.0,6.0,3.0,246.0,4.0,1.0,,59.0,32.0,29.0,,,,,,147.0,147.0,2.0,26.0,21.0,36.5,,,,,20.0,0.0,43.0,3.0,2.0,5.0,,1.0,,2.0,1.0,2.0,60.0,162.0,17.0,8.0,87.0,17.0,51.0,3.0,4.0,18.0,14.0,,119.0,11.0,204.0,,,51.0,8.0,83.0,1.0,273.0,,0.0,9.0,21.0,1.0,18.0,0.0,484.0,25.0,12.0,,4.0,14.0,0.0
855524,36,2017-05-06 15:00:00,90,Burnley,Home,126.0,16.0,3.0,5.0,2.0,1.0,,150.0,2.0,,3.0,6.0,6.0,32.0,271.0,,,10.0,34.0,21.0,5.0,3.0,3.0,,,,,,,,,,10.0,,,1.0,4.0,7.0,4.0,10.0,4.0,54.0,67.0,1.0,,1.0,1.0,15.0,5.0,9.0,,,5.0,7.0,10.0,,8.0,,66.0,47.0,1.0,31.0,12.0,,1.0,79.0,9.0,14.0,2.0,,1.0,1.0,,161.0,2.0,1.0,2.0,1.0,1.0,,5.0,1.0,2.0,,12.0,,9.0,9.0,2.0,3.0,92.0,88.0,36.0,8.0,,2.0,8.0,4.0,360.0,6.0,1.0,,74.0,34.0,44.0,,,,,,165.0,165.0,4.0,24.0,33.0,55.1,,2.0,1.0,1.0,15.0,0.0,76.0,1.0,,1.0,,,,5.0,,3.0,65.0,259.0,9.0,10.0,151.0,34.0,31.0,9.0,5.0,23.0,18.0,,123.0,5.0,255.0,2.0,,46.0,7.0,87.0,3.0,383.0,,0.0,14.0,11.0,,19.0,1.0,570.0,25.0,8.0,3.0,5.0,8.0,0.0
855532,37,2017-05-13 15:00:00,90,Burnley,Away,123.0,10.0,1.0,3.0,2.0,5.0,,166.0,6.0,1.0,1.0,17.0,7.0,37.0,286.0,,,18.0,18.0,29.0,5.0,2.0,1.0,,,,,,1.0,,,1.0,11.0,,,1.0,9.0,11.0,7.0,5.0,9.0,72.0,62.0,,1.0,,3.0,15.0,4.0,7.0,,,1.0,5.0,7.0,,9.0,,46.0,62.0,3.0,19.0,8.0,,,66.0,11.0,6.0,1.0,,1.0,,1.0,168.0,1.0,,1.0,1.0,,,9.0,1.0,,,8.0,,12.0,12.0,4.0,2.0,79.0,98.0,49.0,7.0,,5.0,3.0,3.0,369.0,6.0,1.0,,51.0,49.0,24.0,,,,,,150.0,150.0,3.0,21.0,30.0,45.2,,,,,15.0,0.0,74.0,2.0,2.0,4.0,,,,7.0,,3.0,71.0,268.0,6.0,8.0,136.0,27.0,19.0,7.0,1.0,13.0,12.0,,122.0,23.0,270.0,,1.0,45.0,8.0,81.0,5.0,393.0,,0.0,14.0,22.0,1.0,21.0,1.0,562.0,16.0,12.0,5.0,1.0,17.0,0.0
855543,38,2017-05-21 15:00:00,90,Burnley,Home,124.0,17.0,,2.0,2.0,1.0,,156.0,3.0,,2.0,20.0,9.0,35.0,278.0,,,22.0,22.0,25.0,5.0,,2.0,,,2.0,,,2.0,,,,5.0,,,,9.0,6.0,8.0,4.0,5.0,59.0,45.0,3.0,2.0,1.0,5.0,12.0,1.0,10.0,,,2.0,6.0,7.0,,8.0,1.0,56.0,55.0,5.0,20.0,8.0,,,81.0,11.0,13.0,1.0,,2.0,,2.0,176.0,1.0,,,1.0,,,7.0,1.0,,,8.0,,7.0,7.0,,2.0,78.0,105.0,49.0,5.0,,4.0,2.0,1.0,371.0,5.0,1.0,,52.0,30.0,34.0,,,,,,162.0,162.0,1.0,20.0,17.0,44.7,,3.0,,,12.0,0.0,83.0,1.0,1.0,2.0,,,,7.0,,3.0,68.0,266.0,8.0,6.0,143.0,35.0,20.0,11.0,2.0,15.0,13.0,,128.0,11.0,268.0,,,61.0,10.0,94.0,,396.0,,0.0,9.0,12.0,1.0,24.0,2.0,563.0,16.0,15.0,6.0,2.0,7.0,0.0
