season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089880,1,110,Stoke_City,Away,766,1822,Shay Given,shay-given,G,False,,3.0,6.0,3.0,15.0,18.0,,,7.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,,6.0,,6.5,1.0,1.0,,,1.0,,,3.0,12.0,,7.0,17.0,24.0,0,,32.0,,,,
2016-17,7089880,1,110,Stoke_City,Away,150201,112316,Jakob Haugaard,jakob-haugaard,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090031,2,110,Stoke_City,Home,766,1822,Shay Given,shay-given,G,False,,2.0,9.0,6.0,8.0,14.0,,,14.0,,,,1.0,,,,1.0,,,,,,,,,,,,90.0,,,,,1.0,,,,18.0,1.0,5.9,2.0,2.0,,,1.0,,,3.0,26.0,,20.0,11.0,31.0,0,,40.0,,,,
2016-17,7090031,2,110,Stoke_City,Home,150201,112316,Jakob Haugaard,jakob-haugaard,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090029,3,110,Stoke_City,Away,766,1822,Shay Given,shay-given,G,False,,,18.0,13.0,13.0,26.0,,,13.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,90.0,,,1.0,,1.0,,1.0,,6.0,,8.5,2.0,8.0,,,,,,,24.0,,18.0,14.0,32.0,0,,46.0,,,,
2016-17,7090029,3,110,Stoke_City,Away,150201,112316,Jakob Haugaard,jakob-haugaard,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090035,4,110,Stoke_City,Home,766,1822,Shay Given,shay-given,G,False,,2.0,10.0,7.0,7.0,14.0,,2.0,10.0,,,,,,,,,2.0,,,,,,3.0,,,,,90.0,,,,,,,,,12.0,,6.3,3.0,5.0,,,1.0,,,2.0,21.0,,17.0,8.0,25.0,0,,38.0,,1.0,,
2016-17,7090035,4,110,Stoke_City,Home,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090044,5,110,Stoke_City,Away,766,1822,Shay Given,shay-given,G,False,,,11.0,10.0,3.0,13.0,,,6.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,7.0,,6.0,1.0,3.0,,,,,,,18.0,,15.0,5.0,20.0,0,,25.0,,,,
2016-17,7090044,5,110,Stoke_City,Away,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090052,6,110,Stoke_City,Home,766,1822,Shay Given,shay-given,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
