playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,tacklesLost,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,handballsConceded,expectedGoals,substituteOff,hitWoodwork,throughBalls,shotsOnTargetOutsideBox,oboxTarget,lastPlayerTackle,goals,awayGoals,homeGoals,leftFootGoals,expectedGoalsFreekick,cornersTakenInclShortCorners,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,successfulCornersIntoBox,secondGoalAssists,headedGoals,penaltiesTaken,penaltyGoals
193111,Todd Cantwell,Midfielder,Blackburn Rovers,England,2019-20,194.0,,1.0822,0.0,,,157.0,37.0,30.0,194.0,1066.0,,,59.0,1.0,,2500.0,2.0,39.0,181.0,6.0,1.0,63.0,161.0,842.0,,,3.0,49.7217,,2.0,28.0,54.0,155.0,314.0,,67.0,1.0,375.0,36.0,,289.0,148.0,37.0,,29.0,557.0,48.0,77.0,316.0,20.0,0.0,,1048.0,382.0,,,196.0,33.0,17.0,30.0,1644.0,21.0,316.0,23.0,,6.0,37.0,58.0,7.0,1.0,13.0,16.0,3.0,5.8303,51.0,29.0,2.0,33.0,,18.0,3.0,3.0,1.0,8.0,8.0,81.0,2.0,33.0,10.0,20.0,23.0,10.0,13.0,11.0,31.0,48.0,2.0,,267.0,13.0,3.0,1.0,5.3454,21.0,,3.0,2.0,2.0,,6.0,1.0,5.0,1.0,,4.0,5.0,,,1.0,,,,,
195546,Emiliano Buendía,Midfielder,Aston Villa,Argentina,2019-20,286.0,,6.1778,1.0,,,239.0,36.0,28.0,282.0,1407.0,,,80.0,2.0,,2462.0,5.0,51.0,266.0,6.0,,90.0,237.0,1035.0,,,3.0,45.1884,,,24.0,52.0,235.0,263.0,,54.0,0.0,552.0,53.0,,448.0,187.0,36.0,,40.0,810.0,46.0,120.0,472.0,29.0,1.0,,1371.0,626.0,,,471.0,36.0,23.0,90.0,2290.0,6.0,356.0,25.0,,6.0,43.0,74.0,8.0,5.0,13.0,11.0,8.0,1.9715,82.0,27.0,7.0,33.0,,17.0,2.0,8.0,41.0,2.0,2.0,67.0,2.0,76.0,5.0,43.0,123.0,5.0,16.0,23.0,39.0,101.0,5.0,1.0,225.0,22.0,8.0,,2.2447,8.0,,17.0,8.0,8.0,,1.0,1.0,0.0,1.0,0.5925,109.0,,10.0,10.0,77.0,30.0,,,,
71738,Marco Stiepermann,Midfielder,Norwich City,Germany,2019-20,127.0,,0.8562,0.0,,,103.0,24.0,14.0,115.0,404.0,,,71.0,,,1187.0,3.0,56.0,67.0,6.0,,26.0,52.0,280.0,,,1.0,24.8552,,1.0,16.0,32.0,71.0,63.0,,15.0,0.0,194.0,8.0,,147.0,56.0,24.0,,12.0,193.0,26.0,33.0,123.0,15.0,0.0,,384.0,185.0,,,95.0,22.0,5.0,9.0,616.0,5.0,96.0,13.0,,6.0,12.0,32.0,10.0,,7.0,6.0,3.0,0.3854,20.0,12.0,,19.0,,6.0,,1.0,,2.0,2.0,43.0,,12.0,6.0,12.0,6.0,6.0,6.0,3.0,8.0,17.0,3.0,,99.0,1.0,1.0,,1.4734,14.0,1.0,5.0,4.0,4.0,,,,,,,,,,,,,2.0,,,
90440,Tom Trybull,Midfielder,Blackpool,Germany,2019-20,92.0,,0.1117,0.0,,,40.0,16.0,14.0,49.0,615.0,,,39.0,1.0,,1136.0,,15.0,79.0,2.0,,21.0,55.0,539.0,,,2.0,19.0528,,1.0,32.0,25.0,77.0,169.0,,11.0,0.0,171.0,15.0,,177.0,63.0,16.0,,1.0,248.0,23.0,8.0,132.0,24.0,0.0,,599.0,73.0,,,193.0,26.0,16.0,27.0,807.0,7.0,318.0,16.0,,2.0,9.0,29.0,2.0,,3.0,2.0,,0.2567,39.0,8.0,,,,,2.0,2.0,,2.0,2.0,10.0,,3.0,1.0,14.0,,1.0,6.0,2.0,25.0,6.0,5.0,,76.0,,2.0,,0.4646,10.0,,,,,,,,,,,,,,,,,,,,
78607,Kenny McLean,Midfielder,Norwich City,Scotland,2019-20,197.0,,2.0544,0.0,,,261.0,37.0,32.0,346.0,1680.0,,,192.0,4.0,,2964.0,3.0,96.0,225.0,7.0,1.0,56.0,129.0,1253.0,,,4.0,60.386,,10.0,64.0,63.0,101.0,377.0,,58.0,0.0,422.0,25.0,,647.0,191.0,37.0,,13.0,675.0,56.0,51.0,230.0,96.0,0.0,,1637.0,502.0,,,376.0,24.0,38.0,81.0,2238.0,19.0,670.0,13.0,,5.0,85.0,84.0,5.0,3.0,7.0,10.0,2.0,1.736,44.0,23.0,1.0,31.0,,24.0,1.0,5.0,11.0,4.0,4.0,28.0,2.0,23.0,2.0,15.0,42.0,2.0,13.0,19.0,29.0,31.0,7.0,1.0,280.0,17.0,5.0,1.0,1.3873,3.0,2.0,9.0,5.0,5.0,,1.0,0.0,1.0,,0.1411,19.0,,2.0,2.0,13.0,6.0,,1.0,,
439485,Josh Martin,Forward,Cheltenham Town,England,2019-20,1.0,,0.0017,0.0,,,3.0,5.0,,3.0,15.0,,,,,,32.0,,,1.0,,,2.0,1.0,11.0,,,,1.9684,,,,2.0,1.0,4.0,,,0.0,2.0,1.0,,2.0,2.0,5.0,,,4.0,2.0,,2.0,,0.0,,15.0,3.0,,,3.0,1.0,1.0,1.0,20.0,,8.0,1.0,,0.0,,1.0,5.0,,,1.0,,0.0327,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,6.0,,,,0.077,,,,,,,,,,,,,,,,,,,,,
89470,Onel Hernández,Forward,Port Vale,Cuba,2019-20,132.0,,1.0057,0.0,,,60.0,26.0,14.0,71.0,311.0,,,35.0,1.0,,1381.0,,29.0,93.0,4.0,,24.0,87.0,238.0,,,2.0,28.0842,,2.0,9.0,32.0,103.0,117.0,,18.0,0.0,225.0,11.0,,68.0,75.0,26.0,,34.0,175.0,28.0,70.0,190.0,6.0,0.0,,309.0,216.0,,,31.0,14.0,19.0,2.0,659.0,10.0,66.0,7.0,,0.0,11.0,20.0,12.0,1.0,12.0,8.0,9.0,1.5302,27.0,17.0,2.0,4.0,,25.0,8.0,4.0,1.0,6.0,6.0,78.0,2.0,17.0,8.0,8.0,25.0,8.0,9.0,13.0,19.0,42.0,1.0,1.0,95.0,6.0,4.0,1.0,2.2419,8.0,1.0,,1.0,1.0,,1.0,0.0,1.0,,,1.0,1.0,,,,,,,,
18665,Alexander Tettey,Midfielder,Norwich City,Norway,2019-20,89.0,,0.5654,0.0,,,107.0,30.0,28.0,154.0,1293.0,,,65.0,4.0,,2350.0,,29.0,80.0,4.0,,28.0,44.0,1092.0,,,2.0,43.6827,,10.0,67.0,44.0,60.0,369.0,,7.0,0.0,169.0,10.0,,362.0,165.0,30.0,,5.0,452.0,40.0,13.0,104.0,36.0,0.0,,1276.0,189.0,,,380.0,21.0,43.0,47.0,1577.0,30.0,688.0,13.0,,5.0,47.0,73.0,2.0,1.0,10.0,4.0,1.0,0.719,23.0,13.0,1.0,6.0,,3.0,,8.0,1.0,1.0,1.0,11.0,,4.0,2.0,5.0,3.0,2.0,9.0,7.0,18.0,15.0,9.0,,182.0,2.0,8.0,2.0,0.8478,15.0,2.0,1.0,2.0,2.0,,1.0,0.0,1.0,1.0,,1.0,,,,,,,,,
81048,Josip Drmic,Forward,Dinamo Zagreb,Switzerland,2019-20,70.0,,0.1918,1.0,,,33.0,21.0,5.0,36.0,160.0,,,52.0,,,637.0,2.0,34.0,31.0,3.0,,9.0,13.0,122.0,,,,10.2461,,,5.0,11.0,36.0,37.0,,4.0,0.0,101.0,6.0,,21.0,29.0,21.0,,8.0,70.0,8.0,23.0,49.0,18.0,1.0,,149.0,87.0,,,42.0,6.0,1.0,2.0,267.0,,54.0,4.0,,0.0,3.0,7.0,16.0,,3.0,6.0,2.0,1.1279,3.0,11.0,,14.0,,3.0,7.0,2.0,,4.0,4.0,25.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,6.0,,,60.0,1.0,2.0,1.0,3.0709,3.0,2.0,,1.0,1.0,,1.0,0.0,1.0,,,,1.0,,,,,,,,
57127,Teemu Pukki,Forward,HJK,Finland,2019-20,141.0,,2.8123,0.0,,,103.0,36.0,33.0,107.0,529.0,,,49.0,2.0,,2892.0,4.0,44.0,56.0,7.0,,38.0,51.0,420.0,,,3.0,55.7168,,,6.0,59.0,97.0,140.0,,15.0,3.0,197.0,13.0,,58.0,62.0,36.0,,19.0,268.0,52.0,53.0,148.0,5.0,0.0,,464.0,227.0,,,121.0,23.0,6.0,2.0,864.0,3.0,154.0,4.0,,3.0,4.0,23.0,3.0,,24.0,35.0,1.0,10.8039,12.0,56.0,3.0,19.0,,8.0,17.0,6.0,,15.0,15.0,169.0,,27.0,18.0,6.0,8.0,18.0,21.0,27.0,6.0,24.0,,,210.0,2.0,6.0,1.0,11.251,11.0,1.0,1.0,9.0,9.0,,11.0,4.0,7.0,2.0,,,9.0,,,,,,,2.0,2.0
432735,Adam Idah,Forward,Celtic,Ireland,2019-20,23.0,,0.0554,0.0,,,12.0,12.0,1.0,13.0,48.0,,,14.0,,,221.0,2.0,11.0,9.0,1.0,,5.0,6.0,35.0,,,1.0,6.9345,,,1.0,9.0,12.0,4.0,,4.0,0.0,32.0,4.0,,8.0,5.0,12.0,,4.0,22.0,8.0,9.0,18.0,3.0,0.0,,44.0,33.0,,,12.0,2.0,,,93.0,1.0,13.0,,,0.0,1.0,4.0,11.0,,1.0,2.0,1.0,0.1327,2.0,5.0,,4.0,,,1.0,1.0,,,,8.0,,1.0,,,,,3.0,1.0,2.0,,,,24.0,1.0,1.0,,1.0125,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,
