playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,successfulPassesOwnHalf,yellowCards,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,throughBalls,cleanSheets,successfulCrossesAndCorners,throwInsToOppositionPlayer,successfulLaunches,tacklesLost,blocks,unsuccessfulLaunches,unsuccessfulLongPasses,secondGoalAssists,cornersTakenInclShortCorners,penaltyGoalsConceded,overruns,successfulCornersIntoBox,leftFootGoals,headedGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,hitWoodwork,handballsConceded,setPiecesGoals,penaltiesConceded,ownGoalScored,gkUnsuccessfulDistribution,punches,penaltiesSaved,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,savesFromPenalty,penaltiesTaken,redCards2ndYellow,otherGoals,penaltyGoals,savesMadeCaught,drops,crossesNotClaimed,lastPlayerTackle
41262,Elliott Bennett,Midfielder,Norwich,45,England,2011-12,116.0,0.0,7.0,11.0,58.0,26.0,144.0,33.0,4.0,18.0,22.0,176.0,102.0,652.0,1.0,1.0,1.0,11.0,43.0,2013.0,5.0,28.0,120.0,6.0,105.0,455.0,29.0,25.0,34.0,37.0,88.0,70.0,29.0,2.0,236.0,0.0,217.0,102.0,33.0,1.0,17.0,378.0,31.0,115.0,46.0,193.0,15.0,0.0,644.0,15.0,24.0,385.0,39.0,18.0,222.0,21.0,28.0,21.0,143.0,1168.0,22.0,9.0,134.0,5.0,45.0,28.0,2.0,1.0,36.0,3.0,9.0,19.0,7.0,24.0,32.0,1.0,20.0,1.0,3.0,8.0,,,2.0,11.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11078,Elliott Ward,Defender,Norwich,45,England,2011-12,32.0,0.0,1.0,1.0,15.0,6.0,84.0,12.0,1.0,3.0,12.0,115.0,2.0,504.0,,,,,35.0,1080.0,,15.0,38.0,4.0,18.0,352.0,12.0,6.0,136.0,24.0,17.0,110.0,2.0,0.0,70.0,,241.0,46.0,12.0,,,128.0,20.0,2.0,2.0,35.0,20.0,0.0,491.0,5.0,,124.0,8.0,1.0,112.0,6.0,18.0,37.0,41.0,715.0,2.0,,263.0,2.0,29.0,2.0,,,2.0,,20.0,7.0,11.0,41.0,31.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5741,Grant Holt,Forward,Norwich,45,England,2011-12,194.0,1.0,13.0,35.0,20.0,64.0,202.0,36.0,2.0,65.0,24.0,213.0,28.0,642.0,15.0,33.0,6.0,12.0,68.0,2245.0,12.0,45.0,103.0,8.0,80.0,414.0,153.0,33.0,17.0,44.0,149.0,142.0,56.0,8.0,297.0,9.0,168.0,35.0,36.0,6.0,17.0,334.0,36.0,28.0,54.0,229.0,23.0,0.0,637.0,29.0,12.0,374.0,16.0,4.0,113.0,89.0,8.0,15.0,219.0,1037.0,7.0,9.0,101.0,6.0,14.0,6.0,11.0,2.0,6.0,2.0,,4.0,2.0,5.0,11.0,,,3.0,2.0,,3.0,5.0,1.0,,,,5.0,,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,,,,
19916,James Vaughan,Forward,Norwich,45,England,2011-12,9.0,0.0,1.0,,,4.0,13.0,5.0,,2.0,1.0,14.0,,45.0,,1.0,,4.0,5.0,148.0,2.0,3.0,7.0,3.0,5.0,29.0,9.0,2.0,,4.0,6.0,13.0,3.0,0.0,16.0,,11.0,7.0,5.0,,,25.0,1.0,,1.0,11.0,2.0,0.0,45.0,4.0,1.0,21.0,,2.0,5.0,4.0,,2.0,16.0,64.0,1.0,1.0,6.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79852,Jed Steer,Goalkeeper,Norwich,45,England,2011-12,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19236,John Ruddy,Goalkeeper,Norwich,45,England,2011-12,4.0,1.0,,,1.0,,12.0,37.0,,,37.0,508.0,,1041.0,,,,,2.0,3320.0,,,4.0,11.0,2.0,150.0,,1.0,31.0,63.0,4.0,48.0,1.0,0.0,8.0,,945.0,441.0,37.0,,,345.0,52.0,,,6.0,2.0,1.0,462.0,,1.0,529.0,,,47.0,1.0,2.0,383.0,1.0,1467.0,,,188.0,1.0,27.0,,,3.0,,,171.0,1.0,,235.0,496.0,,,4.0,,,,,,,,,,,1.0,,168.0,19.0,1.0,51.0,137.0,43.0,337.0,351.0,5.0,30.0,93.0,1.0,,,,,28.0,4.0,3.0,
38297,Jonny Howson,Midfielder,Norwich,45,England,2011-12,35.0,0.0,6.0,4.0,24.0,9.0,69.0,11.0,1.0,14.0,11.0,85.0,6.0,525.0,1.0,,0.0,,8.0,949.0,3.0,7.0,41.0,4.0,40.0,393.0,14.0,10.0,12.0,22.0,28.0,135.0,13.0,0.0,76.0,1.0,182.0,45.0,11.0,1.0,1.0,282.0,18.0,6.0,14.0,68.0,1.0,0.0,521.0,5.0,3.0,113.0,19.0,3.0,148.0,8.0,12.0,47.0,60.0,650.0,6.0,3.0,159.0,3.0,12.0,1.0,4.0,,1.0,,9.0,5.0,1.0,18.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49539,Kyle Naughton,Defender,Norwich,45,England,2011-12,91.0,0.0,7.0,5.0,95.0,14.0,188.0,32.0,1.0,2.0,29.0,325.0,41.0,1261.0,,,,3.0,40.0,2702.0,,15.0,145.0,8.0,120.0,823.0,,19.0,150.0,50.0,76.0,,13.0,,236.0,,,124.0,32.0,,8.0,577.0,42.0,41.0,,196.0,25.0,0.0,,9.0,11.0,,68.0,12.0,,20.0,57.0,113.0,,2032.0,216.0,,372.0,7.0,67.0,12.0,2.0,3.0,13.0,72.0,35.0,27.0,15.0,111.0,137.0,,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
15201,Leon Barnett,Defender,Norwich,45,England,2011-12,36.0,1.0,1.0,1.0,20.0,7.0,62.0,17.0,1.0,,13.0,92.0,,298.0,1.0,2.0,0.0,4.0,60.0,1227.0,,15.0,75.0,4.0,30.0,179.0,18.0,2.0,121.0,26.0,21.0,29.0,10.0,0.0,111.0,1.0,155.0,28.0,17.0,1.0,,65.0,22.0,,2.0,51.0,45.0,1.0,293.0,6.0,,99.0,13.0,,78.0,8.0,18.0,27.0,36.0,509.0,1.0,,141.0,2.0,24.0,,,,,,14.0,7.0,15.0,26.0,30.0,,,3.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0
19124,Marc Tierney,Defender,Norwich,45,England,2011-12,44.0,0.0,1.0,,55.0,,100.0,17.0,1.0,2.0,17.0,158.0,45.0,575.0,,,,,12.0,1530.0,,7.0,79.0,5.0,74.0,381.0,4.0,8.0,86.0,31.0,37.0,206.0,18.0,0.0,123.0,,278.0,57.0,17.0,,4.0,248.0,26.0,46.0,9.0,111.0,5.0,0.0,565.0,,5.0,280.0,32.0,1.0,16.0,17.0,28.0,36.0,75.0,1083.0,139.0,,185.0,2.0,34.0,16.0,,,16.0,52.0,18.0,23.0,11.0,51.0,58.0,,,3.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
19341,Russell Martin,Defender,Norwich,45,Scotland,2011-12,69.0,0.0,7.0,6.0,51.0,12.0,173.0,33.0,1.0,1.0,30.0,277.0,18.0,1137.0,2.0,,0.0,3.0,71.0,2850.0,,31.0,108.0,10.0,68.0,791.0,30.0,10.0,292.0,57.0,38.0,143.0,16.0,2.0,177.0,2.0,534.0,121.0,33.0,1.0,3.0,347.0,47.0,18.0,11.0,106.0,40.0,0.0,1115.0,6.0,7.0,355.0,39.0,1.0,335.0,15.0,44.0,69.0,125.0,1852.0,134.0,,522.0,1.0,69.0,9.0,,2.0,9.0,36.0,33.0,12.0,32.0,111.0,104.0,,,4.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0
41727,Ryan Bennett,Defender,Norwich,45,England,2011-12,28.0,0.0,,1.0,14.0,7.0,33.0,8.0,,1.0,8.0,50.0,,285.0,,,,,30.0,720.0,1.0,12.0,36.0,4.0,18.0,193.0,11.0,2.0,90.0,19.0,16.0,46.0,4.0,0.0,64.0,,127.0,21.0,8.0,,,75.0,15.0,,,34.0,18.0,0.0,281.0,6.0,,53.0,10.0,,84.0,12.0,15.0,42.0,28.0,436.0,1.0,,160.0,2.0,12.0,,,1.0,,,19.0,4.0,11.0,24.0,17.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
19321,Simeon Jackson,Forward,Norwich,45,Canada,2011-12,72.0,0.0,8.0,11.0,5.0,26.0,32.0,22.0,2.0,15.0,10.0,33.0,26.0,176.0,3.0,6.0,1.0,12.0,29.0,942.0,,23.0,36.0,,30.0,140.0,55.0,9.0,1.0,12.0,49.0,49.0,20.0,0.0,108.0,2.0,32.0,30.0,22.0,1.0,11.0,122.0,12.0,26.0,33.0,79.0,6.0,0.0,175.0,15.0,16.0,122.0,4.0,5.0,34.0,13.0,4.0,3.0,61.0,358.0,4.0,8.0,27.0,1.0,2.0,6.0,2.0,,6.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
4374,Simon Lappin,Midfielder,Norwich,45,Scotland,2011-12,15.0,0.0,,,8.0,1.0,31.0,4.0,,,4.0,33.0,9.0,171.0,,,,,5.0,291.0,1.0,4.0,13.0,,12.0,123.0,1.0,6.0,15.0,5.0,11.0,72.0,4.0,0.0,28.0,,55.0,11.0,4.0,,1.0,74.0,5.0,10.0,3.0,23.0,1.0,0.0,168.0,1.0,2.0,61.0,5.0,,11.0,4.0,10.0,15.0,33.0,269.0,22.0,2.0,68.0,0.0,9.0,2.0,,1.0,4.0,10.0,2.0,3.0,,6.0,2.0,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40204,Steve Morison,Forward,Norwich,45,Wales,2011-12,186.0,0.0,15.0,22.0,10.0,49.0,234.0,34.0,4.0,53.0,22.0,240.0,61.0,546.0,9.0,18.0,5.0,12.0,135.0,2098.0,17.0,75.0,86.0,5.0,26.0,297.0,140.0,26.0,23.0,46.0,111.0,131.0,10.0,8.0,272.0,4.0,172.0,36.0,34.0,4.0,28.0,249.0,41.0,61.0,70.0,137.0,60.0,0.0,546.0,27.0,20.0,445.0,7.0,6.0,116.0,36.0,9.0,9.0,127.0,925.0,8.0,9.0,62.0,1.0,21.0,5.0,2.0,,5.0,1.0,,3.0,3.0,2.0,6.0,,,5.0,6.0,,,5.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
28499,Wes Hoolahan,Midfielder,Norwich,45,Ireland,2011-12,133.0,0.0,10.0,11.0,53.0,26.0,147.0,33.0,7.0,56.0,25.0,170.0,36.0,1226.0,4.0,5.0,2.0,8.0,17.0,2282.0,4.0,12.0,131.0,7.0,126.0,995.0,54.0,39.0,11.0,45.0,121.0,306.0,50.0,0.0,264.0,2.0,322.0,151.0,33.0,1.0,13.0,750.0,38.0,36.0,84.0,247.0,5.0,0.0,1212.0,15.0,11.0,344.0,33.0,23.0,306.0,14.0,33.0,61.0,292.0,1672.0,15.0,13.0,325.0,4.0,29.0,18.0,6.0,2.0,19.0,,6.0,20.0,2.0,6.0,23.0,,7.0,4.0,3.0,1.0,3.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
18144,Zak Whitbread,Defender,Norwich,45,United States,2011-12,41.0,0.0,1.0,5.0,28.0,8.0,108.0,18.0,1.0,1.0,18.0,154.0,3.0,680.0,,,,,50.0,1440.0,,14.0,72.0,4.0,36.0,462.0,15.0,5.0,159.0,23.0,27.0,175.0,8.0,0.0,113.0,,360.0,38.0,18.0,,2.0,202.0,19.0,3.0,5.0,63.0,36.0,0.0,669.0,3.0,5.0,167.0,21.0,,112.0,16.0,14.0,64.0,33.0,941.0,2.0,5.0,324.0,4.0,37.0,,,1.0,,,16.0,7.0,13.0,37.0,46.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
