season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,fouls,goalAssist,goals,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyMiss,possessionLostCtrl,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,wasFouled,wonContest,wonTackle
2009-10,1062467,1,88,Hull_City,Away,931,1433,Anthony Gardner,anthony-gardner,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062467,1,88,Hull_City,Away,3347,6224,Bernard Mendy,bernard-mendy,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,77.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062467,1,88,Hull_City,Away,9080,42056,Kamil Zayatte,kamil-zayatte,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062467,1,88,Hull_City,Away,10026,2730,Andy Dawson,andy-dawson,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062467,1,88,Hull_City,Away,16501,15864,Michael Turner,michael-turner,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062467,1,88,Hull_City,Away,51609,44528,Steven Mouyokolo,steven-mouyokolo,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062478,2,88,Hull_City,Home,931,1433,Anthony Gardner,anthony-gardner,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062478,2,88,Hull_City,Home,3347,6224,Bernard Mendy,bernard-mendy,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062478,2,88,Hull_City,Home,9080,42056,Kamil Zayatte,kamil-zayatte,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062478,2,88,Hull_City,Home,10026,2730,Andy Dawson,andy-dawson,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062478,2,88,Hull_City,Home,16501,15864,Michael Turner,michael-turner,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062478,2,88,Hull_City,Home,51609,44528,Steven Mouyokolo,steven-mouyokolo,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,46.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062488,3,88,Hull_City,Home,931,1433,Anthony Gardner,anthony-gardner,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062488,3,88,Hull_City,Home,9080,42056,Kamil Zayatte,kamil-zayatte,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062488,3,88,Hull_City,Home,10026,2730,Andy Dawson,andy-dawson,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062488,3,88,Hull_City,Home,16501,15864,Michael Turner,michael-turner,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062488,3,88,Hull_City,Home,51609,44528,Steven Mouyokolo,steven-mouyokolo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062503,4,88,Hull_City,Away,9080,42056,Kamil Zayatte,kamil-zayatte,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062503,4,88,Hull_City,Away,10026,2730,Andy Dawson,andy-dawson,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062503,4,88,Hull_City,Away,16501,15864,Michael Turner,michael-turner,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062503,4,88,Hull_City,Away,39327,55914,Liam Cooper,liam-cooper,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062503,4,88,Hull_City,Away,51609,44528,Steven Mouyokolo,steven-mouyokolo,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062511,5,88,Hull_City,Away,3347,6224,Bernard Mendy,bernard-mendy,D,True,,,,,,,,,,,,,,,,0.0,0.0,,,14.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062511,5,88,Hull_City,Away,9080,42056,Kamil Zayatte,kamil-zayatte,D,False,,,,,,,,,,,,,,,,0.0,1.0,,,90.0,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062511,5,88,Hull_City,Away,10026,2730,Andy Dawson,andy-dawson,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062511,5,88,Hull_City,Away,10180,17506,Paul McShane,paul-mcshane,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062511,5,88,Hull_City,Away,10469,14158,Ibrahima Sonko,ibrahima-sonko,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062520,6,88,Hull_City,Home,3347,6224,Bernard Mendy,bernard-mendy,D,True,,,,,,,,,,,,,,,,0.0,0.0,,,12.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062520,6,88,Hull_City,Home,9080,42056,Kamil Zayatte,kamil-zayatte,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062520,6,88,Hull_City,Home,10026,2730,Andy Dawson,andy-dawson,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062520,6,88,Hull_City,Home,10180,17506,Paul McShane,paul-mcshane,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062520,6,88,Hull_City,Home,10469,14158,Ibrahima Sonko,ibrahima-sonko,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062527,7,88,Hull_City,Away,9080,42056,Kamil Zayatte,kamil-zayatte,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062527,7,88,Hull_City,Away,10026,2730,Andy Dawson,andy-dawson,D,False,,,,,,,,,,,,,,,,0.0,0.0,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062527,7,88,Hull_City,Away,10180,17506,Paul McShane,paul-mcshane,D,False,1.0,,4.0,14.0,14.0,27.0,1.0,3.0,4.0,1.0,3.0,,7.0,9.0,,0.0,0.0,4.0,,90.0,,1.0,0.0,,14.0,,,,,9.0,3.0,3.0,,7.0,,23.0,15.0,35.0,1.0,3.0,72.0,3.0,,2.0
