matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444576,11.0,2024-11-10 14:00:00,17,Nott'm Forest,Home,105.0,11.0,2.0,5.0,3.0,2.0,1.0,199.0,5.0,,2.0,8.0,7.0,23.0,299.0,,,13.0,22.0,15.0,5.0,2.0,2.0,2.0,,,,,1.0,,,6.0,,,,1.0,4.0,12.0,5.0,7.0,2.0,,59.0,50.0,2.0,1.0,1.0,,4.0,3.0,2.0,,,4.0,10.0,6.0,1.0,7.0,2.0,50.0,56.0,,28.0,11.0,,1.0,,,,,,53.0,13.0,6.0,,,3.0,3.0,,148.0,1.0,1.0,1.0,,1.0,,9.0,,,,1.0,,,,,11.0,,7.0,7.0,,3.0,100.0,63.0,36.0,5.0,,3.0,5.0,3.0,368.0,,,4.0,,63.0,84.0,30.0,,,,,135.0,135.0,3.0,26.0,15.0,43.7,,3.0,,1.0,14.0,0.0,,,,76.0,2.0,1.0,3.0,,,2.0,3.0,,,5.0,101.0,290.0,4.0,8.0,130.0,24.0,28.0,12.0,4.0,23.0,19.0,,2.0,137.0,5.0,276.0,1.0,,24.0,8.0,53.0,3.0,383.0,1.0,0.0,9.0,29.0,,17.0,1.0,568.0,17.0,12.0,6.0,4.0,19.0,0.0
2444581,12.0,2024-11-23 15:00:00,17,Nott'm Forest,Away,121.0,8.0,,7.0,7.0,3.0,2.0,126.0,11.0,,1.0,3.0,9.0,20.0,240.0,,,5.0,11.0,14.0,3.0,2.0,,,1.0,,,1.0,,,,2.0,,,,2.0,4.0,14.0,5.0,5.0,2.0,,50.0,30.0,,,,2.0,4.0,2.0,8.0,1.0,,1.0,8.0,5.0,,9.0,2.0,45.0,44.0,2.0,24.0,14.0,,,,,,,,29.0,11.0,10.0,,,4.0,4.0,1.0,117.0,,,,,,,13.0,,,,,,,,,14.0,,10.0,10.0,3.0,1.0,68.0,49.0,26.0,8.0,,4.0,1.0,,269.0,,,6.0,,42.0,54.0,18.0,,,,,98.0,98.0,1.0,17.0,11.0,33.9,,,,,8.0,0.0,,,,60.0,4.0,,3.0,,2.0,,5.0,,,4.0,50.0,220.0,4.0,5.0,134.0,14.0,24.0,10.0,1.0,18.0,17.0,,,75.0,6.0,179.0,,,17.0,10.0,43.0,2.0,295.0,,0.0,7.0,16.0,1.0,11.0,2.0,447.0,14.0,9.0,4.0,1.0,10.0,0.0
2444596,13.0,2024-11-30 15:00:00,17,Nott'm Forest,Home,100.0,14.0,4.0,7.0,3.0,1.0,1.0,145.0,,,2.0,5.0,4.0,16.0,238.0,,1.0,11.0,17.0,17.0,7.0,2.0,3.0,,1.0,,,1.0,,,,7.0,1.0,,,,1.0,5.0,2.0,8.0,4.0,,50.0,41.0,1.0,1.0,1.0,1.0,11.0,2.0,8.0,1.0,,8.0,6.0,3.0,,7.0,1.0,46.0,57.0,1.0,22.0,13.0,,,,,,,,51.0,5.0,14.0,1.0,1.0,6.0,4.0,1.0,115.0,,,,,,,,,,,1.0,,,,,13.0,1.0,8.0,8.0,,2.0,73.0,56.0,29.0,7.0,,4.0,5.0,5.0,295.0,,,3.0,1.0,85.0,43.0,30.0,,,,1.0,127.0,127.0,6.0,14.0,15.0,44.7,,,,1.0,15.0,0.0,,,,72.0,3.0,,2.0,,,,5.0,,,5.0,83.0,229.0,11.0,9.0,109.0,25.0,22.0,16.0,7.0,20.0,13.0,,,127.0,8.0,221.0,1.0,,18.0,4.0,40.0,3.0,310.0,,0.0,12.0,20.0,5.0,19.0,1.0,503.0,26.0,13.0,7.0,8.0,12.0,0.0
2444607,14.0,2024-12-04 19:30:00,17,Nott'm Forest,Away,104.0,6.0,1.0,3.0,2.0,,,129.0,6.0,,1.0,5.0,8.0,13.0,230.0,2.0,,11.0,7.0,5.0,8.0,1.0,1.0,,,,,,,,1.0,11.0,,,,,8.0,12.0,5.0,8.0,4.0,,52.0,46.0,,1.0,,1.0,7.0,2.0,13.0,,,2.0,4.0,4.0,,11.0,3.0,51.0,41.0,1.0,18.0,3.0,,,,,,,,39.0,15.0,7.0,,,3.0,3.0,,103.0,,,,,,,10.0,,,,,,,,,3.0,,14.0,14.0,4.0,1.0,70.0,37.0,18.0,8.0,,6.0,3.0,3.0,269.0,,,3.0,,63.0,35.0,24.0,,,,,101.0,101.0,6.0,18.0,20.0,33.4,,,,,14.0,0.0,,,,63.0,4.0,,3.0,,1.0,,7.0,,,5.0,73.0,215.0,7.0,9.0,120.0,15.0,18.0,10.0,2.0,13.0,11.0,,,102.0,4.0,181.0,,,18.0,9.0,34.0,2.0,288.0,3.0,0.0,12.0,24.0,1.0,14.0,4.0,452.0,14.0,12.0,5.0,2.0,16.0,0.0
2444617,15.0,2024-12-07 17:30:00,17,Nott'm Forest,Away,61.0,6.0,1.0,4.0,3.0,1.0,1.0,101.0,2.0,1.0,2.0,5.0,1.0,12.0,158.0,,,8.0,14.0,17.0,6.0,,2.0,,,,,,,,,6.0,,1.0,,2.0,6.0,10.0,7.0,8.0,3.0,,34.0,51.0,,,,1.0,6.0,4.0,7.0,,,3.0,3.0,,1.0,5.0,1.0,47.0,50.0,1.0,31.0,14.0,,,,,,,,40.0,13.0,10.0,1.0,,2.0,1.0,,116.0,3.0,1.0,2.0,2.0,1.0,,10.0,,,2.0,1.0,,,,,14.0,1.0,8.0,8.0,1.0,2.0,33.0,52.0,19.0,5.0,1.0,3.0,6.0,3.0,217.0,,,5.0,1.0,31.0,54.0,12.0,,,,,117.0,117.0,3.0,26.0,12.0,28.7,1.0,,,,9.0,0.0,,,,59.0,4.0,1.0,5.0,,,,4.0,,,4.0,61.0,147.0,6.0,9.0,83.0,13.0,31.0,16.0,3.0,7.0,4.0,,,100.0,9.0,166.0,1.0,1.0,23.0,1.0,46.0,1.0,242.0,,0.0,11.0,16.0,,11.0,2.0,400.0,16.0,12.0,8.0,3.0,8.0,0.0
2444627,16.0,2024-12-14 17:30:00,17,Nott'm Forest,Home,185.0,16.0,3.0,5.0,2.0,2.0,,251.0,5.0,,1.0,7.0,16.0,21.0,431.0,1.0,,4.0,8.0,10.0,9.0,2.0,4.0,2.0,,,,,,,,11.0,,,,,7.0,7.0,1.0,12.0,5.0,,80.0,48.0,3.0,1.0,2.0,2.0,5.0,5.0,5.0,,1.0,4.0,11.0,6.0,1.0,6.0,1.0,36.0,45.0,2.0,24.0,9.0,,,,,,,,52.0,12.0,6.0,,,1.0,,,146.0,2.0,,2.0,1.0,1.0,,5.0,,,1.0,2.0,,,,,9.0,,8.0,8.0,1.0,1.0,129.0,32.0,23.0,3.0,,3.0,10.0,6.0,457.0,,,2.0,1.0,111.0,57.0,27.0,,,,,91.0,91.0,4.0,24.0,17.0,50.3,,,3.0,1.0,10.0,0.0,,,,117.0,1.0,,1.0,,1.0,2.0,6.0,,1.0,4.0,147.0,417.0,5.0,13.0,200.0,24.0,24.0,15.0,4.0,21.0,17.0,,2.0,164.0,5.0,293.0,2.0,,16.0,16.0,33.0,2.0,472.0,1.0,0.0,17.0,19.0,1.0,5.0,0.0,653.0,27.0,19.0,10.0,4.0,14.0,0.0
2444631,17.0,2024-12-21 15:00:00,17,Nott'm Forest,Away,111.0,16.0,,1.0,1.0,3.0,,126.0,5.0,,,6.0,2.0,22.0,236.0,1.0,,8.0,17.0,20.0,7.0,,1.0,2.0,,,,,,,,8.0,,,,1.0,3.0,7.0,,6.0,4.0,,50.0,47.0,2.0,1.0,1.0,2.0,10.0,1.0,11.0,,,5.0,7.0,1.0,,7.0,2.0,59.0,54.0,2.0,49.0,26.0,,2.0,,,,,,46.0,14.0,10.0,1.0,,1.0,1.0,,132.0,1.0,,1.0,1.0,,,10.0,,,2.0,1.0,,,,,26.0,,18.0,18.0,3.0,,62.0,53.0,27.0,9.0,1.0,3.0,5.0,6.0,282.0,,,2.0,,52.0,48.0,19.0,,,,,120.0,120.0,,24.0,18.0,35.6,,,,1.0,12.0,0.0,,,,59.0,3.0,,3.0,,2.0,2.0,3.0,,,5.0,86.0,226.0,10.0,8.0,136.0,21.0,49.0,14.0,5.0,14.0,9.0,103782.58,2.0,112.0,8.0,181.0,1.0,,26.0,2.0,51.0,3.0,303.0,1.0,0.0,10.0,20.0,1.0,16.0,4.0,513.0,16.0,12.0,4.0,5.0,9.0,0.0
2444647,18.0,2024-12-26 15:00:00,17,Nott'm Forest,Home,84.0,16.0,1.0,1.0,,2.0,,108.0,3.0,,4.0,7.0,4.0,19.0,191.0,,1.0,6.0,13.0,12.0,3.0,1.0,1.0,4.0,,,,,,,1.0,9.0,,,,,8.0,7.0,6.0,7.0,3.0,,45.0,50.0,1.0,1.0,1.0,1.0,14.0,2.0,10.0,,,2.0,2.0,2.0,,7.0,2.0,46.0,55.0,1.0,32.0,12.0,,,,,,,,39.0,12.0,13.0,,,2.0,1.0,,109.0,1.0,,1.0,1.0,,1.0,9.0,,,1.0,1.0,,,,,12.0,,10.0,10.0,1.0,4.0,62.0,51.0,24.0,7.0,1.0,3.0,2.0,3.0,238.0,,,5.0,,56.0,35.0,16.0,,,,,117.0,117.0,6.0,29.0,10.0,29.6,,,,2.0,18.0,0.0,,,,45.0,4.0,,4.0,,1.0,4.0,5.0,,,5.0,67.0,178.0,14.0,5.0,101.0,26.0,32.0,13.0,1.0,6.0,5.0,102450.29,5.0,101.0,6.0,166.0,1.0,,27.0,5.0,50.0,4.0,261.0,,0.0,10.0,21.0,1.0,12.0,3.0,454.0,18.0,21.0,9.0,2.0,13.0,0.0
2444653,19.0,2024-12-29 15:00:00,17,Nott'm Forest,Away,97.0,6.0,,1.0,1.0,4.0,,100.0,9.0,,4.0,10.0,4.0,22.0,196.0,,3.0,4.0,27.0,22.0,5.0,,,4.0,,,,,,,3.0,11.0,,,,,5.0,9.0,4.0,7.0,4.0,,36.0,63.0,3.0,5.0,,2.0,7.0,,12.0,,,4.0,2.0,1.0,,13.0,,64.0,57.0,2.0,39.0,21.0,,,,,,,,45.0,10.0,13.0,1.0,,2.0,2.0,,142.0,2.0,,2.0,2.0,,,14.0,,,2.0,2.0,,,,,21.0,,10.0,10.0,2.0,4.0,60.0,66.0,25.0,5.0,1.0,4.0,3.0,7.0,259.0,,,2.0,,36.0,40.0,21.0,,,,,146.0,146.0,1.0,33.0,18.0,36.3,,,,1.0,13.0,0.0,,,,50.0,2.0,,2.0,,,4.0,4.0,,,5.0,45.0,180.0,7.0,7.0,133.0,19.0,39.0,7.0,3.0,8.0,5.0,105949.43,4.0,74.0,10.0,163.0,2.0,,40.0,5.0,70.0,2.0,288.0,,0.0,11.0,18.0,4.0,13.0,1.0,489.0,12.0,20.0,4.0,4.0,13.0,0.0
2444669,20.0,2025-01-06 20:00:00,17,Nott'm Forest,Away,131.0,13.0,1.0,2.0,1.0,4.0,,157.0,5.0,,3.0,6.0,3.0,21.0,286.0,2.0,1.0,8.0,12.0,16.0,4.0,1.0,1.0,2.0,1.0,,,1.0,1.0,,,7.0,,,,,5.0,9.0,4.0,8.0,3.0,,58.0,50.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,,3.0,4.0,3.0,,6.0,1.0,37.0,48.0,1.0,35.0,11.0,,2.0,,,,,,51.0,8.0,10.0,1.0,,,,1.0,136.0,3.0,,3.0,3.0,,2.0,8.0,,,3.0,,,,,,11.0,,10.0,10.0,2.0,3.0,80.0,49.0,26.0,5.0,1.0,3.0,5.0,3.0,341.0,,,6.0,3.0,77.0,36.0,26.0,,,,,123.0,123.0,,29.0,14.0,39.2,,,,3.0,11.0,0.0,,,,87.0,6.0,,5.0,,1.0,2.0,6.0,,1.0,5.0,72.0,276.0,4.0,8.0,151.0,23.0,35.0,11.0,3.0,10.0,7.0,,4.0,113.0,10.0,220.0,,,22.0,4.0,50.0,4.0,361.0,4.0,0.0,11.0,18.0,2.0,15.0,2.0,549.0,23.0,13.0,4.0,3.0,12.0,0.0
2444675,21.0,2025-01-14 20:00:00,17,Nott'm Forest,Home,79.0,14.0,,,,1.0,,80.0,7.0,,1.0,6.0,4.0,23.0,159.0,,1.0,8.0,18.0,10.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,,5.0,,,,,4.0,14.0,9.0,2.0,4.0,,32.0,44.0,1.0,,1.0,1.0,11.0,2.0,4.0,1.0,,,6.0,3.0,,3.0,3.0,39.0,46.0,1.0,58.0,28.0,,,,,,,,42.0,7.0,10.0,1.0,,2.0,,1.0,107.0,1.0,,1.0,1.0,,,13.0,,,1.0,1.0,,,,,28.0,,9.0,9.0,3.0,1.0,45.0,59.0,23.0,9.0,,,3.0,3.0,210.0,,,7.0,,41.0,25.0,21.0,,,,,127.0,127.0,1.0,25.0,13.0,29.0,,2.0,,,17.0,0.0,,,,51.0,4.0,2.0,5.0,,,1.0,1.0,,,5.0,52.0,145.0,11.0,3.0,95.0,26.0,58.0,13.0,,9.0,9.0,,1.0,85.0,8.0,149.0,1.0,,25.0,4.0,62.0,2.0,235.0,,0.0,6.0,20.0,2.0,21.0,2.0,458.0,17.0,17.0,6.0,,15.0,0.0
2444688,22.0,2025-01-19 14:00:00,17,Nott'm Forest,Home,111.0,14.0,,5.0,5.0,6.0,1.0,212.0,1.0,,,10.0,11.0,25.0,318.0,1.0,,11.0,22.0,19.0,6.0,,1.0,,1.0,,,1.0,,,,7.0,,,,3.0,3.0,8.0,2.0,9.0,5.0,,90.0,42.0,3.0,4.0,,2.0,4.0,2.0,12.0,1.0,1.0,2.0,9.0,4.0,,6.0,1.0,49.0,63.0,2.0,21.0,11.0,,,,,,,,52.0,4.0,18.0,1.0,,5.0,3.0,1.0,147.0,3.0,,1.0,2.0,1.0,,3.0,,,2.0,1.0,,,,,11.0,,8.0,8.0,2.0,,72.0,54.0,30.0,8.0,2.0,4.0,5.0,5.0,368.0,,,5.0,2.0,110.0,53.0,26.0,,,,,116.0,116.0,4.0,18.0,19.0,44.5,,,,1.0,11.0,0.0,,,,77.0,2.0,,1.0,,,,7.0,,,5.0,115.0,307.0,4.0,9.0,124.0,20.0,21.0,12.0,2.0,18.0,16.0,,,148.0,8.0,280.0,1.0,,27.0,13.0,50.0,3.0,386.0,2.0,0.0,14.0,19.0,,16.0,0.0,568.0,26.0,14.0,7.0,2.0,11.0,0.0
2444690,23.0,2025-01-25 15:00:00,17,Nott'm Forest,Away,113.0,14.0,2.0,6.0,4.0,3.0,1.0,146.0,4.0,,3.0,11.0,4.0,19.0,253.0,,,16.0,9.0,20.0,10.0,2.0,4.0,,,1.0,,2.0,,1.0,,8.0,,,1.0,3.0,3.0,11.0,5.0,11.0,7.0,,49.0,46.0,1.0,1.0,,2.0,10.0,5.0,11.0,,,9.0,8.0,5.0,,16.0,3.0,54.0,48.0,2.0,24.0,12.0,2.0,,,,,,,56.0,12.0,9.0,,,3.0,1.0,2.0,152.0,,,,,,,5.0,,,,,,,,,12.0,1.0,5.0,5.0,,3.0,75.0,64.0,37.0,3.0,,5.0,7.0,4.0,319.0,,,3.0,2.0,55.0,50.0,36.0,,,,,146.0,146.0,3.0,23.0,14.0,49.0,1.0,,,1.0,22.0,0.0,,,,62.0,3.0,2.0,5.0,,2.0,,9.0,2.0,,5.0,82.0,237.0,10.0,12.0,127.0,23.0,24.0,14.0,9.0,23.0,14.0,101257.46,,131.0,11.0,234.0,1.0,,23.0,4.0,44.0,2.0,338.0,3.0,0.0,18.0,11.0,4.0,20.0,3.0,540.0,34.0,14.0,8.0,9.0,6.0,0.0
2444708,24.0,2025-02-01 12:30:00,17,Nott'm Forest,Home,126.0,17.0,2.0,4.0,2.0,1.0,,134.0,2.0,2.0,2.0,8.0,5.0,26.0,256.0,,1.0,12.0,8.0,16.0,7.0,1.0,2.0,2.0,,,,,,,1.0,11.0,1.0,,1.0,,3.0,6.0,4.0,11.0,3.0,,61.0,55.0,4.0,1.0,5.0,1.0,10.0,1.0,14.0,,,4.0,4.0,1.0,,13.0,3.0,51.0,63.0,1.0,38.0,22.0,,,1.47644,3.4085,,4.5034,1.3336,47.0,8.0,12.0,3.0,,3.0,1.0,,130.0,4.0,1.0,3.0,3.0,1.0,,7.0,,,4.0,,,,,,22.0,1.0,7.0,7.0,,2.0,70.0,61.0,36.0,6.0,2.0,4.0,8.0,9.0,305.0,,,2.0,,70.0,35.0,15.0,,,,1.0,122.0,122.0,7.0,28.0,12.0,37.4,1.0,,,,22.0,0.0,,,,65.0,3.0,2.0,6.0,,,2.0,4.0,,1.0,5.0,65.0,246.0,10.0,12.0,148.0,27.0,38.0,23.0,4.0,10.0,6.0,110847.11,2.0,91.0,7.0,188.0,,2.0,20.0,6.0,50.0,1.0,326.0,1.0,0.0,14.0,21.0,1.0,13.0,1.0,543.0,29.0,23.0,15.0,4.0,15.0,0.0
2444713,25.0,2025-02-15 15:00:00,17,Nott'm Forest,Away,160.0,20.0,,4.0,4.0,3.0,,187.0,5.0,,7.0,7.0,8.0,25.0,343.0,,,4.0,16.0,15.0,4.0,,,,,,,,,,,6.0,,,,1.0,1.0,20.0,4.0,6.0,2.0,,81.0,48.0,,,,2.0,4.0,3.0,5.0,,,4.0,8.0,5.0,,3.0,4.0,37.0,44.0,2.0,30.0,17.0,,,0.271586,0.4248,,1.0642,3.7715,51.0,8.0,12.0,1.0,,1.0,1.0,,142.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,17.0,,8.0,8.0,2.0,8.0,85.0,52.0,28.0,8.0,,2.0,3.0,2.0,380.0,,,6.0,1.0,82.0,36.0,25.0,,,,,110.0,110.0,,17.0,22.0,44.5,,,,1.0,8.0,0.0,,,,96.0,6.0,2.0,8.0,,1.0,,3.0,,,3.0,85.0,325.0,4.0,5.0,170.0,27.0,30.0,12.0,4.0,18.0,14.0,102261.22,,109.0,5.0,252.0,,,23.0,9.0,49.0,1.0,404.0,,0.0,8.0,10.0,,10.0,0.0,584.0,16.0,18.0,7.0,4.0,7.0,0.0
2444728,26.0,2025-02-23 14:00:00,17,Nott'm Forest,Away,89.0,11.0,3.0,8.0,5.0,4.0,,172.0,3.0,,2.0,5.0,3.0,12.0,253.0,,,16.0,20.0,15.0,8.0,2.0,6.0,,,,,,1.0,,,9.0,,,,1.0,4.0,13.0,,10.0,7.0,,58.0,54.0,3.0,2.0,2.0,1.0,13.0,7.0,13.0,,,6.0,9.0,4.0,1.0,6.0,1.0,63.0,58.0,1.0,25.0,13.0,,1.0,1.40501,1.7871,,1.9912,2.6398,61.0,13.0,10.0,,,2.0,1.0,,143.0,1.0,,1.0,,1.0,,5.0,,,1.0,,,,,2.0,13.0,,3.0,3.0,,2.0,70.0,61.0,16.0,7.0,1.0,5.0,6.0,5.0,324.0,,,5.0,,73.0,48.0,30.0,1.0,1.0,1.0,,147.0,147.0,5.0,24.0,23.0,42.9,,3.0,,1.0,19.0,0.0,,,,74.0,1.0,,1.0,,,,5.0,1.0,1.0,2.0,78.0,237.0,13.0,11.0,105.0,33.0,25.0,20.0,6.0,20.0,14.0,103469.48,,122.0,8.0,260.0,1.0,,23.0,4.0,50.0,,345.0,1.0,0.0,17.0,28.0,2.0,19.0,4.0,555.0,27.0,20.0,6.0,6.0,20.0,0.0
2444733,27.0,2025-02-26 19:30:00,17,Nott'm Forest,Home,99.0,11.0,,4.0,4.0,3.0,2.0,104.0,3.0,,,10.0,2.0,19.0,199.0,,,10.0,16.0,14.0,4.0,,,,,,,,,,,4.0,,,,2.0,4.0,8.0,5.0,4.0,2.0,,47.0,39.0,1.0,1.0,,2.0,2.0,3.0,12.0,,,3.0,11.0,2.0,,10.0,,51.0,52.0,2.0,31.0,19.0,,1.0,0.31532,0.4023,,0.3842,0.3866,44.0,10.0,15.0,,,1.0,3.0,,104.0,,,,,,,7.0,,,,,,,,1.0,19.0,,8.0,8.0,1.0,,58.0,58.0,25.0,11.0,,1.0,3.0,2.0,240.0,,,9.0,1.0,39.0,49.0,20.0,,,,,116.0,116.0,5.0,24.0,5.0,34.9,,,,,10.0,0.0,,,,59.0,1.0,,1.0,,1.0,,1.0,,,3.0,58.0,182.0,2.0,4.0,113.0,24.0,31.0,9.0,2.0,18.0,16.0,100252.38,,92.0,6.0,173.0,,,24.0,2.0,47.0,1.0,268.0,,0.0,6.0,18.0,1.0,16.0,1.0,438.0,16.0,11.0,5.0,3.0,10.0,0.0
2444746,28.0,2025-03-08 12:30:00,17,Nott'm Forest,Home,86.0,14.0,1.0,7.0,6.0,2.0,2.0,129.0,9.0,,4.0,3.0,2.0,17.0,208.0,,,11.0,8.0,10.0,6.0,2.0,1.0,2.0,,,,,,,,7.0,,,,1.0,3.0,6.0,8.0,6.0,3.0,,43.0,42.0,,,,5.0,10.0,2.0,13.0,,,3.0,9.0,5.0,,13.0,2.0,47.0,41.0,5.0,25.0,7.0,,2.0,0.377092,0.7263,,0.8592,0.5451,50.0,9.0,7.0,,,1.0,2.0,,125.0,1.0,,,1.0,,,12.0,,,1.0,,,,,,7.0,1.0,5.0,5.0,1.0,4.0,46.0,56.0,32.0,2.0,1.0,3.0,6.0,4.0,241.0,,,3.0,,77.0,30.0,23.0,,,,,106.0,106.0,2.0,19.0,15.0,30.9,,,,,15.0,0.0,,,,47.0,,3.0,3.0,,2.0,2.0,3.0,,,4.0,72.0,193.0,10.0,9.0,96.0,32.0,25.0,12.0,2.0,18.0,16.0,103969.03,2.0,108.0,4.0,183.0,,,11.0,2.0,46.0,1.0,261.0,1.0,0.0,9.0,17.0,1.0,15.0,3.0,444.0,18.0,19.0,7.0,3.0,8.0,0.0
2444755,29.0,2025-03-15 15:00:00,17,Nott'm Forest,Away,97.0,7.0,,1.0,1.0,2.0,,184.0,4.0,,2.0,7.0,4.0,21.0,280.0,,,15.0,13.0,14.0,4.0,,3.0,2.0,,,,,,,1.0,8.0,,,,,5.0,4.0,7.0,6.0,5.0,,87.0,44.0,2.0,,3.0,3.0,1.0,1.0,9.0,1.0,,3.0,6.0,2.0,1.0,6.0,,44.0,36.0,3.0,33.0,21.0,,1.0,0.634017,1.517,,2.6686,0.6986,58.0,13.0,3.0,,,,,,153.0,3.0,,1.0,3.0,,2.0,9.0,,,3.0,,,,,,21.0,,3.0,3.0,1.0,2.0,69.0,66.0,32.0,6.0,2.0,2.0,5.0,6.0,336.0,,,3.0,1.0,121.0,30.0,25.0,,,,,125.0,125.0,2.0,16.0,20.0,44.3,,,,,13.0,0.0,,,,47.0,,2.0,1.0,,2.0,2.0,4.0,,1.0,5.0,95.0,271.0,1.0,7.0,111.0,17.0,33.0,8.0,3.0,11.0,8.0,103898.23,4.0,131.0,4.0,256.0,,,28.0,4.0,58.0,1.0,356.0,,0.0,11.0,15.0,1.0,22.0,1.0,519.0,19.0,20.0,4.0,3.0,11.0,0.0
2444763,30.0,2025-04-01 20:00:00,17,Nott'm Forest,Home,78.0,10.0,,3.0,3.0,3.0,1.0,152.0,3.0,,,6.0,5.0,17.0,227.0,,1.0,11.0,21.0,17.0,6.0,,1.0,1.0,,,,,,,,6.0,,,,1.0,3.0,16.0,7.0,6.0,2.0,,67.0,59.0,,,,6.0,8.0,2.0,11.0,1.0,,3.0,5.0,3.0,,9.0,1.0,56.0,59.0,6.0,42.0,25.0,,1.0,0.657893,0.4753,,0.9684,0.4077,62.0,5.0,12.0,,,1.0,1.0,,120.0,1.0,,,1.0,,1.0,11.0,,,1.0,,,,,,25.0,,6.0,6.0,,,53.0,60.0,28.0,10.0,1.0,3.0,4.0,2.0,280.0,,,9.0,2.0,59.0,43.0,19.0,,,,,134.0,134.0,8.0,23.0,20.0,31.8,,,,,17.0,0.0,,,,70.0,5.0,1.0,5.0,,,1.0,4.0,,,5.0,82.0,213.0,8.0,7.0,92.0,21.0,42.0,25.0,2.0,11.0,9.0,110390.83,1.0,124.0,6.0,229.0,,,25.0,6.0,52.0,1.0,310.0,,0.0,8.0,16.0,1.0,14.0,1.0,523.0,17.0,18.0,15.0,3.0,7.0,0.0
