matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367540,1.0,2023-08-12 13:00:00,17,Nott'm Forest,Away,72.0,12.0,1.0,1.0,,,,66.0,2.0,,12.0,4.0,1.0,19.0,137.0,,,4.0,12.0,20.0,3.0,1.0,1.0,2.0,,,,,,,,1.0,4.0,,,,,1.0,6.0,8.0,7.0,4.0,2.0,,21.0,48.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,,,3.0,1.0,1.0,,11.0,3.0,47.0,56.0,2.0,16.0,10.0,,,44.0,12.0,12.0,,,1.0,,104.0,1.0,,1.0,1.0,,1.0,5.0,,,1.0,,,,,,10.0,,8.0,8.0,2.0,12.0,42.0,50.0,19.0,8.0,,2.0,3.0,2.0,177.0,,,5.0,2.0,,20.0,38.0,13.0,,,,,106.0,106.0,1.0,20.0,13.0,21.7,,,,,10.0,0.0,,,,33.0,2.0,3.0,5.0,,,2.0,3.0,,1.0,5.0,35.0,123.0,5.0,5.0,83.0,30.0,16.0,15.0,3.0,6.0,3.0,3.0,65.0,6.0,123.0,,,11.0,2.0,43.0,1.0,200.0,,0.0,6.0,17.0,1.0,9.0,2.0,365.0,12.0,11.0,7.0,3.0,10.0,0.0
2367554,2.0,2023-08-18 19:45:00,17,Nott'm Forest,Home,167.0,18.0,3.0,8.0,5.0,4.0,2.0,184.0,4.0,1.0,4.0,3.0,1.0,28.0,343.0,,,16.0,20.0,31.0,8.0,3.0,5.0,,,,,,,,,,10.0,,,,,1.0,3.0,4.0,3.0,9.0,7.0,,65.0,62.0,1.0,,1.0,1.0,9.0,5.0,6.0,,,6.0,9.0,4.0,,6.0,2.0,53.0,66.0,1.0,24.0,13.0,,1.0,52.0,5.0,9.0,1.0,3.0,2.0,,161.0,2.0,,2.0,2.0,,,6.0,,,2.0,,,,,,13.0,,14.0,14.0,,4.0,99.0,69.0,41.0,7.0,,7.0,6.0,4.0,418.0,,,1.0,,,44.0,79.0,32.0,,,,,161.0,161.0,5.0,30.0,19.0,49.9,,,,,18.0,0.0,,,,111.0,1.0,1.0,2.0,,1.0,,7.0,,1.0,5.0,87.0,332.0,9.0,13.0,190.0,39.0,24.0,23.0,6.0,21.0,15.0,,128.0,10.0,267.0,,1.0,12.0,2.0,57.0,3.0,436.0,1.0,0.0,16.0,20.0,,30.0,2.0,656.0,26.0,16.0,7.0,6.0,11.0,0.0
2367565,3.0,2023-08-26 15:00:00,17,Nott'm Forest,Away,131.0,17.0,1.0,2.0,1.0,7.0,,99.0,8.0,2.0,9.0,6.0,3.0,23.0,228.0,1.0,,7.0,11.0,21.0,5.0,1.0,1.0,1.0,,,,,,,,1.0,4.0,,,,,2.0,6.0,7.0,11.0,7.0,2.0,,37.0,65.0,1.0,,1.0,2.0,6.0,2.0,7.0,,,3.0,5.0,1.0,1.0,6.0,4.0,44.0,63.0,2.0,29.0,19.0,,,49.0,11.0,13.0,1.0,5.0,3.0,,127.0,1.0,,,1.0,,1.0,9.0,,,1.0,1.0,,,,,19.0,,14.0,14.0,,9.0,72.0,58.0,29.0,11.0,,3.0,4.0,4.0,288.0,,,4.0,1.0,,24.0,57.0,25.0,1.0,1.0,1.0,,136.0,136.0,4.0,34.0,16.0,33.7,,3.0,,,12.0,0.0,,,,80.0,1.0,5.0,7.0,,,1.0,3.0,,,4.0,48.0,208.0,6.0,7.0,154.0,45.0,29.0,19.0,3.0,12.0,9.0,2.0,93.0,14.0,174.0,1.0,2.0,12.0,3.0,53.0,2.0,316.0,1.0,1.0,9.0,19.0,1.0,14.0,4.0,514.0,21.0,13.0,10.0,3.0,13.0,0.0
2367572,4.0,2023-09-02 15:00:00,17,Nott'm Forest,Away,87.0,14.0,,,,3.0,,56.0,8.0,,5.0,3.0,,17.0,143.0,,1.0,7.0,24.0,13.0,4.0,,,1.0,,,,,,,,,4.0,,,,,3.0,5.0,11.0,10.0,4.0,3.0,,29.0,61.0,1.0,1.0,1.0,6.0,6.0,,13.0,,,,2.0,1.0,,9.0,1.0,62.0,51.0,6.0,37.0,20.0,,,31.0,9.0,10.0,,1.0,1.0,,130.0,1.0,,1.0,1.0,,,13.0,,,1.0,2.0,,,,,20.0,,9.0,9.0,,5.0,36.0,52.0,24.0,8.0,,2.0,3.0,3.0,204.0,,,13.0,1.0,,21.0,40.0,13.0,,,,,134.0,134.0,2.0,34.0,18.0,23.9,,,,1.0,11.0,0.0,,,,35.0,1.0,1.0,2.0,,2.0,1.0,4.0,,1.0,5.0,15.0,130.0,6.0,5.0,120.0,39.0,37.0,12.0,,4.0,4.0,1.0,46.0,13.0,114.0,2.0,,15.0,1.0,53.0,3.0,230.0,,0.0,7.0,23.0,2.0,16.0,4.0,428.0,9.0,14.0,5.0,,11.0,0.0
2367584,5.0,2023-09-18 19:45:00,17,Nott'm Forest,Home,181.0,21.0,,1.0,1.0,,,141.0,5.0,1.0,9.0,,2.0,20.0,321.0,,,16.0,14.0,17.0,10.0,,1.0,,,,,,,,,,10.0,,,,,2.0,8.0,5.0,5.0,6.0,8.0,,63.0,54.0,,,,1.0,7.0,5.0,7.0,,,5.0,7.0,4.0,,3.0,1.0,46.0,48.0,1.0,17.0,11.0,,,46.0,16.0,9.0,,1.0,2.0,,153.0,1.0,,,1.0,,,8.0,,,1.0,2.0,,,,,11.0,,6.0,6.0,3.0,9.0,85.0,65.0,33.0,4.0,1.0,3.0,8.0,4.0,387.0,,,3.0,2.0,,37.0,66.0,30.0,,,,,136.0,136.0,6.0,22.0,16.0,46.1,,,1.0,,16.0,0.0,,,,106.0,,2.0,2.0,,,,5.0,,,4.0,81.0,306.0,7.0,11.0,204.0,48.0,17.0,16.0,5.0,18.0,13.0,,125.0,4.0,221.0,2.0,1.0,6.0,2.0,50.0,2.0,407.0,1.0,0.0,14.0,13.0,1.0,19.0,2.0,586.0,27.0,16.0,9.0,5.0,9.0,0.0
2367596,6.0,2023-09-23 15:00:00,17,Nott'm Forest,Away,145.0,13.0,1.0,2.0,1.0,1.0,,211.0,3.0,,2.0,1.0,5.0,21.0,354.0,,1.0,11.0,7.0,7.0,6.0,,3.0,,,,1.0,,,,,1.0,6.0,,,,,,11.0,4.0,3.0,5.0,5.0,,70.0,56.0,1.0,1.0,,2.0,3.0,4.0,8.0,,,6.0,8.0,5.0,,6.0,1.0,40.0,34.0,2.0,12.0,5.0,,,41.0,17.0,5.0,,2.0,1.0,1.0,143.0,,,,,,,3.0,,,,1.0,,,,,5.0,,8.0,8.0,1.0,2.0,101.0,45.0,30.0,6.0,,3.0,3.0,3.0,401.0,,,2.0,2.0,,62.0,62.0,28.0,,,,,105.0,105.0,4.0,28.0,21.0,42.6,,,,,8.0,0.0,,,,100.0,,2.0,2.0,,1.0,,3.0,,,5.0,120.0,343.0,3.0,6.0,165.0,29.0,12.0,6.0,3.0,17.0,14.0,,144.0,3.0,266.0,1.0,,6.0,5.0,30.0,3.0,414.0,,0.0,10.0,18.0,2.0,14.0,7.0,559.0,24.0,14.0,4.0,6.0,11.0,0.0
2367604,7.0,2023-10-01 14:00:00,17,Nott'm Forest,Home,154.0,23.0,1.0,4.0,3.0,1.0,1.0,170.0,4.0,2.0,3.0,1.0,3.0,21.0,320.0,,1.0,10.0,25.0,16.0,3.0,2.0,1.0,,,,,,,,,,4.0,,,,,1.0,4.0,15.0,3.0,5.0,1.0,,74.0,52.0,2.0,2.0,,2.0,12.0,1.0,5.0,2.0,,1.0,5.0,4.0,,6.0,1.0,47.0,51.0,2.0,38.0,19.0,,1.0,50.0,6.0,10.0,,3.0,2.0,,154.0,1.0,,1.0,1.0,,,11.0,,,1.0,3.0,,,,,19.0,,6.0,6.0,,3.0,88.0,72.0,36.0,11.0,1.0,4.0,2.0,1.0,383.0,,,9.0,,,41.0,56.0,21.0,,,,,130.0,130.0,3.0,29.0,14.0,40.9,,,1.0,,21.0,0.0,,,,91.0,4.0,,3.0,1.0,,,4.0,,,5.0,68.0,307.0,12.0,6.0,177.0,52.0,38.0,14.0,1.0,12.0,11.0,,105.0,6.0,242.0,3.0,2.0,14.0,4.0,57.0,2.0,407.0,,1.0,6.0,17.0,1.0,19.0,1.0,600.0,13.0,13.0,9.0,1.0,11.0,0.0
2367611,8.0,2023-10-07 17:30:00,17,Nott'm Forest,Away,217.0,22.0,2.0,4.0,2.0,2.0,,208.0,5.0,,6.0,,3.0,18.0,421.0,,,12.0,11.0,14.0,8.0,2.0,5.0,,,,,,,,1.0,,10.0,,,1.0,,,5.0,7.0,1.0,11.0,5.0,,76.0,49.0,2.0,2.0,,,5.0,4.0,9.0,,,7.0,6.0,5.0,,10.0,,49.0,49.0,,25.0,16.0,,,52.0,12.0,7.0,,1.0,,,147.0,,,,,,,6.0,,,,1.0,,,,,16.0,1.0,9.0,9.0,,6.0,130.0,56.0,37.0,3.0,,5.0,5.0,5.0,468.0,,,2.0,1.0,,76.0,65.0,32.0,,,,,106.0,106.0,2.0,28.0,13.0,48.0,1.0,,,2.0,9.0,0.0,,,,129.0,1.0,1.0,2.0,,,,7.0,1.0,,5.0,103.0,410.0,5.0,10.0,238.0,34.0,25.0,17.0,7.0,18.0,11.0,,128.0,5.0,262.0,1.0,,11.0,4.0,41.0,2.0,482.0,,0.0,16.0,20.0,,14.0,1.0,661.0,28.0,8.0,9.0,7.0,10.0,0.0
2367625,9.0,2023-10-21 15:00:00,17,Nott'm Forest,Home,230.0,13.0,2.0,9.0,7.0,1.0,,157.0,2.0,,9.0,8.0,5.0,23.0,378.0,,1.0,18.0,23.0,33.0,7.0,2.0,6.0,1.0,,,,,,,,1.0,13.0,,,,,,7.0,9.0,4.0,17.0,2.0,,69.0,68.0,2.0,2.0,2.0,4.0,12.0,2.0,6.0,,,4.0,11.0,4.0,,4.0,,50.0,65.0,4.0,22.0,12.0,1.0,,58.0,12.0,11.0,2.0,1.0,1.0,,176.0,2.0,,2.0,2.0,,1.0,7.0,,,2.0,3.0,,,,,12.0,,9.0,9.0,1.0,9.0,122.0,79.0,38.0,2.0,,6.0,5.0,8.0,473.0,,,4.0,1.0,,53.0,44.0,27.0,,,,,156.0,156.0,4.0,34.0,20.0,57.2,,2.0,,,26.0,0.0,,,,127.0,1.0,1.0,2.0,,1.0,1.0,9.0,,,5.0,59.0,363.0,12.0,11.0,261.0,34.0,22.0,12.0,3.0,19.0,16.0,2.0,106.0,10.0,252.0,3.0,,20.0,5.0,53.0,2.0,494.0,,0.0,19.0,14.0,6.0,19.0,3.0,701.0,31.0,17.0,7.0,4.0,9.0,0.0
2367634,10.0,2023-10-29 14:00:00,17,Nott'm Forest,Away,119.0,21.0,,2.0,2.0,,,76.0,8.0,1.0,8.0,2.0,1.0,22.0,193.0,,,3.0,18.0,13.0,5.0,,3.0,,,,,,,,,,4.0,,1.0,,,2.0,6.0,10.0,11.0,7.0,2.0,,30.0,61.0,1.0,1.0,,1.0,6.0,4.0,8.0,,,3.0,5.0,2.0,,7.0,3.0,50.0,51.0,1.0,31.0,14.0,1.0,,42.0,13.0,9.0,,,2.0,,127.0,,,,,,,13.0,,,,1.0,,,,,14.0,1.0,11.0,11.0,1.0,9.0,61.0,51.0,22.0,8.0,,3.0,2.0,1.0,238.0,,,4.0,1.0,,22.0,41.0,19.0,,,,,117.0,117.0,2.0,31.0,16.0,27.4,1.0,,,,11.0,0.0,,,,48.0,3.0,2.0,5.0,,1.0,,4.0,,,5.0,35.0,176.0,6.0,5.0,137.0,33.0,31.0,15.0,3.0,12.0,9.0,,66.0,4.0,141.0,2.0,2.0,5.0,1.0,50.0,3.0,266.0,,0.0,9.0,19.0,2.0,7.0,3.0,454.0,20.0,13.0,10.0,3.0,10.0,0.0
