playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,goals,offsides,awayGoals,iboxTarget,shotsOnTargetInBox,rightFootGoals,leftFootGoals,shotsOffTargetIncWoodwork,unsuccessfulCornersIntoBox,handballsConceded,foulWonPenalty,cornersTakenInclShortCorners,unsuccessfulLayoffs,homeGoals,headedGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,hitWoodwork,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,clearancesOffTheLine,redCards2ndYellow,ownGoalScored,otherGoals
493105,Alejandro Garnacho,Forward,Man Utd,1,Argentina,2023-24,188.0,7.0,2.9099,0.0,40.0,28.0,1.0,6.1,22.0,60.0,149.0,36.0,4.0,26.0,30.0,172.0,49.0,834.0,10.0,6.0,32.0,2.0,3.0,7.0,2573.0,25.0,130.0,4.0,,74.0,123.0,643.0,267.0,,3.0,47.1213,42.0,1.0,12.0,39.0,30.0,163.0,218.0,54.0,1.0,318.0,24.0,139.0,106.0,36.0,3.0,7.0,,63.0,440.0,35.0,51.0,112.0,30.0,286.0,7.0,0.0,829.0,53.0,408.0,15.0,48.0,2.0,173.0,20.0,18.0,19.0,304.0,1445.0,6.0,18.0,10.0,15.0,229.0,15.0,8.3859,4.0,23.0,54.0,2.0,7.0,15.0,3.0,18.0,18.0,3.0,3.0,32.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
493250,Amad Diallo,Forward,Man Utd,1,Cote d’Ivoire,2023-24,39.0,,0.4831,0.0,3.0,4.0,1.0,0.2329,10.0,7.0,19.0,9.0,1.0,3.0,3.0,20.0,,167.0,2.0,6.0,10.0,,2.0,,388.0,6.0,29.0,1.0,,5.0,25.0,144.0,29.0,,1.0,6.5713,9.0,,6.0,6.0,1.0,33.0,18.0,4.0,0.0,68.0,2.0,25.0,14.0,9.0,2.0,7.0,,10.0,106.0,5.0,1.0,24.0,1.0,58.0,4.0,0.0,166.0,1.0,53.0,3.0,11.0,1.0,74.0,5.0,1.0,3.0,50.0,258.0,2.0,3.0,2.0,1.0,41.0,3.0,0.518,1.0,1.0,6.0,,1.0,,0.0,1.0,1.0,,1.0,3.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
148225,Anthony Martial,Forward,Man Utd,1,France,2023-24,33.0,,0.1512,0.0,1.0,4.0,,1.1507,4.0,5.0,27.0,13.0,,9.0,5.0,28.0,,137.0,,8.0,27.0,,1.0,,445.0,19.0,20.0,,,7.0,12.0,108.0,19.0,,,8.2115,6.0,,3.0,6.0,1.0,14.0,37.0,6.0,0.0,53.0,4.0,31.0,9.0,13.0,1.0,3.0,,2.0,78.0,6.0,,12.0,1.0,26.0,8.0,0.0,131.0,1.0,56.0,1.0,2.0,,27.0,3.0,,1.0,42.0,195.0,,5.0,,,31.0,1.0,1.2236,0.0,1.0,4.0,,1.0,3.0,1.0,2.0,2.0,1.0,,1.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
467169,Antony,Forward,Man Utd,1,Brazil,2023-24,111.0,4.0,1.9415,0.0,17.0,16.0,1.0,3.4827,40.0,26.0,104.0,29.0,1.0,12.0,15.0,112.0,12.0,561.0,6.0,14.0,25.0,,11.0,4.0,1323.0,23.0,100.0,,1.0,51.0,98.0,438.0,64.0,,5.0,26.194,21.0,1.0,8.0,26.0,11.0,88.0,52.0,32.0,0.0,211.0,28.0,134.0,96.0,29.0,11.0,19.0,,33.0,325.0,26.0,12.0,52.0,11.0,186.0,2.0,0.0,554.0,13.0,206.0,21.0,26.0,1.0,222.0,19.0,12.0,11.0,153.0,899.0,15.0,12.0,6.0,3.0,128.0,13.0,3.3763,5.0,8.0,24.0,3.0,1.0,2.0,0.0,4.0,4.0,,1.0,10.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
575034,Ethan Wheatley,Forward,Man Utd,1,England,2023-24,5.0,,,0.0,,,,,1.0,,,3.0,,,,,,,,3.0,,,,,13.0,,1.0,,,2.0,1.0,,,,,0.4022,,,,,,5.0,,,0.0,6.0,2.0,,1.0,3.0,,,,,,,,2.0,,6.0,,0.0,,,3.0,1.0,,,,3.0,2.0,,,8.0,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209243,Jadon Sancho,Forward,Man Utd,1,England,2023-24,10.0,,0.074,0.0,,,1.0,,1.0,,6.0,3.0,,,,7.0,1.0,41.0,,3.0,3.0,,,,76.0,3.0,6.0,,,1.0,6.0,34.0,6.0,,,0.9176,1.0,,,1.0,,7.0,18.0,2.0,0.0,16.0,1.0,9.0,10.0,3.0,,1.0,,3.0,22.0,1.0,1.0,5.0,,13.0,,0.0,40.0,1.0,15.0,,3.0,,5.0,,1.0,,9.0,59.0,,,,1.0,12.0,,,0.0,1.0,2.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515504,Joe Hugill,Forward,Man Utd,1,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176297,Marcus Rashford,Forward,Man Utd,1,England,2023-24,147.0,2.0,2.7622,0.0,23.0,21.0,9.0,7.3466,19.0,39.0,121.0,33.0,2.0,16.0,26.0,142.0,33.0,683.0,7.0,7.0,42.0,5.0,4.0,2.0,2278.0,26.0,103.0,5.0,,32.0,87.0,515.0,155.0,,4.0,41.1234,23.0,4.0,20.0,37.0,16.0,121.0,212.0,21.0,0.0,250.0,14.0,175.0,81.0,33.0,4.0,7.0,,53.0,383.0,32.0,33.0,91.0,16.0,208.0,16.0,0.0,673.0,27.0,342.0,12.0,48.0,1.0,87.0,13.0,4.0,26.0,209.0,1131.0,16.0,14.0,7.0,8.0,160.0,9.0,7.3715,2.0,21.0,22.0,6.0,7.0,12.0,5.0,10.0,10.0,7.0,,18.0,,,1.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,0.045,2.0,2.0,,,,
487828,Omari Forson,Forward,Man Utd,1,England,2023-24,4.0,,0.0165,0.0,1.0,,,,2.0,,3.0,4.0,1.0,,1.0,3.0,,33.0,1.0,3.0,2.0,,,,68.0,2.0,3.0,,,1.0,3.0,30.0,1.0,,,1.5439,1.0,,,2.0,,2.0,2.0,,0.0,7.0,,6.0,2.0,4.0,,2.0,,1.0,21.0,2.0,,1.0,,5.0,,0.0,32.0,,5.0,,1.0,,13.0,1.0,,,12.0,40.0,,1.0,1.0,,9.0,1.0,0.0273,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497894,Rasmus Højlund,Forward,Man Utd,1,Denmark,2023-24,139.0,1.0,0.927,0.0,5.0,21.0,2.0,8.5363,11.0,33.0,90.0,30.0,2.0,21.0,25.0,90.0,5.0,391.0,,5.0,91.0,2.0,1.0,1.0,2169.0,66.0,84.0,3.0,1.0,24.0,59.0,292.0,104.0,,5.0,35.4903,26.0,,19.0,35.0,5.0,73.0,83.0,30.0,4.0,223.0,8.0,60.0,60.0,30.0,1.0,4.0,,18.0,205.0,32.0,5.0,47.0,5.0,132.0,25.0,0.0,363.0,12.0,197.0,7.0,18.0,1.0,108.0,20.0,1.0,9.0,140.0,685.0,2.0,17.0,,,97.0,10.0,7.6471,2.0,,20.0,1.0,10.0,15.0,5.0,10.0,10.0,4.0,5.0,12.0,,1.0,,,12.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
