playerId,playerName,position,team_name,team_id,nationality,season,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,successfulFiftyFifty,offsides,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,keyPassesAttemptAssists,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,tacklesLost,timesTackled,iboxBlocked,cornersWon,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,handballsConceded,expectedGoals,overruns,ownGoalScored,unsuccessfulDribbles,unsuccessfulCrossesOpenPlay,goals,oboxBlocked,shotsOnTargetOutsideBox,oboxTarget,lastPlayerTackle,redCards2ndYellow,headedGoals,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,hitWoodwork,shotsBlockedOutsideBox,rightFootGoals,successfulCrossesOpenPlay,cornersTakenInclShortCorners,successfulCrossesAndCorners,unsuccessfulLayoffs,successfulCornersIntoBox,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,clearancesOffTheLine,penaltiesConceded,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,leftFootGoals,secondGoalAssists,penaltiesTaken,foulWonPenalty,setPiecesGoals,penaltyGoals
14937,Cristiano Ronaldo,Forward,Al Nassr,6780,Portugal,2021-22,,2.0362,0.0,,,154.0,30.0,27.0,159.0,879.0,4.0,,,110.0,6.0,,2458.0,88.0,7.0,33.0,46.0,705.0,,,3.0,40.9162,2.0,29.0,41.0,247.0,,18.0,7.0,217.0,14.0,140.0,52.0,30.0,,493.0,34.0,107.0,42.0,0.0,,851.0,275.0,,,202.0,15.0,1237.0,2.0,228.0,,8.0,5.0,40.0,129.0,62.0,30.0,43.0,13.2039,8.0,80.0,2.0,3.0,53.0,25.0,33.0,3.0,22.0,22.0,68.0,182.0,23.0,20.0,61.0,8.0,2.0,42.0,20.0,20.0,6.0,20.0,,16.0,2.0,290.0,5.0,6.0,9.0,1.0,17.7486,5.0,,12.0,14.0,18.0,10.0,3.0,3.0,,,2.0,14.0,37.0,2.0,10.0,14.0,1.0,,1.0,5.0,,2.0,,,,8.0,8.0,0.2431,2.0,,3.0,2.0,1.0,3.0
148225,Anthony Martial,Forward,AEK Athens,234,France,2021-22,,0.4035,0.0,,,15.0,8.0,2.0,15.0,82.0,0.0,,,8.0,,,209.0,12.0,1.0,4.0,8.0,67.0,,,,1.0468,,1.0,3.0,38.0,,4.0,0.0,24.0,1.0,14.0,5.0,8.0,,52.0,2.0,16.0,4.0,0.0,,81.0,32.0,,,8.0,,120.0,,15.0,,0.0,,2.0,12.0,6.0,,3.0,0.1226,,5.0,1.0,,3.0,2.0,2.0,6.0,1.0,1.0,4.0,15.0,,,8.0,1.0,,7.0,,1.0,,4.0,,,,22.0,,2.0,,,0.6677,,,3.0,4.0,1.0,,1.0,1.0,,,,4.0,2.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,
176297,Marcus Rashford,Forward,Manchester United,1,England,2021-22,,1.9945,0.0,,,86.0,25.0,13.0,94.0,393.0,3.0,,,37.0,1.0,,1232.0,56.0,3.0,19.0,46.0,294.0,,,2.0,27.827,,4.0,28.0,85.0,,18.0,1.0,163.0,1.0,83.0,44.0,25.0,,223.0,25.0,126.0,10.0,0.0,,384.0,224.0,,,88.0,5.0,639.0,1.0,77.0,,2.0,8.0,19.0,107.0,37.0,5.0,12.0,2.9219,6.0,17.0,,2.0,15.0,20.0,15.0,12.0,6.0,6.0,27.0,77.0,7.0,3.0,80.0,9.0,1.0,57.0,3.0,17.0,5.0,22.0,1.0,13.0,5.0,137.0,4.0,10.0,5.0,1.0,2.8635,8.0,,31.0,21.0,4.0,2.0,2.0,2.0,,,,21.0,5.0,,2.0,4.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,0.0675,,,,,,
220688,Mason Greenwood,Forward,Marseille,144,England,2021-22,,1.3369,0.0,,,62.0,18.0,16.0,75.0,464.0,4.0,,,12.0,,,1278.0,67.0,3.0,16.0,63.0,365.0,,,,18.1617,,6.0,18.0,54.0,,16.0,3.0,131.0,1.0,90.0,55.0,18.0,,264.0,15.0,119.0,4.0,0.0,,461.0,175.0,,,197.0,24.0,711.0,1.0,130.0,,1.0,13.0,14.0,64.0,35.0,10.0,19.0,3.4176,15.0,38.0,7.0,1.0,13.0,12.0,3.0,2.0,8.0,8.0,8.0,65.0,16.0,6.0,56.0,5.0,6.0,36.0,6.0,13.0,9.0,32.0,,15.0,1.0,123.0,,12.0,10.0,1.0,4.2775,6.0,,20.0,18.0,5.0,4.0,6.0,6.0,,,,29.0,19.0,,4.0,2.0,4.0,12.0,5.0,2.0,1.0,,11.0,,,,,,3.0,,,,,
493250,Amad Diallo,Forward,Manchester United,1,Cote d’Ivoire,2021-22,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493105,Alejandro Garnacho,Forward,Chelsea,8,Argentina,2021-22,,0.0009,0.0,,,,2.0,,,3.0,0.0,,,,,,12.0,,,,,3.0,,,,,,,,,,,0.0,2.0,0.0,1.0,,2.0,,1.0,,2.0,,0.0,,3.0,,,,1.0,,3.0,,2.0,,0.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40720,Edinson Cavani,Forward,Boca Juniors,540,Uruguay,2021-22,,0.8597,0.0,,,48.0,15.0,7.0,55.0,230.0,2.0,,,24.0,,,764.0,20.0,1.0,9.0,13.0,168.0,,,,11.8886,,5.0,10.0,61.0,,5.0,0.0,55.0,0.0,29.0,22.0,15.0,,98.0,9.0,31.0,7.0,0.0,,222.0,74.0,,,45.0,7.0,314.0,4.0,77.0,,0.0,7.0,22.0,35.0,23.0,4.0,8.0,3.5376,4.0,14.0,,1.0,9.0,5.0,6.0,8.0,6.0,6.0,17.0,30.0,6.0,4.0,18.0,6.0,3.0,5.0,4.0,6.0,1.0,4.0,,7.0,2.0,95.0,1.0,3.0,1.0,,3.5254,,,1.0,2.0,2.0,,,,,,,2.0,6.0,1.0,,2.0,,,,4.0,,,,,,,,,,,,,,
209243,Jadon Sancho,Forward,Aston Villa,7,England,2021-22,,3.6464,0.0,,,147.0,29.0,20.0,154.0,935.0,2.0,,,13.0,,,1902.0,70.0,4.0,35.0,68.0,769.0,,,2.0,31.7594,1.0,5.0,28.0,321.0,,7.0,0.0,164.0,1.0,173.0,112.0,29.0,,570.0,24.0,151.0,2.0,0.0,,928.0,292.0,,,162.0,12.0,1277.0,3.0,219.0,,0.0,7.0,42.0,94.0,43.0,9.0,9.0,3.6046,14.0,17.0,5.0,3.0,27.0,13.0,7.0,9.0,6.0,6.0,11.0,112.0,38.0,7.0,83.0,19.0,6.0,65.0,7.0,15.0,8.0,47.0,,4.0,15.0,279.0,16.0,9.0,2.0,,3.6215,4.0,,38.0,19.0,3.0,2.0,,,,,,20.0,8.0,,2.0,3.0,8.0,7.0,8.0,1.0,1.0,2.0,1.0,,,,,,,1.0,,,,
449434,Anthony Elanga,Forward,Newcastle United,4,Sweden,2021-22,,1.2258,0.0,,,83.0,21.0,14.0,90.0,413.0,2.0,,,42.0,1.0,,1214.0,83.0,2.0,32.0,59.0,319.0,,,1.0,18.3659,,5.0,17.0,64.0,,22.0,0.0,157.0,0.0,95.0,50.0,21.0,,225.0,15.0,115.0,24.0,0.0,,413.0,186.0,,,138.0,4.0,671.0,5.0,102.0,,0.0,7.0,30.0,74.0,39.0,5.0,7.0,2.0177,26.0,16.0,2.0,2.0,13.0,21.0,3.0,7.0,4.0,4.0,18.0,57.0,7.0,2.0,56.0,16.0,6.0,35.0,2.0,11.0,20.0,11.0,1.0,8.0,9.0,116.0,13.0,9.0,5.0,1.0,2.6132,4.0,,20.0,17.0,2.0,3.0,1.0,1.0,,,1.0,17.0,9.0,,3.0,1.0,4.0,,4.0,1.0,,1.0,,,,,,,,,,,,
472464,Shola Shoretire,Forward,PAOK Salonika,237,England,2021-22,,0.0023,0.0,,,,1.0,,,5.0,0.0,,,,,,15.0,1.0,,,1.0,5.0,,,,,,,,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,3.0,,1.0,,0.0,,5.0,,,,2.0,,7.0,,2.0,,0.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
