playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,goals,awayGoals,cleanSheets,successfulLaunches,homeGoals,rightFootGoals,leftFootGoals,clearancesOffTheLine,unsuccessfulLaunches,lastPlayerTackle,handballsConceded,successfulCornersIntoBox,hitWoodwork,secondGoalAssists,redCards2ndYellow,headedGoals,foulWonPenalty,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,penaltiesConceded,ownGoalScored,drops
43020,Chicharito,Forward,Man Utd,1,Mexico,2014-15,6.0,,0.0212,0.0,,,,,,,,1.0,1.0,,1.0,1.0,,10.0,,,,,3.0,,,,45.0,,,3.0,2.0,1.0,,2.0,9.0,1.0,,,0.8408,1.0,,1.0,,3.0,3.0,1.0,0.0,8.0,,1.0,1.0,1.0,,,,9.0,,,1.0,,5.0,,0.0,9.0,,,2.0,,1.0,,4.0,2.0,1.0,,,2.0,14.0,,1.0,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112139,James Wilson,Forward,Man Utd,1,England,2014-15,35.0,,0.0938,0.0,,4.0,2.0,1.6494,3.0,8.0,,22.0,13.0,11.0,2.0,23.0,1.0,98.0,,,11.0,,19.0,1.0,,2.0,348.0,2.0,1.0,11.0,20.0,2.0,5.0,12.0,74.0,19.0,,1.0,6.2925,1.0,5.0,3.0,,24.0,11.0,4.0,0.0,55.0,2.0,15.0,15.0,13.0,1.0,,7.0,51.0,1.0,1.0,17.0,,36.0,8.0,0.0,95.0,4.0,2.0,52.0,3.0,6.0,1.0,25.0,4.0,4.0,,1.0,47.0,167.0,,2.0,,24.0,3.0,1.1021,3.0,1.0,3.0,,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48847,Radamel Falcao,Forward,Man Utd,1,Colombia,2014-15,129.0,2.0,1.7925,0.0,8.0,16.0,4.0,4.5198,10.0,29.0,3.0,53.0,26.0,43.0,14.0,56.0,2.0,398.0,15.0,3.0,12.0,,71.0,1.0,2.0,11.0,1286.0,11.0,4.0,51.0,68.0,1.0,12.0,48.0,338.0,67.0,,1.0,16.4984,14.0,9.0,15.0,5.0,78.0,112.0,25.0,2.0,197.0,7.0,51.0,44.0,26.0,1.0,1.0,11.0,248.0,14.0,2.0,56.0,5.0,126.0,20.0,0.0,372.0,13.0,7.0,167.0,9.0,13.0,2.0,99.0,21.0,7.0,,4.0,136.0,640.0,1.0,10.0,3.0,96.0,5.0,6.5281,2.0,3.0,9.0,4.0,4.0,2.0,2.0,,2.0,1.0,2.0,1.0,1.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0642,,,,,
12297,Robin van Persie,Forward,Man Utd,1,Netherlands,2014-15,167.0,2.0,2.3292,0.0,10.0,37.0,2.0,12.7592,18.0,66.0,7.0,74.0,27.0,37.0,25.0,81.0,8.0,547.0,20.0,1.0,2.0,7.0,98.0,4.0,4.0,23.0,2114.0,23.0,5.0,66.0,97.0,2.0,9.0,65.0,450.0,129.0,,3.0,30.3081,25.0,31.0,23.0,9.0,101.0,109.0,26.0,2.0,264.0,7.0,91.0,52.0,27.0,4.0,3.0,21.0,340.0,21.0,13.0,61.0,9.0,166.0,32.0,0.0,522.0,29.0,11.0,194.0,15.0,21.0,2.0,185.0,34.0,6.0,5.0,16.0,162.0,868.0,2.0,8.0,1.0,130.0,12.0,10.9431,5.0,7.0,15.0,2.0,10.0,3.0,4.0,,7.0,2.0,6.0,1.0,1.0,,1.0,2.0,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0612,2.0,1.0,,,
13017,Wayne Rooney,Forward,Man Utd,1,England,2014-15,216.0,4.0,3.462,1.0,26.0,27.0,8.0,10.7952,36.0,53.0,14.0,198.0,33.0,141.0,33.0,254.0,18.0,1661.0,14.0,14.0,,49.0,113.0,8.0,20.0,7.0,2876.0,7.0,7.0,72.0,139.0,2.0,60.0,98.0,1237.0,97.0,,3.0,32.8127,40.0,45.0,30.0,12.0,144.0,599.0,24.0,5.0,355.0,23.0,248.0,163.0,33.0,8.0,6.0,24.0,940.0,28.0,63.0,87.0,12.0,242.0,41.0,1.0,1620.0,26.0,20.0,462.0,30.0,38.0,4.0,431.0,36.0,29.0,35.0,170.0,383.0,2203.0,11.0,4.0,14.0,487.0,24.0,8.7729,5.0,56.0,48.0,5.0,12.0,1.0,9.0,,11.0,10.0,1.0,,6.0,,,12.0,2.0,4.0,,1.0,,,,,,,,,,,,,,,,,,10.0,10.0,0.733,2.0,1.0,,,
91126,Will Keane,Forward,Man Utd,1,Ireland,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
