playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,throughBalls,successfulCornersIntoBox,throwInsToOppositionPlayer,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,throwInsToOwnPlayer,secondGoalAssists,redCards2ndYellow,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,handballsConceded,headedGoals,foulWonPenalty,penaltiesTaken,penaltyGoals
194401,Adalberto Peñaranda,Forward,Watford,57,Venezuela,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73426,Andre Gray,Forward,Watford,57,Jamaica,2019-20,61.0,1.0,0.8267,0.0,3.0,7.0,1.626,4.0,16.0,50.0,23.0,,12.0,7.0,52.0,5.0,149.0,2.0,6.0,,16.0,,46.0,,,1.0,5.0,746.0,5.0,4.0,30.0,27.0,1.0,,12.0,11.0,94.0,41.0,1.0,18.5613,,10.0,,2.0,17.0,3.0,31.0,45.0,1.0,88.0,3.0,31.0,26.0,23.0,,2.0,1.0,4.0,76.0,16.0,5.0,3.0,42.0,16.0,0.0,144.0,9.0,4.0,108.0,3.0,6.0,1.0,43.0,10.0,1.0,3.0,30.0,255.0,5.0,,,,22.0,2.0,2.4312,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Watford,57,England,2019-20,73.0,,0.1879,0.0,4.0,9.0,4.0058,14.0,18.0,40.0,18.0,,3.0,8.0,41.0,1.0,165.0,2.0,2.0,,10.0,,55.0,,,,7.0,815.0,7.0,2.0,27.0,61.0,2.0,,13.0,33.0,124.0,46.0,1.0,12.4047,,3.0,,5.0,15.0,4.0,46.0,57.0,10.0,134.0,11.0,38.0,27.0,18.0,,1.0,8.0,11.0,87.0,13.0,1.0,4.0,79.0,28.0,0.0,162.0,9.0,6.0,95.0,6.0,9.0,1.0,23.0,9.0,5.0,,47.0,314.0,4.0,1.0,,,37.0,3.0,3.8825,0.0,1.0,7.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
94924,Gerard Deulofeu,Forward,Watford,57,Spain,2019-20,181.0,3.0,4.0957,0.0,21.0,21.0,5.2883,33.0,43.0,132.0,28.0,5.0,13.0,25.0,143.0,40.0,721.0,4.0,18.0,7.0,3.0,34.0,19.0,5.0,7.0,14.0,10.0,2105.0,10.0,2.0,18.0,117.0,2.0,,36.0,116.0,557.0,159.0,6.0,38.2556,,39.0,1.0,5.0,34.0,14.0,163.0,262.0,22.0,298.0,10.0,125.0,125.0,28.0,7.0,3.0,17.0,43.0,420.0,32.0,82.0,14.0,279.0,1.0,0.0,693.0,22.0,31.0,398.0,16.0,61.0,,123.0,27.0,25.0,21.0,211.0,1264.0,14.0,5.0,7.0,3.0,172.0,6.0,6.3031,3.0,11.0,20.0,0.5089,3.0,4.0,1.0,1.0,8.0,8.0,26.0,,6.0,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0
173514,Isaac Success,Forward,Watford,57,Nigeria,2019-20,14.0,,0.04,0.0,,1.0,0.5347,,1.0,4.0,5.0,,2.0,,4.0,2.0,17.0,,,,5.0,,8.0,,,,1.0,65.0,1.0,2.0,8.0,3.0,,,,3.0,13.0,1.0,,2.6504,,1.0,,,3.0,,6.0,9.0,2.0,17.0,,1.0,2.0,5.0,,,,2.0,10.0,3.0,2.0,,9.0,,0.0,17.0,,2.0,15.0,,1.0,,,2.0,1.0,,7.0,37.0,,,,,3.0,1.0,0.0508,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
232185,Ismaïla Sarr,Forward,Watford,57,Senegal,2019-20,186.0,18.0,3.2083,0.0,14.0,13.0,3.2734,11.0,30.0,90.0,28.0,4.0,7.0,22.0,91.0,81.0,492.0,5.0,13.0,4.0,6.0,,63.0,2.0,2.0,18.0,6.0,2028.0,6.0,,44.0,124.0,6.0,,31.0,105.0,393.0,108.0,5.0,35.1543,,21.0,1.0,6.0,35.0,10.0,142.0,70.0,47.0,310.0,8.0,96.0,121.0,28.0,2.0,5.0,1.0,49.0,301.0,29.0,81.0,10.0,247.0,19.0,0.0,485.0,17.0,31.0,362.0,10.0,47.0,1.0,175.0,22.0,18.0,8.0,151.0,1012.0,8.0,,4.0,1.0,118.0,8.0,6.1301,1.0,1.0,17.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,2.0,,
475168,João Pedro,Forward,Watford,57,Brazil,2019-20,7.0,1.0,0.2655,0.0,,,,,1.0,2.0,3.0,,1.0,,2.0,2.0,9.0,,,,3.0,,5.0,,,1.0,,22.0,,,3.0,5.0,1.0,,1.0,3.0,7.0,3.0,,0.6381,,,,,1.0,,4.0,1.0,,12.0,,3.0,1.0,3.0,,,,1.0,8.0,,2.0,,7.0,2.0,0.0,9.0,1.0,,7.0,,3.0,,1.0,1.0,,,4.0,19.0,,,,,,1.0,0.0497,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41725,Troy Deeney,Forward,Watford,57,England,2019-20,370.0,1.0,1.8445,0.0,13.0,23.0,12.1265,19.0,32.0,311.0,27.0,2.0,30.0,26.0,326.0,9.0,710.0,10.0,12.0,4.0,1.0,1.0,480.0,6.0,2.0,1.0,11.0,2234.0,11.0,9.0,281.0,261.0,5.0,,31.0,62.0,375.0,107.0,6.0,39.325,,27.0,,26.0,39.0,9.0,89.0,166.0,36.0,631.0,12.0,307.0,62.0,27.0,2.0,7.0,7.0,10.0,297.0,34.0,9.0,9.0,151.0,199.0,0.0,705.0,9.0,8.0,434.0,12.0,10.0,1.0,137.0,37.0,11.0,9.0,100.0,1036.0,10.0,,4.0,4.0,88.0,13.0,10.6167,3.0,15.0,32.0,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,5.0
