playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,iboxTarget,shotsOnTargetInBox,cornersWon,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,overruns,shotsBlockedInBox,iboxBlocked,clearancesOffTheLine,throughBalls,goals,offsides,successfulCornersIntoBox,ownGoalScored,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,successfulLayoffs,shotsOnTargetOutsideBox,unsuccessfulLayoffs,oboxTarget,headedGoals,lastPlayerTackle,secondGoalAssists,redCards2ndYellow,foulWonPenalty,penaltiesTaken,penaltyGoals
533719,Adrian Blake,Forward,Watford,57,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176296,Ashley Fletcher,Forward,Watford,57,England,2021-22,8.0,,0.0062,1.0,0.0,,2.0,2.0,3.0,3.0,,,,3.0,1.0,6.0,0.0,,3.0,,8.0,,,28.0,7.0,3.0,,,1.0,2.0,3.0,2.0,,,0.1971,,,,,1.0,3.0,,0.0,11.0,,0.0,3.0,2.0,3.0,1.0,,3.0,,1.0,1.0,3.0,1.0,0.0,6.0,1.0,6.0,1.0,,1.0,,1.0,,,,,14.0,,,,,,,,1.0,0.5993,0.0,,,1.0,0.6527,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244716,Cucho Hernández,Forward,Watford,57,Colombia,2021-22,120.0,8.0,1.1163,28.0,0.0,10.0,13.0,24.0,96.0,25.0,2.0,15.0,11.0,116.0,24.0,337.0,2.0,5.0,14.0,16.0,84.0,,13.0,1140.0,51.0,74.0,5.0,,30.0,41.0,203.0,44.0,,1.0,23.5881,18.0,2.0,9.0,34.0,69.0,84.0,12.0,2.0,194.0,12.0,3.0,117.0,65.0,25.0,8.0,21.0,170.0,29.0,39.0,35.0,110.0,33.0,0.0,327.0,13.0,214.0,5.0,18.0,1.0,63.0,13.0,5.0,9.0,18.0,73.0,589.0,5.0,6.0,3.0,5.0,15.0,64.0,7.0,1.0,2.4742,3.0,20.0,28.0,11.0,2.7346,3.0,3.0,12.0,,,,,,,,,,,,,,,,,1.0,5.0,5.0,,1.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,0.2414,5.0,3.0,1.0,3.0,,,,,,,
230251,Emmanuel Dennis,Forward,Watford,57,Nigeria,2021-22,322.0,6.0,2.0665,104.0,1.0,16.0,51.0,44.0,173.0,33.0,6.0,50.0,30.0,182.0,29.0,575.0,5.0,5.0,3.0,6.0,125.0,1.0,8.0,2589.0,80.0,204.0,8.0,,69.0,159.0,383.0,146.0,,4.0,43.4839,27.0,,12.0,59.0,242.0,172.0,40.0,1.0,526.0,34.0,5.0,168.0,125.0,33.0,16.0,88.0,300.0,51.0,31.0,151.0,401.0,45.0,0.0,558.0,18.0,489.0,35.0,68.0,2.0,92.0,59.0,15.0,2.0,10.0,143.0,1265.0,10.0,12.0,1.0,5.0,5.0,101.0,31.0,1.0,7.3463,7.0,9.0,34.0,26.0,7.1829,14.0,14.0,24.0,,,,,,,,,,,,,,,,,14.0,11.0,11.0,,6.0,10.0,12.0,1.0,,6.0,1.0,7.0,7.0,0.3159,16.0,2.0,6.0,2.0,3.0,,,1.0,1.0,,
232185,Ismaïla Sarr,Forward,Watford,57,Senegal,2021-22,122.0,9.0,2.3298,34.0,0.0,5.0,12.0,35.0,86.0,22.0,2.0,15.0,21.0,93.0,52.0,413.0,2.0,1.0,1.0,,27.0,1.0,9.0,1864.0,17.0,103.0,7.0,,34.0,93.0,308.0,77.0,,4.0,31.2118,19.0,,9.0,40.0,105.0,68.0,47.0,2.0,225.0,9.0,3.0,99.0,88.0,22.0,5.0,37.0,237.0,33.0,52.0,77.0,198.0,10.0,0.0,407.0,18.0,298.0,7.0,34.0,1.0,128.0,17.0,9.0,,12.0,118.0,831.0,3.0,4.0,2.0,1.0,3.0,92.0,8.0,3.0,4.7857,2.0,7.0,16.0,17.0,4.9004,10.0,10.0,21.0,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,1.0,5.0,12.0,,,4.0,,,,,3.0,2.0,,2.0,1.0,,,,,1.0,
573808,Jack Grieves,Forward,Watford,57,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78007,Joshua King,Forward,Watford,57,Norway,2021-22,253.0,4.0,2.2509,86.0,0.0,11.0,19.0,39.0,133.0,32.0,3.0,39.0,27.0,135.0,9.0,499.0,4.0,3.0,5.0,,220.0,2.0,4.0,2249.0,120.0,170.0,6.0,,22.0,70.0,361.0,111.0,,5.0,40.5986,32.0,,29.0,47.0,133.0,121.0,21.0,1.0,423.0,11.0,1.0,123.0,83.0,32.0,4.0,37.0,256.0,41.0,9.0,79.0,203.0,100.0,0.0,466.0,22.0,318.0,15.0,30.0,4.0,94.0,43.0,8.0,,3.0,161.0,929.0,1.0,7.0,2.0,3.0,,112.0,13.0,1.0,8.9004,5.0,2.0,19.0,17.0,7.2939,11.0,11.0,13.0,,,,,,,,,,,,,,,,,5.0,8.0,8.0,,3.0,5.0,8.0,,,2.0,3.0,,,,37.0,1.0,5.0,1.0,,,,,1.0,1.0,1.0
475168,João Pedro,Forward,Watford,57,Brazil,2021-22,222.0,4.0,1.4489,68.0,0.0,13.0,20.0,34.0,154.0,28.0,1.0,38.0,15.0,165.0,19.0,548.0,1.0,5.0,13.0,4.0,148.0,1.0,4.0,1638.0,92.0,167.0,2.0,,42.0,111.0,358.0,92.0,,2.0,31.1218,18.0,,17.0,35.0,130.0,163.0,30.0,0.0,389.0,20.0,2.0,162.0,78.0,28.0,6.0,44.0,291.0,33.0,20.0,102.0,241.0,56.0,0.0,522.0,18.0,360.0,14.0,62.0,3.0,84.0,13.0,15.0,1.0,25.0,139.0,1038.0,3.0,5.0,,5.0,6.0,96.0,6.0,,3.8202,1.0,11.0,29.0,16.0,2.514,11.0,11.0,14.0,,,,,,,,,,,,,,,,,4.0,8.0,8.0,1.0,4.0,3.0,6.0,,,2.0,,1.0,1.0,0.0563,20.0,2.0,9.0,2.0,1.0,,1.0,,,,
493934,Kwadwo Baah,Forward,Watford,57,Germany,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225702,Samuel Kalu,Forward,Watford,57,Nigeria,2021-22,14.0,2.0,0.0968,8.0,0.0,,2.0,4.0,6.0,4.0,,4.0,2.0,7.0,,61.0,0.0,,2.0,2.0,3.0,,2.0,222.0,3.0,10.0,,,2.0,10.0,54.0,6.0,,,4.7443,1.0,,2.0,6.0,11.0,13.0,4.0,0.0,24.0,2.0,0.0,17.0,9.0,4.0,,6.0,41.0,6.0,6.0,11.0,21.0,,0.0,61.0,3.0,31.0,2.0,4.0,,16.0,,3.0,2.0,,15.0,114.0,,1.0,,,,15.0,,,0.3993,0.0,1.0,5.0,1.0,0.0404,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,1.0,0.0053,6.0,1.0,,1.0,,,,,,,
