playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedGoalsOnTargetConceded,expectedAssists,totalRedCards,groundDuelsLost,rightsidePasses,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,totalTackles,gamesPlayed,successfulPassesOppositionHalf,totalPasses,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,tacklesWon,totalFoulsConceded,interceptions,backwardPasses,timePlayed,touches,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,foulAttemptedTackle,yellowCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,penaltyGoalsConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,attemptsFromSetPieces,leftsidePasses,successfulLongPasses,throwInsToOwnPlayer,hitWoodwork,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,unsuccessfulLayoffs,totalTouchesInOppositionBox,totalClearances,goalsConceded,homeGoals,penaltiesTaken,oboxTarget,tacklesLost,goalsConcededInsideBox,headedGoals,iboxBlocked,aerialDuelsWon,cornersWon,successfulDribbles,blocks,penaltyGoals,substituteOff,shotsBlockedOutsideBox,expectedGoals,successfulCornersIntoBox,successfulLaunches,redCards2ndYellow,unsuccessfulCornersIntoBox,successfulCrossesOpenPlay,successfulCrossesAndCorners,throwInsToOppositionPlayer,unsuccessfulLaunches,gkSuccessfulDistribution,goalKicks,lastPlayerTackle,penaltiesConceded,clearancesOffTheLine,gkUnsuccessfulDistribution,catches,savesMade,savesMadeFromOutsideBox,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,drops,crossesNotClaimed,secondGoalAssists,ownGoalScored
208706,Bruno Guimarães,Midfielder,Newcastle,4,Brazil,2023-24,218.0,57.237,6.2808,0.0,194.0,709.0,3.0,504.0,38.0,708.0,237.0,37.0,88.0,37.0,1033.0,2264.0,462.0,0.0,2158.0,,550.0,53.0,50.0,35.0,369.0,3268.0,2998.0,286.0,69.0,268.0,903.0,1795.0,39.0,9.0,16.0,16.0,4.347,26.0,7.0,,6.0,7.0,5.0,5.0,24.0,9.0,4.0,54.0,9.0,108.0,5.0,1.0,41.0,20.0,111.0,,16.0,,478.0,129.0,5.0,1.0,3.0,89.0,70.0,,6.0,32.0,251.0,8.0,40.0,,37.0,340.0,18.0,3.0,42.0,7.0,4.0,1.0,80.0,19.0,60.0,1.0,,4.0,35.0,51.0,1.0,9.0,18.0,19.0,72.0,14.0,,6.0,7.0,4.8223,2.0,3.0,,,9.0,12.0,,16.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
215379,Elliot Anderson,Midfielder,Newcastle,4,England,2023-24,87.0,14.0343,1.2193,0.0,73.0,125.0,0.0,170.0,19.0,132.0,60.0,21.0,24.0,21.0,251.0,416.0,137.0,0.0,412.0,11.0,159.0,18.0,21.0,8.0,106.0,1023.0,703.0,83.0,28.0,64.0,97.0,341.0,9.0,3.0,5.0,5.0,0.4488,4.0,,1.0,,3.0,4.0,4.0,14.0,4.0,,13.0,2.0,19.0,,,18.0,16.0,40.0,,9.0,,53.0,4.0,22.0,,,17.0,18.0,,1.0,14.0,54.0,2.0,5.0,,10.0,71.0,16.0,1.0,33.0,2.0,1.0,1.0,48.0,20.0,14.0,,,1.0,6.0,10.0,,2.0,19.0,12.0,21.0,4.0,,7.0,3.0,1.542,,1.0,,,3.0,3.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,
201666,Harvey Barnes,Midfielder,Newcastle,4,England,2023-24,43.0,11.6383,1.9067,0.0,35.0,100.0,1.0,81.0,1.0,60.0,43.0,21.0,6.0,21.0,137.0,254.0,69.0,0.0,250.0,14.0,107.0,1.0,5.0,5.0,78.0,794.0,401.0,38.0,14.0,34.0,67.0,198.0,3.0,2.0,9.0,12.0,3.5341,1.0,5.0,2.0,1.0,2.0,6.0,6.0,8.0,,1.0,10.0,7.0,21.0,3.0,1.0,14.0,9.0,30.0,,6.0,,16.0,3.0,4.0,,1.0,6.0,10.0,,1.0,18.0,47.0,3.0,7.0,,7.0,53.0,9.0,,12.0,,1.0,,63.0,2.0,10.0,4.0,,1.0,5.0,10.0,1.0,7.0,4.0,11.0,7.0,,,6.0,2.0,3.578,,1.0,,,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,
114243,Jacob Murphy,Midfielder,Newcastle,4,England,2023-24,58.0,19.7867,3.4236,0.0,48.0,47.0,1.0,110.0,17.0,142.0,66.0,21.0,20.0,21.0,229.0,421.0,96.0,0.0,414.0,7.0,223.0,10.0,7.0,6.0,81.0,1194.0,710.0,52.0,40.0,48.0,98.0,303.0,6.0,1.0,9.0,10.0,1.8891,10.0,3.0,1.0,2.0,3.0,2.0,2.0,10.0,2.0,2.0,24.0,6.0,15.0,3.0,,13.0,60.0,27.0,,11.0,,151.0,7.0,16.0,,,21.0,29.0,,1.0,21.0,90.0,7.0,7.0,,14.0,111.0,52.0,11.0,14.0,1.0,5.0,,55.0,13.0,21.0,1.0,,5.0,10.0,19.0,,6.0,4.0,16.0,13.0,,,10.0,3.0,2.1527,3.0,,,6.0,12.0,17.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,
461484,Joe White,Midfielder,Newcastle,4,England,2023-24,4.0,0.5206,0.0027,0.0,1.0,2.0,0.0,5.0,,3.0,2.0,4.0,1.0,4.0,8.0,12.0,2.0,0.0,12.0,4.0,1.0,1.0,2.0,,5.0,12.0,13.0,1.0,1.0,1.0,3.0,10.0,2.0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200089,Joe Willock,Midfielder,Newcastle,4,England,2023-24,28.0,8.8571,0.5917,0.0,27.0,55.0,0.0,52.0,7.0,44.0,26.0,9.0,13.0,9.0,81.0,153.0,50.0,0.0,152.0,4.0,60.0,7.0,3.0,1.0,30.0,418.0,247.0,24.0,10.0,23.0,52.0,123.0,2.0,0.0,1.0,4.0,1.0098,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,7.0,1.0,3.0,,,11.0,5.0,17.0,,2.0,,24.0,9.0,3.0,,,2.0,3.0,,1.0,6.0,19.0,,2.0,,5.0,21.0,5.0,,2.0,,1.0,,20.0,1.0,9.0,0.0,,1.0,6.0,8.0,1.0,1.0,1.0,3.0,7.0,,,5.0,,0.8054,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
180974,Joelinton,Midfielder,Newcastle,4,Brazil,2023-24,122.0,24.8818,1.1352,0.0,90.0,207.0,0.0,219.0,16.0,154.0,85.0,20.0,39.0,20.0,310.0,616.0,169.0,0.0,598.0,5.0,172.0,27.0,28.0,19.0,137.0,1281.0,885.0,97.0,34.0,79.0,207.0,506.0,18.0,6.0,4.0,9.0,1.0582,3.0,2.0,,1.0,3.0,5.0,5.0,32.0,2.0,1.0,22.0,1.0,23.0,2.0,,11.0,2.0,39.0,,6.0,,118.0,11.0,7.0,1.0,,7.0,35.0,,8.0,15.0,92.0,1.0,21.0,,15.0,99.0,2.0,,50.0,2.0,2.0,1.0,41.0,10.0,23.0,1.0,,2.0,12.0,21.0,,1.0,18.0,4.0,17.0,7.0,,8.0,3.0,3.0893,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
547719,Lewis Miley,Midfielder,Newcastle,4,England,2023-24,52.0,30.9542,1.379,0.0,40.0,132.0,1.0,110.0,17.0,129.0,78.0,17.0,33.0,17.0,244.0,524.0,87.0,0.0,524.0,3.0,128.0,21.0,5.0,8.0,135.0,1205.0,706.0,58.0,30.0,47.0,197.0,421.0,5.0,1.0,7.0,3.0,0.8632,4.0,1.0,2.0,0.0,,1.0,1.0,12.0,4.0,2.0,9.0,7.0,6.0,1.0,,8.0,9.0,18.0,,3.0,,128.0,18.0,,,,16.0,38.0,,,6.0,69.0,3.0,10.0,,14.0,85.0,9.0,,23.0,1.0,1.0,,38.0,16.0,29.0,1.0,,1.0,12.0,25.0,,7.0,11.0,8.0,8.0,3.0,,8.0,,1.2437,,1.0,,,2.0,2.0,,9.0,,,,,,,,,,,,,,,,,,,,,
56983,Matt Ritchie,Midfielder,Newcastle,4,Scotland,2023-24,9.0,6.0711,0.0913,0.0,6.0,14.0,0.0,15.0,1.0,21.0,5.0,13.0,5.0,13.0,44.0,86.0,12.0,0.0,85.0,13.0,28.0,3.0,2.0,1.0,25.0,120.0,126.0,6.0,4.0,6.0,26.0,70.0,1.0,1.0,,4.0,1.2945,,1.0,,0.0,,2.0,2.0,3.0,,1.0,,,1.0,1.0,,1.0,7.0,2.0,,2.0,,26.0,,,,,3.0,4.0,,,6.0,13.0,,,,,16.0,6.0,2.0,3.0,,1.0,,9.0,5.0,5.0,1.0,,1.0,2.0,5.0,,,,1.0,,2.0,,,,0.9609,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
179018,Miguel Almirón,Midfielder,Newcastle,4,Paraguay,2023-24,89.0,36.7357,2.3759,0.0,82.0,99.0,1.0,176.0,27.0,173.0,97.0,33.0,36.0,33.0,425.0,767.0,163.0,0.0,764.0,10.0,218.0,24.0,16.0,10.0,222.0,1945.0,1099.0,87.0,43.0,81.0,237.0,645.0,9.0,2.0,9.0,12.0,4.8398,5.0,3.0,10.0,1.0,2.0,8.0,8.0,7.0,6.0,2.0,23.0,7.0,22.0,,3.0,22.0,20.0,49.0,,20.0,,273.0,13.0,6.0,2.0,,7.0,22.0,,6.0,32.0,102.0,1.0,11.0,,23.0,109.0,20.0,1.0,13.0,2.0,1.0,,89.0,12.0,40.0,2.0,,1.0,12.0,34.0,,7.0,6.0,8.0,23.0,2.0,,19.0,2.0,4.5481,,1.0,,,4.0,4.0,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,
