playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,penaltiesConceded,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulCornersIntoBox,throwInsToOppositionPlayer,successfulLaunches,leftFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,handballsConceded,secondGoalAssists,goalKicks,lastPlayerTackle,gkSuccessfulDistribution,ownGoalScored,freekickTotal,clearancesOffTheLine,expectedGoalsFreekick,setPiecesGoals,savesMade,drops,savesMadeFromOutsideBox,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,catches,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,crossesNotClaimed
208706,Bruno Guimarães,Midfielder,Newcastle,4,Brazil,2022-23,170.0,72.0,7.0,8.0,2.0312,79.0,25.0,32.0,35.0,1632.0,4.0,1.0,1.0,2.0,,2.0,2.0,13.0,2.0,208.0,2.0,26.3436,37.0,5.0,83.0,0.0,233.0,32.0,3.0,26.0,20.0,86.0,1594.0,13.0,416.0,41.0,371.0,45.0,101.0,240.0,2191.0,5.0,2.0,557.0,68.0,71.0,2.0,3.8843,0.0,3.0,21.0,184.0,5.0,19.0,,32.0,252.0,20.0,3.0,32.0,9.0,2.0,2.0,2733.0,1.0,227.0,,53.0,1279.0,51.0,19.0,25.0,157.0,536.0,397.0,24.0,3.0,485.0,,2.0,38.0,825.0,23.0,1.0,5.0,365.0,19.0,0.0,16.0,46.0,4.0,36.0,,9.0,2.0,25.0,31.0,2.8088,7.0,,,7.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
215379,Elliot Anderson,Midfielder,Newcastle,4,England,2022-23,40.0,15.0,4.0,4.0,1.0305,11.0,1.0,22.0,10.0,185.0,,1.0,,1.0,19.0,3.0,3.0,5.0,,31.0,,6.3551,8.0,3.0,10.0,0.0,29.0,22.0,,13.0,5.0,23.0,184.0,3.0,80.0,5.0,36.0,6.0,4.0,42.0,310.0,2.0,1.0,39.0,7.0,8.0,4.0,1.4667,0.0,,7.0,34.0,1.0,1.0,,3.0,41.0,5.0,1.0,16.0,,1.0,4.0,396.0,,42.0,,19.0,140.0,43.0,1.0,7.0,35.0,53.0,82.0,9.0,,54.0,,1.0,6.0,109.0,7.0,,3.0,66.0,11.0,0.0,8.0,10.0,2.0,6.0,,3.0,1.0,3.0,4.0,1.008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114243,Jacob Murphy,Midfielder,Newcastle,4,England,2022-23,75.0,25.0,8.0,10.0,3.3192,15.0,6.0,36.0,13.0,382.0,4.0,2.0,1.0,,22.0,4.0,4.0,11.0,2.0,45.0,2.0,14.9323,17.0,8.0,14.0,1.0,69.0,36.0,4.0,21.0,43.0,44.0,375.0,11.0,219.0,7.0,111.0,8.0,10.0,83.0,636.0,10.0,2.0,66.0,11.0,22.0,11.0,3.0676,0.0,6.0,21.0,96.0,2.0,9.0,,14.0,107.0,42.0,7.0,14.0,,2.0,11.0,1243.0,2.0,48.0,,48.0,265.0,80.0,2.0,12.0,64.0,78.0,123.0,17.0,3.0,110.0,,2.0,8.0,220.0,10.0,,8.0,109.0,3.0,0.0,19.0,16.0,,7.0,,13.0,,2.0,4.0,3.3016,0.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
200089,Joe Willock,Midfielder,Newcastle,4,England,2022-23,156.0,74.0,21.0,17.0,4.8229,50.0,4.0,35.0,30.0,888.0,3.0,3.0,1.0,11.0,4.0,10.0,10.0,16.0,3.0,111.0,2.0,26.4596,34.0,10.0,23.0,2.0,136.0,35.0,2.0,43.0,38.0,70.0,871.0,20.0,320.0,30.0,175.0,35.0,35.0,186.0,1420.0,8.0,,257.0,20.0,33.0,13.0,4.3518,0.0,11.0,37.0,112.0,6.0,6.0,,31.0,132.0,38.0,,32.0,1.0,4.0,13.0,2577.0,3.0,127.0,,64.0,721.0,118.0,15.0,26.0,140.0,299.0,283.0,46.0,2.0,228.0,,4.0,20.0,512.0,23.0,1.0,10.0,251.0,16.0,0.0,32.0,38.0,8.0,25.0,,23.0,11.0,2.0,17.0,7.0014,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
180974,Joelinton,Midfielder,Newcastle,4,Brazil,2022-23,248.0,95.0,13.0,20.0,4.9827,70.0,3.0,32.0,51.0,1230.0,6.0,1.0,4.0,6.0,2.0,10.0,10.0,58.0,3.0,163.0,1.0,26.4287,25.0,7.0,34.0,3.0,198.0,32.0,1.0,39.0,12.0,90.0,1211.0,18.0,398.0,49.0,244.0,65.0,35.0,250.0,1863.0,19.0,4.0,389.0,16.0,71.0,4.0,1.8923,0.0,3.0,38.0,202.0,1.0,24.0,1.0,30.0,218.0,12.0,4.0,124.0,11.0,4.0,4.0,2662.0,5.0,229.0,1.0,85.0,977.0,104.0,38.0,26.0,190.0,408.0,477.0,45.0,2.0,328.0,,4.0,21.0,627.0,23.0,2.0,7.0,353.0,66.0,0.0,13.0,59.0,7.0,48.0,,5.0,6.0,6.0,42.0,7.0688,12.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
547719,Lewis Miley,Midfielder,Newcastle,4,England,2022-23,,,,,,,,1.0,,6.0,,,,,1.0,,,,,,,0.5322,,,,0.0,1.0,1.0,,,,,6.0,1.0,1.0,,2.0,,,2.0,9.0,,1.0,2.0,,,,0.0029,0.0,,1.0,1.0,,,,,1.0,,,,,,,15.0,,,,1.0,5.0,,,,,1.0,,1.0,,1.0,,,,3.0,,,,,,0.0,,,,,,,,,,0.0745,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56983,Matt Ritchie,Midfielder,Newcastle,4,Scotland,2022-23,2.0,1.0,,,,1.0,,7.0,,29.0,,,,,7.0,,,,,2.0,,0.1098,1.0,,,0.0,3.0,7.0,,,1.0,,29.0,,8.0,1.0,5.0,,1.0,7.0,36.0,,,11.0,1.0,3.0,1.0,0.049,0.0,,,5.0,,,,,6.0,1.0,,1.0,,,1.0,35.0,,3.0,,3.0,22.0,1.0,,,2.0,8.0,5.0,,,9.0,,,,13.0,,,,4.0,1.0,0.0,,1.0,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179018,Miguel Almirón,Midfielder,Newcastle,4,Paraguay,2022-23,115.0,44.0,25.0,21.0,7.3571,46.0,3.0,34.0,18.0,932.0,11.0,9.0,6.0,7.0,5.0,8.0,8.0,10.0,1.0,117.0,1.0,21.711,24.0,18.0,33.0,4.0,139.0,34.0,1.0,33.0,21.0,61.0,920.0,23.0,292.0,30.0,366.0,22.0,13.0,250.0,1399.0,18.0,3.0,200.0,9.0,30.0,5.0,3.0276,0.0,9.0,44.0,135.0,2.0,12.0,,29.0,144.0,21.0,11.0,16.0,3.0,2.0,5.0,2507.0,2.0,123.0,,52.0,775.0,146.0,13.0,22.0,105.0,96.0,238.0,23.0,5.0,220.0,,2.0,16.0,593.0,21.0,,18.0,222.0,6.0,0.0,28.0,38.0,2.0,10.0,,23.0,7.0,5.0,15.0,7.9623,2.0,,,1.0,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
90105,Ryan Fraser,Midfielder,Newcastle,4,Scotland,2022-23,9.0,3.0,2.0,1.0,0.1596,2.0,,8.0,2.0,104.0,,1.0,,1.0,5.0,,,2.0,,13.0,,2.5297,5.0,1.0,10.0,0.0,14.0,8.0,,,10.0,1.0,100.0,3.0,46.0,2.0,15.0,3.0,,27.0,160.0,2.0,,29.0,3.0,3.0,3.0,0.2652,0.0,1.0,4.0,21.0,,1.0,,3.0,24.0,9.0,3.0,3.0,,1.0,3.0,311.0,1.0,14.0,,6.0,80.0,9.0,2.0,3.0,7.0,35.0,23.0,2.0,,27.0,,1.0,,54.0,3.0,,1.0,20.0,1.0,0.0,4.0,2.0,1.0,,,3.0,1.0,1.0,2.0,0.337,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
180135,Sean Longstaff,Midfielder,Newcastle,4,England,2022-23,138.0,55.0,15.0,7.0,2.1644,42.0,7.0,33.0,28.0,1125.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,28.0,1.0,88.0,2.0,21.127,19.0,10.0,39.0,0.0,141.0,33.0,1.0,18.0,22.0,47.0,1088.0,11.0,304.0,21.0,257.0,29.0,47.0,218.0,1510.0,4.0,1.0,417.0,42.0,44.0,8.0,2.5846,0.0,,18.0,152.0,4.0,12.0,,28.0,194.0,22.0,3.0,52.0,11.0,1.0,8.0,2515.0,,112.0,,58.0,884.0,80.0,22.0,18.0,110.0,310.0,250.0,27.0,0.0,340.0,,1.0,21.0,522.0,17.0,,10.0,198.0,24.0,0.0,18.0,8.0,8.0,16.0,,4.0,5.0,15.0,15.0,3.6091,2.0,,,5.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
