playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,groundDuelsLost,rightsidePasses,winningGoal,duels,forwardPasses,recoveries,appearances,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,timesTackled,groundDuels,straightRedCards,openPlayPasses,cornersWon,substituteOn,totalLossesOfPossession,leftsidePasses,backwardPasses,timePlayed,touches,successfulPassesOwnHalf,successfulShortPasses,totalTouchesInOppositionBox,yellowCards,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,starts,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,totalFoulsWon,oboxTarget,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,goalsConcededInsideBox,aerialDuelsWon,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,successfulLongPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,handballsConceded,expectedGoals,unsuccessfulLongPasses,iboxTarget,shotsOnTargetInBox,cornersTakenInclShortCorners,clearancesOffTheLine,expectedGoalsFreekick,goals,awayGoals,shotsBlockedInBox,homeGoals,rightFootGoals,freekickTotal,iboxBlocked,attemptsFromSetPieces,hitWoodwork,leftFootGoals,unsuccessfulCornersIntoBox,foulWonPenalty,successfulCornersIntoBox,penaltiesTaken,penaltyGoals,headedGoals,secondGoalAssists,redCards2ndYellow,otherGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,drops,setPiecesGoals
28301,Cheick Tioté,Midfielder,Newcastle,4,Cote d’Ivoire,2012-13,170.0,0.8044,1.0,139.0,336.0,0.0,334.0,466.0,178.0,24.0,158.0,24.0,28.0,518.0,220.0,26.0,25.0,1347.0,47.0,265.0,1.0,1318.0,4.0,2.0,327.0,363.0,182.0,1760.0,1766.0,614.0,1005.0,6.0,7.0,42.0,5.0,7.0,1.0,3.0,0.0369,61.0,13.0,3.0,1.0,22.0,1.0,11.0,69.0,1.0,3.0,5.0,1.0,31.0,164.0,5.0,1.0,126.0,1.0,2.0,38.7066,16.0,4.0,54.0,40.0,37.0,3.0,16.0,1.0,7.0,35.0,38.0,12.0,45.0,28.0,8.0,58.0,63.0,122.0,7.0,10.0,11.0,22.0,1.0,0.5281,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40387,Dan Gosling,Midfielder,Newcastle,4,England,2012-13,6.0,0.0009,0.0,5.0,5.0,0.0,7.0,3.0,3.0,3.0,1.0,3.0,,4.0,2.0,1.0,1.0,15.0,3.0,6.0,0.0,15.0,,3.0,6.0,5.0,2.0,41.0,25.0,9.0,11.0,1.0,0.0,1.0,,,1.0,,0.2189,1.0,2.0,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,0.6713,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,1.0,,2.0,,,,,,0.12,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38429,Gabriel Obertan,Midfielder,Newcastle,4,,2012-13,30.0,0.6588,0.0,17.0,30.0,0.0,53.0,44.0,28.0,14.0,27.0,14.0,6.0,81.0,33.0,16.0,16.0,154.0,12.0,36.0,0.0,154.0,3.0,10.0,74.0,42.0,38.0,406.0,238.0,44.0,118.0,16.0,0.0,3.0,4.0,,5.0,4.0,0.6754,12.0,6.0,1.0,2.0,4.0,,,17.0,,2.0,4.0,,13.0,23.0,2.0,,19.0,,,12.9407,4.0,1.0,9.0,14.0,2.0,2.0,1.0,,7.0,12.0,4.0,1.0,11.0,5.0,,1.0,2.0,3.0,,3.0,,1.0,,0.2997,6.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87112,Gael Bigirimana,Midfielder,Newcastle,4,Burundi,2012-13,23.0,0.5092,0.0,18.0,71.0,0.0,48.0,78.0,23.0,13.0,26.0,13.0,1.0,134.0,34.0,6.0,4.0,265.0,8.0,37.0,0.0,264.0,,10.0,55.0,79.0,37.0,408.0,340.0,99.0,195.0,4.0,1.0,10.0,2.0,1.0,3.0,,0.7409,15.0,4.0,1.0,,3.0,,,11.0,,3.0,2.0,,5.0,25.0,2.0,,19.0,,,8.8811,9.0,,11.0,10.0,4.0,3.0,3.0,,1.0,8.0,6.0,1.0,12.0,,2.0,4.0,4.0,36.0,3.0,3.0,,1.0,1.0,0.2357,8.0,2.0,2.0,2.0,,,1.0,0.0,1.0,1.0,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
18753,Hatem Ben Arfa,Midfielder,Newcastle,4,France,2012-13,154.0,1.4673,0.0,145.0,86.0,2.0,282.0,114.0,62.0,19.0,78.0,19.0,38.0,287.0,99.0,47.0,36.0,533.0,118.0,268.0,0.0,520.0,15.0,3.0,314.0,187.0,146.0,1462.0,995.0,157.0,384.0,58.0,1.0,21.0,4.0,13.0,12.0,17.0,4.4938,18.0,31.0,13.0,2.0,16.0,1.0,20.0,14.0,,8.0,10.0,,9.0,128.0,3.0,,123.0,,2.0,25.9358,23.0,,8.0,26.0,26.0,8.0,6.0,,59.0,23.0,5.0,19.0,12.0,79.0,,16.0,2.0,50.0,26.0,5.0,20.0,1.0,,4.0706,21.0,9.0,9.0,21.0,,0.4034,4.0,2.0,5.0,2.0,1.0,11.0,5.0,6.0,,3.0,9.0,2.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
21060,Jonás Gutiérrez,Midfielder,Newcastle,4,Argentina,2012-13,161.0,1.0394,0.0,141.0,278.0,0.0,348.0,384.0,155.0,34.0,159.0,34.0,22.0,515.0,192.0,75.0,74.0,1039.0,88.0,311.0,0.0,1030.0,24.0,,408.0,174.0,203.0,2897.0,1811.0,352.0,813.0,19.0,8.0,38.0,20.0,9.0,6.0,8.0,2.1336,86.0,15.0,2.0,,34.0,,15.0,37.0,4.0,5.0,20.0,,20.0,187.0,5.0,,170.0,6.0,4.0,49.0734,26.0,4.0,111.0,48.0,60.0,5.0,22.0,,33.0,43.0,17.0,9.0,64.0,24.0,16.0,27.0,59.0,34.0,74.0,7.0,15.0,15.0,2.0,1.2517,33.0,2.0,2.0,2.0,,,1.0,0.0,3.0,1.0,,,3.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
98746,Mehdi Abeid,Midfielder,Newcastle,4,Algeria,2012-13,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45268,Moussa Sissoko,Midfielder,Newcastle,4,France,2012-13,135.0,1.1345,0.0,84.0,110.0,2.0,217.0,160.0,60.0,12.0,89.0,12.0,45.0,265.0,100.0,24.0,23.0,467.0,66.0,138.0,0.0,464.0,11.0,,243.0,106.0,91.0,1069.0,746.0,109.0,348.0,28.0,2.0,16.0,7.0,4.0,7.0,8.0,2.8088,13.0,20.0,13.0,2.0,12.0,2.0,3.0,79.0,1.0,2.0,7.0,3.0,51.0,82.0,5.0,,54.0,1.0,2.0,22.6819,17.0,,7.0,25.0,12.0,2.0,4.0,,30.0,20.0,28.0,13.0,9.0,29.0,1.0,14.0,6.0,19.0,14.0,2.0,3.0,1.0,,2.693,11.0,5.0,5.0,2.0,,,3.0,0.0,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
86158,Romain Amalfitano,Midfielder,Newcastle,4,France,2012-13,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61944,Shane Ferguson,Midfielder,Newcastle,4,Northern Ireland,2012-13,17.0,0.3409,0.0,15.0,30.0,0.0,34.0,40.0,17.0,9.0,8.0,9.0,5.0,80.0,11.0,26.0,23.0,114.0,9.0,31.0,0.0,111.0,5.0,5.0,49.0,9.0,35.0,340.0,210.0,30.0,100.0,3.0,0.0,2.0,6.0,1.0,,,,12.0,,,1.0,4.0,,,3.0,,,7.0,,2.0,17.0,,,16.0,,,6.4853,6.0,,5.0,7.0,1.0,,7.0,,5.0,7.0,1.0,,5.0,3.0,,5.0,2.0,3.0,15.0,3.0,,3.0,,0.0696,3.0,,,4.0,,,,,2.0,,,,2.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
37939,Sylvain Marveaux,Midfielder,Newcastle,4,France,2012-13,53.0,2.1976,0.0,37.0,127.0,0.0,96.0,152.0,53.0,22.0,57.0,22.0,55.0,316.0,63.0,57.0,17.0,497.0,31.0,78.0,0.0,489.0,8.0,12.0,166.0,120.0,98.0,991.0,719.0,142.0,410.0,19.0,0.0,12.0,8.0,9.0,6.0,3.0,1.4015,10.0,10.0,8.0,4.0,10.0,,11.0,18.0,3.0,8.0,24.0,,16.0,43.0,5.0,,41.0,1.0,,19.6379,30.0,,8.0,21.0,8.0,8.0,5.0,,15.0,16.0,2.0,4.0,5.0,23.0,1.0,3.0,6.0,24.0,4.0,3.0,11.0,1.0,1.0,1.9968,6.0,3.0,3.0,41.0,,0.3221,1.0,1.0,3.0,0.0,,6.0,3.0,3.0,2.0,1.0,27.0,,13.0,,,,,,,,,,,,,,,,,,,,,
40799,Vurnon Anita,Midfielder,Newcastle,4,Curacao,2012-13,87.0,2.0728,0.0,56.0,201.0,0.0,148.0,284.0,75.0,25.0,105.0,25.0,19.0,378.0,144.0,42.0,17.0,811.0,25.0,113.0,0.0,783.0,8.0,8.0,254.0,227.0,99.0,1730.0,1108.0,312.0,609.0,18.0,2.0,19.0,13.0,4.0,2.0,2.0,0.6339,36.0,10.0,7.0,1.0,17.0,2.0,5.0,35.0,2.0,2.0,23.0,1.0,31.0,61.0,4.0,1.0,57.0,8.0,1.0,32.306,33.0,4.0,31.0,34.0,16.0,2.0,11.0,1.0,9.0,30.0,4.0,8.0,25.0,5.0,3.0,20.0,20.0,58.0,16.0,6.0,5.0,12.0,2.0,0.7798,39.0,5.0,5.0,30.0,,,,,1.0,,,,1.0,,1.0,,20.0,,9.0,,,,,,,,,,,,,,,,,,,,,
42727,Yoan Gouffran,Midfielder,Newcastle,4,France,2012-13,84.0,1.0387,0.0,57.0,95.0,2.0,151.0,62.0,53.0,15.0,55.0,15.0,28.0,159.0,55.0,22.0,22.0,310.0,33.0,100.0,0.0,309.0,11.0,1.0,127.0,59.0,94.0,1060.0,500.0,97.0,246.0,42.0,1.0,9.0,1.0,9.0,11.0,3.0,3.457,21.0,18.0,2.0,,14.0,5.0,12.0,51.0,,2.0,1.0,,27.0,67.0,4.0,,43.0,,3.0,21.3206,15.0,1.0,15.0,20.0,12.0,2.0,4.0,,12.0,16.0,24.0,7.0,17.0,10.0,1.0,12.0,6.0,9.0,,13.0,12.0,1.0,,2.4942,,12.0,12.0,,,0.048,3.0,3.0,4.0,0.0,2.0,2.0,4.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
27341,Yohan Cabaye,Midfielder,Newcastle,4,France,2012-13,121.0,3.2872,0.0,111.0,292.0,4.0,227.0,446.0,129.0,26.0,161.0,26.0,43.0,551.0,240.0,122.0,37.0,1172.0,37.0,211.0,0.0,1113.0,20.0,1.0,427.0,303.0,131.0,2122.0,1720.0,425.0,791.0,22.0,8.0,35.0,7.0,13.0,18.0,5.0,5.8874,80.0,47.0,14.0,2.0,25.0,,15.0,16.0,3.0,20.0,44.0,1.0,10.0,106.0,5.0,,100.0,1.0,4.0,34.4173,52.0,3.0,37.0,36.0,13.0,20.0,28.0,,8.0,31.0,6.0,29.0,52.0,7.0,2.0,41.0,55.0,141.0,8.0,10.0,15.0,10.0,,3.2667,79.0,5.0,5.0,99.0,,0.5688,6.0,3.0,5.0,3.0,6.0,16.0,5.0,8.0,1.0,,58.0,,30.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,2.0
