playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLaunches,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,leftFootGoals,clearancesOffTheLine,expectedGoalsFreekick,unsuccessfulLayoffs,freekickTotal,attemptsFromSetPieces,ownGoalScored,penaltiesConceded,setPiecesGoals,secondGoalAssists,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken
104953,Christian Atsu,Midfielder,Newcastle,4,Ghana,2019-20,70.0,6.0,0.9297,0.0,1.0,1.0,2.0,0.1267,10.0,4.0,1.0,35.0,19.0,3.0,9.0,6.0,39.0,8.0,198.0,,4.0,0.0,1.0,13.0,21.0,1.0,,7.0,1.0,741.0,1.0,14.0,42.0,2.0,26.0,35.0,154.0,13.0,,,14.7907,10.0,6.0,15.0,,56.0,39.0,10.0,0.0,112.0,19.0,0.0,41.0,42.0,19.0,,,2.0,20.0,107.0,13.0,,10.0,36.0,,91.0,7.0,0.0,192.0,3.0,2.0,109.0,8.0,16.0,,52.0,11.0,5.0,5.0,66.0,371.0,1.0,3.0,,1.0,1.0,59.0,9.0,,0.2144,2.0,4.0,9.0,,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
153127,Isaac Hayden,Midfielder,Newcastle,4,Jamaica,2019-20,121.0,7.0,1.0698,1.0,8.0,3.0,5.0,0.5601,55.0,10.0,1.0,138.0,29.0,2.0,9.0,26.0,168.0,31.0,801.0,1.0,2.0,0.0,6.0,3.0,83.0,6.0,1.0,7.0,1.0,2226.0,1.0,34.0,152.0,4.0,42.0,103.0,615.0,31.0,6.0,,40.1076,13.0,33.0,32.0,2.0,87.0,205.0,21.0,1.0,273.0,17.0,1.0,240.0,114.0,29.0,1.0,,28.0,16.0,284.0,28.0,1.0,31.0,33.0,2.0,190.0,49.0,1.0,762.0,7.0,8.0,274.0,27.0,27.0,7.0,195.0,25.0,38.0,18.0,161.0,1192.0,5.0,5.0,,6.0,13.0,356.0,21.0,,1.2382,4.0,30.0,67.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
180974,Joelinton,Midfielder,Newcastle,4,Brazil,2019-20,387.0,2.0,1.802,0.0,12.0,15.0,8.0,4.3446,34.0,38.0,3.0,185.0,38.0,2.0,46.0,32.0,191.0,4.0,820.0,2.0,20.0,1.0,3.0,6.0,414.0,3.0,3.0,2.0,10.0,2699.0,10.0,238.0,284.0,7.0,48.0,108.0,617.0,106.0,,1.0,51.636,28.0,30.0,46.0,9.0,149.0,216.0,40.0,1.0,671.0,26.0,1.0,184.0,118.0,38.0,3.0,1.0,14.0,39.0,417.0,39.0,,4.0,99.0,9.0,257.0,176.0,0.0,797.0,23.0,9.0,439.0,20.0,41.0,6.0,177.0,32.0,11.0,12.0,243.0,1388.0,6.0,21.0,1.0,3.0,1.0,214.0,11.0,1.0,5.4736,7.0,6.0,36.0,,,,,1.0,,,15.0,,,,,,,,,,,,,,,,,,,
50232,Jonjo Shelvey,Midfielder,Newcastle,4,England,2019-20,78.0,7.0,2.6026,0.0,15.0,14.0,2.0,4.7114,29.0,30.0,5.0,122.0,26.0,2.0,3.0,25.0,241.0,15.0,1044.0,6.0,1.0,3.0,13.0,1.0,30.0,5.0,7.0,22.0,1.0,2123.0,1.0,13.0,67.0,4.0,28.0,50.0,660.0,24.0,1.0,2.0,38.4822,43.0,35.0,34.0,2.0,65.0,280.0,6.0,1.0,145.0,9.0,3.0,375.0,139.0,26.0,7.0,4.0,10.0,5.0,424.0,30.0,1.0,67.0,15.0,2.0,115.0,17.0,0.0,968.0,16.0,8.0,363.0,19.0,15.0,5.0,220.0,19.0,23.0,143.0,169.0,1391.0,2.0,6.0,2.0,13.0,50.0,401.0,16.0,,2.4601,3.0,119.0,60.0,14.0,61.0,14.0,41.0,1.0,,0.3963,,8.0,8.0,,,1.0,1.0,,,,,,,,,,,,,
56983,Matt Ritchie,Midfielder,Newcastle,4,Scotland,2019-20,67.0,8.0,1.6526,0.0,9.0,8.0,1.0,3.1339,22.0,17.0,,82.0,18.0,1.0,3.0,14.0,135.0,32.0,526.0,2.0,,0.0,5.0,4.0,40.0,4.0,5.0,29.0,1.0,1315.0,1.0,19.0,67.0,2.0,36.0,46.0,368.0,15.0,13.0,1.0,20.9399,31.0,27.0,19.0,4.0,48.0,144.0,16.0,0.0,134.0,15.0,2.0,203.0,78.0,18.0,5.0,,7.0,6.0,240.0,17.0,,70.0,13.0,4.0,94.0,21.0,0.0,503.0,9.0,14.0,255.0,15.0,8.0,5.0,43.0,26.0,14.0,23.0,136.0,900.0,60.0,5.0,1.0,5.0,21.0,180.0,16.0,2.0,1.7076,4.0,53.0,47.0,1.0,57.0,23.0,28.0,2.0,1.0,0.0567,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0
223175,Matty Longstaff,Midfielder,Newcastle,4,England,2019-20,29.0,1.0,0.3278,0.0,1.0,2.0,1.0,0.8979,3.0,3.0,1.0,38.0,9.0,,4.0,6.0,50.0,1.0,255.0,2.0,,1.0,,3.0,11.0,1.0,,1.0,,572.0,,5.0,17.0,1.0,7.0,11.0,195.0,5.0,,,11.9135,3.0,3.0,11.0,1.0,24.0,80.0,6.0,1.0,46.0,3.0,1.0,63.0,38.0,9.0,,2.0,2.0,1.0,80.0,10.0,,1.0,8.0,1.0,35.0,6.0,0.0,252.0,1.0,,65.0,1.0,3.0,1.0,61.0,6.0,5.0,10.0,51.0,309.0,,1.0,1.0,,3.0,126.0,4.0,1.0,0.2692,1.0,12.0,14.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
179018,Miguel Almirón,Midfielder,Newcastle,4,Paraguay,2019-20,170.0,7.0,1.8721,0.0,19.0,17.0,20.0,6.5147,60.0,37.0,2.0,142.0,36.0,2.0,18.0,35.0,164.0,34.0,829.0,4.0,24.0,2.0,6.0,1.0,38.0,6.0,2.0,7.0,11.0,3033.0,11.0,28.0,174.0,7.0,59.0,164.0,645.0,85.0,1.0,2.0,55.7408,29.0,16.0,48.0,13.0,142.0,156.0,59.0,1.0,344.0,24.0,2.0,218.0,189.0,36.0,2.0,2.0,21.0,47.0,437.0,41.0,,34.0,82.0,13.0,306.0,10.0,0.0,827.0,20.0,27.0,385.0,39.0,46.0,1.0,256.0,30.0,31.0,20.0,199.0,1428.0,9.0,14.0,1.0,6.0,11.0,235.0,21.0,1.0,6.9299,5.0,22.0,46.0,2.0,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,
126407,Nabil Bentaleb,Midfielder,Newcastle,4,Algeria,2019-20,54.0,,0.1719,0.0,2.0,,,,23.0,2.0,,48.0,12.0,,6.0,8.0,58.0,2.0,406.0,,,0.0,2.0,4.0,27.0,2.0,,,,749.0,,13.0,50.0,2.0,15.0,36.0,323.0,1.0,,1.0,17.3569,8.0,9.0,16.0,,41.0,103.0,5.0,0.0,104.0,7.0,0.0,81.0,46.0,12.0,,,10.0,2.0,127.0,14.0,,2.0,4.0,,77.0,14.0,0.0,395.0,2.0,,71.0,13.0,8.0,2.0,134.0,19.0,19.0,25.0,88.0,513.0,,2.0,,2.0,3.0,221.0,12.0,,0.1009,2.0,10.0,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
180135,Sean Longstaff,Midfielder,Newcastle,4,England,2019-20,94.0,3.0,0.6863,1.0,7.0,7.0,1.0,2.2967,35.0,18.0,1.0,88.0,23.0,1.0,4.0,14.0,131.0,12.0,631.0,1.0,,1.0,7.0,9.0,38.0,2.0,4.0,8.0,2.0,1373.0,2.0,21.0,85.0,5.0,34.0,68.0,466.0,7.0,,,25.5251,14.0,20.0,26.0,,73.0,186.0,26.0,1.0,179.0,18.0,0.0,186.0,73.0,23.0,4.0,,16.0,11.0,239.0,21.0,,25.0,28.0,,141.0,17.0,1.0,594.0,11.0,9.0,212.0,19.0,7.0,5.0,176.0,17.0,19.0,34.0,83.0,909.0,1.0,2.0,,7.0,9.0,269.0,13.0,2.0,1.3601,2.0,43.0,39.0,3.0,12.0,1.0,8.0,1.0,,0.1912,,3.0,3.0,,,,,,,,,,,,,,,,,
116543,Valentino Lazaro,Midfielder,Newcastle,4,Austria,2019-20,27.0,1.0,0.2206,1.0,1.0,1.0,5.0,0.9155,13.0,3.0,,20.0,13.0,,2.0,4.0,29.0,1.0,170.0,1.0,,1.0,1.0,9.0,8.0,,,4.0,,473.0,,6.0,25.0,3.0,4.0,23.0,133.0,6.0,1.0,,13.0671,6.0,3.0,13.0,,21.0,12.0,2.0,0.0,52.0,2.0,0.0,50.0,27.0,13.0,,,4.0,5.0,61.0,10.0,,9.0,11.0,,44.0,2.0,1.0,166.0,2.0,2.0,60.0,9.0,8.0,,69.0,3.0,3.0,8.0,39.0,260.0,12.0,2.0,1.0,1.0,3.0,84.0,1.0,,0.3825,0.0,9.0,13.0,1.0,11.0,3.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,
