playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,hitWoodwork,foulWonPenalty,cornersTakenInclShortCorners,cleanSheets,throwInsToOppositionPlayer,penaltiesTaken,headedGoals,blocks,penaltyGoals,unsuccessfulLaunches,ownGoalScored,successfulLaunches,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,setPiecesGoals,redCards2ndYellow,successfulCornersIntoBox,unsuccessfulCornersIntoBox,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalkeeperSmother
215379,Elliot Anderson,Midfielder,Newcastle,4,England,2020-21,,,0.0016,1.0,0.0,,,,,,,,1.0,,,1.0,,,,1.0,,,0.0,,1.0,,,,,3.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,0.0,,,0.0,,,1.0,,,,,,1.0,,,,,,,0.0,1.0,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153127,Isaac Hayden,Midfielder,Newcastle,4,Jamaica,2020-21,106.0,2.0,0.2362,77.0,0.0,7.0,2.0,0.0438,52.0,9.0,1.0,113.0,24.0,,3.0,38.0,22.0,152.0,17.0,788.0,,1.0,0.0,3.0,2.0,92.0,1.0,2.0,1.0,1944.0,1.0,,35.0,132.0,3.0,,57.0,75.0,607.0,17.0,3.0,30.8009,7.0,45.0,33.0,4.0,71.0,206.0,17.0,0.0,238.0,23.0,0.0,258.0,116.0,24.0,1.0,,23.0,,3.0,249.0,30.0,17.0,17.0,4.0,146.0,57.0,0.0,742.0,7.0,6.0,216.0,29.0,7.0,199.0,38.0,43.0,29.0,125.0,1133.0,19.0,3.0,3.0,389.0,30.0,4.0,0.6851,8.0,39.0,46.0,1.0,,,4.0,6.0,,,9.0,,22.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
114243,Jacob Murphy,Midfielder,Newcastle,4,England,2020-21,115.0,14.0,2.5651,44.0,0.0,11.0,9.0,1.9207,39.0,19.0,,90.0,26.0,3.0,4.0,22.0,17.0,135.0,42.0,458.0,2.0,2.0,2.0,6.0,9.0,27.0,4.0,15.0,3.0,1621.0,3.0,2.0,21.0,106.0,3.0,,48.0,100.0,301.0,27.0,1.0,29.6182,16.0,24.0,33.0,5.0,94.0,24.0,23.0,0.0,221.0,24.0,0.0,219.0,99.0,26.0,4.0,2.0,15.0,,24.0,181.0,30.0,44.0,49.0,5.0,194.0,6.0,0.0,447.0,10.0,12.0,291.0,24.0,39.0,132.0,23.0,14.0,22.0,83.0,946.0,82.0,4.0,6.0,157.0,14.0,2.0,1.6373,3.0,45.0,44.0,1.0,,1.0,2.0,22.0,,,3.0,,13.0,,4.0,0.4281,6.0,6.0,,1.0,,,,,,,,,,,,,,,,,
83314,Jeff Hendrick,Midfielder,Newcastle,4,Ireland,2020-21,75.0,2.0,0.6035,41.0,1.0,2.0,2.0,1.3479,8.0,8.0,,80.0,22.0,1.0,3.0,16.0,17.0,107.0,3.0,538.0,2.0,3.0,2.0,2.0,5.0,40.0,,2.0,,1424.0,,,27.0,40.0,5.0,,21.0,27.0,403.0,12.0,2.0,22.602,5.0,13.0,24.0,,48.0,109.0,12.0,0.0,115.0,5.0,0.0,156.0,68.0,22.0,,2.0,5.0,,6.0,192.0,19.0,4.0,21.0,,75.0,13.0,0.0,527.0,6.0,4.0,146.0,3.0,9.0,158.0,15.0,19.0,28.0,115.0,689.0,,6.0,2.0,241.0,11.0,,1.1173,1.0,27.0,33.0,,,,3.0,,,,9.0,,18.0,,7.0,,,,,,1.0,,,,,,,,,,,,,,,,
200089,Joe Willock,Midfielder,Newcastle,4,England,2020-21,115.0,3.0,0.641,52.0,0.0,3.0,13.0,6.6213,32.0,20.0,,61.0,21.0,,2.0,27.0,13.0,71.0,16.0,314.0,8.0,,3.0,1.0,8.0,41.0,1.0,3.0,4.0,1215.0,4.0,,22.0,97.0,3.0,1.0,31.0,78.0,233.0,56.0,1.0,11.0045,10.0,10.0,18.0,1.0,93.0,59.0,20.0,3.0,212.0,23.0,5.0,103.0,71.0,21.0,1.0,3.0,16.0,3.0,23.0,157.0,15.0,16.0,42.0,1.0,171.0,19.0,0.0,314.0,7.0,9.0,167.0,16.0,26.0,91.0,15.0,20.0,10.0,61.0,616.0,1.0,5.0,1.0,89.0,4.0,1.0,4.2502,1.0,10.0,24.0,,1.0,,2.0,,1.0,2.0,4.0,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
180974,Joelinton,Midfielder,Newcastle,4,Brazil,2020-21,236.0,1.0,1.0301,96.0,0.0,8.0,21.0,5.0741,33.0,36.0,,153.0,31.0,2.0,28.0,56.0,23.0,157.0,11.0,582.0,4.0,6.0,1.0,2.0,8.0,202.0,3.0,1.0,14.0,1985.0,14.0,7.0,119.0,187.0,4.0,,52.0,104.0,415.0,82.0,1.0,32.4614,15.0,21.0,36.0,6.0,117.0,134.0,36.0,0.0,423.0,28.0,3.0,115.0,105.0,31.0,3.0,3.0,12.0,1.0,30.0,269.0,32.0,11.0,72.0,6.0,221.0,83.0,0.0,575.0,15.0,10.0,331.0,21.0,37.0,167.0,24.0,9.0,10.0,166.0,1045.0,1.0,13.0,2.0,157.0,8.0,1.0,5.4038,3.0,4.0,39.0,,1.0,,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
50232,Jonjo Shelvey,Midfielder,Newcastle,4,England,2020-21,91.0,5.0,2.3428,98.0,0.0,14.0,9.0,1.5249,39.0,28.0,1.0,181.0,30.0,3.0,6.0,52.0,29.0,331.0,27.0,1401.0,1.0,,0.0,13.0,1.0,51.0,4.0,22.0,4.0,2617.0,4.0,,23.0,96.0,5.0,,33.0,68.0,897.0,25.0,3.0,38.9812,34.0,40.0,46.0,1.0,68.0,389.0,10.0,0.0,187.0,12.0,1.0,486.0,181.0,30.0,4.0,1.0,25.0,,6.0,529.0,41.0,72.0,11.0,1.0,136.0,28.0,0.0,1313.0,19.0,9.0,437.0,14.0,20.0,340.0,31.0,36.0,173.0,186.0,1785.0,,1.0,13.0,563.0,21.0,,2.5749,7.0,150.0,76.0,1.0,,48.0,6.0,,,,14.0,,41.0,,12.0,0.7297,11.0,11.0,1.0,,,12.0,29.0,,,,,,,,,,,,,,
56983,Matt Ritchie,Midfielder,Newcastle,4,Scotland,2020-21,55.0,14.0,2.1066,37.0,0.0,6.0,1.0,0.0243,10.0,5.0,,63.0,18.0,2.0,2.0,22.0,15.0,105.0,40.0,437.0,,1.0,0.0,4.0,3.0,30.0,1.0,33.0,,1352.0,,,18.0,49.0,1.0,,30.0,37.0,306.0,10.0,1.0,21.8313,23.0,41.0,22.0,2.0,37.0,126.0,19.0,0.0,104.0,15.0,0.0,182.0,63.0,18.0,1.0,,7.0,,7.0,194.0,21.0,72.0,12.0,2.0,74.0,12.0,0.0,416.0,4.0,6.0,224.0,3.0,8.0,25.0,12.0,12.0,26.0,104.0,786.0,46.0,4.0,4.0,171.0,7.0,,0.3975,2.0,42.0,32.0,,1.0,38.0,2.0,19.0,,,2.0,,18.0,1.0,5.0,0.1276,2.0,2.0,,,,14.0,24.0,,,,,,,,,,,,,,
223175,Matty Longstaff,Midfielder,Newcastle,4,England,2020-21,14.0,2.0,0.0653,11.0,0.0,,,,3.0,,,17.0,5.0,,1.0,6.0,4.0,24.0,1.0,139.0,,,0.0,,1.0,9.0,,2.0,,377.0,,,4.0,15.0,1.0,,8.0,10.0,112.0,1.0,,8.1647,2.0,2.0,8.0,,10.0,35.0,5.0,0.0,29.0,7.0,0.0,39.0,24.0,5.0,,,1.0,,,44.0,7.0,2.0,1.0,,20.0,5.0,0.0,138.0,,,31.0,2.0,2.0,33.0,3.0,7.0,3.0,32.0,181.0,,1.0,,73.0,2.0,,,0.0,7.0,8.0,,,1.0,1.0,1.0,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
179018,Miguel Almirón,Midfielder,Newcastle,4,Paraguay,2020-21,144.0,8.0,2.1755,83.0,0.0,11.0,15.0,4.0366,49.0,22.0,3.0,122.0,34.0,1.0,14.0,35.0,28.0,153.0,30.0,850.0,4.0,6.0,0.0,4.0,6.0,25.0,6.0,8.0,5.0,2436.0,5.0,3.0,17.0,135.0,6.0,,52.0,127.0,664.0,42.0,2.0,36.7541,30.0,18.0,48.0,7.0,127.0,187.0,39.0,1.0,279.0,19.0,4.0,224.0,163.0,34.0,6.0,,20.0,4.0,34.0,459.0,42.0,31.0,68.0,7.0,254.0,8.0,0.0,828.0,7.0,19.0,308.0,29.0,39.0,219.0,18.0,25.0,33.0,220.0,1289.0,3.0,16.0,4.0,246.0,10.0,1.0,3.2188,3.0,31.0,52.0,2.0,,5.0,2.0,,,,4.0,,17.0,,3.0,0.0797,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
90105,Ryan Fraser,Midfielder,Newcastle,4,Scotland,2020-21,35.0,13.0,1.6554,25.0,1.0,4.0,6.0,1.2372,4.0,9.0,,48.0,18.0,2.0,6.0,14.0,9.0,54.0,42.0,262.0,,,0.0,2.0,9.0,27.0,3.0,25.0,3.0,925.0,3.0,2.0,22.0,32.0,3.0,,17.0,27.0,205.0,23.0,1.0,13.2811,24.0,5.0,17.0,2.0,13.0,62.0,20.0,0.0,67.0,1.0,0.0,57.0,30.0,18.0,3.0,,3.0,,1.0,168.0,14.0,78.0,6.0,2.0,40.0,5.0,0.0,253.0,3.0,14.0,152.0,1.0,3.0,50.0,5.0,6.0,3.0,93.0,458.0,7.0,6.0,2.0,65.0,4.0,1.0,0.9209,0.0,6.0,13.0,1.0,1.0,45.0,,,,,,,2.0,,,,,,,,1.0,10.0,30.0,,,,,,,,,,,,,,
180135,Sean Longstaff,Midfielder,Newcastle,4,England,2020-21,75.0,,0.8732,44.0,0.0,5.0,5.0,0.7954,31.0,10.0,,66.0,22.0,1.0,6.0,23.0,15.0,103.0,6.0,558.0,,,0.0,4.0,7.0,30.0,2.0,6.0,3.0,1406.0,3.0,,19.0,67.0,3.0,,32.0,56.0,405.0,17.0,2.0,21.7694,11.0,13.0,26.0,1.0,56.0,130.0,21.0,0.0,142.0,21.0,0.0,156.0,67.0,22.0,2.0,,17.0,,5.0,254.0,23.0,19.0,11.0,1.0,112.0,11.0,0.0,531.0,5.0,4.0,153.0,14.0,4.0,149.0,22.0,19.0,50.0,123.0,786.0,6.0,1.0,4.0,207.0,12.0,1.0,1.3501,2.0,37.0,30.0,1.0,,22.0,2.0,,,,5.0,,14.0,,4.0,0.0504,1.0,1.0,,,,7.0,13.0,,,,,,,,,,,,,,
