playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulPassesOwnHalf,throughBalls,goals,oboxBlocked,cleanSheets,shotsOnTargetOutsideBox,goalsConcededOutsideBox,successfulCornersIntoBox,oboxTarget,rightFootGoals,leftFootGoals,headedGoals,blocks,interceptions,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,handballsConceded,unsuccessfulLongPasses,successfulLaunches,secondGoalAssists,throwInsToOppositionPlayer,lastPlayerTackle,redCards2ndYellow,penaltiesConceded,clearancesOffTheLine,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,ownGoalScored
28301,Cheick Tioté,Midfielder,Newcastle,4,Cote d’Ivoire,2014-15,80.0,1.0,0.4124,0.0,6.0,1.0,5.0,0.0629,34.0,4.0,86.0,11.0,2.0,10.0,10.0,126.0,1.0,688.0,,0.0,1.0,,50.0,1.0,,898.0,,,25.0,77.0,22.0,52.0,514.0,1.0,1.0,14.8096,6.0,18.0,19.0,,55.0,186.0,10.0,0.0,157.0,15.0,0.0,227.0,97.0,11.0,10.0,7.0,239.0,17.0,1.0,18.0,,107.0,25.0,0.0,663.0,3.0,2.0,157.0,24.0,8.0,186.0,24.0,,48.0,89.0,854.0,3.0,324.0,14.0,0.2295,5.0,24.0,2.0,,6.0,,1.0,2.0,,1.0,,,,3.0,23.0,1.0,,6.0,11.0,1.0,40.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38429,Gabriel Obertan,Midfielder,Newcastle,4,,2014-15,53.0,5.0,1.0457,0.0,2.0,2.0,1.0,0.4639,11.0,5.0,49.0,13.0,1.0,11.0,8.0,55.0,18.0,197.0,1.0,0.0,5.0,2.0,50.0,6.0,1.0,651.0,1.0,,26.0,59.0,11.0,35.0,140.0,26.0,,10.6779,13.0,3.0,10.0,1.0,27.0,23.0,13.0,1.0,112.0,3.0,1.0,69.0,44.0,13.0,5.0,8.0,114.0,8.0,18.0,18.0,1.0,62.0,24.0,0.0,195.0,3.0,5.0,112.0,6.0,13.0,61.0,3.0,,2.0,44.0,341.0,5.0,34.0,2.0,0.3787,0.0,8.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,,,1.0,12.0,3.0,,1.0,4.0,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58771,Jack Colback,Midfielder,Newcastle,4,England,2014-15,171.0,4.0,2.1987,0.0,5.0,10.0,1.0,3.6091,101.0,22.0,144.0,35.0,6.0,25.0,35.0,180.0,18.0,1443.0,1.0,0.0,,52.0,49.0,23.0,3.0,3129.0,3.0,,31.0,186.0,55.0,168.0,1178.0,48.0,4.0,54.7851,38.0,42.0,61.0,3.0,140.0,416.0,56.0,1.0,357.0,38.0,4.0,457.0,189.0,35.0,25.0,14.0,744.0,54.0,74.0,48.0,3.0,308.0,18.0,0.0,1372.0,12.0,12.0,337.0,76.0,12.0,331.0,57.0,31.0,85.0,239.0,2044.0,1.0,542.0,27.0,3.1154,12.0,47.0,6.0,4.0,2.0,7.0,3.0,7.0,11.0,3.0,,4.0,,8.0,68.0,36.0,1.0,2.0,8.0,1.0,36.0,3.0,1.0,7.0,,,,,3.0,3.0,0.232,1.0,,,,,,,,,,,,,,,,,
21060,Jonás Gutiérrez,Midfielder,Newcastle,4,Argentina,2014-15,47.0,1.0,0.4216,0.0,4.0,3.0,4.0,1.2803,35.0,6.0,46.0,10.0,1.0,,6.0,62.0,17.0,255.0,,0.0,4.0,1.0,13.0,1.0,1.0,634.0,1.0,,8.0,88.0,20.0,83.0,190.0,13.0,1.0,12.3343,4.0,13.0,13.0,,39.0,69.0,18.0,0.0,135.0,13.0,1.0,118.0,61.0,10.0,4.0,10.0,125.0,11.0,18.0,20.0,,122.0,5.0,0.0,255.0,3.0,3.0,120.0,31.0,30.0,34.0,9.0,1.0,3.0,34.0,493.0,,69.0,9.0,0.4101,4.0,6.0,1.0,1.0,4.0,1.0,1.0,2.0,,1.0,1.0,,,3.0,17.0,31.0,,4.0,5.0,,16.0,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
98746,Mehdi Abeid,Midfielder,Newcastle,4,Algeria,2014-15,43.0,,0.1365,0.0,4.0,2.0,1.0,0.0812,22.0,8.0,33.0,13.0,,8.0,7.0,55.0,1.0,311.0,,0.0,6.0,5.0,21.0,3.0,1.0,662.0,1.0,,10.0,42.0,13.0,31.0,240.0,5.0,,9.5532,1.0,10.0,9.0,1.0,33.0,84.0,5.0,0.0,85.0,8.0,0.0,87.0,63.0,13.0,6.0,6.0,106.0,6.0,6.0,14.0,1.0,64.0,11.0,0.0,308.0,6.0,3.0,84.0,16.0,5.0,80.0,12.0,4.0,16.0,60.0,437.0,2.0,153.0,6.0,0.4765,0.0,21.0,2.0,,3.0,3.0,1.0,3.0,1.0,1.0,,,,1.0,22.0,,,3.0,11.0,,22.0,1.0,,,,,,,1.0,1.0,0.0674,,,,1.0,,,,,,,,1.0,,,,,,
45268,Moussa Sissoko,Midfielder,Newcastle,4,France,2014-15,307.0,13.0,3.5871,2.0,11.0,16.0,15.0,4.9945,39.0,33.0,255.0,34.0,2.0,83.0,34.0,278.0,66.0,1324.0,2.0,0.0,,3.0,125.0,13.0,7.0,3032.0,7.0,12.0,77.0,215.0,65.0,167.0,1012.0,80.0,3.0,48.2482,42.0,27.0,51.0,6.0,230.0,331.0,44.0,2.0,522.0,25.0,4.0,400.0,223.0,34.0,5.0,100.0,713.0,46.0,66.0,162.0,6.0,397.0,48.0,0.0,1305.0,17.0,26.0,574.0,34.0,85.0,338.0,54.0,,34.0,255.0,2001.0,2.0,346.0,27.0,4.2545,7.0,44.0,11.0,4.0,5.0,8.0,5.0,5.0,,5.0,3.0,,1.0,4.0,29.0,30.0,1.0,5.0,4.0,3.0,23.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
165572,Olivier Kemen,Midfielder,Newcastle,4,Cameroon,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155513,Rolando Aarons,Midfielder,Newcastle,4,Jamaica,2014-15,19.0,,0.0261,0.0,2.0,1.0,,0.3035,3.0,5.0,6.0,4.0,,,,7.0,5.0,37.0,,0.0,4.0,,5.0,,,128.0,,,3.0,13.0,2.0,11.0,30.0,10.0,,2.8203,2.0,1.0,2.0,2.0,16.0,3.0,3.0,0.0,32.0,1.0,1.0,15.0,11.0,4.0,3.0,7.0,20.0,2.0,5.0,15.0,2.0,27.0,2.0,0.0,37.0,4.0,2.0,32.0,,5.0,8.0,1.0,,,11.0,87.0,,10.0,,0.4227,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66957,Rémy Cabella,Midfielder,Newcastle,4,France,2014-15,194.0,7.0,2.2637,0.0,19.0,11.0,10.0,2.7591,73.0,24.0,142.0,31.0,2.0,73.0,21.0,156.0,52.0,896.0,1.0,1.0,10.0,47.0,47.0,16.0,9.0,1947.0,9.0,5.0,39.0,215.0,59.0,207.0,720.0,96.0,1.0,32.3362,36.0,4.0,34.0,9.0,155.0,215.0,60.0,1.0,409.0,33.0,0.0,255.0,134.0,31.0,18.0,41.0,555.0,29.0,90.0,94.0,9.0,362.0,8.0,0.0,864.0,13.0,24.0,388.0,55.0,74.0,173.0,30.0,29.0,20.0,253.0,1501.0,10.0,201.0,21.0,3.3266,2.0,26.0,9.0,1.0,10.0,1.0,1.0,5.0,9.0,1.0,,1.0,,,35.0,9.0,,10.0,3.0,3.0,14.0,,1.0,2.0,,,,,1.0,1.0,0.0673,,,,,,,,,,,,,,,,,,
48773,Siem de Jong,Midfielder,Newcastle,4,Netherlands,2014-15,12.0,,0.1231,0.0,1.0,2.0,,0.9407,5.0,4.0,10.0,4.0,,6.0,1.0,10.0,,42.0,,0.0,3.0,,13.0,,1.0,147.0,1.0,1.0,8.0,10.0,4.0,5.0,31.0,6.0,,3.3324,3.0,2.0,2.0,,4.0,11.0,,0.0,22.0,2.0,1.0,16.0,3.0,4.0,1.0,,25.0,2.0,,1.0,,9.0,5.0,0.0,42.0,2.0,2.0,12.0,4.0,,8.0,1.0,,1.0,7.0,59.0,1.0,7.0,1.0,0.5039,0.0,3.0,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
