matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFreekickGoal,attFreekickMiss,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyConceded,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotOffTarget,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645201,1,2026-08-23 14:00:00,7,Aston Villa,Away,102.0,7.0,1.0,1.0,,2.0,84.0,4.0,,1.0,3.0,4.0,11.0,185.0,,,9.0,16.0,7.0,4.0,1.0,1.0,0.0,,,1.0,,4.0,0.0,,1.0,8.0,16.0,6.0,2.0,4.0,43.0,23.0,,,1.0,7.0,,4.0,1.0,2.0,2.0,1.0,0.0,14.0,1.0,51.0,45.0,1.0,23.0,9.0,2.0,1.0,0.131385,0.2866,,,3.5889,25.0,11.0,12.0,,,,85.0,11.0,0.0,1.0,1.0,9.0,,8.0,8.0,2.0,0.0,1.0,43.0,40.0,21.0,5.0,0.0,5.0,,,205.0,3.0,1.0,1.0,25.0,35.0,8.0,,101.0,101.0,,11.0,6.0,26.9,,1.0,18.0,0.0,71.0,3.0,1.0,3.0,1.0,6.0,0.0,5.0,33.0,162.0,7.0,5.0,125.0,17.0,23.0,14.0,1.0,4.0,3.0,49.0,3.0,121.0,1.0,,11.0,4.0,34.0,2.0,242.0,1.0,1.0,6.0,19.0,,18.0,3.0,409.0,5.0,8.0,0.0,7.0,2.0,10.0,0.0
2645206,2,2026-08-31 20:00:00,7,Aston Villa,Home,126.0,14.0,,1.0,1.0,,148.0,3.0,3.0,6.0,,5.0,14.0,273.0,,,5.0,14.0,9.0,5.0,,,0.0,,,,,7.0,0.0,1.0,,12.0,5.0,2.0,3.0,4.0,49.0,47.0,,,3.0,8.0,2.0,8.0,,2.0,4.0,5.0,0.0,8.0,,51.0,40.0,3.0,19.0,11.0,,1.0,0.339232,0.3342,,,0.7953,58.0,17.0,6.0,,,,121.0,4.0,0.0,,1.0,11.0,1.0,3.0,3.0,,0.0,6.0,79.0,49.0,24.0,4.0,0.0,4.0,1.0,,318.0,1.0,,0.0,32.0,42.0,24.0,1.0,117.0,117.0,2.0,25.0,13.0,39.2,1.0,,12.0,0.0,90.0,1.0,,1.0,,5.0,0.0,4.0,67.0,257.0,8.0,5.0,145.0,32.0,19.0,10.0,2.0,11.0,9.0,100.0,1.0,205.0,,3.0,9.0,6.0,40.0,,339.0,2.0,0.0,7.0,20.0,1.0,15.0,3.0,493.0,16.0,18.0,0.0,5.0,2.0,11.0,0.0
2645220,3,2026-09-05 17:30:00,7,Aston Villa,Away,231.0,12.0,,1.0,1.0,1.0,394.0,7.0,,8.0,2.0,14.0,26.0,624.0,1.0,1.0,9.0,17.0,14.0,9.0,,3.0,0.0,1.0,1.0,,1.0,8.0,0.0,,1.0,2.0,4.0,7.0,10.0,3.0,110.0,42.0,2.0,2.0,2.0,3.0,5.0,9.0,,4.0,7.0,1.0,0.0,9.0,1.0,46.0,38.0,2.0,18.0,13.0,,1.0,1.39039,1.9276,0.0727,0.0756,0.1679,76.0,5.0,10.0,3.0,1.0,1.0,169.0,7.0,0.0,1.0,1.0,13.0,,4.0,4.0,,0.0,9.0,197.0,65.0,51.0,3.0,0.0,4.0,5.0,1.0,675.0,,,0.0,87.0,82.0,34.0,,119.0,119.0,2.0,15.0,14.0,73.8,,,13.0,0.0,218.0,1.0,3.0,4.0,1.0,7.0,0.0,5.0,176.0,605.0,3.0,9.0,244.0,24.0,18.0,15.0,3.0,12.0,9.0,218.0,4.0,462.0,2.0,,5.0,16.0,39.0,2.0,694.0,2.0,0.0,13.0,7.0,4.0,15.0,0.0,854.0,24.0,13.0,0.0,8.0,4.0,3.0,0.0
