matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210379,11,2021-11-05 20:00:00,7,Aston Villa,Away,98.0,29.0,1.0,3.0,2.0,4.0,,139.0,4.0,,3.0,3.0,3.0,23.0,234.0,1.0,,22.0,20.0,24.0,11.0,,,,1.0,,1.0,,,1.0,,11.0,,,,2.0,7.0,5.0,4.0,8.0,6.0,43.0,54.0,,,,1.0,13.0,4.0,12.0,,,8.0,10.0,5.0,,9.0,2.0,58.0,67.0,1.0,20.0,11.0,,,21.0,53.0,12.0,12.0,,,2.0,1.0,1.0,134.0,,,,,,,5.0,,2.0,,11.0,,11.0,11.0,2.0,3.0,69.0,60.0,30.0,10.0,,5.0,6.0,3.0,308.0,2.0,1.0,,63.0,31.0,35.0,,,,,,150.0,150.0,7.0,20.0,23.0,43.6,,,,,13.0,0.0,81.0,1.0,1.0,2.0,,,,7.0,1.0,3.0,9.0,95.0,216.0,3.0,11.0,121.0,44.0,20.0,14.0,7.0,23.0,16.0,,136.0,10.0,229.0,2.0,,18.0,4.0,49.0,2.0,327.0,1.0,0.0,14.0,22.0,,22.0,2.0,527.0,25.0,20.0,9.0,8.0,10.0,0.0
2210381,12,2021-11-20 15:00:00,7,Aston Villa,Home,137.0,15.0,1.0,4.0,3.0,1.0,,157.0,4.0,,1.0,,3.0,13.0,290.0,,,16.0,16.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,7.0,,,,1.0,5.0,3.0,3.0,7.0,2.0,48.0,51.0,,,1.0,6.0,17.0,3.0,17.0,,,5.0,9.0,5.0,1.0,10.0,,56.0,46.0,6.0,15.0,6.0,,,25.0,41.0,7.0,13.0,1.0,,2.0,2.0,,110.0,1.0,,,1.0,,1.0,5.0,1.0,2.0,,6.0,,9.0,9.0,,1.0,92.0,38.0,20.0,7.0,,,6.0,5.0,331.0,4.0,,,62.0,31.0,31.0,,,,,,112.0,112.0,6.0,24.0,18.0,37.0,,,,,17.0,0.0,102.0,2.0,,2.0,,2.0,1.0,1.0,,3.0,17.0,81.0,275.0,7.0,6.0,157.0,34.0,15.0,14.0,3.0,19.0,16.0,2.0,111.0,2.0,214.0,2.0,,10.0,3.0,39.0,1.0,352.0,1.0,0.0,9.0,16.0,1.0,20.0,3.0,535.0,23.0,14.0,8.0,5.0,10.0,0.0
2210396,13,2021-11-27 15:00:00,7,Aston Villa,Away,141.0,17.0,1.0,5.0,4.0,,2.0,134.0,5.0,,4.0,2.0,3.0,19.0,270.0,,,6.0,13.0,12.0,4.0,1.0,2.0,,1.0,,2.0,,,,,5.0,,,,1.0,9.0,7.0,1.0,5.0,5.0,58.0,74.0,,,,8.0,16.0,2.0,8.0,,1.0,3.0,4.0,,1.0,19.0,2.0,51.0,55.0,8.0,25.0,8.0,,,24.0,50.0,10.0,11.0,,,5.0,2.0,2.0,138.0,2.0,1.0,2.0,1.0,1.0,,6.0,1.0,2.0,,8.0,,6.0,6.0,1.0,4.0,71.0,62.0,29.0,7.0,1.0,3.0,4.0,3.0,318.0,1.0,3.0,,58.0,27.0,13.0,,,,,,119.0,119.0,7.0,34.0,22.0,36.7,,,,,16.0,0.0,73.0,2.0,,2.0,,1.0,,5.0,,3.0,9.0,76.0,254.0,11.0,7.0,162.0,27.0,25.0,9.0,3.0,9.0,6.0,,105.0,2.0,187.0,3.0,,17.0,3.0,46.0,,340.0,,0.0,10.0,24.0,1.0,10.0,3.0,533.0,18.0,18.0,8.0,3.0,18.0,0.0
2210401,14,2021-12-01 20:15:00,7,Aston Villa,Home,178.0,16.0,2.0,4.0,2.0,4.0,1.0,95.0,7.0,,6.0,2.0,2.0,23.0,269.0,,1.0,14.0,11.0,14.0,5.0,3.0,2.0,1.0,,,,,,,,4.0,,,,3.0,5.0,10.0,7.0,8.0,1.0,48.0,51.0,1.0,1.0,,2.0,14.0,3.0,11.0,,,4.0,4.0,5.0,,6.0,3.0,41.0,55.0,2.0,17.0,6.0,,,29.0,36.0,8.0,11.0,1.0,,1.0,1.0,,103.0,1.0,1.0,1.0,,1.0,,9.0,,,,6.0,,11.0,11.0,1.0,7.0,99.0,32.0,17.0,11.0,,3.0,6.0,3.0,309.0,5.0,1.0,,33.0,36.0,22.0,,,,,,101.0,101.0,2.0,22.0,19.0,36.0,,,,,14.0,0.0,83.0,2.0,3.0,5.0,,1.0,1.0,3.0,,3.0,15.0,50.0,250.0,9.0,9.0,199.0,29.0,17.0,10.0,4.0,14.0,10.0,1.0,77.0,7.0,148.0,,,11.0,2.0,43.0,1.0,333.0,,0.0,9.0,25.0,4.0,15.0,0.0,508.0,17.0,12.0,5.0,4.0,14.0,0.0
2210411,15,2021-12-05 16:30:00,7,Aston Villa,Home,120.0,10.0,1.0,4.0,3.0,,,155.0,7.0,1.0,4.0,3.0,1.0,13.0,271.0,,3.0,16.0,21.0,15.0,10.0,,1.0,,,,,,,,,10.0,,,,2.0,7.0,9.0,3.0,11.0,2.0,49.0,61.0,4.0,3.0,1.0,1.0,9.0,5.0,8.0,1.0,1.0,3.0,8.0,3.0,2.0,15.0,2.0,53.0,70.0,1.0,21.0,10.0,,1.0,30.0,61.0,8.0,25.0,,,2.0,2.0,,151.0,2.0,1.0,1.0,,2.0,,9.0,,1.0,,10.0,,10.0,10.0,1.0,5.0,83.0,54.0,21.0,6.0,,4.0,8.0,4.0,323.0,3.0,1.0,,56.0,39.0,24.0,,,,,,141.0,141.0,3.0,27.0,24.0,41.1,,,3.0,,9.0,0.0,76.0,4.0,,3.0,,,,4.0,1.0,3.0,15.0,74.0,248.0,9.0,12.0,152.0,33.0,21.0,10.0,3.0,16.0,13.0,,110.0,3.0,223.0,1.0,1.0,17.0,1.0,49.0,1.0,359.0,,0.0,13.0,21.0,3.0,19.0,1.0,570.0,23.0,19.0,9.0,3.0,13.0,0.0
2210428,16,2021-12-11 15:00:00,7,Aston Villa,Away,140.0,20.0,,1.0,1.0,1.0,,94.0,6.0,,7.0,,3.0,16.0,233.0,,,15.0,21.0,7.0,3.0,,,,1.0,,1.0,,1.0,,,3.0,,,,,4.0,15.0,5.0,1.0,3.0,39.0,53.0,,,,2.0,26.0,2.0,10.0,,,3.0,7.0,5.0,,11.0,3.0,54.0,54.0,2.0,23.0,12.0,,1.0,22.0,48.0,6.0,13.0,,,1.0,,1.0,149.0,,,,,,,10.0,,,,12.0,,7.0,7.0,2.0,8.0,66.0,55.0,18.0,11.0,,1.0,2.0,,300.0,7.0,2.0,,41.0,43.0,21.0,1.0,1.0,1.0,,,155.0,155.0,,24.0,15.0,37.7,,,,,26.0,0.0,75.0,4.0,,4.0,,,,2.0,,3.0,12.0,62.0,217.0,18.0,3.0,170.0,37.0,23.0,19.0,3.0,15.0,12.0,,99.0,2.0,174.0,,,28.0,3.0,62.0,1.0,329.0,1.0,0.0,4.0,21.0,2.0,25.0,2.0,549.0,15.0,14.0,13.0,3.0,9.0,0.0
2210437,17,2021-12-14 19:45:00,7,Aston Villa,Away,143.0,18.0,1.0,4.0,3.0,2.0,,232.0,5.0,1.0,5.0,3.0,8.0,22.0,371.0,1.0,1.0,11.0,14.0,12.0,12.0,,2.0,1.0,,,,,,,,15.0,,,,,7.0,6.0,1.0,12.0,5.0,67.0,53.0,1.0,,1.0,2.0,15.0,8.0,8.0,,,10.0,6.0,4.0,,10.0,,54.0,51.0,2.0,16.0,7.0,,1.0,25.0,57.0,9.0,12.0,1.0,,3.0,2.0,,155.0,2.0,,1.0,2.0,,1.0,6.0,2.0,2.0,,7.0,,7.0,7.0,1.0,6.0,102.0,44.0,27.0,7.0,1.0,2.0,12.0,6.0,425.0,3.0,3.0,,69.0,77.0,34.0,,,,,,138.0,138.0,3.0,22.0,19.0,49.8,,,,,15.0,0.0,123.0,3.0,,3.0,,1.0,1.0,3.0,2.0,3.0,13.0,133.0,354.0,10.0,14.0,168.0,31.0,16.0,23.0,7.0,19.0,12.0,2.0,173.0,6.0,298.0,2.0,1.0,12.0,9.0,38.0,,447.0,2.0,0.0,17.0,17.0,2.0,19.0,1.0,648.0,34.0,12.0,10.0,10.0,8.0,0.0
2210441,18,2022-05-19 20:00:00,7,Aston Villa,Home,249.0,12.0,1.0,6.0,5.0,,,286.0,2.0,,6.0,1.0,5.0,14.0,529.0,,1.0,17.0,15.0,14.0,14.0,2.0,5.0,,,,,,,,,16.0,,,,1.0,8.0,7.0,3.0,12.0,10.0,89.0,43.0,,,,1.0,17.0,6.0,,1.0,,13.0,19.0,11.0,,7.0,2.0,36.0,50.0,1.0,20.0,10.0,,,17.0,48.0,11.0,20.0,,,2.0,1.0,,140.0,1.0,,1.0,1.0,,,2.0,1.0,,1.0,10.0,,3.0,3.0,,6.0,172.0,51.0,36.0,6.0,1.0,5.0,12.0,9.0,555.0,4.0,1.0,,80.0,84.0,50.0,1.0,1.0,1.0,,,107.0,107.0,3.0,17.0,17.0,71.3,,,1.0,,17.0,0.0,186.0,2.0,2.0,3.0,,,,7.0,,3.0,10.0,128.0,499.0,6.0,17.0,264.0,34.0,20.0,5.0,4.0,35.0,31.0,,158.0,,358.0,,,5.0,5.0,35.0,1.0,587.0,,0.0,22.0,16.0,2.0,17.0,0.0,784.0,30.0,7.0,1.0,13.0,10.0,0.0
2210451,19,2021-12-26 17:30:00,7,Aston Villa,Home,221.0,16.0,,1.0,1.0,1.0,,162.0,7.0,,4.0,,5.0,16.0,382.0,,1.0,13.0,8.0,7.0,6.0,,,1.0,,,,,,,,8.0,,,,,5.0,9.0,1.0,5.0,3.0,67.0,52.0,,,,2.0,14.0,5.0,10.0,,,2.0,7.0,3.0,,7.0,1.0,43.0,44.0,2.0,22.0,11.0,,,26.0,39.0,8.0,11.0,,,1.0,1.0,,138.0,,,,,,,7.0,,,,11.0,,12.0,12.0,2.0,4.0,112.0,47.0,31.0,5.0,,1.0,5.0,1.0,421.0,3.0,2.0,,59.0,42.0,19.0,2.0,2.0,2.0,,,114.0,114.0,4.0,22.0,20.0,42.1,,3.0,,1.0,14.0,0.0,129.0,1.0,,1.0,,1.0,1.0,2.0,,3.0,13.0,76.0,358.0,8.0,6.0,241.0,30.0,22.0,19.0,1.0,12.0,11.0,1.0,108.0,1.0,217.0,,1.0,1.0,5.0,29.0,2.0,446.0,1.0,0.0,8.0,17.0,5.0,18.0,3.0,624.0,18.0,13.0,9.0,2.0,9.0,0.0
2210466,20,2022-03-10 19:45:00,7,Aston Villa,Away,195.0,21.0,1.0,3.0,2.0,2.0,,145.0,9.0,1.0,6.0,4.0,4.0,17.0,337.0,1.0,2.0,15.0,6.0,9.0,10.0,,,1.0,,1.0,1.0,,1.0,,,11.0,,,,3.0,7.0,2.0,2.0,9.0,6.0,49.0,63.0,1.0,,1.0,1.0,17.0,4.0,15.0,,,5.0,4.0,5.0,2.0,14.0,,57.0,59.0,1.0,19.0,9.0,,,24.0,41.0,11.0,17.0,,,2.0,1.0,1.0,139.0,3.0,,3.0,2.0,1.0,,9.0,2.0,3.0,,9.0,,9.0,9.0,1.0,6.0,105.0,49.0,31.0,3.0,1.0,2.0,11.0,9.0,375.0,1.0,2.0,,76.0,28.0,22.0,,,,,,126.0,126.0,6.0,27.0,22.0,49.1,,,,,17.0,0.0,112.0,,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,14.0,76.0,310.0,10.0,13.0,218.0,36.0,19.0,29.0,4.0,14.0,10.0,1.0,103.0,6.0,201.0,3.0,1.0,15.0,4.0,41.0,5.0,405.0,2.0,0.0,15.0,15.0,2.0,18.0,3.0,617.0,26.0,12.0,18.0,5.0,8.0,0.0
2210472,21,2022-01-02 14:00:00,7,Aston Villa,Away,182.0,24.0,2.0,3.0,1.0,1.0,1.0,223.0,9.0,,1.0,,8.0,21.0,402.0,,2.0,21.0,10.0,15.0,10.0,3.0,3.0,,,,,,,,,11.0,,,,2.0,4.0,6.0,4.0,10.0,6.0,61.0,53.0,,,,,16.0,5.0,4.0,,,7.0,2.0,,,10.0,1.0,45.0,52.0,,12.0,6.0,,,26.0,64.0,11.0,17.0,1.0,,1.0,1.0,,151.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,6.0,,6.0,6.0,1.0,1.0,141.0,66.0,41.0,3.0,,6.0,8.0,5.0,461.0,,1.0,,73.0,56.0,23.0,,,,,,144.0,144.0,8.0,23.0,19.0,54.6,,3.0,,,16.0,0.0,138.0,1.0,1.0,2.0,,1.0,,6.0,,2.0,15.0,96.0,376.0,8.0,14.0,210.0,49.0,12.0,19.0,7.0,10.0,3.0,,138.0,3.0,291.0,1.0,,6.0,9.0,46.0,4.0,491.0,,0.0,16.0,11.0,5.0,23.0,2.0,669.0,25.0,21.0,9.0,7.0,6.0,0.0
2210481,22,2022-01-15 17:30:00,7,Aston Villa,Home,246.0,15.0,2.0,6.0,4.0,,,214.0,5.0,,4.0,1.0,3.0,16.0,454.0,,,12.0,12.0,14.0,8.0,3.0,2.0,,,,,,,,,9.0,,,,2.0,6.0,8.0,5.0,11.0,2.0,78.0,63.0,1.0,,2.0,,16.0,,7.0,,,3.0,10.0,3.0,,17.0,3.0,50.0,57.0,,16.0,6.0,2.0,1.0,21.0,52.0,8.0,13.0,,,2.0,2.0,,165.0,1.0,,1.0,1.0,,,5.0,2.0,1.0,,6.0,,12.0,12.0,1.0,4.0,148.0,61.0,38.0,6.0,1.0,4.0,8.0,9.0,520.0,3.0,2.0,,64.0,61.0,35.0,,,,,,133.0,133.0,6.0,19.0,33.0,54.6,,,1.0,,16.0,0.0,149.0,3.0,1.0,4.0,,1.0,,4.0,,3.0,14.0,91.0,434.0,8.0,12.0,262.0,34.0,16.0,19.0,3.0,18.0,15.0,,129.0,1.0,296.0,1.0,,7.0,5.0,38.0,1.0,540.0,1.0,0.0,13.0,17.0,4.0,14.0,1.0,727.0,26.0,7.0,13.0,3.0,13.0,0.0
2210495,23,2022-01-22 12:30:00,7,Aston Villa,Away,136.0,15.0,1.0,2.0,1.0,4.0,,121.0,7.0,1.0,3.0,3.0,3.0,21.0,255.0,,1.0,20.0,29.0,30.0,4.0,,1.0,,2.0,,2.0,,,,1.0,4.0,,,,1.0,4.0,11.0,4.0,4.0,4.0,43.0,62.0,1.0,1.0,,5.0,17.0,1.0,12.0,1.0,,2.0,2.0,2.0,,14.0,1.0,81.0,83.0,5.0,15.0,6.0,,,30.0,50.0,16.0,13.0,1.0,,5.0,2.0,2.0,166.0,1.0,1.0,1.0,,1.0,,11.0,,1.0,,6.0,,10.0,10.0,1.0,3.0,77.0,73.0,34.0,9.0,,2.0,3.0,3.0,331.0,8.0,2.0,,64.0,30.0,16.0,,,,,,169.0,169.0,2.0,27.0,25.0,50.4,,,,,17.0,0.0,75.0,1.0,,,,1.0,,4.0,,3.0,14.0,46.0,236.0,6.0,5.0,170.0,36.0,15.0,24.0,1.0,7.0,6.0,,86.0,10.0,198.0,2.0,1.0,19.0,4.0,57.0,1.0,361.0,1.0,0.0,8.0,26.0,1.0,27.0,4.0,575.0,13.0,24.0,14.0,2.0,18.0,0.0
2210501,24,2022-02-09 20:00:00,7,Aston Villa,Home,128.0,14.0,2.0,5.0,3.0,1.0,1.0,103.0,7.0,,3.0,1.0,4.0,12.0,226.0,1.0,1.0,17.0,6.0,15.0,5.0,2.0,3.0,1.0,,,,,,,,8.0,,,,,7.0,11.0,5.0,8.0,4.0,49.0,52.0,2.0,,2.0,3.0,16.0,2.0,4.0,1.0,,6.0,6.0,2.0,,1.0,,23.0,55.0,3.0,24.0,14.0,,1.0,30.0,50.0,11.0,9.0,1.0,,3.0,2.0,,127.0,3.0,,3.0,2.0,1.0,1.0,8.0,2.0,2.0,,14.0,,9.0,9.0,,3.0,70.0,52.0,22.0,11.0,2.0,4.0,6.0,4.0,278.0,4.0,1.0,,41.0,19.0,20.0,,,,,,112.0,112.0,3.0,24.0,17.0,39.5,,2.0,1.0,1.0,16.0,0.0,56.0,3.0,2.0,4.0,1.0,,1.0,6.0,,3.0,16.0,53.0,206.0,8.0,10.0,139.0,42.0,24.0,11.0,5.0,15.0,10.0,2.0,97.0,2.0,178.0,2.0,,3.0,6.0,34.0,1.0,302.0,1.0,1.0,12.0,22.0,1.0,20.0,1.0,482.0,21.0,18.0,9.0,6.0,13.0,0.0
2210517,25,2022-02-13 14:00:00,7,Aston Villa,Away,170.0,18.0,1.0,3.0,2.0,3.0,,159.0,3.0,,5.0,1.0,3.0,21.0,326.0,,,18.0,22.0,12.0,8.0,1.0,2.0,,,1.0,1.0,,,,,8.0,,,,,7.0,5.0,5.0,5.0,6.0,64.0,60.0,,,,,16.0,4.0,9.0,,1.0,6.0,6.0,2.0,,5.0,,61.0,56.0,,9.0,6.0,,,22.0,55.0,15.0,21.0,,,5.0,4.0,1.0,170.0,,,,,,,5.0,,,,6.0,,10.0,10.0,,5.0,95.0,66.0,33.0,3.0,,6.0,3.0,1.0,395.0,4.0,1.0,,69.0,38.0,28.0,,,,,,143.0,143.0,1.0,24.0,29.0,63.0,,,,,16.0,0.0,95.0,1.0,,1.0,,,,6.0,,3.0,12.0,83.0,303.0,6.0,9.0,198.0,44.0,9.0,19.0,5.0,17.0,12.0,,122.0,6.0,243.0,,,13.0,3.0,57.0,2.0,424.0,1.0,0.0,11.0,14.0,2.0,20.0,4.0,591.0,15.0,11.0,9.0,6.0,7.0,0.0
2210522,26,2022-02-19 15:00:00,7,Aston Villa,Home,220.0,24.0,,10.0,10.0,1.0,,252.0,6.0,,8.0,1.0,3.0,28.0,462.0,,1.0,14.0,17.0,16.0,18.0,,2.0,,1.0,,1.0,,,,1.0,17.0,,,1.0,,7.0,5.0,3.0,8.0,12.0,64.0,64.0,1.0,1.0,,,18.0,8.0,8.0,,,10.0,22.0,3.0,,9.0,2.0,54.0,49.0,,16.0,8.0,,,31.0,61.0,12.0,7.0,,1.0,2.0,1.0,1.0,178.0,,,,,,,6.0,,2.0,,8.0,1.0,4.0,4.0,,8.0,155.0,67.0,48.0,5.0,,9.0,9.0,1.0,536.0,1.0,,,83.0,86.0,50.0,,,,,,156.0,156.0,6.0,25.0,24.0,59.6,1.0,,,,18.0,0.0,153.0,3.0,,3.0,,,,11.0,,3.0,12.0,138.0,450.0,12.0,18.0,238.0,40.0,16.0,15.0,10.0,36.0,26.0,,186.0,1.0,348.0,2.0,,6.0,3.0,47.0,,550.0,3.0,0.0,20.0,19.0,2.0,14.0,1.0,754.0,34.0,24.0,7.0,10.0,12.0,0.0
2210533,27,2022-02-26 15:30:00,7,Aston Villa,Away,131.0,17.0,1.0,2.0,1.0,2.0,1.0,99.0,6.0,,5.0,1.0,2.0,16.0,228.0,,2.0,11.0,12.0,11.0,3.0,1.0,1.0,,,1.0,1.0,,,,,5.0,,,,2.0,9.0,6.0,6.0,4.0,5.0,38.0,55.0,1.0,1.0,1.0,2.0,12.0,3.0,7.0,,,2.0,1.0,1.0,1.0,12.0,1.0,47.0,55.0,2.0,24.0,12.0,,,19.0,47.0,11.0,16.0,1.0,,4.0,3.0,1.0,118.0,1.0,,1.0,1.0,,,10.0,2.0,1.0,,12.0,,8.0,8.0,1.0,5.0,59.0,51.0,22.0,7.0,,2.0,3.0,4.0,261.0,5.0,1.0,,43.0,25.0,9.0,,,,,,108.0,108.0,1.0,27.0,18.0,33.5,,,,,12.0,0.0,74.0,,1.0,1.0,,,,2.0,,3.0,7.0,47.0,209.0,10.0,5.0,145.0,33.0,24.0,11.0,1.0,6.0,5.0,,81.0,8.0,150.0,1.0,,8.0,2.0,44.0,,289.0,,0.0,9.0,22.0,3.0,16.0,5.0,473.0,12.0,20.0,6.0,2.0,14.0,0.0
2210541,28,2022-03-05 15:00:00,7,Aston Villa,Home,145.0,20.0,1.0,1.0,,2.0,,117.0,8.0,,1.0,2.0,1.0,20.0,261.0,3.0,1.0,12.0,10.0,10.0,7.0,2.0,2.0,,,,,,,,1.0,10.0,,,,2.0,5.0,5.0,6.0,11.0,3.0,53.0,61.0,6.0,3.0,3.0,3.0,15.0,1.0,15.0,,,4.0,3.0,1.0,,6.0,1.0,50.0,39.0,3.0,18.0,9.0,,,31.0,37.0,10.0,8.0,2.0,,2.0,,,156.0,4.0,,3.0,2.0,2.0,,10.0,2.0,,,9.0,,12.0,12.0,1.0,1.0,65.0,68.0,23.0,7.0,2.0,3.0,10.0,9.0,329.0,3.0,,,49.0,29.0,19.0,,,,,,134.0,134.0,,29.0,28.0,38.2,,,,,15.0,0.0,79.0,1.0,,1.0,,,,4.0,,3.0,12.0,53.0,243.0,8.0,13.0,181.0,51.0,18.0,16.0,3.0,7.0,4.0,,75.0,5.0,179.0,,,16.0,1.0,62.0,,353.0,4.0,0.0,14.0,14.0,3.0,16.0,1.0,515.0,27.0,17.0,7.0,4.0,11.0,0.0
2210560,29,2022-03-13 14:00:00,7,Aston Villa,Away,217.0,18.0,2.0,4.0,2.0,,,210.0,8.0,,3.0,2.0,9.0,20.0,423.0,,1.0,13.0,14.0,15.0,9.0,1.0,5.0,,,,1.0,,,,,7.0,,,,,2.0,7.0,4.0,9.0,4.0,70.0,49.0,1.0,1.0,,4.0,9.0,4.0,7.0,,,7.0,5.0,7.0,,7.0,2.0,35.0,46.0,4.0,11.0,5.0,,,33.0,57.0,3.0,8.0,,,2.0,2.0,1.0,154.0,1.0,,1.0,1.0,,,10.0,1.0,,,5.0,1.0,14.0,14.0,1.0,3.0,143.0,51.0,29.0,5.0,1.0,2.0,9.0,7.0,480.0,1.0,1.0,,61.0,43.0,29.0,,,,,,129.0,129.0,1.0,26.0,19.0,52.9,,,,1.0,9.0,0.0,134.0,2.0,,2.0,,1.0,,2.0,,3.0,17.0,97.0,405.0,6.0,11.0,246.0,36.0,11.0,11.0,7.0,21.0,14.0,,135.0,2.0,276.0,1.0,,19.0,9.0,50.0,,501.0,,0.0,13.0,17.0,3.0,20.0,0.0,675.0,26.0,15.0,7.0,7.0,10.0,0.0
2210561,30,2022-03-19 12:30:00,7,Aston Villa,Home,198.0,15.0,1.0,5.0,4.0,,,181.0,6.0,,7.0,2.0,6.0,14.0,374.0,,,18.0,6.0,5.0,3.0,1.0,1.0,,1.0,1.0,2.0,,,,,5.0,,,,,11.0,4.0,6.0,5.0,3.0,73.0,49.0,,,,2.0,11.0,1.0,3.0,,,6.0,9.0,12.0,,8.0,2.0,34.0,35.0,2.0,13.0,5.0,,,21.0,57.0,13.0,14.0,,,4.0,1.0,2.0,136.0,,,,,,,6.0,,1.0,1.0,5.0,1.0,4.0,4.0,,7.0,124.0,51.0,29.0,5.0,,3.0,1.0,1.0,417.0,4.0,1.0,,69.0,46.0,35.0,,,,,,118.0,118.0,3.0,21.0,15.0,47.0,,,,,11.0,0.0,108.0,,2.0,3.0,,2.0,,6.0,,3.0,9.0,86.0,354.0,8.0,4.0,216.0,39.0,13.0,11.0,5.0,27.0,22.0,,121.0,3.0,252.0,1.0,,6.0,6.0,39.0,1.0,441.0,,0.0,8.0,10.0,,20.0,3.0,607.0,19.0,12.0,6.0,6.0,6.0,0.0
2210580,31,2022-04-02 15:00:00,7,Aston Villa,Away,207.0,20.0,2.0,3.0,1.0,,,167.0,5.0,2.0,4.0,4.0,4.0,22.0,371.0,,,13.0,16.0,10.0,8.0,2.0,3.0,1.0,1.0,,1.0,1.0,,,2.0,8.0,1.0,,,2.0,5.0,9.0,3.0,9.0,6.0,72.0,58.0,3.0,3.0,1.0,2.0,24.0,3.0,10.0,1.0,,9.0,8.0,4.0,,18.0,2.0,56.0,49.0,2.0,11.0,5.0,,,38.0,52.0,8.0,15.0,1.0,,3.0,1.0,1.0,141.0,,,,,,,5.0,,1.0,,5.0,,8.0,8.0,1.0,4.0,119.0,57.0,36.0,4.0,,5.0,5.0,5.0,420.0,3.0,1.0,1.0,60.0,35.0,33.0,,,,,1.0,133.0,133.0,2.0,26.0,25.0,51.7,,,,,24.0,0.0,109.0,2.0,2.0,3.0,,,1.0,7.0,,3.0,20.0,67.0,354.0,13.0,10.0,219.0,43.0,11.0,13.0,9.0,22.0,13.0,1.0,105.0,4.0,244.0,1.0,2.0,10.0,4.0,43.0,1.0,441.0,,0.0,15.0,17.0,,16.0,3.0,641.0,28.0,16.0,8.0,9.0,7.0,0.0
