matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210280,1,2021-08-14 15:00:00,7,Aston Villa,Away,250.0,20.0,,2.0,2.0,1.0,,187.0,5.0,,10.0,4.0,2.0,28.0,435.0,,,17.0,24.0,17.0,5.0,,1.0,,1.0,,1.0,,,,,8.0,1.0,,,,10.0,9.0,4.0,4.0,7.0,69.0,56.0,,,1.0,,6.0,3.0,13.0,,,4.0,11.0,9.0,,13.0,2.0,65.0,62.0,,6.0,3.0,,,26.0,59.0,13.0,18.0,1.0,,3.0,2.0,1.0,159.0,1.0,,1.0,1.0,,,7.0,1.0,,,3.0,,11.0,11.0,1.0,10.0,138.0,78.0,50.0,2.0,1.0,2.0,4.0,2.0,483.0,2.0,,,57.0,64.0,34.0,,,,,1.0,142.0,142.0,4.0,19.0,23.0,62.1,,,,,6.0,0.0,142.0,2.0,2.0,4.0,,1.0,,6.0,,3.0,17.0,83.0,412.0,4.0,6.0,262.0,40.0,6.0,16.0,4.0,26.0,22.0,,125.0,3.0,272.0,,,10.0,2.0,50.0,2.0,508.0,1.0,0.0,11.0,13.0,2.0,21.0,1.0,702.0,22.0,24.0,14.0,4.0,11.0,0.0
2210282,2,2021-08-21 15:00:00,7,Aston Villa,Home,117.0,21.0,1.0,5.0,4.0,3.0,1.0,126.0,5.0,1.0,,3.0,2.0,24.0,238.0,,,12.0,18.0,17.0,5.0,2.0,1.0,,,,,,,,,4.0,1.0,,,3.0,4.0,6.0,3.0,6.0,4.0,35.0,41.0,,,1.0,,9.0,1.0,4.0,,1.0,3.0,7.0,2.0,,10.0,,44.0,48.0,,23.0,10.0,,,23.0,47.0,8.0,16.0,2.0,,5.0,4.0,,116.0,1.0,,1.0,,1.0,,10.0,,1.0,,10.0,,4.0,4.0,,,80.0,56.0,27.0,4.0,,6.0,2.0,2.0,277.0,1.0,2.0,,62.0,40.0,27.0,,,,,1.0,116.0,116.0,4.0,13.0,22.0,47.3,,,,,9.0,0.0,72.0,1.0,,1.0,,1.0,,7.0,1.0,3.0,12.0,66.0,218.0,4.0,8.0,128.0,32.0,23.0,6.0,3.0,16.0,13.0,,101.0,5.0,191.0,1.0,1.0,11.0,2.0,48.0,3.0,303.0,1.0,0.0,10.0,13.0,1.0,15.0,3.0,466.0,19.0,18.0,2.0,3.0,10.0,0.0
2210291,3,2021-08-28 15:00:00,7,Aston Villa,Home,160.0,20.0,,5.0,5.0,1.0,2.0,114.0,6.0,,5.0,4.0,6.0,23.0,269.0,,,14.0,20.0,21.0,4.0,1.0,,,,,,,,,,4.0,,,,3.0,6.0,7.0,2.0,5.0,2.0,48.0,63.0,1.0,1.0,,1.0,21.0,,5.0,,,3.0,10.0,5.0,,12.0,,55.0,57.0,1.0,15.0,9.0,,,30.0,55.0,15.0,13.0,,,3.0,3.0,,145.0,1.0,,1.0,1.0,,,7.0,1.0,,1.0,9.0,,4.0,4.0,,5.0,96.0,62.0,34.0,2.0,1.0,2.0,4.0,5.0,341.0,5.0,,,74.0,20.0,34.0,,,,,,148.0,148.0,,25.0,27.0,46.5,,,1.0,,21.0,0.0,75.0,1.0,,1.0,,,,2.0,,3.0,12.0,56.0,253.0,10.0,6.0,187.0,57.0,15.0,14.0,3.0,21.0,18.0,,106.0,8.0,198.0,,,16.0,6.0,65.0,1.0,364.0,1.0,0.0,7.0,13.0,3.0,17.0,3.0,541.0,19.0,17.0,10.0,3.0,6.0,0.0
2210303,4,2021-09-11 17:30:00,7,Aston Villa,Away,139.0,19.0,2.0,6.0,4.0,,2.0,137.0,5.0,,7.0,3.0,1.0,30.0,270.0,,,11.0,16.0,14.0,8.0,2.0,3.0,,,,,,,,,11.0,,,,2.0,7.0,6.0,6.0,11.0,7.0,54.0,57.0,1.0,1.0,,1.0,17.0,9.0,11.0,,,11.0,12.0,5.0,,3.0,,52.0,56.0,1.0,18.0,5.0,1.0,,28.0,63.0,11.0,11.0,,,2.0,3.0,,139.0,,,,,,,6.0,,1.0,1.0,5.0,,12.0,12.0,1.0,7.0,83.0,57.0,31.0,4.0,,2.0,8.0,6.0,322.0,2.0,,,55.0,38.0,46.0,,,,,,136.0,136.0,5.0,20.0,23.0,43.2,,,,,17.0,0.0,68.0,,1.0,1.0,,,,3.0,1.0,3.0,18.0,77.0,254.0,6.0,10.0,151.0,41.0,18.0,31.0,10.0,30.0,20.0,,123.0,3.0,223.0,1.0,,13.0,1.0,63.0,1.0,344.0,1.0,0.0,18.0,12.0,1.0,16.0,4.0,551.0,33.0,17.0,19.0,11.0,9.0,0.0
2210311,5,2021-09-18 17:30:00,7,Aston Villa,Home,152.0,17.0,3.0,6.0,4.0,1.0,1.0,162.0,10.0,,6.0,5.0,2.0,34.0,308.0,,1.0,12.0,16.0,24.0,4.0,4.0,2.0,,1.0,,1.0,,1.0,,,8.0,,,,4.0,5.0,8.0,3.0,7.0,8.0,35.0,53.0,,,,2.0,19.0,6.0,6.0,,,5.0,11.0,6.0,1.0,9.0,1.0,51.0,56.0,2.0,9.0,5.0,,,21.0,66.0,7.0,10.0,,,5.0,3.0,1.0,133.0,2.0,,1.0,2.0,,,12.0,2.0,,,5.0,,9.0,9.0,1.0,6.0,117.0,66.0,37.0,4.0,,2.0,8.0,3.0,361.0,5.0,1.0,,82.0,50.0,25.0,,,,,,133.0,133.0,4.0,10.0,30.0,55.6,,,,,19.0,0.0,99.0,,1.0,1.0,,1.0,,6.0,,4.0,11.0,80.0,287.0,8.0,10.0,161.0,26.0,9.0,26.0,5.0,24.0,20.0,,123.0,4.0,247.0,,,16.0,2.0,56.0,,384.0,1.0,0.0,15.0,10.0,1.0,15.0,1.0,573.0,26.0,13.0,13.0,5.0,7.0,0.0
2210328,6,2021-09-25 12:30:00,7,Aston Villa,Away,87.0,14.0,2.0,3.0,1.0,4.0,,103.0,7.0,2.0,2.0,4.0,1.0,24.0,187.0,,2.0,22.0,19.0,11.0,3.0,1.0,3.0,,,,1.0,,,,,3.0,,,,,8.0,17.0,11.0,4.0,3.0,37.0,46.0,2.0,3.0,,2.0,16.0,1.0,16.0,,,5.0,7.0,7.0,1.0,4.0,3.0,58.0,35.0,2.0,14.0,4.0,,,22.0,55.0,13.0,9.0,,,2.0,1.0,1.0,115.0,1.0,1.0,1.0,,1.0,,13.0,,,2.0,4.0,,15.0,15.0,3.0,2.0,61.0,55.0,18.0,5.0,,3.0,2.0,3.0,244.0,12.0,3.0,,65.0,34.0,28.0,,1.0,1.0,,,138.0,138.0,5.0,15.0,17.0,40.4,,,,,16.0,0.0,58.0,4.0,,4.0,,,,3.0,,2.0,8.0,54.0,176.0,13.0,5.0,102.0,38.0,14.0,14.0,5.0,20.0,15.0,,96.0,8.0,189.0,,2.0,12.0,2.0,60.0,3.0,271.0,,0.0,7.0,9.0,3.0,25.0,2.0,466.0,16.0,16.0,6.0,5.0,3.0,0.0
2210338,7,2021-10-03 14:00:00,7,Aston Villa,Away,128.0,17.0,1.0,4.0,3.0,2.0,,102.0,7.0,,5.0,,1.0,22.0,226.0,,,12.0,21.0,22.0,6.0,,4.0,1.0,,,,1.0,,,,8.0,,,,,11.0,10.0,8.0,9.0,5.0,47.0,68.0,1.0,,1.0,,14.0,6.0,16.0,1.0,,8.0,11.0,8.0,,4.0,2.0,65.0,58.0,,6.0,1.0,,,24.0,52.0,14.0,11.0,1.0,,2.0,1.0,,120.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,,1.0,,12.0,12.0,1.0,6.0,78.0,63.0,24.0,5.0,,1.0,6.0,3.0,295.0,4.0,,1.0,43.0,31.0,43.0,,,,,,158.0,158.0,6.0,24.0,30.0,43.7,,,,,14.0,0.0,73.0,5.0,2.0,6.0,,,1.0,5.0,1.0,3.0,9.0,59.0,210.0,8.0,7.0,151.0,50.0,6.0,14.0,7.0,27.0,20.0,1.0,103.0,4.0,194.0,1.0,,11.0,2.0,61.0,1.0,318.0,,0.0,14.0,21.0,1.0,18.0,1.0,519.0,37.0,21.0,4.0,8.0,12.0,0.0
2210342,8,2021-10-16 15:00:00,7,Aston Villa,Home,196.0,20.0,1.0,3.0,2.0,1.0,,121.0,5.0,,2.0,1.0,3.0,22.0,314.0,,1.0,8.0,12.0,14.0,10.0,1.0,1.0,,,,,,,,,13.0,,,,,4.0,6.0,3.0,10.0,4.0,51.0,59.0,2.0,1.0,1.0,3.0,17.0,2.0,8.0,,,6.0,6.0,8.0,,2.0,1.0,35.0,53.0,3.0,22.0,13.0,,1.0,27.0,55.0,8.0,17.0,1.0,,3.0,3.0,,141.0,1.0,,1.0,1.0,,,7.0,2.0,1.0,,13.0,,9.0,9.0,,2.0,88.0,66.0,35.0,7.0,1.0,7.0,5.0,5.0,364.0,2.0,1.0,,45.0,39.0,34.0,,,,,,121.0,121.0,2.0,23.0,31.0,48.3,,3.0,,,17.0,0.0,111.0,1.0,,1.0,,1.0,,7.0,,3.0,13.0,67.0,295.0,7.0,12.0,212.0,45.0,22.0,16.0,6.0,23.0,17.0,,106.0,6.0,202.0,1.0,,10.0,4.0,50.0,1.0,391.0,,0.0,14.0,12.0,1.0,15.0,2.0,566.0,23.0,8.0,11.0,6.0,7.0,0.0
2210351,9,2021-10-22 20:00:00,7,Aston Villa,Away,192.0,20.0,1.0,2.0,1.0,2.0,,120.0,8.0,,6.0,1.0,6.0,21.0,310.0,1.0,1.0,14.0,11.0,16.0,6.0,1.0,,,1.0,,1.0,,,,,8.0,,,,,6.0,14.0,8.0,5.0,5.0,55.0,57.0,2.0,2.0,,2.0,15.0,3.0,4.0,,,4.0,4.0,4.0,,7.0,4.0,38.0,54.0,2.0,16.0,6.0,,1.0,36.0,57.0,10.0,16.0,,1.0,4.0,1.0,1.0,152.0,1.0,,,1.0,,,8.0,1.0,,,6.0,,11.0,11.0,2.0,6.0,87.0,62.0,35.0,7.0,,2.0,6.0,4.0,362.0,5.0,,,40.0,42.0,27.0,,1.0,1.0,1.0,,127.0,127.0,2.0,27.0,20.0,46.2,,,,,15.0,0.0,98.0,3.0,3.0,6.0,,,,3.0,,3.0,18.0,61.0,287.0,7.0,8.0,216.0,43.0,16.0,15.0,3.0,12.0,9.0,,101.0,4.0,188.0,,,10.0,6.0,50.0,,392.0,1.0,0.0,10.0,14.0,4.0,19.0,5.0,576.0,16.0,16.0,9.0,4.0,8.0,0.0
2210361,10,2021-10-31 16:30:00,7,Aston Villa,Home,125.0,13.0,1.0,4.0,3.0,1.0,1.0,123.0,4.0,,4.0,7.0,2.0,21.0,244.0,1.0,,13.0,16.0,25.0,3.0,2.0,1.0,,,,,,,,,6.0,,,,2.0,5.0,13.0,8.0,6.0,3.0,46.0,60.0,1.0,,1.0,3.0,10.0,1.0,7.0,,2.0,3.0,6.0,5.0,,8.0,2.0,50.0,62.0,3.0,11.0,6.0,,,20.0,60.0,7.0,13.0,1.0,,1.0,2.0,,140.0,1.0,,1.0,1.0,,,7.0,1.0,,,6.0,1.0,5.0,5.0,1.0,4.0,75.0,66.0,26.0,6.0,,3.0,3.0,3.0,310.0,8.0,1.0,,84.0,23.0,23.0,,,,,,149.0,149.0,2.0,27.0,25.0,42.4,,,,,10.0,0.0,72.0,3.0,1.0,4.0,,,,5.0,1.0,3.0,10.0,69.0,228.0,4.0,6.0,141.0,31.0,11.0,20.0,2.0,15.0,13.0,,114.0,5.0,207.0,,,30.0,3.0,61.0,2.0,333.0,1.0,1.0,9.0,16.0,,21.0,1.0,517.0,17.0,18.0,8.0,3.0,8.0,0.0
