matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561896,1,2025-08-16 12:30:00,7,Aston Villa,Home,116.0,10.0,,3.0,3.0,1.0,,114.0,6.0,3.0,4.0,3.0,2.0,17.0,227.0,,,9.0,20.0,10.0,3.0,,1.0,1.0,0.0,,,,,,,2.0,0.0,,,,,6.0,9.0,7.0,3.0,,41.0,50.0,1.0,1.0,,2.0,6.0,,2.0,,,3.0,5.0,5.0,0.0,4.0,3.0,43.0,40.0,2.0,20.0,10.0,,,0.233068,0.2036,,0.2041,0.6442,46.0,13.0,11.0,,,,,,125.0,,,,,,,14.0,0.0,3.0,,10.0,,10.0,10.0,1.0,0.0,4.0,77.0,59.0,24.0,6.0,0.0,,3.0,3.0,279.0,7.0,2.0,0.0,29.0,25.0,24.0,,,,,,129.0,129.0,4.0,18.0,18.0,39.9,,,,1.0,12.0,0.0,67.0,1.0,2.0,3.0,1.0,1.0,,,0.0,1.0,40.0,210.0,6.0,3.0,143.0,27.0,20.0,15.0,1.0,11.0,10.0,103824.63,1.0,73.0,4.0,178.0,3.0,3.0,22.0,2.0,59.0,2.0,310.0,1.0,1.0,3.0,11.0,4.0,18.0,1.0,472.0,14.0,15.0,0.0,9.0,3.0,5.0,0.0
2561907,2,2025-08-23 15:00:00,7,Aston Villa,Away,211.0,23.0,,4.0,4.0,,,307.0,9.0,,5.0,2.0,15.0,25.0,514.0,2.0,1.0,17.0,17.0,21.0,11.0,1.0,5.0,1.0,0.0,,,,,,,11.0,0.0,,,,,7.0,8.0,1.0,12.0,5.0,80.0,46.0,1.0,1.0,,1.0,,8.0,8.0,,,9.0,11.0,8.0,0.0,12.0,1.0,62.0,52.0,1.0,12.0,7.0,,,1.5296,1.1903,,0.1324,1.3602,69.0,9.0,11.0,,,2.0,2.0,,143.0,,,,,,,10.0,0.0,,,7.0,,6.0,6.0,1.0,0.0,5.0,178.0,56.0,43.0,2.0,0.0,5.0,7.0,2.0,562.0,3.0,1.0,0.0,79.0,67.0,42.0,,,,,,145.0,145.0,1.0,17.0,22.0,76.4,,,,,17.0,0.0,186.0,1.0,,1.0,1.0,1.0,7.0,,0.0,5.0,136.0,490.0,,12.0,226.0,41.0,12.0,24.0,6.0,27.0,21.0,107279.22,1.0,180.0,1.0,388.0,1.0,,8.0,16.0,41.0,,587.0,2.0,0.0,17.0,14.0,4.0,23.0,2.0,785.0,43.0,15.0,0.0,8.0,9.0,12.0,0.0
2561915,3,2025-08-31 19:00:00,7,Aston Villa,Home,181.0,11.0,3.0,6.0,3.0,,,300.0,3.0,3.0,4.0,4.0,5.0,29.0,475.0,,,18.0,9.0,6.0,8.0,2.0,3.0,1.0,0.0,,,,,,,9.0,0.0,,,,1.0,3.0,5.0,1.0,10.0,3.0,76.0,43.0,1.0,2.0,,,8.0,1.0,6.0,,,10.0,10.0,13.0,0.0,18.0,,48.0,37.0,,17.0,10.0,,,0.673415,1.1405,,1.0148,2.4469,79.0,7.0,13.0,,,2.0,1.0,,129.0,,,,,,,3.0,0.0,1.0,,10.0,,6.0,6.0,,0.0,4.0,160.0,51.0,38.0,1.0,0.0,5.0,5.0,4.0,505.0,1.0,1.0,0.0,85.0,72.0,42.0,1.0,1.0,1.0,,,118.0,118.0,8.0,12.0,18.0,58.4,,,,1.0,18.0,0.0,166.0,1.0,,1.0,,1.0,8.0,,0.0,5.0,124.0,451.0,8.0,10.0,189.0,27.0,17.0,15.0,7.0,31.0,24.0,112322.01,1.0,162.0,2.0,373.0,1.0,3.0,9.0,5.0,45.0,,531.0,,0.0,13.0,11.0,1.0,20.0,2.0,718.0,20.0,8.0,0.0,7.0,10.0,5.0,0.0
2561930,4,2025-09-13 15:00:00,7,Aston Villa,Away,154.0,9.0,1.0,3.0,2.0,,,162.0,12.0,,1.0,4.0,6.0,14.0,313.0,,,12.0,20.0,17.0,2.0,2.0,2.0,,0.0,,,1.0,,1.0,,3.0,0.0,,,,1.0,5.0,14.0,6.0,3.0,4.0,51.0,38.0,,,,5.0,8.0,5.0,8.0,,,3.0,7.0,,0.0,10.0,1.0,66.0,51.0,5.0,19.0,6.0,,1.0,0.36346,0.5352,0.0484,0.1268,0.2926,43.0,15.0,16.0,,2.0,2.0,,1.0,132.0,,,,,,,16.0,0.0,1.0,,6.0,,4.0,4.0,,0.0,1.0,95.0,53.0,29.0,10.0,0.0,,4.0,1.0,348.0,9.0,,0.0,48.0,35.0,23.0,,,,,,119.0,119.0,2.0,17.0,17.0,51.7,,,,1.0,16.0,0.0,106.0,2.0,,2.0,1.0,,1.0,1.0,0.0,4.0,75.0,286.0,8.0,4.0,176.0,20.0,19.0,15.0,3.0,10.0,7.0,101637.98,,105.0,1.0,218.0,1.0,,23.0,7.0,49.0,2.0,384.0,,0.0,7.0,16.0,,14.0,3.0,558.0,8.0,12.0,0.0,2.0,3.0,11.0,0.0
2561942,5,2025-09-21 14:00:00,7,Aston Villa,Away,172.0,11.0,,4.0,4.0,,,320.0,8.0,,5.0,2.0,7.0,15.0,488.0,,,16.0,14.0,17.0,6.0,,1.0,,0.0,,,,,,,10.0,0.0,,,,1.0,4.0,10.0,4.0,6.0,6.0,86.0,38.0,1.0,2.0,,1.0,6.0,6.0,5.0,,,5.0,9.0,13.0,1.0,12.0,,47.0,40.0,1.0,28.0,23.0,,,0.897275,0.7842,,0.1524,0.9853,67.0,8.0,13.0,,,2.0,2.0,,159.0,1.0,,,,1.0,,8.0,0.0,,,23.0,,3.0,3.0,,0.0,5.0,154.0,40.0,25.0,6.0,0.0,1.0,6.0,2.0,522.0,4.0,1.0,0.0,92.0,86.0,45.0,,,,,,120.0,120.0,3.0,17.0,11.0,71.4,,2.0,,1.0,16.0,0.0,148.0,1.0,2.0,3.0,,,4.0,,0.0,5.0,197.0,463.0,6.0,7.0,185.0,30.0,28.0,8.0,2.0,26.0,24.0,103795.07,,230.0,,388.0,,,7.0,9.0,32.0,3.0,547.0,2.0,0.0,12.0,11.0,,18.0,1.0,728.0,34.0,13.0,0.0,,5.0,7.0,0.0
2561945,6,2025-09-28 14:00:00,7,Aston Villa,Home,190.0,10.0,1.0,1.0,,,,151.0,7.0,2.0,5.0,4.0,4.0,17.0,340.0,,2.0,9.0,9.0,14.0,2.0,1.0,1.0,,0.0,,1.0,1.0,,,1.0,6.0,0.0,,,,1.0,5.0,9.0,2.0,4.0,5.0,41.0,48.0,2.0,1.0,2.0,3.0,11.0,2.0,11.0,1.0,,2.0,6.0,2.0,0.0,9.0,2.0,46.0,38.0,3.0,26.0,15.0,,1.0,0.85816,1.1112,0.0508,1.704,0.7571,43.0,10.0,11.0,1.0,,2.0,1.0,1.0,140.0,3.0,,1.0,3.0,,,9.0,3.0,1.0,,15.0,,7.0,7.0,2.0,0.0,5.0,109.0,58.0,39.0,8.0,1.0,1.0,5.0,4.0,374.0,4.0,1.0,0.0,40.0,50.0,22.0,,,,,,110.0,110.0,6.0,16.0,16.0,48.3,,,3.0,,20.0,0.0,113.0,3.0,,3.0,1.0,,3.0,1.0,1.0,5.0,65.0,315.0,11.0,6.0,202.0,27.0,26.0,12.0,1.0,10.0,9.0,112193.92,,99.0,3.0,211.0,1.0,2.0,8.0,4.0,36.0,2.0,403.0,2.0,0.0,9.0,10.0,8.0,11.0,1.0,571.0,18.0,17.0,0.0,5.0,2.0,4.0,0.0
2561957,7,2025-10-05 14:00:00,7,Aston Villa,Home,269.0,15.0,5.0,8.0,3.0,2.0,,173.0,3.0,1.0,3.0,3.0,14.0,21.0,434.0,,1.0,7.0,7.0,20.0,7.0,4.0,6.0,,0.0,,,,,,1.0,9.0,0.0,,,,,5.0,3.0,2.0,12.0,3.0,79.0,48.0,1.0,1.0,1.0,,8.0,3.0,2.0,,,6.0,5.0,1.0,0.0,13.0,1.0,44.0,56.0,,23.0,15.0,,,1.48704,1.1633,,2.0474,0.2861,40.0,9.0,15.0,2.0,,1.0,,,139.0,2.0,,2.0,2.0,,,4.0,2.0,1.0,,15.0,,5.0,5.0,,0.0,3.0,130.0,54.0,39.0,4.0,0.0,5.0,8.0,7.0,469.0,2.0,1.0,0.0,52.0,35.0,23.0,,,,,,107.0,107.0,3.0,21.0,18.0,55.0,,,,,14.0,0.0,148.0,,1.0,1.0,,,5.0,,0.0,6.0,65.0,410.0,8.0,13.0,286.0,26.0,23.0,20.0,5.0,11.0,6.0,111314.4,,92.0,2.0,221.0,1.0,1.0,8.0,16.0,38.0,3.0,496.0,1.0,0.0,15.0,15.0,3.0,9.0,3.0,672.0,23.0,9.0,0.0,6.0,6.0,10.0,0.0
2561973,8,2025-10-19 14:00:00,7,Aston Villa,Away,170.0,14.0,,1.0,1.0,1.0,,122.0,4.0,1.0,4.0,2.0,11.0,15.0,292.0,,,16.0,11.0,14.0,4.0,,2.0,2.0,0.0,,,,,,,6.0,0.0,,,,,2.0,7.0,3.0,2.0,6.0,49.0,41.0,,,,1.0,8.0,2.0,5.0,,,6.0,9.0,2.0,0.0,14.0,2.0,48.0,55.0,1.0,29.0,16.0,,1.0,0.149499,0.3154,,0.967,0.9961,43.0,7.0,11.0,,1.0,,,,123.0,1.0,,,1.0,,,7.0,2.0,2.0,,16.0,,2.0,2.0,1.0,0.0,4.0,92.0,49.0,22.0,6.0,1.0,3.0,2.0,2.0,321.0,1.0,,0.0,46.0,33.0,25.0,,,,,,123.0,123.0,4.0,14.0,16.0,47.4,,,3.0,,14.0,0.0,84.0,1.0,1.0,2.0,3.0,2.0,4.0,,1.0,4.0,61.0,272.0,8.0,5.0,180.0,28.0,29.0,18.0,5.0,16.0,11.0,106891.59,2.0,87.0,5.0,184.0,2.0,1.0,11.0,11.0,42.0,1.0,348.0,,0.0,8.0,24.0,2.0,21.0,0.0,544.0,7.0,19.0,0.0,7.0,6.0,15.0,0.0
2561977,9,2025-10-26 14:00:00,7,Aston Villa,Home,234.0,20.0,2.0,3.0,1.0,2.0,,157.0,5.0,1.0,7.0,,8.0,25.0,388.0,,,9.0,13.0,3.0,3.0,2.0,4.0,,0.0,,,,,,,4.0,0.0,,,,,6.0,14.0,4.0,8.0,1.0,94.0,45.0,1.0,2.0,,2.0,5.0,5.0,6.0,1.0,,5.0,5.0,2.0,1.0,7.0,1.0,41.0,42.0,2.0,19.0,8.0,,,0.531955,0.8135,,0.8061,0.1635,48.0,8.0,15.0,,,1.0,1.0,,150.0,1.0,,1.0,,1.0,,7.0,0.0,1.0,,8.0,,7.0,7.0,5.0,0.0,7.0,94.0,57.0,33.0,6.0,0.0,,6.0,3.0,419.0,10.0,,0.0,43.0,44.0,26.0,,,,,,99.0,99.0,1.0,20.0,8.0,47.0,,,,,8.0,0.0,111.0,4.0,,3.0,,,1.0,1.0,0.0,5.0,52.0,364.0,5.0,6.0,249.0,38.0,19.0,13.0,4.0,12.0,8.0,113542.04,,87.0,3.0,212.0,2.0,1.0,9.0,8.0,59.0,1.0,449.0,1.0,0.0,9.0,18.0,3.0,13.0,1.0,627.0,26.0,10.0,0.0,6.0,5.0,11.0,0.0
2561989,10,2025-11-01 20:00:00,7,Aston Villa,Away,205.0,16.0,,1.0,1.0,,,132.0,8.0,,5.0,2.0,10.0,21.0,336.0,,1.0,10.0,10.0,6.0,9.0,1.0,,1.0,0.0,1.0,,1.0,,,,8.0,0.0,,,1.0,1.0,3.0,7.0,9.0,4.0,6.0,63.0,34.0,,,,2.0,6.0,1.0,9.0,,,4.0,12.0,3.0,0.0,8.0,2.0,42.0,36.0,2.0,26.0,18.0,1.0,2.0,0.431817,0.4076,,0.3005,1.0119,51.0,11.0,13.0,,,2.0,,1.0,129.0,,,,,,,10.0,0.0,,,18.0,2.0,6.0,6.0,2.0,0.0,5.0,96.0,48.0,27.0,1.0,0.0,6.0,4.0,3.0,363.0,5.0,1.0,0.0,50.0,31.0,29.0,,,,,,108.0,108.0,3.0,13.0,9.0,46.6,1.0,,,,16.0,0.0,110.0,,2.0,2.0,2.0,1.0,6.0,,0.0,5.0,70.0,306.0,6.0,10.0,220.0,29.0,26.0,10.0,3.0,18.0,15.0,107660.47,1.0,104.0,2.0,196.0,,,11.0,10.0,48.0,,398.0,,0.0,10.0,11.0,3.0,12.0,3.0,564.0,22.0,14.0,0.0,6.0,4.0,7.0,0.0
