matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059804,11,2019-11-02 15:00:00,7,Aston Villa,Home,65.0,6.0,,2.0,2.0,1.0,1.0,69.0,5.0,,2.0,7.0,4.0,23.0,132.0,,,15.0,22.0,19.0,2.0,,1.0,1.0,,,,,,,1.0,,2.0,,,,,,,1.0,4.0,18.0,7.0,3.0,1.0,32.0,62.0,1.0,,1.0,4.0,21.0,1.0,4.0,,1.0,2.0,7.0,4.0,,8.0,1.0,54.0,52.0,4.0,47.0,21.0,,1.0,37.0,12.0,8.0,1.0,1.0,2.0,,129.0,1.0,1.0,1.0,,1.0,,18.0,,,1.0,21.0,1.0,13.0,13.0,2.0,2.0,32.0,65.0,25.0,10.0,,1.0,2.0,2.0,194.0,8.0,2.0,,56.0,19.0,18.0,,,,,,157.0,157.0,,39.0,17.0,26.3,,3.0,,,21.0,0.0,33.0,2.0,2.0,4.0,,3.0,1.0,1.0,,3.0,34.0,117.0,11.0,3.0,88.0,17.0,47.0,14.0,,13.0,13.0,1.0,74.0,5.0,151.0,,,35.0,4.0,72.0,3.0,226.0,,0.0,4.0,20.0,1.0,22.0,1.0,447.0,12.0,23.0,5.0,2.0,13.0,0.0
1059821,12,2019-11-10 14:00:00,7,Aston Villa,Away,162.0,15.0,,4.0,4.0,2.0,2.0,141.0,5.0,,5.0,6.0,4.0,23.0,299.0,,,17.0,19.0,13.0,6.0,1.0,2.0,1.0,,,,1.0,1.0,,,,9.0,,,,,,,1.0,3.0,12.0,5.0,5.0,8.0,57.0,55.0,,,,6.0,11.0,4.0,21.0,,,3.0,8.0,13.0,,7.0,,59.0,65.0,6.0,15.0,8.0,,,46.0,8.0,15.0,1.0,4.0,3.0,1.0,118.0,,,,,,,10.0,,,3.0,8.0,,9.0,9.0,1.0,5.0,100.0,60.0,34.0,6.0,,2.0,5.0,4.0,349.0,5.0,1.0,,55.0,48.0,31.0,,,,,,135.0,135.0,3.0,26.0,21.0,49.9,,,,,11.0,0.0,100.0,2.0,1.0,3.0,,,1.0,5.0,,3.0,53.0,279.0,3.0,7.0,179.0,37.0,15.0,24.0,3.0,27.0,24.0,1.0,84.0,5.0,223.0,,,15.0,6.0,52.0,1.0,375.0,,0.0,13.0,20.0,,21.0,3.0,589.0,11.0,16.0,17.0,3.0,13.0,0.0
1059824,13,2019-11-25 20:00:00,7,Aston Villa,Home,175.0,22.0,1.0,3.0,2.0,1.0,1.0,253.0,1.0,,10.0,5.0,6.0,33.0,425.0,,,14.0,22.0,18.0,14.0,1.0,1.0,1.0,1.0,,,,1.0,,,,12.0,,,,,1.0,,2.0,6.0,5.0,6.0,12.0,5.0,76.0,61.0,4.0,3.0,1.0,4.0,13.0,3.0,13.0,,,11.0,10.0,6.0,,7.0,2.0,57.0,50.0,4.0,19.0,10.0,,,53.0,10.0,9.0,1.0,5.0,4.0,1.0,146.0,1.0,1.0,1.0,,1.0,,5.0,,1.0,,10.0,1.0,6.0,6.0,,10.0,125.0,68.0,52.0,6.0,1.0,6.0,10.0,8.0,472.0,3.0,3.0,,63.0,80.0,48.0,,,,,,125.0,125.0,2.0,23.0,24.0,62.0,1.0,,,,13.0,0.0,143.0,3.0,2.0,5.0,,1.0,1.0,6.0,,1.0,134.0,413.0,6.0,17.0,189.0,36.0,19.0,16.0,8.0,28.0,20.0,1.0,171.0,3.0,329.0,1.0,,11.0,7.0,54.0,1.0,490.0,2.0,0.0,17.0,15.0,1.0,17.0,1.0,687.0,33.0,13.0,8.0,11.0,11.0,0.0
1059836,14,2019-12-01 16:30:00,7,Aston Villa,Away,119.0,19.0,,3.0,3.0,,,105.0,6.0,,4.0,4.0,1.0,22.0,221.0,,2.0,10.0,15.0,8.0,5.0,,2.0,,,,,,,1.0,,,6.0,,,,1.0,,,1.0,3.0,11.0,6.0,7.0,2.0,37.0,56.0,1.0,1.0,1.0,4.0,17.0,2.0,8.0,,,9.0,8.0,7.0,1.0,2.0,1.0,36.0,55.0,4.0,18.0,8.0,,1.0,46.0,8.0,16.0,1.0,4.0,4.0,,127.0,2.0,,1.0,1.0,1.0,,10.0,1.0,,1.0,8.0,1.0,10.0,10.0,2.0,4.0,68.0,61.0,24.0,9.0,,3.0,4.0,3.0,278.0,3.0,1.0,1.0,57.0,42.0,26.0,,,,,,141.0,141.0,6.0,24.0,17.0,37.7,1.0,2.0,1.0,,17.0,0.0,77.0,5.0,,5.0,,,,4.0,1.0,2.0,55.0,203.0,7.0,7.0,141.0,37.0,18.0,14.0,5.0,24.0,19.0,,96.0,5.0,192.0,,,29.0,1.0,68.0,4.0,309.0,,0.0,9.0,22.0,2.0,15.0,1.0,503.0,16.0,16.0,10.0,9.0,16.0,0.0
1059848,15,2019-12-04 19:30:00,7,Aston Villa,Away,134.0,15.0,,5.0,5.0,2.0,,151.0,7.0,,4.0,8.0,,25.0,280.0,,,13.0,16.0,20.0,7.0,,1.0,,,,,,,,,,6.0,,,,,,,2.0,4.0,16.0,9.0,8.0,1.0,48.0,65.0,1.0,,1.0,,16.0,5.0,16.0,,,5.0,6.0,10.0,,5.0,4.0,54.0,70.0,,30.0,15.0,,1.0,39.0,10.0,18.0,1.0,1.0,2.0,,127.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,1.0,15.0,,20.0,20.0,4.0,4.0,89.0,61.0,35.0,9.0,,1.0,7.0,3.0,322.0,9.0,3.0,,60.0,46.0,28.0,,,,,,134.0,134.0,1.0,30.0,28.0,35.5,,,,,16.0,0.0,85.0,5.0,2.0,7.0,,,,1.0,,2.0,79.0,257.0,11.0,8.0,155.0,30.0,30.0,18.0,5.0,23.0,18.0,,99.0,10.0,217.0,1.0,,24.0,,51.0,1.0,349.0,,0.0,9.0,22.0,1.0,19.0,1.0,597.0,15.0,24.0,10.0,5.0,9.0,0.0
1059853,16,2019-12-08 14:00:00,7,Aston Villa,Home,79.0,18.0,3.0,9.0,6.0,,2.0,164.0,5.0,2.0,4.0,3.0,2.0,24.0,234.0,,,15.0,25.0,15.0,9.0,4.0,4.0,,,,,,,,,,9.0,,,,1.0,,,2.0,12.0,21.0,2.0,11.0,4.0,42.0,65.0,1.0,1.0,,2.0,13.0,4.0,9.0,,1.0,8.0,11.0,8.0,,8.0,1.0,70.0,54.0,2.0,22.0,9.0,,,46.0,21.0,14.0,,6.0,6.0,,114.0,1.0,,,1.0,,,10.0,,,,9.0,1.0,8.0,8.0,1.0,4.0,73.0,53.0,26.0,6.0,1.0,9.0,5.0,2.0,278.0,7.0,1.0,,48.0,48.0,41.0,,,,,,135.0,135.0,9.0,25.0,23.0,40.4,1.0,,,,13.0,0.0,77.0,4.0,,4.0,,,,9.0,1.0,3.0,98.0,216.0,4.0,14.0,92.0,29.0,22.0,20.0,6.0,31.0,25.0,,133.0,3.0,245.0,,2.0,16.0,3.0,52.0,,306.0,2.0,0.0,15.0,14.0,,20.0,6.0,518.0,40.0,18.0,11.0,8.0,8.0,0.0
1059869,17,2019-12-14 15:00:00,7,Aston Villa,Away,145.0,13.0,1.0,4.0,3.0,,,131.0,7.0,1.0,5.0,6.0,7.0,34.0,272.0,,,29.0,32.0,36.0,6.0,1.0,1.0,,,,,,,,,,6.0,,1.0,,1.0,,,,3.0,7.0,,5.0,3.0,45.0,64.0,,1.0,,2.0,15.0,1.0,7.0,,2.0,2.0,6.0,7.0,,11.0,,58.0,58.0,2.0,43.0,18.0,,,62.0,9.0,8.0,,1.0,,,158.0,,,,,,,11.0,,1.0,2.0,18.0,1.0,13.0,13.0,2.0,5.0,89.0,78.0,28.0,3.0,,6.0,1.0,,371.0,2.0,3.0,,38.0,59.0,19.0,,,,,1.0,168.0,168.0,3.0,28.0,26.0,43.3,1.0,,,1.0,15.0,0.0,104.0,1.0,,1.0,,1.0,,7.0,,3.0,60.0,258.0,8.0,7.0,184.0,51.0,43.0,4.0,2.0,15.0,13.0,,107.0,2.0,227.0,1.0,1.0,28.0,8.0,88.0,,396.0,,0.0,8.0,11.0,1.0,32.0,2.0,596.0,8.0,15.0,3.0,2.0,9.0,0.0
1059873,18,2019-12-21 15:00:00,7,Aston Villa,Home,164.0,22.0,5.0,10.0,6.0,4.0,,181.0,4.0,,13.0,2.0,5.0,23.0,335.0,,,20.0,17.0,35.0,11.0,4.0,5.0,,,,,1.0,2.0,,,,12.0,,,,,,,,8.0,11.0,6.0,9.0,10.0,47.0,54.0,1.0,1.0,,2.0,15.0,6.0,6.0,,1.0,7.0,8.0,12.0,,9.0,3.0,54.0,71.0,2.0,21.0,14.0,1.0,,64.0,16.0,15.0,1.0,3.0,1.0,2.0,161.0,,,,,,,4.0,,2.0,1.0,14.0,,14.0,14.0,1.0,13.0,112.0,66.0,29.0,5.0,,6.0,9.0,6.0,406.0,4.0,3.0,,76.0,39.0,38.0,,,,,,161.0,161.0,3.0,13.0,24.0,56.5,,,,,15.0,0.0,112.0,2.0,3.0,5.0,,,,7.0,,3.0,103.0,311.0,4.0,15.0,190.0,48.0,21.0,20.0,7.0,27.0,21.0,,148.0,7.0,269.0,2.0,,13.0,6.0,55.0,2.0,432.0,1.0,0.0,19.0,9.0,,23.0,2.0,667.0,29.0,23.0,13.0,7.0,5.0,0.0
1059883,19,2019-12-26 15:00:00,7,Aston Villa,Home,115.0,15.0,2.0,5.0,3.0,3.0,,161.0,3.0,,5.0,4.0,4.0,19.0,271.0,,,19.0,16.0,25.0,9.0,1.0,3.0,1.0,,,,,,,,,8.0,,,,,,,,6.0,13.0,3.0,8.0,3.0,51.0,63.0,,,,2.0,15.0,4.0,11.0,1.0,,5.0,11.0,8.0,,6.0,2.0,49.0,64.0,2.0,20.0,9.0,,1.0,48.0,15.0,12.0,,1.0,2.0,,144.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,9.0,,6.0,6.0,1.0,6.0,80.0,68.0,36.0,8.0,,5.0,6.0,2.0,342.0,5.0,,,73.0,61.0,35.0,,,,,,142.0,142.0,4.0,33.0,19.0,42.5,,,,,15.0,0.0,88.0,5.0,1.0,5.0,,1.0,1.0,5.0,,3.0,81.0,260.0,8.0,11.0,136.0,38.0,20.0,10.0,5.0,26.0,21.0,1.0,123.0,7.0,253.0,1.0,,19.0,4.0,53.0,1.0,363.0,,0.0,11.0,19.0,1.0,22.0,2.0,553.0,21.0,17.0,9.0,5.0,12.0,0.0
1059900,20,2019-12-28 15:00:00,7,Aston Villa,Away,154.0,21.0,,6.0,6.0,1.0,2.0,204.0,4.0,,5.0,4.0,7.0,24.0,352.0,,,21.0,14.0,22.0,8.0,1.0,,,,,,,,,,,9.0,,,,,,,2.0,4.0,12.0,8.0,5.0,6.0,56.0,57.0,1.0,1.0,,,11.0,6.0,7.0,,1.0,3.0,7.0,10.0,,5.0,1.0,44.0,57.0,,23.0,9.0,2.0,,55.0,9.0,15.0,,3.0,3.0,,149.0,,,,,,,6.0,,,,9.0,,11.0,11.0,2.0,5.0,117.0,60.0,34.0,6.0,,2.0,7.0,2.0,408.0,9.0,1.0,,60.0,59.0,32.0,1.0,1.0,1.0,,,131.0,131.0,,31.0,21.0,51.2,,,,1.0,11.0,0.0,111.0,2.0,1.0,3.0,,1.0,,3.0,,3.0,97.0,332.0,8.0,9.0,180.0,38.0,23.0,19.0,2.0,22.0,20.0,,132.0,4.0,275.0,,,20.0,8.0,56.0,3.0,433.0,,0.0,11.0,11.0,,21.0,1.0,631.0,20.0,16.0,10.0,3.0,6.0,0.0
1059904,21,2020-01-01 12:30:00,7,Aston Villa,Away,113.0,11.0,1.0,3.0,2.0,1.0,1.0,113.0,8.0,,2.0,9.0,1.0,32.0,223.0,,,12.0,34.0,32.0,6.0,2.0,1.0,1.0,,,,,,,,1.0,9.0,,,,,,,1.0,6.0,13.0,7.0,9.0,2.0,48.0,54.0,2.0,2.0,1.0,5.0,9.0,2.0,3.0,,1.0,4.0,4.0,4.0,,2.0,,53.0,60.0,5.0,31.0,12.0,,1.0,46.0,10.0,12.0,2.0,3.0,3.0,,154.0,1.0,,,1.0,,,13.0,2.0,2.0,1.0,12.0,,3.0,3.0,,2.0,66.0,66.0,23.0,8.0,,3.0,6.0,6.0,297.0,6.0,3.0,,43.0,38.0,20.0,,,,,,141.0,141.0,2.0,24.0,22.0,38.1,,,,1.0,9.0,0.0,59.0,,,,,,1.0,3.0,,3.0,62.0,205.0,3.0,9.0,155.0,30.0,31.0,10.0,2.0,13.0,11.0,1.0,96.0,9.0,185.0,2.0,,39.0,2.0,78.0,1.0,327.0,1.0,0.0,11.0,13.0,,17.0,1.0,500.0,14.0,11.0,5.0,4.0,9.0,0.0
1059913,22,2020-01-12 16:30:00,7,Aston Villa,Home,191.0,14.0,2.0,4.0,2.0,3.0,,104.0,5.0,,4.0,4.0,5.0,22.0,291.0,,,14.0,11.0,12.0,4.0,1.0,1.0,,,,,,,,,,5.0,1.0,,,,,,,2.0,14.0,8.0,7.0,,71.0,48.0,,,1.0,,17.0,2.0,19.0,1.0,1.0,2.0,,4.0,,7.0,1.0,49.0,54.0,,20.0,4.0,2.0,,24.0,5.0,11.0,1.0,2.0,1.0,,109.0,,,,,,,12.0,,,2.0,4.0,,9.0,9.0,2.0,5.0,91.0,50.0,23.0,4.0,,3.0,2.0,1.0,334.0,3.0,3.0,,34.0,55.0,16.0,,,,,1.0,111.0,111.0,2.0,27.0,12.0,29.4,,,,,17.0,0.0,91.0,4.0,2.0,5.0,,,,4.0,,3.0,39.0,273.0,8.0,5.0,221.0,32.0,20.0,26.0,2.0,7.0,5.0,,60.0,8.0,148.0,,,12.0,7.0,51.0,1.0,362.0,,0.0,7.0,15.0,,14.0,2.0,538.0,20.0,16.0,17.0,2.0,9.0,0.0
1059923,23,2020-01-18 15:00:00,7,Aston Villa,Away,168.0,18.0,1.0,4.0,3.0,1.0,2.0,131.0,5.0,1.0,2.0,4.0,4.0,25.0,295.0,1.0,,24.0,18.0,16.0,2.0,2.0,,1.0,,,,1.0,1.0,,,,4.0,,,,,,,2.0,8.0,8.0,2.0,7.0,1.0,67.0,76.0,2.0,2.0,,,25.0,,11.0,,,4.0,9.0,6.0,,13.0,1.0,62.0,59.0,,19.0,5.0,,,55.0,13.0,11.0,1.0,3.0,3.0,1.0,178.0,1.0,,1.0,1.0,,,6.0,1.0,,,5.0,,14.0,14.0,2.0,2.0,79.0,59.0,29.0,3.0,,3.0,2.0,3.0,376.0,5.0,2.0,,74.0,70.0,23.0,,,,,,165.0,165.0,6.0,35.0,30.0,44.7,,,1.0,,25.0,0.0,73.0,1.0,,1.0,,,1.0,5.0,,3.0,66.0,278.0,11.0,5.0,195.0,38.0,19.0,19.0,2.0,20.0,18.0,1.0,112.0,3.0,222.0,,1.0,25.0,6.0,64.0,4.0,397.0,1.0,0.0,8.0,20.0,,29.0,3.0,618.0,14.0,16.0,12.0,4.0,12.0,0.0
1059933,24,2020-01-21 19:30:00,7,Aston Villa,Home,244.0,28.0,3.0,6.0,3.0,,2.0,213.0,2.0,1.0,5.0,3.0,6.0,36.0,451.0,,,30.0,20.0,34.0,8.0,5.0,3.0,,,,,,,,,,9.0,,,,,,,4.0,6.0,8.0,,13.0,3.0,75.0,70.0,,,1.0,3.0,23.0,3.0,10.0,,,6.0,17.0,9.0,1.0,11.0,1.0,61.0,71.0,3.0,14.0,5.0,,1.0,64.0,11.0,18.0,,4.0,4.0,,189.0,1.0,,,,1.0,,2.0,1.0,,1.0,5.0,,12.0,12.0,2.0,5.0,140.0,70.0,42.0,3.0,,7.0,7.0,5.0,537.0,3.0,1.0,,84.0,85.0,35.0,,,,,,183.0,183.0,3.0,35.0,27.0,64.5,,,3.0,1.0,23.0,0.0,154.0,1.0,,1.0,,,,8.0,,2.0,112.0,431.0,6.0,14.0,287.0,54.0,14.0,21.0,6.0,36.0,30.0,,152.0,7.0,307.0,1.0,1.0,16.0,6.0,69.0,,558.0,,0.0,16.0,9.0,,31.0,2.0,790.0,32.0,23.0,11.0,6.0,2.0,0.0
1059942,25,2020-02-01 15:00:00,7,Aston Villa,Away,164.0,20.0,1.0,7.0,6.0,1.0,1.0,190.0,5.0,1.0,5.0,7.0,5.0,30.0,347.0,,,21.0,31.0,27.0,15.0,1.0,1.0,,,,,,,,,,14.0,,,,,,1.0,2.0,4.0,8.0,8.0,15.0,3.0,68.0,62.0,,,1.0,2.0,19.0,4.0,7.0,,,8.0,10.0,6.0,,6.0,,63.0,51.0,2.0,13.0,6.0,,,73.0,15.0,10.0,1.0,3.0,2.0,,169.0,,,,,,,6.0,1.0,1.0,2.0,6.0,1.0,9.0,9.0,1.0,5.0,113.0,69.0,30.0,1.0,,9.0,7.0,5.0,434.0,5.0,2.0,,71.0,68.0,38.0,,,,,,167.0,167.0,9.0,31.0,14.0,60.4,1.0,,,,19.0,0.0,106.0,1.0,3.0,4.0,,1.0,,9.0,2.0,3.0,100.0,330.0,8.0,16.0,201.0,45.0,13.0,16.0,6.0,24.0,18.0,,151.0,2.0,279.0,2.0,1.0,37.0,6.0,82.0,3.0,456.0,1.0,0.0,18.0,5.0,,28.0,3.0,660.0,36.0,17.0,10.0,8.0,1.0,0.0
1059953,26,2020-02-16 14:00:00,7,Aston Villa,Home,207.0,20.0,6.0,9.0,3.0,,1.0,141.0,6.0,,8.0,4.0,9.0,32.0,339.0,1.0,2.0,25.0,19.0,16.0,9.0,4.0,7.0,,,1.0,,,1.0,,,,10.0,,,,,,,,11.0,19.0,4.0,12.0,6.0,67.0,67.0,2.0,1.0,1.0,1.0,28.0,6.0,13.0,,,12.0,13.0,2.0,1.0,13.0,5.0,68.0,54.0,1.0,18.0,5.0,1.0,3.0,63.0,12.0,8.0,,2.0,2.0,1.0,162.0,1.0,1.0,1.0,,1.0,,6.0,,,,5.0,,15.0,15.0,6.0,8.0,101.0,69.0,30.0,7.0,,6.0,8.0,4.0,425.0,7.0,4.0,,71.0,54.0,31.0,,1.0,1.0,1.0,,177.0,177.0,2.0,31.0,25.0,54.3,,3.0,,1.0,28.0,0.0,114.0,6.0,1.0,7.0,,1.0,,8.0,2.0,3.0,68.0,321.0,11.0,14.0,236.0,41.0,18.0,27.0,12.0,29.0,17.0,,114.0,4.0,237.0,,,18.0,11.0,67.0,,444.0,3.0,0.0,18.0,14.0,2.0,30.0,2.0,690.0,33.0,19.0,16.0,12.0,8.0,0.0
1059970,27,2020-02-22 15:00:00,7,Aston Villa,Away,193.0,24.0,,2.0,2.0,2.0,,104.0,10.0,1.0,9.0,5.0,8.0,27.0,295.0,,1.0,18.0,32.0,23.0,4.0,,,,,,,,,,,,4.0,,,,,,,,9.0,13.0,15.0,3.0,1.0,39.0,55.0,,,,2.0,13.0,3.0,14.0,,,6.0,11.0,3.0,,13.0,4.0,79.0,57.0,2.0,25.0,18.0,,,44.0,17.0,13.0,,1.0,1.0,,180.0,,,,,,,11.0,,,,18.0,,10.0,10.0,,9.0,88.0,80.0,38.0,9.0,,,4.0,1.0,369.0,8.0,2.0,,59.0,33.0,27.0,,,,,,161.0,161.0,,27.0,17.0,54.1,,,,,13.0,0.0,91.0,3.0,4.0,7.0,,1.0,,,,3.0,50.0,272.0,4.0,4.0,225.0,49.0,25.0,12.0,5.0,20.0,15.0,,85.0,9.0,193.0,,1.0,31.0,8.0,71.0,2.0,398.0,,0.0,4.0,13.0,1.0,25.0,4.0,607.0,14.0,12.0,8.0,6.0,6.0,0.0
1059973,28,2020-06-17 18:00:00,7,Aston Villa,Home,160.0,31.0,9.0,12.0,3.0,1.0,2.0,153.0,1.0,,6.0,3.0,3.0,39.0,301.0,,,21.0,33.0,28.0,3.0,9.0,9.0,,,,,,,,,,2.0,,,,,,,3.0,4.0,3.0,2.0,12.0,2.0,57.0,49.0,1.0,1.0,,3.0,15.0,3.0,5.0,,,12.0,8.0,4.0,,12.0,,67.0,60.0,3.0,17.0,7.0,,1.0,50.0,11.0,13.0,,2.0,3.0,,147.0,,,,,,,4.0,,,,7.0,,5.0,5.0,,8.0,94.0,74.0,38.0,4.0,,5.0,7.0,6.0,365.0,3.0,3.0,,64.0,61.0,28.0,,,,,,136.0,136.0,1.0,25.0,15.0,45.1,,,,,15.0,0.0,84.0,1.0,,1.0,,2.0,,5.0,3.0,4.0,64.0,289.0,7.0,12.0,188.0,46.0,17.0,17.0,11.0,26.0,15.0,,98.0,3.0,220.0,1.0,,22.0,3.0,75.0,1.0,382.0,,0.0,14.0,8.0,,28.0,1.0,575.0,23.0,10.0,11.0,12.0,6.0,0.0
1059986,29,2020-03-09 20:00:00,7,Aston Villa,Away,115.0,14.0,,1.0,1.0,2.0,1.0,95.0,4.0,,4.0,6.0,1.0,22.0,209.0,1.0,,20.0,18.0,15.0,2.0,1.0,,1.0,,,,,,,,,3.0,,,,,,,1.0,7.0,12.0,3.0,2.0,2.0,42.0,67.0,1.0,1.0,,8.0,13.0,,9.0,,,,2.0,2.0,,14.0,2.0,62.0,58.0,8.0,22.0,11.0,1.0,,40.0,12.0,15.0,,4.0,6.0,,129.0,,,,,,,10.0,,,1.0,11.0,,10.0,10.0,1.0,4.0,68.0,64.0,28.0,9.0,,2.0,1.0,1.0,274.0,1.0,1.0,,37.0,46.0,15.0,1.0,1.0,1.0,,,149.0,149.0,1.0,32.0,30.0,35.4,,,,,13.0,0.0,62.0,3.0,,3.0,,1.0,1.0,3.0,,2.0,30.0,191.0,6.0,3.0,141.0,37.0,22.0,15.0,,10.0,10.0,1.0,55.0,9.0,170.0,,1.0,17.0,2.0,55.0,2.0,301.0,1.0,0.0,4.0,23.0,,27.0,1.0,510.0,4.0,14.0,5.0,,16.0,0.0
1059993,30,2020-06-21 16:15:00,7,Aston Villa,Home,74.0,16.0,,3.0,3.0,,1.0,87.0,3.0,,2.0,5.0,7.0,21.0,158.0,,,13.0,26.0,26.0,4.0,1.0,1.0,,,,,1.0,1.0,,,,2.0,,,,,,,4.0,3.0,8.0,11.0,6.0,2.0,44.0,43.0,2.0,2.0,1.0,5.0,10.0,1.0,5.0,,,2.0,3.0,4.0,1.0,6.0,1.0,47.0,52.0,5.0,31.0,11.0,,,52.0,9.0,17.0,,4.0,2.0,1.0,118.0,,,,,,,14.0,,1.0,,11.0,,17.0,17.0,6.0,2.0,44.0,61.0,22.0,10.0,,2.0,3.0,4.0,211.0,7.0,1.0,,40.0,40.0,19.0,,,,,,118.0,118.0,2.0,26.0,10.0,26.0,,3.0,,,10.0,0.0,40.0,,3.0,3.0,,1.0,,3.0,,4.0,44.0,138.0,7.0,5.0,93.0,33.0,31.0,3.0,1.0,10.0,9.0,,83.0,4.0,163.0,1.0,,25.0,8.0,61.0,,246.0,,0.0,8.0,8.0,,19.0,2.0,412.0,7.0,9.0,2.0,2.0,3.0,0.0
1060007,31,2020-06-24 18:00:00,7,Aston Villa,Away,106.0,14.0,2.0,7.0,5.0,2.0,1.0,186.0,4.0,,4.0,2.0,3.0,16.0,285.0,,,16.0,22.0,29.0,10.0,2.0,2.0,,,,,,1.0,,,,10.0,,,,,,,1.0,6.0,4.0,9.0,7.0,7.0,58.0,51.0,2.0,2.0,,1.0,7.0,5.0,13.0,,,9.0,10.0,12.0,,4.0,1.0,54.0,52.0,1.0,18.0,9.0,,,74.0,13.0,14.0,,4.0,4.0,1.0,148.0,1.0,1.0,1.0,,1.0,,6.0,,1.0,,9.0,,12.0,12.0,,4.0,66.0,74.0,38.0,6.0,,7.0,6.0,2.0,349.0,6.0,2.0,,52.0,61.0,45.0,,,,,,135.0,135.0,2.0,22.0,23.0,47.9,,,1.0,1.0,7.0,0.0,97.0,,2.0,2.0,,1.0,,7.0,3.0,4.0,109.0,271.0,5.0,13.0,122.0,38.0,18.0,7.0,8.0,34.0,26.0,,153.0,4.0,281.0,1.0,,16.0,3.0,50.0,,369.0,,0.0,14.0,5.0,1.0,17.0,2.0,541.0,17.0,15.0,5.0,9.0,2.0,0.0
1060014,32,2020-06-27 12:30:00,7,Aston Villa,Home,145.0,19.0,1.0,6.0,5.0,2.0,1.0,206.0,3.0,,4.0,1.0,2.0,28.0,345.0,,,12.0,26.0,21.0,6.0,3.0,1.0,,,,,,,,,,7.0,,,,,,,3.0,6.0,7.0,2.0,9.0,2.0,67.0,55.0,,,,2.0,12.0,2.0,8.0,,,2.0,2.0,8.0,,5.0,,60.0,50.0,2.0,9.0,4.0,,1.0,71.0,16.0,13.0,,5.0,3.0,,139.0,,,,,,,7.0,,,,4.0,,11.0,11.0,1.0,5.0,108.0,81.0,44.0,2.0,,6.0,3.0,1.0,398.0,1.0,,,91.0,69.0,24.0,,,,,,113.0,113.0,2.0,21.0,26.0,48.0,,,,,12.0,0.0,109.0,1.0,,1.0,,,,8.0,2.0,5.0,77.0,332.0,9.0,9.0,156.0,49.0,9.0,14.0,2.0,15.0,13.0,,125.0,5.0,282.0,,,10.0,2.0,66.0,,423.0,,0.0,11.0,8.0,,15.0,1.0,568.0,14.0,12.0,9.0,2.0,2.0,0.0
