matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367645,11,2023-11-05 14:00:00,7,Aston Villa,Away,219.0,29.0,2.0,10.0,8.0,2.0,,389.0,4.0,1.0,2.0,,7.0,24.0,598.0,,1.0,18.0,8.0,11.0,13.0,,1.0,,,,,,,,,,12.0,,,,,,5.0,2.0,3.0,11.0,2.0,97.0,50.0,2.0,2.0,,,7.0,4.0,2.0,,,10.0,21.0,7.0,,14.0,1.0,49.0,39.0,,10.0,6.0,1.0,,92.0,9.0,6.0,,,1.0,,,171.0,,,,,,,4.0,,,,6.0,,8.0,8.0,2.0,2.0,182.0,64.0,48.0,,,6.0,7.0,3.0,629.0,,,,98.0,86.0,51.0,,,,,,131.0,131.0,7.0,21.0,19.0,73.5,,,,,16.0,0.0,204.0,1.0,,1.0,,,6.0,1.0,,4.0,170.0,575.0,7.0,13.0,223.0,46.0,10.0,28.0,8.0,36.0,28.0,,207.0,2.0,467.0,,1.0,,7.0,40.0,1.0,654.0,1.0,0.0,13.0,10.0,1.0,19.0,1.0,843.0,52.0,17.0,12.0,10.0,5.0,0.0
2367650,12,2023-11-12 14:00:00,7,Aston Villa,Home,296.0,29.0,1.0,2.0,1.0,1.0,,131.0,1.0,1.0,3.0,1.0,5.0,29.0,425.0,,1.0,11.0,6.0,10.0,7.0,1.0,2.0,1.0,,,,,,,,,10.0,,,,,,3.0,5.0,4.0,9.0,3.0,94.0,55.0,3.0,3.0,1.0,1.0,8.0,1.0,12.0,,1.0,2.0,6.0,,,10.0,1.0,37.0,45.0,1.0,13.0,6.0,,,48.0,4.0,17.0,1.0,,2.0,,,150.0,1.0,,1.0,1.0,,1.0,4.0,2.0,,,6.0,,10.0,10.0,1.0,3.0,129.0,52.0,32.0,2.0,1.0,3.0,6.0,6.0,479.0,,3.0,,33.0,44.0,16.0,,,,,,123.0,123.0,7.0,28.0,12.0,50.7,,,,,21.0,0.0,138.0,1.0,3.0,4.0,1.0,1.0,5.0,,,1.0,57.0,401.0,8.0,9.0,324.0,49.0,13.0,16.0,2.0,8.0,6.0,2.0,95.0,3.0,195.0,,1.0,14.0,6.0,54.0,3.0,511.0,1.0,0.0,12.0,7.0,2.0,13.0,2.0,665.0,24.0,8.0,11.0,2.0,4.0,0.0
2367667,13,2023-11-26 14:00:00,7,Aston Villa,Away,187.0,21.0,2.0,6.0,4.0,,2.0,150.0,7.0,1.0,5.0,2.0,5.0,25.0,331.0,,,7.0,9.0,9.0,8.0,2.0,1.0,,,,1.0,1.0,,,,,11.0,,,,,2.0,10.0,16.0,2.0,9.0,6.0,64.0,61.0,4.0,3.0,1.0,,3.0,2.0,12.0,1.0,1.0,3.0,9.0,2.0,1.0,14.0,4.0,54.0,49.0,,15.0,7.0,,,38.0,13.0,11.0,1.0,1.0,3.0,2.0,1.0,132.0,2.0,1.0,2.0,1.0,1.0,,9.0,1.0,2.0,1.0,7.0,1.0,12.0,12.0,3.0,5.0,88.0,47.0,29.0,9.0,,6.0,6.0,5.0,357.0,2.0,1.0,,44.0,37.0,18.0,,,,,,103.0,103.0,4.0,33.0,13.0,38.0,,,3.0,1.0,11.0,0.0,100.0,6.0,1.0,6.0,,,8.0,,,4.0,74.0,310.0,3.0,12.0,207.0,29.0,15.0,18.0,3.0,16.0,13.0,,91.0,1.0,193.0,3.0,1.0,10.0,6.0,45.0,2.0,384.0,,0.0,15.0,18.0,2.0,8.0,4.0,565.0,16.0,14.0,11.0,3.0,9.0,0.0
2367668,14,2023-12-03 14:00:00,7,Aston Villa,Away,218.0,24.0,,3.0,3.0,2.0,1.0,163.0,4.0,,9.0,7.0,5.0,27.0,378.0,,,19.0,16.0,18.0,6.0,,1.0,,,,,1.0,,,,,8.0,,,,,1.0,8.0,13.0,2.0,6.0,5.0,83.0,63.0,1.0,1.0,,1.0,6.0,5.0,11.0,,1.0,7.0,11.0,2.0,,13.0,3.0,63.0,65.0,1.0,16.0,6.0,1.0,,56.0,12.0,16.0,1.0,,1.0,1.0,1.0,154.0,2.0,,1.0,2.0,,,5.0,2.0,1.0,,6.0,1.0,7.0,7.0,2.0,9.0,104.0,64.0,38.0,7.0,1.0,2.0,6.0,3.0,444.0,3.0,2.0,,49.0,42.0,26.0,,,,,,155.0,155.0,8.0,18.0,22.0,62.7,,,1.0,,21.0,0.0,132.0,5.0,,5.0,,,3.0,1.0,,5.0,81.0,355.0,6.0,8.0,253.0,37.0,16.0,20.0,6.0,20.0,14.0,,117.0,10.0,240.0,1.0,,19.0,7.0,53.0,2.0,473.0,1.0,0.0,11.0,24.0,,23.0,3.0,678.0,22.0,10.0,8.0,7.0,16.0,0.0
2367678,15,2023-12-06 20:15:00,7,Aston Villa,Home,203.0,26.0,2.0,4.0,3.0,2.0,1.0,173.0,3.0,,2.0,3.0,6.0,31.0,372.0,,1.0,10.0,3.0,9.0,14.0,3.0,5.0,,,,,,,,,,16.0,,,,1.0,1.0,12.0,2.0,,12.0,10.0,66.0,55.0,1.0,2.0,,,13.0,9.0,2.0,,,6.0,11.0,1.0,,14.0,2.0,36.0,53.0,,6.0,2.0,,,47.0,13.0,13.0,,,3.0,1.0,,147.0,1.0,,,1.0,,,3.0,1.0,,1.0,2.0,1.0,7.0,7.0,,2.0,115.0,45.0,27.0,,1.0,5.0,13.0,7.0,412.0,,,,39.0,59.0,27.0,,,,,,113.0,113.0,13.0,25.0,12.0,46.1,1.0,,,,19.0,0.0,108.0,2.0,,2.0,,,6.0,,,4.0,90.0,353.0,13.0,18.0,223.0,43.0,6.0,21.0,5.0,17.0,13.0,,123.0,2.0,230.0,,,11.0,9.0,54.0,,436.0,,0.0,22.0,15.0,2.0,12.0,2.0,608.0,36.0,15.0,16.0,6.0,7.0,0.0
2367688,16,2023-12-09 17:30:00,7,Aston Villa,Home,124.0,15.0,,,,,,85.0,5.0,2.0,3.0,1.0,3.0,20.0,209.0,,,16.0,8.0,4.0,5.0,,,2.0,,,,1.0,,,,,8.0,,,,,1.0,15.0,10.0,2.0,5.0,5.0,43.0,62.0,,,,1.0,4.0,5.0,7.0,2.0,,3.0,6.0,,,18.0,3.0,62.0,49.0,1.0,25.0,6.0,,,46.0,16.0,10.0,,,1.0,,1.0,116.0,1.0,,1.0,1.0,,,8.0,1.0,4.0,,6.0,,13.0,13.0,2.0,3.0,73.0,56.0,21.0,3.0,1.0,1.0,5.0,3.0,255.0,4.0,1.0,,24.0,27.0,17.0,,,,,,135.0,135.0,6.0,22.0,18.0,38.5,,,,,8.0,0.0,57.0,5.0,,3.0,,2.0,2.0,,,5.0,48.0,190.0,4.0,6.0,151.0,35.0,25.0,17.0,3.0,9.0,6.0,2.0,82.0,2.0,147.0,5.0,2.0,18.0,4.0,65.0,1.0,289.0,1.0,0.0,10.0,31.0,,18.0,4.0,496.0,15.0,11.0,4.0,3.0,17.0,0.0
2367700,17,2023-12-17 14:00:00,7,Aston Villa,Away,149.0,22.0,2.0,9.0,7.0,2.0,,309.0,,1.0,2.0,2.0,2.0,21.0,449.0,,1.0,22.0,7.0,14.0,9.0,1.0,3.0,1.0,,,,,,,,,12.0,,,,,,6.0,4.0,,8.0,7.0,91.0,53.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,,,11.0,9.0,10.0,,22.0,2.0,50.0,56.0,2.0,29.0,13.0,,,77.0,6.0,18.0,1.0,,,1.0,,132.0,2.0,,2.0,1.0,1.0,,,1.0,1.0,,13.0,,7.0,7.0,,2.0,141.0,42.0,29.0,7.0,1.0,6.0,6.0,5.0,494.0,,2.0,,78.0,55.0,36.0,,,,,,143.0,143.0,5.0,18.0,26.0,67.2,,,3.0,,18.0,0.0,164.0,2.0,,2.0,,1.0,6.0,,,4.0,184.0,417.0,5.0,12.0,174.0,34.0,29.0,23.0,4.0,24.0,20.0,1.0,228.0,5.0,378.0,1.0,1.0,12.0,3.0,38.0,,528.0,,1.0,15.0,12.0,2.0,23.0,4.0,749.0,29.0,13.0,12.0,12.0,11.0,0.0
2367708,18,2023-12-22 20:00:00,7,Aston Villa,Home,234.0,16.0,1.0,6.0,5.0,,,349.0,3.0,,5.0,1.0,9.0,11.0,577.0,,,16.0,20.0,20.0,8.0,2.0,4.0,1.0,,,,,,,,,7.0,,,,,1.0,11.0,3.0,2.0,7.0,5.0,80.0,45.0,3.0,2.0,1.0,,11.0,4.0,7.0,,1.0,9.0,13.0,7.0,,17.0,1.0,69.0,51.0,,4.0,1.0,,,58.0,11.0,16.0,,,4.0,1.0,,183.0,1.0,,1.0,1.0,,,3.0,1.0,,,1.0,,4.0,4.0,1.0,5.0,186.0,58.0,46.0,1.0,,4.0,7.0,4.0,630.0,1.0,1.0,,84.0,90.0,53.0,,,,,,140.0,140.0,1.0,20.0,19.0,77.7,,,1.0,,22.0,0.0,207.0,,1.0,1.0,1.0,1.0,4.0,,1.0,3.0,175.0,552.0,11.0,11.0,254.0,32.0,4.0,18.0,7.0,28.0,21.0,1.0,217.0,1.0,430.0,,,6.0,9.0,23.0,,656.0,1.0,0.0,12.0,11.0,1.0,19.0,3.0,833.0,42.0,4.0,4.0,9.0,3.0,0.0
2367725,19,2023-12-26 20:00:00,7,Aston Villa,Away,234.0,29.0,2.0,5.0,3.0,3.0,,150.0,4.0,5.0,4.0,4.0,5.0,24.0,379.0,1.0,,16.0,15.0,14.0,6.0,1.0,2.0,,1.0,,,1.0,,,,,7.0,,,,,,8.0,8.0,5.0,7.0,3.0,87.0,52.0,2.0,1.0,1.0,2.0,10.0,4.0,4.0,,,6.0,12.0,4.0,,10.0,1.0,50.0,49.0,2.0,14.0,8.0,,,43.0,10.0,10.0,,1.0,1.0,,1.0,135.0,1.0,,1.0,,1.0,,4.0,,1.0,,8.0,,7.0,7.0,,4.0,121.0,40.0,29.0,3.0,2.0,2.0,6.0,4.0,435.0,3.0,2.0,,46.0,43.0,23.0,,,,,,148.0,148.0,6.0,29.0,10.0,54.3,,3.0,,,21.0,0.0,119.0,2.0,2.0,4.0,2.0,,2.0,1.0,,5.0,76.0,357.0,10.0,8.0,269.0,43.0,14.0,22.0,5.0,21.0,16.0,,116.0,6.0,214.0,1.0,5.0,16.0,6.0,43.0,,462.0,3.0,0.0,10.0,14.0,1.0,22.0,3.0,653.0,43.0,19.0,11.0,6.0,8.0,0.0
2367728,20,2023-12-30 15:00:00,7,Aston Villa,Home,217.0,14.0,,1.0,1.0,1.0,,180.0,4.0,2.0,4.0,3.0,6.0,19.0,396.0,3.0,,12.0,14.0,11.0,11.0,1.0,2.0,,,,,1.0,,,,,12.0,1.0,,,,3.0,7.0,7.0,2.0,13.0,6.0,66.0,39.0,2.0,1.0,2.0,1.0,10.0,5.0,4.0,,,6.0,8.0,3.0,,7.0,3.0,39.0,40.0,1.0,12.0,8.0,,,50.0,9.0,13.0,1.0,,4.0,1.0,1.0,127.0,2.0,,2.0,2.0,,,5.0,2.0,,1.0,8.0,,4.0,4.0,1.0,4.0,136.0,43.0,26.0,2.0,2.0,4.0,10.0,7.0,438.0,1.0,2.0,,50.0,66.0,29.0,,,,,1.0,110.0,110.0,3.0,12.0,16.0,65.7,,,,,24.0,0.0,136.0,1.0,2.0,3.0,,,7.0,,,3.0,85.0,374.0,10.0,14.0,233.0,32.0,12.0,13.0,5.0,17.0,12.0,,124.0,3.0,249.0,,2.0,9.0,6.0,39.0,1.0,465.0,6.0,0.0,19.0,10.0,3.0,12.0,4.0,611.0,41.0,8.0,6.0,6.0,5.0,0.0
2367744,21,2024-01-14 14:00:00,7,Aston Villa,Away,276.0,13.0,,4.0,4.0,,,182.0,4.0,,6.0,4.0,5.0,22.0,454.0,1.0,2.0,27.0,19.0,8.0,12.0,,2.0,,,,,,,,,,14.0,,,,,,9.0,7.0,3.0,12.0,4.0,102.0,56.0,1.0,1.0,,1.0,5.0,4.0,1.0,,1.0,5.0,15.0,4.0,,15.0,2.0,58.0,44.0,1.0,19.0,10.0,,1.0,52.0,14.0,13.0,,,1.0,1.0,,170.0,,,,,,,5.0,,4.0,,10.0,,4.0,4.0,2.0,6.0,135.0,66.0,37.0,4.0,,5.0,7.0,5.0,499.0,3.0,1.0,,64.0,56.0,31.0,,,,,,145.0,145.0,2.0,25.0,20.0,68.7,,,,,14.0,0.0,123.0,2.0,,2.0,,,7.0,,,4.0,100.0,428.0,5.0,12.0,295.0,34.0,19.0,23.0,,20.0,20.0,,138.0,,255.0,4.0,,18.0,5.0,54.0,1.0,530.0,1.0,0.0,16.0,10.0,2.0,34.0,4.0,748.0,27.0,19.0,13.0,5.0,7.0,0.0
2367748,22,2024-01-30 20:15:00,7,Aston Villa,Home,248.0,21.0,2.0,5.0,3.0,,,255.0,4.0,2.0,5.0,7.0,7.0,24.0,498.0,,6.0,20.0,15.0,7.0,8.0,2.0,3.0,,,,,,1.0,,,,9.0,,,,,,14.0,14.0,1.0,9.0,3.0,92.0,51.0,3.0,2.0,1.0,1.0,8.0,2.0,5.0,,,8.0,12.0,7.0,,13.0,1.0,53.0,41.0,1.0,11.0,8.0,,,51.0,14.0,12.0,1.0,,,,,172.0,1.0,,1.0,1.0,,,5.0,1.0,,,8.0,,3.0,3.0,,5.0,145.0,53.0,33.0,7.0,,4.0,7.0,6.0,539.0,4.0,2.0,1.0,39.0,63.0,43.0,,,,,,131.0,131.0,4.0,20.0,21.0,61.0,,,,,20.0,0.0,160.0,3.0,,3.0,,,4.0,,,3.0,130.0,471.0,8.0,11.0,276.0,46.0,11.0,15.0,4.0,23.0,19.0,,163.0,2.0,316.0,,2.0,18.0,8.0,48.0,2.0,569.0,1.0,0.0,12.0,13.0,6.0,23.0,4.0,755.0,27.0,16.0,9.0,8.0,9.0,0.0
2367767,23,2024-02-03 17:30:00,7,Aston Villa,Away,366.0,16.0,,4.0,4.0,1.0,,200.0,3.0,,5.0,1.0,9.0,35.0,562.0,,4.0,13.0,8.0,12.0,8.0,1.0,2.0,1.0,,1.0,,1.0,,,,1.0,11.0,,,,,,7.0,10.0,,10.0,4.0,101.0,47.0,5.0,3.0,3.0,,9.0,,8.0,1.0,,4.0,7.0,1.0,1.0,11.0,4.0,40.0,40.0,,13.0,9.0,,,47.0,7.0,10.0,1.0,,2.0,1.0,1.0,165.0,3.0,,2.0,3.0,,1.0,3.0,4.0,,,9.0,1.0,8.0,8.0,,5.0,190.0,80.0,59.0,3.0,3.0,4.0,8.0,10.0,613.0,4.0,1.0,,39.0,80.0,27.0,,,,,,108.0,108.0,2.0,17.0,23.0,64.1,,,,,20.0,0.0,177.0,5.0,,4.0,,1.0,4.0,,,5.0,55.0,543.0,9.0,12.0,383.0,30.0,13.0,17.0,3.0,12.0,9.0,2.0,88.0,3.0,262.0,,,4.0,9.0,51.0,,633.0,,0.0,14.0,8.0,9.0,17.0,0.0,787.0,25.0,7.0,11.0,4.0,5.0,0.0
2367768,24,2024-02-11 16:30:00,7,Aston Villa,Home,191.0,11.0,1.0,3.0,2.0,,,239.0,5.0,1.0,4.0,1.0,5.0,10.0,427.0,1.0,2.0,11.0,15.0,6.0,14.0,,5.0,1.0,,,1.0,1.0,,,,,17.0,,,,,,9.0,13.0,4.0,18.0,5.0,73.0,50.0,2.0,3.0,1.0,,5.0,7.0,6.0,,,10.0,12.0,4.0,,16.0,2.0,55.0,38.0,,14.0,5.0,,1.0,52.0,9.0,7.0,,,1.0,,1.0,151.0,,,,,,,5.0,,,,5.0,,12.0,12.0,3.0,4.0,125.0,53.0,35.0,8.0,1.0,4.0,10.0,10.0,468.0,7.0,1.0,,57.0,60.0,45.0,,,,,,122.0,122.0,8.0,17.0,19.0,55.9,,,,,10.0,0.0,142.0,2.0,1.0,3.0,1.0,1.0,6.0,,,4.0,129.0,405.0,5.0,14.0,203.0,28.0,14.0,24.0,7.0,23.0,16.0,1.0,165.0,1.0,311.0,,1.0,8.0,5.0,29.0,,491.0,3.0,0.0,23.0,10.0,3.0,14.0,3.0,677.0,47.0,9.0,15.0,10.0,8.0,0.0
2367781,25,2024-02-17 15:00:00,7,Aston Villa,Away,225.0,12.0,3.0,3.0,,,,138.0,12.0,,6.0,2.0,4.0,18.0,360.0,,2.0,13.0,7.0,8.0,5.0,3.0,4.0,2.0,,1.0,,1.0,,,,,7.0,,1.0,,,,5.0,11.0,4.0,7.0,5.0,72.0,44.0,2.0,1.0,2.0,1.0,10.0,3.0,5.0,,,4.0,5.0,1.0,,8.0,1.0,30.0,35.0,1.0,28.0,10.0,,,34.0,6.0,11.0,2.0,,1.0,,1.0,112.0,1.0,,1.0,1.0,,,15.0,2.0,1.0,2.0,10.0,1.0,4.0,4.0,,6.0,123.0,61.0,34.0,4.0,,5.0,4.0,3.0,396.0,1.0,,,45.0,42.0,14.0,,,,,,108.0,108.0,3.0,10.0,17.0,47.8,1.0,,,,21.0,0.0,118.0,3.0,,3.0,,2.0,6.0,,,3.0,44.0,336.0,10.0,9.0,245.0,32.0,28.0,11.0,4.0,10.0,6.0,2.0,72.0,3.0,190.0,1.0,,11.0,5.0,45.0,6.0,425.0,1.0,0.0,12.0,11.0,2.0,15.0,2.0,596.0,19.0,14.0,5.0,4.0,8.0,0.0
2367790,26,2024-02-24 15:00:00,7,Aston Villa,Home,289.0,17.0,1.0,3.0,2.0,,,183.0,8.0,,3.0,1.0,10.0,16.0,469.0,3.0,,12.0,3.0,5.0,7.0,,1.0,1.0,,,,2.0,,,,,13.0,,,1.0,,,6.0,7.0,3.0,13.0,3.0,90.0,40.0,3.0,1.0,4.0,,9.0,5.0,15.0,,,7.0,5.0,1.0,,13.0,,48.0,46.0,,22.0,10.0,,,43.0,7.0,16.0,1.0,,4.0,2.0,2.0,125.0,3.0,,3.0,2.0,1.0,,8.0,3.0,,,10.0,1.0,1.0,1.0,,3.0,139.0,45.0,36.0,2.0,3.0,4.0,6.0,6.0,485.0,1.0,1.0,,57.0,44.0,23.0,,,,,,96.0,96.0,3.0,21.0,12.0,58.1,1.0,,,,14.0,0.0,158.0,,1.0,1.0,,1.0,5.0,1.0,,5.0,92.0,443.0,9.0,10.0,304.0,27.0,22.0,22.0,5.0,13.0,8.0,1.0,113.0,,221.0,,,10.0,10.0,31.0,1.0,512.0,4.0,0.0,16.0,13.0,3.0,14.0,1.0,683.0,40.0,16.0,12.0,7.0,7.0,0.0
2367802,27,2024-03-02 17:30:00,7,Aston Villa,Away,252.0,13.0,2.0,4.0,2.0,2.0,,131.0,6.0,1.0,6.0,10.0,5.0,29.0,379.0,1.0,1.0,15.0,15.0,13.0,7.0,1.0,3.0,1.0,,,,,,,,1.0,8.0,,,1.0,,1.0,19.0,11.0,3.0,12.0,,78.0,49.0,3.0,1.0,2.0,1.0,3.0,,6.0,1.0,1.0,6.0,4.0,4.0,,10.0,,50.0,44.0,1.0,25.0,16.0,,,49.0,19.0,8.0,2.0,,,,,147.0,3.0,2.0,3.0,1.0,2.0,,8.0,1.0,6.0,1.0,16.0,1.0,3.0,3.0,,6.0,108.0,59.0,38.0,8.0,,4.0,7.0,8.0,414.0,6.0,,,42.0,38.0,22.0,,,,,,106.0,106.0,2.0,18.0,16.0,53.5,1.0,,,,8.0,0.0,110.0,3.0,,2.0,1.0,1.0,4.0,,1.0,5.0,66.0,356.0,3.0,11.0,273.0,26.0,25.0,11.0,4.0,12.0,8.0,1.0,96.0,6.0,182.0,6.0,1.0,23.0,5.0,51.0,1.0,443.0,1.0,0.0,12.0,15.0,2.0,20.0,4.0,613.0,22.0,16.0,9.0,6.0,9.0,0.0
2367810,28,2024-03-10 13:00:00,7,Aston Villa,Home,180.0,10.0,1.0,2.0,1.0,,,61.0,4.0,,5.0,2.0,4.0,15.0,239.0,,,11.0,4.0,6.0,6.0,1.0,3.0,1.0,,,,,,,,,6.0,,,,,,10.0,7.0,2.0,7.0,3.0,43.0,49.0,,1.0,,,14.0,7.0,9.0,,,6.0,7.0,2.0,,11.0,1.0,43.0,50.0,,10.0,7.0,1.0,1.0,37.0,11.0,15.0,,,1.0,1.0,,97.0,,,,,,,6.0,,1.0,,7.0,,9.0,9.0,,5.0,76.0,37.0,18.0,4.0,,1.0,6.0,1.0,272.0,3.0,1.0,,11.0,35.0,19.0,,,,,,117.0,117.0,5.0,20.0,16.0,30.7,,,,,21.0,0.0,87.0,,1.0,1.0,,1.0,2.0,1.0,,5.0,37.0,213.0,14.0,7.0,207.0,20.0,10.0,18.0,4.0,14.0,10.0,1.0,63.0,2.0,110.0,1.0,,12.0,5.0,36.0,5.0,303.0,2.0,1.0,10.0,19.0,1.0,16.0,0.0,480.0,21.0,11.0,10.0,6.0,12.0,0.0
2367826,29,2024-03-17 14:00:00,7,Aston Villa,Away,270.0,16.0,1.0,1.0,,,,293.0,7.0,1.0,2.0,1.0,16.0,17.0,562.0,1.0,,15.0,10.0,9.0,8.0,1.0,4.0,,,,,,,,,,9.0,,,,,,6.0,11.0,2.0,6.0,7.0,108.0,48.0,1.0,,1.0,5.0,8.0,4.0,6.0,,,10.0,11.0,2.0,,6.0,2.0,40.0,48.0,5.0,16.0,10.0,,1.0,76.0,12.0,11.0,,,,,,193.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,,10.0,,3.0,3.0,,2.0,156.0,48.0,35.0,7.0,,3.0,7.0,5.0,610.0,1.0,1.0,,54.0,74.0,42.0,,,,,,120.0,120.0,2.0,21.0,22.0,69.4,,,1.0,1.0,23.0,0.0,183.0,3.0,1.0,3.0,,,4.0,,1.0,4.0,141.0,533.0,8.0,10.0,292.0,32.0,16.0,21.0,6.0,19.0,13.0,,185.0,2.0,367.0,1.0,1.0,5.0,16.0,31.0,2.0,640.0,4.0,0.0,13.0,14.0,1.0,17.0,3.0,801.0,32.0,6.0,14.0,11.0,10.0,0.0
2367829,30,2024-03-30 17:30:00,7,Aston Villa,Home,220.0,13.0,,4.0,4.0,2.0,1.0,143.0,6.0,1.0,8.0,2.0,3.0,22.0,359.0,,1.0,7.0,11.0,8.0,8.0,,1.0,1.0,,,,,,,,1.0,7.0,,,,,3.0,11.0,10.0,3.0,7.0,4.0,54.0,49.0,2.0,2.0,,2.0,7.0,2.0,8.0,,,5.0,8.0,2.0,1.0,15.0,1.0,53.0,54.0,2.0,9.0,4.0,,,36.0,11.0,19.0,1.0,,5.0,2.0,,112.0,1.0,,,1.0,,,8.0,1.0,2.0,1.0,4.0,,4.0,4.0,,8.0,118.0,51.0,36.0,4.0,,4.0,5.0,5.0,377.0,3.0,1.0,,38.0,40.0,20.0,,,,,,96.0,96.0,8.0,19.0,10.0,48.3,,,,,15.0,0.0,124.0,2.0,1.0,3.0,1.0,1.0,4.0,,,5.0,61.0,333.0,7.0,9.0,232.0,24.0,9.0,20.0,4.0,16.0,12.0,1.0,87.0,4.0,192.0,2.0,1.0,6.0,3.0,36.0,1.0,408.0,,0.0,11.0,16.0,2.0,7.0,3.0,573.0,19.0,9.0,11.0,5.0,8.0,0.0
2367846,31,2024-04-03 20:15:00,7,Aston Villa,Away,203.0,12.0,2.0,2.0,,,,90.0,6.0,,3.0,3.0,4.0,20.0,291.0,,1.0,7.0,3.0,2.0,5.0,2.0,2.0,3.0,,,,,,,,1.0,5.0,,,,,,12.0,20.0,5.0,7.0,1.0,50.0,51.0,2.0,1.0,1.0,,8.0,4.0,15.0,,,3.0,7.0,1.0,,13.0,3.0,56.0,36.0,,16.0,10.0,,,32.0,13.0,6.0,1.0,,,,,95.0,1.0,,1.0,1.0,,1.0,9.0,1.0,2.0,,10.0,,7.0,7.0,2.0,3.0,98.0,32.0,17.0,2.0,,1.0,7.0,3.0,316.0,7.0,1.0,,25.0,17.0,12.0,,,,,,103.0,103.0,2.0,31.0,10.0,33.0,,,,1.0,15.0,0.0,94.0,6.0,1.0,7.0,1.0,3.0,1.0,,,5.0,42.0,273.0,8.0,8.0,225.0,21.0,16.0,20.0,3.0,11.0,8.0,4.0,54.0,2.0,123.0,2.0,,13.0,5.0,39.0,1.0,337.0,,0.0,8.0,21.0,1.0,8.0,2.0,512.0,16.0,19.0,7.0,3.0,8.0,0.0
2367848,32,2024-04-06 15:00:00,7,Aston Villa,Home,176.0,17.0,2.0,10.0,8.0,,,322.0,2.0,1.0,3.0,2.0,3.0,25.0,488.0,,,11.0,11.0,11.0,4.0,1.0,4.0,,,,,1.0,,,,,6.0,,,,,,15.0,5.0,3.0,9.0,2.0,104.0,44.0,1.0,,1.0,1.0,5.0,4.0,5.0,,,11.0,18.0,10.0,,7.0,,42.0,34.0,1.0,18.0,12.0,,,54.0,15.0,10.0,2.0,,1.0,,1.0,158.0,2.0,,2.0,2.0,,,6.0,3.0,1.0,,12.0,,8.0,8.0,2.0,4.0,140.0,47.0,27.0,3.0,1.0,3.0,4.0,3.0,540.0,1.0,,,73.0,106.0,47.0,,,,,,139.0,139.0,2.0,18.0,16.0,70.0,,2.0,1.0,1.0,20.0,0.0,169.0,,,,,,4.0,,,4.0,189.0,464.0,5.0,7.0,203.0,32.0,18.0,8.0,9.0,37.0,28.0,,229.0,3.0,405.0,1.0,1.0,10.0,3.0,49.0,,571.0,2.0,0.0,11.0,8.0,,13.0,2.0,735.0,32.0,15.0,4.0,11.0,4.0,0.0
