matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321872,22,2011-01-05 19:45:00,7,Aston Villa,Home,113.0,20.0,4.0,10.0,6.0,10.0,,144.0,2.0,,5.0,11.0,11.0,19.0,247.0,1.0,3.0,24.0,21.0,35.0,5.0,3.0,,,1.0,,,2.0,,,,4.0,,,,1.0,,,1.0,7.0,7.0,52.0,67.0,2.0,2.0,,2.0,3.0,2.0,1.0,5.0,12.0,8.0,,9.0,1.0,51.0,70.0,2.0,18.0,9.0,,,57.0,9.0,13.0,,,6.0,4.0,2.0,190.0,,,,,,,7.0,,1.0,,18.0,1.0,14.0,11.0,,5.0,66.0,99.0,48.0,9.0,,6.0,2.0,1.0,3.0,1.0,,33.0,82.0,22.0,,,,,214.0,199.0,2.0,28.0,24.0,52.2,1.0,,0.0,67.0,1.0,1.0,,,7.0,1.0,2.0,73.0,8.0,148.0,37.0,33.0,17.0,5.0,29.0,24.0,,115.0,22.0,256.0,1.0,,32.0,12.0,41.0,3.0,375.0,2.0,1.0,11.0,15.0,4.0,33.0,3.0,593.0,15.0,7.0,5.0,11.0,0.0
321877,23,2011-01-16 12:00:00,7,Aston Villa,Away,100.0,16.0,3.0,11.0,8.0,6.0,,151.0,7.0,,5.0,12.0,10.0,30.0,240.0,,,17.0,17.0,25.0,8.0,2.0,1.0,,2.0,,,2.0,,,,11.0,,,,1.0,,,,9.0,10.0,43.0,60.0,1.0,3.0,,6.0,2.0,6.0,1.0,7.0,21.0,6.0,1.0,11.0,1.0,57.0,69.0,6.0,16.0,12.0,,,54.0,15.0,14.0,,,5.0,2.0,2.0,159.0,,,,,,,12.0,1.0,,1.0,21.0,3.0,18.0,14.0,,5.0,63.0,88.0,44.0,5.0,,6.0,4.0,4.0,6.0,2.0,,34.0,68.0,22.0,,,,,195.0,180.0,4.0,35.0,13.0,47.6,1.0,,0.0,80.0,2.0,1.0,1.0,1.0,11.0,1.0,2.0,77.0,10.0,133.0,27.0,31.0,20.0,7.0,36.0,29.0,1.0,116.0,19.0,248.0,,,43.0,11.0,53.0,1.0,345.0,,0.0,17.0,19.0,,28.0,2.0,586.0,11.0,11.0,7.0,14.0,0.0
321888,24,2011-01-22 17:30:00,7,Aston Villa,Home,66.0,12.0,,5.0,5.0,4.0,2.0,127.0,5.0,,4.0,5.0,10.0,13.0,188.0,,1.0,29.0,14.0,18.0,5.0,1.0,,,,,1.0,1.0,,,,6.0,,,,,,,1.0,13.0,12.0,37.0,49.0,1.0,1.0,1.0,3.0,,13.0,1.0,2.0,12.0,8.0,,8.0,,57.0,65.0,3.0,23.0,11.0,,,60.0,12.0,11.0,1.0,,5.0,2.0,1.0,133.0,,,,,,,14.0,1.0,,1.0,21.0,,19.0,16.0,1.0,4.0,51.0,75.0,31.0,13.0,,2.0,4.0,7.0,12.0,1.0,,60.0,71.0,14.0,,,,,178.0,156.0,1.0,22.0,21.0,32.0,,1.0,0.0,60.0,1.0,2.0,,,2.0,,1.0,65.0,6.0,83.0,25.0,45.0,16.0,2.0,24.0,22.0,,109.0,11.0,222.0,,,29.0,12.0,41.0,1.0,281.0,,0.0,9.0,31.0,3.0,29.0,1.0,524.0,14.0,5.0,2.0,21.0,0.0
321901,25,2011-02-01 20:00:00,7,Aston Villa,Away,178.0,24.0,2.0,7.0,5.0,4.0,,250.0,3.0,1.0,7.0,7.0,21.0,35.0,421.0,,,15.0,11.0,11.0,7.0,1.0,,,1.0,,,1.0,,,,10.0,,,,2.0,,,,14.0,9.0,75.0,61.0,1.0,,1.0,1.0,3.0,13.0,,5.0,12.0,8.0,,7.0,5.0,45.0,38.0,1.0,13.0,6.0,,1.0,59.0,7.0,7.0,1.0,,2.0,1.0,1.0,161.0,1.0,,1.0,1.0,,,7.0,1.0,,,14.0,2.0,11.0,4.0,3.0,7.0,125.0,91.0,46.0,5.0,,3.0,6.0,4.0,6.0,4.0,,80.0,72.0,15.0,,,,,152.0,141.0,2.0,29.0,16.0,55.8,2.0,,0.0,142.0,4.0,3.0,,,5.0,,3.0,113.0,9.0,196.0,35.0,24.0,12.0,5.0,26.0,21.0,,141.0,9.0,333.0,,1.0,30.0,22.0,65.0,5.0,503.0,,0.0,12.0,15.0,2.0,19.0,0.0,694.0,9.0,5.0,5.0,12.0,0.0
321907,26,2011-02-05 15:00:00,7,Aston Villa,Home,205.0,16.0,,2.0,2.0,,1.0,171.0,6.0,,4.0,3.0,13.0,31.0,374.0,,1.0,28.0,18.0,19.0,7.0,,,,,,,2.0,,,,8.0,,,,,,,1.0,5.0,9.0,68.0,60.0,,,,3.0,3.0,5.0,,3.0,7.0,4.0,1.0,11.0,2.0,59.0,58.0,3.0,14.0,8.0,1.0,1.0,71.0,15.0,12.0,,,5.0,3.0,2.0,180.0,1.0,,,1.0,,,10.0,1.0,,,19.0,,15.0,12.0,,4.0,115.0,99.0,53.0,6.0,,4.0,4.0,3.0,4.0,1.0,,54.0,82.0,15.0,,,,,181.0,169.0,2.0,22.0,29.0,55.7,,,0.0,120.0,1.0,2.0,4.0,,5.0,,2.0,61.0,8.0,232.0,35.0,26.0,15.0,3.0,17.0,14.0,,106.0,7.0,268.0,,,22.0,17.0,52.0,2.0,483.0,,0.0,11.0,22.0,5.0,35.0,3.0,685.0,10.0,5.0,3.0,15.0,0.0
321920,27,2011-02-12 15:00:00,7,Aston Villa,Away,104.0,15.0,2.0,3.0,1.0,3.0,,135.0,10.0,,6.0,8.0,10.0,22.0,236.0,,2.0,15.0,15.0,22.0,6.0,,3.0,,,,,,,,,7.0,,,,,1.0,,,11.0,7.0,41.0,68.0,2.0,1.0,1.0,2.0,2.0,4.0,,8.0,19.0,5.0,,12.0,,59.0,93.0,2.0,19.0,10.0,,,65.0,14.0,13.0,1.0,,4.0,4.0,,173.0,1.0,,1.0,1.0,,1.0,15.0,1.0,1.0,,18.0,1.0,22.0,19.0,,6.0,61.0,82.0,36.0,4.0,,3.0,4.0,2.0,5.0,6.0,,59.0,50.0,22.0,,,,,215.0,201.0,7.0,31.0,23.0,50.4,1.0,,0.0,73.0,,,2.0,3.0,3.0,,3.0,79.0,7.0,139.0,26.0,33.0,26.0,8.0,36.0,28.0,4.0,126.0,12.0,245.0,1.0,,34.0,12.0,48.0,3.0,348.0,,1.0,7.0,46.0,5.0,20.0,1.0,612.0,11.0,12.0,8.0,26.0,0.0
321927,28,2011-02-26 15:00:00,7,Aston Villa,Home,226.0,14.0,4.0,5.0,1.0,1.0,,261.0,5.0,,6.0,3.0,25.0,23.0,482.0,,1.0,24.0,13.0,13.0,15.0,1.0,2.0,,1.0,,,2.0,,,,17.0,1.0,,,,,,,3.0,2.0,80.0,67.0,2.0,1.0,2.0,1.0,5.0,3.0,,10.0,15.0,2.0,,13.0,1.0,40.0,50.0,1.0,5.0,3.0,,2.0,64.0,5.0,11.0,,,5.0,1.0,2.0,191.0,2.0,,1.0,2.0,,1.0,8.0,2.0,,,5.0,,17.0,14.0,1.0,6.0,146.0,83.0,56.0,2.0,3.0,5.0,13.0,9.0,,2.0,,86.0,79.0,12.0,,,,1.0,153.0,148.0,3.0,24.0,32.0,59.1,,,0.0,145.0,1.0,,2.0,2.0,8.0,,3.0,108.0,18.0,237.0,32.0,10.0,17.0,8.0,26.0,18.0,3.0,150.0,3.0,351.0,,,10.0,26.0,41.0,1.0,562.0,1.0,0.0,22.0,15.0,4.0,28.0,0.0,760.0,18.0,11.0,10.0,11.0,0.0
321940,29,2011-03-05 15:00:00,7,Aston Villa,Away,88.0,10.0,,8.0,8.0,1.0,2.0,114.0,1.0,,6.0,5.0,7.0,13.0,194.0,,2.0,14.0,30.0,21.0,6.0,1.0,1.0,,,,,,,,,9.0,,,1.0,1.0,,,2.0,11.0,6.0,32.0,61.0,6.0,5.0,2.0,8.0,3.0,7.0,,5.0,12.0,3.0,,8.0,1.0,62.0,63.0,8.0,25.0,16.0,,,70.0,13.0,18.0,1.0,,6.0,4.0,,158.0,2.0,,2.0,2.0,,,5.0,2.0,3.0,,30.0,1.0,16.0,11.0,,6.0,53.0,85.0,26.0,8.0,1.0,2.0,7.0,6.0,8.0,3.0,,54.0,44.0,17.0,,,,1.0,216.0,191.0,2.0,25.0,22.0,47.4,1.0,,0.0,77.0,1.0,,2.0,1.0,4.0,1.0,2.0,55.0,9.0,120.0,21.0,50.0,13.0,5.0,24.0,19.0,1.0,110.0,7.0,224.0,3.0,,47.0,9.0,55.0,3.0,320.0,,0.0,13.0,15.0,5.0,27.0,2.0,562.0,14.0,9.0,5.0,11.0,0.0
321947,30,2011-03-19 15:00:00,7,Aston Villa,Home,186.0,18.0,4.0,6.0,2.0,2.0,,183.0,2.0,,3.0,9.0,11.0,27.0,363.0,1.0,2.0,22.0,16.0,13.0,5.0,3.0,,,,,,1.0,,,,,,,,1.0,,,1.0,4.0,4.0,51.0,55.0,,,,3.0,4.0,4.0,,8.0,19.0,5.0,,11.0,2.0,55.0,50.0,3.0,14.0,4.0,,,64.0,17.0,18.0,,,,,1.0,193.0,,,,,,,5.0,,1.0,,8.0,1.0,10.0,3.0,1.0,3.0,107.0,97.0,52.0,3.0,,5.0,3.0,2.0,1.0,2.0,,50.0,79.0,23.0,,,,,188.0,182.0,,29.0,21.0,58.5,1.0,,0.0,123.0,1.0,1.0,3.0,,5.0,,3.0,82.0,8.0,216.0,39.0,20.0,12.0,8.0,34.0,26.0,,132.0,16.0,292.0,1.0,,32.0,11.0,45.0,4.0,474.0,1.0,0.0,11.0,14.0,4.0,29.0,1.0,656.0,9.0,5.0,8.0,10.0,0.0
321959,31,2011-04-02 15:00:00,7,Aston Villa,Away,92.0,14.0,3.0,7.0,4.0,,2.0,123.0,7.0,,4.0,12.0,5.0,23.0,208.0,,2.0,20.0,21.0,23.0,2.0,4.0,1.0,,,,,,,,,5.0,,,,,,,2.0,12.0,2.0,47.0,58.0,2.0,1.0,1.0,2.0,4.0,10.0,,7.0,5.0,9.0,,9.0,1.0,65.0,57.0,2.0,17.0,12.0,,1.0,78.0,17.0,13.0,2.0,,4.0,5.0,,175.0,2.0,,2.0,2.0,,1.0,13.0,2.0,1.0,1.0,22.0,,10.0,8.0,,4.0,56.0,95.0,41.0,5.0,,4.0,4.0,2.0,4.0,1.0,,65.0,46.0,20.0,1.0,1.0,1.0,,213.0,199.0,,19.0,28.0,53.3,,,0.0,62.0,3.0,,3.0,1.0,4.0,,1.0,60.0,8.0,127.0,26.0,31.0,13.0,7.0,26.0,19.0,2.0,125.0,20.0,239.0,1.0,,43.0,5.0,59.0,7.0,340.0,,0.0,10.0,17.0,3.0,25.0,2.0,539.0,11.0,4.0,7.0,12.0,0.0
321967,32,2011-04-10 16:00:00,7,Aston Villa,Home,110.0,18.0,5.0,8.0,3.0,5.0,1.0,162.0,3.0,1.0,8.0,9.0,9.0,25.0,264.0,,,21.0,26.0,27.0,9.0,3.0,,,,,,,,,,9.0,,,,,,,1.0,4.0,3.0,52.0,73.0,1.0,1.0,,1.0,5.0,5.0,,9.0,9.0,5.0,1.0,8.0,2.0,56.0,68.0,1.0,12.0,6.0,,1.0,74.0,9.0,10.0,,,,1.0,,164.0,1.0,1.0,1.0,,1.0,,7.0,,3.0,,10.0,,32.0,24.0,1.0,8.0,90.0,87.0,37.0,2.0,,7.0,6.0,3.0,2.0,3.0,,69.0,63.0,17.0,,,,,187.0,180.0,5.0,21.0,34.0,49.7,,,0.0,73.0,3.0,,2.0,,8.0,2.0,3.0,76.0,13.0,131.0,41.0,19.0,14.0,9.0,24.0,15.0,,134.0,18.0,272.0,3.0,1.0,36.0,9.0,53.0,4.0,379.0,,0.0,16.0,25.0,2.0,27.0,2.0,602.0,16.0,6.0,9.0,14.0,0.0
321985,33,2011-04-16 15:00:00,7,Aston Villa,Away,122.0,16.0,9.0,18.0,9.0,3.0,1.0,206.0,3.0,1.0,9.0,14.0,12.0,36.0,310.0,1.0,,14.0,21.0,21.0,14.0,6.0,2.0,,,,1.0,1.0,,,,14.0,,,,,,,1.0,10.0,7.0,65.0,69.0,1.0,,1.0,4.0,6.0,2.0,,11.0,14.0,5.0,,6.0,2.0,40.0,52.0,4.0,17.0,10.0,,1.0,71.0,4.0,8.0,2.0,,3.0,1.0,1.0,172.0,2.0,,2.0,2.0,,,8.0,2.0,,,14.0,,18.0,10.0,2.0,9.0,82.0,96.0,55.0,5.0,,10.0,12.0,8.0,6.0,,,71.0,65.0,17.0,,,,,164.0,154.0,5.0,24.0,26.0,52.9,,2.0,0.0,95.0,1.0,3.0,1.0,2.0,10.0,1.0,1.0,93.0,22.0,148.0,29.0,27.0,13.0,11.0,31.0,20.0,2.0,147.0,12.0,297.0,,1.0,46.0,15.0,62.0,3.0,414.0,1.0,0.0,24.0,17.0,1.0,20.0,0.0,625.0,10.0,6.0,11.0,13.0,0.0
321987,34,2011-04-23 15:00:00,7,Aston Villa,Home,128.0,9.0,1.0,6.0,5.0,2.0,1.0,174.0,5.0,,6.0,5.0,5.0,28.0,296.0,,1.0,18.0,30.0,18.0,7.0,,,,,,,,,,,7.0,,,,,,,1.0,4.0,4.0,53.0,51.0,,,,3.0,3.0,,,6.0,15.0,11.0,,11.0,,54.0,58.0,3.0,16.0,9.0,,,67.0,9.0,9.0,1.0,,3.0,3.0,,148.0,1.0,,1.0,1.0,,,8.0,1.0,,,16.0,,8.0,6.0,,6.0,101.0,78.0,31.0,8.0,,4.0,4.0,2.0,3.0,3.0,,61.0,67.0,30.0,,,,,172.0,160.0,3.0,25.0,17.0,58.8,,1.0,0.0,93.0,1.0,1.0,1.0,,4.0,,2.0,89.0,8.0,152.0,31.0,28.0,13.0,4.0,33.0,29.0,,138.0,10.0,276.0,,,28.0,5.0,55.0,1.0,395.0,,0.0,9.0,22.0,4.0,22.0,0.0,589.0,8.0,9.0,7.0,15.0,0.0
322005,35,2011-04-30 15:00:00,7,Aston Villa,Away,164.0,14.0,1.0,3.0,2.0,3.0,,194.0,2.0,,11.0,4.0,19.0,29.0,355.0,,,18.0,2.0,9.0,6.0,,,,1.0,,,2.0,,,,8.0,,,,,,,1.0,8.0,3.0,58.0,53.0,,,,4.0,4.0,4.0,,6.0,14.0,7.0,,9.0,1.0,32.0,50.0,4.0,6.0,1.0,,,58.0,10.0,13.0,,,3.0,,2.0,136.0,,,,,,,8.0,,1.0,,3.0,,17.0,13.0,,12.0,125.0,84.0,46.0,3.0,,2.0,4.0,3.0,2.0,,,72.0,58.0,19.0,,,,,141.0,139.0,4.0,19.0,17.0,59.0,,,0.0,112.0,1.0,1.0,1.0,,5.0,,3.0,100.0,6.0,174.0,30.0,8.0,11.0,5.0,26.0,21.0,,145.0,12.0,283.0,1.0,,23.0,19.0,59.0,4.0,431.0,2.0,0.0,12.0,24.0,,19.0,1.0,612.0,12.0,4.0,7.0,17.0,0.0
322007,36,2011-05-07 15:00:00,7,Aston Villa,Home,138.0,11.0,,3.0,3.0,5.0,1.0,152.0,3.0,1.0,5.0,5.0,11.0,22.0,287.0,,1.0,22.0,12.0,16.0,7.0,,,1.0,,,1.0,2.0,,,,7.0,,,,,,,1.0,6.0,2.0,41.0,59.0,2.0,3.0,,,2.0,5.0,,2.0,9.0,8.0,,15.0,,43.0,65.0,,9.0,4.0,,,54.0,6.0,12.0,,,4.0,1.0,2.0,132.0,1.0,,1.0,1.0,,,5.0,,,,7.0,,17.0,14.0,,5.0,99.0,67.0,36.0,5.0,1.0,2.0,6.0,5.0,2.0,6.0,,62.0,52.0,16.0,,,,,154.0,146.0,3.0,27.0,23.0,48.3,,,0.0,99.0,1.0,,1.0,,4.0,,1.0,74.0,8.0,160.0,19.0,17.0,10.0,1.0,19.0,18.0,,120.0,12.0,230.0,,1.0,18.0,12.0,40.0,,371.0,1.0,0.0,11.0,32.0,2.0,30.0,2.0,560.0,10.0,5.0,2.0,20.0,0.0
322017,37,2011-05-15 16:00:00,7,Aston Villa,Away,100.0,5.0,,,,3.0,,94.0,3.0,,1.0,8.0,14.0,13.0,194.0,,2.0,9.0,18.0,18.0,3.0,,,,,,,,,1.0,,6.0,,,,,,,1.0,17.0,7.0,39.0,67.0,2.0,,2.0,4.0,,10.0,,2.0,5.0,,,11.0,4.0,54.0,57.0,4.0,25.0,13.0,,,55.0,10.0,9.0,2.0,,,,,140.0,2.0,,2.0,,2.0,,15.0,,3.0,,26.0,,27.0,20.0,3.0,1.0,62.0,95.0,42.0,13.0,,2.0,3.0,5.0,10.0,1.0,,24.0,62.0,6.0,,,,,169.0,152.0,1.0,29.0,26.0,32.3,,3.0,0.0,49.0,5.0,,1.0,,3.0,,2.0,33.0,5.0,125.0,11.0,42.0,12.0,2.0,7.0,5.0,,77.0,12.0,172.0,3.0,,33.0,16.0,40.0,3.0,290.0,1.0,0.0,8.0,23.0,5.0,17.0,4.0,512.0,9.0,7.0,2.0,16.0,0.0
322027,38,2011-05-22 16:00:00,7,Aston Villa,Home,168.0,18.0,1.0,3.0,2.0,3.0,1.0,172.0,3.0,1.0,1.0,4.0,6.0,40.0,337.0,,,23.0,12.0,7.0,6.0,2.0,,,,,,,,,,6.0,,,,,,,1.0,8.0,4.0,61.0,52.0,1.0,1.0,,2.0,5.0,10.0,1.0,4.0,7.0,1.0,,11.0,2.0,57.0,52.0,2.0,12.0,4.0,,,54.0,14.0,11.0,,,3.0,2.0,,142.0,1.0,,1.0,1.0,,,13.0,1.0,,,9.0,,20.0,15.0,1.0,1.0,119.0,100.0,39.0,5.0,1.0,1.0,8.0,3.0,4.0,3.0,,66.0,81.0,14.0,,,,,164.0,155.0,1.0,29.0,21.0,48.5,,,0.0,112.0,3.0,,2.0,,1.0,1.0,3.0,58.0,9.0,190.0,39.0,21.0,21.0,2.0,12.0,10.0,,96.0,11.0,256.0,,1.0,33.0,7.0,75.0,2.0,434.0,1.0,0.0,9.0,23.0,,29.0,2.0,631.0,7.0,11.0,4.0,18.0,0.0
