matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918896,1.0,2017-08-12 15:00:00,38,Huddersfield,Away,84.0,14.0,2.0,3.0,1.0,3.0,,118.0,5.0,2.0,4.0,5.0,5.0,26.0,199.0,,1.0,24.0,18.0,16.0,2.0,2.0,,,,,,,,7.0,,,,,14.0,10.0,4.0,6.0,3.0,,48.0,57.0,2.0,1.0,1.0,3.0,20.0,,18.0,,,9.0,7.0,1.0,18.0,2.0,79.0,56.0,3.0,29.0,15.0,,,67.0,19.0,7.0,2.0,,,,,151.0,2.0,,2.0,2.0,,,10.0,,,2.0,2.0,,,,,15.0,,9.0,9.0,1.0,4.0,60.0,73.0,29.0,12.0,,2.0,4.0,6.0,276.0,,,3.0,1.0,,63.0,51.0,21.0,,,,,,158.0,158.0,3.0,19.0,21.0,43.3,,,,,20.0,0.0,,,,47.0,3.0,1.0,4.0,,2.0,,3.0,,3.0,69.0,181.0,9.0,6.0,111.0,35.0,29.0,11.0,6.0,14.0,8.0,,130.0,15.0,209.0,2.0,2.0,21.0,5.0,63.0,2.0,306.0,,0.0,9.0,28.0,1.0,30.0,3.0,500.0,16.0,7.0,5.0,9.0,19.0,0.0
918905,2.0,2017-08-20 13:30:00,38,Huddersfield,Home,213.0,16.0,1.0,1.0,,3.0,,141.0,3.0,2.0,2.0,9.0,7.0,31.0,353.0,,,19.0,12.0,24.0,2.0,,,,,,,,,6.0,,,,,8.0,9.0,4.0,3.0,4.0,,76.0,62.0,,,,2.0,30.0,1.0,9.0,,,7.0,9.0,5.0,7.0,3.0,50.0,62.0,2.0,29.0,14.0,,,46.0,13.0,10.0,,,1.0,1.0,,154.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,1.0,14.0,,18.0,18.0,2.0,2.0,116.0,81.0,39.0,3.0,1.0,1.0,2.0,3.0,431.0,,,5.0,3.0,,58.0,66.0,25.0,,,,,,164.0,164.0,6.0,18.0,29.0,52.7,,,,,30.0,0.0,,,,110.0,3.0,2.0,5.0,,,,3.0,,3.0,67.0,334.0,15.0,3.0,238.0,32.0,29.0,16.0,5.0,20.0,15.0,,114.0,11.0,238.0,,2.0,31.0,9.0,69.0,4.0,456.0,,0.0,7.0,24.0,1.0,23.0,3.0,674.0,11.0,13.0,5.0,7.0,13.0,0.0
918916,3.0,2017-08-26 15:00:00,38,Huddersfield,Home,104.0,22.0,1.0,7.0,6.0,5.0,,168.0,7.0,,6.0,10.0,8.0,26.0,265.0,,,24.0,18.0,25.0,13.0,1.0,,,,,,,,13.0,,,,1.0,5.0,3.0,3.0,12.0,4.0,,71.0,72.0,1.0,2.0,,3.0,18.0,6.0,9.0,1.0,,5.0,14.0,11.0,12.0,1.0,52.0,59.0,3.0,19.0,9.0,,,78.0,10.0,10.0,,,3.0,3.0,,164.0,,,,,,,10.0,,,,1.0,,,,,9.0,,11.0,11.0,1.0,6.0,73.0,63.0,26.0,4.0,,4.0,10.0,6.0,355.0,,,1.0,1.0,,68.0,97.0,35.0,,,,,,173.0,173.0,5.0,24.0,35.0,44.7,,,,,18.0,0.0,,,,70.0,2.0,1.0,2.0,,,,4.0,1.0,3.0,103.0,249.0,8.0,14.0,124.0,41.0,19.0,12.0,4.0,32.0,28.0,,168.0,12.0,286.0,1.0,,35.0,10.0,66.0,,378.0,,0.0,16.0,17.0,,27.0,0.0,581.0,20.0,15.0,8.0,5.0,14.0,0.0
918932,4.0,2017-09-11 20:00:00,38,Huddersfield,Away,195.0,9.0,2.0,3.0,1.0,3.0,,138.0,6.0,2.0,4.0,3.0,8.0,16.0,330.0,,,17.0,34.0,26.0,8.0,1.0,,,,,,,,8.0,,,,1.0,6.0,10.0,9.0,4.0,6.0,,62.0,54.0,,,,5.0,23.0,7.0,4.0,,1.0,3.0,8.0,8.0,18.0,1.0,71.0,64.0,5.0,44.0,29.0,,1.0,32.0,14.0,11.0,,,,1.0,,155.0,,,,,,,11.0,,,,,,,,2.0,29.0,1.0,2.0,2.0,,5.0,112.0,74.0,35.0,10.0,,1.0,8.0,2.0,400.0,,,6.0,,,58.0,57.0,18.0,,,,,,154.0,154.0,3.0,25.0,19.0,56.5,,,,1.0,23.0,0.0,,,,97.0,,1.0,2.0,,,,1.0,,3.0,52.0,312.0,8.0,9.0,222.0,26.0,44.0,11.0,2.0,19.0,17.0,,86.0,11.0,223.0,1.0,2.0,28.0,8.0,59.0,1.0,426.0,,0.0,10.0,19.0,,20.0,2.0,636.0,8.0,16.0,8.0,3.0,14.0,0.0
918936,5.0,2017-09-16 15:00:00,38,Huddersfield,Home,183.0,18.0,,10.0,10.0,4.0,,210.0,3.0,1.0,3.0,14.0,9.0,41.0,383.0,1.0,,27.0,27.0,24.0,9.0,,,,,,,,,13.0,,,,,5.0,7.0,3.0,7.0,8.0,,88.0,62.0,,,,,24.0,6.0,13.0,,1.0,8.0,17.0,14.0,6.0,,54.0,54.0,,31.0,16.0,,,70.0,6.0,6.0,1.0,,,,,185.0,1.0,,,1.0,,,7.0,,,1.0,,,,,,16.0,,10.0,10.0,,3.0,101.0,78.0,42.0,4.0,,3.0,7.0,3.0,469.0,,,5.0,1.0,,95.0,105.0,41.0,1.0,1.0,1.0,,,165.0,165.0,10.0,16.0,31.0,59.8,,2.0,,,24.0,0.0,,,,112.0,,,,,,,6.0,,3.0,114.0,371.0,8.0,10.0,206.0,40.0,31.0,10.0,7.0,38.0,31.0,,170.0,11.0,318.0,,2.0,34.0,9.0,81.0,3.0,486.0,1.0,0.0,15.0,16.0,,33.0,1.0,701.0,21.0,16.0,8.0,8.0,11.0,0.0
918945,6.0,2017-09-23 15:00:00,38,Huddersfield,Away,185.0,18.0,,2.0,2.0,7.0,,133.0,2.0,,3.0,15.0,7.0,31.0,316.0,,,27.0,26.0,22.0,5.0,1.0,,,,1.0,,,,6.0,,,,,6.0,1.0,3.0,2.0,7.0,,70.0,71.0,,,,,18.0,2.0,7.0,,,4.0,4.0,10.0,10.0,,60.0,61.0,,35.0,21.0,,,60.0,14.0,9.0,,1.0,3.0,2.0,1.0,178.0,,,,,,,5.0,,,,2.0,,,,,21.0,,17.0,17.0,1.0,3.0,87.0,78.0,33.0,3.0,,4.0,2.0,2.0,394.0,,,1.0,1.0,,58.0,73.0,25.0,,,,,,153.0,153.0,,34.0,29.0,48.0,,,,,18.0,0.0,,,,82.0,,2.0,3.0,,1.0,,5.0,,3.0,58.0,305.0,7.0,6.0,213.0,29.0,35.0,11.0,2.0,18.0,16.0,,94.0,21.0,222.0,2.0,,45.0,9.0,77.0,3.0,417.0,,0.0,9.0,25.0,,31.0,2.0,632.0,4.0,12.0,6.0,4.0,21.0,0.0
918957,7.0,2017-09-30 12:30:00,38,Huddersfield,Home,155.0,15.0,,,,,,114.0,5.0,,3.0,9.0,9.0,32.0,269.0,,,27.0,14.0,11.0,3.0,,,,,,,,,6.0,,1.0,,,6.0,10.0,4.0,2.0,4.0,,70.0,67.0,,,,3.0,26.0,3.0,12.0,,,4.0,16.0,3.0,7.0,1.0,48.0,44.0,3.0,25.0,9.0,1.0,1.0,52.0,7.0,3.0,,,1.0,1.0,,148.0,,,,,,,7.0,,,,,,,,1.0,9.0,1.0,21.0,21.0,1.0,3.0,79.0,68.0,31.0,7.0,,1.0,2.0,1.0,348.0,,,2.0,,,65.0,63.0,30.0,,,,,,161.0,161.0,8.0,27.0,26.0,40.5,1.0,,,,26.0,0.0,,,,71.0,3.0,,3.0,,,,2.0,,3.0,56.0,257.0,11.0,3.0,176.0,34.0,25.0,14.0,3.0,23.0,20.0,,107.0,7.0,215.0,1.0,,30.0,11.0,71.0,4.0,368.0,,0.0,6.0,25.0,1.0,31.0,1.0,579.0,10.0,15.0,5.0,4.0,16.0,0.0
918970,8.0,2017-10-14 15:00:00,38,Huddersfield,Away,291.0,20.0,,2.0,2.0,4.0,,169.0,5.0,,5.0,8.0,11.0,35.0,458.0,,,16.0,20.0,13.0,6.0,,,,,,,,,7.0,,,,,11.0,5.0,2.0,4.0,3.0,,99.0,56.0,1.0,1.0,,2.0,16.0,4.0,3.0,,,3.0,11.0,4.0,12.0,1.0,53.0,52.0,2.0,16.0,4.0,1.0,1.0,44.0,16.0,11.0,,,4.0,2.0,,182.0,,,,,,,5.0,,,,2.0,,,,,4.0,1.0,8.0,8.0,,5.0,127.0,76.0,46.0,5.0,,1.0,5.0,2.0,517.0,,,1.0,,,63.0,41.0,22.0,,,,,,137.0,137.0,3.0,30.0,15.0,59.8,,,,,16.0,0.0,,,,131.0,1.0,,1.0,,,,1.0,,3.0,76.0,440.0,4.0,6.0,322.0,36.0,16.0,15.0,3.0,20.0,17.0,,104.0,8.0,237.0,2.0,,23.0,11.0,66.0,,539.0,,0.0,7.0,16.0,,18.0,5.0,712.0,15.0,21.0,12.0,3.0,12.0,0.0
918975,9.0,2017-10-21 15:00:00,38,Huddersfield,Home,53.0,5.0,1.0,2.0,1.0,1.0,,65.0,3.0,,1.0,4.0,3.0,13.0,116.0,1.0,,10.0,15.0,15.0,2.0,,2.0,,,,,,,4.0,,,,1.0,7.0,6.0,3.0,4.0,1.0,,24.0,61.0,1.0,,2.0,4.0,16.0,2.0,13.0,,,4.0,1.0,2.0,10.0,1.0,51.0,64.0,4.0,49.0,18.0,,,44.0,10.0,12.0,1.0,,3.0,3.0,,115.0,1.0,,,1.0,,1.0,10.0,,,2.0,,,,,,18.0,,13.0,13.0,,1.0,37.0,62.0,19.0,7.0,1.0,,3.0,3.0,177.0,,,3.0,3.0,,27.0,57.0,17.0,,,,,,138.0,138.0,3.0,31.0,18.0,22.1,,,,1.0,16.0,0.0,,,,34.0,2.0,,2.0,,,2.0,,,3.0,35.0,105.0,10.0,3.0,69.0,19.0,49.0,14.0,3.0,9.0,6.0,2.0,81.0,6.0,150.0,1.0,,18.0,4.0,53.0,2.0,210.0,3.0,0.0,5.0,27.0,1.0,13.0,4.0,423.0,17.0,16.0,11.0,4.0,20.0,0.0
918989,10.0,2017-10-28 15:00:00,38,Huddersfield,Away,105.0,9.0,,,,3.0,,69.0,7.0,1.0,2.0,5.0,,23.0,174.0,,,20.0,14.0,10.0,1.0,,,1.0,,1.0,,,,,,,,,4.0,12.0,4.0,,1.0,,45.0,62.0,,,,1.0,16.0,,8.0,,,2.0,2.0,1.0,11.0,3.0,44.0,37.0,1.0,27.0,13.0,1.0,,54.0,8.0,8.0,,,1.0,1.0,1.0,135.0,,,,,,,10.0,,,,1.0,,,,,13.0,,24.0,24.0,5.0,2.0,61.0,82.0,36.0,9.0,,1.0,,,248.0,,,2.0,1.0,,33.0,54.0,13.0,,1.0,1.0,1.0,,147.0,147.0,1.0,34.0,14.0,26.6,,,,,16.0,0.0,,,,39.0,4.0,1.0,5.0,,,,1.0,,3.0,29.0,152.0,8.0,1.0,132.0,23.0,27.0,10.0,2.0,6.0,4.0,,78.0,15.0,154.0,1.0,1.0,34.0,2.0,70.0,1.0,280.0,,0.0,1.0,13.0,,27.0,1.0,452.0,3.0,12.0,7.0,2.0,10.0,0.0
