matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918995,11.0,2017-11-04 15:00:00,38,Huddersfield,Home,178.0,13.0,1.0,2.0,1.0,,,163.0,4.0,,5.0,8.0,6.0,38.0,339.0,,,18.0,17.0,19.0,4.0,,,,,,,,,5.0,,,,,4.0,3.0,6.0,2.0,5.0,,71.0,58.0,,,,2.0,11.0,1.0,9.0,,,3.0,10.0,1.0,6.0,2.0,46.0,58.0,2.0,33.0,20.0,,,55.0,8.0,15.0,,,2.0,2.0,,143.0,1.0,,,1.0,,,7.0,,,1.0,5.0,,,,1.0,20.0,,17.0,17.0,,5.0,102.0,77.0,45.0,5.0,1.0,2.0,3.0,3.0,391.0,,,4.0,,,76.0,72.0,17.0,,,,,,131.0,131.0,3.0,27.0,17.0,50.1,,,,1.0,11.0,0.0,,,,105.0,1.0,2.0,3.0,1.0,1.0,,3.0,,3.0,74.0,317.0,3.0,5.0,191.0,31.0,33.0,12.0,3.0,16.0,13.0,,117.0,8.0,246.0,5.0,,21.0,6.0,70.0,4.0,421.0,1.0,1.0,7.0,20.0,1.0,22.0,1.0,618.0,9.0,14.0,5.0,3.0,12.0,0.0
919003,12.0,2017-11-18 15:00:00,38,Huddersfield,Away,189.0,22.0,2.0,9.0,7.0,3.0,2.0,261.0,6.0,1.0,1.0,11.0,6.0,43.0,441.0,,,25.0,22.0,12.0,12.0,2.0,,,,,,,,14.0,,,,2.0,6.0,6.0,3.0,10.0,9.0,,82.0,54.0,,,,,15.0,6.0,4.0,,1.0,11.0,23.0,13.0,9.0,,45.0,55.0,,10.0,3.0,1.0,,78.0,10.0,13.0,,,5.0,3.0,,168.0,,,,,,,6.0,,,,1.0,,,,1.0,3.0,,10.0,10.0,1.0,1.0,144.0,78.0,42.0,8.0,,6.0,8.0,3.0,511.0,,,,2.0,,72.0,101.0,52.0,,,,,,162.0,162.0,5.0,20.0,26.0,69.3,,,,1.0,15.0,0.0,,,,145.0,1.0,,1.0,,,,10.0,3.0,3.0,133.0,415.0,4.0,14.0,208.0,43.0,10.0,14.0,7.0,46.0,39.0,,178.0,9.0,377.0,1.0,1.0,33.0,7.0,84.0,,539.0,1.0,0.0,19.0,19.0,1.0,25.0,2.0,736.0,29.0,13.0,11.0,11.0,11.0,0.0
919015,13.0,2017-11-26 16:00:00,38,Huddersfield,Home,47.0,7.0,1.0,3.0,2.0,1.0,,50.0,8.0,,,8.0,3.0,21.0,94.0,,,14.0,11.0,19.0,2.0,,,1.0,,1.0,,,,3.0,,,,,5.0,10.0,4.0,2.0,2.0,,22.0,54.0,1.0,1.0,,1.0,20.0,1.0,15.0,,,3.0,5.0,2.0,10.0,3.0,57.0,51.0,1.0,25.0,9.0,,,43.0,10.0,8.0,,,1.0,,1.0,109.0,,,,,,,15.0,,,,,,,,,9.0,,23.0,23.0,2.0,,29.0,62.0,20.0,7.0,,2.0,,,151.0,,,2.0,,,20.0,45.0,15.0,1.0,1.0,1.0,,,138.0,138.0,5.0,34.0,9.0,20.5,,3.0,,,20.0,0.0,,,,24.0,3.0,,3.0,,,,3.0,,3.0,31.0,79.0,11.0,2.0,69.0,16.0,25.0,19.0,3.0,10.0,7.0,,75.0,14.0,125.0,,,35.0,3.0,65.0,3.0,184.0,,1.0,4.0,16.0,1.0,19.0,2.0,357.0,8.0,12.0,8.0,3.0,11.0,0.0
919024,14.0,2017-11-29 19:45:00,38,Huddersfield,Away,170.0,20.0,1.0,2.0,1.0,1.0,1.0,91.0,6.0,2.0,3.0,6.0,11.0,22.0,259.0,,1.0,18.0,13.0,16.0,4.0,2.0,1.0,1.0,,1.0,,,,4.0,,,,1.0,7.0,16.0,5.0,5.0,2.0,,46.0,50.0,,,,2.0,10.0,2.0,7.0,1.0,1.0,2.0,3.0,3.0,15.0,1.0,48.0,45.0,2.0,30.0,8.0,,1.0,40.0,12.0,9.0,,,3.0,2.0,1.0,132.0,,,,,,,9.0,,,,,,,,2.0,8.0,,15.0,15.0,1.0,3.0,78.0,58.0,27.0,7.0,,2.0,4.0,2.0,312.0,,,7.0,1.0,,35.0,36.0,14.0,,,,,,130.0,130.0,2.0,24.0,20.0,29.7,,,,,10.0,0.0,,,,81.0,1.0,1.0,1.0,,,1.0,3.0,,3.0,34.0,239.0,3.0,6.0,192.0,32.0,30.0,11.0,2.0,10.0,8.0,1.0,63.0,7.0,155.0,,3.0,18.0,12.0,48.0,3.0,337.0,,0.0,7.0,13.0,1.0,22.0,1.0,518.0,10.0,17.0,7.0,2.0,7.0,0.0
919037,15.0,2017-12-02 15:00:00,38,Huddersfield,Away,125.0,19.0,2.0,3.0,1.0,2.0,1.0,159.0,3.0,1.0,2.0,12.0,6.0,42.0,281.0,,,27.0,40.0,29.0,2.0,1.0,1.0,,,,,,,2.0,,,,1.0,6.0,3.0,3.0,3.0,2.0,,56.0,56.0,,,,,24.0,,4.0,,,5.0,14.0,6.0,9.0,1.0,65.0,70.0,,34.0,16.0,,,86.0,9.0,12.0,,,3.0,2.0,,165.0,,,,,,,4.0,,,,2.0,,,,,16.0,,13.0,13.0,1.0,2.0,79.0,77.0,35.0,2.0,,2.0,1.0,3.0,375.0,,,1.0,1.0,,68.0,66.0,37.0,,,,,,169.0,169.0,,24.0,27.0,52.9,,,,,24.0,0.0,,,,96.0,,2.0,2.0,,1.0,1.0,2.0,,2.0,92.0,268.0,10.0,3.0,146.0,41.0,34.0,11.0,5.0,27.0,22.0,1.0,164.0,17.0,277.0,2.0,1.0,43.0,6.0,94.0,,396.0,1.0,0.0,5.0,23.0,1.0,31.0,1.0,605.0,12.0,12.0,7.0,5.0,15.0,0.0
919045,16.0,2017-12-09 15:00:00,38,Huddersfield,Home,167.0,19.0,2.0,5.0,3.0,6.0,1.0,241.0,3.0,,2.0,14.0,11.0,29.0,403.0,,,23.0,22.0,35.0,12.0,,1.0,,,,,,,12.0,,,,,5.0,2.0,5.0,12.0,7.0,,102.0,71.0,2.0,1.0,1.0,4.0,23.0,5.0,5.0,,,8.0,14.0,6.0,13.0,,50.0,74.0,4.0,16.0,8.0,,,82.0,6.0,10.0,2.0,,2.0,1.0,,221.0,2.0,,2.0,,2.0,,6.0,,,,,,,,,8.0,,10.0,10.0,,2.0,105.0,102.0,51.0,1.0,,5.0,9.0,6.0,516.0,,,3.0,1.0,,109.0,103.0,27.0,,,,,,195.0,195.0,4.0,28.0,34.0,58.4,,,,,23.0,0.0,,,,113.0,,2.0,2.0,,3.0,1.0,8.0,,3.0,118.0,386.0,6.0,14.0,196.0,35.0,16.0,10.0,7.0,28.0,21.0,1.0,182.0,18.0,373.0,1.0,,49.0,12.0,75.0,1.0,541.0,2.0,0.0,19.0,23.0,,28.0,0.0,746.0,33.0,10.0,6.0,8.0,20.0,0.0
919055,17.0,2017-12-12 20:00:00,38,Huddersfield,Home,238.0,12.0,,1.0,1.0,2.0,,126.0,7.0,,2.0,3.0,6.0,20.0,363.0,,,15.0,11.0,11.0,3.0,,,,,,,,1.0,7.0,,,,,6.0,10.0,2.0,3.0,4.0,,68.0,41.0,1.0,1.0,,3.0,10.0,1.0,12.0,,,1.0,5.0,3.0,7.0,,44.0,30.0,3.0,16.0,3.0,,2.0,32.0,11.0,3.0,,,,,,128.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,3.0,,11.0,11.0,1.0,2.0,129.0,60.0,34.0,3.0,,1.0,3.0,2.0,404.0,,,3.0,1.0,,50.0,64.0,13.0,,,,,,99.0,99.0,1.0,23.0,13.0,35.8,,,,,10.0,0.0,,,,106.0,2.0,,2.0,,1.0,,4.0,,3.0,40.0,340.0,4.0,4.0,259.0,24.0,16.0,11.0,1.0,9.0,8.0,,62.0,6.0,181.0,,,18.0,7.0,48.0,2.0,431.0,,0.0,7.0,8.0,,15.0,0.0,558.0,5.0,10.0,8.0,1.0,4.0,0.0
919071,18.0,2017-12-16 15:00:00,38,Huddersfield,Away,120.0,14.0,1.0,4.0,3.0,8.0,1.0,109.0,4.0,,,5.0,3.0,22.0,225.0,,,11.0,21.0,24.0,7.0,1.0,1.0,1.0,,1.0,,,,9.0,1.0,,,,8.0,10.0,3.0,13.0,2.0,,60.0,61.0,4.0,2.0,3.0,5.0,23.0,2.0,10.0,,,7.0,8.0,1.0,12.0,2.0,65.0,66.0,5.0,20.0,10.0,,,44.0,17.0,11.0,2.0,,4.0,3.0,1.0,143.0,2.0,,1.0,2.0,,,10.0,,,2.0,,,,,,10.0,,10.0,10.0,,,54.0,67.0,29.0,8.0,2.0,3.0,7.0,9.0,285.0,,,3.0,1.0,,45.0,66.0,18.0,,,,,1.0,147.0,147.0,5.0,24.0,31.0,40.6,,,,,23.0,0.0,,,,53.0,2.0,,2.0,1.0,,1.0,4.0,,3.0,54.0,211.0,14.0,10.0,141.0,29.0,20.0,13.0,5.0,17.0,12.0,1.0,89.0,13.0,186.0,,,28.0,3.0,57.0,3.0,310.0,,1.0,15.0,24.0,1.0,19.0,2.0,508.0,24.0,19.0,7.0,7.0,15.0,0.0
919079,19.0,2017-12-23 15:00:00,38,Huddersfield,Away,104.0,7.0,1.0,6.0,5.0,2.0,,125.0,4.0,2.0,1.0,13.0,4.0,30.0,223.0,,,17.0,22.0,19.0,5.0,,,1.0,,1.0,,,,6.0,,1.0,,2.0,5.0,8.0,4.0,8.0,2.0,,51.0,85.0,2.0,1.0,1.0,3.0,23.0,4.0,8.0,,1.0,1.0,11.0,7.0,5.0,1.0,52.0,61.0,3.0,25.0,11.0,,2.0,76.0,9.0,16.0,1.0,,3.0,2.0,1.0,169.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,11.0,1.0,19.0,19.0,1.0,1.0,54.0,88.0,31.0,9.0,,2.0,4.0,2.0,315.0,,,2.0,4.0,,46.0,94.0,24.0,,,,,,181.0,181.0,3.0,40.0,32.0,47.4,1.0,,1.0,2.0,23.0,0.0,,,,71.0,1.0,4.0,5.0,,1.0,,4.0,,3.0,58.0,206.0,10.0,6.0,133.0,20.0,25.0,19.0,1.0,21.0,20.0,,119.0,15.0,233.0,1.0,2.0,55.0,5.0,84.0,4.0,345.0,,0.0,10.0,17.0,1.0,23.0,1.0,558.0,15.0,16.0,10.0,1.0,11.0,0.0
919086,20.0,2017-12-26 15:00:00,38,Huddersfield,Home,197.0,14.0,,5.0,5.0,2.0,,224.0,3.0,,4.0,4.0,14.0,28.0,416.0,,1.0,24.0,34.0,15.0,13.0,,1.0,,1.0,2.0,,,,14.0,,,,,7.0,11.0,4.0,13.0,5.0,,80.0,70.0,2.0,1.0,1.0,1.0,25.0,3.0,10.0,2.0,1.0,8.0,15.0,9.0,19.0,4.0,84.0,51.0,1.0,20.0,10.0,,1.0,51.0,9.0,11.0,,,6.0,3.0,2.0,179.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,10.0,,7.0,7.0,,4.0,115.0,72.0,49.0,5.0,1.0,8.0,6.0,7.0,484.0,,,5.0,4.0,,84.0,75.0,44.0,,,,,,172.0,172.0,5.0,26.0,35.0,58.3,,2.0,,,25.0,0.0,,,,126.0,5.0,1.0,4.0,,,1.0,8.0,,3.0,100.0,404.0,11.0,14.0,213.0,24.0,20.0,20.0,7.0,34.0,27.0,1.0,137.0,8.0,321.0,,,21.0,14.0,50.0,2.0,500.0,,0.0,18.0,17.0,2.0,29.0,2.0,735.0,34.0,17.0,8.0,8.0,11.0,0.0
919096,21.0,2017-12-30 15:00:00,38,Huddersfield,Home,178.0,14.0,,2.0,2.0,4.0,1.0,108.0,5.0,,3.0,8.0,2.0,33.0,284.0,,,20.0,24.0,31.0,2.0,,,,,,,,,1.0,,,,1.0,10.0,9.0,2.0,,3.0,,42.0,61.0,,,,1.0,16.0,,8.0,,,5.0,11.0,3.0,11.0,2.0,62.0,69.0,1.0,33.0,17.0,,,62.0,14.0,12.0,,,3.0,3.0,,161.0,,,,,,,8.0,,,,,,,,,17.0,,16.0,16.0,4.0,3.0,90.0,81.0,39.0,4.0,,1.0,1.0,1.0,358.0,,,2.0,4.0,,43.0,55.0,29.0,,,,,,163.0,163.0,1.0,28.0,25.0,56.9,,,,2.0,16.0,0.0,,,,91.0,3.0,1.0,4.0,,,,2.0,,3.0,43.0,265.0,6.0,2.0,206.0,38.0,33.0,16.0,5.0,22.0,17.0,,89.0,12.0,200.0,,,25.0,4.0,74.0,,384.0,,0.0,3.0,16.0,2.0,28.0,2.0,591.0,7.0,14.0,10.0,5.0,11.0,0.0
919107,22.0,2018-01-01 15:00:00,38,Huddersfield,Away,221.0,15.0,,1.0,1.0,8.0,,149.0,5.0,1.0,4.0,9.0,9.0,37.0,369.0,,1.0,13.0,25.0,26.0,5.0,,,,,,,,,6.0,,,,,6.0,8.0,3.0,2.0,4.0,,61.0,66.0,,,,1.0,21.0,2.0,16.0,,1.0,1.0,7.0,8.0,10.0,,64.0,73.0,1.0,43.0,17.0,,1.0,53.0,9.0,7.0,,1.0,1.0,1.0,,165.0,,,,,,,6.0,,,,1.0,,,,,17.0,,16.0,16.0,,4.0,127.0,89.0,46.0,4.0,,3.0,2.0,1.0,432.0,,,,2.0,,46.0,70.0,20.0,,,,,,150.0,150.0,6.0,23.0,29.0,48.6,,,,3.0,21.0,0.0,,,,102.0,2.0,,2.0,,,,3.0,,3.0,67.0,352.0,9.0,5.0,236.0,35.0,43.0,15.0,1.0,17.0,16.0,,98.0,17.0,236.0,1.0,1.0,27.0,10.0,75.0,1.0,455.0,,0.0,6.0,29.0,1.0,20.0,1.0,673.0,2.0,23.0,11.0,1.0,18.0,0.0
919116,23.0,2018-01-13 15:00:00,38,Huddersfield,Home,261.0,9.0,3.0,4.0,1.0,2.0,,186.0,4.0,,4.0,11.0,14.0,34.0,443.0,,,25.0,17.0,18.0,2.0,1.0,,,1.0,1.0,,,,4.0,,,,,4.0,6.0,2.0,4.0,4.0,,79.0,61.0,,1.0,,1.0,23.0,2.0,14.0,1.0,,7.0,9.0,7.0,15.0,,59.0,51.0,1.0,20.0,12.0,1.0,,61.0,7.0,9.0,,,2.0,,1.0,192.0,1.0,,,1.0,,,6.0,,,1.0,,,,,,12.0,,9.0,9.0,,4.0,137.0,87.0,51.0,3.0,1.0,2.0,2.0,2.0,522.0,,,1.0,3.0,,72.0,84.0,25.0,,,,,,163.0,163.0,4.0,21.0,30.0,64.8,,,,,23.0,0.0,,,,140.0,1.0,1.0,1.0,,,,4.0,,2.0,76.0,423.0,6.0,4.0,282.0,22.0,20.0,17.0,7.0,23.0,16.0,,129.0,14.0,289.0,,,34.0,15.0,76.0,,548.0,,0.0,8.0,13.0,,26.0,1.0,736.0,11.0,14.0,11.0,7.0,9.0,0.0
919130,24.0,2018-01-20 15:00:00,38,Huddersfield,Away,88.0,5.0,1.0,3.0,2.0,,1.0,109.0,5.0,,4.0,15.0,5.0,28.0,194.0,,,28.0,63.0,36.0,3.0,1.0,,,,,,,,3.0,,,,3.0,3.0,10.0,1.0,3.0,3.0,,44.0,61.0,,,,2.0,19.0,,9.0,,,2.0,8.0,2.0,13.0,2.0,103.0,71.0,2.0,17.0,14.0,1.0,,71.0,13.0,17.0,,,5.0,5.0,,197.0,,,,,,,10.0,,,,1.0,,,,1.0,14.0,,6.0,6.0,1.0,4.0,54.0,109.0,32.0,3.0,,3.0,1.0,3.0,309.0,,,1.0,,,61.0,70.0,25.0,,,,,,220.0,220.0,2.0,23.0,23.0,51.5,,,,,19.0,0.0,,,,58.0,4.0,,4.0,,,,3.0,,3.0,50.0,175.0,5.0,4.0,128.0,28.0,17.0,16.0,2.0,17.0,15.0,,113.0,13.0,242.0,1.0,,60.0,8.0,100.0,,353.0,,0.0,6.0,14.0,,41.0,1.0,554.0,7.0,12.0,7.0,2.0,11.0,0.0
919133,25.0,2018-01-30 20:00:00,38,Huddersfield,Home,122.0,16.0,,1.0,1.0,2.0,,93.0,2.0,,1.0,3.0,3.0,17.0,214.0,,,8.0,15.0,16.0,2.0,,,1.0,,1.0,,,,2.0,,,,,2.0,8.0,6.0,4.0,1.0,,47.0,56.0,,,,2.0,24.0,2.0,6.0,,1.0,1.0,5.0,2.0,6.0,3.0,42.0,40.0,2.0,38.0,12.0,,1.0,46.0,8.0,8.0,,,1.0,,1.0,138.0,,,,,,,7.0,,,,2.0,,,,,12.0,,12.0,12.0,1.0,1.0,55.0,64.0,33.0,4.0,,,2.0,1.0,280.0,,,4.0,,,31.0,47.0,21.0,1.0,1.0,1.0,,,138.0,138.0,1.0,22.0,23.0,25.3,,,,1.0,24.0,0.0,,,,68.0,1.0,3.0,4.0,,,,2.0,,3.0,33.0,201.0,13.0,2.0,150.0,31.0,38.0,12.0,1.0,8.0,7.0,,73.0,10.0,166.0,2.0,,15.0,6.0,47.0,3.0,308.0,,0.0,5.0,11.0,,15.0,0.0,485.0,11.0,14.0,5.0,1.0,10.0,0.0
919150,26.0,2018-02-03 15:00:00,38,Huddersfield,Away,108.0,9.0,2.0,3.0,1.0,2.0,,85.0,4.0,1.0,2.0,8.0,3.0,22.0,190.0,,,6.0,14.0,18.0,1.0,1.0,,,,,,,,1.0,,,,,15.0,9.0,7.0,3.0,1.0,,32.0,61.0,,,,1.0,16.0,3.0,27.0,,,2.0,5.0,4.0,10.0,3.0,75.0,49.0,1.0,33.0,13.0,,,39.0,19.0,5.0,,,,,,126.0,,,,,,,7.0,,,,,,,,,13.0,,14.0,14.0,5.0,2.0,60.0,55.0,27.0,5.0,,,2.0,,238.0,,,5.0,5.0,,31.0,41.0,17.0,,1.0,1.0,1.0,,118.0,118.0,1.0,32.0,18.0,25.7,,,,2.0,16.0,0.0,,,,47.0,3.0,2.0,5.0,,1.0,,1.0,1.0,3.0,40.0,175.0,12.0,2.0,128.0,20.0,33.0,9.0,2.0,11.0,9.0,,73.0,14.0,148.0,,1.0,18.0,3.0,49.0,,265.0,1.0,0.0,4.0,22.0,,8.0,4.0,446.0,11.0,13.0,4.0,2.0,16.0,0.0
919155,27.0,2018-02-11 12:00:00,38,Huddersfield,Home,151.0,19.0,,5.0,5.0,1.0,3.0,173.0,4.0,1.0,,15.0,6.0,38.0,319.0,1.0,,19.0,14.0,23.0,7.0,1.0,,,,1.0,,,,10.0,1.0,,,2.0,7.0,4.0,3.0,9.0,6.0,,67.0,82.0,3.0,2.0,2.0,4.0,28.0,6.0,11.0,,,2.0,9.0,3.0,11.0,,53.0,65.0,4.0,22.0,9.0,,,77.0,12.0,12.0,1.0,,6.0,4.0,1.0,182.0,2.0,1.0,2.0,1.0,1.0,,4.0,,,1.0,,,,,1.0,9.0,,21.0,21.0,2.0,,100.0,94.0,49.0,6.0,2.0,3.0,7.0,4.0,419.0,,,3.0,3.0,,63.0,74.0,29.0,,,,,1.0,178.0,178.0,8.0,40.0,30.0,51.0,,,,1.0,28.0,0.0,,,,89.0,,1.0,1.0,,,,5.0,,3.0,78.0,306.0,15.0,10.0,179.0,39.0,22.0,17.0,2.0,18.0,16.0,,137.0,9.0,277.0,,1.0,50.0,6.0,89.0,3.0,438.0,2.0,0.0,15.0,21.0,,27.0,0.0,661.0,24.0,14.0,10.0,2.0,15.0,0.0
919172,28.0,2018-02-24 15:00:00,38,Huddersfield,Away,90.0,9.0,1.0,2.0,1.0,3.0,1.0,143.0,6.0,,1.0,5.0,4.0,22.0,231.0,1.0,1.0,13.0,27.0,31.0,10.0,1.0,,,,1.0,,,1.0,12.0,,,,2.0,7.0,6.0,4.0,8.0,8.0,,54.0,76.0,1.0,,1.0,3.0,13.0,5.0,11.0,,,3.0,4.0,3.0,9.0,1.0,60.0,79.0,3.0,38.0,21.0,1.0,,79.0,9.0,11.0,1.0,,3.0,2.0,1.0,183.0,2.0,,2.0,2.0,,,10.0,,,2.0,1.0,,,,,21.0,,7.0,7.0,,1.0,65.0,73.0,30.0,6.0,1.0,2.0,11.0,7.0,328.0,,,2.0,5.0,,64.0,76.0,19.0,,,,,,192.0,192.0,7.0,27.0,34.0,46.7,,,,,13.0,0.0,,,,58.0,,2.0,2.0,,1.0,,4.0,2.0,3.0,72.0,217.0,7.0,13.0,122.0,28.0,38.0,12.0,3.0,12.0,9.0,,135.0,9.0,250.0,1.0,,34.0,8.0,71.0,5.0,360.0,1.0,0.0,16.0,29.0,1.0,24.0,1.0,579.0,15.0,19.0,8.0,3.0,17.0,0.0
919181,29.0,2018-03-03 15:00:00,38,Huddersfield,Away,98.0,12.0,,1.0,1.0,,,72.0,4.0,1.0,3.0,5.0,3.0,26.0,169.0,,1.0,7.0,13.0,16.0,2.0,,1.0,,,,,,,3.0,,,,,5.0,8.0,7.0,1.0,2.0,,42.0,79.0,,,,1.0,24.0,,18.0,,,1.0,8.0,5.0,6.0,2.0,49.0,58.0,1.0,36.0,13.0,1.0,,54.0,8.0,6.0,,,,,,136.0,,,,,,,6.0,,,,,,,,,13.0,,12.0,12.0,1.0,3.0,40.0,59.0,21.0,8.0,,,2.0,3.0,241.0,,,5.0,3.0,,31.0,48.0,24.0,,,,,,147.0,147.0,4.0,43.0,21.0,25.5,,,,1.0,24.0,0.0,,,,49.0,3.0,2.0,5.0,,,1.0,,,3.0,53.0,155.0,17.0,2.0,129.0,31.0,36.0,11.0,1.0,14.0,13.0,1.0,100.0,9.0,152.0,,1.0,19.0,3.0,63.0,2.0,267.0,,0.0,3.0,29.0,4.0,15.0,1.0,463.0,4.0,13.0,7.0,1.0,16.0,0.0
919187,30.0,2018-03-10 15:00:00,38,Huddersfield,Home,147.0,19.0,2.0,13.0,12.0,3.0,,474.0,2.0,,4.0,4.0,7.0,38.0,608.0,,,33.0,24.0,30.0,24.0,2.0,,,1.0,2.0,,1.0,,23.0,,,1.0,,8.0,,,18.0,12.0,,89.0,55.0,1.0,1.0,,,17.0,11.0,5.0,,,12.0,36.0,17.0,11.0,,55.0,55.0,,10.0,10.0,,,90.0,9.0,9.0,,,3.0,1.0,2.0,197.0,,,,,,,2.0,,,,1.0,,,,,10.0,2.0,7.0,7.0,,4.0,186.0,56.0,48.0,,,15.0,11.0,4.0,665.0,,,,3.0,,138.0,146.0,76.0,,,,,,157.0,157.0,9.0,18.0,24.0,81.2,1.0,,,,17.0,0.0,,,,207.0,,,,,,,15.0,1.0,3.0,272.0,596.0,3.0,26.0,158.0,33.0,10.0,13.0,11.0,64.0,54.0,,322.0,5.0,585.0,1.0,,7.0,8.0,49.0,2.0,679.0,,0.0,30.0,10.0,2.0,34.0,2.0,912.0,50.0,12.0,7.0,12.0,8.0,0.0
919195,31.0,2018-03-17 15:00:00,38,Huddersfield,Home,153.0,20.0,1.0,1.0,,1.0,,174.0,3.0,1.0,2.0,7.0,2.0,24.0,326.0,,,36.0,32.0,21.0,2.0,1.0,,,,,,,,4.0,,,,,10.0,11.0,7.0,3.0,3.0,,58.0,73.0,,,,3.0,27.0,1.0,15.0,1.0,,4.0,8.0,4.0,16.0,2.0,87.0,66.0,3.0,18.0,8.0,,,72.0,11.0,12.0,,,3.0,4.0,,203.0,,,,,,,8.0,,,,,,,,,8.0,1.0,12.0,12.0,,2.0,98.0,60.0,34.0,7.0,,2.0,1.0,2.0,448.0,,,8.0,2.0,,76.0,87.0,31.0,1.0,1.0,1.0,,,210.0,210.0,9.0,29.0,30.0,54.6,,,,,27.0,0.0,,,,111.0,3.0,1.0,3.0,,,,3.0,,3.0,77.0,313.0,9.0,3.0,201.0,39.0,18.0,23.0,3.0,19.0,16.0,,149.0,5.0,288.0,,1.0,26.0,3.0,58.0,1.0,470.0,1.0,0.0,6.0,24.0,,38.0,3.0,700.0,12.0,14.0,10.0,4.0,14.0,0.0
919209,32.0,2018-03-31 15:00:00,38,Huddersfield,Away,98.0,9.0,2.0,4.0,2.0,3.0,,128.0,4.0,2.0,1.0,10.0,7.0,28.0,222.0,,,13.0,18.0,17.0,2.0,1.0,,,,,,,,3.0,,,,,6.0,10.0,8.0,1.0,3.0,,54.0,62.0,2.0,2.0,,4.0,21.0,2.0,4.0,,1.0,3.0,5.0,4.0,11.0,1.0,48.0,55.0,4.0,34.0,16.0,1.0,1.0,72.0,10.0,9.0,,,1.0,1.0,,183.0,,,,,,,13.0,,,,1.0,,,,,16.0,,16.0,16.0,3.0,1.0,52.0,76.0,33.0,3.0,,1.0,2.0,,307.0,,,6.0,3.0,,62.0,75.0,22.0,,,,,,173.0,173.0,4.0,32.0,17.0,37.0,,,,2.0,21.0,0.0,,,,50.0,2.0,,2.0,,,,2.0,,3.0,66.0,203.0,14.0,4.0,128.0,21.0,34.0,11.0,3.0,13.0,10.0,,121.0,16.0,224.0,1.0,2.0,37.0,9.0,71.0,1.0,339.0,,0.0,4.0,24.0,,22.0,4.0,546.0,11.0,18.0,6.0,3.0,18.0,0.0
