matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987797,21,2019-01-02 19:45:00,38,Huddersfield,Home,112.0,14.0,2.0,4.0,2.0,4.0,,126.0,4.0,,,9.0,4.0,31.0,234.0,,,18.0,34.0,42.0,5.0,2.0,,,1.0,,1.0,,,,,5.0,,,,,,5.0,11.0,5.0,6.0,3.0,44.0,68.0,1.0,,1.0,2.0,14.0,4.0,10.0,,,5.0,10.0,4.0,,6.0,2.0,62.0,72.0,2.0,20.0,8.0,1.0,,59.0,11.0,8.0,1.0,,1.0,,1.0,194.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,,8.0,,17.0,17.0,2.0,,56.0,78.0,33.0,2.0,,2.0,6.0,2.0,332.0,1.0,1.0,,46.0,76.0,27.0,,,,,,176.0,176.0,1.0,29.0,28.0,42.9,,3.0,,1.0,14.0,0.0,67.0,5.0,1.0,6.0,1.0,,,3.0,2.0,3.0,63.0,220.0,5.0,8.0,147.0,39.0,20.0,9.0,4.0,18.0,14.0,,120.0,15.0,232.0,1.0,,35.0,6.0,81.0,,361.0,,1.0,9.0,18.0,,27.0,0.0,540.0,15.0,15.0,5.0,5.0,11.0,0.0
987804,22,2019-01-12 15:00:00,38,Huddersfield,Away,133.0,14.0,4.0,8.0,4.0,4.0,1.0,172.0,3.0,1.0,7.0,7.0,5.0,27.0,297.0,,,19.0,30.0,45.0,10.0,2.0,1.0,,,,,,1.0,,,10.0,,,,,1.0,6.0,1.0,2.0,7.0,7.0,47.0,65.0,,,,4.0,23.0,8.0,8.0,,1.0,10.0,5.0,8.0,,9.0,,63.0,78.0,4.0,25.0,14.0,,,60.0,14.0,12.0,,,2.0,2.0,,169.0,,,,,,,3.0,,3.0,2.0,14.0,,13.0,13.0,2.0,7.0,99.0,76.0,39.0,3.0,,4.0,8.0,2.0,404.0,3.0,2.0,,76.0,63.0,40.0,,,,,,181.0,181.0,2.0,27.0,26.0,61.1,,,,1.0,23.0,0.0,110.0,,,,,,1.0,4.0,2.0,2.0,103.0,280.0,10.0,12.0,169.0,38.0,25.0,12.0,8.0,23.0,15.0,1.0,163.0,16.0,279.0,3.0,1.0,22.0,7.0,62.0,3.0,425.0,,0.0,14.0,13.0,,24.0,1.0,636.0,28.0,15.0,8.0,10.0,7.0,0.0
987815,23,2019-01-20 13:30:00,38,Huddersfield,Home,120.0,18.0,,2.0,2.0,1.0,,131.0,2.0,,1.0,7.0,4.0,21.0,249.0,,,17.0,15.0,14.0,4.0,,,,,,,,,,,5.0,,,,,,6.0,10.0,2.0,3.0,2.0,46.0,65.0,,1.0,,1.0,9.0,,15.0,,1.0,1.0,4.0,7.0,,4.0,,53.0,47.0,1.0,21.0,9.0,,,53.0,10.0,8.0,,,2.0,2.0,,154.0,,,,,,,9.0,,1.0,,9.0,,11.0,11.0,,1.0,71.0,66.0,33.0,4.0,,2.0,2.0,2.0,320.0,2.0,4.0,,56.0,49.0,19.0,,,,,,148.0,148.0,2.0,31.0,25.0,32.4,,,,,9.0,0.0,74.0,1.0,,1.0,,,,3.0,,2.0,57.0,233.0,4.0,4.0,149.0,38.0,21.0,12.0,1.0,14.0,13.0,,95.0,5.0,210.0,1.0,,26.0,5.0,55.0,2.0,345.0,1.0,0.0,5.0,22.0,1.0,23.0,2.0,516.0,10.0,15.0,3.0,1.0,11.0,0.0
987825,24,2019-01-29 19:45:00,38,Huddersfield,Home,193.0,17.0,1.0,6.0,6.0,3.0,,247.0,2.0,,2.0,10.0,7.0,34.0,434.0,,1.0,25.0,19.0,25.0,9.0,,,,,1.0,1.0,,,,,8.0,,,,,,6.0,6.0,4.0,6.0,4.0,93.0,68.0,1.0,1.0,,1.0,25.0,2.0,9.0,,,3.0,8.0,15.0,,14.0,1.0,65.0,65.0,1.0,8.0,2.0,,,82.0,13.0,10.0,,,3.0,1.0,1.0,218.0,,,,,,,5.0,,1.0,1.0,2.0,,10.0,10.0,,2.0,114.0,90.0,57.0,4.0,,6.0,3.0,2.0,529.0,1.0,1.0,,94.0,88.0,35.0,,,,,,174.0,174.0,1.0,27.0,34.0,58.4,,,,1.0,25.0,0.0,123.0,2.0,2.0,4.0,,,,6.0,,3.0,111.0,419.0,10.0,9.0,230.0,42.0,8.0,24.0,3.0,26.0,24.0,,164.0,10.0,344.0,1.0,,32.0,7.0,77.0,,548.0,,0.0,10.0,17.0,2.0,25.0,1.0,753.0,18.0,14.0,13.0,3.0,10.0,0.0
987835,25,2019-02-02 15:00:00,38,Huddersfield,Away,213.0,19.0,1.0,3.0,2.0,3.0,1.0,110.0,10.0,,2.0,7.0,3.0,34.0,320.0,,,14.0,8.0,8.0,4.0,1.0,1.0,,,,,,,,,4.0,,,,,,3.0,16.0,7.0,4.0,1.0,80.0,67.0,,,,2.0,31.0,2.0,24.0,,1.0,2.0,6.0,2.0,,21.0,2.0,64.0,39.0,2.0,21.0,4.0,,,32.0,5.0,8.0,,,1.0,1.0,,140.0,,,,,,,11.0,,2.0,,4.0,,13.0,13.0,2.0,2.0,99.0,63.0,40.0,11.0,,1.0,4.0,2.0,364.0,8.0,2.0,,66.0,46.0,13.0,1.0,1.0,1.0,,,129.0,129.0,9.0,34.0,16.0,35.0,,,,1.0,31.0,0.0,76.0,,2.0,2.0,,1.0,1.0,1.0,,3.0,48.0,292.0,18.0,5.0,238.0,37.0,21.0,17.0,2.0,11.0,9.0,1.0,75.0,8.0,168.0,2.0,,19.0,4.0,63.0,1.0,395.0,,0.0,5.0,13.0,,16.0,0.0,586.0,13.0,14.0,11.0,2.0,8.0,0.0
987845,26,2019-02-09 15:00:00,38,Huddersfield,Home,138.0,16.0,,1.0,1.0,1.0,,245.0,6.0,1.0,1.0,6.0,10.0,32.0,382.0,,,30.0,16.0,16.0,10.0,,1.0,,,,,,,,1.0,12.0,,,,,,11.0,9.0,,8.0,8.0,65.0,72.0,2.0,2.0,1.0,1.0,31.0,3.0,10.0,,1.0,5.0,10.0,7.0,,12.0,1.0,60.0,62.0,1.0,8.0,,,,70.0,17.0,12.0,,,4.0,3.0,,206.0,,,,,,,7.0,1.0,,1.0,,1.0,21.0,21.0,1.0,1.0,107.0,73.0,43.0,,,4.0,6.0,7.0,460.0,1.0,1.0,,104.0,95.0,31.0,,,,,,161.0,161.0,10.0,17.0,42.0,54.6,,,,,31.0,0.0,104.0,2.0,,2.0,,,1.0,6.0,,3.0,126.0,365.0,17.0,10.0,152.0,31.0,8.0,14.0,5.0,25.0,20.0,1.0,175.0,6.0,355.0,,1.0,26.0,12.0,60.0,2.0,482.0,,0.0,16.0,26.0,,33.0,3.0,704.0,15.0,13.0,8.0,5.0,15.0,0.0
987860,27,2019-02-23 15:00:00,38,Huddersfield,Away,201.0,20.0,,3.0,3.0,1.0,1.0,180.0,4.0,,9.0,8.0,5.0,28.0,378.0,,,24.0,27.0,24.0,2.0,1.0,,,,,,,,,,2.0,,,,,1.0,3.0,23.0,6.0,2.0,1.0,84.0,55.0,,,,4.0,18.0,2.0,3.0,,,,3.0,1.0,,7.0,4.0,49.0,51.0,4.0,30.0,13.0,,,47.0,7.0,11.0,,,2.0,2.0,,183.0,,,,,,,8.0,,1.0,,13.0,,10.0,10.0,2.0,9.0,112.0,81.0,51.0,12.0,,1.0,2.0,,456.0,6.0,2.0,,90.0,63.0,15.0,,,,,,147.0,147.0,1.0,19.0,20.0,45.7,,,,1.0,18.0,0.0,101.0,8.0,2.0,10.0,,1.0,,1.0,,3.0,61.0,364.0,5.0,3.0,233.0,38.0,30.0,12.0,,6.0,6.0,,97.0,10.0,253.0,1.0,,28.0,5.0,65.0,,480.0,,1.0,3.0,10.0,1.0,30.0,0.0,679.0,7.0,21.0,6.0,,5.0,0.0
987865,28,2019-02-26 19:45:00,38,Huddersfield,Home,182.0,19.0,1.0,3.0,2.0,3.0,1.0,165.0,4.0,,5.0,2.0,6.0,24.0,344.0,,,25.0,21.0,34.0,8.0,2.0,,,,,,,,,,11.0,,,,,1.0,6.0,4.0,3.0,8.0,7.0,67.0,57.0,1.0,1.0,1.0,,23.0,3.0,12.0,,,3.0,11.0,6.0,,10.0,,62.0,69.0,,17.0,7.0,,,58.0,10.0,10.0,1.0,,3.0,2.0,,167.0,,,,,,,5.0,1.0,1.0,1.0,7.0,,13.0,13.0,,5.0,94.0,68.0,36.0,5.0,,8.0,2.0,3.0,426.0,2.0,4.0,,67.0,76.0,27.0,,,,,,163.0,163.0,4.0,25.0,21.0,49.9,,,,,23.0,0.0,117.0,,,,,1.0,,9.0,,3.0,82.0,331.0,13.0,10.0,207.0,37.0,17.0,15.0,3.0,22.0,19.0,,125.0,11.0,260.0,1.0,,21.0,6.0,61.0,,445.0,,0.0,15.0,21.0,,29.0,2.0,654.0,15.0,15.0,5.0,3.0,16.0,0.0
987873,29,2019-03-02 15:00:00,38,Huddersfield,Away,186.0,24.0,,1.0,1.0,,,132.0,3.0,1.0,2.0,5.0,5.0,32.0,317.0,,,12.0,24.0,20.0,4.0,,,,,,,,,,,6.0,,,,,,3.0,8.0,6.0,3.0,3.0,57.0,63.0,,,,2.0,18.0,2.0,11.0,1.0,,3.0,6.0,4.0,,12.0,2.0,62.0,51.0,2.0,19.0,4.0,,,49.0,6.0,10.0,,1.0,1.0,2.0,,168.0,,,,,,,7.0,,,,4.0,,14.0,14.0,2.0,2.0,102.0,73.0,42.0,6.0,,,4.0,4.0,389.0,5.0,2.0,,56.0,35.0,26.0,,,,,,161.0,161.0,3.0,36.0,18.0,47.3,,,,1.0,18.0,0.0,86.0,2.0,1.0,2.0,,1.0,,,,3.0,44.0,302.0,11.0,4.0,222.0,42.0,19.0,12.0,3.0,15.0,12.0,,78.0,9.0,206.0,,1.0,26.0,7.0,70.0,,413.0,,0.0,6.0,21.0,1.0,15.0,2.0,608.0,8.0,23.0,2.0,3.0,12.0,0.0
987886,30,2019-03-09 15:00:00,38,Huddersfield,Home,151.0,11.0,2.0,4.0,2.0,4.0,,216.0,2.0,,5.0,2.0,4.0,26.0,363.0,,,30.0,11.0,20.0,5.0,,,,,1.0,1.0,,,1.0,,7.0,,,,,,7.0,8.0,,2.0,6.0,54.0,68.0,,,,1.0,32.0,4.0,11.0,1.0,1.0,6.0,12.0,11.0,,11.0,2.0,54.0,58.0,1.0,9.0,3.0,,,63.0,14.0,9.0,,,1.0,2.0,1.0,187.0,,,,,,,4.0,,,1.0,3.0,,13.0,13.0,1.0,5.0,105.0,56.0,34.0,5.0,,2.0,3.0,1.0,447.0,1.0,2.0,,75.0,94.0,42.0,,,,,,169.0,169.0,3.0,20.0,37.0,56.5,,,,1.0,32.0,0.0,116.0,3.0,,2.0,,,,3.0,,3.0,119.0,350.0,13.0,5.0,173.0,29.0,9.0,20.0,6.0,31.0,25.0,,177.0,8.0,320.0,,,16.0,4.0,55.0,1.0,462.0,,0.0,8.0,18.0,1.0,34.0,3.0,684.0,22.0,17.0,12.0,6.0,12.0,0.0
987900,31,2019-03-16 15:00:00,38,Huddersfield,Away,116.0,11.0,4.0,5.0,1.0,,,122.0,3.0,,4.0,2.0,1.0,14.0,233.0,,1.0,13.0,17.0,13.0,4.0,3.0,1.0,,,,,,,,,8.0,,,,,2.0,7.0,10.0,6.0,9.0,6.0,50.0,54.0,4.0,3.0,1.0,2.0,23.0,4.0,7.0,,,8.0,8.0,2.0,,10.0,1.0,53.0,46.0,2.0,21.0,6.0,1.0,1.0,52.0,15.0,7.0,2.0,,1.0,,,151.0,2.0,1.0,1.0,1.0,1.0,,6.0,1.0,,1.0,6.0,,12.0,12.0,,4.0,70.0,72.0,33.0,5.0,1.0,3.0,6.0,5.0,304.0,6.0,1.0,,63.0,67.0,20.0,1.0,1.0,1.0,,,138.0,138.0,,21.0,23.0,35.9,,3.0,,,23.0,0.0,56.0,1.0,,1.0,,,1.0,6.0,1.0,3.0,50.0,217.0,9.0,9.0,138.0,29.0,21.0,14.0,8.0,18.0,10.0,1.0,93.0,5.0,207.0,,,23.0,1.0,52.0,1.0,327.0,,0.0,15.0,18.0,2.0,15.0,2.0,511.0,15.0,11.0,8.0,8.0,10.0,0.0
987906,32,2019-03-30 15:00:00,38,Huddersfield,Away,149.0,16.0,,5.0,5.0,3.0,1.0,195.0,5.0,,2.0,9.0,6.0,33.0,339.0,,,20.0,27.0,13.0,9.0,1.0,1.0,,,,,,,,1.0,12.0,,,,,2.0,5.0,15.0,4.0,11.0,4.0,76.0,60.0,,1.0,,,17.0,3.0,14.0,,,5.0,8.0,5.0,,13.0,4.0,63.0,47.0,,22.0,6.0,,,70.0,7.0,10.0,,,2.0,3.0,,184.0,,,,,,,12.0,,,,6.0,,15.0,15.0,1.0,2.0,92.0,81.0,46.0,5.0,,4.0,6.0,5.0,416.0,8.0,2.0,,90.0,71.0,28.0,1.0,1.0,1.0,,,162.0,162.0,8.0,16.0,27.0,51.5,,,,1.0,17.0,0.0,97.0,1.0,2.0,4.0,,1.0,1.0,7.0,,3.0,84.0,320.0,7.0,10.0,169.0,34.0,22.0,12.0,5.0,21.0,16.0,1.0,139.0,13.0,301.0,,,26.0,6.0,74.0,3.0,449.0,,0.0,15.0,14.0,2.0,22.0,0.0,646.0,21.0,14.0,10.0,5.0,10.0,0.0
987915,33,2019-04-06 15:00:00,38,Huddersfield,Home,115.0,18.0,3.0,5.0,2.0,1.0,,169.0,2.0,,3.0,6.0,3.0,32.0,279.0,1.0,,22.0,16.0,16.0,3.0,3.0,,,,,,,,,,7.0,1.0,,,,,5.0,10.0,8.0,8.0,2.0,72.0,52.0,1.0,1.0,1.0,2.0,21.0,3.0,15.0,,,8.0,8.0,3.0,,11.0,4.0,60.0,47.0,2.0,12.0,5.0,,,49.0,13.0,10.0,,,4.0,3.0,,152.0,,,,,,,8.0,,1.0,,5.0,,14.0,14.0,2.0,3.0,73.0,65.0,30.0,5.0,1.0,2.0,4.0,4.0,342.0,2.0,1.0,,80.0,85.0,18.0,1.0,1.0,1.0,,1.0,143.0,143.0,2.0,19.0,25.0,44.8,,,,,21.0,0.0,72.0,3.0,2.0,6.0,,,,3.0,,3.0,70.0,262.0,9.0,6.0,138.0,36.0,12.0,10.0,7.0,21.0,14.0,,100.0,2.0,252.0,1.0,,25.0,3.0,73.0,2.0,369.0,1.0,0.0,10.0,17.0,1.0,22.0,3.0,553.0,15.0,18.0,5.0,8.0,7.0,0.0
987930,34,2019-04-13 12:30:00,38,Huddersfield,Away,118.0,9.0,1.0,3.0,2.0,1.0,,107.0,2.0,,1.0,7.0,6.0,25.0,222.0,,1.0,18.0,20.0,13.0,4.0,1.0,1.0,,,1.0,1.0,,,,,5.0,,,,,,8.0,16.0,6.0,5.0,2.0,45.0,56.0,2.0,2.0,,,24.0,1.0,14.0,,,2.0,10.0,5.0,,9.0,,61.0,47.0,,15.0,7.0,,,34.0,12.0,10.0,,,1.0,,1.0,141.0,,,,,,,8.0,,,1.0,7.0,1.0,16.0,16.0,,1.0,66.0,66.0,29.0,4.0,,5.0,,1.0,274.0,9.0,2.0,,73.0,47.0,21.0,,,,,,129.0,129.0,3.0,19.0,23.0,30.0,,,,,24.0,0.0,53.0,,1.0,1.0,,1.0,1.0,5.0,,3.0,53.0,206.0,11.0,5.0,143.0,24.0,15.0,18.0,2.0,17.0,15.0,1.0,77.0,5.0,179.0,2.0,,22.0,6.0,64.0,,305.0,,0.0,7.0,13.0,2.0,21.0,2.0,480.0,17.0,11.0,11.0,2.0,8.0,0.0
987937,35,2019-04-20 15:00:00,38,Huddersfield,Home,129.0,17.0,1.0,3.0,2.0,,,180.0,3.0,2.0,4.0,2.0,,27.0,306.0,,,18.0,10.0,12.0,6.0,1.0,1.0,,1.0,,1.0,,,,,8.0,,,,,,9.0,8.0,3.0,7.0,6.0,52.0,58.0,1.0,,1.0,1.0,22.0,5.0,5.0,,,2.0,8.0,3.0,,11.0,3.0,45.0,43.0,1.0,17.0,4.0,1.0,,45.0,15.0,9.0,,,2.0,1.0,1.0,145.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,1.0,4.0,,12.0,12.0,4.0,4.0,89.0,50.0,34.0,2.0,,1.0,7.0,3.0,359.0,1.0,3.0,,70.0,61.0,24.0,,,,,,115.0,115.0,1.0,23.0,28.0,45.7,,,,1.0,22.0,0.0,92.0,3.0,1.0,4.0,,,1.0,5.0,1.0,3.0,62.0,291.0,13.0,8.0,145.0,31.0,17.0,12.0,2.0,14.0,12.0,1.0,102.0,4.0,247.0,2.0,2.0,10.0,,47.0,1.0,378.0,,0.0,13.0,15.0,,21.0,2.0,561.0,12.0,9.0,7.0,2.0,8.0,0.0
987947,36,2019-04-26 20:00:00,38,Huddersfield,Away,130.0,11.0,1.0,1.0,,4.0,,82.0,5.0,,1.0,7.0,1.0,22.0,211.0,,,17.0,12.0,9.0,3.0,1.0,,,,,,,,,,4.0,,,,,,8.0,14.0,7.0,3.0,2.0,54.0,48.0,,,,1.0,18.0,2.0,11.0,,,4.0,2.0,2.0,,11.0,,54.0,41.0,1.0,20.0,8.0,1.0,,43.0,14.0,5.0,,,,,,138.0,,,,,,,14.0,,1.0,1.0,8.0,,12.0,12.0,1.0,1.0,50.0,68.0,26.0,4.0,,2.0,2.0,1.0,275.0,2.0,2.0,,57.0,40.0,13.0,,,,,,146.0,146.0,2.0,25.0,15.0,29.7,,,,,18.0,0.0,64.0,2.0,,2.0,,,,2.0,,3.0,51.0,194.0,8.0,4.0,154.0,29.0,20.0,12.0,4.0,8.0,4.0,,87.0,9.0,160.0,1.0,,25.0,1.0,60.0,4.0,306.0,1.0,0.0,5.0,23.0,1.0,22.0,0.0,479.0,10.0,14.0,4.0,4.0,15.0,0.0
987957,37,2019-05-05 14:00:00,38,Huddersfield,Home,115.0,16.0,,,,4.0,,119.0,5.0,,5.0,3.0,3.0,20.0,234.0,,,18.0,12.0,12.0,4.0,1.0,3.0,,,,1.0,,,,1.0,6.0,,,,,,7.0,12.0,11.0,5.0,2.0,47.0,58.0,2.0,1.0,1.0,,22.0,2.0,10.0,,,3.0,4.0,1.0,,6.0,3.0,47.0,45.0,,20.0,8.0,2.0,,53.0,10.0,10.0,1.0,,3.0,2.0,1.0,148.0,1.0,,1.0,1.0,,1.0,12.0,1.0,1.0,,8.0,,9.0,9.0,2.0,5.0,76.0,67.0,31.0,7.0,,1.0,5.0,3.0,301.0,6.0,,,55.0,55.0,18.0,,,,,,145.0,145.0,3.0,24.0,18.0,35.8,,,1.0,1.0,22.0,0.0,61.0,3.0,3.0,6.0,,,3.0,2.0,,2.0,68.0,218.0,13.0,6.0,139.0,31.0,20.0,14.0,2.0,9.0,7.0,4.0,114.0,9.0,202.0,1.0,,19.0,3.0,55.0,2.0,332.0,,0.0,7.0,18.0,,25.0,1.0,506.0,13.0,14.0,5.0,4.0,9.0,0.0
987969,38,2019-05-12 15:00:00,38,Huddersfield,Away,123.0,18.0,2.0,3.0,1.0,4.0,,134.0,2.0,1.0,,8.0,6.0,23.0,254.0,,,28.0,40.0,24.0,4.0,2.0,,,,,,,,1.0,,7.0,,,,,1.0,4.0,4.0,6.0,3.0,7.0,61.0,63.0,1.0,1.0,1.0,2.0,22.0,3.0,13.0,,,3.0,6.0,3.0,,10.0,1.0,71.0,64.0,2.0,26.0,13.0,,,54.0,6.0,8.0,1.0,,3.0,2.0,,181.0,,,,,,,6.0,1.0,1.0,,13.0,,10.0,10.0,2.0,,75.0,80.0,23.0,4.0,,3.0,3.0,3.0,368.0,4.0,1.0,,79.0,81.0,20.0,,,,,,178.0,178.0,3.0,24.0,27.0,46.3,,,1.0,1.0,22.0,0.0,71.0,1.0,1.0,2.0,,,,4.0,,2.0,63.0,245.0,8.0,6.0,156.0,44.0,26.0,7.0,3.0,14.0,11.0,,103.0,12.0,246.0,1.0,1.0,37.0,6.0,78.0,2.0,388.0,,0.0,10.0,27.0,,33.0,1.0,579.0,7.0,13.0,5.0,3.0,13.0,0.0
