season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385498,1,4,Newcastle_United,Home,42209,67089,Martin Dúbravka,martin-dubravka,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385498,1,4,Newcastle_United,Home,162653,98747,Nick Pope,nick-pope,G,False,,1.0,2.0,1.0,7.0,8.0,,,9.0,,,,,,,,,,,,0.00017713,0.0,0.0,,,,,1.0,,,,,90.0,,,,,,,,4.0,,6.9,,,,,1.0,,,1.0,6.0,,5.0,7.0,12.0,0,,24.0,,,,
2022-23,10385743,2,4,Newcastle_United,Away,42209,67089,Martin Dúbravka,martin-dubravka,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385743,2,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,2.0,6.0,6.0,2.0,8.0,,,10.0,,,,,,,,,,,,0.00423945,0.0,0.0,,,,1.0792,,,,,,90.0,,,,,,,,14.0,,8.2,4.0,5.0,,,1.0,,,2.0,19.0,,19.0,2.0,21.0,0,,34.0,,,,
2022-23,10385532,3,4,Newcastle_United,Home,42209,67089,Martin Dúbravka,martin-dubravka,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385532,3,4,Newcastle_United,Home,162653,98747,Nick Pope,nick-pope,G,False,,2.0,8.0,6.0,3.0,9.0,,,11.0,,,,,,,,,1.0,,,0.00266567,0.0,0.0,,,,0.9675,2.0,,,,,90.0,,,,,,,,14.0,1.0,7.7,4.0,7.0,,,1.0,,,2.0,22.0,,16.0,7.0,23.0,0,,40.0,,,,
2022-23,10385568,4,4,Newcastle_United,Away,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385568,4,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,3.0,1.0,1.0,11.0,12.0,,,11.0,,,,,,,,,,,,0.00011319,0.0,0.0,,,,-0.7118,,,,,,90.0,,,,,,,,4.0,,6.8,2.0,3.0,,,2.0,,,3.0,5.0,,3.0,13.0,16.0,0,,31.0,,,,
2022-23,10385582,5,4,Newcastle_United,Away,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385582,5,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,2.0,11.0,10.0,1.0,11.0,,1.0,18.0,,,,1.0,,,,1.0,1.0,,,0.0050864,0.0,0.0,,,,-0.8686,6.0,,,,,90.0,,,,,,,,25.0,,6.6,3.0,4.0,,,2.0,,,2.0,35.0,,34.0,2.0,36.0,0,,50.0,,,,
2022-23,10385608,6,4,Newcastle_United,Home,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385608,6,4,Newcastle_United,Home,162653,98747,Nick Pope,nick-pope,G,False,,,1.0,,7.0,7.0,,,9.0,,,,,,,,,,,,0.00042544,0.0,0.0,,,,1.324,,,,,,90.0,,,,,,,,3.0,2.0,9.0,5.0,9.0,,,3.0,,,,3.0,,2.0,7.0,9.0,0,,29.0,,,,
2022-23,11077467,7,4,Newcastle_United,Away,42209,67089,Martin Dúbravka,martin-dubravka,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077467,7,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,1.0,7.0,4.0,9.0,13.0,,1.0,6.0,,,,,,1.0,,,1.0,1.0,,0.00075872,0.0,0.0,,,,-0.1565,2.0,,,1.0,,90.0,,,,,,,,7.0,2.0,6.2,,1.0,,,2.0,,,1.0,14.0,,8.0,12.0,20.0,0,,31.0,,,,
2022-23,10385624,8,4,Newcastle_United,Home,162653,98747,Nick Pope,nick-pope,G,False,,,1.0,,12.0,12.0,,,6.0,,,,,,,,,,,,5.618e-05,0.0,0.0,,,,-0.2706,,,,,,90.0,,,,,,,,1.0,,6.5,,2.0,,,,,,,2.0,,1.0,12.0,13.0,0,,20.0,,,,
2022-23,10385624,8,4,Newcastle_United,Home,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385749,9,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,,,,12.0,12.0,,,9.0,,,,,,,,,,,,3.81e-05,0.0,0.0,,,,-0.0914,1.0,,,,,90.0,,,,,,,,3.0,,6.3,,,,,,,,,2.0,,2.0,13.0,15.0,0,,24.0,,,,
2022-23,10385749,9,4,Newcastle_United,Away,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385689,10,4,Newcastle_United,Home,162653,98747,Nick Pope,nick-pope,G,False,,1.0,2.0,1.0,8.0,9.0,,,7.0,,,,,,,,,,,,0.00019608,0.0,0.0,,,,0.5993,,,,,,90.0,,,,,1.0,,,9.0,,7.0,1.0,2.0,,,2.0,,,1.0,11.0,,8.0,10.0,18.0,0,,28.0,,,,
2022-23,10385689,10,4,Newcastle_United,Home,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385693,11,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,,5.0,4.0,13.0,17.0,,,8.0,,,,1.0,,,,1.0,,,,0.00035287,0.0,0.0,,,,0.1576,,,,,,90.0,,,,,,,,13.0,,7.1,2.0,2.0,,,,,,,18.0,,16.0,14.0,30.0,0,,37.0,,,,
2022-23,10385693,11,4,Newcastle_United,Away,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385715,12,4,Newcastle_United,Home,162653,98747,Nick Pope,nick-pope,G,False,,2.0,2.0,1.0,6.0,7.0,,,8.0,,,,,,,,,,,,0.00026356,0.0,0.0,,,,,1.0,,,,,90.0,,,,,,,,5.0,,6.9,,,,,1.0,,,2.0,7.0,,6.0,6.0,12.0,0,,21.0,,,,
2022-23,10385715,12,4,Newcastle_United,Home,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385365,13,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,3.0,9.0,6.0,5.0,11.0,,,14.0,,,,,,,,,,,,0.00092171,0.0,0.0,,,,-0.4623,,,,,,90.0,,,,,,,,14.0,1.0,6.9,2.0,3.0,,,2.0,,,3.0,23.0,,19.0,6.0,25.0,0,,40.0,,,,
2022-23,10385365,13,4,Newcastle_United,Away,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385362,14,4,Newcastle_United,Home,162653,98747,Nick Pope,nick-pope,G,False,,1.0,4.0,1.0,5.0,6.0,,,8.0,,,,,,,,,,,,9.295e-05,0.0,0.0,,,,,1.0,,,,,90.0,,,,,,,,7.0,,7.0,,,,,,,,1.0,10.0,,6.0,6.0,12.0,0,,21.0,,,,
2022-23,10385362,14,4,Newcastle_United,Home,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385371,15,4,Newcastle_United,Away,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385371,15,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,,5.0,1.0,7.0,8.0,,,14.0,,,,,,,,,,,1.0,9.195e-05,0.0,0.0,,,,0.6049,2.0,,,,,90.0,,,,,,,,10.0,1.0,6.9,1.0,4.0,,,1.0,,,,15.0,,10.0,8.0,18.0,0,,39.0,,,,
2022-23,10385381,16,4,Newcastle_United,Home,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
