playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,totalTackles,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,penaltyGoalsConceded,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goalAssists,starts,goals,offsides,awayGoals,cleanSheets,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,goalsConcededOutsideBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,homeGoals,penaltiesTaken,rightFootGoals,leftFootGoals,unsuccessfulDribbles,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,successfulDribbles,interceptions,penaltyGoals,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,throughBalls,foulWonPenalty,shotsOnTargetOutsideBox,successfulLaunches,oboxTarget,redCards2ndYellow,handballsConceded,penaltiesConceded,ownGoalScored,clearancesOffTheLine,hitWoodwork,expectedGoalsFreekick,cornersTakenInclShortCorners,throwInsToOppositionPlayer,freekickTotal,attemptsFromSetPieces,headedGoals,setPiecesGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,secondGoalAssists,penaltiesSaved,penaltiesFaced,savesFromPenalty,drops,crossesNotClaimed
234483,Aiden O'Neill,Midfielder,Burnley,90,Australia,2016-17,6.0,0.0194,0.0,1.0,2.0,9.0,3.0,2.0,10.0,1.0,51.0,1.0,3.0,2.0,83.0,1.0,3.0,5.0,2.0,39.0,1.0,4.0084,1.0,4.0,5.0,15.0,0.0,9.0,3.0,12.0,5.0,3.0,1.0,17.0,4.0,1.0,7.0,1.0,0.0,51.0,1.0,11.0,1.0,1.0,11.0,1.0,2.0,13.0,60.0,1.0,1.0,24.0,0.0413,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60551,Ashley Westwood,Midfielder,Burnley,90,England,2016-17,22.0,0.1897,0.0,,7.0,38.0,9.0,3.0,56.0,2.0,257.0,,3.0,9.0,550.0,4.0,13.0,8.0,8.0,188.0,1.0,6.2685,12.0,9.0,18.0,66.0,0.0,35.0,6.0,97.0,41.0,9.0,3.0,113.0,9.0,2.0,26.0,5.0,0.0,256.0,,64.0,4.0,4.0,62.0,8.0,13.0,32.0,312.0,,9.0,88.0,0.0588,3.0,18.0,7.0,,,,2.0,,6.0,,,,1.0,,,,,,,5.0,,1.0,,,,,,2.0,,2.0,,6.0,,,2.0,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15982,Dean Marney,Midfielder,Burnley,90,England,2016-17,88.0,0.3965,0.0,2.0,36.0,88.0,21.0,12.0,144.0,5.0,731.0,1.0,,25.0,1770.0,13.0,70.0,27.0,58.0,517.0,2.0,31.0432,29.0,28.0,75.0,188.0,0.0,158.0,15.0,224.0,86.0,21.0,11.0,293.0,25.0,5.0,133.0,12.0,0.0,720.0,2.0,178.0,25.0,16.0,226.0,35.0,70.0,93.0,939.0,1.0,13.0,295.0,0.3633,7.0,56.0,34.0,1.0,3.0,0.7642,10.0,2.0,21.0,1.0,,0.0,3.0,1.0,,,,3.0,9.0,3.0,1.0,20.0,1.0,,1.0,,1.0,8.0,1.0,7.0,3.0,27.0,,,6.0,29.0,1.0,,2.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95508,Fredrik Ulvestad,Midfielder,Burnley,90,Norway,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83314,Jeff Hendrick,Midfielder,Burnley,90,Ireland,2016-17,160.0,0.7717,1.0,12.0,33.0,167.0,32.0,26.0,224.0,13.0,1005.0,10.0,1.0,76.0,2695.0,41.0,125.0,44.0,90.0,714.0,2.0,43.1603,32.0,45.0,119.0,241.0,1.0,285.0,17.0,291.0,161.0,32.0,14.0,419.0,41.0,13.0,209.0,35.0,1.0,976.0,5.0,324.0,19.0,11.0,268.0,44.0,67.0,205.0,1363.0,10.0,32.0,366.0,1.1348,6.0,57.0,58.0,3.0,6.0,1.7424,19.0,1.0,31.0,2.0,4.0,0.0,8.0,4.0,2.0,2.0,1.0,4.0,21.0,12.0,2.0,37.0,2.0,,1.0,,18.0,43.0,2.0,13.0,24.0,38.0,,,4.0,22.0,,,2.0,7.0,2.0,,,,,,,0.0539,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
15276,Joey Barton,Midfielder,Burnley,90,England,2016-17,83.0,0.7315,0.0,5.0,43.0,105.0,14.0,9.0,155.0,6.0,576.0,4.0,2.0,50.0,1104.0,21.0,95.0,30.0,66.0,371.0,2.0,15.8614,19.0,16.0,62.0,128.0,1.0,178.0,18.0,214.0,92.0,14.0,12.0,234.0,15.0,6.0,128.0,29.0,0.0,564.0,6.0,192.0,31.0,3.0,154.0,20.0,50.0,80.0,774.0,4.0,23.0,190.0,0.5186,4.0,50.0,31.0,3.0,3.0,0.6653,7.0,,12.0,1.0,,0.0,4.0,3.0,,,1.0,1.0,4.0,9.0,1.0,17.0,1.0,,1.0,,1.0,17.0,1.0,4.0,6.0,20.0,,,1.0,12.0,3.0,,2.0,3.0,2.0,,1.0,,,,,0.3075,,,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,
15944,Michael Kightly,Midfielder,Burnley,90,England,2016-17,8.0,0.0974,0.0,,4.0,6.0,5.0,3.0,9.0,6.0,28.0,,4.0,3.0,103.0,2.0,7.0,4.0,6.0,18.0,,1.5845,2.0,1.0,6.0,5.0,0.0,15.0,4.0,10.0,6.0,5.0,,11.0,1.0,12.0,12.0,1.0,0.0,28.0,2.0,24.0,4.0,,3.0,2.0,1.0,10.0,57.0,,1.0,9.0,0.074,0.0,3.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,2.0,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,4.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,
90517,Robert Brady,Midfielder,Burnley,90,Ireland,2016-17,50.0,1.9912,0.0,5.0,22.0,42.0,14.0,5.0,71.0,27.0,222.0,5.0,7.0,16.0,716.0,7.0,52.0,18.0,43.0,131.0,1.0,10.0215,7.0,11.0,43.0,60.0,0.0,102.0,14.0,94.0,50.0,14.0,5.0,137.0,11.0,41.0,86.0,9.0,0.0,203.0,8.0,152.0,17.0,2.0,30.0,8.0,20.0,38.0,432.0,5.0,10.0,35.0,0.8428,1.0,29.0,15.0,5.0,3.0,0.574,14.0,2.0,7.0,1.0,,0.0,1.0,21.0,1.0,1.0,2.0,,18.0,15.0,,15.0,1.0,,,1.0,5.0,22.0,,11.0,7.0,10.0,,4.0,4.0,6.0,,,1.0,4.0,1.0,,,,,,1.0,0.4583,27.0,,7.0,7.0,,1.0,15.0,11.0,,,,,,,,,,,,,,,,,
39158,Scott Arfield,Midfielder,Burnley,90,Canada,2016-17,172.0,2.1459,0.0,18.0,36.0,146.0,31.0,22.0,193.0,14.0,620.0,14.0,8.0,63.0,2104.0,40.0,88.0,76.0,65.0,404.0,,33.9341,28.0,36.0,132.0,146.0,1.0,260.0,50.0,247.0,136.0,31.0,8.0,305.0,31.0,38.0,197.0,23.0,0.0,606.0,11.0,323.0,28.0,7.0,106.0,37.0,23.0,121.0,1043.0,14.0,25.0,154.0,3.1235,3.0,47.0,34.0,5.0,7.0,2.3946,26.0,,23.0,1.0,3.0,0.0,4.0,32.0,4.0,4.0,1.0,5.0,50.0,34.0,4.0,17.0,1.0,,,1.0,16.0,44.0,4.0,19.0,15.0,33.0,,2.0,13.0,23.0,3.0,1.0,2.0,5.0,2.0,,,,,1.0,,0.4437,45.0,1.0,5.0,5.0,,,25.0,19.0,,,,,,,,,,,,1.0,,,,,
39847,Steven Defour,Midfielder,Burnley,90,Belgium,2016-17,56.0,1.1408,0.0,2.0,19.0,69.0,21.0,16.0,103.0,15.0,521.0,1.0,5.0,11.0,1078.0,10.0,41.0,28.0,40.0,373.0,,14.4059,11.0,13.0,46.0,201.0,0.0,97.0,15.0,147.0,93.0,21.0,4.0,225.0,11.0,45.0,86.0,1.0,0.0,500.0,7.0,181.0,15.0,4.0,97.0,14.0,45.0,76.0,743.0,1.0,15.0,216.0,0.5421,1.0,34.0,20.0,5.0,6.0,1.377,6.0,3.0,16.0,1.0,2.0,0.0,,23.0,2.0,2.0,1.0,2.0,7.0,20.0,1.0,8.0,1.0,,1.0,,4.0,13.0,1.0,,13.0,32.0,,,16.0,12.0,1.0,,3.0,4.0,3.0,,1.0,,,,,0.1077,38.0,,2.0,2.0,,,15.0,23.0,,,,,,,,,,,,,,,,,
