playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,winningGoal,homeGoals,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,successfulLongPasses,timePlayed,touches,goalsConcededOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,duelsLost,penaltiesSaved,fiftyFifty,totalTackles,unsuccessfulShortPasses,successfulFiftyFifty,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,aerialDuelsLost,duelsWon,groundDuelsWon,savesFromPenalty,punches,penaltyGoalsConceded,totalClearances,totalFoulsWon,duels,goalkeeperSmother,drops,crossesNotClaimed,groundDuels,aerialDuelsWon,tacklesWon,leftsidePasses,interceptions,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,goalAssists,unsuccessfulCrossesOpenPlay,offsides,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,penaltiesConceded,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,hitWoodwork,foulAttemptedTackle,handballsConceded,expectedGoals,expectedGoalsFreekick,blockedShots,successfulLayoffs,oboxBlocked,cornersTakenInclShortCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,shotsBlockedInBox,freekickTotal,iboxBlocked,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,substituteOff,shotsBlockedOutsideBox,goals,headedGoals,lastPlayerTackle,otherGoals,throughBalls,successfulCornersIntoBox,rightFootGoals,penaltiesTaken,penaltyGoals,secondGoalAssists,leftFootGoals,setPiecesGoals,foulWonPenalty,redCards2ndYellow
19419,Gary Cahill,Defender,Bournemouth,91,England,2020-21,30.3647,2.0,1.0202,39.0,0.0,,213.0,,1.0,0.0,315.0,64.0,20.0,,20.0,164.0,20.0,30.0,131.0,746.0,1.0,,0.0,,720.0,141.0,,,48.0,1800.0,945.0,9.0,12.0,451.0,567.0,,3.0,49.0,53.0,,30.0,13.0,82.0,15.0,,107.0,4.0,,38.0,86.0,17.0,,,,86.0,3.0,139.0,,,,32.0,69.0,9.0,175.0,13.0,54.0,,3.0,,0.2531,8.0,1.0,,3.0,,,,,8.0,27.0,1.0,7.0,15.0,5.0,,4.0,,,1.0,5.0,1.0,1.0,22.0,12.0,43.0,,,5.0,,0.7272,,3.0,,,,2.0,2.0,,3.0,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,
244723,Tyrick Mitchell,Defender,Crystal Palace,31,England,2020-21,23.6647,16.0,0.544,32.0,0.0,,120.0,,1.0,1.0,382.0,95.0,19.0,,19.0,243.0,19.0,25.0,181.0,599.0,0.0,,0.0,,593.0,288.0,,,29.0,1710.0,1076.0,7.0,32.0,180.0,389.0,,1.0,61.0,58.0,,52.0,65.0,120.0,26.0,,26.0,4.0,,15.0,98.0,87.0,,,3.0,46.0,11.0,156.0,,,,130.0,11.0,35.0,37.0,21.0,72.0,5.0,2.0,1.0,1.023,2.0,1.0,22.0,,,,5.0,1.0,55.0,7.0,47.0,2.0,43.0,18.0,,30.0,7.0,22.0,19.0,,4.0,11.0,10.0,8.0,60.0,134.0,,5.0,1.0,0.8446,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,
58786,Martin Kelly,Defender,Salford City,3448,England,2020-21,,,,,0.0,,,,0.0,0.0,2.0,1.0,1.0,,1.0,,,,1.0,3.0,0.0,,0.0,,3.0,1.0,,,,1.0,4.0,,,2.0,2.0,,0.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221272,Sam Woods,Defender,Bromley,2050,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223824,Reece Hannam,Defender,Crystal Palace U21,18257,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66975,Luka Milivojevic,Midfielder,Crystal Palace,31,Serbia,2020-21,37.6914,5.0,1.5512,47.0,1.0,,273.0,,1.0,1.0,496.0,157.0,31.0,,31.0,508.0,27.0,37.0,220.0,1294.0,0.0,,1.0,,1231.0,290.0,,,75.0,2363.0,1668.0,10.0,29.0,580.0,999.0,,8.0,66.0,116.0,,73.0,65.0,154.0,37.0,,53.0,5.0,,20.0,139.0,106.0,,,2.0,46.0,33.0,255.0,,,,202.0,33.0,34.0,347.0,35.0,65.0,1.0,7.0,2.0,2.7758,13.0,1.0,5.0,,4.0,5.0,14.0,,39.0,9.0,1.0,20.0,96.0,23.0,5.0,31.0,6.0,24.0,25.0,6.0,5.0,8.0,6.0,38.0,178.0,3.0,,21.0,1.0,2.4102,0.5505,6.0,7.0,6.0,23.0,1.0,1.0,,,7.0,,7.0,15.0,,8.0,6.0,1.0,,,,2.0,6.0,1.0,2.0,1.0,,,,,
55037,Cheikhou Kouyaté,Midfielder,Nottingham Forest,17,Senegal,2020-21,46.5779,26.0,0.3164,56.0,0.0,,203.0,,0.0,1.0,562.0,176.0,36.0,,36.0,230.0,35.0,48.0,291.0,1279.0,0.0,,0.0,,1218.0,322.0,,,89.0,3123.0,1676.0,8.0,80.0,759.0,899.0,,4.0,145.0,118.0,,95.0,58.0,146.0,45.0,,141.0,8.0,,57.0,166.0,82.0,,,3.0,123.0,15.0,284.0,,,,143.0,84.0,37.0,405.0,32.0,119.0,1.0,2.0,,0.1622,5.0,,2.0,,1.0,,1.0,,34.0,24.0,,8.0,61.0,16.0,,21.0,2.0,2.0,10.0,3.0,2.0,10.0,26.0,36.0,109.0,3.0,1.0,21.0,,0.682,,2.0,2.0,,,1.0,1.0,,2.0,,2.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,
60252,Andros Townsend,Midfielder,Luton Town U21,20354,England,2020-21,30.07,2.0,3.9109,37.0,0.0,,88.0,,0.0,0.0,246.0,177.0,34.0,,34.0,394.0,25.0,30.0,185.0,703.0,1.0,,0.0,,677.0,431.0,,,18.0,2259.0,1381.0,7.0,18.0,179.0,500.0,,0.0,42.0,177.0,,79.0,78.0,143.0,44.0,,22.0,5.0,,19.0,178.0,175.0,,,3.0,13.0,54.0,355.0,,,,333.0,3.0,41.0,207.0,41.0,45.0,26.0,11.0,7.0,1.5838,24.0,5.0,58.0,2.0,9.0,10.0,55.0,,83.0,35.0,1.0,35.0,158.0,47.0,10.0,37.0,29.0,100.0,85.0,13.0,18.0,44.0,2.0,28.0,162.0,5.0,,15.0,4.0,2.2547,0.2366,12.0,9.0,7.0,56.0,,,1.0,5.0,4.0,5.0,4.0,29.0,,9.0,7.0,1.0,,,,2.0,21.0,1.0,,,1.0,,,,
86417,Jeffrey Schlupp,Midfielder,Crystal Palace,31,Ghana,2020-21,21.5223,3.0,1.0002,26.0,0.0,,78.0,,1.0,2.0,137.0,65.0,27.0,,27.0,192.0,15.0,21.0,104.0,399.0,0.0,,0.0,,391.0,243.0,,,11.0,1425.0,752.0,5.0,8.0,109.0,284.0,,3.0,16.0,161.0,,53.0,29.0,88.0,33.0,,75.0,,,45.0,107.0,77.0,,,,11.0,17.0,268.0,,,,193.0,30.0,16.0,107.0,22.0,19.0,6.0,10.0,5.0,2.1374,14.0,3.0,24.0,,12.0,2.0,6.0,,29.0,49.0,1.0,15.0,116.0,16.0,2.0,13.0,33.0,24.0,74.0,4.0,16.0,31.0,8.0,25.0,77.0,4.0,,19.0,,1.9159,,4.0,5.0,2.0,,6.0,6.0,1.0,2.0,,2.0,,,,10.0,2.0,2.0,,,,,,1.0,,,,1.0,,,
50471,James McArthur,Midfielder,Crystal Palace,31,Scotland,2020-21,20.2124,8.0,0.7056,26.0,0.0,,139.0,,0.0,0.0,262.0,114.0,18.0,,18.0,303.0,17.0,20.0,141.0,772.0,0.0,,0.0,,728.0,184.0,,,35.0,1471.0,1034.0,6.0,19.0,330.0,596.0,,3.0,40.0,84.0,,61.0,57.0,101.0,29.0,,34.0,3.0,,13.0,106.0,85.0,,,1.0,28.0,14.0,190.0,,,,156.0,21.0,32.0,230.0,23.0,43.0,2.0,,,,4.0,2.0,8.0,,1.0,,2.0,,47.0,18.0,,13.0,71.0,25.0,,25.0,4.0,8.0,15.0,4.0,2.0,14.0,3.0,32.0,141.0,10.0,,24.0,,0.3368,,2.0,8.0,1.0,,,,,1.0,,1.0,,,,6.0,1.0,,,,,,,,,,,,,,
50472,James McCarthy,Midfielder,Celtic,61,Ireland,2020-21,10.7963,1.0,0.3929,15.0,0.0,,69.0,,0.0,0.0,113.0,58.0,16.0,,16.0,118.0,10.0,12.0,78.0,331.0,0.0,,0.0,,325.0,96.0,,,24.0,823.0,432.0,3.0,15.0,140.0,229.0,,1.0,28.0,27.0,,24.0,17.0,50.0,11.0,,15.0,,,6.0,32.0,23.0,,,1.0,11.0,4.0,59.0,,,,44.0,9.0,12.0,83.0,8.0,30.0,2.0,,,,,,2.0,,6.0,,5.0,,10.0,1.0,,5.0,21.0,7.0,,5.0,1.0,6.0,2.0,,,2.0,7.0,6.0,66.0,,,6.0,,0.0138,,1.0,3.0,1.0,6.0,,,,,,,,3.0,,8.0,1.0,,,,,,3.0,,,,,,,,
232413,Eberechi Eze,Midfielder,Arsenal,3,England,2020-21,40.0966,,2.8186,51.0,0.0,,353.0,,2.0,3.0,314.0,178.0,34.0,,34.0,613.0,29.0,43.0,172.0,1088.0,1.0,,0.0,,1022.0,398.0,,,25.0,2562.0,1649.0,8.0,3.0,326.0,891.0,,3.0,30.0,153.0,,78.0,27.0,142.0,32.0,,41.0,3.0,,29.0,175.0,163.0,,,3.0,7.0,72.0,328.0,,,,287.0,12.0,14.0,144.0,24.0,30.0,5.0,13.0,7.0,3.0549,26.0,6.0,19.0,1.0,5.0,6.0,23.0,,41.0,43.0,,37.0,124.0,16.0,6.0,13.0,54.0,63.0,91.0,13.0,11.0,64.0,3.0,18.0,277.0,6.0,2.0,9.0,4.0,2.2493,0.2594,11.0,24.0,6.0,63.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,35.0,,10.0,6.0,4.0,,,,1.0,15.0,3.0,,,,1.0,1.0,,
450542,Jesurun Rak-Sakyi,Midfielder,Crystal Palace U21,18257,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173954,Jairo Riedewald,Midfielder,Sheffield United,49,Netherlands,2020-21,31.4198,3.0,0.7595,39.0,0.0,,169.0,,0.0,0.0,189.0,98.0,33.0,,33.0,283.0,19.0,33.0,91.0,630.0,2.0,,0.0,,625.0,139.0,,,17.0,1817.0,857.0,6.0,6.0,256.0,522.0,,4.0,13.0,62.0,,50.0,34.0,78.0,27.0,,21.0,2.0,,9.0,65.0,53.0,,,2.0,23.0,6.0,127.0,,,,106.0,12.0,15.0,174.0,29.0,29.0,,2.0,1.0,0.3214,5.0,,2.0,,14.0,,,,40.0,15.0,,12.0,53.0,32.0,,19.0,6.0,2.0,15.0,3.0,2.0,13.0,7.0,21.0,98.0,2.0,,15.0,3.0,0.55,,3.0,12.0,2.0,,,,,1.0,,1.0,,,,9.0,2.0,2.0,,,,,,,,,,2.0,,,
80146,Jordan Ayew,Forward,Leicester City,13,Ghana,2020-21,35.0139,,1.3839,42.0,0.0,,111.0,,0.0,1.0,145.0,108.0,33.0,,33.0,316.0,23.0,36.0,121.0,633.0,0.0,,0.0,,625.0,339.0,,,10.0,2097.0,1149.0,6.0,5.0,200.0,502.0,,4.0,12.0,263.0,,118.0,37.0,109.0,51.0,,126.0,4.0,,95.0,181.0,150.0,,,3.0,10.0,63.0,444.0,,,,318.0,31.0,26.0,163.0,17.0,35.0,4.0,11.0,11.0,1.6781,14.0,3.0,27.0,5.0,10.0,3.0,4.0,,55.0,58.0,,10.0,168.0,25.0,3.0,11.0,37.0,27.0,97.0,3.0,22.0,52.0,2.0,45.0,214.0,2.0,,26.0,1.0,2.209,,12.0,29.0,4.0,,7.0,7.0,1.0,8.0,,8.0,,,,11.0,4.0,1.0,,,,1.0,,1.0,,,,,,,
82403,Wilfried Zaha,Forward,Galatasaray,208,Cote d’Ivoire,2020-21,41.4756,,3.8534,52.0,0.0,,274.0,,4.0,5.0,152.0,102.0,30.0,,30.0,421.0,29.0,42.0,159.0,734.0,6.0,,0.0,,727.0,458.0,,,10.0,2614.0,1369.0,10.0,4.0,160.0,565.0,,6.0,16.0,215.0,,123.0,26.0,143.0,44.0,,35.0,6.0,,26.0,177.0,168.0,,,3.0,1.0,88.0,392.0,,,,357.0,9.0,18.0,118.0,9.0,24.0,6.0,20.0,12.0,7.2649,37.0,2.0,35.0,22.0,1.0,2.0,6.0,,56.0,167.0,,28.0,189.0,22.0,2.0,8.0,61.0,35.0,139.0,17.0,28.0,54.0,,32.0,190.0,5.0,2.0,13.0,1.0,8.0779,,23.0,17.0,4.0,1.0,7.0,7.0,4.0,19.0,,19.0,,,,2.0,4.0,11.0,,,,2.0,,10.0,2.0,2.0,,1.0,,1.0,
231747,Jean-Philippe Mateta,Forward,Crystal Palace,31,France,2020-21,4.4068,,0.0475,4.0,0.0,,14.0,,0.0,0.0,13.0,5.0,7.0,,7.0,18.0,2.0,4.0,18.0,47.0,1.0,,0.0,,46.0,38.0,,,,217.0,85.0,,,11.0,29.0,,0.0,,26.0,,16.0,1.0,18.0,8.0,,26.0,,,13.0,18.0,5.0,,,,2.0,1.0,44.0,,,,18.0,13.0,1.0,9.0,,5.0,,2.0,,0.4886,3.0,,1.0,5.0,5.0,,,,3.0,8.0,,1.0,13.0,1.0,,,3.0,1.0,8.0,1.0,,3.0,,3.0,11.0,,,2.0,,0.3109,,1.0,3.0,,,1.0,1.0,,1.0,,1.0,,,,2.0,,1.0,,,,,,1.0,,,,,,,
54861,Christian Benteke,Forward,Crystal Palace,31,Belgium,2020-21,26.7252,,0.9538,34.0,1.0,,135.0,,2.0,3.0,161.0,45.0,30.0,,30.0,254.0,21.0,28.0,238.0,575.0,7.0,,0.0,,564.0,344.0,,,8.0,1818.0,906.0,6.0,3.0,84.0,329.0,,1.0,7.0,232.0,,79.0,15.0,231.0,43.0,,361.0,4.0,,156.0,255.0,50.0,,,,39.0,20.0,487.0,,,,126.0,205.0,7.0,157.0,4.0,43.0,1.0,34.0,3.0,7.9015,61.0,1.0,2.0,14.0,9.0,3.0,1.0,,20.0,123.0,,14.0,76.0,11.0,3.0,8.0,11.0,2.0,38.0,27.0,11.0,16.0,6.0,35.0,122.0,1.0,3.0,12.0,2.0,8.2237,,10.0,40.0,2.0,,21.0,21.0,13.0,8.0,,8.0,,,,9.0,2.0,10.0,6.0,,,,,2.0,,,,2.0,,,1.0
59125,Connor Wickham,Forward,Charlton Athletic,33,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94245,Michy Batshuayi,Forward,Eintracht Frankfurt,159,Belgium,2020-21,10.7307,,0.9704,15.0,0.0,,38.0,,0.0,1.0,35.0,15.0,18.0,,18.0,76.0,7.0,11.0,48.0,167.0,1.0,,0.0,,155.0,109.0,,,2.0,722.0,295.0,4.0,,44.0,117.0,,0.0,1.0,62.0,,35.0,5.0,47.0,17.0,,27.0,,,16.0,32.0,21.0,,,,5.0,5.0,94.0,,,,67.0,11.0,3.0,44.0,3.0,12.0,1.0,6.0,3.0,1.7539,10.0,1.0,4.0,11.0,11.0,2.0,1.0,,15.0,33.0,,8.0,46.0,6.0,2.0,2.0,6.0,4.0,28.0,4.0,5.0,11.0,1.0,12.0,50.0,2.0,,3.0,1.0,1.5639,,2.0,6.0,,,2.0,2.0,4.0,2.0,,2.0,,,,5.0,,2.0,,,,,,,,,,2.0,,1.0,
