playerId,playerName,position,team,nationality,season,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,putthroughBlockedDistribution,keyPassesAttemptAssists,totalFoulsWon,putthroughBlockedDistributionWon,drops,crossesNotClaimed,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,shotsBlockedInBox,groundDuelsLost,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,totalFoulsConceded,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,expectedGoalsFreekick,throughBalls,goals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,oboxTarget,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,handballsConceded,penaltiesConceded,headedGoals,hitWoodwork,setPiecesGoals,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,foulWonPenalty,secondGoalAssists
79228,Pape Souaré,Defender,Ebbsfleet United,Senegal,2017-18,0.0021,0.0,,,1.0,,1.0,9.0,,,,,8.0,,,,8.0,,,,,,,5.0,,,,1.0,,1.0,5.0,,,,0.0,,9.0,2.0,,,,1.0,,,11.0,,3.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
201084,Timothy Fosu-Mensah,Defender,Bayer 04 Leverkusen,Netherlands,2017-18,0.4493,0.0,,,21.0,17.0,156.0,612.0,,41.0,2.0,,1594.0,85.0,6.0,66.0,424.0,,1.0,27.5572,10.0,66.0,29.0,52.0,,151.0,,301.0,97.0,21.0,233.0,23.0,110.0,19.0,0.0,,604.0,243.0,11.0,,,200.0,31.0,32.0,992.0,54.0,227.0,,2.0,85.0,36.0,71.0,21.0,6.0,13.0,8.0,,,66.0,4.0,2.0,,,42.0,6.0,,3.0,13.0,,4.0,,,22.0,6.0,38.0,,1.0,44.0,9.0,7.0,13.0,1.0,6.0,4.0,33.0,9.0,18.0,,59.0,76.0,2.0,13.0,0.232,,,,1.0,4.0,,,,,,,,,,1.0,,,,,,,,,,
7906,Damien Delaney,Defender,Crystal Palace,Ireland,2017-18,0.0122,0.0,,,2.0,1.0,8.0,38.0,,4.0,,,95.0,3.0,,3.0,27.0,,,3.6539,1.0,7.0,5.0,4.0,,7.0,,27.0,6.0,2.0,9.0,5.0,3.0,,0.0,,37.0,9.0,1.0,,,6.0,3.0,3.0,60.0,4.0,21.0,,0.0,5.0,3.0,3.0,2.0,,,1.0,,,4.0,,,,,2.0,,,,,,,,,4.0,,,,,,1.0,,,,,,1.0,4.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
214590,Aaron Wan-Bissaka,Defender,West Ham United,DR Congo,2017-18,0.3583,0.0,,,7.0,7.0,55.0,203.0,,19.0,2.0,,628.0,55.0,3.0,46.0,143.0,,,8.9186,3.0,33.0,10.0,14.0,,79.0,,114.0,38.0,7.0,93.0,7.0,60.0,9.0,0.0,,202.0,114.0,13.0,,,50.0,15.0,5.0,444.0,17.0,59.0,,1.0,23.0,20.0,32.0,23.0,3.0,3.0,11.0,,,24.0,4.0,,,,30.0,,,1.0,16.0,,4.0,,,10.0,1.0,26.0,,,14.0,11.0,2.0,16.0,,,3.0,19.0,7.0,2.0,1.0,25.0,44.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
185478,Jaroslaw Jach,Defender,Crystal Palace U21,Poland,2017-18,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58786,Martin Kelly,Defender,Salford City,England,2017-18,0.1752,0.0,,,15.0,12.0,89.0,343.0,,63.0,3.0,,1194.0,52.0,5.0,25.0,227.0,,1.0,21.3149,16.0,63.0,21.0,73.0,,110.0,,166.0,43.0,15.0,89.0,16.0,47.0,27.0,0.0,,338.0,115.0,2.0,,,85.0,9.0,27.0,536.0,40.0,165.0,,1.0,54.0,24.0,35.0,10.0,2.0,4.0,5.0,,,58.0,,2.0,2.0,0.1903,19.0,3.0,,,6.0,,,2.0,2.0,36.0,6.0,13.0,1.0,1.0,22.0,6.0,1.0,6.0,1.0,1.0,,13.0,11.0,8.0,1.0,19.0,30.0,2.0,5.0,0.4341,,,,1.0,3.0,,,,,,,,,,1.0,,,,,,,,,,
66975,Luka Milivojevic,Midfielder,Crystal Palace,Serbia,2017-18,1.4679,0.0,,,36.0,35.0,327.0,1652.0,,94.0,8.0,,3081.0,194.0,11.0,145.0,1203.0,,2.0,49.9386,12.0,74.0,52.0,497.0,,391.0,,591.0,274.0,36.0,710.0,41.0,297.0,49.0,0.0,,1601.0,426.0,28.0,,,350.0,71.0,122.0,2198.0,34.0,628.0,,8.0,97.0,95.0,230.0,70.0,20.0,33.0,38.0,,,197.0,4.0,11.0,17.0,10.2089,85.0,31.0,1.0,28.0,8.0,1.0,13.0,4.0,4.0,45.0,25.0,,,3.0,152.0,33.0,9.0,26.0,3.0,14.0,9.0,52.0,12.0,69.0,,214.0,5.0,3.0,47.0,8.2114,0.6856,3.0,10.0,8.0,1.0,24.0,3.0,6.0,3.0,10.0,,9.0,9.0,11.0,8.0,3.0,,,1.0,1.0,2.0,8.0,7.0,,
27341,Yohan Cabaye,Midfielder,St Etienne,France,2017-18,3.7812,0.0,,,31.0,28.0,228.0,1293.0,,20.0,3.0,,2386.0,108.0,7.0,102.0,1003.0,,2.0,34.5898,7.0,28.0,36.0,308.0,,271.0,,514.0,183.0,31.0,643.0,29.0,251.0,6.0,0.0,,1240.0,403.0,9.0,,,297.0,79.0,62.0,1855.0,22.0,470.0,,7.0,79.0,48.0,149.0,62.0,41.0,23.0,43.0,,,163.0,1.0,14.0,12.0,1.6599,70.0,24.0,1.0,46.0,13.0,1.0,48.0,5.0,5.0,14.0,33.0,,,2.0,149.0,26.0,13.0,88.0,2.0,12.0,15.0,44.0,4.0,35.0,,174.0,5.0,15.0,30.0,2.351,0.2895,6.0,,12.0,3.0,104.0,7.0,40.0,7.0,,,4.0,4.0,61.0,12.0,1.0,,,2.0,,1.0,,,,
126187,Ruben Loftus-Cheek,Midfielder,Milan,England,2017-18,2.5615,0.0,,,24.0,21.0,127.0,723.0,,87.0,5.0,,1875.0,187.0,7.0,155.0,572.0,,1.0,30.1801,1.0,26.0,30.0,180.0,,367.0,,236.0,130.0,24.0,467.0,23.0,280.0,32.0,0.0,,713.0,282.0,72.0,,,153.0,22.0,24.0,1182.0,1.0,132.0,,1.0,12.0,26.0,115.0,41.0,23.0,62.0,17.0,,,180.0,3.0,13.0,7.0,2.6353,21.0,19.0,3.0,26.0,9.0,3.0,3.0,3.0,3.0,55.0,83.0,,,9.0,125.0,6.0,38.0,9.0,9.0,12.0,9.0,15.0,2.0,17.0,,154.0,4.0,4.0,6.0,3.4738,,1.0,2.0,4.0,3.0,,2.0,,2.0,2.0,,,,,4.0,1.0,,,1.0,,5.0,,,1.0,
60252,Andros Townsend,Midfielder,Luton Town U21,England,2017-18,5.412,0.0,,,36.0,35.0,219.0,1023.0,,17.0,5.0,,3129.0,193.0,12.0,189.0,771.0,,2.0,47.6894,4.0,21.0,48.0,152.0,,378.0,,288.0,182.0,36.0,653.0,36.0,361.0,4.0,0.0,,978.0,575.0,84.0,,,330.0,35.0,33.0,1851.0,30.0,196.0,,3.0,45.0,48.0,174.0,97.0,59.0,46.0,48.0,,,185.0,16.0,21.0,14.0,3.4253,60.0,41.0,7.0,53.0,94.0,6.0,45.0,2.0,2.0,13.0,93.0,2.0,,7.0,172.0,26.0,38.0,131.0,7.0,27.0,41.0,34.0,1.0,10.0,1.0,253.0,21.0,9.0,3.0,3.1881,0.1246,2.0,2.0,14.0,1.0,49.0,10.0,20.0,10.0,,2.0,2.0,2.0,24.0,14.0,,,,,,6.0,,,2.0,2.0
75773,Lee Chung-yong,Midfielder,Crystal Palace,South Korea,2017-18,0.0655,0.0,,,7.0,1.0,12.0,67.0,,6.0,,,132.0,8.0,2.0,6.0,55.0,,,0.5484,,,3.0,23.0,,16.0,,13.0,7.0,7.0,42.0,1.0,10.0,2.0,0.0,,67.0,26.0,2.0,,,16.0,2.0,,97.0,2.0,13.0,,0.0,3.0,4.0,9.0,6.0,2.0,2.0,3.0,,,8.0,,,,,2.0,1.0,,4.0,6.0,,,,,4.0,4.0,,,,4.0,2.0,,7.0,,1.0,1.0,,,1.0,,15.0,3.0,1.0,1.0,0.0317,,,,,6.0,1.0,,,,,,,,1.0,,,,,,,,,,,
50471,James McArthur,Midfielder,Crystal Palace,Scotland,2017-18,1.5801,0.0,,,33.0,27.0,224.0,1070.0,,91.0,4.0,,2433.0,151.0,8.0,112.0,809.0,,2.0,34.757,8.0,37.0,35.0,260.0,,336.0,,349.0,177.0,33.0,531.0,27.0,245.0,39.0,0.0,,1056.0,344.0,27.0,,,265.0,36.0,37.0,1511.0,40.0,317.0,,5.0,62.0,65.0,162.0,59.0,20.0,28.0,37.0,,,185.0,2.0,9.0,11.0,3.8011,58.0,21.0,1.0,36.0,9.0,,2.0,6.0,6.0,52.0,75.0,1.0,,6.0,133.0,14.0,11.0,9.0,6.0,10.0,9.0,44.0,2.0,45.0,,196.0,6.0,9.0,27.0,3.7624,,3.0,5.0,3.0,6.0,,,,,2.0,3.0,,,,3.0,,,,,,1.0,,,,
218112,Jason Lokilo,Forward,Hull City,DR Congo,2017-18,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163776,Erdal Rakip,Midfielder,Malmö FF,North Macedonia,2017-18,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209043,Nya Kirby,Midfielder,Crystal Palace U21,England,2017-18,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19197,Jason Puncheon,Midfielder,Huddersfield Town,England,2017-18,0.4227,0.0,,,10.0,6.0,38.0,238.0,,12.0,,,569.0,24.0,3.0,20.0,190.0,,,12.1289,2.0,4.0,14.0,58.0,,65.0,,68.0,27.0,10.0,125.0,11.0,53.0,4.0,0.0,,231.0,77.0,4.0,,,67.0,5.0,10.0,337.0,2.0,80.0,,5.0,10.0,8.0,28.0,5.0,5.0,3.0,3.0,,,41.0,1.0,5.0,2.0,0.7672,13.0,5.0,,5.0,2.0,,5.0,2.0,2.0,8.0,10.0,,,1.0,33.0,9.0,1.0,15.0,1.0,3.0,3.0,4.0,,14.0,,45.0,2.0,3.0,10.0,1.508,0.0602,,,4.0,4.0,15.0,,3.0,,,,1.0,1.0,11.0,4.0,1.0,,,,,,,,,
173954,Jairo Riedewald,Midfielder,Sheffield United,Netherlands,2017-18,0.1132,0.0,,,12.0,4.0,32.0,155.0,,7.0,2.0,,435.0,18.0,1.0,14.0,110.0,,,5.4747,2.0,12.0,6.0,36.0,,29.0,,69.0,23.0,12.0,73.0,5.0,22.0,4.0,0.0,,154.0,42.0,3.0,,,23.0,12.0,13.0,222.0,8.0,52.0,,0.0,13.0,6.0,19.0,9.0,,,6.0,,,11.0,2.0,,,,11.0,1.0,,2.0,,,2.0,,,3.0,5.0,,,,8.0,3.0,,,,1.0,2.0,8.0,1.0,3.0,,27.0,1.0,,2.0,0.0397,,,,,8.0,,,,,,,,,,,1.0,,,,,,,,,
143877,Alexander Sørloth,Forward,Atlético de Madrid,Norway,2017-18,0.4609,0.0,,,4.0,4.0,42.0,107.0,,41.0,,,360.0,39.0,3.0,19.0,62.0,,,7.3303,1.0,5.0,9.0,30.0,,84.0,,34.0,17.0,4.0,44.0,6.0,43.0,20.0,0.0,,104.0,68.0,11.0,,,22.0,2.0,3.0,179.0,1.0,21.0,,0.0,4.0,12.0,38.0,15.0,6.0,2.0,5.0,,,45.0,,1.0,3.0,0.636,6.0,6.0,,5.0,7.0,3.0,,3.0,3.0,21.0,18.0,,,1.0,24.0,3.0,1.0,7.0,1.0,3.0,1.0,3.0,,6.0,,21.0,,,1.0,0.5249,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,
82403,Wilfried Zaha,Forward,Galatasaray,Cote d’Ivoire,2017-18,4.4422,0.0,,,29.0,28.0,154.0,623.0,,19.0,8.0,,2551.0,229.0,6.0,225.0,459.0,,2.0,33.2077,,1.0,31.0,200.0,,494.0,,161.0,124.0,29.0,396.0,25.0,475.0,4.0,0.0,,619.0,552.0,119.0,,,130.0,7.0,10.0,1427.0,1.0,87.0,,5.0,9.0,19.0,145.0,63.0,50.0,76.0,24.0,,,265.0,14.0,19.0,26.0,9.3636,30.0,45.0,3.0,36.0,62.0,19.0,14.0,14.0,14.0,15.0,208.0,,,14.0,250.0,7.0,77.0,62.0,14.0,19.0,43.0,23.0,,45.0,,132.0,14.0,2.0,16.0,9.2958,,6.0,9.0,5.0,1.0,,3.0,,3.0,7.0,1.0,,,,5.0,1.0,,1.0,,,12.0,,,4.0,1.0
54861,Christian Benteke,Forward,Crystal Palace,Belgium,2017-18,1.7493,0.0,,,31.0,24.0,293.0,672.0,,427.0,5.0,,2236.0,290.0,6.0,48.0,366.0,,1.0,37.4525,,43.0,36.0,174.0,,569.0,,206.0,50.0,31.0,254.0,30.0,142.0,242.0,0.0,,636.0,428.0,16.0,,,131.0,3.0,13.0,1027.0,4.0,125.0,,6.0,9.0,39.0,284.0,26.0,23.0,27.0,12.0,,,279.0,,11.0,21.0,7.9019,11.0,49.0,5.0,68.0,3.0,12.0,,17.0,17.0,185.0,137.0,,,8.0,94.0,7.0,10.0,3.0,8.0,28.0,15.0,4.0,3.0,48.0,1.0,161.0,,3.0,8.0,10.2018,,3.0,3.0,3.0,7.0,,1.0,,1.0,1.0,,,,,3.0,5.0,,2.0,,,23.0,2.0,1.0,2.0,
44343,Bakary Sako,Midfielder,Crystal Palace,Mali,2017-18,0.6467,0.0,,,16.0,4.0,44.0,131.0,,27.0,1.0,,468.0,32.0,2.0,21.0,81.0,,,8.504,1.0,,10.0,20.0,,81.0,,38.0,27.0,16.0,67.0,8.0,54.0,11.0,0.0,,127.0,105.0,7.0,,,37.0,1.0,6.0,246.0,4.0,26.0,,0.0,6.0,7.0,38.0,11.0,6.0,7.0,2.0,,,49.0,5.0,5.0,6.0,2.3324,7.0,12.0,,7.0,18.0,4.0,6.0,3.0,3.0,16.0,29.0,,,2.0,33.0,1.0,6.0,21.0,2.0,6.0,11.0,6.0,,8.0,,36.0,1.0,2.0,4.0,1.9849,,,3.0,3.0,12.0,4.0,,1.0,,1.0,2.0,,,2.0,3.0,,,,,,2.0,,,,
221245,Levi Lumeka,Midfielder,Crystal Palace U21,England,2017-18,0.0016,0.0,,,1.0,,2.0,7.0,,1.0,,,25.0,2.0,,2.0,5.0,,,0.128,,,,2.0,,6.0,,1.0,2.0,1.0,3.0,,5.0,,0.0,,7.0,10.0,1.0,,,1.0,1.0,,19.0,,2.0,,0.0,,2.0,2.0,2.0,,,,,,4.0,,1.0,,,1.0,,,,4.0,,,,,1.0,1.0,,,1.0,3.0,,2.0,4.0,1.0,,1.0,1.0,,,,3.0,,,,0.0586,,,,,1.0,,,,,,,,,,,,,,,,,,,,
432705,James Daly,Forward,Harrogate Town,England,2017-18,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
