playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,groundDuelsLost,foulAttemptedTackle,successfulCrossesOpenPlay,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,successfulLayoffs,successfulFiftyFifty,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,substituteOn,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,expectedGoals,goalAssists,offsides,redCards2ndYellow,headedGoals,overruns,throughBalls,ownGoalScored,rightFootGoals,lastPlayerTackle,expectedGoalsFreekick,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,oboxTarget,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,unsuccessfulLayoffs,unsuccessfulCornersIntoBox,handballsConceded,setPiecesGoals,successfulCornersIntoBox,hitWoodwork,foulWonPenalty,penaltiesTaken,penaltyGoals,otherGoals,secondGoalAssists
40836,Vicente Guaita,Goalkeeper,Celta de Vigo,176,Spain,2022-23,1.0,0.0159,0.0,25.0,22.0,2.0,27.0,27.0,228.0,701.0,206.0,6.0,11.0,6.0,2.0,2430.0,1.0,14.0,4.0,4.0,322.0,17.0,2.0,32.6571,27.0,26.0,34.0,144.0,85.0,3.0,0.0,15.0,6.0,372.0,224.0,27.0,1.0,1.0,73.0,30.0,4.0,10.0,0.0,279.0,409.0,236.0,67.0,9.0,185.0,1.0,151.0,992.0,76.0,400.0,62.0,1.0,226.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101982,Sam Johnstone,Goalkeeper,Wolverhampton Wanderers,39,England,2022-23,1.0,0.0036,0.0,2.0,13.0,1.0,9.0,9.0,72.0,238.0,46.0,1.0,3.0,3.0,2.0,810.0,,3.0,,,126.0,7.0,2.0,10.0257,5.0,12.0,10.0,46.0,26.0,,0.0,4.0,1.0,119.0,62.0,9.0,,,19.0,10.0,1.0,3.0,0.0,70.0,166.0,74.0,17.0,7.0,73.0,1.0,40.0,322.0,13.0,147.0,12.0,1.0,71.0,15.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487818,Joe Whitworth,Goalkeeper,Crystal Palace,31,England,2022-23,,0.0005,0.0,1.0,2.0,1.0,2.0,2.0,22.0,75.0,15.0,,,,,180.0,,,,,40.0,,,2.3421,4.0,1.0,5.0,19.0,5.0,,0.0,,1.0,36.0,14.0,2.0,,,3.0,5.0,,,0.0,17.0,54.0,22.0,6.0,,20.0,,13.0,91.0,8.0,50.0,3.0,0.0,21.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515496,Owen Goodman,Goalkeeper,Crystal Palace,31,Canada,2022-23,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55494,Joel Ward,Defender,Crystal Palace,31,England,2022-23,90.0,0.813,0.0,,,153.0,28.0,24.0,246.0,1002.0,,,97.0,7.0,,2255.0,39.0,126.0,3.0,68.0,720.0,,3.0,31.5516,8.0,77.0,35.0,88.0,,11.0,0.0,216.0,,519.0,116.0,28.0,,,382.0,32.0,119.0,58.0,0.0,,978.0,338.0,,,234.0,29.0,36.0,1510.0,40.0,382.0,,6.0,93.0,83.0,,51.0,11.0,8.0,30.0,5.0,2.0,0.8253,50.0,3.0,1.0,18.0,28.0,1.0,1.0,2.0,4.0,8.0,1.0,1.0,45.0,21.0,27.0,9.0,3.0,16.0,0.0,14.0,1.0,1.0,28.0,11.0,3.0,1.0,4.0,36.0,7.0,16.0,25.0,161.0,157.0,2.0,2.0,1.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,
244723,Tyrick Mitchell,Defender,Crystal Palace,31,England,2022-23,110.0,1.248,1.0,,,227.0,36.0,34.0,331.0,1198.0,,,51.0,6.0,,2896.0,26.0,124.0,4.0,99.0,834.0,,4.0,34.9587,13.0,66.0,38.0,320.0,,10.0,0.0,234.0,,619.0,186.0,36.0,,,449.0,34.0,183.0,25.0,1.0,,1164.0,516.0,,,60.0,33.0,33.0,1979.0,50.0,430.0,,5.0,104.0,138.0,1.0,84.0,22.0,12.0,67.0,3.0,1.0,0.8553,71.0,3.0,,31.0,58.0,,,,2.0,12.0,1.0,1.0,103.0,35.0,63.0,13.0,3.0,37.0,,22.0,,9.0,58.0,26.0,3.0,2.0,17.0,49.0,18.0,11.0,42.0,199.0,273.0,6.0,,0.6345,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
49413,James Tomkins,Defender,Crystal Palace,31,England,2022-23,12.0,0.0053,1.0,,,15.0,6.0,3.0,33.0,171.0,2.0,,12.0,,,337.0,6.0,12.0,1.0,6.0,130.0,,,6.1125,1.0,19.0,8.0,41.0,,1.0,0.0,24.0,,61.0,21.0,6.0,,,19.0,7.0,12.0,6.0,0.0,2.0,164.0,36.0,,,45.0,3.0,8.0,212.0,8.0,119.0,,1.0,18.0,15.0,,6.0,1.0,,7.0,1.0,2.0,0.846,4.0,2.0,,5.0,,1.0,0.0,1.0,3.0,,1.0,1.0,4.0,3.0,,,,1.0,1.0,2.0,,,,1.0,,,,2.0,1.0,2.0,5.0,24.0,,,1.0,1.0069,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
209036,Marc Guéhi,Defender,Manchester City,43,England,2022-23,93.0,0.8412,0.0,,,138.0,37.0,37.0,320.0,2201.0,2.0,,97.0,8.0,,3329.0,43.0,160.0,4.0,106.0,1729.0,,4.0,41.4258,9.0,132.0,46.0,848.0,,40.0,0.0,253.0,,832.0,241.0,37.0,,,586.0,42.0,156.0,54.0,0.0,2.0,2124.0,353.0,,,386.0,24.0,152.0,2630.0,59.0,1295.0,,8.0,182.0,127.0,,50.0,10.0,,73.0,3.0,6.0,1.017,52.0,11.0,,35.0,,1.0,1.0,,,,5.0,5.0,33.0,29.0,,10.0,3.0,21.0,0.0,25.0,,3.0,,10.0,3.0,5.0,2.0,27.0,14.0,24.0,45.0,135.0,2.0,1.0,,1.4371,,,,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
174874,Joachim Andersen,Defender,Fulham,54,Denmark,2022-23,84.0,0.9914,0.0,,,137.0,32.0,32.0,393.0,1940.0,2.0,,121.0,8.0,,2783.0,34.0,150.0,3.0,63.0,1347.0,,2.0,34.7428,13.0,187.0,37.0,324.0,,16.0,0.0,234.0,,782.0,180.0,32.0,,,502.0,34.0,113.0,87.0,0.0,2.0,1830.0,426.0,,,724.0,27.0,200.0,2345.0,61.0,1046.0,,8.0,256.0,95.0,,50.0,12.0,1.0,23.0,2.0,9.0,2.1648,42.0,20.0,,20.0,9.0,1.0,1.0,,,1.0,7.0,7.0,28.0,39.0,,12.0,2.0,15.0,0.0,20.0,,4.0,9.0,7.0,2.0,11.0,6.0,22.0,5.0,13.0,24.0,110.0,13.0,2.0,,1.7889,,2.0,,1.0,,4.0,2.0,,,0.0249,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
57328,Nathaniel Clyne,Defender,Crystal Palace,31,England,2022-23,45.0,0.6081,0.0,,,83.0,22.0,19.0,127.0,660.0,,,24.0,2.0,,1642.0,18.0,46.0,3.0,40.0,515.0,,1.0,19.2983,7.0,27.0,23.0,67.0,,8.0,0.0,91.0,,308.0,81.0,22.0,,,272.0,20.0,67.0,6.0,0.0,,653.0,199.0,,,153.0,10.0,18.0,996.0,21.0,266.0,,3.0,44.0,54.0,,27.0,8.0,5.0,28.0,,,,27.0,,,20.0,16.0,,,,3.0,5.0,,,30.0,4.0,33.0,7.0,,18.0,,11.0,,5.0,16.0,8.0,,,1.0,16.0,5.0,4.0,19.0,132.0,116.0,5.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
