playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,homeGoals,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,blocks,totalFoulsConceded,unsuccessfulCornersIntoBox,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,offsides,goalAssists,iboxTarget,shotsOnTargetInBox,rightFootGoals,headedGoals,penaltiesConceded,hitWoodwork,handballsConceded,secondGoalAssists,lastPlayerTackle,redCards2ndYellow,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,unsuccessfulLayoffs,setPiecesGoals,penaltiesTaken,penaltyGoals
58786,Martin Kelly,Defender,Salford City,England,2014-15,108.0,,0.591,0.0,,,31.0,27.0,215.0,674.0,,,71.0,4.0,,2498.0,24.0,162.0,8.0,57.0,115.0,431.0,,,2.0,34.0348,9.0,136.0,39.0,84.0,139.0,,12.0,0.0,270.0,31.0,,353.0,122.0,31.0,,,258.0,31.0,199.0,47.0,0.0,,666.0,4.0,388.0,10.0,,,94.0,47.0,28.0,1444.0,4.0,56.0,210.0,,2.0,86.0,62.0,4.0,9.0,1.0,4.0,,1.1547,94.0,9.0,,129.0,2.0,39.0,,,1.0,,4.0,9.0,,8.0,84.0,9.0,,,4.0,19.0,,16.0,39.0,28.0,,5.0,75.0,12.0,36.0,,,88.0,199.0,1.0,22.0,0.2936,1.0,1.0,,,,,,,,,,,,,,,,,,
55452,Yannick Bolasie,Forward,Swansea City,DR Congo,2014-15,317.0,,4.1958,0.0,,,34.0,31.0,189.0,665.0,,,119.0,3.0,,2776.0,81.0,227.0,10.0,52.0,189.0,463.0,,,3.0,36.0036,3.0,35.0,41.0,236.0,206.0,,49.0,2.0,544.0,22.0,,212.0,156.0,34.0,,,399.0,31.0,425.0,38.0,0.0,,645.0,52.0,619.0,89.0,,,93.0,11.0,13.0,1497.0,12.0,24.0,108.0,,3.0,37.0,32.0,3.0,24.0,24.0,19.0,26.0,5.2044,51.0,44.0,2.0,152.0,44.0,116.0,4.0,4.0,12.0,44.0,8.0,31.0,5.0,136.0,,40.0,12.0,0.0,8.0,9.0,,121.0,151.0,177.0,12.0,25.0,42.0,3.0,50.0,30.0,,154.0,6.0,12.0,18.0,4.929,15.0,6.0,7.0,7.0,4.0,,,5.0,1.0,,,,1.0,1.0,0.0568,2.0,5.0,,,
82403,Wilfried Zaha,Forward,Galatasaray,Cote d’Ivoire,2014-15,253.0,,3.1957,0.0,,,31.0,23.0,108.0,405.0,,,39.0,2.0,,1982.0,27.0,186.0,4.0,45.0,174.0,289.0,,,2.0,26.4198,2.0,10.0,24.0,226.0,84.0,,48.0,2.0,439.0,26.0,,127.0,148.0,31.0,,,239.0,20.0,400.0,12.0,0.0,,401.0,37.0,451.0,87.0,,,86.0,24.0,8.0,1095.0,13.0,6.0,78.0,,1.0,12.0,31.0,8.0,17.0,14.0,15.0,20.0,4.1538,40.0,26.0,1.0,96.0,31.0,89.0,4.0,3.0,1.0,7.0,,20.0,3.0,146.0,2.0,12.0,13.0,1.0,,5.0,,121.0,92.0,164.0,13.0,11.0,35.0,,43.0,3.0,,108.0,5.0,1.0,12.0,4.2304,7.0,2.0,11.0,11.0,4.0,,,1.0,3.0,,,,,,,1.0,7.0,,,
75773,Lee Chung-yong,Midfielder,Crystal Palace,South Korea,2014-15,10.0,,0.078,0.0,,,3.0,1.0,12.0,39.0,,,2.0,,,91.0,2.0,3.0,,4.0,3.0,25.0,,,,1.5562,,1.0,2.0,8.0,15.0,,,0.0,13.0,2.0,,15.0,9.0,3.0,,,17.0,2.0,11.0,,0.0,,39.0,,24.0,1.0,,,5.0,,2.0,65.0,1.0,1.0,11.0,,0.0,4.0,4.0,2.0,1.0,,,1.0,,2.0,2.0,1.0,8.0,3.0,3.0,,,,1.0,,1.0,,4.0,,,,,,,,3.0,5.0,4.0,,2.0,2.0,,2.0,1.0,,4.0,2.0,,1.0,0.091,,,,,,,,,,,,,,,,,1.0,,,
12765,Jerome Thomas,Midfielder,Port Vale,England,2014-15,1.0,,0.0025,0.0,,,1.0,,,4.0,,,,,,6.0,,1.0,,2.0,1.0,4.0,,,,,,,,1.0,2.0,,1.0,0.0,2.0,2.0,,,1.0,1.0,,,4.0,,2.0,,0.0,,4.0,,2.0,,,,,,,9.0,,,,,0.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
59115,Mile Jedinak,Midfielder,Aston Villa,Australia,2014-15,134.0,,0.902,1.0,,,24.0,24.0,318.0,953.0,,,161.0,5.0,,2080.0,49.0,221.0,6.0,34.0,109.0,584.0,,,3.0,29.0029,9.0,84.0,34.0,85.0,169.0,,32.0,0.0,355.0,21.0,,474.0,162.0,24.0,,,356.0,28.0,194.0,112.0,0.0,,929.0,4.0,345.0,3.0,,,246.0,81.0,51.0,1366.0,3.0,37.0,283.0,,3.0,98.0,73.0,,2.0,10.0,13.0,1.0,5.8809,80.0,21.0,1.0,220.0,10.0,2.0,5.0,3.0,10.0,,5.0,4.0,,25.0,1.0,10.0,,2.0,5.0,15.0,,3.0,2.0,12.0,,8.0,65.0,14.0,47.0,,,64.0,5.0,10.0,29.0,4.0245,,3.0,3.0,3.0,4.0,1.0,2.0,,,,,1.0,6.0,6.0,0.4245,,,1.0,3.0,3.0
18805,Joe Ledley,Midfielder,Newport County,Wales,2014-15,121.0,,1.2687,0.0,,,32.0,30.0,205.0,997.0,,,107.0,5.0,,2572.0,62.0,144.0,5.0,45.0,99.0,766.0,,,4.0,36.6904,5.0,68.0,39.0,59.0,250.0,,25.0,2.0,265.0,28.0,,340.0,192.0,32.0,,,421.0,34.0,158.0,45.0,0.0,,982.0,7.0,284.0,10.0,,,234.0,64.0,26.0,1399.0,6.0,19.0,377.0,,0.0,51.0,43.0,2.0,3.0,2.0,3.0,2.0,0.6779,64.0,11.0,,154.0,20.0,9.0,2.0,1.0,,18.0,,6.0,2.0,28.0,4.0,21.0,2.0,1.0,,18.0,1.0,18.0,24.0,30.0,2.0,8.0,46.0,12.0,11.0,14.0,,173.0,15.0,,9.0,1.5634,2.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,2.0,,,
50471,James McArthur,Midfielder,Crystal Palace,Scotland,2014-15,197.0,,0.9018,0.0,,,32.0,29.0,230.0,1075.0,,,124.0,5.0,,2606.0,67.0,199.0,7.0,56.0,142.0,782.0,,,2.0,32.4678,13.0,51.0,32.0,130.0,266.0,,33.0,1.0,396.0,35.0,,369.0,237.0,32.0,,,460.0,25.0,272.0,57.0,0.0,,1059.0,13.0,333.0,20.0,,,277.0,68.0,63.0,1577.0,9.0,31.0,387.0,,6.0,73.0,57.0,3.0,2.0,12.0,9.0,2.0,2.9454,92.0,21.0,5.0,157.0,16.0,12.0,2.0,0.0,8.0,,5.0,2.0,,40.0,,28.0,4.0,2.0,5.0,20.0,,21.0,12.0,43.0,4.0,12.0,72.0,24.0,43.0,,5.0,163.0,3.0,8.0,26.0,2.2161,2.0,,2.0,2.0,1.0,1.0,1.0,,2.0,,,,,,,1.0,,,,
103100,Jonny Williams,Midfielder,Gillingham,Wales,2014-15,3.0,,0.0714,0.0,,,2.0,,4.0,19.0,,,3.0,,,34.0,3.0,4.0,,,4.0,14.0,,,,1.2322,,,,,6.0,,2.0,0.0,7.0,,,9.0,2.0,2.0,,,14.0,,4.0,,0.0,,19.0,,8.0,,,,3.0,2.0,1.0,33.0,,1.0,2.0,,0.0,1.0,1.0,2.0,1.0,,,,,2.0,2.0,,3.0,,1.0,,,,2.0,,1.0,,2.0,,2.0,,,,,,,3.0,,,2.0,2.0,,,2.0,,1.0,,,,0.1016,,,,,,,,,,,,,,,,,,,,
49438,Jordon Mutch,Midfielder,Crawley Town,England,2014-15,78.0,,0.2543,0.0,,,16.0,10.0,74.0,357.0,,,43.0,1.0,,851.0,25.0,53.0,2.0,19.0,35.0,268.0,,,1.0,10.1554,1.0,8.0,14.0,53.0,74.0,,4.0,0.0,131.0,10.0,,113.0,33.0,16.0,,,165.0,12.0,88.0,18.0,0.0,,347.0,8.0,138.0,7.0,,,88.0,11.0,15.0,518.0,5.0,7.0,125.0,,5.0,12.0,15.0,6.0,2.0,5.0,2.0,1.0,0.1688,24.0,9.0,1.0,62.0,27.0,18.0,,,1.0,9.0,1.0,7.0,5.0,22.0,,9.0,2.0,,1.0,7.0,,13.0,22.0,24.0,2.0,7.0,17.0,1.0,16.0,4.0,,82.0,,1.0,10.0,0.6474,6.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,
59013,Barry Bannan,Midfielder,Millwall,Scotland,2014-15,13.0,,0.2782,0.0,,,7.0,2.0,26.0,76.0,,,3.0,,,136.0,3.0,6.0,2.0,3.0,6.0,45.0,,,,1.8824,,,3.0,10.0,12.0,,,0.0,19.0,,,30.0,18.0,7.0,,,32.0,1.0,16.0,,0.0,,73.0,2.0,41.0,2.0,,,22.0,2.0,5.0,109.0,2.0,2.0,23.0,,1.0,6.0,5.0,5.0,2.0,,1.0,1.0,0.0663,4.0,2.0,,20.0,3.0,7.0,,,,4.0,1.0,5.0,2.0,2.0,,3.0,,,1.0,1.0,,2.0,8.0,4.0,,1.0,3.0,,2.0,1.0,,12.0,,,1.0,0.0446,,,,,,,,,,,,,,,,,,,,
44302,Adlène Guédioura,Midfielder,Burton Albion,Algeria,2014-15,12.0,,0.069,0.0,,,7.0,,26.0,74.0,,,8.0,,,122.0,3.0,18.0,,9.0,13.0,46.0,,,1.0,2.7832,,6.0,2.0,9.0,10.0,,5.0,0.0,30.0,4.0,,34.0,12.0,7.0,,,31.0,2.0,22.0,5.0,0.0,,72.0,1.0,40.0,5.0,,,16.0,1.0,2.0,119.0,,2.0,17.0,,1.0,7.0,5.0,7.0,,1.0,1.0,,0.0637,3.0,4.0,1.0,19.0,2.0,3.0,,,,2.0,,,,6.0,,1.0,1.0,,,,,2.0,4.0,3.0,1.0,3.0,3.0,1.0,6.0,1.0,,14.0,,,3.0,0.2848,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,
130103,Hiram Boateng,Midfielder,Mansfield Town,England,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138006,Jake Gray,Midfielder,Hemel Hempstead Town,England,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19197,Jason Puncheon,Midfielder,Huddersfield Town,England,2014-15,253.0,,4.694,1.0,,,37.0,31.0,269.0,1142.0,,,34.0,6.0,,2825.0,21.0,160.0,6.0,69.0,147.0,807.0,,,3.0,37.1637,17.0,22.0,41.0,232.0,175.0,,24.0,2.0,413.0,32.0,,401.0,265.0,37.0,,,624.0,35.0,379.0,13.0,0.0,,1079.0,27.0,649.0,58.0,,,347.0,39.0,66.0,1917.0,6.0,33.0,300.0,,7.0,85.0,48.0,6.0,6.0,19.0,20.0,7.0,5.1669,66.0,46.0,7.0,184.0,53.0,67.0,6.0,3.0,8.0,105.0,10.0,51.0,32.0,75.0,1.0,58.0,11.0,3.0,10.0,21.0,5.0,84.0,148.0,138.0,11.0,26.0,45.0,2.0,46.0,62.0,,219.0,10.0,8.0,29.0,2.7979,4.0,7.0,4.0,4.0,1.0,,,2.0,3.0,1.0,,1.0,4.0,4.0,0.3354,,4.0,3.0,,
28541,Fraizer Campbell,Forward,Huddersfield Town,England,2014-15,112.0,,0.2128,0.0,,,20.0,13.0,70.0,240.0,,,85.0,,,1175.0,54.0,77.0,5.0,13.0,46.0,168.0,,,3.0,18.5724,,2.0,24.0,58.0,47.0,,23.0,1.0,189.0,9.0,,84.0,51.0,20.0,,,125.0,19.0,104.0,31.0,0.0,,216.0,5.0,145.0,15.0,,,58.0,6.0,2.0,417.0,10.0,1.0,46.0,,5.0,2.0,8.0,7.0,1.0,4.0,9.0,5.0,4.4554,9.0,21.0,,68.0,23.0,5.0,4.0,1.0,1.0,,1.0,1.0,,57.0,,8.0,3.0,3.0,1.0,2.0,1.0,20.0,5.0,33.0,3.0,12.0,7.0,1.0,18.0,,,51.0,1.0,1.0,9.0,4.724,10.0,,4.0,4.0,2.0,1.0,,,1.0,,,,,,,,7.0,,,
80711,Yaya Sanogo,Forward,Huddersfield Town,France,2014-15,71.0,,0.1097,0.0,,,13.0,5.0,49.0,126.0,,,45.0,,,457.0,28.0,31.0,1.0,17.0,14.0,76.0,,,,5.1046,,6.0,8.0,43.0,37.0,,6.0,0.0,102.0,9.0,,35.0,15.0,13.0,,,62.0,7.0,57.0,17.0,0.0,,120.0,5.0,97.0,6.0,,,23.0,3.0,1.0,231.0,5.0,,16.0,,1.0,1.0,7.0,8.0,1.0,8.0,2.0,1.0,,3.0,9.0,,48.0,14.0,2.0,,,1.0,,,1.0,,30.0,,5.0,3.0,,,1.0,,7.0,2.0,21.0,3.0,7.0,2.0,,18.0,,,31.0,1.0,1.0,7.0,0.6421,6.0,,,,,,,,,,,,,,,,4.0,,,
104547,Dwight Gayle,Forward,Stoke City U21,England,2014-15,85.0,,0.5372,0.0,,,25.0,11.0,83.0,271.0,,,71.0,,,1090.0,42.0,73.0,3.0,24.0,44.0,181.0,,,1.0,14.6873,2.0,9.0,18.0,43.0,85.0,,25.0,1.0,158.0,10.0,,79.0,51.0,25.0,,,142.0,15.0,87.0,29.0,0.0,,260.0,9.0,168.0,3.0,,,42.0,12.0,7.0,481.0,7.0,6.0,53.0,,1.0,8.0,18.0,14.0,4.0,10.0,10.0,,3.0051,16.0,20.0,,75.0,20.0,17.0,5.0,3.0,1.0,7.0,2.0,7.0,3.0,45.0,3.0,15.0,9.0,2.0,2.0,3.0,2.0,8.0,30.0,21.0,9.0,10.0,13.0,,18.0,4.0,,65.0,3.0,1.0,6.0,5.0065,6.0,1.0,3.0,3.0,3.0,,,1.0,,1.0,,,2.0,2.0,0.1222,,7.0,,1.0,1.0
20529,Glenn Murray,Forward,Brighton and Hove Albion,England,2014-15,109.0,,0.4282,1.0,,,17.0,9.0,79.0,184.0,,,113.0,,,866.0,64.0,88.0,2.0,8.0,39.0,103.0,,,1.0,10.553,,17.0,10.0,45.0,33.0,,28.0,0.0,197.0,3.0,,77.0,18.0,17.0,,,90.0,8.0,84.0,49.0,0.0,,176.0,5.0,137.0,4.0,,,34.0,3.0,2.0,364.0,5.0,,16.0,,3.0,,10.0,8.0,1.0,7.0,18.0,2.0,8.7919,9.0,31.0,,79.0,25.0,6.0,7.0,5.0,1.0,,,1.0,,63.0,,4.0,6.0,2.0,,4.0,1.0,11.0,6.0,18.0,6.0,13.0,5.0,2.0,29.0,,,40.0,,1.0,10.0,9.0071,15.0,3.0,11.0,11.0,3.0,3.0,,2.0,,,,1.0,,,,,7.0,,2.0,1.0
6240,Shola Ameobi,Forward,Notts County,Nigeria,2014-15,7.0,,0.0094,0.0,,,4.0,,7.0,19.0,,,8.0,,,38.0,3.0,6.0,1.0,,1.0,11.0,,,,2.1599,,2.0,1.0,4.0,3.0,,,0.0,13.0,,,7.0,2.0,4.0,,,9.0,,5.0,5.0,0.0,,19.0,,12.0,,,,4.0,,1.0,29.0,,,3.0,,0.0,,,4.0,,,,,,1.0,1.0,,7.0,3.0,,,,,,,,,2.0,,,,,,,,1.0,,2.0,,1.0,1.0,,1.0,,,5.0,,,,0.0443,,,,,,,,,,,,,,,,,,,,
15675,Marouane Chamakh,Forward,Cardiff City,Morocco,2014-15,197.0,,0.659,0.0,,,18.0,15.0,127.0,468.0,,,157.0,1.0,,1156.0,104.0,121.0,4.0,25.0,68.0,338.0,,,,14.2408,,25.0,17.0,93.0,106.0,,29.0,1.0,318.0,14.0,,139.0,85.0,18.0,,,249.0,13.0,161.0,53.0,0.0,,455.0,6.0,215.0,12.0,,,111.0,10.0,3.0,704.0,10.0,,92.0,,4.0,4.0,19.0,3.0,,3.0,5.0,1.0,1.3808,29.0,8.0,1.0,123.0,60.0,3.0,2.0,0.0,2.0,,,,,33.0,,18.0,1.0,2.0,,4.0,1.0,17.0,3.0,43.0,1.0,3.0,25.0,,40.0,,,112.0,,2.0,17.0,1.3675,6.0,,3.0,3.0,1.0,,,1.0,4.0,,,,,,,1.0,6.0,,,
