season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767930,1,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,True,,,,,6.0,6.0,1.0,,3.0,,,,1.0,,,,3.0,,,,,,,,,,,,19.0,1.0,,,,,,6.4,,,,,1.0,,,,,3.0,7.0,10.0,1,,14.0,1.0,,
2015-16,6767930,1,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,1.0,12.0,5.0,17.0,1.0,3.0,3.0,,2.0,2.0,,,,,2.0,8.0,,,1.0,,1.0,,,,1.0,,79.0,2.0,,,,1.0,,7.5,,,1.0,3.0,2.0,,,1.0,4.0,15.0,6.0,21.0,5,,38.0,3.0,3.0,2.0
2015-16,6767930,1,80,Swansea_City,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,2.0,4.0,2.0,9.0,11.0,,2.0,10.0,,,,,,,,,2.0,,,,,,1.0,,,,,90.0,,,,,,1.0,6.6,2.0,2.0,,2.0,,,2.0,19.0,,12.0,14.0,26.0,0,,37.0,,,
2015-16,6767930,1,80,Swansea_City,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,1.0,5.0,25.0,30.0,1.0,2.0,3.0,,,,1.0,,,,3.0,6.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,6.6,,,,3.0,,,,8.0,,12.0,27.0,39.0,0,4.0,52.0,,1.0,
2015-16,6767930,1,80,Swansea_City,Away,20993,40145,Jack Cork,jack-cork,M,True,,,2.0,13.0,21.0,34.0,1.0,2.0,4.0,,,,3.0,,,1.0,6.0,8.0,,,1.0,,,,,4.0,1.0,,49.0,,1.0,,,,,7.0,,,,,,,,2.0,,16.0,23.0,39.0,0,2.0,51.0,,4.0,
2015-16,6767930,1,80,Swansea_City,Away,22596,61760,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767930,1,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,16.0,9.0,25.0,5.0,,7.0,,1.0,,2.0,,,4.0,12.0,6.0,,,1.0,,1.0,,,,,,90.0,3.0,,,,,,6.7,,,,,1.0,,,2.0,,20.0,11.0,31.0,3,2.0,49.0,3.0,3.0,1.0
2015-16,6767930,1,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767930,1,80,Swansea_City,Away,30243,47390,Neil Taylor,neil-taylor,M,False,,,2.0,18.0,17.0,35.0,1.0,,5.0,,,,,,,,3.0,2.0,,,2.0,,,,,3.0,,,90.0,,,,,,,6.7,,,,6.0,,,,3.0,,19.0,18.0,37.0,0,1.0,60.0,,1.0,
2015-16,6767930,1,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,False,,,1.0,15.0,15.0,30.0,1.0,3.0,,,,,1.0,,,2.0,5.0,8.0,,,1.0,,,,,,,,90.0,,,,,,,6.3,,,,2.0,2.0,3.0,,2.0,,21.0,19.0,37.0,0,4.0,67.0,3.0,,1.0
