season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437082,1,80,Swansea_City,Away,636,11829.0,Wayne Routledge,wayne-routledge,F,False,1.0,,,9.0,4.0,12.0,4.0,2.0,3.0,,,,,,,2.0,9.0,3.0,,,3.0,,,,,,1.0,,86.0,,,,,,,,10.0,,6.5,,,,3.0,1.0,1.0,,2.0,,13.0,6.0,18.0,0,,28.0,2.0,,1.0,
2017-18,7437082,1,80,Swansea_City,Away,15479,37096.0,Łukasz Fabiański,ukasz-fabianski,G,False,,,15.0,10.0,16.0,26.0,,,5.0,,,,,,,,,1.0,,,,,,3.0,,,,,90.0,,,,,,,,15.0,,7.3,,2.0,,,,,,30.0,,22.0,19.0,41.0,0,,50.0,,1.0,,
2017-18,7437082,1,80,Swansea_City,Away,20538,15114.0,Leon Britton,leon-britton,M,False,,,,10.0,14.0,24.0,1.0,,4.0,,,,1.0,,,,3.0,,,,1.0,,,,,,,,74.0,,1.0,,,,,,2.0,,6.5,,,,1.0,,,,,,11.0,14.0,25.0,0,,30.0,1.0,,,
2017-18,7437082,1,80,Swansea_City,Away,22596,61760.0,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437082,1,80,Swansea_City,Away,27247,28654.0,Martin Olsson,martin-olsson,D,False,,,1.0,11.0,10.0,21.0,2.0,2.0,3.0,,,,1.0,,,,3.0,2.0,,,,,,,,,,,90.0,,,,,,,,20.0,,6.6,,,,4.0,,4.0,,4.0,,21.0,15.0,32.0,0,,54.0,2.0,,,
2017-18,7437082,1,80,Swansea_City,Away,27463,42996.0,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437082,1,80,Swansea_City,Away,31821,49277.0,Leroy Fer,leroy-fer,M,False,,,4.0,18.0,17.0,35.0,,2.0,4.0,,,,1.0,,,2.0,4.0,11.0,,1.0,1.0,,,,,,1.0,,90.0,,,,,,,,9.0,,7.3,,,1.0,2.0,3.0,,,5.0,,19.0,21.0,40.0,1,5.0,56.0,1.0,2.0,2.0,3.0
2017-18,7437082,1,80,Swansea_City,Away,32821,49539.0,Kyle Naughton,kyle-naughton,D,False,,,1.0,10.0,19.0,29.0,2.0,2.0,5.0,,,,,,,,2.0,3.0,,,,,,,,5.0,,,90.0,,3.0,,,,,,12.0,,7.7,,,,4.0,,,,5.0,,15.0,25.0,40.0,0,1.0,67.0,,,,1.0
2017-18,7437082,1,80,Swansea_City,Away,38393,57145.0,Federico Fernández,federico-fernandez,D,False,,,4.0,11.0,30.0,41.0,1.0,1.0,4.0,,,,,,,,2.0,2.0,,,1.0,,,,,1.0,,,90.0,,4.0,,,,,,10.0,,7.8,,,,11.0,,,,11.0,,17.0,33.0,50.0,0,1.0,68.0,1.0,,,1.0
2017-18,7437082,1,80,Swansea_City,Away,40671,59940.0,Kyle Bartley,kyle-bartley,D,True,,,,,4.0,4.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,9.0,,1.0,,,,,,,,6.8,,,,1.0,,,,,,,4.0,4.0,0,,6.0,,,,
