playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulLaunches,blocks,throwInsToOppositionPlayer,penaltiesConceded,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,hitWoodwork,redCards2ndYellow
20208,Charlie Adam,Midfielder,Stoke,110,Scotland,2015-16,76.0,9.0,4.0,1.1895,18.0,1.0,22.0,546.0,1.0,,8.0,10.0,,,10.0,3.0,51.0,6.0,,9.3345,9.0,1.0,25.0,73.0,22.0,1.0,,6.0,28.0,5.0,526.0,16.0,203.0,14.0,5.0,125.0,30.0,10.0,68.0,82.0,761.0,2.0,207.0,1.0,68.0,24.0,1.0,7.0,0.6931,1.0,0.2116,20.0,66.0,1.0,18.0,,12.0,134.0,10.0,17.0,27.0,3.0,3.0,12.0,1042.0,,68.0,24.0,344.0,,14.0,8.0,66.0,141.0,144.0,8.0,198.0,,3.0,4.0,217.0,5.0,,1.0,117.0,17.0,1.0,8.0,10.0,12.0,,7.0,8.0,19.0,20.0,1.0686,6.0,5.0,4.0,,,,,,,,,,,,,,,,,,,
50089,Geoff Cameron,Midfielder,Stoke,110,United States,2015-16,128.0,7.0,2.0,0.109,60.0,3.0,30.0,1128.0,,,3.0,3.0,1.0,1.0,40.0,8.0,96.0,,3.0,36.9147,9.0,4.0,8.0,166.0,30.0,,,15.0,15.0,,1115.0,6.0,366.0,44.0,,314.0,27.0,,41.0,119.0,1564.0,24.0,496.0,,92.0,85.0,,1.0,0.3589,1.0,,8.0,175.0,,16.0,,27.0,267.0,15.0,,110.0,4.0,1.0,1.0,2361.0,,166.0,27.0,820.0,1.0,98.0,39.0,88.0,170.0,294.0,13.0,525.0,,1.0,16.0,366.0,31.0,,4.0,184.0,70.0,1.0,3.0,28.0,56.0,,5.0,3.0,50.0,13.0,0.7924,0.0,12.0,19.0,16.0,1.0,,,,,,,,,,,,,,,,,
102738,Giannelli Imbula,Midfielder,Stoke,110,DR Congo,2015-16,79.0,4.0,5.0,1.2295,14.0,4.0,14.0,772.0,2.0,,1.0,,,,12.0,6.0,95.0,,3.0,22.174,11.0,3.0,20.0,109.0,14.0,,2.0,22.0,5.0,1.0,757.0,12.0,164.0,14.0,1.0,265.0,17.0,,19.0,110.0,997.0,1.0,239.0,1.0,24.0,12.0,,,0.7966,0.0,0.058,17.0,70.0,,50.0,,14.0,94.0,5.0,,24.0,1.0,3.0,,1260.0,,107.0,23.0,659.0,,5.0,27.0,67.0,197.0,186.0,15.0,200.0,,3.0,,439.0,21.0,,3.0,162.0,12.0,0.0,4.0,61.0,7.0,,,1.0,4.0,10.0,0.8388,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12150,Glenn Whelan,Midfielder,Stoke,110,Ireland,2015-16,127.0,5.0,3.0,0.3837,71.0,2.0,37.0,2070.0,,,5.0,,,,31.0,9.0,99.0,2.0,5.0,46.2607,24.0,,20.0,286.0,37.0,,,6.0,20.0,1.0,2016.0,3.0,372.0,51.0,1.0,654.0,25.0,7.0,105.0,242.0,2537.0,1.0,943.0,,95.0,77.0,,2.0,1.1057,0.0,0.0381,6.0,174.0,1.0,27.0,,37.0,269.0,11.0,9.0,71.0,9.0,3.0,5.0,3173.0,1.0,139.0,66.0,1696.0,,99.0,48.0,96.0,490.0,266.0,47.0,684.0,,3.0,20.0,863.0,39.0,,,195.0,40.0,0.0,5.0,10.0,73.0,,8.0,5.0,36.0,17.0,0.2725,6.0,6.0,22.0,,1.0,2.0,,,,,,,,,,,,,,,,
19568,Ibrahim Afellay,Midfielder,Stoke,110,Netherlands,2015-16,110.0,10.0,8.0,1.8356,27.0,3.0,31.0,1274.0,2.0,2.0,7.0,7.0,1.0,1.0,16.0,8.0,103.0,7.0,2.0,29.0512,19.0,3.0,36.0,162.0,31.0,1.0,,24.0,57.0,,1220.0,21.0,292.0,22.0,,396.0,19.0,21.0,68.0,230.0,1658.0,7.0,495.0,1.0,19.0,35.0,,4.0,1.6868,1.0,,29.0,106.0,2.0,48.0,,24.0,125.0,36.0,31.0,30.0,1.0,5.0,11.0,2105.0,1.0,117.0,28.0,1081.0,1.0,12.0,35.0,94.0,404.0,227.0,16.0,244.0,,5.0,5.0,665.0,27.0,1.0,3.0,197.0,14.0,1.0,10.0,41.0,11.0,,10.0,7.0,2.0,13.0,2.3057,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
32318,Marc Wilson,Midfielder,Stoke,110,Ireland,2015-16,16.0,,,,7.0,,4.0,113.0,,,,3.0,,,10.0,2.0,8.0,,1.0,3.7177,1.0,,3.0,11.0,4.0,,,,,,109.0,,35.0,6.0,,32.0,2.0,,10.0,9.0,149.0,2.0,69.0,,16.0,12.0,,1.0,0.0904,0.0,,,13.0,,,,1.0,29.0,,,17.0,,,1.0,258.0,,15.0,2.0,74.0,,15.0,7.0,6.0,34.0,31.0,1.0,38.0,,,1.0,16.0,5.0,,,14.0,7.0,0.0,,,2.0,,,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
185649,Moha,Midfielder,Stoke,110,Spain,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
160901,Oliver Shenton,Midfielder,Stoke,110,England,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
20481,Stephen Ireland,Midfielder,Stoke,110,Ireland,2015-16,18.0,,,,10.0,4.0,13.0,160.0,,,,13.0,,,6.0,1.0,12.0,1.0,,4.7426,7.0,,,21.0,13.0,,,2.0,6.0,,157.0,3.0,42.0,7.0,,41.0,4.0,2.0,9.0,34.0,210.0,1.0,53.0,,3.0,5.0,,2.0,1.3409,0.0,,3.0,22.0,1.0,11.0,,,25.0,4.0,4.0,8.0,,,3.0,231.0,,14.0,7.0,126.0,2.0,1.0,3.0,12.0,38.0,32.0,5.0,47.0,,,3.0,85.0,2.0,,,24.0,2.0,0.0,2.0,2.0,3.0,,,,,3.0,0.4266,2.0,,,,,,,,,,,,,,,,,,,,,
11735,Steve Sidwell,Midfielder,Stoke,110,England,2015-16,3.0,,,,4.0,,1.0,6.0,,,,1.0,,,,1.0,4.0,,,0.2789,,,,,1.0,,,,,,6.0,,2.0,3.0,,,1.0,,,,11.0,,3.0,,1.0,,,,0.0007,0.0,,,,,,,,1.0,,,1.0,,,,12.0,,5.0,,5.0,,,1.0,3.0,3.0,8.0,,3.0,,,1.0,2.0,,,,7.0,1.0,0.0,,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
68312,Xherdan Shaqiri,Midfielder,Stoke,110,Switzerland,2015-16,134.0,6.0,11.0,3.2188,19.0,15.0,27.0,639.0,3.0,8.0,3.0,,5.0,5.0,13.0,5.0,83.0,18.0,3.0,28.9022,44.0,3.0,28.0,119.0,27.0,1.0,2.0,42.0,133.0,5.0,619.0,23.0,414.0,11.0,5.0,225.0,25.0,39.0,18.0,197.0,1150.0,10.0,202.0,2.0,22.0,18.0,,10.0,5.2112,0.0,0.2964,34.0,91.0,6.0,41.0,,27.0,113.0,77.0,71.0,15.0,2.0,3.0,37.0,2028.0,4.0,85.0,22.0,508.0,7.0,3.0,29.0,121.0,66.0,219.0,6.0,151.0,,3.0,8.0,361.0,24.0,,3.0,204.0,2.0,0.0,26.0,36.0,12.0,,18.0,3.0,1.0,14.0,2.6353,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
