playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,cleanSheets,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,goals,awayGoals,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,keyPassesAttemptAssists,savesMade,homeGoals,goalkeeperSmother,drops,rightFootGoals,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCrossesOpenPlay,unsuccessfulDribbles,successfulCrossesAndCorners,blockedShots,overruns,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,offsides,unsuccessfulLayoffs,headedGoals,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,clearancesOffTheLine,hitWoodwork,handballsConceded,oboxBlocked,successfulCornersIntoBox,shotsBlockedInBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,penaltiesTaken,oboxTarget,iboxBlocked,penaltyGoals,shotsBlockedOutsideBox,lastPlayerTackle,secondGoalAssists,redCards2ndYellow,setPiecesGoals,ownGoalScored
50067,Brek Shea,Midfielder,Stoke,110,United States,2013-14,3.0,0.0719,0.0,,,1.0,,2.0,1.0,,2.0,1.0,6.0,1.0,,,,31.0,,,1.0,,,,1.0,4.0,1.0,,,1.3807,,,1.0,3.0,,,0.0,4.0,,1.0,,1.0,,5.0,1.0,1.0,2.0,4.0,,0.0,6.0,7.0,1.0,,4.0,1.0,,,1.0,14.0,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20208,Charlie Adam,Midfielder,Stoke,110,Scotland,2013-14,149.0,3.9063,0.0,23.0,5.2723,45.0,46.0,176.0,31.0,20.0,236.0,30.0,910.0,11.0,48.0,1.0,2.0,1759.0,2.0,24.0,118.0,8.0,,34.0,94.0,589.0,25.0,4.0,2.0,36.3293,10.0,17.0,33.0,125.0,214.0,32.0,3.0,267.0,9.0,338.0,113.0,31.0,16.0,419.0,25.0,90.0,57.0,219.0,24.0,0.0,860.0,432.0,29.0,7.0,194.0,37.0,17.0,85.0,164.0,1368.0,4.0,12.0,32.0,287.0,11.0,3.5413,6.0,60.0,39.0,,,,7.0,2.0,,,,,,29.0,,5.0,,,,,,,,,11.0,25.0,32.0,12.0,3.0,12.0,4.0,70.0,,,10.0,,23.0,22.0,20.0,,,2.0,11.0,19.0,1.0,7.0,9.0,9.0,35.0,0.6133,58.0,14.0,1.0,14.0,1.0,1.0,11.0,,,,,
154528,Charlie Ward,Midfielder,Stoke,110,England,2013-14,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50089,Geoff Cameron,Midfielder,Stoke,110,United States,2013-14,184.0,2.2042,0.0,2.0,1.1735,108.0,13.0,282.0,37.0,37.0,367.0,94.0,1319.0,,86.0,8.0,,3285.0,,33.0,226.0,9.0,,49.0,173.0,897.0,29.0,92.0,5.0,54.8241,22.0,127.0,50.0,151.0,52.0,22.0,0.0,410.0,27.0,623.0,209.0,37.0,30.0,574.0,41.0,94.0,67.0,324.0,53.0,0.0,1297.0,669.0,78.0,9.0,462.0,37.0,90.0,55.0,182.0,2389.0,264.0,1.0,59.0,398.0,14.0,1.3067,7.0,85.0,87.0,,,,2.0,2.0,,,,,,21.0,,0.0,,,1.0,,,,,,20.0,31.0,20.0,3.0,7.0,2.0,1.0,12.0,,2.0,1.0,,11.0,18.0,44.0,,,2.0,1.0,,2.0,1.0,,,,,,,,,2.0,,1.0,1.0,2.0,,,
12150,Glenn Whelan,Midfielder,Stoke,110,Ireland,2013-14,110.0,1.5462,1.0,2.0,0.2093,70.0,8.0,138.0,32.0,28.0,175.0,6.0,1408.0,4.0,49.0,3.0,,2361.0,,15.0,124.0,7.0,,37.0,90.0,1122.0,6.0,,3.0,38.6056,13.0,60.0,35.0,95.0,390.0,18.0,0.0,234.0,26.0,420.0,168.0,32.0,20.0,612.0,28.0,11.0,26.0,185.0,34.0,0.0,1369.0,239.0,50.0,15.0,356.0,33.0,48.0,111.0,242.0,1763.0,2.0,10.0,19.0,633.0,13.0,0.365,4.0,37.0,33.0,,,,,,,,,,,27.0,,,,,,,,,,,5.0,4.0,12.0,5.0,2.0,1.0,1.0,50.0,,,,,6.0,4.0,7.0,,,,4.0,5.0,1.0,,,,5.0,,10.0,2.0,,2.0,1.0,,4.0,,,1.0,,
59305,Jamie Ness,Midfielder,Stoke,110,Scotland,2013-14,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32318,Marc Wilson,Midfielder,Stoke,110,Ireland,2013-14,104.0,0.4488,1.0,4.0,0.317,67.0,10.0,168.0,33.0,30.0,252.0,8.0,1201.0,3.0,78.0,7.0,1.0,2691.0,1.0,25.0,145.0,5.0,2.0,34.0,92.0,838.0,14.0,,3.0,40.3038,36.0,133.0,34.0,79.0,341.0,7.0,0.0,249.0,21.0,532.0,145.0,33.0,14.0,339.0,29.0,8.0,20.0,171.0,53.0,1.0,1175.0,300.0,53.0,28.0,188.0,33.0,36.0,111.0,140.0,1601.0,3.0,1.0,62.0,613.0,15.0,0.5855,6.0,84.0,81.0,,,,,,,,,,,8.0,,,,,,,,,,,3.0,3.0,3.0,4.0,,,,10.0,,1.0,,,6.0,6.0,20.0,,,,2.0,,2.0,,,,,,,3.0,,3.0,2.0,,2.0,1.0,,,,
2570,Matthew Etherington,Midfielder,Stoke,110,England,2013-14,33.0,1.0431,0.0,,,8.0,,19.0,11.0,5.0,21.0,12.0,132.0,6.0,5.0,,,420.0,,4.0,20.0,1.0,,8.0,19.0,109.0,5.0,1.0,,5.7164,,4.0,6.0,29.0,38.0,2.0,0.0,53.0,5.0,40.0,20.0,11.0,1.0,77.0,5.0,19.0,25.0,48.0,1.0,0.0,130.0,72.0,7.0,,16.0,2.0,1.0,2.0,38.0,236.0,6.0,5.0,1.0,48.0,,,0.0,2.0,10.0,,,,,,,,,,,11.0,,,,,,,,,,,2.0,12.0,14.0,,,2.0,,10.0,,,,,,6.0,9.0,,,,,11.0,,,,,6.0,,17.0,,,,,,,,,,,
77305,Oussama Assaidi,Midfielder,Stoke,110,Morocco,2013-14,86.0,,0.0,9.0,,34.0,16.0,32.0,19.0,12.0,34.0,52.0,282.0,7.0,6.0,3.0,,1111.0,,5.0,74.0,4.0,,15.0,73.0,247.0,49.0,,2.0,,,5.0,15.0,81.0,111.0,12.0,0.0,160.0,7.0,57.0,62.0,19.0,10.0,182.0,11.0,56.0,60.0,154.0,1.0,0.0,281.0,176.0,24.0,,19.0,7.0,12.0,1.0,95.0,581.0,1.0,6.0,2.0,87.0,,,1.0,2.0,10.0,,,,4.0,1.0,,,,,,19.0,,3.0,,,3.0,,,,,,15.0,28.0,21.0,4.0,4.0,,,13.0,,13.0,1.0,,7.0,11.0,27.0,,,,,5.0,,1.0,,,4.0,,10.0,,,,,,,,1.0,,,
20481,Stephen Ireland,Midfielder,Stoke,110,Ireland,2013-14,96.0,1.7725,0.0,7.0,2.7202,43.0,17.0,106.0,25.0,14.0,118.0,16.0,666.0,11.0,20.0,3.0,2.0,1388.0,2.0,16.0,56.0,1.0,,41.0,52.0,523.0,30.0,,2.0,20.3932,2.0,13.0,14.0,80.0,177.0,4.0,0.0,152.0,30.0,188.0,70.0,25.0,8.0,348.0,13.0,33.0,30.0,132.0,4.0,0.0,652.0,213.0,35.0,,170.0,26.0,22.0,25.0,131.0,943.0,10.0,8.0,4.0,219.0,12.0,2.5601,3.0,12.0,23.0,,,,2.0,1.0,,,,,,26.0,,1.0,,,,,,,,,2.0,5.0,19.0,4.0,2.0,6.0,2.0,70.0,,5.0,4.0,,10.0,12.0,6.0,,1.0,1.0,2.0,16.0,2.0,2.0,,,17.0,,36.0,3.0,,3.0,2.0,,2.0,,,,,
