playerId,playerName,position,team_name,team_id,nationality,season,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,winningGoal,duels,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,penaltiesSaved,substituteOn,penaltiesFaced,aerialDuelsLost,savesFromPenalty,penaltyGoalsConceded,groundDuelsLost,totalFoulsWon,goalkeeperSmother,successfulDribbles,interceptions,substituteOff,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,shotsBlockedInBox,homeGoals,rightFootGoals,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,expectedGoals,unsuccessfulLayoffs,clearancesOffTheLine,shotsOnTargetOutsideBox,penaltiesConceded,oboxTarget,headedGoals,cornersTakenInclShortCorners,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,offsides,freekickTotal,attemptsFromSetPieces,foulWonPenalty,setPiecesGoals,penaltiesTaken,penaltyGoals
57328,Nathaniel Clyne,Defender,Crystal Palace,31,England,2012-13,1.9651,0.0,,96.0,,244.0,34.0,34.0,284.0,1329.0,,,30.0,6.0,3021.0,153.0,7.0,144.0,1017.0,,43.8404,17.0,24.0,118.0,53.0,79.0,,2.0,264.0,609.0,159.0,34.0,,,32.0,666.0,46.0,234.0,9.0,0.0,,1322.0,475.0,,,455.0,28.0,2326.0,73.0,400.0,,2.0,40.0,74.0,111.0,,,,21.0,,2.0,90.0,18.0,,30.0,72.0,2.0,21.0,1.0,2.0,5.0,0.6221,7.0,7.0,3.0,3.0,62.0,1.0,0.0,1.0,21.0,2.0,2.0,36.0,40.0,1.0,2.0,1.0,1.0,5.0,21.0,62.0,57.0,2.0,5.0,22.0,64.0,9.0,19.0,186.0,350.0,1.0,1.0,2.0,0.9661,,,,,,,,,,,,,,,,,,,
80447,Maya Yoshida,Defender,Southampton,20,Japan,2012-13,0.4496,0.0,,58.0,,226.0,32.0,31.0,328.0,1399.0,,,146.0,7.0,2852.0,171.0,7.0,79.0,969.0,,40.2861,3.0,39.0,231.0,48.0,325.0,,0.0,263.0,645.0,164.0,32.0,,,19.0,368.0,41.0,117.0,92.0,0.0,,1364.0,363.0,,,347.0,102.0,1918.0,117.0,705.0,,2.0,102.0,86.0,92.0,,1.0,,54.0,,2.0,38.0,17.0,,4.0,69.0,,2.0,3.0,2.0,,0.3085,8.0,7.0,,3.0,9.0,,,,2.0,7.0,7.0,24.0,9.0,,5.0,,,5.0,,9.0,4.0,5.0,6.0,3.0,39.0,18.0,22.0,82.0,34.0,,,,1.379,1.0,1.0,,,,,,,,,,,,,,,,,
88900,Jack Stephens,Defender,Southampton U21,12945,England,2012-13,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38580,José Fonte,Defender,Sporting Braga,372,Portugal,2012-13,0.7283,0.0,,40.0,,172.0,27.0,25.0,259.0,1214.0,,,107.0,3.0,2312.0,129.0,6.0,59.0,861.0,,31.6623,5.0,40.0,238.0,44.0,162.0,,0.0,200.0,554.0,121.0,27.0,,,9.0,239.0,38.0,93.0,70.0,0.0,,1189.0,272.0,,,382.0,94.0,1637.0,106.0,717.0,,5.0,87.0,62.0,71.0,,2.0,,37.0,,1.0,34.0,15.0,,4.0,39.0,,1.0,1.0,5.0,1.0,1.8023,15.0,6.0,,1.0,6.0,2.0,0.0,1.0,1.0,3.0,3.0,31.0,,,2.0,2.0,,4.0,,6.0,4.0,2.0,10.0,6.0,31.0,20.0,21.0,116.0,3.0,1.0,1.0,1.0,1.497,,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,
18421,Daniel Fox,Defender,Wigan Athletic,111,Scotland,2012-13,1.1662,1.0,,27.0,,108.0,20.0,14.0,165.0,646.0,,,36.0,1.0,1216.0,60.0,4.0,37.0,441.0,,27.1579,17.0,15.0,59.0,32.0,255.0,,0.0,103.0,300.0,67.0,20.0,,,9.0,291.0,28.0,67.0,23.0,1.0,,615.0,255.0,,,17.0,40.0,1043.0,44.0,207.0,,3.0,57.0,36.0,43.0,,6.0,,13.0,,1.0,30.0,7.0,,3.0,29.0,6.0,5.0,1.0,2.0,1.0,0.5088,7.0,1.0,1.0,2.0,38.0,1.0,1.0,1.0,17.0,,,9.0,9.0,,,0.0,,,3.0,62.0,11.0,,5.0,11.0,18.0,5.0,12.0,74.0,124.0,,1.0,1.0,0.5247,,,2.0,1.0,2.0,,28.0,7.0,1.0,20.0,,,,,,,,,
61855,Vegard Forren,Defender,KÍ Klaksvík,3112,Norway,2012-13,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12092,Frazer Richardson,Defender,Doncaster Rovers,290,England,2012-13,0.0308,0.0,,5.0,,17.0,5.0,2.0,20.0,73.0,,,4.0,,167.0,7.0,1.0,6.0,51.0,,2.7666,1.0,,11.0,4.0,2.0,,0.0,17.0,38.0,10.0,5.0,,,1.0,32.0,3.0,13.0,1.0,0.0,,71.0,36.0,,,24.0,2.0,134.0,3.0,22.0,,0.0,3.0,9.0,10.0,,3.0,,3.0,,,7.0,1.0,,,4.0,1.0,1.0,,,,,,1.0,,,5.0,,,,1.0,,,,4.0,,,,,1.0,1.0,6.0,3.0,,,,4.0,,1.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,
101184,Calum Chambers,Defender,Cardiff City,97,England,2012-13,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106760,Luke Shaw,Defender,Manchester United,1,England,2012-13,0.8925,0.0,,51.0,,162.0,25.0,22.0,203.0,715.0,,,88.0,4.0,1950.0,147.0,3.0,98.0,494.0,,16.9065,10.0,10.0,89.0,21.0,231.0,,0.0,252.0,328.0,101.0,25.0,,,8.0,312.0,18.0,164.0,49.0,0.0,,707.0,393.0,,,23.0,18.0,1489.0,49.0,218.0,,2.0,41.0,56.0,105.0,,3.0,,39.0,,,66.0,25.0,,22.0,50.0,7.0,18.0,3.0,3.0,,1.0327,7.0,1.0,,3.0,63.0,,,5.0,18.0,3.0,3.0,9.0,57.0,,2.0,,,2.0,22.0,64.0,42.0,2.0,4.0,15.0,43.0,5.0,15.0,133.0,248.0,,5.0,1.0,0.3235,,,2.0,1.0,2.0,,,,,,1.0,,,,,,,,
19636,Danny Seaborne,Defender,Exeter City,71,England,2012-13,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
