playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,groundDuelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,goals,offsides,oboxBlocked,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,totalTouchesInOppositionBox,shotsBlockedInBox,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,interceptions,backwardPasses,substituteOff,hitWoodwork,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,throwInsToOppositionPlayer,leftFootGoals,throwInsToOwnPlayer,penaltiesTaken,otherGoals,penaltyGoals,penaltiesConceded,headedGoals,setPiecesGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,cornersTakenInclShortCorners,ownGoalScored,redCards2ndYellow
58822,Cédric Soares,Defender,Southampton,20,Portugal,2019-20,73.0,,0.0725,0.0,,53.0,,93.0,21.0,19.0,174.0,593.0,0.0,,49.0,3.0,,1559.0,29.0,83.0,1.0,37.0,63.0,390.0,,,1.0,2.3644,11.0,10.0,45.0,20.0,46.0,,4.0,0.0,156.0,17.0,1.0,,258.0,69.0,21.0,,,237.0,19.0,107.0,20.0,0.0,,582.0,295.0,32.0,6.0,,,182.0,16.0,29.0,1128.0,53.0,197.0,,1.0,81.0,53.0,44.0,15.0,3.0,5.0,0.3207,7.0,1.0,1.0,1.0,,57.0,1.0,,,2.0,,15.0,,,,19.0,,,,21.0,,57.0,10.0,,2.0,4.0,4.0,22.0,107.0,7.0,,,10.0,,0.02,28.0,1.0,175.0,,,,,,,,,,,,,,,
88900,Jack Stephens,Defender,Southampton,20,England,2019-20,109.0,,0.9747,1.0,,44.0,,160.0,28.0,27.0,352.0,1276.0,1.0,,116.0,7.0,,2453.0,66.0,113.0,4.0,32.0,63.0,824.0,,,2.0,40.5591,5.0,31.0,114.0,38.0,177.0,,13.0,1.0,222.0,16.0,0.0,,609.0,140.0,28.0,,,303.0,34.0,106.0,50.0,1.0,,1236.0,391.0,27.0,7.0,,,407.0,14.0,100.0,1629.0,110.0,621.0,,4.0,192.0,114.0,43.0,,,2.0,0.1037,6.0,2.0,3.0,,,5.0,1.0,,,1.0,,,1.0,1.0,,21.0,,,,17.0,4.0,5.0,8.0,,4.0,,22.0,31.0,83.0,1.0,1.0,,8.0,1.0,0.9944,3.0,,9.0,,,,1.0,1.0,,,,,,,,,,
214470,Jake Vokins,Defender,Southampton,20,England,2019-20,2.0,,0.0878,0.0,,2.0,,8.0,1.0,1.0,12.0,58.0,0.0,,,,,90.0,,3.0,,2.0,3.0,43.0,,,,0.5405,1.0,,1.0,1.0,21.0,,1.0,0.0,5.0,,0.0,,18.0,1.0,1.0,,,29.0,1.0,5.0,,0.0,,57.0,18.0,2.0,,,,1.0,,3.0,83.0,2.0,17.0,,0.0,4.0,1.0,2.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,2.0,,1.0,,,,18.0,,,,,,0.0214,1.0,,11.0,,,,,,,,,,,,,,,
171771,Jan Bednarek,Defender,Southampton,20,Poland,2019-20,109.0,,0.6758,0.0,,65.0,,236.0,34.0,34.0,382.0,1539.0,0.0,,176.0,7.0,,3058.0,47.0,206.0,4.0,35.0,77.0,1072.0,,,3.0,51.6176,2.0,32.0,193.0,57.0,325.0,,12.0,0.0,315.0,21.0,1.0,,687.0,161.0,34.0,,,336.0,53.0,139.0,129.0,0.0,,1510.0,426.0,38.0,2.0,,,425.0,33.0,85.0,2072.0,89.0,821.0,,4.0,146.0,150.0,62.0,,1.0,1.0,0.4597,6.0,,1.0,,,1.0,1.0,,,,,,,,,16.0,1.0,,1.0,27.0,,1.0,1.0,1.0,5.0,1.0,23.0,77.0,102.0,1.0,,,17.0,1.0,1.1415,27.0,,26.0,,,,1.0,,,,,,,,,,1.0,
93100,Jannik Vestergaard,Defender,Southampton,20,Denmark,2019-20,58.0,,0.2016,0.0,,19.0,,110.0,19.0,17.0,188.0,824.0,0.0,,110.0,4.0,,1497.0,29.0,112.0,1.0,9.0,31.0,594.0,,,1.0,19.306,6.0,11.0,97.0,26.0,261.0,,9.0,0.0,170.0,6.0,1.0,,343.0,80.0,19.0,,,237.0,25.0,60.0,81.0,0.0,,806.0,223.0,12.0,3.0,,,166.0,9.0,42.0,1073.0,40.0,400.0,,3.0,78.0,71.0,29.0,1.0,2.0,5.0,1.4519,10.0,,,,,,1.0,,,2.0,1.0,1.0,3.0,3.0,,18.0,2.0,1.0,,7.0,2.0,,3.0,2.0,5.0,3.0,9.0,26.0,54.0,2.0,1.0,,7.0,,1.3588,19.0,,10.0,,,,,1.0,,,,,,,,,,
135720,Kevin Danso,Defender,Southampton,20,Austria,2019-20,24.0,,0.0533,1.0,,6.0,,21.0,6.0,3.0,34.0,131.0,0.0,,19.0,1.0,,276.0,12.0,18.0,1.0,5.0,11.0,93.0,,,1.0,7.4607,1.0,2.0,7.0,8.0,45.0,,2.0,0.0,42.0,4.0,0.0,,56.0,13.0,6.0,,,53.0,7.0,23.0,7.0,0.0,,130.0,60.0,4.0,3.0,,,16.0,4.0,4.0,213.0,11.0,44.0,,0.0,13.0,12.0,12.0,,,,,1.0,,1.0,,,4.0,,,,3.0,,,,,,2.0,,,,2.0,4.0,4.0,5.0,,1.0,,3.0,2.0,14.0,1.0,,,3.0,,0.0586,13.0,,19.0,,,,,,,,,,,,,,,1.0
158534,Kyle Walker-Peters,Defender,Southampton,20,England,2019-20,53.0,,0.1297,0.0,,21.0,,72.0,13.0,10.0,103.0,532.0,,,28.0,2.0,,946.0,19.0,77.0,1.0,26.0,68.0,415.0,,,,5.4772,6.0,2.0,22.0,12.0,39.0,,26.0,,130.0,9.0,,,168.0,75.0,13.0,,,240.0,11.0,102.0,9.0,0.0,,519.0,169.0,13.0,22.0,,,185.0,7.0,14.0,832.0,18.0,190.0,,1.0,31.0,38.0,34.0,1.0,2.0,,,1.0,,,,,18.0,,2.0,1.0,3.0,,1.0,,,,15.0,,,,8.0,4.0,18.0,,,1.0,7.0,5.0,17.0,140.0,2.0,,1.0,3.0,,0.0292,21.0,,91.0,,,,,,,,,,,,,,,
80447,Maya Yoshida,Defender,Southampton,20,Japan,2019-20,16.0,,0.035,0.0,,8.0,,25.0,8.0,6.0,56.0,267.0,0.0,,21.0,1.0,,558.0,7.0,27.0,2.0,8.0,13.0,196.0,,,2.0,12.9517,,1.0,25.0,18.0,68.0,,5.0,0.0,43.0,4.0,0.0,,112.0,33.0,8.0,,,58.0,16.0,22.0,14.0,0.0,,262.0,62.0,5.0,1.0,,,74.0,3.0,15.0,346.0,15.0,153.0,,1.0,31.0,14.0,9.0,,,3.0,0.4754,5.0,,,,,,,,,2.0,1.0,,2.0,2.0,,10.0,,1.0,,3.0,,,2.0,,2.0,,2.0,4.0,13.0,,,,2.0,,0.6666,1.0,,2.0,,,,,,,,,,,,,,,
40146,Ryan Bertrand,Defender,Southampton,20,England,2019-20,147.0,,3.7928,1.0,,47.0,,217.0,32.0,31.0,295.0,1229.0,0.0,,117.0,7.0,,2744.0,58.0,149.0,4.0,65.0,90.0,891.0,,,2.0,43.9209,29.0,11.0,28.0,44.0,457.0,,33.0,1.0,296.0,15.0,1.0,,480.0,118.0,32.0,,,577.0,40.0,179.0,59.0,1.0,,1194.0,538.0,28.0,11.0,,,69.0,27.0,43.0,2060.0,41.0,393.0,,3.0,78.0,70.0,89.0,25.0,4.0,3.0,1.1902,14.0,2.0,1.0,,,59.0,1.0,1.0,1.0,1.0,2.0,36.0,,,,49.0,3.0,2.0,1.0,19.0,13.0,86.0,34.0,3.0,11.0,31.0,12.0,37.0,223.0,1.0,,1.0,11.0,2.0,1.7262,64.0,,280.0,,,,,,,5.0,1.0,1.0,19.0,,0.1024,25.0,,
213482,Yan Valery,Defender,Southampton,20,Tunisia,2019-20,64.0,,0.7657,0.0,,20.0,,61.0,11.0,10.0,97.0,222.0,0.0,,37.0,,,782.0,17.0,62.0,1.0,18.0,42.0,119.0,,,1.0,15.9265,2.0,2.0,29.0,20.0,7.0,,8.0,0.0,126.0,8.0,0.0,,107.0,45.0,11.0,,,75.0,19.0,89.0,20.0,0.0,,221.0,180.0,7.0,14.0,,,48.0,7.0,6.0,490.0,24.0,52.0,,1.0,36.0,28.0,47.0,2.0,1.0,2.0,0.0731,2.0,1.0,,,,9.0,,3.0,,1.0,,2.0,2.0,2.0,,12.0,1.0,,,13.0,13.0,9.0,32.0,1.0,,4.0,1.0,13.0,60.0,6.0,,,2.0,,0.252,23.0,,64.0,,,,,,,,,,,,,,,
