season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089878,1,80,Swansea_City,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,1.0,9.0,7.0,7.0,14.0,,1.0,9.0,,,,,,1.0,,,2.0,,,,,,2.0,,,,90.0,,,,,,,,7.0,2.0,7.7,1.0,3.0,,,2.0,,,1.0,15.0,,12.0,9.0,21.0,0,1.0,36.0,,,,1.0
2016-17,7089878,1,80,Swansea_City,Away,22596,61760,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090015,2,80,Swansea_City,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,3.0,1.0,11.0,12.0,,,9.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,1.0,,6.4,2.0,2.0,,,,,,,4.0,,2.0,11.0,13.0,0,,23.0,,,,
2016-17,7090015,2,80,Swansea_City,Home,22596,61760,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090023,3,80,Swansea_City,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,1.0,9.0,4.0,11.0,15.0,,,8.0,,,,,,,,,1.0,,,,,,1.0,,,,90.0,,,,,1.0,1.0,,11.0,1.0,7.5,2.0,4.0,,,1.0,,,1.0,20.0,,11.0,15.0,26.0,0,,40.0,,1.0,,
2016-17,7090023,3,80,Swansea_City,Away,22596,61760,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090040,4,80,Swansea_City,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,4.0,10.0,9.0,7.0,16.0,,1.0,7.0,,,,,,,,,1.0,,,,,,1.0,,,,90.0,,,,,,,,14.0,2.0,7.5,4.0,5.0,,,3.0,,,4.0,24.0,,20.0,10.0,30.0,0,,44.0,,,,
2016-17,7090040,4,80,Swansea_City,Home,22596,61760,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090042,5,80,Swansea_City,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,1.0,13.0,13.0,7.0,20.0,,2.0,13.0,,,,,,,,,2.0,,,,,,4.0,,,,90.0,,,,,,,,14.0,2.0,7.2,2.0,5.0,,,2.0,,,1.0,27.0,,26.0,8.0,34.0,0,,51.0,,,,
2016-17,7090042,5,80,Swansea_City,Away,22596,61760,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
