playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,totalTackles,totalShots,substituteOn,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,putthroughBlockedDistributionWon,tacklesLost,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,expectedGoals,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,oboxTarget,unsuccessfulDribbles,redCards2ndYellow,unsuccessfulCrossesAndCorners,successfulDribbles,shotsBlockedOutsideBox,successfulCrossesOpenPlay,overruns,goals,successfulCrossesAndCorners,shotsBlockedInBox,headedGoals,iboxBlocked,handballsConceded,successfulLayoffs,offsides,lastPlayerTackle,clearancesOffTheLine,expectedGoalsFreekick,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throughBalls,rightFootGoals,ownGoalScored,foulWonPenalty,secondGoalAssists,hitWoodwork,leftFootGoals,setPiecesGoals,penaltiesTaken,penaltyGoals
41705,Brad Guzan,Goalkeeper,Middlesbrough,25,United States,2014-15,2.0,0.0753,0.0,69.0,38.0,2.0,34.0,34.0,431.0,954.0,0.0,282.0,15.0,10.0,9.0,3.0,3060.0,1.0,13.0,7.0,1.0,2.0,4.0,200.0,16.0,3.0,44.1513,154.0,26.0,48.0,1.0,113.0,101.0,7.0,0.0,15.0,0.0,5.0,775.0,356.0,34.0,3.0,6.0,214.0,41.0,5.0,9.0,0.0,291.0,468.0,2.0,446.0,140.0,20.0,66.0,1.0,3.0,323.0,1327.0,248.0,309.0,1.0,63.0,2.0,429.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79852,Jed Steer,Goalkeeper,Peterborough United,73,England,2014-15,,0.0016,0.0,1.0,1.0,,1.0,1.0,13.0,30.0,0.0,4.0,,,,,90.0,,,,,,,11.0,,,0.6502,3.0,,1.0,,7.0,2.0,,0.0,,0.0,,17.0,14.0,1.0,,,4.0,1.0,,,0.0,9.0,25.0,,14.0,3.0,,6.0,,,6.0,42.0,10.0,13.0,,1.0,0.0,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Shay Given,Goalkeeper,Stoke City,110,Ireland,2014-15,,0.0094,0.0,4.0,2.0,,3.0,3.0,36.0,75.0,0.0,18.0,1.0,,1.0,1.0,270.0,,2.0,1.0,,,2.0,17.0,2.0,1.0,6.8392,13.0,3.0,8.0,,2.0,9.0,2.0,0.0,2.0,0.0,1.0,65.0,27.0,3.0,,,19.0,7.0,2.0,,0.0,15.0,39.0,,37.0,10.0,1.0,8.0,,1.0,22.0,104.0,23.0,20.0,,7.0,1.0,36.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
