playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,tacklesLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,homeGoals,oboxTarget,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,overruns,throughBalls,headedGoals,shotsBlockedInBox,iboxBlocked,clearancesOffTheLine,hitWoodwork,expectedGoalsFreekick,cornersTakenInclShortCorners,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,leftFootGoals,secondGoalAssists,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,redCards2ndYellow,penaltyGoals
98980,Emiliano Martínez,Goalkeeper,Aston Villa,7,Argentina,2024-25,2.0,1.0,0.0632,1.0,52.0,3.0,30.0,13.0,37.0,37.0,287.0,1248.0,172.0,5.0,12.0,8.0,2.0,3195.0,1.0,20.0,4.0,1.0,9.0,759.0,1.0,3.0,1.0,46.1587,2.0,48.0,20.0,45.0,1.0,333.0,100.0,6.0,0.0,22.0,1.0,5.0,547.0,298.0,37.0,4.0,2.0,135.0,41.0,10.0,11.0,1.0,238.0,923.0,297.0,3.0,1.0,66.0,24.0,368.0,2.0,202.0,1583.0,2.0,114.0,826.0,67.0,5.0,274.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111782,Robin Olsen,Goalkeeper,Aston Villa,7,Sweden,2024-25,,,0.0069,0.0,2.0,1.0,4.0,,4.0,1.0,36.0,100.0,26.0,,,1.0,1.0,225.0,,1.0,1.0,,1.0,43.0,,1.0,1.0,6.3586,,5.0,3.0,6.0,,17.0,8.0,,0.0,1.0,,,65.0,18.0,4.0,1.0,1.0,17.0,5.0,1.0,,0.0,16.0,59.0,36.0,,,11.0,2.0,18.0,,21.0,116.0,,18.0,47.0,4.0,0.0,36.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516159,Oliwier Zych,Goalkeeper,Aston Villa,7,Poland,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
