season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6767937,1,35,West_Bromwich_Albion,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,,,1.0,28.0,15.0,43.0,2.0,,9.0,,,,,,,1.0,6.0,2.0,,,3.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,,,6.4,,,,,2.0,,1.0,,1.0,,32.0,16.0,47.0,0,2.0,57.0,,,,
2015-16,6767937,1,35,West_Bromwich_Albion,Home,822,18008,James Morrison,james-morrison,M,False,,,3.0,21.0,11.0,32.0,1.0,,5.0,,,,2.0,,,1.0,7.0,5.0,,,1.0,,,,,2.0,,,90.0,1.0,2.0,,,,,,,,6.7,,,1.0,,,5.0,1.0,,4.0,,26.0,13.0,38.0,2,1.0,61.0,2.0,1.0,3.0,
2015-16,6767937,1,35,West_Bromwich_Albion,Home,10540,19151,Chris Brunt,chris-brunt,M,False,1.0,,3.0,11.0,18.0,28.0,,,4.0,,,,,,,1.0,1.0,2.0,,,,,,,,,1.0,,90.0,,1.0,,,,,,,,6.4,,,1.0,,3.0,2.0,6.0,,7.0,,21.0,18.0,33.0,1,,58.0,1.0,,2.0,
2015-16,6767937,1,35,West_Bromwich_Albion,Home,14235,28468,Craig Gardner,craig-gardner,M,False,1.0,,,11.0,7.0,17.0,1.0,,7.0,,,,,,,,4.0,5.0,,,3.0,,,,,1.0,1.0,,90.0,,,,,,,,,,6.6,,,2.0,,1.0,,7.0,,2.0,,22.0,9.0,24.0,2,2.0,44.0,1.0,3.0,,
2015-16,6767937,1,35,West_Bromwich_Albion,Home,16657,34392,Stéphane Sessègnon,stephane-sessegnon,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767937,1,35,West_Bromwich_Albion,Home,41631,63370,James McClean,james-mcclean,M,False,,,,4.0,5.0,9.0,,,2.0,,,,,,,2.0,2.0,3.0,,,,,,,,,,,45.0,,,,,,,,,,6.4,,,,,1.0,,1.0,,1.0,,5.0,6.0,10.0,0,2.0,20.0,1.0,1.0,,
2015-16,6767937,1,35,West_Bromwich_Albion,Home,53783,61538,Callum McManaman,callum-mcmanaman,M,True,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,10.0,,,,,,,,,,6.7,,,,,,,1.0,,,,2.0,,1.0,0,,2.0,,,,
2015-16,6767937,1,35,West_Bromwich_Albion,Home,151037,55829,Claudio Yacob,claudio-yacob,M,True,,,,7.0,7.0,14.0,,,5.0,,,,2.0,,,,5.0,5.0,,,3.0,,,,,,,,45.0,,1.0,,,,,,,,6.5,,,,,2.0,,1.0,,2.0,,11.0,9.0,19.0,0,4.0,28.0,,1.0,,
2015-16,6767948,2,35,West_Bromwich_Albion,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,1.0,10.0,8.0,18.0,1.0,3.0,3.0,,,,2.0,,,,4.0,5.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,,,6.7,,,,,,1.0,1.0,,5.0,,25.0,8.0,32.0,0,1.0,42.0,,,1.0,
2015-16,6767948,2,35,West_Bromwich_Albion,Away,822,18008,James Morrison,james-morrison,M,False,,,4.0,19.0,16.0,35.0,1.0,1.0,9.0,,,,3.0,,,2.0,7.0,6.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,,,7.2,,,,,5.0,,,,7.0,,25.0,18.0,43.0,0,5.0,63.0,,,,
