season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089874,1,35,West_Bromwich_Albion,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,8.0,16.0,7.0,23.0,3.0,1.0,3.0,,,,3.0,,,,6.0,3.0,,,,,,,,4.0,,90.0,,,,,,14.0,,6.8,,,,,1.0,,,,11.0,,20.0,13.0,33.0,0,1.0,45.0,3.0,1.0,,1.0
2016-17,7089874,1,35,West_Bromwich_Albion,Away,822,18008,James Morrison,james-morrison,M,True,,,,1.0,,1.0,,,1.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,1.0,,2.0,,2.0,0,,2.0,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,14235,28468,Craig Gardner,craig-gardner,M,False,6.0,,1.0,10.0,1.0,5.0,1.0,,4.0,,,,1.0,,,2.0,7.0,3.0,,,3.0,,,,,,5.0,71.0,,,,,,11.0,,7.3,,,,,1.0,,7.0,,2.0,,16.0,3.0,12.0,0,2.0,28.0,1.0,1.0,,1.0
2016-17,7089874,1,35,West_Bromwich_Albion,Away,41631,63370,James McClean,james-mcclean,M,True,1.0,,,5.0,,4.0,,1.0,1.0,,,,,,,4.0,4.0,1.0,,,,1.0,,,,,1.0,19.0,,,,,,7.0,,6.5,,,,,2.0,,3.0,,1.0,,7.0,1.0,5.0,0,,17.0,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,1.0,8.0,8.0,16.0,,3.0,10.0,,,,1.0,,,1.0,3.0,10.0,,,1.0,,,,,5.0,,90.0,,,,,,13.0,,7.5,,,2.0,,4.0,,,,6.0,,18.0,10.0,28.0,2,6.0,48.0,,1.0,,2.0
2016-17,7089874,1,35,West_Bromwich_Albion,Away,839819,195864,Sam Field,sam-field,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,843765,215457,Kane Wilson,kane-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090016,2,35,West_Bromwich_Albion,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,,,2.0,7.0,15.0,22.0,1.0,,8.0,,1.0,,,,,,3.0,6.0,,,2.0,,,,,2.0,,90.0,1.0,,,,,14.0,,6.7,,,,,,1.0,,,7.0,,16.0,19.0,35.0,1,3.0,47.0,1.0,2.0,1.0,2.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,822,18008,James Morrison,james-morrison,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090016,2,35,West_Bromwich_Albion,Home,14235,28468,Craig Gardner,craig-gardner,M,False,1.0,,2.0,7.0,3.0,9.0,,1.0,2.0,2.0,,,2.0,,,,3.0,3.0,,,2.0,1.0,,,,,2.0,64.0,,,,,,9.0,,7.4,,,1.0,,,1.0,1.0,,3.0,,13.0,5.0,17.0,1,1.0,25.0,1.0,,1.0,1.0
