playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,throughBalls,goalKicks,savesMadeCaught,cleanSheets,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,penaltyGoalsConceded,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,secondGoalAssists,goals,offsides,awayGoals,oboxBlocked,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,successfulCrossesOpenPlay,goalAssists,foulWonPenalty,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,oboxTarget,headedGoals,shotsBlockedOutsideBox,ownGoalScored,lastPlayerTackle,rightFootGoals,penaltiesTaken,clearancesOffTheLine,penaltyGoals,handballsConceded,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick
543295,Antoni Milambo,Midfielder,Brentford,94,Netherlands,2025-26,1.0,0.0116,0.0,,,,,3.0,,3.0,1.0,1.0,1.0,3.0,,11.0,,3.0,,45.0,,1.0,5.0,,2.0,3.0,8.0,,,2.3906,,,,3.0,,,,,0.0,6.0,2.0,5.0,2.0,1.0,2.0,,5.0,3.0,,,,3.0,2.0,0.0,11.0,,,4.0,1.0,,,4.0,,,,2.0,19.0,,1.0,,3.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244858,Fábio Carvalho,Midfielder,Brentford,94,Portugal,2025-26,6.0,0.0312,0.0,,1.0,,0.6839,3.0,2.0,5.0,6.0,1.0,1.0,5.0,3.0,25.0,5.0,4.0,,100.0,,3.0,5.0,,1.0,4.0,18.0,2.0,,2.77,,,,4.0,,3.0,6.0,,0.0,11.0,1.0,7.0,5.0,6.0,1.0,2.0,11.0,4.0,4.0,3.0,,7.0,1.0,0.0,22.0,1.0,1.0,14.0,2.0,1.0,,7.0,,,2.0,5.0,45.0,,,,10.0,,0.6992,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,1.0,,1.0,,,,,3.0,,1.0,,1.0,,,,,,1.0,,,,,,,
56979,Jordan Henderson,Midfielder,Brentford,94,England,2025-26,51.0,2.4524,0.0,2.0,1.0,1.0,0.6364,27.0,4.0,137.0,32.0,32.0,22.0,256.0,26.0,1158.0,10.0,31.0,,1922.0,,18.0,48.0,3.0,20.0,35.0,831.0,13.0,,27.7565,16.0,13.0,34.0,28.0,1.0,33.0,265.0,7.0,0.0,99.0,9.0,423.0,98.0,32.0,14.0,5.0,434.0,25.0,32.0,11.0,1.0,68.0,13.0,0.0,1120.0,3.0,5.0,318.0,13.0,3.0,7.0,295.0,13.0,17.0,71.0,175.0,1382.0,2.0,12.0,50.0,485.0,11.0,0.3319,6.0,119.0,52.0,,,,6.0,,,2.0,,,,,1.0,,,,,,,,,1.0,1.0,0.0,1.0,1.0,,1.0,,12.0,3.0,,3.0,,17.0,,1.0,,,1.0,,1.0,1.0,,,,,,,
183656,Josh Dasilva,Midfielder,Brentford,94,England,2025-26,1.0,0.0015,0.0,,,,,,1.0,1.0,2.0,1.0,,1.0,,5.0,2.0,,,2.0,,,,,1.0,,4.0,1.0,,,1.0,,,,,1.0,2.0,,0.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,,,1.0,,1.0,,0.0,5.0,1.0,,2.0,,,,1.0,,,,1.0,8.0,,,,2.0,,0.0762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513418,Kevin Schade,Midfielder,Brentford,94,Germany,2025-26,241.0,2.0848,1.0,12.0,24.0,11.0,9.826,41.0,45.0,159.0,35.0,22.0,32.0,170.0,17.0,527.0,3.0,173.0,15.0,2757.0,15.0,86.0,190.0,3.0,48.0,103.0,350.0,141.0,2.0,35.3262,25.0,1.0,31.0,34.0,12.0,155.0,162.0,43.0,0.0,431.0,24.0,177.0,94.0,35.0,17.0,55.0,253.0,31.0,17.0,100.0,12.0,258.0,87.0,1.0,523.0,21.0,24.0,388.0,24.0,20.0,3.0,64.0,50.0,18.0,7.0,124.0,1088.0,9.0,13.0,5.0,109.0,19.0,12.1782,6.0,11.0,33.0,,,,4.0,,,5.0,,,,,2.0,,,,,,,,1.0,8.0,10.0,2.0,,1.0,1.0,,4.0,4.0,3.0,2.0,1.0,1.0,5.0,3.0,6.0,1.0,3.0,,,,4.0,1.0,,,1.0,,,
559610,Luka Bentt,Midfielder,Brentford,94,Belgium,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207283,Mathias Jensen,Midfielder,Brentford,94,Denmark,2025-26,116.0,6.0183,0.0,10.0,8.0,2.0,1.8919,41.0,19.0,134.0,36.0,35.0,26.0,215.0,35.0,1122.0,10.0,29.0,2.0,2252.0,2.0,21.0,83.0,3.0,33.0,75.0,809.0,40.0,5.0,33.8616,32.0,14.0,37.0,33.0,1.0,95.0,313.0,15.0,0.0,199.0,18.0,396.0,117.0,36.0,18.0,16.0,584.0,30.0,88.0,41.0,1.0,170.0,8.0,0.0,1071.0,11.0,12.0,405.0,23.0,19.0,4.0,237.0,20.0,21.0,98.0,176.0,1603.0,23.0,13.0,36.0,361.0,11.0,2.2661,3.0,81.0,44.0,,,,13.0,,,4.0,,,,,4.0,,,,,,,,2.0,3.0,2.0,2.0,9.0,17.0,,43.0,1.0,13.0,1.0,,65.0,3.0,38.0,2.0,1.0,3.0,,9.0,,,3.0,,,,,3.0,3.0,0.1288
440089,Mikkel Damsgaard,Midfielder,Brentford,94,Denmark,2025-26,155.0,5.442,0.0,5.0,11.0,3.0,3.1071,57.0,24.0,170.0,33.0,34.0,24.0,225.0,33.0,951.0,9.0,46.0,3.0,2057.0,3.0,27.0,116.0,2.0,49.0,97.0,689.0,80.0,1.0,27.4444,38.0,6.0,16.0,32.0,2.0,128.0,241.0,23.0,1.0,271.0,22.0,374.0,139.0,33.0,22.0,33.0,530.0,30.0,69.0,66.0,2.0,225.0,19.0,0.0,907.0,13.0,15.0,425.0,35.0,18.0,4.0,176.0,19.0,25.0,37.0,160.0,1420.0,6.0,15.0,21.0,224.0,11.0,2.6169,0.0,55.0,40.0,,,,14.0,,,3.0,,,,,4.0,,,,,,,,,4.0,4.0,3.0,3.0,13.0,,25.0,1.0,12.0,4.0,,43.0,4.0,28.0,1.0,1.0,4.0,1.0,3.0,,,3.0,,,,1.0,1.0,1.0,0.1681
547671,Riley Owen,Midfielder,Brentford,94,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606689,Romelle Donovan,Midfielder,Brentford,94,England,2025-26,7.0,0.0173,0.0,2.0,1.0,,0.0475,,1.0,6.0,4.0,,,7.0,2.0,16.0,4.0,1.0,,38.0,,1.0,8.0,,1.0,8.0,8.0,5.0,,,1.0,,,,,6.0,3.0,3.0,0.0,15.0,,4.0,5.0,4.0,,1.0,8.0,,2.0,3.0,,14.0,,0.0,16.0,,1.0,14.0,,5.0,,5.0,2.0,,1.0,4.0,34.0,,,1.0,1.0,2.0,0.0958,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,1.0,,2.0,,,,,,,,,,
