playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,goals,offsides,awayGoals,goalKicks,substituteOn,cleanSheets,successfulCrossesAndCorners,successfulLaunches,shotsBlockedInBox,homeGoals,headedGoals,iboxBlocked,gkSuccessfulDistribution,clearancesOffTheLine,unsuccessfulLaunches,successfulCornersIntoBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,expectedGoalsFreekick,goalAssists,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,penaltiesTaken,oboxTarget,penaltyGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,lastPlayerTackle,penaltiesConceded,foulWonPenalty,secondGoalAssists
128295,Christian Nørgaard,Midfielder,Brentford,94,Denmark,2023-24,159.0,2.4112,0.0,12.0,7.0,,1.8066,81.0,23.0,8.0,196.0,31.0,24.0,30.0,271.0,16.0,1441.0,2.0,88.0,4.0,2513.0,4.0,47.0,159.0,5.0,58.0,118.0,1110.0,58.0,9.0,1.0,43.8814,23.0,49.0,51.0,112.0,343.0,32.0,1.0,318.0,42.0,502.0,216.0,31.0,31.0,4.0,602.0,46.0,16.0,19.0,230.0,41.0,0.0,1400.0,16.0,7.0,342.0,50.0,6.0,6.0,370.0,41.0,54.0,60.0,226.0,1919.0,23.0,10.0,2.0,574.0,24.0,3.4674,8.0,75.0,76.0,6.0,2.0,1.0,2.0,,1.0,2.0,6.0,7.0,10.0,0.0,2.0,10.0,,,39.0,,,,,,,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
494041,Ethan Brierley,Midfielder,Brentford,94,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428580,Frank Onyeka,Midfielder,Brentford,94,Nigeria,2023-24,86.0,1.3902,0.0,8.0,9.0,1.0,1.5729,37.0,14.0,2.0,61.0,26.0,4.0,11.0,84.0,11.0,375.0,1.0,33.0,4.0,1155.0,4.0,23.0,89.0,4.0,21.0,79.0,277.0,28.0,1.0,1.0,20.6141,10.0,17.0,27.0,63.0,78.0,31.0,0.0,175.0,8.0,112.0,73.0,26.0,13.0,14.0,171.0,23.0,11.0,26.0,142.0,10.0,0.0,373.0,5.0,6.0,157.0,24.0,11.0,7.0,94.0,24.0,23.0,14.0,91.0,645.0,3.0,8.0,1.0,125.0,20.0,2.1765,8.0,23.0,21.0,5.0,1.0,4.0,0.0,,15.0,,5.0,7.0,7.0,1.0,,7.0,,,13.0,,1.0,,,,,,,,2.0,,4.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,
183656,Josh Dasilva,Midfielder,Brentford,94,England,2023-24,8.0,0.2415,0.0,,,,,2.0,,,4.0,3.0,,,4.0,4.0,13.0,,,,23.0,,,4.0,,1.0,4.0,9.0,7.0,,,0.0532,1.0,,,8.0,1.0,,0.0,12.0,,5.0,2.0,3.0,1.0,2.0,8.0,,5.0,6.0,12.0,,0.0,13.0,,1.0,17.0,1.0,2.0,,5.0,2.0,,,2.0,33.0,,1.0,,2.0,2.0,,0.0,,,,,,,,3.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
513418,Kevin Schade,Midfielder,Brentford,94,Germany,2023-24,44.0,0.7302,0.0,1.0,4.0,2.0,1.6498,3.0,7.0,1.0,31.0,11.0,1.0,3.0,32.0,3.0,88.0,1.0,31.0,1.0,331.0,1.0,14.0,28.0,,6.0,11.0,56.0,20.0,,,3.5929,3.0,4.0,5.0,30.0,21.0,6.0,0.0,72.0,2.0,26.0,23.0,11.0,2.0,10.0,40.0,5.0,3.0,16.0,41.0,17.0,0.0,88.0,3.0,8.0,69.0,1.0,2.0,,14.0,10.0,1.0,,27.0,159.0,,3.0,1.0,18.0,2.0,1.2012,0.0,1.0,2.0,2.0,2.0,2.0,1.0,,8.0,,2.0,,,1.0,,,,,,,2.0,,,,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
207283,Mathias Jensen,Midfielder,Brentford,94,Denmark,2023-24,148.0,4.752,0.0,3.0,7.0,1.0,1.0816,54.0,11.0,8.0,146.0,32.0,20.0,27.0,208.0,32.0,972.0,2.0,17.0,1.0,2218.0,1.0,11.0,96.0,3.0,59.0,90.0,682.0,23.0,43.0,2.0,42.3807,38.0,24.0,45.0,137.0,221.0,19.0,0.0,244.0,35.0,337.0,123.0,32.0,22.0,23.0,448.0,42.0,70.0,41.0,227.0,6.0,0.0,878.0,4.0,14.0,400.0,32.0,18.0,6.0,203.0,28.0,23.0,82.0,211.0,1510.0,68.0,22.0,2.0,359.0,22.0,0.698,5.0,62.0,51.0,14.0,3.0,2.0,1.0,,5.0,1.0,43.0,7.0,1.0,2.0,,1.0,,,25.0,23.0,2.0,1.0,3.0,3.0,31.0,,1.0,0.1187,3.0,65.0,3.0,2.0,,3.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,
440089,Mikkel Damsgaard,Midfielder,Brentford,94,Denmark,2023-24,70.0,0.9247,0.0,3.0,4.0,1.0,0.552,29.0,6.0,10.0,90.0,23.0,11.0,7.0,104.0,17.0,394.0,2.0,23.0,3.0,834.0,3.0,11.0,58.0,1.0,41.0,46.0,267.0,20.0,,,9.0766,8.0,10.0,9.0,59.0,66.0,8.0,0.0,128.0,22.0,174.0,57.0,23.0,12.0,11.0,199.0,8.0,26.0,19.0,105.0,12.0,0.0,391.0,2.0,9.0,170.0,17.0,9.0,1.0,91.0,14.0,11.0,23.0,63.0,590.0,7.0,7.0,2.0,94.0,12.0,0.9235,2.0,14.0,20.0,1.0,,3.0,,,16.0,,3.0,5.0,1.0,,,1.0,,,4.0,1.0,,,1.0,1.0,6.0,,,0.0388,2.0,7.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0
450539,Myles Peart-Harris,Midfielder,Brentford,94,England,2023-24,9.0,0.0042,0.0,,,,,,,,1.0,3.0,,,2.0,1.0,7.0,,5.0,,11.0,,5.0,2.0,,,2.0,5.0,1.0,1.0,,0.131,1.0,1.0,,4.0,1.0,2.0,0.0,11.0,,3.0,,3.0,,,4.0,,1.0,2.0,6.0,,0.0,7.0,,,6.0,,,,,2.0,,,3.0,15.0,1.0,,,1.0,2.0,,0.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591357,Ryan Trevitt,Midfielder,Brentford,94,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432160,Shandon Baptiste,Midfielder,Brentford,94,Grenada,2023-24,18.0,0.3501,0.0,,2.0,1.0,1.4222,4.0,2.0,,15.0,10.0,2.0,2.0,23.0,1.0,86.0,,9.0,1.0,225.0,1.0,6.0,13.0,1.0,9.0,10.0,59.0,7.0,,,3.4525,3.0,5.0,5.0,12.0,23.0,,0.0,31.0,4.0,32.0,17.0,10.0,,5.0,32.0,4.0,1.0,5.0,22.0,3.0,0.0,84.0,,1.0,38.0,4.0,6.0,1.0,16.0,3.0,3.0,4.0,15.0,137.0,1.0,2.0,,33.0,1.0,0.8932,1.0,8.0,10.0,2.0,1.0,,0.0,,8.0,,2.0,,,1.0,,,,,6.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
