season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2009-10,1062464,1,111,Wigan_Athletic,Away,591,1688.0,Mario Melchiot,mario-melchiot,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,649,3296.0,Emmerson Boyce,emmerson-boyce,D,True,,,,,,
2009-10,1062464,1,111,Wigan_Athletic,Away,722,5543.0,Chris Kirkland,chris-kirkland,G,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,789,18737.0,Charles N'Zogbia,charles-nzogbia,M,False,1.0,0.0,68.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,793,1131.0,Titus Bramble,titus-bramble,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,935,1188.0,Michael Brown,michael-brown,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,1016,1235.0,Jason Koumas,jason-koumas,M,False,0.0,1.0,90.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,5430,16210.0,Paul Scharner,paul-scharner,,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,9772,2521.0,Michael Pollitt,michael-pollitt,G,True,,,,,,
2009-10,1062464,1,111,Wigan_Athletic,Away,10584,,Marlon King,marlon-king,F,True,,,,,,
2009-10,1062464,1,111,Wigan_Athletic,Away,13500,18921.0,Jason Scotland,jason-scotland,F,True,0.0,0.0,1.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,14062,37105.0,Won Hee Cho,won-hee-cho,M,True,0.0,0.0,1.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,15668,37334.0,Hugo Rodallega,hugo-rodallega,F,False,0.0,1.0,90.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,24055,19688.0,Scott Sinclair,scott-sinclair,M,True,0.0,0.0,22.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,32844,34285.0,Maynor Figueroa,maynor-figueroa,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,35528,50023.0,Jordi Gómez,jordi-gomez,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,38582,66583.0,Hendry Thomas,hendry-thomas,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,111,Wigan_Athletic,Away,1422226,,Erik Edman,erik-edman,D,True,,,,,,
2009-10,1062481,2,111,Wigan_Athletic,Home,591,1688.0,Mario Melchiot,mario-melchiot,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062481,2,111,Wigan_Athletic,Home,642,16045.0,Ben Watson,ben-watson,M,True,,,,,,
2009-10,1062481,2,111,Wigan_Athletic,Home,649,3296.0,Emmerson Boyce,emmerson-boyce,D,True,,,,,,
2009-10,1062481,2,111,Wigan_Athletic,Home,722,5543.0,Chris Kirkland,chris-kirkland,G,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062481,2,111,Wigan_Athletic,Home,789,18737.0,Charles N'Zogbia,charles-nzogbia,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062481,2,111,Wigan_Athletic,Home,793,1131.0,Titus Bramble,titus-bramble,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062481,2,111,Wigan_Athletic,Home,935,1188.0,Michael Brown,michael-brown,M,False,0.0,0.0,62.0,0.0,,0.0
2009-10,1062481,2,111,Wigan_Athletic,Home,1016,1235.0,Jason Koumas,jason-koumas,M,False,0.0,0.0,62.0,0.0,,0.0
