matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210375,11,2021-11-06 15:00:00,39,Wolves,Away,142.0,19.0,1.0,3.0,2.0,1.0,1.0,129.0,4.0,,8.0,3.0,9.0,28.0,268.0,,,12.0,16.0,11.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,5.0,12.0,1.0,2.0,2.0,67.0,67.0,,,,1.0,13.0,,14.0,,1.0,6.0,2.0,1.0,,15.0,1.0,70.0,65.0,1.0,11.0,5.0,,,25.0,47.0,13.0,13.0,,,3.0,1.0,1.0,154.0,,,,,,,7.0,,,,5.0,,6.0,6.0,,8.0,78.0,69.0,37.0,4.0,,1.0,1.0,2.0,336.0,2.0,1.0,,56.0,42.0,14.0,,,,,154.0,154.0,5.0,25.0,25.0,40.3,,,,1.0,13.0,0.0,61.0,4.0,,4.0,,1.0,,2.0,,3.0,10.0,50.0,250.0,8.0,2.0,176.0,42.0,11.0,22.0,6.0,10.0,4.0,,82.0,2.0,194.0,,,24.0,9.0,73.0,1.0,360.0,,0.0,4.0,32.0,1.0,16.0,1.0,569.0,19.0,21.0,9.0,6.0,20.0,0.0
2210390,12,2021-11-20 15:00:00,39,Wolves,Home,267.0,22.0,2.0,4.0,2.0,1.0,1.0,189.0,4.0,2.0,7.0,2.0,10.0,30.0,452.0,,1.0,13.0,11.0,11.0,8.0,3.0,3.0,1.0,,,,,,,,,,1.0,11.0,,,,,1.0,3.0,3.0,5.0,8.0,7.0,72.0,59.0,2.0,2.0,,5.0,8.0,3.0,9.0,,,7.0,12.0,4.0,,5.0,,38.0,50.0,5.0,20.0,12.0,,,26.0,51.0,6.0,8.0,1.0,,1.0,2.0,,159.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,12.0,,14.0,14.0,,7.0,156.0,66.0,42.0,3.0,,6.0,6.0,5.0,514.0,2.0,3.0,,54.0,61.0,26.0,,,,,122.0,122.0,5.0,19.0,27.0,52.4,,,,1.0,8.0,0.0,143.0,,3.0,3.0,,,1.0,7.0,,2.0,11.0,85.0,441.0,1.0,12.0,292.0,39.0,20.0,21.0,7.0,25.0,18.0,1.0,110.0,3.0,263.0,1.0,2.0,13.0,11.0,54.0,,530.0,,0.0,15.0,17.0,3.0,13.0,1.0,707.0,20.0,8.0,14.0,7.0,13.0,0.0
2210400,13,2021-11-27 15:00:00,39,Wolves,Away,299.0,27.0,,1.0,1.0,1.0,,217.0,7.0,,8.0,,11.0,35.0,515.0,,,13.0,8.0,11.0,3.0,,1.0,,,,,,,,,,,,4.0,,,,,,6.0,9.0,5.0,4.0,1.0,92.0,60.0,,,,1.0,16.0,,11.0,,,3.0,3.0,3.0,,12.0,,52.0,52.0,1.0,15.0,9.0,,,23.0,53.0,10.0,11.0,,,1.0,1.0,,159.0,,,,,,,8.0,,3.0,,9.0,,10.0,10.0,,8.0,181.0,66.0,42.0,4.0,,2.0,1.0,2.0,579.0,3.0,1.0,,64.0,69.0,18.0,,,,,133.0,133.0,4.0,29.0,18.0,56.9,,,,,16.0,0.0,169.0,4.0,,4.0,,,,3.0,,3.0,9.0,80.0,497.0,7.0,3.0,338.0,50.0,15.0,20.0,2.0,9.0,7.0,,107.0,1.0,272.0,3.0,,10.0,11.0,70.0,,601.0,2.0,0.0,5.0,21.0,1.0,16.0,2.0,779.0,17.0,12.0,9.0,3.0,7.0,0.0
2210407,14,2021-12-01 19:30:00,39,Wolves,Home,224.0,23.0,,4.0,4.0,,,250.0,5.0,1.0,1.0,5.0,13.0,34.0,470.0,,,23.0,26.0,28.0,12.0,,,1.0,,,,,,,,,,,16.0,,1.0,,,,2.0,2.0,4.0,8.0,8.0,96.0,71.0,,,,1.0,21.0,5.0,10.0,,1.0,5.0,9.0,14.0,,8.0,1.0,60.0,64.0,1.0,18.0,10.0,,,35.0,77.0,5.0,6.0,,,1.0,1.0,,206.0,,,,,,,5.0,,1.0,,10.0,1.0,10.0,10.0,2.0,1.0,153.0,81.0,45.0,5.0,,6.0,6.0,2.0,568.0,1.0,3.0,,70.0,92.0,39.0,,,,,188.0,188.0,6.0,35.0,25.0,65.2,1.0,,,2.0,21.0,0.0,134.0,1.0,,1.0,,1.0,1.0,9.0,,1.0,17.0,154.0,455.0,11.0,12.0,267.0,49.0,18.0,29.0,3.0,27.0,24.0,1.0,210.0,6.0,349.0,1.0,1.0,28.0,14.0,80.0,1.0,589.0,2.0,0.0,16.0,14.0,,25.0,2.0,797.0,34.0,21.0,18.0,5.0,7.0,0.0
2210420,15,2021-12-04 15:00:00,39,Wolves,Home,159.0,21.0,1.0,2.0,1.0,1.0,,67.0,4.0,1.0,5.0,3.0,3.0,23.0,224.0,,,23.0,11.0,4.0,3.0,,,,,,,,,,,,,,3.0,,,,,,3.0,13.0,4.0,1.0,2.0,55.0,82.0,,,,,17.0,,8.0,1.0,,2.0,3.0,2.0,,10.0,1.0,38.0,42.0,,29.0,12.0,,1.0,29.0,37.0,4.0,7.0,,,,,,137.0,,,,,,,8.0,,2.0,,12.0,,10.0,10.0,2.0,5.0,53.0,54.0,21.0,8.0,,2.0,1.0,1.0,297.0,5.0,1.0,,36.0,39.0,10.0,,,,,145.0,145.0,3.0,53.0,13.0,32.9,,,,,17.0,0.0,75.0,4.0,,3.0,,,,2.0,,3.0,16.0,33.0,211.0,10.0,3.0,201.0,56.0,29.0,15.0,2.0,7.0,5.0,,63.0,2.0,126.0,2.0,2.0,16.0,5.0,67.0,7.0,320.0,,0.0,3.0,21.0,2.0,23.0,2.0,523.0,10.0,21.0,10.0,2.0,10.0,0.0
2210429,16,2021-12-11 12:30:00,39,Wolves,Away,184.0,18.0,,2.0,2.0,,1.0,49.0,9.0,,7.0,2.0,3.0,16.0,231.0,,,14.0,10.0,10.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,2.0,16.0,8.0,2.0,,41.0,58.0,,,,4.0,20.0,,9.0,1.0,,1.0,1.0,1.0,,3.0,4.0,34.0,45.0,4.0,29.0,16.0,,1.0,17.0,18.0,5.0,10.0,,,1.0,1.0,,115.0,,,,,,,12.0,,1.0,1.0,16.0,,17.0,17.0,8.0,7.0,78.0,43.0,21.0,14.0,,1.0,1.0,1.0,281.0,7.0,2.0,,21.0,22.0,8.0,1.0,1.0,1.0,,108.0,108.0,3.0,31.0,12.0,29.0,,,,1.0,20.0,0.0,76.0,7.0,2.0,8.0,1.0,,,1.0,,3.0,10.0,13.0,212.0,12.0,2.0,228.0,45.0,29.0,19.0,1.0,4.0,3.0,,29.0,3.0,86.0,1.0,,17.0,4.0,54.0,,310.0,,1.0,2.0,14.0,,14.0,2.0,499.0,5.0,14.0,11.0,1.0,9.0,0.0
2210433,17,2021-12-15 19:30:00,39,Wolves,Away,173.0,12.0,,,,,,110.0,7.0,,3.0,3.0,1.0,24.0,283.0,,2.0,15.0,9.0,11.0,4.0,,3.0,2.0,,,,,1.0,,,,,,4.0,,,1.0,,,8.0,7.0,5.0,5.0,3.0,49.0,66.0,2.0,1.0,1.0,4.0,14.0,1.0,8.0,,,4.0,7.0,3.0,1.0,10.0,,48.0,56.0,4.0,22.0,14.0,,,26.0,38.0,15.0,11.0,,,2.0,1.0,1.0,132.0,1.0,,1.0,,1.0,,9.0,,,,14.0,2.0,10.0,10.0,1.0,3.0,91.0,49.0,20.0,7.0,,,5.0,5.0,343.0,3.0,6.0,,40.0,47.0,16.0,,,,,134.0,134.0,5.0,39.0,19.0,40.7,1.0,,,,14.0,0.0,93.0,2.0,,2.0,,,2.0,2.0,,3.0,11.0,60.0,264.0,10.0,5.0,212.0,31.0,22.0,23.0,2.0,13.0,11.0,2.0,81.0,1.0,166.0,1.0,,25.0,1.0,64.0,1.0,365.0,,0.0,8.0,17.0,3.0,15.0,0.0,550.0,15.0,16.0,17.0,4.0,9.0,0.0
2210450,18,2021-12-19 14:00:00,39,Wolves,Home,218.0,24.0,,3.0,3.0,2.0,,122.0,4.0,,5.0,2.0,1.0,20.0,337.0,,,16.0,14.0,11.0,3.0,,1.0,,,,,,,,1.0,,,,3.0,,,,,,7.0,6.0,2.0,1.0,3.0,57.0,59.0,1.0,1.0,,6.0,26.0,2.0,14.0,,,4.0,7.0,5.0,,10.0,,52.0,37.0,6.0,26.0,10.0,,,28.0,37.0,9.0,5.0,,,,,,146.0,,,,,,,7.0,,3.0,,10.0,,13.0,13.0,2.0,5.0,122.0,48.0,25.0,9.0,,1.0,2.0,1.0,407.0,6.0,,,40.0,56.0,17.0,,,,,136.0,136.0,4.0,26.0,18.0,36.9,,,,2.0,26.0,0.0,108.0,1.0,,1.0,,,,1.0,,2.0,11.0,54.0,319.0,16.0,3.0,263.0,42.0,26.0,10.0,2.0,14.0,12.0,,86.0,5.0,184.0,3.0,,15.0,1.0,52.0,2.0,433.0,1.0,0.0,4.0,17.0,1.0,17.0,0.0,617.0,14.0,10.0,4.0,4.0,8.0,0.0
2210460,19,2022-03-10 19:30:00,39,Wolves,Home,390.0,28.0,2.0,8.0,6.0,1.0,,209.0,6.0,,2.0,,5.0,39.0,591.0,1.0,,24.0,12.0,18.0,5.0,,1.0,,,,,,,,1.0,,,,9.0,,,,,,4.0,5.0,4.0,6.0,4.0,97.0,54.0,2.0,1.0,2.0,1.0,8.0,1.0,11.0,,,5.0,12.0,3.0,,5.0,,46.0,43.0,1.0,8.0,3.0,,,19.0,48.0,11.0,9.0,2.0,,1.0,1.0,,185.0,2.0,,1.0,2.0,,,6.0,3.0,,1.0,3.0,,9.0,9.0,,2.0,178.0,72.0,55.0,2.0,1.0,3.0,4.0,5.0,646.0,4.0,2.0,,63.0,83.0,24.0,,,,,124.0,124.0,4.0,21.0,27.0,65.8,,,,1.0,8.0,0.0,206.0,,,,,,,4.0,,3.0,11.0,93.0,571.0,3.0,7.0,417.0,41.0,8.0,14.0,5.0,21.0,16.0,,121.0,6.0,270.0,,,5.0,6.0,53.0,1.0,666.0,1.0,0.0,10.0,10.0,3.0,24.0,2.0,822.0,21.0,20.0,6.0,5.0,7.0,0.0
2210461,20,2022-02-24 19:45:00,39,Wolves,Away,197.0,11.0,,2.0,2.0,,,108.0,9.0,,9.0,2.0,4.0,22.0,303.0,,1.0,14.0,11.0,12.0,4.0,,1.0,,,,,,,1.0,,,,,5.0,,,,,,6.0,21.0,6.0,5.0,1.0,69.0,73.0,2.0,2.0,1.0,,21.0,,18.0,,1.0,4.0,3.0,2.0,,6.0,3.0,49.0,50.0,,23.0,16.0,,,21.0,33.0,9.0,8.0,1.0,,,,,161.0,,,,,,,14.0,1.0,1.0,1.0,16.0,,16.0,16.0,,9.0,84.0,69.0,29.0,5.0,,3.0,1.0,2.0,375.0,9.0,1.0,1.0,31.0,60.0,11.0,,,,,140.0,140.0,2.0,35.0,21.0,44.5,,3.0,,,21.0,0.0,93.0,3.0,1.0,4.0,,,,4.0,,3.0,12.0,39.0,285.0,6.0,4.0,248.0,40.0,23.0,15.0,4.0,9.0,5.0,,62.0,7.0,168.0,1.0,,16.0,5.0,67.0,2.0,407.0,,0.0,6.0,21.0,1.0,14.0,1.0,586.0,9.0,14.0,9.0,4.0,15.0,0.0
2210478,21,2022-01-03 17:30:00,39,Wolves,Away,161.0,23.0,3.0,6.0,3.0,2.0,1.0,217.0,3.0,1.0,9.0,2.0,8.0,31.0,372.0,,,17.0,13.0,12.0,11.0,3.0,6.0,1.0,,,1.0,,1.0,,,,,,11.0,,1.0,,,1.0,5.0,4.0,5.0,8.0,11.0,80.0,69.0,,,,1.0,21.0,6.0,14.0,,,8.0,9.0,4.0,,5.0,2.0,52.0,46.0,1.0,18.0,8.0,,,31.0,52.0,8.0,9.0,,,5.0,2.0,1.0,152.0,,,,,,,4.0,1.0,,,8.0,1.0,9.0,9.0,1.0,9.0,110.0,70.0,47.0,3.0,1.0,4.0,10.0,6.0,440.0,3.0,1.0,,57.0,98.0,30.0,,,,,138.0,138.0,6.0,19.0,32.0,48.7,1.0,,,1.0,21.0,0.0,115.0,,2.0,2.0,,,1.0,7.0,1.0,3.0,16.0,106.0,357.0,10.0,14.0,187.0,42.0,18.0,24.0,6.0,21.0,15.0,1.0,144.0,2.0,291.0,,1.0,14.0,10.0,58.0,3.0,457.0,,0.0,19.0,13.0,1.0,19.0,1.0,659.0,24.0,15.0,12.0,8.0,7.0,0.0
2210490,22,2022-01-15 15:00:00,39,Wolves,Home,143.0,14.0,,3.0,3.0,,1.0,94.0,2.0,2.0,10.0,2.0,5.0,18.0,234.0,,,20.0,19.0,13.0,3.0,1.0,,,,,,,,,,,,1.0,6.0,1.0,1.0,1.0,,2.0,8.0,8.0,5.0,8.0,1.0,54.0,70.0,2.0,1.0,3.0,3.0,18.0,1.0,10.0,,2.0,2.0,3.0,3.0,1.0,4.0,3.0,51.0,59.0,3.0,29.0,15.0,,,30.0,38.0,13.0,14.0,1.0,1.0,3.0,3.0,,143.0,1.0,,1.0,1.0,,,5.0,1.0,2.0,1.0,15.0,2.0,15.0,15.0,1.0,10.0,60.0,59.0,25.0,10.0,,2.0,3.0,5.0,307.0,,1.0,,26.0,55.0,15.0,,,,1.0,133.0,133.0,3.0,31.0,21.0,42.7,2.0,,,2.0,18.0,0.0,70.0,7.0,2.0,9.0,,,,3.0,,3.0,13.0,54.0,223.0,8.0,5.0,177.0,47.0,29.0,15.0,2.0,11.0,9.0,,84.0,1.0,161.0,2.0,2.0,19.0,5.0,59.0,2.0,327.0,,0.0,9.0,23.0,1.0,20.0,2.0,537.0,15.0,18.0,9.0,2.0,17.0,0.0
2210492,23,2022-01-22 15:00:00,39,Wolves,Away,174.0,18.0,2.0,3.0,1.0,3.0,,184.0,2.0,3.0,5.0,1.0,3.0,21.0,355.0,1.0,,20.0,25.0,14.0,3.0,,,,,,,,,,,,,,7.0,,,,,,5.0,7.0,4.0,3.0,4.0,81.0,74.0,,,,2.0,16.0,2.0,11.0,,2.0,3.0,2.0,3.0,,9.0,1.0,59.0,58.0,2.0,34.0,14.0,,,30.0,58.0,7.0,6.0,,,1.0,,,176.0,2.0,,2.0,2.0,,,6.0,2.0,1.0,,14.0,,9.0,9.0,1.0,5.0,113.0,67.0,30.0,6.0,2.0,2.0,3.0,2.0,458.0,5.0,2.0,,64.0,71.0,18.0,,,,,166.0,166.0,6.0,22.0,36.0,50.5,,,,,16.0,0.0,107.0,,,,,2.0,,3.0,,2.0,18.0,80.0,346.0,10.0,5.0,213.0,54.0,34.0,23.0,2.0,7.0,5.0,,124.0,5.0,271.0,1.0,3.0,19.0,3.0,69.0,4.0,477.0,2.0,0.0,7.0,22.0,2.0,20.0,3.0,682.0,11.0,18.0,16.0,3.0,12.0,0.0
2210506,24,2022-02-10 19:45:00,39,Wolves,Home,177.0,18.0,,10.0,10.0,,1.0,226.0,3.0,1.0,3.0,2.0,4.0,26.0,393.0,,,29.0,14.0,17.0,10.0,,3.0,,,1.0,,1.0,2.0,,,1.0,,,10.0,,,,,,8.0,8.0,4.0,9.0,6.0,69.0,64.0,,,,5.0,17.0,4.0,5.0,,,7.0,21.0,14.0,,3.0,,48.0,52.0,5.0,13.0,9.0,,,24.0,58.0,12.0,13.0,,,4.0,2.0,2.0,174.0,,,,,,,3.0,,,,9.0,,17.0,17.0,1.0,3.0,120.0,60.0,39.0,4.0,,5.0,5.0,4.0,463.0,7.0,2.0,,54.0,102.0,43.0,,,,,155.0,155.0,3.0,30.0,27.0,58.3,,,,1.0,17.0,0.0,118.0,1.0,,1.0,,1.0,,7.0,1.0,3.0,17.0,106.0,377.0,6.0,10.0,210.0,38.0,13.0,24.0,5.0,42.0,37.0,,141.0,2.0,313.0,,1.0,16.0,5.0,55.0,1.0,481.0,,0.0,15.0,12.0,2.0,29.0,2.0,700.0,33.0,15.0,10.0,7.0,5.0,0.0
2210519,25,2022-02-13 14:00:00,39,Wolves,Away,188.0,21.0,1.0,1.0,,,,123.0,4.0,2.0,4.0,5.0,4.0,31.0,310.0,1.0,1.0,23.0,21.0,11.0,6.0,,1.0,,,,,,,,,,,,7.0,,,,,3.0,8.0,12.0,5.0,7.0,4.0,66.0,77.0,1.0,1.0,1.0,3.0,21.0,3.0,10.0,,,3.0,1.0,1.0,,8.0,,59.0,44.0,3.0,32.0,16.0,,,26.0,31.0,13.0,12.0,1.0,,3.0,1.0,,144.0,,,,,,,7.0,1.0,,,16.0,1.0,12.0,12.0,2.0,4.0,103.0,78.0,40.0,7.0,1.0,1.0,5.0,7.0,383.0,5.0,3.0,,52.0,44.0,15.0,,,,,144.0,144.0,6.0,32.0,27.0,41.4,,,,1.0,21.0,0.0,99.0,6.0,1.0,7.0,,,,1.0,1.0,3.0,9.0,41.0,298.0,9.0,6.0,226.0,52.0,32.0,13.0,3.0,6.0,3.0,,67.0,1.0,192.0,,2.0,19.0,5.0,74.0,1.0,412.0,1.0,0.0,11.0,15.0,2.0,25.0,1.0,608.0,13.0,16.0,6.0,3.0,7.0,0.0
2210530,26,2022-02-20 16:30:00,39,Wolves,Home,172.0,16.0,3.0,5.0,2.0,2.0,1.0,84.0,7.0,,9.0,1.0,2.0,18.0,251.0,1.0,,17.0,8.0,17.0,5.0,2.0,5.0,2.0,,1.0,,,1.0,,,,,,4.0,,,,,1.0,6.0,9.0,8.0,7.0,4.0,34.0,60.0,,,,6.0,21.0,3.0,14.0,,1.0,7.0,4.0,2.0,,14.0,4.0,55.0,55.0,6.0,37.0,16.0,,,18.0,25.0,12.0,9.0,1.0,,3.0,2.0,1.0,122.0,2.0,,1.0,2.0,,,8.0,2.0,4.0,1.0,16.0,,6.0,6.0,1.0,9.0,83.0,41.0,21.0,10.0,1.0,4.0,5.0,3.0,299.0,4.0,1.0,,41.0,28.0,16.0,,,,,118.0,118.0,1.0,32.0,16.0,36.3,,,,1.0,21.0,0.0,81.0,3.0,3.0,6.0,,,2.0,5.0,,3.0,13.0,35.0,234.0,15.0,9.0,204.0,30.0,37.0,15.0,6.0,14.0,8.0,2.0,53.0,4.0,130.0,4.0,,22.0,2.0,49.0,2.0,320.0,1.0,0.0,11.0,22.0,,19.0,4.0,538.0,19.0,13.0,7.0,7.0,9.0,0.0
2210540,27,2022-02-27 14:00:00,39,Wolves,Away,290.0,14.0,,2.0,2.0,,1.0,256.0,10.0,,4.0,2.0,11.0,21.0,544.0,,,12.0,14.0,6.0,12.0,,,,,,,,,,,,,,12.0,,,,,2.0,1.0,7.0,6.0,7.0,7.0,90.0,56.0,1.0,1.0,,1.0,15.0,9.0,5.0,,,5.0,5.0,3.0,,8.0,1.0,36.0,31.0,1.0,21.0,9.0,,,28.0,61.0,2.0,7.0,,1.0,2.0,3.0,,171.0,,,,,,,12.0,,1.0,,9.0,,5.0,5.0,,4.0,183.0,50.0,32.0,3.0,,3.0,9.0,1.0,610.0,1.0,,,77.0,56.0,34.0,,,,,140.0,140.0,1.0,24.0,23.0,61.0,,,,,15.0,0.0,191.0,2.0,1.0,3.0,,1.0,,4.0,,3.0,14.0,123.0,524.0,7.0,12.0,326.0,36.0,21.0,12.0,5.0,16.0,11.0,,156.0,2.0,325.0,1.0,,17.0,13.0,53.0,1.0,635.0,1.0,0.0,14.0,13.0,,18.0,0.0,796.0,23.0,12.0,5.0,5.0,9.0,0.0
2210550,28,2022-03-05 15:00:00,39,Wolves,Home,223.0,18.0,2.0,5.0,3.0,1.0,1.0,238.0,3.0,1.0,4.0,1.0,2.0,28.0,456.0,,1.0,14.0,14.0,13.0,7.0,2.0,2.0,,,,,,,,,,,,9.0,,,,,1.0,9.0,11.0,1.0,6.0,6.0,81.0,68.0,1.0,1.0,,,16.0,3.0,13.0,,,7.0,9.0,8.0,,8.0,4.0,53.0,53.0,,14.0,6.0,,1.0,25.0,66.0,13.0,8.0,,,4.0,3.0,,176.0,,,,,,,3.0,,,1.0,6.0,,10.0,10.0,1.0,4.0,152.0,61.0,36.0,7.0,,3.0,6.0,5.0,538.0,3.0,1.0,,70.0,89.0,46.0,1.0,1.0,1.0,,163.0,163.0,9.0,21.0,32.0,64.0,,,,,16.0,0.0,152.0,5.0,1.0,6.0,,,,4.0,,3.0,14.0,123.0,437.0,7.0,9.0,255.0,46.0,14.0,18.0,5.0,25.0,20.0,,180.0,1.0,331.0,,1.0,8.0,2.0,60.0,1.0,561.0,1.0,0.0,12.0,20.0,1.0,16.0,0.0,760.0,31.0,20.0,12.0,7.0,8.0,0.0
2210556,29,2022-03-13 14:00:00,39,Wolves,Away,280.0,26.0,,2.0,2.0,3.0,1.0,240.0,6.0,2.0,7.0,4.0,1.0,42.0,518.0,,,14.0,11.0,12.0,9.0,1.0,2.0,,,,,,,,,,,,10.0,,,,,2.0,7.0,3.0,4.0,5.0,9.0,100.0,63.0,,,,4.0,18.0,6.0,10.0,,,2.0,4.0,4.0,1.0,14.0,,54.0,45.0,4.0,19.0,9.0,,,37.0,60.0,11.0,12.0,,1.0,4.0,3.0,,173.0,1.0,,1.0,,1.0,,7.0,,,,9.0,,13.0,13.0,,7.0,161.0,80.0,61.0,5.0,,4.0,7.0,3.0,570.0,,2.0,,60.0,95.0,15.0,,,,,128.0,128.0,6.0,27.0,21.0,62.0,,,,,18.0,0.0,163.0,2.0,,2.0,,,,5.0,,3.0,16.0,100.0,496.0,9.0,11.0,306.0,39.0,19.0,17.0,1.0,12.0,11.0,,132.0,3.0,303.0,,2.0,16.0,1.0,62.0,,597.0,,0.0,14.0,12.0,,14.0,1.0,784.0,19.0,14.0,9.0,2.0,8.0,0.0
2210570,30,2022-03-18 20:00:00,39,Wolves,Home,219.0,16.0,1.0,5.0,4.0,1.0,1.0,119.0,4.0,1.0,4.0,3.0,7.0,36.0,333.0,2.0,,19.0,14.0,10.0,9.0,1.0,,,,,,,,,,,,,11.0,,,,1.0,3.0,10.0,11.0,4.0,8.0,6.0,66.0,63.0,2.0,1.0,1.0,1.0,20.0,2.0,9.0,1.0,,2.0,4.0,3.0,,9.0,1.0,62.0,53.0,1.0,14.0,8.0,1.0,2.0,24.0,46.0,13.0,14.0,,,1.0,2.0,,133.0,2.0,,2.0,1.0,1.0,,8.0,1.0,,,8.0,1.0,8.0,8.0,,4.0,109.0,72.0,39.0,5.0,1.0,4.0,8.0,8.0,387.0,3.0,1.0,,25.0,48.0,21.0,,,,,139.0,139.0,5.0,28.0,25.0,47.8,1.0,3.0,,1.0,20.0,0.0,106.0,2.0,1.0,2.0,1.0,,,4.0,,4.0,13.0,65.0,313.0,12.0,12.0,245.0,33.0,14.0,31.0,2.0,11.0,9.0,,96.0,3.0,180.0,,1.0,16.0,9.0,67.0,1.0,414.0,2.0,1.0,14.0,15.0,1.0,23.0,1.0,607.0,26.0,20.0,14.0,2.0,9.0,0.0
2210580,31,2022-04-02 15:00:00,39,Wolves,Home,230.0,13.0,,1.0,1.0,2.0,,108.0,5.0,,4.0,1.0,2.0,22.0,337.0,,1.0,19.0,10.0,16.0,5.0,,,5.0,,,,,,,,,,1.0,10.0,,,,,1.0,9.0,9.0,6.0,8.0,3.0,64.0,68.0,2.0,4.0,,3.0,22.0,2.0,8.0,,,4.0,5.0,2.0,,9.0,3.0,49.0,56.0,3.0,19.0,10.0,,,38.0,37.0,15.0,8.0,,,1.0,1.0,,154.0,,,,,,1.0,6.0,1.0,2.0,,10.0,,6.0,6.0,,4.0,103.0,55.0,27.0,9.0,1.0,2.0,3.0,5.0,402.0,3.0,1.0,,46.0,47.0,19.0,1.0,1.0,1.0,,131.0,131.0,8.0,38.0,16.0,48.3,,,,2.0,22.0,0.0,100.0,3.0,1.0,4.0,,,5.0,4.0,,3.0,18.0,46.0,322.0,8.0,5.0,258.0,26.0,19.0,18.0,3.0,11.0,8.0,5.0,82.0,5.0,174.0,2.0,,11.0,4.0,49.0,1.0,421.0,1.0,0.0,11.0,23.0,1.0,20.0,4.0,607.0,19.0,17.0,10.0,4.0,11.0,0.0
2210587,32,2022-04-08 20:00:00,39,Wolves,Away,270.0,26.0,1.0,2.0,1.0,,,185.0,6.0,1.0,6.0,2.0,5.0,24.0,453.0,,,18.0,11.0,10.0,2.0,,,,,,,,,,,,,,5.0,,,,,,8.0,8.0,4.0,3.0,2.0,77.0,61.0,,,,,11.0,1.0,10.0,,,2.0,6.0,5.0,,2.0,,45.0,49.0,,15.0,7.0,,,22.0,46.0,13.0,6.0,,,2.0,2.0,,160.0,,,,,,,8.0,,2.0,,7.0,,7.0,7.0,,6.0,160.0,67.0,35.0,1.0,,1.0,1.0,2.0,528.0,5.0,,,74.0,54.0,20.0,1.0,1.0,1.0,,126.0,126.0,3.0,27.0,23.0,58.9,,,,1.0,11.0,0.0,149.0,2.0,1.0,3.0,,,,2.0,,3.0,6.0,81.0,440.0,4.0,2.0,296.0,50.0,15.0,18.0,1.0,14.0,13.0,,119.0,4.0,264.0,2.0,1.0,9.0,6.0,51.0,,546.0,1.0,0.0,5.0,24.0,2.0,19.0,1.0,699.0,9.0,9.0,9.0,2.0,12.0,0.0
