matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561997,11.0,2025-11-08 20:00:00,39,Wolves,Away,174.0,12.0,,1.0,1.0,2.0,1.0,106.0,4.0,1.0,5.0,9.0,5.0,29.0,279.0,,,19.0,7.0,9.0,2.0,,,,0.0,,,,,,,,,,3.0,0.0,,,,,,9.0,13.0,7.0,1.0,2.0,,78.0,39.0,,,,3.0,6.0,,9.0,,,1.0,5.0,2.0,0.0,6.0,3.0,38.0,35.0,3.0,30.0,19.0,,3.0,0.114962,0.1675,,,3.1901,40.0,14.0,12.0,,,2.0,1.0,,129.0,,,,,,,8.0,,,0.0,,,,,1.0,19.0,,12.0,12.0,3.0,0.0,5.0,65.0,55.0,28.0,10.0,0.0,2.0,,,322.0,,,5.0,,0.0,54.0,30.0,12.0,,,,,99.0,99.0,2.0,22.0,8.0,35.9,,,,1.0,11.0,0.0,,,,74.0,3.0,2.0,5.0,,,,3.0,,0.0,2.0,52.0,263.0,6.0,2.0,191.0,26.0,30.0,7.0,1.0,9.0,8.0,109439.96,,78.0,6.0,164.0,,1.0,23.0,6.0,58.0,,346.0,,0.0,3.0,10.0,1.0,19.0,2.0,508.0,8.0,15.0,0.0,4.0,1.0,3.0,0.0
2562014,12.0,2025-11-22 15:00:00,39,Wolves,Home,194.0,12.0,,2.0,2.0,2.0,,138.0,6.0,1.0,4.0,10.0,15.0,27.0,330.0,1.0,,14.0,13.0,12.0,5.0,,1.0,,0.0,,,1.0,1.0,,1.0,,,,5.0,0.0,,,,,1.0,9.0,6.0,4.0,5.0,3.0,,58.0,46.0,1.0,2.0,,1.0,9.0,2.0,7.0,,,1.0,3.0,9.0,0.0,13.0,2.0,52.0,48.0,1.0,44.0,28.0,1.0,1.0,0.840985,1.794,0.0988,0.0794,1.4004,59.0,13.0,8.0,,,1.0,1.0,1.0,127.0,,,,,,,7.0,,,0.0,3.0,,,,,28.0,,8.0,8.0,1.0,0.0,4.0,107.0,51.0,29.0,4.0,0.0,4.0,1.0,1.0,386.0,,,2.0,2.0,0.0,37.0,55.0,25.0,,,,,135.0,135.0,3.0,16.0,21.0,47.9,,,,1.0,21.0,0.0,,,,116.0,1.0,1.0,2.0,,,,5.0,1.0,0.0,4.0,57.0,311.0,9.0,5.0,212.0,29.0,44.0,13.0,1.0,14.0,13.0,106584.88,,98.0,7.0,210.0,3.0,1.0,24.0,18.0,56.0,2.0,408.0,2.0,0.0,8.0,21.0,,19.0,2.0,622.0,24.0,17.0,0.0,7.0,1.0,10.0,0.0
2562015,13.0,2025-11-30 14:05:00,39,Wolves,Away,176.0,9.0,2.0,5.0,3.0,,1.0,198.0,4.0,,2.0,5.0,10.0,22.0,369.0,1.0,1.0,7.0,17.0,13.0,5.0,2.0,5.0,,0.0,,,,,,,,,,4.0,0.0,,,,,1.0,14.0,9.0,7.0,7.0,2.0,,90.0,43.0,1.0,1.0,,4.0,10.0,3.0,7.0,,1.0,3.0,8.0,6.0,0.0,7.0,2.0,59.0,55.0,4.0,28.0,13.0,,2.0,0.461233,0.4893,,0.9764,1.1743,51.0,21.0,13.0,,,,1.0,,133.0,,,,,,,8.0,,,0.0,1.0,,,,1.0,13.0,1.0,6.0,6.0,,0.0,2.0,103.0,54.0,32.0,7.0,0.0,2.0,5.0,4.0,399.0,,,4.0,1.0,0.0,57.0,57.0,26.0,,,,,104.0,104.0,1.0,22.0,16.0,47.8,1.0,,,,15.0,0.0,,,,97.0,3.0,2.0,5.0,,,,2.0,2.0,0.0,4.0,68.0,354.0,10.0,7.0,191.0,17.0,28.0,16.0,3.0,18.0,15.0,105700.75,,92.0,2.0,250.0,1.0,,16.0,12.0,45.0,2.0,423.0,1.0,0.0,9.0,22.0,1.0,10.0,4.0,606.0,20.0,15.0,0.0,7.0,3.0,11.0,0.0
2562034,14.0,2025-12-03 19:30:00,39,Wolves,Home,196.0,12.0,1.0,3.0,2.0,1.0,,136.0,2.0,2.0,5.0,6.0,3.0,24.0,329.0,,1.0,14.0,15.0,17.0,4.0,1.0,1.0,1.0,0.0,,,,,,,,,,4.0,0.0,,,,,,9.0,7.0,3.0,4.0,1.0,,58.0,51.0,1.0,1.0,,2.0,8.0,2.0,4.0,,,3.0,6.0,8.0,0.0,12.0,2.0,55.0,55.0,2.0,19.0,11.0,1.0,,0.652266,0.9143,,0.1424,0.3826,45.0,19.0,11.0,,,,1.0,,147.0,,,,,,,7.0,,,0.0,,,,,,11.0,,10.0,10.0,1.0,0.0,5.0,102.0,71.0,40.0,9.0,0.0,2.0,3.0,1.0,394.0,,,4.0,,0.0,51.0,49.0,24.0,,,,,141.0,141.0,,27.0,17.0,49.8,,,,3.0,20.0,0.0,,,,108.0,1.0,1.0,2.0,,1.0,1.0,2.0,,0.0,5.0,49.0,317.0,8.0,5.0,220.0,26.0,19.0,13.0,3.0,18.0,15.0,110783.68,1.0,82.0,6.0,213.0,,2.0,20.0,3.0,58.0,2.0,415.0,1.0,0.0,5.0,19.0,1.0,17.0,2.0,602.0,10.0,18.0,0.0,8.0,3.0,14.0,0.0
2562044,15.0,2025-12-08 20:00:00,39,Wolves,Home,84.0,12.0,,6.0,6.0,1.0,2.0,130.0,4.0,3.0,3.0,10.0,8.0,26.0,208.0,1.0,,17.0,22.0,20.0,4.0,2.0,,,0.0,,,,,,,,,,4.0,0.0,,,,,1.0,5.0,20.0,7.0,4.0,4.0,,48.0,56.0,1.0,,1.0,1.0,6.0,3.0,10.0,2.0,,1.0,10.0,11.0,0.0,11.0,3.0,63.0,71.0,1.0,24.0,12.0,1.0,,0.523535,0.4055,,1.1705,3.3995,61.0,17.0,12.0,1.0,,,3.0,,119.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,1.0,12.0,,13.0,13.0,3.0,0.0,3.0,65.0,54.0,27.0,9.0,0.0,3.0,4.0,2.0,272.0,,,15.0,2.0,0.0,49.0,49.0,31.0,1.0,1.0,1.0,,145.0,145.0,5.0,26.0,21.0,36.7,,,,2.0,18.0,0.0,,,,62.0,5.0,1.0,4.0,,1.0,,3.0,,0.0,5.0,68.0,188.0,6.0,7.0,100.0,26.0,24.0,18.0,1.0,25.0,24.0,111365.39,,112.0,4.0,219.0,,4.0,26.0,10.0,59.0,2.0,294.0,2.0,0.0,8.0,26.0,,19.0,3.0,521.0,21.0,18.0,0.0,13.0,1.0,12.0,0.0
2562045,16.0,2025-12-13 20:00:00,39,Wolves,Away,72.0,7.0,,4.0,4.0,1.0,,112.0,8.0,,1.0,4.0,11.0,21.0,180.0,,,7.0,21.0,15.0,2.0,,,1.0,0.0,,,,,2.0,,,,,3.0,0.0,,,,,,9.0,14.0,4.0,3.0,,,47.0,37.0,1.0,1.0,,2.0,8.0,1.0,10.0,,,,4.0,4.0,0.0,2.0,4.0,51.0,33.0,2.0,54.0,24.0,,1.0,0.386417,0.3118,,0.6249,0.2811,52.0,15.0,6.0,,,,,,129.0,1.0,,1.0,1.0,,,18.0,,,1.0,1.0,,,,,24.0,1.0,5.0,5.0,1.0,0.0,1.0,41.0,69.0,32.0,8.0,0.0,,3.0,2.0,226.0,,,3.0,,2.0,54.0,30.0,19.0,,,,,111.0,111.0,2.0,15.0,12.0,30.8,,,,3.0,11.0,0.0,,,,44.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,5.0,34.0,166.0,8.0,3.0,87.0,18.0,54.0,7.0,,8.0,8.0,109885.67,1.0,74.0,8.0,182.0,2.0,,21.0,11.0,63.0,1.0,261.0,,0.0,3.0,8.0,1.0,12.0,4.0,419.0,14.0,15.0,0.0,4.0,,5.0,0.0
2562064,17.0,2025-12-20 15:00:00,39,Wolves,Home,144.0,14.0,,4.0,4.0,2.0,,141.0,4.0,1.0,4.0,3.0,7.0,21.0,281.0,,,16.0,19.0,16.0,5.0,,1.0,,0.0,,,,1.0,,,,,,5.0,0.0,1.0,,,,1.0,5.0,7.0,,6.0,3.0,,57.0,46.0,1.0,2.0,,,8.0,6.0,4.0,,,3.0,10.0,7.0,0.0,6.0,1.0,47.0,53.0,,37.0,19.0,1.0,,0.342697,1.2683,0.0906,0.9896,1.7271,53.0,12.0,15.0,,,4.0,2.0,1.0,136.0,,,,,,,5.0,,,0.0,,,,,,19.0,,9.0,9.0,1.0,0.0,4.0,78.0,48.0,25.0,4.0,0.0,1.0,4.0,2.0,336.0,,,,2.0,0.0,49.0,60.0,30.0,,,,1.0,138.0,138.0,5.0,14.0,21.0,43.2,,,,,10.0,0.0,,,,87.0,4.0,,4.0,,,,1.0,,0.0,4.0,67.0,264.0,8.0,5.0,159.0,30.0,37.0,13.0,3.0,22.0,19.0,110488.66,,112.0,6.0,221.0,,1.0,17.0,7.0,48.0,2.0,358.0,,0.0,9.0,16.0,1.0,21.0,2.0,563.0,22.0,22.0,0.0,7.0,3.0,9.0,0.0
2562070,18.0,2025-12-27 15:00:00,39,Wolves,Away,129.0,7.0,1.0,2.0,1.0,1.0,,125.0,5.0,,4.0,4.0,2.0,17.0,252.0,,,14.0,21.0,18.0,6.0,1.0,3.0,,0.0,,,,,,,,,,6.0,0.0,,,,,,4.0,11.0,3.0,4.0,5.0,,47.0,50.0,1.0,1.0,,2.0,4.0,1.0,13.0,,,4.0,3.0,7.0,1.0,10.0,1.0,66.0,41.0,2.0,24.0,11.0,,,0.408271,1.0717,,1.17,1.6398,53.0,13.0,5.0,,1.0,,1.0,,118.0,,,,,,,12.0,,,0.0,1.0,,,,,11.0,,8.0,8.0,1.0,0.0,4.0,85.0,52.0,25.0,6.0,0.0,3.0,4.0,4.0,303.0,,,3.0,,0.0,54.0,17.0,25.0,,,,,129.0,129.0,6.0,27.0,9.0,33.4,,,,1.0,14.0,0.0,,,,77.0,1.0,1.0,2.0,,4.0,,4.0,,0.0,4.0,55.0,240.0,4.0,7.0,148.0,20.0,24.0,11.0,4.0,15.0,11.0,108914.99,,94.0,4.0,194.0,1.0,,20.0,4.0,53.0,,327.0,,0.0,9.0,16.0,,16.0,1.0,504.0,13.0,19.0,0.0,2.0,4.0,10.0,0.0
2562081,19.0,2025-12-30 20:15:00,39,Wolves,Away,170.0,9.0,1.0,4.0,3.0,2.0,,169.0,4.0,,4.0,7.0,4.0,18.0,335.0,,,12.0,10.0,16.0,6.0,1.0,2.0,,0.0,,,,,,,,,,8.0,0.0,,,,,1.0,9.0,10.0,5.0,8.0,3.0,,75.0,42.0,1.0,2.0,,1.0,9.0,2.0,5.0,,,4.0,4.0,6.0,1.0,7.0,1.0,48.0,55.0,1.0,28.0,17.0,1.0,,0.558594,1.1621,,1.0204,0.7276,36.0,12.0,9.0,,2.0,1.0,,,138.0,,,,,,,10.0,,,0.0,,,,,,17.0,,10.0,10.0,3.0,0.0,4.0,88.0,47.0,24.0,8.0,0.0,3.0,4.0,4.0,370.0,,,4.0,,0.0,58.0,49.0,21.0,,,,,108.0,108.0,4.0,19.0,10.0,43.9,,,1.0,2.0,15.0,0.0,,,,96.0,4.0,1.0,5.0,,1.0,,5.0,,0.0,3.0,81.0,321.0,9.0,7.0,185.0,16.0,28.0,24.0,4.0,14.0,10.0,110962.44,,101.0,4.0,226.0,,,14.0,6.0,41.0,1.0,397.0,,0.0,11.0,20.0,,14.0,2.0,586.0,23.0,10.0,0.0,10.0,4.0,9.0,0.0
2562094,20.0,2026-01-03 15:00:00,39,Wolves,Home,119.0,4.0,2.0,5.0,3.0,1.0,,120.0,3.0,,4.0,5.0,4.0,12.0,234.0,1.0,,17.0,13.0,15.0,3.0,3.0,4.0,,0.0,,,,,,1.0,,,,4.0,1.0,,,,,,5.0,4.0,2.0,8.0,3.0,,46.0,44.0,2.0,1.0,2.0,3.0,8.0,,8.0,,,6.0,4.0,5.0,0.0,13.0,,58.0,54.0,3.0,34.0,12.0,,,0.917337,1.8701,,2.1423,,34.0,11.0,10.0,1.0,,2.0,1.0,,114.0,2.0,,1.0,2.0,,,8.0,,,2.0,3.0,,,,1.0,12.0,,9.0,9.0,1.0,0.0,4.0,72.0,54.0,31.0,7.0,2.0,2.0,6.0,8.0,279.0,,,1.0,1.0,0.0,43.0,44.0,23.0,,,,1.0,128.0,128.0,,22.0,13.0,32.8,,,,5.0,19.0,0.0,,,,69.0,,,,,1.0,,3.0,,0.0,4.0,44.0,224.0,8.0,8.0,143.0,11.0,34.0,20.0,6.0,16.0,10.0,114061.95,,64.0,4.0,174.0,4.0,,17.0,8.0,36.0,1.0,301.0,1.0,0.0,11.0,23.0,2.0,27.0,1.0,513.0,14.0,11.0,0.0,6.0,6.0,12.0,0.0
2562100,21.0,2026-01-07 19:30:00,39,Wolves,Away,198.0,14.0,1.0,7.0,6.0,2.0,1.0,176.0,2.0,1.0,2.0,7.0,8.0,24.0,367.0,,,4.0,31.0,24.0,10.0,1.0,3.0,1.0,0.0,,,,,,,,,,9.0,0.0,,,,,,10.0,9.0,4.0,9.0,4.0,,73.0,48.0,1.0,,1.0,1.0,10.0,3.0,8.0,,,7.0,11.0,13.0,0.0,12.0,1.0,69.0,57.0,1.0,24.0,10.0,,,0.611826,0.7253,,1.7081,0.9373,67.0,15.0,13.0,,,1.0,1.0,,131.0,1.0,,1.0,1.0,,,6.0,,,1.0,2.0,,,,1.0,10.0,,5.0,5.0,1.0,0.0,2.0,118.0,70.0,44.0,2.0,1.0,6.0,6.0,4.0,410.0,,,3.0,,0.0,57.0,49.0,38.0,,,,,124.0,124.0,2.0,25.0,17.0,54.6,,,1.0,1.0,18.0,0.0,,,,112.0,1.0,,1.0,,,1.0,6.0,1.0,0.0,3.0,83.0,352.0,10.0,12.0,213.0,26.0,24.0,10.0,5.0,30.0,25.0,104498.7,1.0,117.0,7.0,251.0,3.0,1.0,20.0,10.0,52.0,,434.0,,0.0,13.0,16.0,1.0,8.0,3.0,629.0,28.0,13.0,0.0,5.0,7.0,9.0,0.0
2562114,22.0,2026-01-18 14:00:00,39,Wolves,Home,133.0,10.0,,3.0,3.0,1.0,,105.0,5.0,,2.0,5.0,5.0,18.0,235.0,,1.0,10.0,19.0,11.0,5.0,,1.0,1.0,0.0,,,,,,,,,,4.0,0.0,,,,,,11.0,9.0,3.0,6.0,,,58.0,39.0,,,,3.0,5.0,2.0,6.0,,,4.0,5.0,8.0,0.0,5.0,1.0,49.0,37.0,3.0,28.0,10.0,,1.0,0.556331,0.2851,,0.1512,0.4824,37.0,14.0,8.0,,,,,,107.0,,,,,,,12.0,,,0.0,1.0,,,,,10.0,,8.0,8.0,4.0,0.0,2.0,80.0,43.0,15.0,7.0,0.0,2.0,3.0,2.0,277.0,,,4.0,1.0,0.0,31.0,38.0,25.0,,,,,112.0,112.0,1.0,24.0,10.0,33.0,,,,2.0,14.0,0.0,,,,58.0,2.0,,2.0,,2.0,1.0,2.0,,0.0,3.0,43.0,223.0,5.0,5.0,148.0,22.0,28.0,12.0,4.0,17.0,13.0,111160.88,1.0,74.0,4.0,172.0,1.0,,23.0,5.0,52.0,1.0,303.0,1.0,0.0,6.0,11.0,1.0,14.0,2.0,463.0,14.0,14.0,0.0,7.0,4.0,9.0,0.0
2562122,23.0,2026-01-24 15:00:00,39,Wolves,Away,217.0,8.0,2.0,4.0,2.0,2.0,1.0,65.0,6.0,,5.0,3.0,6.0,12.0,278.0,,,20.0,10.0,8.0,5.0,2.0,2.0,,0.0,1.0,,,1.0,,,,,,7.0,0.0,,1.0,,,1.0,10.0,8.0,3.0,5.0,6.0,,50.0,41.0,1.0,1.0,,2.0,7.0,5.0,2.0,,,6.0,3.0,1.0,0.0,8.0,2.0,41.0,52.0,2.0,21.0,10.0,,,0.452104,0.6072,0.049,0.0688,0.9634,29.0,14.0,16.0,,,3.0,2.0,1.0,110.0,,,,,,,7.0,,,0.0,,,,,1.0,10.0,1.0,10.0,10.0,,0.0,5.0,97.0,43.0,23.0,4.0,0.0,3.0,4.0,1.0,326.0,,,1.0,1.0,0.0,25.0,18.0,18.0,,,,,120.0,120.0,2.0,26.0,8.0,35.8,1.0,,,1.0,19.0,0.0,,,,92.0,2.0,,2.0,,1.0,,5.0,1.0,0.0,3.0,27.0,257.0,7.0,7.0,251.0,19.0,21.0,17.0,6.0,12.0,6.0,108325.38,,49.0,5.0,110.0,,,13.0,6.0,35.0,6.0,349.0,,0.0,11.0,19.0,,24.0,3.0,540.0,17.0,14.0,0.0,9.0,6.0,13.0,0.0
2562134,24.0,2026-01-31 15:00:00,39,Wolves,Home,240.0,18.0,2.0,7.0,5.0,2.0,1.0,156.0,5.0,,5.0,3.0,8.0,19.0,389.0,,,10.0,16.0,17.0,8.0,2.0,5.0,1.0,0.0,1.0,,1.0,2.0,,,,,,7.0,0.0,,,1.0,,2.0,6.0,7.0,2.0,7.0,10.0,,84.0,59.0,3.0,4.0,,,10.0,3.0,9.0,,,5.0,8.0,6.0,0.0,8.0,2.0,56.0,60.0,,19.0,9.0,,,0.998337,1.3804,0.0866,1.4017,1.4579,41.0,11.0,14.0,,,4.0,3.0,2.0,153.0,,,,,,,5.0,,,0.0,2.0,,,,,9.0,1.0,3.0,3.0,,0.0,5.0,128.0,65.0,41.0,6.0,0.0,4.0,6.0,7.0,456.0,,,1.0,2.0,0.0,45.0,52.0,29.0,,,,,145.0,145.0,2.0,28.0,23.0,50.8,1.0,,,1.0,21.0,0.0,,,,111.0,2.0,,2.0,,,1.0,7.0,,0.0,5.0,73.0,372.0,10.0,10.0,271.0,39.0,19.0,18.0,5.0,22.0,17.0,110269.25,1.0,104.0,4.0,227.0,2.0,1.0,19.0,9.0,45.0,2.0,476.0,,0.0,17.0,23.0,,16.0,2.0,678.0,26.0,13.0,0.0,6.0,5.0,17.0,0.0
2562144,25.0,2026-02-07 15:00:00,39,Wolves,Home,197.0,17.0,2.0,6.0,4.0,3.0,2.0,116.0,4.0,3.0,5.0,3.0,3.0,15.0,307.0,,1.0,7.0,10.0,9.0,5.0,3.0,3.0,,0.0,,,,,,,,,,4.0,0.0,,,1.0,,1.0,6.0,11.0,4.0,9.0,2.0,,62.0,46.0,1.0,,1.0,1.0,8.0,4.0,8.0,1.0,,3.0,10.0,4.0,0.0,13.0,1.0,48.0,43.0,1.0,21.0,10.0,,4.0,1.24179,1.0592,,0.6971,3.0274,38.0,9.0,9.0,1.0,,2.0,3.0,,141.0,1.0,,1.0,1.0,1.0,,4.0,,,0.0,,,,,,10.0,1.0,8.0,8.0,1.0,0.0,5.0,76.0,48.0,30.0,4.0,0.0,2.0,7.0,3.0,347.0,,,6.0,,0.0,36.0,44.0,34.0,2.0,2.0,2.0,,112.0,112.0,1.0,22.0,16.0,33.7,1.0,,,,19.0,0.0,,,,86.0,3.0,1.0,3.0,,,,4.0,1.0,0.0,4.0,56.0,293.0,8.0,9.0,214.0,30.0,21.0,21.0,3.0,20.0,17.0,111759.12,,79.0,3.0,171.0,,3.0,11.0,3.0,33.0,2.0,365.0,1.0,0.0,11.0,12.0,2.0,13.0,1.0,549.0,24.0,11.0,0.0,13.0,3.0,8.0,0.0
2562151,26.0,2026-02-11 19:30:00,39,Wolves,Away,130.0,8.0,,1.0,1.0,,,87.0,10.0,,11.0,8.0,9.0,24.0,216.0,,,5.0,23.0,13.0,5.0,,,3.0,0.0,,,,,,,,,,7.0,0.0,,,,,,6.0,16.0,19.0,4.0,3.0,,48.0,39.0,,,,2.0,6.0,,6.0,,,2.0,4.0,4.0,0.0,8.0,3.0,60.0,48.0,2.0,39.0,23.0,,,0.257424,0.4237,,0.2105,2.0366,50.0,13.0,11.0,,,2.0,1.0,,116.0,,,,,,,21.0,,,0.0,3.0,,,,,23.0,,6.0,6.0,,0.0,11.0,52.0,59.0,26.0,8.0,0.0,2.0,3.0,3.0,252.0,,,8.0,1.0,0.0,33.0,18.0,16.0,,,,,128.0,128.0,2.0,17.0,8.0,37.3,,,,2.0,11.0,0.0,,,,71.0,7.0,3.0,10.0,,,3.0,4.0,,0.0,3.0,42.0,196.0,6.0,5.0,146.0,19.0,39.0,15.0,2.0,11.0,9.0,107746.63,3.0,74.0,1.0,152.0,3.0,,26.0,11.0,65.0,,287.0,,0.0,7.0,20.0,,10.0,2.0,501.0,13.0,23.0,0.0,5.0,2.0,14.0,0.0
2562158,27.0,2026-02-22 14:00:00,39,Wolves,Away,97.0,10.0,2.0,7.0,5.0,3.0,1.0,120.0,3.0,1.0,3.0,5.0,3.0,12.0,210.0,,1.0,11.0,24.0,23.0,5.0,3.0,2.0,,0.0,,,1.0,1.0,,,,,,6.0,0.0,1.0,,,,1.0,5.0,9.0,5.0,7.0,5.0,,31.0,46.0,1.0,2.0,,3.0,7.0,3.0,2.0,,,3.0,2.0,6.0,0.0,8.0,,52.0,69.0,3.0,48.0,28.0,,1.0,1.14062,1.6328,0.0934,2.0645,1.4823,56.0,13.0,19.0,,,4.0,4.0,1.0,117.0,,,,,,,6.0,,,0.0,2.0,,,,1.0,28.0,,13.0,13.0,2.0,0.0,3.0,71.0,52.0,24.0,7.0,0.0,2.0,6.0,7.0,251.0,,,3.0,2.0,0.0,51.0,32.0,27.0,,,,1.0,128.0,128.0,4.0,22.0,12.0,39.4,,,,2.0,12.0,0.0,,,,58.0,1.0,1.0,2.0,1.0,1.0,,2.0,,0.0,3.0,62.0,195.0,7.0,8.0,113.0,15.0,48.0,17.0,3.0,15.0,12.0,101066.4,,96.0,10.0,179.0,2.0,1.0,25.0,3.0,43.0,1.0,277.0,,1.0,12.0,17.0,1.0,21.0,1.0,516.0,16.0,25.0,0.0,10.0,3.0,9.0,0.0
2562174,28.0,2026-02-27 20:00:00,39,Wolves,Home,154.0,9.0,,2.0,2.0,2.0,,104.0,3.0,,3.0,2.0,3.0,14.0,256.0,,,12.0,15.0,4.0,4.0,1.0,,3.0,0.0,1.0,,,1.0,,,,,,6.0,0.0,,,,,1.0,5.0,10.0,4.0,6.0,3.0,,50.0,47.0,1.0,1.0,2.0,6.0,5.0,3.0,5.0,1.0,,,4.0,6.0,0.0,6.0,1.0,44.0,48.0,6.0,25.0,9.0,,,0.172178,0.8613,0.0342,0.8793,0.8466,39.0,13.0,19.0,,,2.0,1.0,1.0,118.0,1.0,,,1.0,,1.0,8.0,,,2.0,1.0,,,,,9.0,,10.0,10.0,,0.0,3.0,86.0,52.0,21.0,5.0,1.0,1.0,4.0,2.0,299.0,,,7.0,,0.0,44.0,29.0,18.0,,,,,110.0,110.0,,24.0,17.0,39.2,,,,,13.0,0.0,,,,74.0,3.0,2.0,4.0,,,3.0,4.0,,1.0,3.0,37.0,238.0,5.0,5.0,178.0,28.0,25.0,14.0,,11.0,11.0,113508.17,3.0,61.0,4.0,161.0,1.0,,15.0,3.0,47.0,1.0,328.0,,0.0,9.0,16.0,,15.0,3.0,521.0,12.0,14.0,0.0,9.0,,12.0,0.0
2562184,29.0,2026-03-03 20:15:00,39,Wolves,Home,166.0,6.0,1.0,2.0,1.0,,,85.0,2.0,3.0,9.0,1.0,6.0,6.0,249.0,,1.0,8.0,11.0,8.0,2.0,,,1.0,0.0,,,,,,,,,,4.0,0.0,,,,,,4.0,14.0,6.0,2.0,2.0,,48.0,54.0,1.0,1.0,1.0,5.0,13.0,,6.0,1.0,,2.0,5.0,2.0,0.0,10.0,1.0,42.0,52.0,5.0,35.0,11.0,2.0,,0.141063,0.4398,,0.7259,1.2204,32.0,10.0,13.0,,,2.0,,,112.0,2.0,,1.0,2.0,,1.0,9.0,,,2.0,1.0,,,,,11.0,,9.0,9.0,3.0,0.0,9.0,68.0,50.0,25.0,11.0,1.0,1.0,3.0,3.0,287.0,,,3.0,,0.0,30.0,30.0,14.0,,,,,113.0,113.0,2.0,29.0,10.0,34.2,,,,4.0,19.0,0.0,,,,87.0,4.0,2.0,5.0,,1.0,1.0,1.0,,1.0,5.0,33.0,236.0,13.0,4.0,191.0,19.0,35.0,13.0,2.0,9.0,7.0,114663.41,2.0,57.0,4.0,133.0,2.0,3.0,10.0,7.0,33.0,1.0,315.0,,0.0,4.0,25.0,3.0,13.0,2.0,523.0,11.0,19.0,0.0,7.0,2.0,16.0,0.0
