matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059706,1.0,2019-08-11 14:00:00,39,Wolves,Away,111.0,21.0,2.0,2.0,,3.0,,93.0,6.0,,1.0,7.0,2.0,27.0,202.0,,,25.0,24.0,22.0,6.0,2.0,2.0,1.0,,,,,,,,,,,6.0,,,,,,7.0,3.0,13.0,5.0,3.0,,42.0,61.0,1.0,1.0,,2.0,23.0,2.0,16.0,,1.0,3.0,1.0,2.0,,12.0,,71.0,55.0,2.0,33.0,13.0,,,30.0,13.0,3.0,,,,,,123.0,,,,,,,14.0,,,,,,,,2.0,13.0,,9.0,9.0,2.0,1.0,62.0,60.0,28.0,12.0,,4.0,4.0,2.0,268.0,,,5.0,,,41.0,41.0,12.0,,,,,,146.0,146.0,4.0,28.0,20.0,30.0,,,,,23.0,0.0,,,,64.0,,1.0,1.0,,1.0,1.0,4.0,,2.0,36.0,191.0,13.0,8.0,146.0,43.0,33.0,20.0,3.0,6.0,3.0,1.0,58.0,11.0,151.0,,,18.0,3.0,62.0,1.0,291.0,1.0,0.0,8.0,19.0,,32.0,2.0,508.0,15.0,25.0,12.0,3.0,11.0,0.0
1059721,2.0,2019-08-19 20:00:00,39,Wolves,Home,135.0,25.0,,2.0,2.0,2.0,1.0,130.0,2.0,,1.0,5.0,6.0,26.0,263.0,,,13.0,20.0,10.0,3.0,1.0,2.0,1.0,,,,,,,,,,,3.0,,,1.0,,1.0,11.0,5.0,4.0,5.0,1.0,,64.0,62.0,,,,3.0,13.0,1.0,7.0,,1.0,4.0,9.0,1.0,,11.0,1.0,67.0,42.0,3.0,14.0,6.0,,,35.0,17.0,6.0,,,2.0,1.0,,140.0,1.0,,1.0,,1.0,,7.0,,,,,,,,,6.0,1.0,14.0,14.0,1.0,1.0,69.0,66.0,29.0,6.0,1.0,3.0,2.0,2.0,330.0,,,3.0,2.0,,46.0,66.0,20.0,,1.0,1.0,1.0,,146.0,146.0,1.0,35.0,23.0,34.4,1.0,,1.0,,13.0,0.0,,,,77.0,1.0,,1.0,,,1.0,3.0,,3.0,65.0,254.0,8.0,5.0,163.0,48.0,14.0,21.0,2.0,13.0,11.0,1.0,89.0,5.0,200.0,,,20.0,7.0,64.0,1.0,350.0,,0.0,6.0,17.0,,20.0,2.0,520.0,20.0,15.0,9.0,4.0,9.0,0.0
1059731,3.0,2019-08-25 16:30:00,39,Wolves,Home,208.0,34.0,1.0,5.0,4.0,3.0,,267.0,5.0,,6.0,6.0,3.0,43.0,470.0,,1.0,19.0,24.0,41.0,10.0,2.0,2.0,,,,,,,,,,,,11.0,1.0,,1.0,,,2.0,8.0,5.0,9.0,8.0,,88.0,68.0,,,1.0,1.0,9.0,7.0,5.0,,1.0,4.0,8.0,9.0,,6.0,1.0,50.0,69.0,1.0,29.0,22.0,,,66.0,9.0,11.0,1.0,,4.0,3.0,,217.0,,,,,,,6.0,,,,1.0,,,,,22.0,1.0,6.0,6.0,,6.0,157.0,87.0,53.0,3.0,,7.0,5.0,2.0,566.0,,,3.0,4.0,,74.0,105.0,36.0,,,,,1.0,161.0,161.0,1.0,39.0,19.0,65.1,1.0,,1.0,1.0,9.0,0.0,,,,124.0,2.0,1.0,3.0,,,,8.0,1.0,3.0,128.0,454.0,3.0,12.0,240.0,65.0,29.0,14.0,1.0,21.0,20.0,,174.0,6.0,367.0,1.0,,23.0,3.0,77.0,1.0,586.0,,0.0,17.0,9.0,1.0,21.0,0.0,772.0,28.0,10.0,8.0,4.0,7.0,0.0
1059736,4.0,2019-09-01 14:00:00,39,Wolves,Away,126.0,25.0,,2.0,2.0,4.0,,93.0,3.0,,1.0,8.0,3.0,31.0,217.0,1.0,,16.0,26.0,26.0,4.0,,,,,,,,,,,,,,5.0,,,,,1.0,7.0,11.0,4.0,6.0,2.0,,41.0,66.0,3.0,2.0,2.0,2.0,9.0,2.0,9.0,,,7.0,7.0,2.0,,16.0,2.0,71.0,70.0,2.0,22.0,10.0,2.0,,43.0,12.0,12.0,1.0,1.0,2.0,2.0,,139.0,1.0,,1.0,,1.0,,6.0,,,1.0,,,,,,10.0,,11.0,11.0,1.0,1.0,67.0,70.0,34.0,7.0,1.0,1.0,4.0,5.0,297.0,,,6.0,,,27.0,35.0,36.0,,,,,,172.0,172.0,1.0,38.0,24.0,41.3,,,,,9.0,0.0,,,,73.0,3.0,,3.0,1.0,1.0,,1.0,1.0,3.0,41.0,201.0,4.0,5.0,161.0,58.0,22.0,21.0,6.0,17.0,11.0,,79.0,14.0,176.0,,,23.0,3.0,73.0,2.0,320.0,1.0,1.0,8.0,19.0,,25.0,4.0,522.0,18.0,18.0,13.0,7.0,8.0,0.0
1059751,5.0,2019-09-14 15:00:00,39,Wolves,Home,176.0,15.0,2.0,5.0,3.0,2.0,,179.0,7.0,,4.0,2.0,7.0,22.0,350.0,,,28.0,22.0,17.0,5.0,1.0,3.0,,,,,,,,,,,,5.0,,,,,3.0,4.0,14.0,1.0,8.0,3.0,,74.0,57.0,,1.0,1.0,,17.0,3.0,15.0,,1.0,7.0,12.0,5.0,,14.0,1.0,65.0,57.0,,12.0,6.0,,,50.0,8.0,10.0,,,3.0,2.0,,165.0,,,,,,,10.0,,,1.0,1.0,,,,,6.0,,14.0,14.0,3.0,4.0,96.0,57.0,31.0,5.0,,2.0,4.0,4.0,421.0,,,2.0,2.0,,57.0,90.0,37.0,,,,,,158.0,158.0,5.0,22.0,26.0,45.3,,,,,17.0,0.0,,,,114.0,1.0,,1.0,,,,4.0,1.0,3.0,88.0,329.0,8.0,6.0,207.0,48.0,12.0,19.0,5.0,24.0,19.0,,129.0,6.0,266.0,1.0,,7.0,8.0,49.0,1.0,449.0,,0.0,11.0,17.0,1.0,30.0,1.0,648.0,17.0,15.0,13.0,7.0,10.0,0.0
1059755,6.0,2019-09-22 14:00:00,39,Wolves,Away,188.0,24.0,1.0,7.0,6.0,,,163.0,5.0,,5.0,,4.0,23.0,344.0,,,19.0,20.0,17.0,8.0,1.0,2.0,1.0,,,,,,1.0,,,,,10.0,,,,,1.0,8.0,7.0,7.0,7.0,6.0,,48.0,65.0,3.0,2.0,1.0,1.0,15.0,6.0,22.0,,,7.0,13.0,1.0,,13.0,2.0,76.0,61.0,1.0,17.0,9.0,,,43.0,10.0,7.0,1.0,,2.0,1.0,,144.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,9.0,,15.0,15.0,3.0,5.0,117.0,72.0,45.0,6.0,,2.0,8.0,4.0,422.0,,,4.0,3.0,1.0,44.0,64.0,24.0,,,,,,152.0,152.0,3.0,34.0,19.0,50.1,,,1.0,,15.0,0.0,,,,133.0,4.0,,4.0,1.0,,1.0,3.0,2.0,3.0,67.0,331.0,8.0,10.0,222.0,51.0,17.0,18.0,7.0,22.0,15.0,1.0,97.0,,242.0,,,11.0,5.0,56.0,,442.0,,1.0,13.0,31.0,,20.0,1.0,661.0,19.0,11.0,7.0,7.0,16.0,0.0
1059771,7.0,2019-09-28 15:00:00,39,Wolves,Home,169.0,28.0,1.0,3.0,2.0,4.0,,145.0,5.0,,3.0,1.0,6.0,28.0,311.0,,,15.0,22.0,12.0,5.0,,,1.0,,,,,,,,,,,6.0,,,,,,4.0,10.0,4.0,6.0,,,68.0,63.0,2.0,1.0,1.0,,10.0,,8.0,,,1.0,8.0,2.0,,9.0,4.0,50.0,46.0,,27.0,12.0,,,42.0,5.0,5.0,,,1.0,,,163.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,,12.0,,17.0,17.0,1.0,3.0,87.0,65.0,38.0,6.0,1.0,4.0,2.0,2.0,384.0,,,3.0,2.0,,40.0,67.0,17.0,,,,,,129.0,129.0,2.0,29.0,28.0,39.1,,,,,10.0,0.0,,,,86.0,4.0,1.0,5.0,,,1.0,4.0,,3.0,57.0,298.0,2.0,6.0,204.0,48.0,27.0,14.0,1.0,11.0,10.0,1.0,82.0,8.0,211.0,,,13.0,7.0,55.0,2.0,404.0,,0.0,6.0,21.0,2.0,15.0,0.0,575.0,14.0,9.0,8.0,1.0,9.0,0.0
1059776,8.0,2019-10-06 14:00:00,39,Wolves,Away,94.0,17.0,1.0,1.0,,1.0,,56.0,7.0,,3.0,5.0,2.0,23.0,149.0,,1.0,11.0,11.0,15.0,2.0,1.0,1.0,2.0,,,,,,,,,,2.0,6.0,,,,,,5.0,9.0,9.0,4.0,3.0,,42.0,60.0,2.0,1.0,2.0,1.0,13.0,2.0,10.0,,,1.0,3.0,1.0,,5.0,2.0,49.0,54.0,1.0,43.0,25.0,,,29.0,14.0,11.0,,,1.0,,,117.0,2.0,,2.0,2.0,,2.0,11.0,,,2.0,2.0,,,,,25.0,,15.0,15.0,3.0,3.0,34.0,48.0,19.0,9.0,2.0,3.0,2.0,2.0,205.0,,,9.0,2.0,,16.0,33.0,8.0,,,,,,117.0,117.0,1.0,32.0,18.0,24.0,,,,1.0,13.0,0.0,,,,37.0,,2.0,2.0,,,2.0,3.0,,3.0,21.0,133.0,7.0,5.0,126.0,41.0,43.0,19.0,1.0,5.0,4.0,4.0,45.0,4.0,109.0,2.0,,24.0,2.0,64.0,2.0,230.0,,0.0,7.0,18.0,1.0,13.0,2.0,423.0,11.0,12.0,10.0,1.0,12.0,0.0
1059791,9.0,2019-10-19 15:00:00,39,Wolves,Home,233.0,26.0,,,,1.0,,166.0,6.0,,3.0,3.0,5.0,26.0,399.0,,,26.0,19.0,24.0,2.0,,,,,,,,,,,,,,3.0,1.0,,,,,6.0,12.0,2.0,2.0,2.0,,69.0,58.0,,,1.0,1.0,17.0,,9.0,,1.0,1.0,11.0,1.0,,5.0,3.0,45.0,62.0,1.0,10.0,5.0,1.0,2.0,47.0,10.0,14.0,1.0,,4.0,2.0,,180.0,,,,,,,10.0,,,,,,,,1.0,5.0,,10.0,10.0,,3.0,116.0,92.0,51.0,3.0,,2.0,,1.0,482.0,,,4.0,3.0,,58.0,73.0,25.0,,,,,1.0,160.0,160.0,2.0,30.0,21.0,57.0,,,1.0,,17.0,0.0,,,,146.0,3.0,1.0,4.0,,,,3.0,,3.0,59.0,376.0,5.0,2.0,260.0,59.0,10.0,17.0,,14.0,14.0,,102.0,4.0,265.0,,,14.0,6.0,62.0,1.0,511.0,,0.0,4.0,11.0,,29.0,3.0,688.0,13.0,18.0,13.0,1.0,7.0,0.0
1059797,10.0,2019-10-27 14:00:00,39,Wolves,Away,221.0,19.0,1.0,8.0,7.0,3.0,1.0,238.0,5.0,,5.0,2.0,1.0,26.0,451.0,2.0,1.0,17.0,30.0,25.0,11.0,1.0,1.0,1.0,,,,,,,,,,,11.0,,,,,1.0,12.0,7.0,6.0,9.0,4.0,,75.0,54.0,2.0,2.0,1.0,2.0,10.0,3.0,13.0,,,6.0,16.0,3.0,,8.0,,71.0,61.0,2.0,17.0,12.0,,,50.0,16.0,8.0,,,2.0,1.0,,143.0,,,,,,,8.0,,,1.0,1.0,,,,1.0,12.0,,7.0,7.0,,5.0,151.0,72.0,46.0,3.0,1.0,5.0,7.0,5.0,515.0,,,4.0,6.0,,60.0,81.0,31.0,,,,,,134.0,134.0,2.0,18.0,29.0,56.9,,,1.0,,10.0,0.0,,,,164.0,1.0,,1.0,,1.0,1.0,5.0,,2.0,94.0,437.0,5.0,12.0,246.0,42.0,17.0,16.0,6.0,26.0,20.0,1.0,126.0,7.0,313.0,1.0,,8.0,1.0,49.0,1.0,533.0,3.0,0.0,13.0,18.0,2.0,18.0,2.0,720.0,27.0,13.0,11.0,6.0,12.0,0.0
